10 76 -> 84 fr=1002 (0.1013), cf=0.632, gamma=6.065, delta=0.085, M=-2.073e+003
54 -> ~82 fr=2418 (0.2444), cf=1.000, gamma=1.116, delta=0.025, M=-3.060e+002
79 -> ~84 fr=2399 (0.2425), cf=1.000, gamma=1.116, delta=0.025, M=-3.051e+002
79 -> ~82 fr=2399 (0.2425), cf=1.000, gamma=1.116, delta=0.025, M=-3.032e+002
79 -> ~81 fr=2399 (0.2425), cf=1.000, gamma=1.116, delta=0.025, M=-3.032e+002
10 -> ~81 fr=3895 (0.3938), cf=0.979, gamma=1.093, delta=0.033, M=-3.022e+002
26 -> ~81 fr=2386 (0.2412), cf=1.000, gamma=1.115, delta=0.025, M=-2.955e+002
49 -> ~82 fr=2639 (0.2668), cf=0.996, gamma=1.111, delta=0.027, M=-2.950e+002
46 -> ~84 fr=2311 (0.2336), cf=1.000, gamma=1.116, delta=0.024, M=-2.921e+002
53 -> ~82 fr=2322 (0.2347), cf=1.000, gamma=1.116, delta=0.024, M=-2.919e+002
66 -> ~86 fr=3029 (0.3062), cf=0.993, gamma=1.099, delta=0.028, M=-2.908e+002
26 -> ~87 fr=2383 (0.2409), cf=0.998, gamma=1.116, delta=0.025, M=-2.858e+002
5 -> ~81 fr=4623 (0.4673), cf=0.968, gamma=1.080, delta=0.034, M=-2.822e+002
20 66 -> ~88 fr=2400 (0.2426), cf=1.000, gamma=1.107, delta=0.023, M=-2.813e+002
30 -> ~84 fr=2223 (0.2247), cf=1.000, gamma=1.116, delta=0.023, M=-2.794e+002
79 -> ~83 fr=2399 (0.2425), cf=1.000, gamma=1.106, delta=0.023, M=-2.790e+002
26 -> ~82 fr=2382 (0.2408), cf=0.998, gamma=1.113, delta=0.024, M=-2.765e+002
78 -> ~84 fr=2194 (0.2218), cf=1.000, gamma=1.116, delta=0.023, M=-2.752e+002
31 -> ~87 fr=2288 (0.2313), cf=0.998, gamma=1.116, delta=0.024, M=-2.719e+002
26 -> ~83 fr=2386 (0.2412), cf=1.000, gamma=1.106, delta=0.023, M=-2.715e+002
1 -> ~89 fr=4300 (0.4347), cf=0.975, gamma=1.078, delta=0.032, M=-2.687e+002
50 74 -> ~84 fr=2662 (0.2691), cf=0.993, gamma=1.108, delta=0.026, M=-2.683e+002
46 -> ~83 fr=2311 (0.2336), cf=1.000, gamma=1.106, delta=0.022, M=-2.672e+002
76 -> ~87 fr=4172 (0.4218), cf=0.970, gamma=1.084, delta=0.033, M=-2.648e+002
46 -> ~89 fr=2310 (0.2335), cf=1.000, gamma=1.105, delta=0.022, M=-2.596e+002
74 -> ~89 fr=2829 (0.2860), cf=0.993, gamma=1.097, delta=0.025, M=-2.576e+002
22 -> ~83 fr=2445 (0.2472), cf=0.998, gamma=1.103, delta=0.023, M=-2.574e+002
45 -> ~85 fr=3957 (0.4000), cf=0.978, gamma=1.081, delta=0.030, M=-2.548e+002
29 -> ~80 fr=2436 (0.2463), cf=0.994, gamma=1.110, delta=0.024, M=-2.537e+002
10 -> ~83 fr=3889 (0.3931), cf=0.978, gamma=1.082, delta=0.030, M=-2.522e+002
59 69 -> ~87 fr=1988 (0.2010), cf=1.000, gamma=1.118, delta=0.021, M=-2.485e+002
11 50 -> ~86 fr=2252 (0.2277), cf=0.999, gamma=1.105, delta=0.022, M=-2.448e+002
6 -> ~86 fr=2611 (0.2640), cf=0.994, gamma=1.099, delta=0.024, M=-2.432e+002
40 -> ~86 fr=2143 (0.2166), cf=1.000, gamma=1.106, delta=0.021, M=-2.400e+002
55 -> ~84 fr=1928 (0.1949), cf=1.000, gamma=1.116, delta=0.020, M=-2.376e+002
73 -> ~85 fr=2733 (0.2763), cf=0.991, gamma=1.096, delta=0.024, M=-2.354e+002
54 -> ~81 fr=2400 (0.2426), cf=0.993, gamma=1.107, delta=0.024, M=-2.354e+002
40 -> ~80 fr=2137 (0.2160), cf=0.997, gamma=1.112, delta=0.022, M=-2.354e+002
17 -> ~82 fr=2029 (0.2051), cf=0.999, gamma=1.114, delta=0.021, M=-2.352e+002
78 -> ~81 fr=2185 (0.2209), cf=0.996, gamma=1.111, delta=0.022, M=-2.339e+002
16 -> ~82 fr=1951 (0.1972), cf=0.999, gamma=1.115, delta=0.020, M=-2.338e+002
40 -> ~84 fr=2136 (0.2159), cf=0.996, gamma=1.112, delta=0.022, M=-2.323e+002
30 -> ~86 fr=2218 (0.2242), cf=0.998, gamma=1.104, delta=0.021, M=-2.321e+002
39 -> ~80 fr=2441 (0.2468), cf=0.991, gamma=1.106, delta=0.024, M=-2.311e+002
34 -> ~86 fr=2059 (0.2081), cf=1.000, gamma=1.106, delta=0.020, M=-2.291e+002
21 -> ~82 fr=1861 (0.1881), cf=1.000, gamma=1.116, delta=0.019, M=-2.270e+002
17 -> ~83 fr=2031 (0.2053), cf=1.000, gamma=1.105, delta=0.020, M=-2.250e+002
16 -> ~87 fr=1948 (0.1969), cf=0.998, gamma=1.115, delta=0.020, M=-2.239e+002
37 -> ~83 fr=1977 (0.1999), cf=1.000, gamma=1.106, delta=0.019, M=-2.236e+002
45 49 -> ~88 fr=1962 (0.1983), cf=1.000, gamma=1.107, delta=0.019, M=-2.234e+002
66 -> ~88 fr=3003 (0.3036), cf=0.985, gamma=1.090, delta=0.025, M=-2.233e+002
37 -> ~89 fr=1977 (0.1999), cf=1.000, gamma=1.105, delta=0.019, M=-2.221e+002
47 -> ~89 fr=1975 (0.1997), cf=1.000, gamma=1.105, delta=0.019, M=-2.218e+002
21 -> ~87 fr=1859 (0.1879), cf=0.999, gamma=1.116, delta=0.020, M=-2.202e+002
31 -> ~83 fr=2281 (0.2306), cf=0.995, gamma=1.101, delta=0.021, M=-2.185e+002
11 76 -> ~85 fr=1980 (0.2002), cf=0.999, gamma=1.105, delta=0.019, M=-2.180e+002
11 -> ~83 fr=4418 (0.4466), cf=0.967, gamma=1.070, delta=0.029, M=-2.179e+002
13 -> ~80 fr=2451 (0.2478), cf=0.989, gamma=1.103, delta=0.023, M=-2.170e+002
50 -> ~84 fr=4750 (0.4802), cf=0.957, gamma=1.069, delta=0.031, M=-2.170e+002
64 -> ~85 fr=3282 (0.3318), cf=0.981, gamma=1.084, delta=0.026, M=-2.164e+002
30 -> ~80 fr=2207 (0.2231), cf=0.993, gamma=1.108, delta=0.022, M=-2.161e+002
31 -> ~81 fr=2273 (0.2298), cf=0.992, gamma=1.106, delta=0.022, M=-2.154e+002
16 -> ~86 fr=1951 (0.1972), cf=0.999, gamma=1.106, delta=0.019, M=-2.153e+002
16 -> ~83 fr=1951 (0.1972), cf=0.999, gamma=1.105, delta=0.019, M=-2.148e+002
36 -> ~81 fr=1749 (0.1768), cf=1.000, gamma=1.116, delta=0.018, M=-2.118e+002
59 -> ~87 fr=2898 (0.2930), cf=0.980, gamma=1.095, delta=0.025, M=-2.110e+002
21 -> ~83 fr=1861 (0.1881), cf=1.000, gamma=1.106, delta=0.018, M=-2.089e+002
29 -> ~84 fr=2420 (0.2446), cf=0.988, gamma=1.103, delta=0.023, M=-2.086e+002
36 -> ~84 fr=1748 (0.1767), cf=0.999, gamma=1.116, delta=0.018, M=-2.076e+002
45 71 -> ~88 fr=2093 (0.2116), cf=0.996, gamma=1.103, delta=0.020, M=-2.066e+002
69 -> ~89 fr=3540 (0.3579), cf=0.976, gamma=1.079, delta=0.026, M=-2.065e+002
20 25 -> ~89 fr=1848 (0.1868), cf=1.000, gamma=1.105, delta=0.018, M=-2.059e+002
68 -> ~85 fr=1840 (0.1860), cf=1.000, gamma=1.106, delta=0.018, M=-2.058e+002
79 -> ~89 fr=2380 (0.2406), cf=0.992, gamma=1.096, delta=0.021, M=-2.057e+002
56 71 -> ~80 fr=1696 (0.1715), cf=1.000, gamma=1.116, delta=0.018, M=-2.055e+002
79 -> ~86 fr=2379 (0.2405), cf=0.992, gamma=1.097, delta=0.021, M=-2.052e+002
1 74 -> ~88 fr=1895 (0.1916), cf=0.999, gamma=1.106, delta=0.018, M=-2.047e+002
20 74 -> ~85 fr=1827 (0.1847), cf=1.000, gamma=1.106, delta=0.018, M=-2.042e+002
5 64 -> ~83 fr=1904 (0.1925), cf=0.999, gamma=1.105, delta=0.018, M=-2.042e+002
21 -> ~81 fr=1856 (0.1876), cf=0.997, gamma=1.113, delta=0.019, M=-2.037e+002
68 -> ~82 fr=1835 (0.1855), cf=0.997, gamma=1.113, delta=0.019, M=-2.009e+002
64 73 -> ~82 fr=1708 (0.1727), cf=0.999, gamma=1.115, delta=0.018, M=-2.009e+002
68 -> ~83 fr=1839 (0.1859), cf=0.999, gamma=1.105, delta=0.018, M=-2.008e+002
56 -> ~80 fr=2876 (0.2907), cf=0.979, gamma=1.092, delta=0.025, M=-1.985e+002
45 59 -> ~88 fr=1859 (0.1879), cf=0.998, gamma=1.105, delta=0.018, M=-1.959e+002
36 -> ~83 fr=1749 (0.1768), cf=1.000, gamma=1.106, delta=0.017, M=-1.949e+002
5 22 -> ~82 fr=1662 (0.1680), cf=0.999, gamma=1.115, delta=0.017, M=-1.948e+002
5 31 -> ~82 fr=1758 (0.1777), cf=0.998, gamma=1.113, delta=0.018, M=-1.946e+002
36 -> ~89 fr=1749 (0.1768), cf=1.000, gamma=1.105, delta=0.017, M=-1.936e+002
73 -> ~83 fr=2715 (0.2745), cf=0.984, gamma=1.089, delta=0.022, M=-1.917e+002
27 -> ~81 fr=2603 (0.2631), cf=0.982, gamma=1.095, delta=0.023, M=-1.914e+002
68 -> ~80 fr=1832 (0.1852), cf=0.996, gamma=1.111, delta=0.019, M=-1.909e+002
26 -> ~89 fr=2363 (0.2389), cf=0.990, gamma=1.094, delta=0.021, M=-1.906e+002
20 41 -> ~89 fr=1723 (0.1742), cf=1.000, gamma=1.105, delta=0.017, M=-1.905e+002
58 -> ~82 fr=1721 (0.1740), cf=0.997, gamma=1.112, delta=0.018, M=-1.859e+002
23 -> ~84 fr=1710 (0.1729), cf=0.997, gamma=1.113, delta=0.018, M=-1.857e+002
45 -> ~88 fr=3915 (0.3958), cf=0.967, gamma=1.070, delta=0.026, M=-1.843e+002
22 -> ~87 fr=2409 (0.2435), cf=0.983, gamma=1.098, delta=0.022, M=-1.835e+002
49 -> ~88 fr=2607 (0.2635), cf=0.984, gamma=1.089, delta=0.022, M=-1.831e+002
17 -> ~87 fr=2012 (0.2034), cf=0.990, gamma=1.107, delta=0.020, M=-1.826e+002
54 -> ~87 fr=2377 (0.2403), cf=0.983, gamma=1.099, delta=0.022, M=-1.815e+002
7 -> ~84 fr=1725 (0.1744), cf=0.996, gamma=1.112, delta=0.018, M=-1.807e+002
64 -> ~87 fr=3243 (0.3278), cf=0.969, gamma=1.083, delta=0.025, M=-1.798e+002
20 56 -> ~81 fr=2050 (0.2072), cf=0.989, gamma=1.104, delta=0.019, M=-1.786e+002
36 -> ~82 fr=1741 (0.1760), cf=0.995, gamma=1.110, delta=0.018, M=-1.782e+002
48 -> ~89 fr=2897 (0.2929), cf=0.980, gamma=1.083, delta=0.022, M=-1.781e+002
55 -> ~89 fr=1918 (0.1939), cf=0.995, gamma=1.100, delta=0.018, M=-1.755e+002
55 -> ~85 fr=1917 (0.1938), cf=0.994, gamma=1.099, delta=0.018, M=-1.733e+002
48 -> ~87 fr=2877 (0.2908), cf=0.973, gamma=1.087, delta=0.023, M=-1.728e+002
5 -> ~82 fr=4552 (0.4602), cf=0.953, gamma=1.063, delta=0.027, M=-1.716e+002
27 -> ~83 fr=2604 (0.2632), cf=0.982, gamma=1.086, delta=0.021, M=-1.706e+002
47 -> ~83 fr=1961 (0.1982), cf=0.993, gamma=1.098, delta=0.018, M=-1.703e+002
36 79 -> ~87 fr=1601 (0.1618), cf=0.996, gamma=1.113, delta=0.016, M=-1.700e+002
35 76 -> ~85 fr=1546 (0.1563), cf=1.000, gamma=1.106, delta=0.015, M=-1.698e+002
63 74 -> ~84 fr=1418 (0.1433), cf=1.000, gamma=1.116, delta=0.015, M=-1.692e+002
21 -> ~85 fr=1850 (0.1870), cf=0.994, gamma=1.099, delta=0.017, M=-1.653e+002
38 -> ~89 fr=1558 (0.1575), cf=0.999, gamma=1.105, delta=0.015, M=-1.653e+002
1 20 -> ~88 fr=2149 (0.2172), cf=0.988, gamma=1.094, delta=0.019, M=-1.639e+002
31 -> ~82 fr=2252 (0.2277), cf=0.983, gamma=1.096, delta=0.020, M=-1.639e+002
41 -> ~89 fr=3502 (0.3540), cf=0.969, gamma=1.071, delta=0.024, M=-1.639e+002
73 -> ~82 fr=2689 (0.2718), cf=0.975, gamma=1.088, delta=0.022, M=-1.635e+002
35 49 -> ~85 fr=1491 (0.1507), cf=1.000, gamma=1.106, delta=0.014, M=-1.632e+002
27 -> ~80 fr=2588 (0.2616), cf=0.976, gamma=1.090, delta=0.022, M=-1.629e+002
55 -> ~80 fr=1906 (0.1927), cf=0.989, gamma=1.103, delta=0.018, M=-1.615e+002
36 69 -> ~87 fr=1704 (0.1723), cf=0.992, gamma=1.109, delta=0.017, M=-1.590e+002
36 -> ~87 fr=1733 (0.1752), cf=0.991, gamma=1.107, delta=0.017, M=-1.574e+002
1 76 -> ~85 fr=2048 (0.2070), cf=0.989, gamma=1.093, delta=0.018, M=-1.571e+002
37 -> ~81 fr=1951 (0.1972), cf=0.987, gamma=1.101, delta=0.018, M=-1.568e+002
1 20 50 -> ~85 fr=1566 (0.1583), cf=0.997, gamma=1.103, delta=0.015, M=-1.546e+002
6 -> ~87 fr=2559 (0.2587), cf=0.974, gamma=1.088, delta=0.021, M=-1.527e+002
11 79 -> ~87 fr=1755 (0.1774), cf=0.989, gamma=1.106, delta=0.017, M=-1.526e+002
1 -> ~88 fr=4224 (0.4270), cf=0.958, gamma=1.061, delta=0.024, M=-1.518e+002
20 -> ~86 fr=4081 (0.4126), cf=0.960, gamma=1.062, delta=0.024, M=-1.513e+002
11 -> ~86 fr=4370 (0.4418), cf=0.957, gamma=1.058, delta=0.024, M=-1.487e+002
63 71 -> ~81 fr=1666 (0.1684), cf=0.991, gamma=1.106, delta=0.016, M=-1.485e+002
39 -> ~88 fr=2414 (0.2440), cf=0.980, gamma=1.085, delta=0.019, M=-1.474e+002
79 -> ~87 fr=2342 (0.2368), cf=0.976, gamma=1.091, delta=0.020, M=-1.473e+002
56 -> ~81 fr=2847 (0.2878), cf=0.969, gamma=1.081, delta=0.021, M=-1.460e+002
35 -> ~85 fr=2807 (0.2838), cf=0.974, gamma=1.077, delta=0.020, M=-1.455e+002
20 48 -> ~88 fr=1321 (0.1335), cf=1.000, gamma=1.107, delta=0.013, M=-1.445e+002
41 64 -> ~81 fr=1272 (0.1286), cf=0.999, gamma=1.115, delta=0.013, M=-1.445e+002
6 -> ~85 fr=2569 (0.2597), cf=0.978, gamma=1.081, delta=0.019, M=-1.444e+002
22 71 -> ~81 fr=1382 (0.1397), cf=0.996, gamma=1.112, delta=0.014, M=-1.427e+002
53 71 -> ~81 fr=1400 (0.1415), cf=0.996, gamma=1.111, delta=0.014, M=-1.416e+002
20 -> ~81 fr=4049 (0.4093), cf=0.952, gamma=1.063, delta=0.024, M=-1.402e+002
53 -> ~87 fr=2265 (0.2290), cf=0.975, gamma=1.090, delta=0.019, M=-1.384e+002
32 -> ~86 fr=2374 (0.2400), cf=0.979, gamma=1.083, delta=0.018, M=-1.383e+002
1 29 -> ~85 fr=1297 (0.1311), cf=0.999, gamma=1.105, delta=0.012, M=-1.353e+002
67 -> ~80 fr=1369 (0.1384), cf=0.995, gamma=1.110, delta=0.014, M=-1.353e+002
50 69 -> ~86 fr=1973 (0.1995), cf=0.985, gamma=1.090, delta=0.016, M=-1.343e+002
11 45 69 -> ~87 fr=1131 (0.1143), cf=1.000, gamma=1.118, delta=0.012, M=-1.340e+002
46 78 -> ~80 fr=1138 (0.1150), cf=1.000, gamma=1.116, delta=0.012, M=-1.333e+002
20 46 -> ~85 fr=1235 (0.1248), cf=1.000, gamma=1.106, delta=0.012, M=-1.331e+002
48 59 -> ~81 fr=1130 (0.1142), cf=1.000, gamma=1.116, delta=0.012, M=-1.317e+002
39 -> ~86 fr=2406 (0.2432), cf=0.977, gamma=1.081, delta=0.018, M=-1.315e+002
59 76 -> ~85 fr=1324 (0.1338), cf=0.998, gamma=1.103, delta=0.013, M=-1.303e+002
1 20 -> ~85 fr=2134 (0.2157), cf=0.981, gamma=1.085, delta=0.017, M=-1.295e+002
45 -> ~87 fr=3850 (0.3892), cf=0.951, gamma=1.063, delta=0.023, M=-1.293e+002
22 -> ~82 fr=2382 (0.2408), cf=0.972, gamma=1.084, delta=0.019, M=-1.286e+002
7 -> ~86 fr=1712 (0.1731), cf=0.988, gamma=1.093, delta=0.015, M=-1.273e+002
69 71 -> ~85 fr=1182 (0.1195), cf=1.000, gamma=1.106, delta=0.011, M=-1.270e+002
17 76 -> ~85 fr=1176 (0.1189), cf=1.000, gamma=1.106, delta=0.011, M=-1.263e+002
46 56 -> ~85 fr=1203 (0.1216), cf=0.999, gamma=1.105, delta=0.012, M=-1.245e+002
38 -> ~80 fr=1540 (0.1557), cf=0.988, gamma=1.102, delta=0.014, M=-1.244e+002
46 78 -> ~85 fr=1138 (0.1150), cf=1.000, gamma=1.106, delta=0.011, M=-1.219e+002
11 71 -> ~85 fr=1281 (0.1295), cf=0.997, gamma=1.102, delta=0.012, M=-1.218e+002
11 54 -> ~85 fr=1280 (0.1294), cf=0.997, gamma=1.102, delta=0.012, M=-1.217e+002
38 -> ~85 fr=1544 (0.1561), cf=0.990, gamma=1.095, delta=0.014, M=-1.199e+002
66 71 -> ~81 fr=1718 (0.1737), cf=0.982, gamma=1.096, delta=0.015, M=-1.191e+002
1 13 -> ~84 fr=1125 (0.1137), cf=0.997, gamma=1.113, delta=0.012, M=-1.190e+002
11 49 -> ~85 fr=1340 (0.1355), cf=0.995, gamma=1.100, delta=0.012, M=-1.188e+002
46 -> ~81 fr=2245 (0.2270), cf=0.971, gamma=1.084, delta=0.018, M=-1.183e+002
66 74 -> ~85 fr=1106 (0.1118), cf=1.000, gamma=1.106, delta=0.011, M=-1.183e+002
35 40 -> ~88 fr=1267 (0.1281), cf=0.996, gamma=1.103, delta=0.012, M=-1.182e+002
5 10 31 -> ~89 fr=1308 (0.1322), cf=0.995, gamma=1.099, delta=0.012, M=-1.146e+002
78 -> ~85 fr=2143 (0.2166), cf=0.977, gamma=1.080, delta=0.016, M=-1.134e+002
64 -> ~83 fr=3218 (0.3253), cf=0.961, gamma=1.063, delta=0.019, M=-1.130e+002
10 54 -> ~88 fr=1320 (0.1334), cf=0.993, gamma=1.099, delta=0.012, M=-1.122e+002
69 74 -> ~84 fr=1147 (0.1160), cf=0.995, gamma=1.111, delta=0.012, M=-1.118e+002
29 56 -> ~86 fr=1116 (0.1128), cf=0.998, gamma=1.104, delta=0.011, M=-1.110e+002
50 60 -> ~86 fr=1611 (0.1629), cf=0.986, gamma=1.091, delta=0.014, M=-1.099e+002
29 -> ~86 fr=2380 (0.2406), cf=0.971, gamma=1.075, delta=0.017, M=-1.090e+002
74 76 -> ~85 fr=1017 (0.1028), cf=1.000, gamma=1.106, delta=0.010, M=-1.082e+002
10 31 -> ~89 fr=1526 (0.1543), cf=0.988, gamma=1.092, delta=0.013, M=-1.081e+002
38 -> ~83 fr=1538 (0.1555), cf=0.987, gamma=1.091, delta=0.013, M=-1.061e+002
27 31 -> ~85 fr=1075 (0.1087), cf=0.998, gamma=1.104, delta=0.010, M=-1.059e+002
1 16 -> ~84 fr=1106 (0.1118), cf=0.994, gamma=1.109, delta=0.011, M=-1.040e+002
58 -> ~86 fr=1695 (0.1714), cf=0.982, gamma=1.086, delta=0.014, M=-1.031e+002
10 21 -> ~88 fr=1329 (0.1344), cf=0.990, gamma=1.096, delta=0.012, M=-1.030e+002
68 -> ~88 fr=1802 (0.1822), cf=0.979, gamma=1.084, delta=0.014, M=-1.025e+002
45 48 -> ~81 fr=1458 (0.1474), cf=0.983, gamma=1.097, delta=0.013, M=-1.018e+002
20 25 -> ~88 fr=1809 (0.1829), cf=0.979, gamma=1.084, delta=0.014, M=-1.015e+002
14 -> ~80 fr=1109 (0.1121), cf=0.993, gamma=1.108, delta=0.011, M=-1.013e+002
27 31 -> ~88 fr=1073 (0.1085), cf=0.996, gamma=1.103, delta=0.010, M=-9.979e+001
60 -> ~84 fr=1912 (0.1933), cf=0.972, gamma=1.085, delta=0.015, M=-9.949e+001
5 56 71 -> ~88 fr=1121 (0.1133), cf=0.995, gamma=1.101, delta=0.010, M=-9.889e+001
35 73 -> ~80 fr=1134 (0.1146), cf=0.991, gamma=1.106, delta=0.011, M=-9.888e+001
26 69 -> ~86 fr=2015 (0.2037), cf=0.974, gamma=1.078, delta=0.015, M=-9.853e+001
20 78 -> ~88 fr=1218 (0.1231), cf=0.992, gamma=1.098, delta=0.011, M=-9.848e+001
25 39 -> ~85 fr=1127 (0.1139), cf=0.995, gamma=1.100, delta=0.010, M=-9.839e+001
21 54 -> ~88 fr=1029 (0.1040), cf=0.997, gamma=1.104, delta=0.010, M=-9.828e+001
77 -> ~88 fr=996 (0.1007), cf=0.998, gamma=1.105, delta=0.010, M=-9.821e+001
42 50 -> ~86 fr=997 (0.1008), cf=0.998, gamma=1.104, delta=0.009, M=-9.774e+001
71 -> ~81 fr=3724 (0.3765), cf=0.946, gamma=1.056, delta=0.020, M=-9.733e+001
56 71 -> ~88 fr=1663 (0.1681), cf=0.981, gamma=1.085, delta=0.013, M=-9.718e+001
46 78 -> ~88 fr=1131 (0.1143), cf=0.994, gamma=1.100, delta=0.010, M=-9.711e+001
11 54 -> ~88 fr=1271 (0.1285), cf=0.990, gamma=1.096, delta=0.011, M=-9.679e+001
20 27 -> ~85 fr=1024 (0.1035), cf=0.997, gamma=1.103, delta=0.010, M=-9.666e+001
11 20 -> ~85 fr=1054 (0.1066), cf=0.996, gamma=1.102, delta=0.010, M=-9.660e+001
40 -> ~82 fr=2074 (0.2097), cf=0.967, gamma=1.079, delta=0.015, M=-9.516e+001
21 59 -> ~88 fr=1059 (0.1071), cf=0.995, gamma=1.102, delta=0.010, M=-9.511e+001
48 63 -> ~81 fr=1105 (0.1117), cf=0.991, gamma=1.106, delta=0.011, M=-9.505e+001
36 69 -> ~86 fr=1683 (0.1701), cf=0.980, gamma=1.084, delta=0.013, M=-9.486e+001
67 -> ~88 fr=1358 (0.1373), cf=0.987, gamma=1.092, delta=0.012, M=-9.478e+001
48 56 -> ~88 fr=1109 (0.1121), cf=0.994, gamma=1.100, delta=0.010, M=-9.472e+001
25 29 -> ~85 fr=1088 (0.1100), cf=0.995, gamma=1.100, delta=0.010, M=-9.418e+001
5 49 -> ~83 fr=1254 (0.1268), cf=0.990, gamma=1.095, delta=0.011, M=-9.403e+001
20 71 -> ~88 fr=1717 (0.1736), cf=0.978, gamma=1.082, delta=0.013, M=-9.242e+001
50 -> ~86 fr=4678 (0.4729), cf=0.943, gamma=1.043, delta=0.019, M=-9.158e+001
27 56 -> ~85 fr=999 (0.1010), cf=0.996, gamma=1.101, delta=0.009, M=-9.063e+001
1 63 -> ~84 fr=1663 (0.1681), cf=0.974, gamma=1.087, delta=0.013, M=-9.040e+001
11 69 -> ~87 fr=2227 (0.2251), cf=0.962, gamma=1.075, delta=0.016, M=-8.938e+001
10 73 -> ~89 fr=1399 (0.1414), cf=0.985, gamma=1.088, delta=0.011, M=-8.896e+001
1 39 -> ~85 fr=1200 (0.1213), cf=0.989, gamma=1.094, delta=0.010, M=-8.816e+001
74 -> ~84 fr=2720 (0.2750), cf=0.954, gamma=1.065, delta=0.017, M=-8.777e+001
