10 76 -> 84 fr=1019 (0.1030), cf=0.634, gamma=5.997, delta=0.086, M=-2.104e+003
17 -> ~82 fr=2052 (0.2074), cf=0.999, gamma=1.115, delta=0.021, M=-2.402e+002
55 -> ~84 fr=1916 (0.1937), cf=1.000, gamma=1.118, delta=0.020, M=-2.396e+002
54 -> ~81 fr=2386 (0.2412), cf=0.993, gamma=1.110, delta=0.024, M=-2.395e+002
78 -> ~81 fr=2159 (0.2183), cf=0.996, gamma=1.114, delta=0.022, M=-2.392e+002
30 -> ~86 fr=2209 (0.2233), cf=0.999, gamma=1.104, delta=0.021, M=-2.375e+002
73 -> ~85 fr=2739 (0.2769), cf=0.992, gamma=1.095, delta=0.024, M=-2.361e+002
40 -> ~84 fr=2133 (0.2156), cf=0.996, gamma=1.114, delta=0.022, M=-2.359e+002
40 -> ~80 fr=2134 (0.2157), cf=0.997, gamma=1.113, delta=0.022, M=-2.353e+002
39 -> ~80 fr=2470 (0.2497), cf=0.991, gamma=1.106, delta=0.024, M=-2.327e+002
17 -> ~83 fr=2054 (0.2076), cf=1.000, gamma=1.106, delta=0.020, M=-2.282e+002
21 -> ~82 fr=1858 (0.1878), cf=1.000, gamma=1.116, delta=0.020, M=-2.282e+002
47 -> ~89 fr=1996 (0.2018), cf=1.000, gamma=1.106, delta=0.019, M=-2.268e+002
16 -> ~87 fr=1944 (0.1965), cf=0.998, gamma=1.115, delta=0.020, M=-2.253e+002
34 -> ~86 fr=2038 (0.2060), cf=1.000, gamma=1.105, delta=0.020, M=-2.249e+002
45 49 -> ~88 fr=2010 (0.2032), cf=1.000, gamma=1.104, delta=0.019, M=-2.240e+002
37 -> ~89 fr=1974 (0.1996), cf=1.000, gamma=1.106, delta=0.019, M=-2.240e+002
37 -> ~83 fr=1974 (0.1996), cf=1.000, gamma=1.106, delta=0.019, M=-2.235e+002
66 -> ~88 fr=3009 (0.3042), cf=0.986, gamma=1.089, delta=0.025, M=-2.227e+002
21 -> ~87 fr=1857 (0.1877), cf=0.999, gamma=1.116, delta=0.019, M=-2.226e+002
59 -> ~87 fr=2924 (0.2956), cf=0.982, gamma=1.096, delta=0.026, M=-2.213e+002
30 -> ~80 fr=2198 (0.2222), cf=0.994, gamma=1.109, delta=0.022, M=-2.211e+002
11 -> ~83 fr=4455 (0.4504), cf=0.967, gamma=1.070, delta=0.029, M=-2.202e+002
31 -> ~83 fr=2262 (0.2287), cf=0.996, gamma=1.101, delta=0.021, M=-2.197e+002
11 76 -> ~85 fr=2018 (0.2040), cf=1.000, gamma=1.103, delta=0.019, M=-2.188e+002
36 -> ~81 fr=1746 (0.1765), cf=1.000, gamma=1.118, delta=0.019, M=-2.158e+002
16 -> ~83 fr=1946 (0.1967), cf=0.999, gamma=1.106, delta=0.019, M=-2.144e+002
45 71 -> ~88 fr=2106 (0.2129), cf=0.998, gamma=1.102, delta=0.020, M=-2.133e+002
16 -> ~86 fr=1946 (0.1967), cf=0.999, gamma=1.105, delta=0.019, M=-2.132e+002
31 -> ~81 fr=2251 (0.2276), cf=0.991, gamma=1.108, delta=0.022, M=-2.126e+002
69 -> ~89 fr=3543 (0.3582), cf=0.976, gamma=1.080, delta=0.027, M=-2.123e+002
29 -> ~84 fr=2432 (0.2459), cf=0.987, gamma=1.104, delta=0.023, M=-2.122e+002
36 -> ~84 fr=1745 (0.1764), cf=0.999, gamma=1.118, delta=0.019, M=-2.104e+002
21 -> ~83 fr=1858 (0.1878), cf=1.000, gamma=1.106, delta=0.018, M=-2.088e+002
21 -> ~81 fr=1853 (0.1873), cf=0.997, gamma=1.115, delta=0.019, M=-2.079e+002
79 -> ~89 fr=2352 (0.2378), cf=0.992, gamma=1.098, delta=0.021, M=-2.075e+002
64 -> ~85 fr=3273 (0.3309), cf=0.980, gamma=1.082, delta=0.025, M=-2.072e+002
50 -> ~84 fr=4717 (0.4768), cf=0.955, gamma=1.068, delta=0.030, M=-2.058e+002
79 -> ~86 fr=2352 (0.2378), cf=0.992, gamma=1.097, delta=0.021, M=-2.055e+002
56 71 -> ~80 fr=1693 (0.1711), cf=1.000, gamma=1.116, delta=0.018, M=-2.053e+002
1 74 -> ~88 fr=1896 (0.1917), cf=0.999, gamma=1.104, delta=0.018, M=-2.043e+002
68 -> ~85 fr=1851 (0.1871), cf=1.000, gamma=1.104, delta=0.018, M=-2.035e+002
64 73 -> ~82 fr=1712 (0.1731), cf=0.999, gamma=1.116, delta=0.018, M=-2.029e+002
26 -> ~89 fr=2380 (0.2406), cf=0.991, gamma=1.097, delta=0.021, M=-2.029e+002
5 64 -> ~83 fr=1888 (0.1909), cf=0.999, gamma=1.105, delta=0.018, M=-2.024e+002
68 -> ~83 fr=1850 (0.1870), cf=0.999, gamma=1.106, delta=0.018, M=-2.024e+002
20 25 -> ~89 fr=1840 (0.1860), cf=0.999, gamma=1.106, delta=0.018, M=-2.016e+002
13 -> ~80 fr=2412 (0.2438), cf=0.987, gamma=1.101, delta=0.022, M=-2.003e+002
20 74 -> ~85 fr=1822 (0.1842), cf=1.000, gamma=1.104, delta=0.017, M=-1.999e+002
45 59 -> ~88 fr=1889 (0.1910), cf=0.999, gamma=1.103, delta=0.018, M=-1.988e+002
45 -> ~88 fr=3962 (0.4005), cf=0.970, gamma=1.071, delta=0.027, M=-1.968e+002
68 -> ~82 fr=1844 (0.1864), cf=0.996, gamma=1.112, delta=0.019, M=-1.965e+002
5 31 -> ~82 fr=1731 (0.1750), cf=0.998, gamma=1.115, delta=0.018, M=-1.965e+002
36 -> ~89 fr=1746 (0.1765), cf=1.000, gamma=1.106, delta=0.017, M=-1.952e+002
5 22 -> ~82 fr=1652 (0.1670), cf=0.999, gamma=1.116, delta=0.017, M=-1.949e+002
36 -> ~83 fr=1746 (0.1765), cf=1.000, gamma=1.106, delta=0.017, M=-1.948e+002
56 -> ~80 fr=2853 (0.2884), cf=0.978, gamma=1.092, delta=0.024, M=-1.940e+002
27 -> ~81 fr=2589 (0.2617), cf=0.981, gamma=1.097, delta=0.023, M=-1.936e+002
68 -> ~80 fr=1843 (0.1863), cf=0.996, gamma=1.111, delta=0.019, M=-1.925e+002
73 -> ~83 fr=2719 (0.2749), cf=0.984, gamma=1.089, delta=0.022, M=-1.925e+002
23 -> ~84 fr=1734 (0.1753), cf=0.997, gamma=1.115, delta=0.018, M=-1.921e+002
48 -> ~89 fr=2873 (0.2904), cf=0.982, gamma=1.086, delta=0.023, M=-1.914e+002
64 -> ~87 fr=3244 (0.3279), cf=0.972, gamma=1.085, delta=0.026, M=-1.908e+002
20 41 -> ~89 fr=1704 (0.1723), cf=1.000, gamma=1.106, delta=0.017, M=-1.900e+002
20 56 -> ~81 fr=2039 (0.2061), cf=0.991, gamma=1.108, delta=0.020, M=-1.897e+002
17 -> ~87 fr=2037 (0.2059), cf=0.991, gamma=1.107, delta=0.020, M=-1.889e+002
49 -> ~88 fr=2654 (0.2683), cf=0.986, gamma=1.088, delta=0.022, M=-1.882e+002
36 -> ~82 fr=1740 (0.1759), cf=0.997, gamma=1.113, delta=0.018, M=-1.863e+002
58 -> ~82 fr=1718 (0.1737), cf=0.997, gamma=1.113, delta=0.018, M=-1.834e+002
7 -> ~84 fr=1721 (0.1740), cf=0.996, gamma=1.114, delta=0.018, M=-1.833e+002
55 -> ~89 fr=1907 (0.1928), cf=0.995, gamma=1.101, delta=0.018, M=-1.794e+002
22 -> ~87 fr=2392 (0.2418), cf=0.983, gamma=1.097, delta=0.021, M=-1.789e+002
54 -> ~87 fr=2363 (0.2389), cf=0.983, gamma=1.097, delta=0.021, M=-1.773e+002
35 76 -> ~85 fr=1595 (0.1612), cf=1.000, gamma=1.104, delta=0.015, M=-1.725e+002
73 -> ~82 fr=2696 (0.2725), cf=0.976, gamma=1.090, delta=0.022, M=-1.715e+002
36 79 -> ~87 fr=1598 (0.1615), cf=0.997, gamma=1.113, delta=0.016, M=-1.714e+002
5 -> ~82 fr=4530 (0.4579), cf=0.952, gamma=1.063, delta=0.027, M=-1.710e+002
47 -> ~83 fr=1981 (0.2003), cf=0.992, gamma=1.098, delta=0.018, M=-1.702e+002
63 74 -> ~84 fr=1400 (0.1415), cf=1.000, gamma=1.118, delta=0.015, M=-1.695e+002
55 -> ~85 fr=1905 (0.1926), cf=0.994, gamma=1.097, delta=0.017, M=-1.682e+002
55 -> ~80 fr=1897 (0.1918), cf=0.990, gamma=1.105, delta=0.018, M=-1.679e+002
35 49 -> ~85 fr=1553 (0.1570), cf=1.000, gamma=1.104, delta=0.015, M=-1.676e+002
31 -> ~82 fr=2233 (0.2257), cf=0.983, gamma=1.097, delta=0.020, M=-1.653e+002
38 -> ~89 fr=1537 (0.1554), cf=0.999, gamma=1.106, delta=0.015, M=-1.645e+002
37 -> ~81 fr=1949 (0.1970), cf=0.987, gamma=1.104, delta=0.019, M=-1.633e+002
41 -> ~89 fr=3472 (0.3510), cf=0.969, gamma=1.072, delta=0.024, M=-1.624e+002
27 -> ~80 fr=2575 (0.2603), cf=0.976, gamma=1.090, delta=0.021, M=-1.616e+002
21 -> ~85 fr=1847 (0.1867), cf=0.994, gamma=1.097, delta=0.017, M=-1.615e+002
27 -> ~83 fr=2587 (0.2615), cf=0.981, gamma=1.085, delta=0.020, M=-1.614e+002
36 69 -> ~87 fr=1704 (0.1723), cf=0.992, gamma=1.108, delta=0.017, M=-1.599e+002
56 -> ~81 fr=2831 (0.2862), cf=0.971, gamma=1.085, delta=0.022, M=-1.590e+002
36 -> ~87 fr=1731 (0.1750), cf=0.991, gamma=1.107, delta=0.017, M=-1.579e+002
20 -> ~86 fr=4061 (0.4105), cf=0.962, gamma=1.063, delta=0.024, M=-1.567e+002
1 20 50 -> ~85 fr=1566 (0.1583), cf=0.998, gamma=1.102, delta=0.015, M=-1.554e+002
48 -> ~87 fr=2839 (0.2870), cf=0.970, gamma=1.083, delta=0.022, M=-1.545e+002
1 20 -> ~88 fr=2147 (0.2170), cf=0.987, gamma=1.090, delta=0.018, M=-1.538e+002
63 71 -> ~81 fr=1671 (0.1689), cf=0.991, gamma=1.108, delta=0.016, M=-1.530e+002
20 -> ~81 fr=4026 (0.4070), cf=0.953, gamma=1.066, delta=0.025, M=-1.513e+002
1 76 -> ~85 fr=2071 (0.2094), cf=0.988, gamma=1.090, delta=0.017, M=-1.491e+002
11 79 -> ~87 fr=1737 (0.1756), cf=0.989, gamma=1.104, delta=0.017, M=-1.485e+002
53 -> ~87 fr=2301 (0.2326), cf=0.977, gamma=1.091, delta=0.019, M=-1.472e+002
53 71 -> ~81 fr=1415 (0.1430), cf=0.996, gamma=1.113, delta=0.015, M=-1.469e+002
39 -> ~88 fr=2445 (0.2472), cf=0.981, gamma=1.083, delta=0.019, M=-1.468e+002
41 64 -> ~81 fr=1254 (0.1268), cf=0.999, gamma=1.117, delta=0.013, M=-1.453e+002
6 -> ~85 fr=2586 (0.2614), cf=0.978, gamma=1.080, delta=0.019, M=-1.452e+002
6 -> ~87 fr=2570 (0.2598), cf=0.972, gamma=1.086, delta=0.020, M=-1.452e+002
79 -> ~87 fr=2313 (0.2338), cf=0.976, gamma=1.090, delta=0.019, M=-1.417e+002
20 48 -> ~88 fr=1318 (0.1332), cf=1.000, gamma=1.104, delta=0.013, M=-1.407e+002
35 -> ~85 fr=2863 (0.2894), cf=0.973, gamma=1.074, delta=0.020, M=-1.405e+002
11 -> ~86 fr=4400 (0.4448), cf=0.955, gamma=1.056, delta=0.024, M=-1.388e+002
22 71 -> ~81 fr=1393 (0.1408), cf=0.994, gamma=1.112, delta=0.014, M=-1.378e+002
22 -> ~82 fr=2370 (0.2396), cf=0.974, gamma=1.087, delta=0.019, M=-1.367e+002
1 -> ~88 fr=4243 (0.4289), cf=0.957, gamma=1.057, delta=0.023, M=-1.362e+002
39 -> ~86 fr=2436 (0.2463), cf=0.977, gamma=1.080, delta=0.018, M=-1.331e+002
48 59 -> ~81 fr=1117 (0.1129), cf=1.000, gamma=1.118, delta=0.012, M=-1.328e+002
32 -> ~86 fr=2346 (0.2372), cf=0.978, gamma=1.082, delta=0.018, M=-1.321e+002
46 78 -> ~80 fr=1123 (0.1135), cf=1.000, gamma=1.116, delta=0.012, M=-1.315e+002
67 -> ~80 fr=1352 (0.1367), cf=0.994, gamma=1.110, delta=0.014, M=-1.304e+002
1 29 -> ~85 fr=1307 (0.1321), cf=0.998, gamma=1.102, delta=0.012, M=-1.297e+002
11 45 69 -> ~87 fr=1141 (0.1153), cf=0.999, gamma=1.116, delta=0.012, M=-1.291e+002
46 -> ~81 fr=2216 (0.2240), cf=0.973, gamma=1.088, delta=0.018, M=-1.273e+002
59 76 -> ~85 fr=1351 (0.1366), cf=0.997, gamma=1.101, delta=0.012, M=-1.272e+002
17 76 -> ~85 fr=1200 (0.1213), cf=1.000, gamma=1.104, delta=0.011, M=-1.267e+002
20 46 -> ~85 fr=1197 (0.1210), cf=1.000, gamma=1.104, delta=0.011, M=-1.264e+002
69 71 -> ~85 fr=1197 (0.1210), cf=1.000, gamma=1.104, delta=0.011, M=-1.264e+002
45 -> ~87 fr=3883 (0.3925), cf=0.951, gamma=1.062, delta=0.023, M=-1.262e+002
66 71 -> ~81 fr=1713 (0.1732), cf=0.983, gamma=1.100, delta=0.016, M=-1.262e+002
7 -> ~86 fr=1708 (0.1727), cf=0.988, gamma=1.093, delta=0.015, M=-1.257e+002
38 -> ~80 fr=1520 (0.1537), cf=0.988, gamma=1.103, delta=0.014, M=-1.245e+002
50 69 -> ~86 fr=1957 (0.1978), cf=0.983, gamma=1.087, delta=0.016, M=-1.234e+002
1 13 -> ~84 fr=1108 (0.1120), cf=0.998, gamma=1.116, delta=0.012, M=-1.227e+002
11 49 -> ~85 fr=1393 (0.1408), cf=0.995, gamma=1.098, delta=0.013, M=-1.221e+002
1 20 -> ~85 fr=2131 (0.2154), cf=0.980, gamma=1.081, delta=0.016, M=-1.203e+002
11 71 -> ~85 fr=1287 (0.1301), cf=0.997, gamma=1.100, delta=0.012, M=-1.200e+002
46 56 -> ~85 fr=1182 (0.1195), cf=0.999, gamma=1.103, delta=0.011, M=-1.199e+002
11 54 -> ~85 fr=1283 (0.1297), cf=0.997, gamma=1.100, delta=0.012, M=-1.196e+002
35 40 -> ~88 fr=1296 (0.1310), cf=0.996, gamma=1.100, delta=0.012, M=-1.182e+002
46 78 -> ~85 fr=1123 (0.1135), cf=1.000, gamma=1.104, delta=0.011, M=-1.181e+002
66 74 -> ~85 fr=1122 (0.1134), cf=1.000, gamma=1.104, delta=0.011, M=-1.180e+002
5 10 31 -> ~89 fr=1303 (0.1317), cf=0.995, gamma=1.100, delta=0.012, M=-1.154e+002
78 -> ~85 fr=2119 (0.2142), cf=0.978, gamma=1.079, delta=0.016, M=-1.123e+002
29 -> ~86 fr=2395 (0.2421), cf=0.972, gamma=1.075, delta=0.017, M=-1.119e+002
50 60 -> ~86 fr=1636 (0.1654), cf=0.986, gamma=1.090, delta=0.014, M=-1.115e+002
45 48 -> ~81 fr=1455 (0.1471), cf=0.985, gamma=1.101, delta=0.014, M=-1.107e+002
10 54 -> ~88 fr=1327 (0.1341), cf=0.993, gamma=1.097, delta=0.012, M=-1.097e+002
38 -> ~85 fr=1520 (0.1537), cf=0.988, gamma=1.091, delta=0.013, M=-1.077e+002
10 31 -> ~89 fr=1517 (0.1534), cf=0.987, gamma=1.092, delta=0.013, M=-1.065e+002
74 76 -> ~85 fr=1018 (0.1029), cf=1.000, gamma=1.104, delta=0.010, M=-1.064e+002
64 -> ~83 fr=3205 (0.3240), cf=0.960, gamma=1.062, delta=0.019, M=-1.063e+002
10 21 -> ~88 fr=1343 (0.1358), cf=0.992, gamma=1.095, delta=0.012, M=-1.061e+002
69 74 -> ~84 fr=1130 (0.1142), cf=0.993, gamma=1.110, delta=0.011, M=-1.059e+002
58 -> ~86 fr=1695 (0.1714), cf=0.983, gamma=1.087, delta=0.014, M=-1.057e+002
68 -> ~88 fr=1816 (0.1836), cf=0.981, gamma=1.083, delta=0.014, M=-1.050e+002
14 -> ~80 fr=1111 (0.1123), cf=0.994, gamma=1.109, delta=0.011, M=-1.044e+002
60 -> ~84 fr=1941 (0.1962), cf=0.971, gamma=1.086, delta=0.016, M=-1.039e+002
27 31 -> ~85 fr=1074 (0.1086), cf=0.998, gamma=1.102, delta=0.010, M=-1.038e+002
1 16 -> ~84 fr=1126 (0.1138), cf=0.992, gamma=1.109, delta=0.011, M=-1.027e+002
67 -> ~88 fr=1347 (0.1362), cf=0.990, gamma=1.094, delta=0.012, M=-1.016e+002
35 73 -> ~80 fr=1146 (0.1159), cf=0.991, gamma=1.107, delta=0.011, M=-1.004e+002
45 71 -> ~81 fr=2044 (0.2066), cf=0.968, gamma=1.083, delta=0.016, M=-1.001e+002
5 49 -> ~83 fr=1263 (0.1277), cf=0.991, gamma=1.097, delta=0.011, M=-9.994e+001
48 63 -> ~81 fr=1085 (0.1097), cf=0.992, gamma=1.109, delta=0.011, M=-9.776e+001
77 -> ~88 fr=1015 (0.1026), cf=0.998, gamma=1.102, delta=0.009, M=-9.773e+001
38 -> ~83 fr=1514 (0.1531), cf=0.984, gamma=1.089, delta=0.012, M=-9.773e+001
71 -> ~81 fr=3724 (0.3765), cf=0.944, gamma=1.056, delta=0.020, M=-9.711e+001
27 31 -> ~88 fr=1072 (0.1084), cf=0.996, gamma=1.100, delta=0.010, M=-9.697e+001
25 39 -> ~85 fr=1129 (0.1141), cf=0.995, gamma=1.098, delta=0.010, M=-9.655e+001
11 54 -> ~88 fr=1275 (0.1289), cf=0.991, gamma=1.094, delta=0.011, M=-9.650e+001
5 56 71 -> ~88 fr=1119 (0.1131), cf=0.995, gamma=1.098, delta=0.010, M=-9.587e+001
11 20 -> ~85 fr=1063 (0.1075), cf=0.996, gamma=1.100, delta=0.010, M=-9.563e+001
21 54 -> ~88 fr=1026 (0.1037), cf=0.997, gamma=1.101, delta=0.010, M=-9.534e+001
20 78 -> ~88 fr=1213 (0.1226), cf=0.992, gamma=1.095, delta=0.011, M=-9.497e+001
48 56 -> ~88 fr=1097 (0.1109), cf=0.995, gamma=1.098, delta=0.010, M=-9.353e+001
7 -> ~81 fr=1682 (0.1700), cf=0.973, gamma=1.088, delta=0.014, M=-9.314e+001
50 -> ~86 fr=4662 (0.4713), cf=0.944, gamma=1.043, delta=0.020, M=-9.307e+001
20 27 -> ~85 fr=1007 (0.1018), cf=0.997, gamma=1.100, delta=0.009, M=-9.294e+001
46 78 -> ~88 fr=1116 (0.1128), cf=0.994, gamma=1.097, delta=0.010, M=-9.271e+001
26 69 -> ~86 fr=2021 (0.2043), cf=0.973, gamma=1.075, delta=0.014, M=-9.210e+001
36 69 -> ~86 fr=1681 (0.1699), cf=0.979, gamma=1.082, delta=0.013, M=-9.197e+001
20 25 -> ~88 fr=1799 (0.1819), cf=0.977, gamma=1.079, delta=0.013, M=-9.163e+001
56 71 -> ~88 fr=1659 (0.1677), cf=0.980, gamma=1.082, delta=0.013, M=-9.134e+001
25 39 -> ~89 fr=1126 (0.1138), cf=0.992, gamma=1.098, delta=0.010, M=-9.070e+001
21 59 -> ~88 fr=1070 (0.1082), cf=0.994, gamma=1.098, delta=0.010, M=-9.068e+001
40 -> ~82 fr=2067 (0.2090), cf=0.965, gamma=1.078, delta=0.015, M=-9.063e+001
74 -> ~84 fr=2710 (0.2740), cf=0.954, gamma=1.067, delta=0.017, M=-9.035e+001
27 56 -> ~85 fr=1003 (0.1014), cf=0.996, gamma=1.099, delta=0.009, M=-8.923e+001
25 29 -> ~85 fr=1080 (0.1092), cf=0.994, gamma=1.097, delta=0.010, M=-8.857e+001
1 63 -> ~84 fr=1658 (0.1676), cf=0.972, gamma=1.087, delta=0.013, M=-8.786e+001
49 73 -> ~80 fr=1095 (0.1107), cf=0.988, gamma=1.103, delta=0.010, M=-8.738e+001
22 -> ~81 fr=2333 (0.2358), cf=0.959, gamma=1.072, delta=0.016, M=-8.639e+001
