10 76 -> 84 fr=994 (0.1005), cf=0.629, gamma=6.085, delta=0.084, M=-2.059e+003
5 -> ~81 fr=4571 (0.4621), cf=0.966, gamma=1.080, delta=0.034, M=-2.730e+002
76 -> ~87 fr=4201 (0.4247), cf=0.971, gamma=1.084, delta=0.033, M=-2.715e+002
46 -> ~83 fr=2262 (0.2287), cf=1.000, gamma=1.108, delta=0.022, M=-2.665e+002
29 -> ~80 fr=2466 (0.2493), cf=0.995, gamma=1.111, delta=0.025, M=-2.659e+002
78 -> ~84 fr=2146 (0.2169), cf=1.000, gamma=1.115, delta=0.022, M=-2.658e+002
31 -> ~87 fr=2268 (0.2293), cf=0.998, gamma=1.114, delta=0.023, M=-2.655e+002
22 -> ~83 fr=2423 (0.2449), cf=0.998, gamma=1.106, delta=0.024, M=-2.646e+002
50 74 -> ~84 fr=2655 (0.2684), cf=0.992, gamma=1.106, delta=0.026, M=-2.614e+002
74 -> ~89 fr=2823 (0.2854), cf=0.993, gamma=1.097, delta=0.025, M=-2.597e+002
10 -> ~83 fr=3858 (0.3900), cf=0.977, gamma=1.083, delta=0.030, M=-2.556e+002
46 -> ~89 fr=2261 (0.2286), cf=1.000, gamma=1.105, delta=0.022, M=-2.532e+002
11 45 -> ~85 fr=2313 (0.2338), cf=0.999, gamma=1.105, delta=0.022, M=-2.525e+002
45 -> ~85 fr=3955 (0.3998), cf=0.977, gamma=1.080, delta=0.030, M=-2.486e+002
6 -> ~86 fr=2636 (0.2665), cf=0.994, gamma=1.097, delta=0.024, M=-2.449e+002
59 69 -> ~87 fr=1983 (0.2005), cf=1.000, gamma=1.116, delta=0.021, M=-2.448e+002
16 -> ~82 fr=1957 (0.1978), cf=1.000, gamma=1.117, delta=0.021, M=-2.434e+002
39 -> ~80 fr=2484 (0.2511), cf=0.992, gamma=1.107, delta=0.024, M=-2.413e+002
17 -> ~82 fr=2025 (0.2047), cf=0.999, gamma=1.116, delta=0.021, M=-2.380e+002
40 -> ~80 fr=2137 (0.2160), cf=0.997, gamma=1.113, delta=0.022, M=-2.368e+002
73 -> ~85 fr=2733 (0.2763), cf=0.991, gamma=1.096, delta=0.024, M=-2.365e+002
55 -> ~84 fr=1934 (0.1955), cf=1.000, gamma=1.115, delta=0.020, M=-2.362e+002
54 -> ~81 fr=2399 (0.2425), cf=0.992, gamma=1.109, delta=0.024, M=-2.350e+002
11 50 -> ~86 fr=2223 (0.2247), cf=0.999, gamma=1.102, delta=0.021, M=-2.345e+002
40 -> ~86 fr=2143 (0.2166), cf=1.000, gamma=1.103, delta=0.020, M=-2.337e+002
78 -> ~81 fr=2137 (0.2160), cf=0.996, gamma=1.113, delta=0.022, M=-2.322e+002
66 -> ~88 fr=3045 (0.3078), cf=0.986, gamma=1.090, delta=0.025, M=-2.321e+002
30 -> ~86 fr=2221 (0.2245), cf=0.998, gamma=1.101, delta=0.021, M=-2.301e+002
40 -> ~84 fr=2136 (0.2159), cf=0.996, gamma=1.111, delta=0.022, M=-2.299e+002
17 -> ~83 fr=2027 (0.2049), cf=1.000, gamma=1.108, delta=0.020, M=-2.296e+002
34 -> ~86 fr=2059 (0.2081), cf=1.000, gamma=1.103, delta=0.020, M=-2.286e+002
21 -> ~82 fr=1838 (0.1858), cf=1.000, gamma=1.117, delta=0.019, M=-2.268e+002
47 -> ~89 fr=2014 (0.2036), cf=1.000, gamma=1.105, delta=0.019, M=-2.268e+002
37 -> ~83 fr=1944 (0.1965), cf=1.000, gamma=1.108, delta=0.019, M=-2.243e+002
16 -> ~87 fr=1953 (0.1974), cf=0.998, gamma=1.114, delta=0.020, M=-2.216e+002
30 -> ~80 fr=2210 (0.2234), cf=0.993, gamma=1.109, delta=0.022, M=-2.208e+002
16 -> ~83 fr=1956 (0.1977), cf=0.999, gamma=1.108, delta=0.019, M=-2.204e+002
11 76 -> ~85 fr=1984 (0.2006), cf=0.999, gamma=1.106, delta=0.019, M=-2.193e+002
45 49 -> ~88 fr=1957 (0.1978), cf=1.000, gamma=1.105, delta=0.019, M=-2.191e+002
31 -> ~83 fr=2260 (0.2285), cf=0.995, gamma=1.103, delta=0.021, M=-2.183e+002
37 -> ~89 fr=1944 (0.1965), cf=1.000, gamma=1.105, delta=0.019, M=-2.179e+002
50 -> ~84 fr=4750 (0.4802), cf=0.958, gamma=1.068, delta=0.031, M=-2.176e+002
36 -> ~81 fr=1753 (0.1772), cf=1.000, gamma=1.118, delta=0.019, M=-2.163e+002
59 -> ~87 fr=2899 (0.2931), cf=0.981, gamma=1.095, delta=0.025, M=-2.150e+002
21 -> ~87 fr=1836 (0.1856), cf=0.999, gamma=1.115, delta=0.019, M=-2.143e+002
11 -> ~83 fr=4420 (0.4468), cf=0.965, gamma=1.070, delta=0.029, M=-2.134e+002
79 -> ~89 fr=2385 (0.2411), cf=0.993, gamma=1.097, delta=0.021, M=-2.119e+002
64 -> ~85 fr=3281 (0.3317), cf=0.980, gamma=1.084, delta=0.026, M=-2.117e+002
21 -> ~83 fr=1838 (0.1858), cf=1.000, gamma=1.108, delta=0.018, M=-2.106e+002
16 -> ~86 fr=1956 (0.1977), cf=0.999, gamma=1.103, delta=0.018, M=-2.103e+002
64 73 -> ~82 fr=1717 (0.1736), cf=1.000, gamma=1.117, delta=0.018, M=-2.103e+002
29 -> ~84 fr=2448 (0.2475), cf=0.988, gamma=1.102, delta=0.023, M=-2.097e+002
45 71 -> ~88 fr=2102 (0.2125), cf=0.997, gamma=1.101, delta=0.020, M=-2.073e+002
1 74 -> ~88 fr=1904 (0.1925), cf=0.999, gamma=1.104, delta=0.018, M=-2.070e+002
56 71 -> ~80 fr=1697 (0.1716), cf=1.000, gamma=1.117, delta=0.018, M=-2.067e+002
36 -> ~84 fr=1752 (0.1771), cf=0.999, gamma=1.115, delta=0.018, M=-2.061e+002
68 -> ~85 fr=1835 (0.1855), cf=1.000, gamma=1.106, delta=0.018, M=-2.059e+002
5 64 -> ~83 fr=1879 (0.1900), cf=0.999, gamma=1.107, delta=0.018, M=-2.057e+002
68 -> ~83 fr=1834 (0.1854), cf=0.999, gamma=1.108, delta=0.018, M=-2.047e+002
20 74 -> ~85 fr=1825 (0.1845), cf=1.000, gamma=1.106, delta=0.018, M=-2.046e+002
20 25 -> ~89 fr=1879 (0.1900), cf=0.999, gamma=1.105, delta=0.018, M=-2.044e+002
13 -> ~80 fr=2416 (0.2442), cf=0.987, gamma=1.102, delta=0.023, M=-2.043e+002
31 -> ~81 fr=2248 (0.2273), cf=0.989, gamma=1.106, delta=0.022, M=-2.039e+002
79 -> ~86 fr=2383 (0.2409), cf=0.992, gamma=1.095, delta=0.021, M=-2.017e+002
21 -> ~81 fr=1832 (0.1852), cf=0.997, gamma=1.114, delta=0.019, M=-2.009e+002
36 -> ~83 fr=1753 (0.1772), cf=1.000, gamma=1.108, delta=0.017, M=-1.998e+002
68 -> ~82 fr=1829 (0.1849), cf=0.997, gamma=1.114, delta=0.019, M=-1.994e+002
73 -> ~83 fr=2715 (0.2745), cf=0.984, gamma=1.091, delta=0.023, M=-1.981e+002
5 31 -> ~82 fr=1729 (0.1748), cf=0.998, gamma=1.115, delta=0.018, M=-1.975e+002
26 -> ~89 fr=2365 (0.2391), cf=0.991, gamma=1.095, delta=0.021, M=-1.959e+002
69 -> ~89 fr=3498 (0.3536), cf=0.975, gamma=1.077, delta=0.025, M=-1.946e+002
20 56 -> ~81 fr=2078 (0.2101), cf=0.991, gamma=1.108, delta=0.020, M=-1.943e+002
36 -> ~89 fr=1753 (0.1772), cf=1.000, gamma=1.105, delta=0.017, M=-1.941e+002
45 -> ~88 fr=3927 (0.3970), cf=0.970, gamma=1.071, delta=0.026, M=-1.941e+002
5 22 -> ~82 fr=1636 (0.1654), cf=0.999, gamma=1.117, delta=0.017, M=-1.940e+002
58 -> ~82 fr=1717 (0.1736), cf=0.998, gamma=1.115, delta=0.018, M=-1.919e+002
68 -> ~80 fr=1827 (0.1847), cf=0.996, gamma=1.112, delta=0.019, M=-1.913e+002
20 41 -> ~89 fr=1721 (0.1740), cf=1.000, gamma=1.105, delta=0.017, M=-1.902e+002
56 -> ~80 fr=2873 (0.2904), cf=0.977, gamma=1.091, delta=0.024, M=-1.888e+002
47 -> ~83 fr=2002 (0.2024), cf=0.994, gamma=1.102, delta=0.019, M=-1.858e+002
23 -> ~84 fr=1713 (0.1732), cf=0.997, gamma=1.112, delta=0.017, M=-1.842e+002
27 -> ~81 fr=2564 (0.2592), cf=0.980, gamma=1.096, delta=0.023, M=-1.839e+002
54 -> ~87 fr=2380 (0.2406), cf=0.984, gamma=1.098, delta=0.021, M=-1.828e+002
49 -> ~88 fr=2604 (0.2632), cf=0.985, gamma=1.088, delta=0.021, M=-1.824e+002
48 -> ~89 fr=2913 (0.2945), cf=0.980, gamma=1.083, delta=0.023, M=-1.818e+002
36 -> ~82 fr=1745 (0.1764), cf=0.995, gamma=1.112, delta=0.018, M=-1.814e+002
64 -> ~87 fr=3248 (0.3283), cf=0.970, gamma=1.082, delta=0.025, M=-1.808e+002
17 -> ~87 fr=2008 (0.2030), cf=0.990, gamma=1.105, delta=0.019, M=-1.792e+002
7 -> ~84 fr=1719 (0.1738), cf=0.996, gamma=1.111, delta=0.017, M=-1.780e+002
55 -> ~89 fr=1924 (0.1945), cf=0.995, gamma=1.100, delta=0.018, M=-1.762e+002
22 -> ~87 fr=2385 (0.2411), cf=0.982, gamma=1.096, delta=0.021, M=-1.752e+002
73 -> ~82 fr=2693 (0.2722), cf=0.976, gamma=1.091, delta=0.023, M=-1.747e+002
36 79 -> ~87 fr=1622 (0.1640), cf=0.997, gamma=1.113, delta=0.017, M=-1.739e+002
50 55 -> ~85 fr=1617 (0.1635), cf=0.999, gamma=1.105, delta=0.016, M=-1.737e+002
35 76 -> ~85 fr=1562 (0.1579), cf=1.000, gamma=1.106, delta=0.015, M=-1.723e+002
5 -> ~82 fr=4507 (0.4556), cf=0.952, gamma=1.064, delta=0.027, M=-1.722e+002
55 -> ~85 fr=1922 (0.1943), cf=0.994, gamma=1.099, delta=0.018, M=-1.716e+002
55 -> ~80 fr=1915 (0.1936), cf=0.990, gamma=1.106, delta=0.019, M=-1.711e+002
37 -> ~81 fr=1923 (0.1944), cf=0.989, gamma=1.106, delta=0.019, M=-1.691e+002
27 -> ~83 fr=2567 (0.2595), cf=0.981, gamma=1.088, delta=0.021, M=-1.683e+002
63 74 -> ~84 fr=1415 (0.1430), cf=1.000, gamma=1.115, delta=0.015, M=-1.673e+002
31 -> ~82 fr=2233 (0.2257), cf=0.983, gamma=1.098, delta=0.020, M=-1.668e+002
35 49 -> ~85 fr=1493 (0.1509), cf=1.000, gamma=1.106, delta=0.014, M=-1.640e+002
21 -> ~85 fr=1827 (0.1847), cf=0.994, gamma=1.099, delta=0.017, M=-1.633e+002
36 69 -> ~87 fr=1711 (0.1730), cf=0.993, gamma=1.108, delta=0.017, M=-1.630e+002
36 -> ~87 fr=1739 (0.1758), cf=0.992, gamma=1.107, delta=0.017, M=-1.610e+002
6 -> ~85 fr=2599 (0.2627), cf=0.980, gamma=1.084, delta=0.020, M=-1.609e+002
48 -> ~87 fr=2886 (0.2918), cf=0.971, gamma=1.084, delta=0.023, M=-1.606e+002
38 -> ~89 fr=1544 (0.1561), cf=0.999, gamma=1.104, delta=0.015, M=-1.591e+002
41 -> ~89 fr=3493 (0.3531), cf=0.968, gamma=1.070, delta=0.023, M=-1.585e+002
1 20 -> ~88 fr=2152 (0.2175), cf=0.988, gamma=1.091, delta=0.018, M=-1.583e+002
1 20 50 -> ~85 fr=1567 (0.1584), cf=0.997, gamma=1.103, delta=0.015, M=-1.553e+002
27 -> ~80 fr=2550 (0.2578), cf=0.975, gamma=1.089, delta=0.021, M=-1.547e+002
6 -> ~87 fr=2583 (0.2611), cf=0.974, gamma=1.087, delta=0.021, M=-1.539e+002
20 -> ~86 fr=4103 (0.4148), cf=0.962, gamma=1.061, delta=0.024, M=-1.529e+002
56 -> ~81 fr=2849 (0.2880), cf=0.968, gamma=1.083, delta=0.022, M=-1.500e+002
1 76 -> ~85 fr=2057 (0.2079), cf=0.987, gamma=1.092, delta=0.017, M=-1.497e+002
63 71 -> ~81 fr=1656 (0.1674), cf=0.990, gamma=1.107, delta=0.016, M=-1.482e+002
20 -> ~81 fr=4063 (0.4107), cf=0.952, gamma=1.065, delta=0.025, M=-1.478e+002
35 -> ~85 fr=2819 (0.2850), cf=0.974, gamma=1.078, delta=0.021, M=-1.477e+002
11 79 -> ~87 fr=1762 (0.1781), cf=0.988, gamma=1.103, delta=0.017, M=-1.462e+002
39 -> ~88 fr=2455 (0.2482), cf=0.980, gamma=1.083, delta=0.019, M=-1.461e+002
41 64 -> ~81 fr=1260 (0.1274), cf=0.999, gamma=1.117, delta=0.013, M=-1.458e+002
53 71 -> ~81 fr=1401 (0.1416), cf=0.996, gamma=1.113, delta=0.014, M=-1.448e+002
20 48 -> ~88 fr=1343 (0.1358), cf=1.000, gamma=1.105, delta=0.013, M=-1.447e+002
11 -> ~86 fr=4384 (0.4432), cf=0.957, gamma=1.056, delta=0.024, M=-1.425e+002
79 -> ~87 fr=2341 (0.2367), cf=0.975, gamma=1.088, delta=0.019, M=-1.376e+002
67 -> ~80 fr=1374 (0.1389), cf=0.995, gamma=1.111, delta=0.014, M=-1.367e+002
39 -> ~86 fr=2451 (0.2478), cf=0.978, gamma=1.080, delta=0.018, M=-1.353e+002
53 -> ~87 fr=2263 (0.2288), cf=0.975, gamma=1.088, delta=0.019, M=-1.337e+002
1 29 -> ~85 fr=1314 (0.1328), cf=0.998, gamma=1.104, delta=0.013, M=-1.335e+002
48 59 -> ~81 fr=1122 (0.1134), cf=1.000, gamma=1.118, delta=0.012, M=-1.332e+002
22 71 -> ~81 fr=1380 (0.1395), cf=0.994, gamma=1.111, delta=0.014, M=-1.329e+002
1 -> ~88 fr=4244 (0.4290), cf=0.956, gamma=1.056, delta=0.023, M=-1.324e+002
20 46 -> ~85 fr=1214 (0.1227), cf=1.000, gamma=1.106, delta=0.012, M=-1.311e+002
46 78 -> ~80 fr=1101 (0.1113), cf=1.000, gamma=1.117, delta=0.012, M=-1.293e+002
1 20 -> ~85 fr=2137 (0.2160), cf=0.981, gamma=1.085, delta=0.017, M=-1.287e+002
22 -> ~82 fr=2358 (0.2384), cf=0.971, gamma=1.085, delta=0.019, M=-1.276e+002
32 -> ~86 fr=2374 (0.2400), cf=0.978, gamma=1.079, delta=0.018, M=-1.274e+002
46 -> ~81 fr=2202 (0.2226), cf=0.973, gamma=1.088, delta=0.018, M=-1.269e+002
11 45 69 -> ~87 fr=1124 (0.1136), cf=0.999, gamma=1.115, delta=0.012, M=-1.266e+002
59 76 -> ~85 fr=1317 (0.1331), cf=0.997, gamma=1.103, delta=0.012, M=-1.263e+002
38 -> ~80 fr=1528 (0.1545), cf=0.988, gamma=1.104, delta=0.015, M=-1.262e+002
17 76 -> ~85 fr=1171 (0.1184), cf=1.000, gamma=1.106, delta=0.011, M=-1.261e+002
69 71 -> ~85 fr=1165 (0.1178), cf=1.000, gamma=1.106, delta=0.011, M=-1.254e+002
7 -> ~86 fr=1707 (0.1726), cf=0.989, gamma=1.091, delta=0.014, M=-1.246e+002
11 54 -> ~85 fr=1297 (0.1311), cf=0.997, gamma=1.103, delta=0.012, M=-1.240e+002
45 -> ~87 fr=3851 (0.3893), cf=0.951, gamma=1.061, delta=0.022, M=-1.240e+002
11 71 -> ~85 fr=1287 (0.1301), cf=0.997, gamma=1.103, delta=0.012, M=-1.229e+002
46 56 -> ~85 fr=1177 (0.1190), cf=0.999, gamma=1.105, delta=0.011, M=-1.220e+002
66 74 -> ~85 fr=1126 (0.1138), cf=1.000, gamma=1.106, delta=0.011, M=-1.210e+002
11 49 -> ~85 fr=1351 (0.1366), cf=0.995, gamma=1.100, delta=0.012, M=-1.205e+002
66 71 -> ~81 fr=1734 (0.1753), cf=0.981, gamma=1.097, delta=0.015, M=-1.205e+002
5 10 31 -> ~89 fr=1290 (0.1304), cf=0.996, gamma=1.101, delta=0.012, M=-1.188e+002
35 40 -> ~88 fr=1287 (0.1301), cf=0.996, gamma=1.101, delta=0.012, M=-1.182e+002
46 78 -> ~85 fr=1101 (0.1113), cf=1.000, gamma=1.106, delta=0.011, M=-1.181e+002
1 13 -> ~84 fr=1110 (0.1122), cf=0.997, gamma=1.112, delta=0.011, M=-1.160e+002
10 54 -> ~88 fr=1307 (0.1321), cf=0.995, gamma=1.099, delta=0.012, M=-1.142e+002
38 -> ~85 fr=1529 (0.1546), cf=0.989, gamma=1.094, delta=0.013, M=-1.141e+002
29 -> ~86 fr=2413 (0.2439), cf=0.974, gamma=1.074, delta=0.017, M=-1.140e+002
78 -> ~85 fr=2097 (0.2120), cf=0.977, gamma=1.081, delta=0.016, M=-1.126e+002
50 69 -> ~86 fr=1924 (0.1945), cf=0.981, gamma=1.083, delta=0.015, M=-1.110e+002
64 -> ~83 fr=3213 (0.3248), cf=0.959, gamma=1.063, delta=0.019, M=-1.103e+002
10 31 -> ~89 fr=1501 (0.1517), cf=0.989, gamma=1.093, delta=0.013, M=-1.099e+002
74 76 -> ~85 fr=1022 (0.1033), cf=1.000, gamma=1.106, delta=0.010, M=-1.091e+002
68 -> ~88 fr=1801 (0.1821), cf=0.981, gamma=1.085, delta=0.014, M=-1.066e+002
45 48 -> ~81 fr=1475 (0.1491), cf=0.983, gamma=1.099, delta=0.013, M=-1.066e+002
58 -> ~86 fr=1694 (0.1712), cf=0.984, gamma=1.086, delta=0.014, M=-1.064e+002
27 31 -> ~85 fr=1059 (0.1071), cf=0.998, gamma=1.104, delta=0.010, M=-1.045e+002
60 -> ~84 fr=1942 (0.1963), cf=0.973, gamma=1.085, delta=0.015, M=-1.038e+002
38 -> ~83 fr=1523 (0.1540), cf=0.985, gamma=1.092, delta=0.013, M=-1.037e+002
14 -> ~80 fr=1121 (0.1133), cf=0.993, gamma=1.109, delta=0.011, M=-1.033e+002
1 16 -> ~84 fr=1133 (0.1145), cf=0.993, gamma=1.107, delta=0.011, M=-1.032e+002
50 60 -> ~86 fr=1632 (0.1650), cf=0.984, gamma=1.086, delta=0.013, M=-1.021e+002
26 69 -> ~86 fr=2016 (0.2038), cf=0.977, gamma=1.078, delta=0.015, M=-1.017e+002
69 74 -> ~84 fr=1114 (0.1126), cf=0.993, gamma=1.107, delta=0.011, M=-1.010e+002
35 73 -> ~80 fr=1123 (0.1135), cf=0.992, gamma=1.108, delta=0.011, M=-1.008e+002
36 69 -> ~86 fr=1693 (0.1711), cf=0.983, gamma=1.084, delta=0.013, M=-1.007e+002
25 39 -> ~85 fr=1141 (0.1153), cf=0.995, gamma=1.100, delta=0.011, M=-1.003e+002
21 54 -> ~88 fr=1023 (0.1034), cf=0.998, gamma=1.103, delta=0.010, M=-9.944e+001
11 54 -> ~88 fr=1289 (0.1303), cf=0.991, gamma=1.095, delta=0.011, M=-9.896e+001
77 -> ~88 fr=1017 (0.1028), cf=0.998, gamma=1.103, delta=0.010, M=-9.878e+001
20 25 -> ~88 fr=1839 (0.1859), cf=0.978, gamma=1.081, delta=0.014, M=-9.834e+001
11 20 -> ~85 fr=1065 (0.1077), cf=0.996, gamma=1.102, delta=0.010, M=-9.817e+001
10 21 -> ~88 fr=1314 (0.1328), cf=0.989, gamma=1.093, delta=0.011, M=-9.684e+001
48 63 -> ~81 fr=1100 (0.1112), cf=0.991, gamma=1.108, delta=0.011, M=-9.670e+001
56 71 -> ~88 fr=1665 (0.1683), cf=0.981, gamma=1.084, delta=0.013, M=-9.656e+001
25 29 -> ~85 fr=1106 (0.1118), cf=0.995, gamma=1.100, delta=0.010, M=-9.650e+001
40 -> ~82 fr=2073 (0.2096), cf=0.967, gamma=1.080, delta=0.016, M=-9.629e+001
27 31 -> ~88 fr=1057 (0.1069), cf=0.996, gamma=1.101, delta=0.010, M=-9.620e+001
42 50 -> ~86 fr=1005 (0.1016), cf=0.998, gamma=1.101, delta=0.009, M=-9.594e+001
48 56 -> ~88 fr=1132 (0.1144), cf=0.994, gamma=1.098, delta=0.010, M=-9.529e+001
20 27 -> ~85 fr=1004 (0.1015), cf=0.997, gamma=1.103, delta=0.009, M=-9.482e+001
20 78 -> ~88 fr=1201 (0.1214), cf=0.992, gamma=1.096, delta=0.011, M=-9.465e+001
21 59 -> ~88 fr=1040 (0.1051), cf=0.996, gamma=1.101, delta=0.010, M=-9.436e+001
67 -> ~88 fr=1363 (0.1378), cf=0.987, gamma=1.091, delta=0.011, M=-9.310e+001
1 63 -> ~84 fr=1656 (0.1674), cf=0.975, gamma=1.087, delta=0.013, M=-9.128e+001
46 78 -> ~88 fr=1094 (0.1106), cf=0.994, gamma=1.098, delta=0.010, M=-9.126e+001
45 71 -> ~81 fr=2036 (0.2058), cf=0.965, gamma=1.079, delta=0.015, M=-9.098e+001
5 49 -> ~83 fr=1239 (0.1253), cf=0.988, gamma=1.095, delta=0.011, M=-9.065e+001
11 69 -> ~87 fr=2212 (0.2236), cf=0.963, gamma=1.074, delta=0.015, M=-8.912e+001
71 -> ~81 fr=3714 (0.3755), cf=0.942, gamma=1.053, delta=0.019, M=-8.845e+001
25 39 -> ~89 fr=1137 (0.1149), cf=0.991, gamma=1.096, delta=0.010, M=-8.822e+001
49 64 -> ~80 fr=1029 (0.1040), cf=0.990, gamma=1.106, delta=0.010, M=-8.748e+001
10 73 -> ~89 fr=1397 (0.1412), cf=0.984, gamma=1.087, delta=0.011, M=-8.686e+001
1 39 -> ~85 fr=1223 (0.1236), cf=0.988, gamma=1.093, delta=0.010, M=-8.647e+001
49 73 -> ~80 fr=1061 (0.1073), cf=0.989, gamma=1.104, delta=0.010, M=-8.634e+001
7 -> ~81 fr=1676 (0.1694), cf=0.971, gamma=1.085, delta=0.013, M=-8.630e+001
