10 76 -> 84 fr=1011 (0.1022), cf=0.629, gamma=6.003, delta=0.085, M=-2.089e+003
56 -> ~84 fr=2902 (0.2934), cf=0.995, gamma=1.111, delta=0.029, M=-3.213e+002
6 -> ~84 fr=2636 (0.2665), cf=0.998, gamma=1.115, delta=0.027, M=-3.177e+002
50 -> ~80 fr=4770 (0.4822), cf=0.969, gamma=1.083, delta=0.037, M=-3.173e+002
41 -> ~84 fr=3567 (0.3606), cf=0.985, gamma=1.100, delta=0.033, M=-3.133e+002
79 -> ~84 fr=2399 (0.2425), cf=1.000, gamma=1.117, delta=0.025, M=-3.067e+002
54 -> ~82 fr=2428 (0.2455), cf=1.000, gamma=1.115, delta=0.025, M=-3.062e+002
26 -> ~81 fr=2406 (0.2432), cf=1.000, gamma=1.115, delta=0.025, M=-3.023e+002
79 -> ~82 fr=2399 (0.2425), cf=1.000, gamma=1.115, delta=0.025, M=-3.019e+002
79 -> ~81 fr=2399 (0.2425), cf=1.000, gamma=1.115, delta=0.025, M=-3.013e+002
66 -> ~86 fr=3024 (0.3057), cf=0.994, gamma=1.101, delta=0.028, M=-2.990e+002
49 -> ~82 fr=2669 (0.2698), cf=0.996, gamma=1.111, delta=0.027, M=-2.980e+002
10 -> ~81 fr=3926 (0.3969), cf=0.979, gamma=1.091, delta=0.033, M=-2.978e+002
53 -> ~82 fr=2350 (0.2376), cf=1.000, gamma=1.115, delta=0.025, M=-2.948e+002
46 -> ~84 fr=2313 (0.2338), cf=1.000, gamma=1.117, delta=0.024, M=-2.939e+002
26 -> ~87 fr=2402 (0.2428), cf=0.998, gamma=1.114, delta=0.025, M=-2.833e+002
20 66 -> ~88 fr=2391 (0.2417), cf=1.000, gamma=1.107, delta=0.023, M=-2.795e+002
26 -> ~82 fr=2401 (0.2427), cf=0.998, gamma=1.113, delta=0.025, M=-2.780e+002
5 -> ~81 fr=4638 (0.4689), cf=0.967, gamma=1.079, delta=0.034, M=-2.778e+002
30 -> ~84 fr=2201 (0.2225), cf=1.000, gamma=1.117, delta=0.023, M=-2.776e+002
79 -> ~83 fr=2399 (0.2425), cf=1.000, gamma=1.105, delta=0.023, M=-2.756e+002
78 -> ~84 fr=2163 (0.2187), cf=1.000, gamma=1.117, delta=0.023, M=-2.721e+002
26 -> ~83 fr=2405 (0.2431), cf=1.000, gamma=1.104, delta=0.023, M=-2.707e+002
1 -> ~89 fr=4278 (0.4325), cf=0.974, gamma=1.079, delta=0.032, M=-2.682e+002
31 -> ~87 fr=2315 (0.2340), cf=0.998, gamma=1.113, delta=0.024, M=-2.666e+002
46 -> ~89 fr=2312 (0.2337), cf=1.000, gamma=1.107, delta=0.023, M=-2.664e+002
74 -> ~89 fr=2804 (0.2835), cf=0.993, gamma=1.100, delta=0.026, M=-2.650e+002
46 -> ~83 fr=2313 (0.2338), cf=1.000, gamma=1.105, delta=0.022, M=-2.642e+002
50 74 -> ~84 fr=2634 (0.2663), cf=0.992, gamma=1.108, delta=0.026, M=-2.603e+002
29 -> ~80 fr=2427 (0.2453), cf=0.995, gamma=1.111, delta=0.025, M=-2.577e+002
22 -> ~83 fr=2457 (0.2484), cf=0.998, gamma=1.102, delta=0.023, M=-2.555e+002
11 45 -> ~85 fr=2325 (0.2350), cf=0.999, gamma=1.104, delta=0.022, M=-2.551e+002
10 -> ~83 fr=3924 (0.3967), cf=0.978, gamma=1.081, delta=0.030, M=-2.536e+002
45 -> ~85 fr=3963 (0.4006), cf=0.978, gamma=1.080, delta=0.030, M=-2.532e+002
6 -> ~86 fr=2624 (0.2653), cf=0.994, gamma=1.101, delta=0.024, M=-2.499e+002
76 -> ~87 fr=4171 (0.4217), cf=0.969, gamma=1.081, delta=0.032, M=-2.478e+002
73 -> ~85 fr=2746 (0.2776), cf=0.993, gamma=1.097, delta=0.024, M=-2.478e+002
40 -> ~80 fr=2151 (0.2174), cf=0.998, gamma=1.114, delta=0.022, M=-2.469e+002
11 50 -> ~86 fr=2234 (0.2258), cf=0.999, gamma=1.107, delta=0.022, M=-2.467e+002
40 -> ~86 fr=2155 (0.2179), cf=1.000, gamma=1.108, delta=0.021, M=-2.457e+002
59 69 -> ~87 fr=1997 (0.2019), cf=1.000, gamma=1.115, delta=0.021, M=-2.454e+002
17 -> ~82 fr=2058 (0.2080), cf=0.999, gamma=1.114, delta=0.021, M=-2.427e+002
55 -> ~84 fr=1919 (0.1940), cf=1.000, gamma=1.117, delta=0.020, M=-2.376e+002
16 -> ~82 fr=1962 (0.1983), cf=0.999, gamma=1.115, delta=0.020, M=-2.343e+002
34 -> ~86 fr=2025 (0.2047), cf=1.000, gamma=1.108, delta=0.020, M=-2.341e+002
30 -> ~86 fr=2196 (0.2220), cf=0.998, gamma=1.106, delta=0.021, M=-2.334e+002
40 -> ~84 fr=2147 (0.2170), cf=0.996, gamma=1.112, delta=0.022, M=-2.317e+002
78 -> ~81 fr=2155 (0.2179), cf=0.996, gamma=1.111, delta=0.022, M=-2.316e+002
37 -> ~89 fr=1991 (0.2013), cf=1.000, gamma=1.108, delta=0.020, M=-2.294e+002
45 49 -> ~88 fr=1998 (0.2020), cf=1.000, gamma=1.107, delta=0.019, M=-2.275e+002
21 -> ~82 fr=1868 (0.1888), cf=1.000, gamma=1.115, delta=0.019, M=-2.270e+002
54 -> ~81 fr=2407 (0.2433), cf=0.991, gamma=1.105, delta=0.023, M=-2.262e+002
47 -> ~89 fr=1966 (0.1987), cf=1.000, gamma=1.108, delta=0.019, M=-2.262e+002
17 -> ~83 fr=2059 (0.2081), cf=1.000, gamma=1.104, delta=0.020, M=-2.257e+002
66 -> ~88 fr=2998 (0.3031), cf=0.985, gamma=1.090, delta=0.025, M=-2.241e+002
11 76 -> ~85 fr=1993 (0.2015), cf=1.000, gamma=1.105, delta=0.019, M=-2.229e+002
37 -> ~83 fr=1991 (0.2013), cf=1.000, gamma=1.105, delta=0.019, M=-2.226e+002
31 -> ~83 fr=2310 (0.2335), cf=0.996, gamma=1.100, delta=0.021, M=-2.223e+002
16 -> ~87 fr=1959 (0.1980), cf=0.998, gamma=1.113, delta=0.020, M=-2.212e+002
30 -> ~80 fr=2187 (0.2211), cf=0.994, gamma=1.110, delta=0.022, M=-2.212e+002
39 -> ~80 fr=2410 (0.2436), cf=0.990, gamma=1.106, delta=0.023, M=-2.211e+002
16 -> ~86 fr=1962 (0.1983), cf=0.999, gamma=1.108, delta=0.019, M=-2.204e+002
11 -> ~83 fr=4452 (0.4501), cf=0.968, gamma=1.069, delta=0.029, M=-2.182e+002
31 -> ~81 fr=2301 (0.2326), cf=0.992, gamma=1.106, delta=0.022, M=-2.175e+002
21 -> ~87 fr=1866 (0.1886), cf=0.999, gamma=1.114, delta=0.019, M=-2.171e+002
50 -> ~84 fr=4709 (0.4760), cf=0.957, gamma=1.069, delta=0.031, M=-2.140e+002
16 -> ~83 fr=1962 (0.1983), cf=0.999, gamma=1.104, delta=0.019, M=-2.135e+002
79 -> ~86 fr=2380 (0.2406), cf=0.992, gamma=1.099, delta=0.022, M=-2.123e+002
79 -> ~89 fr=2380 (0.2406), cf=0.992, gamma=1.099, delta=0.022, M=-2.121e+002
36 -> ~81 fr=1759 (0.1778), cf=1.000, gamma=1.115, delta=0.018, M=-2.118e+002
36 -> ~84 fr=1758 (0.1777), cf=0.999, gamma=1.116, delta=0.019, M=-2.100e+002
13 -> ~80 fr=2429 (0.2456), cf=0.987, gamma=1.103, delta=0.023, M=-2.089e+002
45 71 -> ~88 fr=2087 (0.2110), cf=0.997, gamma=1.103, delta=0.020, M=-2.088e+002
29 -> ~84 fr=2410 (0.2436), cf=0.988, gamma=1.103, delta=0.023, M=-2.087e+002
69 -> ~89 fr=3552 (0.3591), cf=0.975, gamma=1.080, delta=0.027, M=-2.083e+002
64 -> ~85 fr=3319 (0.3355), cf=0.979, gamma=1.082, delta=0.025, M=-2.080e+002
59 -> ~87 fr=2917 (0.2949), cf=0.980, gamma=1.093, delta=0.025, M=-2.078e+002
20 25 -> ~89 fr=1820 (0.1840), cf=1.000, gamma=1.108, delta=0.018, M=-2.074e+002
21 -> ~83 fr=1868 (0.1888), cf=1.000, gamma=1.105, delta=0.018, M=-2.072e+002
56 71 -> ~80 fr=1688 (0.1706), cf=1.000, gamma=1.117, delta=0.018, M=-2.059e+002
64 73 -> ~82 fr=1735 (0.1754), cf=0.999, gamma=1.114, delta=0.018, M=-2.036e+002
68 -> ~85 fr=1839 (0.1859), cf=1.000, gamma=1.105, delta=0.018, M=-2.036e+002
21 -> ~81 fr=1863 (0.1883), cf=0.997, gamma=1.112, delta=0.019, M=-2.033e+002
5 64 -> ~83 fr=1913 (0.1934), cf=0.999, gamma=1.103, delta=0.018, M=-2.027e+002
45 -> ~88 fr=3931 (0.3974), cf=0.970, gamma=1.073, delta=0.027, M=-2.019e+002
1 74 -> ~88 fr=1873 (0.1893), cf=0.999, gamma=1.105, delta=0.018, M=-2.015e+002
36 -> ~89 fr=1759 (0.1778), cf=1.000, gamma=1.108, delta=0.017, M=-1.997e+002
26 -> ~89 fr=2382 (0.2408), cf=0.990, gamma=1.097, delta=0.021, M=-1.992e+002
68 -> ~83 fr=1838 (0.1858), cf=0.999, gamma=1.104, delta=0.018, M=-1.981e+002
20 74 -> ~85 fr=1794 (0.1814), cf=1.000, gamma=1.105, delta=0.017, M=-1.981e+002
5 31 -> ~82 fr=1777 (0.1796), cf=0.998, gamma=1.113, delta=0.018, M=-1.962e+002
5 22 -> ~82 fr=1671 (0.1689), cf=0.999, gamma=1.114, delta=0.017, M=-1.952e+002
56 -> ~80 fr=2852 (0.2883), cf=0.978, gamma=1.092, delta=0.024, M=-1.940e+002
20 41 -> ~89 fr=1712 (0.1731), cf=1.000, gamma=1.108, delta=0.017, M=-1.938e+002
36 -> ~83 fr=1759 (0.1778), cf=1.000, gamma=1.105, delta=0.017, M=-1.938e+002
68 -> ~82 fr=1832 (0.1852), cf=0.996, gamma=1.111, delta=0.018, M=-1.925e+002
48 -> ~89 fr=2878 (0.2909), cf=0.981, gamma=1.087, delta=0.023, M=-1.905e+002
58 -> ~82 fr=1728 (0.1747), cf=0.998, gamma=1.113, delta=0.018, M=-1.898e+002
68 -> ~80 fr=1830 (0.1850), cf=0.995, gamma=1.112, delta=0.019, M=-1.889e+002
23 -> ~84 fr=1720 (0.1739), cf=0.997, gamma=1.114, delta=0.018, M=-1.881e+002
73 -> ~83 fr=2722 (0.2752), cf=0.984, gamma=1.087, delta=0.022, M=-1.870e+002
64 -> ~87 fr=3288 (0.3324), cf=0.970, gamma=1.082, delta=0.025, M=-1.839e+002
49 -> ~88 fr=2636 (0.2665), cf=0.984, gamma=1.089, delta=0.022, M=-1.838e+002
27 -> ~81 fr=2615 (0.2644), cf=0.981, gamma=1.093, delta=0.023, M=-1.832e+002
7 -> ~84 fr=1702 (0.1721), cf=0.996, gamma=1.113, delta=0.017, M=-1.821e+002
20 56 -> ~81 fr=2027 (0.2049), cf=0.991, gamma=1.104, delta=0.019, M=-1.818e+002
55 -> ~89 fr=1909 (0.1930), cf=0.995, gamma=1.102, delta=0.018, M=-1.795e+002
17 -> ~87 fr=2039 (0.2061), cf=0.990, gamma=1.104, delta=0.019, M=-1.794e+002
36 -> ~82 fr=1751 (0.1770), cf=0.995, gamma=1.110, delta=0.018, M=-1.786e+002
54 -> ~87 fr=2387 (0.2413), cf=0.983, gamma=1.097, delta=0.021, M=-1.781e+002
73 -> ~82 fr=2701 (0.2730), cf=0.977, gamma=1.089, delta=0.022, M=-1.706e+002
22 -> ~87 fr=2416 (0.2442), cf=0.981, gamma=1.094, delta=0.021, M=-1.698e+002
50 55 -> ~85 fr=1599 (0.1616), cf=0.999, gamma=1.104, delta=0.015, M=-1.692e+002
5 -> ~82 fr=4567 (0.4617), cf=0.953, gamma=1.062, delta=0.027, M=-1.691e+002
35 76 -> ~85 fr=1552 (0.1569), cf=1.000, gamma=1.105, delta=0.015, M=-1.688e+002
36 79 -> ~87 fr=1615 (0.1633), cf=0.996, gamma=1.111, delta=0.016, M=-1.685e+002
41 -> ~89 fr=3509 (0.3547), cf=0.969, gamma=1.073, delta=0.024, M=-1.685e+002
31 -> ~82 fr=2281 (0.2306), cf=0.983, gamma=1.096, delta=0.020, M=-1.684e+002
63 74 -> ~84 fr=1402 (0.1417), cf=1.000, gamma=1.117, delta=0.015, M=-1.680e+002
55 -> ~85 fr=1907 (0.1928), cf=0.994, gamma=1.098, delta=0.017, M=-1.671e+002
55 -> ~80 fr=1899 (0.1920), cf=0.990, gamma=1.105, delta=0.018, M=-1.670e+002
35 49 -> ~85 fr=1526 (0.1543), cf=1.000, gamma=1.105, delta=0.015, M=-1.657e+002
27 -> ~83 fr=2618 (0.2647), cf=0.982, gamma=1.084, delta=0.021, M=-1.652e+002
21 -> ~85 fr=1857 (0.1877), cf=0.994, gamma=1.098, delta=0.017, M=-1.642e+002
38 -> ~89 fr=1549 (0.1566), cf=0.999, gamma=1.107, delta=0.015, M=-1.639e+002
37 -> ~81 fr=1967 (0.1988), cf=0.988, gamma=1.101, delta=0.018, M=-1.620e+002
27 -> ~80 fr=2601 (0.2629), cf=0.975, gamma=1.089, delta=0.022, M=-1.613e+002
47 -> ~83 fr=1950 (0.1971), cf=0.992, gamma=1.096, delta=0.017, M=-1.611e+002
48 -> ~87 fr=2851 (0.2882), cf=0.972, gamma=1.084, delta=0.022, M=-1.597e+002
1 20 -> ~88 fr=2114 (0.2137), cf=0.988, gamma=1.093, delta=0.018, M=-1.594e+002
36 69 -> ~87 fr=1716 (0.1735), cf=0.992, gamma=1.106, delta=0.017, M=-1.571e+002
20 -> ~86 fr=4029 (0.4073), cf=0.960, gamma=1.064, delta=0.025, M=-1.568e+002
36 -> ~87 fr=1743 (0.1762), cf=0.991, gamma=1.105, delta=0.017, M=-1.552e+002
1 20 50 -> ~85 fr=1540 (0.1557), cf=0.998, gamma=1.102, delta=0.014, M=-1.537e+002
11 79 -> ~87 fr=1760 (0.1779), cf=0.989, gamma=1.104, delta=0.017, M=-1.497e+002
6 -> ~85 fr=2585 (0.2613), cf=0.979, gamma=1.081, delta=0.020, M=-1.488e+002
1 76 -> ~85 fr=2040 (0.2062), cf=0.987, gamma=1.091, delta=0.017, M=-1.473e+002
63 71 -> ~81 fr=1658 (0.1676), cf=0.991, gamma=1.105, delta=0.016, M=-1.464e+002
39 -> ~88 fr=2387 (0.2413), cf=0.980, gamma=1.085, delta=0.019, M=-1.458e+002
41 64 -> ~81 fr=1285 (0.1299), cf=0.999, gamma=1.114, delta=0.013, M=-1.452e+002
56 -> ~81 fr=2827 (0.2858), cf=0.969, gamma=1.080, delta=0.021, M=-1.449e+002
35 -> ~85 fr=2816 (0.2847), cf=0.974, gamma=1.076, delta=0.020, M=-1.438e+002
79 -> ~87 fr=2342 (0.2368), cf=0.976, gamma=1.089, delta=0.019, M=-1.430e+002
53 -> ~87 fr=2296 (0.2321), cf=0.977, gamma=1.090, delta=0.019, M=-1.429e+002
20 48 -> ~88 fr=1303 (0.1317), cf=1.000, gamma=1.107, delta=0.013, M=-1.421e+002
67 -> ~80 fr=1361 (0.1376), cf=0.996, gamma=1.113, delta=0.014, M=-1.419e+002
20 -> ~81 fr=4001 (0.4045), cf=0.954, gamma=1.063, delta=0.024, M=-1.417e+002
53 71 -> ~81 fr=1406 (0.1421), cf=0.996, gamma=1.110, delta=0.014, M=-1.414e+002
6 -> ~87 fr=2567 (0.2595), cf=0.972, gamma=1.084, delta=0.020, M=-1.411e+002
11 -> ~86 fr=4388 (0.4436), cf=0.954, gamma=1.057, delta=0.024, M=-1.398e+002
39 -> ~86 fr=2380 (0.2406), cf=0.977, gamma=1.083, delta=0.018, M=-1.358e+002
1 -> ~88 fr=4196 (0.4242), cf=0.956, gamma=1.057, delta=0.023, M=-1.350e+002
46 78 -> ~80 fr=1143 (0.1155), cf=1.000, gamma=1.117, delta=0.012, M=-1.349e+002
22 71 -> ~81 fr=1401 (0.1416), cf=0.994, gamma=1.109, delta=0.014, M=-1.345e+002
32 -> ~86 fr=2363 (0.2389), cf=0.977, gamma=1.083, delta=0.018, M=-1.340e+002
48 59 -> ~81 fr=1130 (0.1142), cf=1.000, gamma=1.115, delta=0.012, M=-1.309e+002
7 -> ~86 fr=1689 (0.1707), cf=0.989, gamma=1.096, delta=0.015, M=-1.299e+002
59 76 -> ~85 fr=1331 (0.1346), cf=0.998, gamma=1.102, delta=0.012, M=-1.296e+002
20 46 -> ~85 fr=1211 (0.1224), cf=1.000, gamma=1.105, delta=0.012, M=-1.290e+002
1 29 -> ~85 fr=1285 (0.1299), cf=0.998, gamma=1.103, delta=0.012, M=-1.283e+002
69 71 -> ~85 fr=1203 (0.1216), cf=1.000, gamma=1.105, delta=0.012, M=-1.281e+002
17 76 -> ~85 fr=1196 (0.1209), cf=1.000, gamma=1.105, delta=0.011, M=-1.273e+002
11 45 69 -> ~87 fr=1130 (0.1142), cf=0.999, gamma=1.114, delta=0.012, M=-1.267e+002
50 69 -> ~86 fr=1959 (0.1980), cf=0.982, gamma=1.089, delta=0.016, M=-1.262e+002
11 54 -> ~85 fr=1297 (0.1311), cf=0.998, gamma=1.102, delta=0.012, M=-1.258e+002
11 71 -> ~85 fr=1297 (0.1311), cf=0.998, gamma=1.102, delta=0.012, M=-1.258e+002
22 -> ~82 fr=2392 (0.2418), cf=0.971, gamma=1.083, delta=0.019, M=-1.257e+002
11 49 -> ~85 fr=1380 (0.1395), cf=0.996, gamma=1.100, delta=0.013, M=-1.249e+002
5 10 31 -> ~89 fr=1326 (0.1340), cf=0.995, gamma=1.103, delta=0.013, M=-1.231e+002
46 56 -> ~85 fr=1200 (0.1213), cf=0.999, gamma=1.104, delta=0.011, M=-1.229e+002
38 -> ~80 fr=1531 (0.1548), cf=0.987, gamma=1.103, delta=0.014, M=-1.223e+002
46 -> ~81 fr=2250 (0.2275), cf=0.973, gamma=1.084, delta=0.018, M=-1.220e+002
46 78 -> ~85 fr=1143 (0.1155), cf=1.000, gamma=1.105, delta=0.011, M=-1.213e+002
35 40 -> ~88 fr=1290 (0.1304), cf=0.996, gamma=1.102, delta=0.012, M=-1.205e+002
45 -> ~87 fr=3852 (0.3894), cf=0.950, gamma=1.060, delta=0.022, M=-1.202e+002
1 20 -> ~85 fr=2097 (0.2120), cf=0.980, gamma=1.082, delta=0.016, M=-1.201e+002
1 13 -> ~84 fr=1114 (0.1126), cf=0.997, gamma=1.114, delta=0.012, M=-1.183e+002
29 -> ~86 fr=2374 (0.2400), cf=0.973, gamma=1.078, delta=0.017, M=-1.178e+002
66 74 -> ~85 fr=1110 (0.1122), cf=1.000, gamma=1.105, delta=0.011, M=-1.175e+002
10 54 -> ~88 fr=1339 (0.1354), cf=0.994, gamma=1.100, delta=0.012, M=-1.168e+002
78 -> ~85 fr=2116 (0.2139), cf=0.978, gamma=1.081, delta=0.016, M=-1.152e+002
10 31 -> ~89 fr=1537 (0.1554), cf=0.988, gamma=1.095, delta=0.013, M=-1.152e+002
38 -> ~85 fr=1535 (0.1552), cf=0.990, gamma=1.093, delta=0.013, M=-1.150e+002
27 31 -> ~85 fr=1098 (0.1110), cf=0.999, gamma=1.104, delta=0.010, M=-1.114e+002
66 71 -> ~81 fr=1702 (0.1721), cf=0.980, gamma=1.093, delta=0.015, M=-1.107e+002
77 -> ~87 fr=1023 (0.1034), cf=0.998, gamma=1.113, delta=0.011, M=-1.095e+002
68 -> ~88 fr=1805 (0.1825), cf=0.982, gamma=1.086, delta=0.014, M=-1.094e+002
45 48 -> ~81 fr=1437 (0.1453), cf=0.986, gamma=1.100, delta=0.013, M=-1.087e+002
69 74 -> ~84 fr=1132 (0.1144), cf=0.994, gamma=1.110, delta=0.011, M=-1.077e+002
74 76 -> ~85 fr=1013 (0.1024), cf=1.000, gamma=1.105, delta=0.010, M=-1.067e+002
64 -> ~83 fr=3254 (0.3290), cf=0.960, gamma=1.061, delta=0.019, M=-1.061e+002
10 21 -> ~88 fr=1354 (0.1369), cf=0.990, gamma=1.096, delta=0.012, M=-1.053e+002
11 54 -> ~88 fr=1289 (0.1303), cf=0.992, gamma=1.097, delta=0.012, M=-1.033e+002
60 -> ~84 fr=1921 (0.1942), cf=0.972, gamma=1.086, delta=0.015, M=-1.028e+002
58 -> ~86 fr=1699 (0.1718), cf=0.981, gamma=1.087, delta=0.014, M=-1.026e+002
10 27 31 -> ~88 fr=998 (0.1009), cf=0.999, gamma=1.106, delta=0.010, M=-1.022e+002
50 60 -> ~86 fr=1602 (0.1619), cf=0.983, gamma=1.089, delta=0.013, M=-1.017e+002
1 16 -> ~84 fr=1124 (0.1136), cf=0.992, gamma=1.108, delta=0.011, M=-1.012e+002
5 56 71 -> ~88 fr=1131 (0.1143), cf=0.995, gamma=1.101, delta=0.010, M=-9.972e+001
35 73 -> ~80 fr=1126 (0.1138), cf=0.991, gamma=1.107, delta=0.011, M=-9.884e+001
27 31 -> ~88 fr=1094 (0.1106), cf=0.995, gamma=1.102, delta=0.010, M=-9.869e+001
14 -> ~80 fr=1101 (0.1113), cf=0.992, gamma=1.108, delta=0.011, M=-9.852e+001
20 25 -> ~88 fr=1781 (0.1800), cf=0.979, gamma=1.083, delta=0.014, M=-9.833e+001
21 54 -> ~88 fr=1031 (0.1042), cf=0.997, gamma=1.103, delta=0.010, M=-9.826e+001
20 27 -> ~85 fr=1013 (0.1024), cf=0.998, gamma=1.102, delta=0.010, M=-9.798e+001
45 71 -> ~81 fr=2030 (0.2052), cf=0.969, gamma=1.081, delta=0.015, M=-9.776e+001
11 20 -> ~85 fr=1040 (0.1051), cf=0.997, gamma=1.101, delta=0.010, M=-9.733e+001
77 -> ~88 fr=1022 (0.1033), cf=0.997, gamma=1.103, delta=0.010, M=-9.727e+001
40 -> ~82 fr=2087 (0.2110), cf=0.968, gamma=1.079, delta=0.016, M=-9.699e+001
48 63 -> ~81 fr=1078 (0.1090), cf=0.993, gamma=1.107, delta=0.011, M=-9.643e+001
71 -> ~81 fr=3733 (0.3774), cf=0.946, gamma=1.055, delta=0.020, M=-9.626e+001
38 -> ~83 fr=1526 (0.1543), cf=0.984, gamma=1.087, delta=0.012, M=-9.509e+001
50 -> ~86 fr=4638 (0.4689), cf=0.942, gamma=1.044, delta=0.020, M=-9.475e+001
46 78 -> ~88 fr=1135 (0.1147), cf=0.993, gamma=1.099, delta=0.010, M=-9.454e+001
26 69 -> ~86 fr=2033 (0.2055), cf=0.972, gamma=1.077, delta=0.015, M=-9.449e+001
27 56 -> ~85 fr=1012 (0.1023), cf=0.997, gamma=1.101, delta=0.009, M=-9.429e+001
56 71 -> ~88 fr=1654 (0.1672), cf=0.980, gamma=1.084, delta=0.013, M=-9.422e+001
25 39 -> ~85 fr=1097 (0.1109), cf=0.995, gamma=1.099, delta=0.010, M=-9.403e+001
67 -> ~88 fr=1348 (0.1363), cf=0.987, gamma=1.092, delta=0.011, M=-9.346e+001
5 49 -> ~83 fr=1263 (0.1277), cf=0.990, gamma=1.093, delta=0.011, M=-9.345e+001
36 69 -> ~86 fr=1692 (0.1710), cf=0.978, gamma=1.084, delta=0.013, M=-9.331e+001
48 56 -> ~88 fr=1091 (0.1103), cf=0.994, gamma=1.100, delta=0.010, M=-9.254e+001
20 71 -> ~88 fr=1701 (0.1720), cf=0.978, gamma=1.082, delta=0.013, M=-9.215e+001
21 59 -> ~88 fr=1058 (0.1070), cf=0.994, gamma=1.100, delta=0.010, M=-9.180e+001
20 78 -> ~88 fr=1180 (0.1193), cf=0.991, gamma=1.096, delta=0.010, M=-9.168e+001
22 71 -> ~88 fr=1388 (0.1403), cf=0.985, gamma=1.090, delta=0.012, M=-9.143e+001
25 29 -> ~85 fr=1084 (0.1096), cf=0.994, gamma=1.098, delta=0.010, M=-8.984e+001
22 -> ~81 fr=2366 (0.2392), cf=0.961, gamma=1.071, delta=0.016, M=-8.858e+001
10 73 -> ~89 fr=1414 (0.1429), cf=0.983, gamma=1.089, delta=0.012, M=-8.802e+001
