10 76 -> 84 fr=998 (0.1009), cf=0.629, gamma=6.079, delta=0.084, M=-2.072e+003
76 -> ~87 fr=4140 (0.4185), cf=0.970, gamma=1.083, delta=0.032, M=-2.591e+002
45 -> ~85 fr=3950 (0.3993), cf=0.977, gamma=1.082, delta=0.030, M=-2.570e+002
10 -> ~83 fr=3910 (0.3953), cf=0.979, gamma=1.081, delta=0.030, M=-2.569e+002
73 -> ~85 fr=2726 (0.2756), cf=0.993, gamma=1.100, delta=0.025, M=-2.544e+002
46 -> ~89 fr=2284 (0.2309), cf=1.000, gamma=1.104, delta=0.022, M=-2.541e+002
22 -> ~83 fr=2433 (0.2460), cf=0.998, gamma=1.102, delta=0.023, M=-2.533e+002
6 -> ~86 fr=2632 (0.2661), cf=0.994, gamma=1.099, delta=0.024, M=-2.504e+002
59 69 -> ~87 fr=2003 (0.2025), cf=1.000, gamma=1.116, delta=0.021, M=-2.476e+002
11 50 -> ~86 fr=2256 (0.2281), cf=0.999, gamma=1.104, delta=0.022, M=-2.439e+002
40 -> ~86 fr=2135 (0.2158), cf=1.000, gamma=1.106, delta=0.021, M=-2.431e+002
17 -> ~82 fr=2019 (0.2041), cf=0.999, gamma=1.116, delta=0.021, M=-2.422e+002
16 -> ~82 fr=1974 (0.1996), cf=0.999, gamma=1.117, delta=0.021, M=-2.407e+002
55 -> ~84 fr=1925 (0.1946), cf=1.000, gamma=1.115, delta=0.020, M=-2.355e+002
39 -> ~80 fr=2446 (0.2473), cf=0.991, gamma=1.107, delta=0.024, M=-2.351e+002
40 -> ~80 fr=2128 (0.2151), cf=0.997, gamma=1.113, delta=0.022, M=-2.347e+002
30 -> ~86 fr=2194 (0.2218), cf=0.998, gamma=1.104, delta=0.021, M=-2.316e+002
66 -> ~88 fr=3024 (0.3057), cf=0.986, gamma=1.091, delta=0.026, M=-2.311e+002
54 -> ~81 fr=2401 (0.2427), cf=0.992, gamma=1.107, delta=0.023, M=-2.305e+002
78 -> ~81 fr=2170 (0.2194), cf=0.995, gamma=1.111, delta=0.022, M=-2.290e+002
16 -> ~87 fr=1972 (0.1994), cf=0.998, gamma=1.114, delta=0.020, M=-2.284e+002
21 -> ~82 fr=1842 (0.1862), cf=1.000, gamma=1.117, delta=0.020, M=-2.279e+002
34 -> ~86 fr=2050 (0.2072), cf=1.000, gamma=1.105, delta=0.020, M=-2.267e+002
59 -> ~87 fr=2923 (0.2955), cf=0.983, gamma=1.097, delta=0.026, M=-2.263e+002
47 -> ~89 fr=2024 (0.2046), cf=1.000, gamma=1.104, delta=0.019, M=-2.263e+002
40 -> ~84 fr=2126 (0.2149), cf=0.996, gamma=1.111, delta=0.021, M=-2.256e+002
45 49 -> ~88 fr=1964 (0.1985), cf=1.000, gamma=1.107, delta=0.019, M=-2.242e+002
30 -> ~80 fr=2185 (0.2209), cf=0.994, gamma=1.110, delta=0.022, M=-2.226e+002
37 -> ~83 fr=1984 (0.2006), cf=1.000, gamma=1.105, delta=0.019, M=-2.225e+002
17 -> ~83 fr=2020 (0.2042), cf=1.000, gamma=1.104, delta=0.019, M=-2.216e+002
37 -> ~89 fr=1984 (0.2006), cf=1.000, gamma=1.104, delta=0.019, M=-2.212e+002
11 76 -> ~85 fr=1960 (0.1981), cf=0.999, gamma=1.107, delta=0.019, M=-2.199e+002
21 -> ~87 fr=1841 (0.1861), cf=0.999, gamma=1.115, delta=0.019, M=-2.197e+002
11 -> ~83 fr=4412 (0.4460), cf=0.968, gamma=1.070, delta=0.029, M=-2.192e+002
64 -> ~85 fr=3264 (0.3300), cf=0.980, gamma=1.086, delta=0.026, M=-2.172e+002
29 -> ~84 fr=2426 (0.2452), cf=0.989, gamma=1.104, delta=0.023, M=-2.172e+002
16 -> ~86 fr=1974 (0.1996), cf=0.999, gamma=1.105, delta=0.019, M=-2.170e+002
16 -> ~83 fr=1974 (0.1996), cf=0.999, gamma=1.104, delta=0.019, M=-2.158e+002
31 -> ~83 fr=2273 (0.2298), cf=0.995, gamma=1.100, delta=0.021, M=-2.153e+002
36 -> ~81 fr=1770 (0.1789), cf=1.000, gamma=1.116, delta=0.019, M=-2.151e+002
13 -> ~80 fr=2444 (0.2471), cf=0.988, gamma=1.103, delta=0.023, M=-2.142e+002
31 -> ~81 fr=2264 (0.2289), cf=0.991, gamma=1.106, delta=0.022, M=-2.121e+002
50 -> ~84 fr=4760 (0.4812), cf=0.957, gamma=1.067, delta=0.030, M=-2.105e+002
68 -> ~85 fr=1837 (0.1857), cf=1.000, gamma=1.108, delta=0.018, M=-2.096e+002
36 -> ~84 fr=1769 (0.1788), cf=0.999, gamma=1.115, delta=0.018, M=-2.088e+002
79 -> ~89 fr=2396 (0.2422), cf=0.993, gamma=1.096, delta=0.021, M=-2.084e+002
56 71 -> ~80 fr=1712 (0.1731), cf=1.000, gamma=1.116, delta=0.018, M=-2.081e+002
20 74 -> ~85 fr=1818 (0.1838), cf=1.000, gamma=1.108, delta=0.018, M=-2.072e+002
45 71 -> ~88 fr=2093 (0.2116), cf=0.996, gamma=1.103, delta=0.020, M=-2.071e+002
21 -> ~81 fr=1838 (0.1858), cf=0.998, gamma=1.113, delta=0.019, M=-2.056e+002
1 74 -> ~88 fr=1897 (0.1918), cf=0.999, gamma=1.106, delta=0.018, M=-2.054e+002
21 -> ~83 fr=1842 (0.1862), cf=1.000, gamma=1.105, delta=0.018, M=-2.047e+002
64 73 -> ~82 fr=1708 (0.1727), cf=0.999, gamma=1.117, delta=0.018, M=-2.041e+002
79 -> ~86 fr=2393 (0.2419), cf=0.991, gamma=1.096, delta=0.021, M=-2.028e+002
69 -> ~89 fr=3551 (0.3590), cf=0.976, gamma=1.077, delta=0.026, M=-2.016e+002
5 64 -> ~83 fr=1889 (0.1910), cf=0.999, gamma=1.104, delta=0.018, M=-2.004e+002
20 25 -> ~89 fr=1849 (0.1869), cf=0.999, gamma=1.104, delta=0.018, M=-1.990e+002
45 59 -> ~88 fr=1879 (0.1900), cf=0.998, gamma=1.105, delta=0.018, M=-1.988e+002
68 -> ~83 fr=1836 (0.1856), cf=0.999, gamma=1.104, delta=0.018, M=-1.986e+002
5 22 -> ~82 fr=1653 (0.1671), cf=0.999, gamma=1.117, delta=0.017, M=-1.967e+002
68 -> ~82 fr=1830 (0.1850), cf=0.996, gamma=1.113, delta=0.019, M=-1.965e+002
5 31 -> ~82 fr=1745 (0.1764), cf=0.998, gamma=1.115, delta=0.018, M=-1.961e+002
36 -> ~83 fr=1770 (0.1789), cf=1.000, gamma=1.105, delta=0.017, M=-1.958e+002
56 -> ~80 fr=2871 (0.2902), cf=0.978, gamma=1.092, delta=0.024, M=-1.948e+002
36 -> ~89 fr=1770 (0.1789), cf=1.000, gamma=1.104, delta=0.017, M=-1.947e+002
68 -> ~80 fr=1830 (0.1850), cf=0.996, gamma=1.112, delta=0.019, M=-1.944e+002
26 -> ~89 fr=2387 (0.2413), cf=0.990, gamma=1.094, delta=0.021, M=-1.940e+002
45 -> ~88 fr=3916 (0.3959), cf=0.968, gamma=1.072, delta=0.027, M=-1.927e+002
17 -> ~87 fr=2006 (0.2028), cf=0.993, gamma=1.108, delta=0.020, M=-1.923e+002
73 -> ~83 fr=2704 (0.2734), cf=0.985, gamma=1.088, delta=0.022, M=-1.900e+002
22 -> ~87 fr=2402 (0.2428), cf=0.985, gamma=1.099, delta=0.022, M=-1.898e+002
64 -> ~87 fr=3236 (0.3271), cf=0.971, gamma=1.084, delta=0.025, M=-1.888e+002
20 41 -> ~89 fr=1721 (0.1740), cf=1.000, gamma=1.104, delta=0.016, M=-1.887e+002
36 -> ~82 fr=1763 (0.1782), cf=0.996, gamma=1.113, delta=0.018, M=-1.876e+002
27 -> ~81 fr=2602 (0.2630), cf=0.981, gamma=1.094, delta=0.023, M=-1.859e+002
23 -> ~84 fr=1721 (0.1740), cf=0.997, gamma=1.112, delta=0.018, M=-1.857e+002
48 -> ~89 fr=2883 (0.2914), cf=0.981, gamma=1.084, delta=0.023, M=-1.835e+002
54 -> ~87 fr=2382 (0.2408), cf=0.984, gamma=1.098, delta=0.022, M=-1.830e+002
50 55 -> ~85 fr=1618 (0.1636), cf=1.000, gamma=1.108, delta=0.016, M=-1.821e+002
58 -> ~82 fr=1693 (0.1711), cf=0.996, gamma=1.114, delta=0.017, M=-1.818e+002
49 -> ~88 fr=2602 (0.2630), cf=0.984, gamma=1.089, delta=0.022, M=-1.810e+002
20 56 -> ~81 fr=2050 (0.2072), cf=0.989, gamma=1.104, delta=0.020, M=-1.791e+002
7 -> ~84 fr=1688 (0.1706), cf=0.996, gamma=1.112, delta=0.017, M=-1.778e+002
55 -> ~85 fr=1914 (0.1935), cf=0.994, gamma=1.102, delta=0.018, M=-1.770e+002
55 -> ~89 fr=1916 (0.1937), cf=0.995, gamma=1.099, delta=0.017, M=-1.768e+002
47 -> ~83 fr=2010 (0.2032), cf=0.993, gamma=1.097, delta=0.018, M=-1.742e+002
35 76 -> ~85 fr=1538 (0.1555), cf=1.000, gamma=1.108, delta=0.015, M=-1.722e+002
5 -> ~82 fr=4532 (0.4581), cf=0.952, gamma=1.064, delta=0.027, M=-1.714e+002
36 79 -> ~87 fr=1629 (0.1647), cf=0.996, gamma=1.112, delta=0.017, M=-1.713e+002
55 -> ~80 fr=1906 (0.1927), cf=0.990, gamma=1.105, delta=0.018, M=-1.693e+002
31 -> ~82 fr=2245 (0.2270), cf=0.983, gamma=1.098, delta=0.020, M=-1.688e+002
37 -> ~81 fr=1962 (0.1983), cf=0.989, gamma=1.103, delta=0.019, M=-1.680e+002
35 49 -> ~85 fr=1502 (0.1518), cf=1.000, gamma=1.108, delta=0.015, M=-1.678e+002
41 -> ~89 fr=3520 (0.3558), cf=0.970, gamma=1.072, delta=0.024, M=-1.677e+002
63 74 -> ~84 fr=1412 (0.1427), cf=1.000, gamma=1.115, delta=0.015, M=-1.672e+002
21 -> ~85 fr=1831 (0.1851), cf=0.994, gamma=1.101, delta=0.017, M=-1.670e+002
73 -> ~82 fr=2677 (0.2706), cf=0.975, gamma=1.089, delta=0.022, M=-1.665e+002
1 20 -> ~88 fr=2143 (0.2166), cf=0.988, gamma=1.094, delta=0.019, M=-1.637e+002
27 -> ~83 fr=2603 (0.2631), cf=0.981, gamma=1.084, delta=0.020, M=-1.625e+002
20 -> ~86 fr=4077 (0.4122), cf=0.962, gamma=1.064, delta=0.025, M=-1.602e+002
27 -> ~80 fr=2588 (0.2616), cf=0.975, gamma=1.089, delta=0.021, M=-1.600e+002
48 -> ~87 fr=2854 (0.2885), cf=0.971, gamma=1.084, delta=0.022, M=-1.600e+002
36 69 -> ~87 fr=1726 (0.1745), cf=0.992, gamma=1.107, delta=0.017, M=-1.594e+002
36 -> ~87 fr=1754 (0.1773), cf=0.991, gamma=1.106, delta=0.017, M=-1.575e+002
1 20 50 -> ~85 fr=1562 (0.1579), cf=0.997, gamma=1.105, delta=0.015, M=-1.575e+002
6 -> ~85 fr=2591 (0.2619), cf=0.979, gamma=1.085, delta=0.020, M=-1.571e+002
1 76 -> ~85 fr=2031 (0.2053), cf=0.988, gamma=1.095, delta=0.018, M=-1.570e+002
38 -> ~89 fr=1534 (0.1551), cf=0.999, gamma=1.103, delta=0.014, M=-1.567e+002
11 79 -> ~87 fr=1772 (0.1791), cf=0.990, gamma=1.105, delta=0.017, M=-1.547e+002
35 -> ~85 fr=2816 (0.2847), cf=0.975, gamma=1.080, delta=0.021, M=-1.534e+002
11 -> ~86 fr=4364 (0.4412), cf=0.957, gamma=1.059, delta=0.024, M=-1.506e+002
56 -> ~81 fr=2846 (0.2877), cf=0.969, gamma=1.082, delta=0.022, M=-1.494e+002
53 71 -> ~81 fr=1398 (0.1413), cf=0.996, gamma=1.112, delta=0.014, M=-1.451e+002
63 71 -> ~81 fr=1655 (0.1673), cf=0.990, gamma=1.105, delta=0.016, M=-1.450e+002
20 48 -> ~88 fr=1316 (0.1330), cf=1.000, gamma=1.107, delta=0.013, M=-1.443e+002
41 64 -> ~81 fr=1263 (0.1277), cf=0.999, gamma=1.115, delta=0.013, M=-1.437e+002
39 -> ~88 fr=2415 (0.2441), cf=0.979, gamma=1.084, delta=0.019, M=-1.427e+002
53 -> ~87 fr=2262 (0.2287), cf=0.977, gamma=1.091, delta=0.019, M=-1.419e+002
1 -> ~88 fr=4223 (0.4269), cf=0.956, gamma=1.059, delta=0.024, M=-1.418e+002
6 -> ~87 fr=2572 (0.2600), cf=0.972, gamma=1.084, delta=0.020, M=-1.415e+002
79 -> ~87 fr=2354 (0.2380), cf=0.975, gamma=1.088, delta=0.019, M=-1.407e+002
1 29 -> ~85 fr=1309 (0.1323), cf=0.999, gamma=1.107, delta=0.013, M=-1.395e+002
20 -> ~81 fr=4035 (0.4079), cf=0.952, gamma=1.062, delta=0.024, M=-1.384e+002
22 71 -> ~81 fr=1401 (0.1416), cf=0.994, gamma=1.110, delta=0.014, M=-1.358e+002
39 -> ~86 fr=2411 (0.2437), cf=0.977, gamma=1.081, delta=0.018, M=-1.324e+002
67 -> ~80 fr=1340 (0.1355), cf=0.995, gamma=1.111, delta=0.013, M=-1.321e+002
48 59 -> ~81 fr=1129 (0.1141), cf=1.000, gamma=1.116, delta=0.012, M=-1.319e+002
20 46 -> ~85 fr=1201 (0.1214), cf=1.000, gamma=1.108, delta=0.012, M=-1.318e+002
46 78 -> ~80 fr=1121 (0.1133), cf=1.000, gamma=1.116, delta=0.012, M=-1.314e+002
1 20 -> ~85 fr=2127 (0.2150), cf=0.981, gamma=1.087, delta=0.017, M=-1.311e+002
69 71 -> ~85 fr=1195 (0.1208), cf=1.000, gamma=1.108, delta=0.012, M=-1.310e+002
46 56 -> ~85 fr=1185 (0.1198), cf=1.000, gamma=1.108, delta=0.012, M=-1.299e+002
45 -> ~87 fr=3850 (0.3892), cf=0.952, gamma=1.063, delta=0.023, M=-1.293e+002
59 76 -> ~85 fr=1322 (0.1336), cf=0.997, gamma=1.105, delta=0.013, M=-1.292e+002
32 -> ~86 fr=2376 (0.2402), cf=0.977, gamma=1.080, delta=0.018, M=-1.288e+002
17 76 -> ~85 fr=1169 (0.1182), cf=1.000, gamma=1.108, delta=0.012, M=-1.280e+002
38 -> ~80 fr=1519 (0.1536), cf=0.989, gamma=1.104, delta=0.014, M=-1.269e+002
22 -> ~82 fr=2367 (0.2393), cf=0.970, gamma=1.084, delta=0.019, M=-1.261e+002
7 -> ~86 fr=1675 (0.1693), cf=0.989, gamma=1.093, delta=0.014, M=-1.246e+002
11 71 -> ~85 fr=1272 (0.1286), cf=0.997, gamma=1.105, delta=0.012, M=-1.235e+002
11 54 -> ~85 fr=1269 (0.1283), cf=0.997, gamma=1.104, delta=0.012, M=-1.231e+002
46 -> ~81 fr=2223 (0.2247), cf=0.973, gamma=1.086, delta=0.018, M=-1.225e+002
46 78 -> ~85 fr=1121 (0.1133), cf=1.000, gamma=1.108, delta=0.011, M=-1.224e+002
11 49 -> ~85 fr=1343 (0.1358), cf=0.995, gamma=1.102, delta=0.013, M=-1.219e+002
5 10 31 -> ~89 fr=1297 (0.1311), cf=0.997, gamma=1.101, delta=0.012, M=-1.219e+002
66 74 -> ~85 fr=1116 (0.1128), cf=1.000, gamma=1.108, delta=0.011, M=-1.218e+002
50 69 -> ~86 fr=1961 (0.1982), cf=0.982, gamma=1.086, delta=0.016, M=-1.203e+002
77 -> ~84 fr=1032 (0.1043), cf=1.000, gamma=1.115, delta=0.011, M=-1.195e+002
35 40 -> ~88 fr=1270 (0.1284), cf=0.996, gamma=1.103, delta=0.012, M=-1.188e+002
1 13 -> ~84 fr=1121 (0.1133), cf=0.997, gamma=1.112, delta=0.011, M=-1.176e+002
10 54 -> ~88 fr=1327 (0.1341), cf=0.994, gamma=1.100, delta=0.012, M=-1.161e+002
38 -> ~85 fr=1519 (0.1536), cf=0.989, gamma=1.096, delta=0.013, M=-1.155e+002
66 71 -> ~81 fr=1725 (0.1744), cf=0.981, gamma=1.094, delta=0.015, M=-1.147e+002
78 -> ~85 fr=2128 (0.2151), cf=0.976, gamma=1.082, delta=0.016, M=-1.142e+002
10 31 -> ~89 fr=1506 (0.1522), cf=0.989, gamma=1.093, delta=0.013, M=-1.116e+002
77 -> ~87 fr=1030 (0.1041), cf=0.998, gamma=1.114, delta=0.011, M=-1.110e+002
29 -> ~86 fr=2383 (0.2409), cf=0.972, gamma=1.075, delta=0.017, M=-1.096e+002
74 76 -> ~85 fr=1005 (0.1016), cf=1.000, gamma=1.108, delta=0.010, M=-1.090e+002
50 60 -> ~86 fr=1647 (0.1665), cf=0.985, gamma=1.089, delta=0.014, M=-1.087e+002
64 -> ~83 fr=3201 (0.3236), cf=0.961, gamma=1.062, delta=0.019, M=-1.078e+002
27 31 -> ~85 fr=1070 (0.1082), cf=0.998, gamma=1.106, delta=0.010, M=-1.076e+002
1 16 -> ~84 fr=1139 (0.1151), cf=0.994, gamma=1.109, delta=0.011, M=-1.069e+002
69 74 -> ~84 fr=1137 (0.1149), cf=0.994, gamma=1.109, delta=0.011, M=-1.067e+002
14 -> ~80 fr=1114 (0.1126), cf=0.994, gamma=1.109, delta=0.011, M=-1.049e+002
5 56 71 -> ~88 fr=1142 (0.1154), cf=0.996, gamma=1.102, delta=0.011, M=-1.045e+002
68 -> ~88 fr=1799 (0.1819), cf=0.979, gamma=1.084, delta=0.014, M=-1.025e+002
25 39 -> ~85 fr=1116 (0.1128), cf=0.996, gamma=1.103, delta=0.011, M=-1.025e+002
45 48 -> ~81 fr=1443 (0.1459), cf=0.984, gamma=1.098, delta=0.013, M=-1.025e+002
77 -> ~88 fr=1030 (0.1041), cf=0.998, gamma=1.105, delta=0.010, M=-1.022e+002
20 25 -> ~88 fr=1811 (0.1831), cf=0.979, gamma=1.084, delta=0.014, M=-1.020e+002
35 73 -> ~80 fr=1126 (0.1138), cf=0.992, gamma=1.108, delta=0.011, M=-1.008e+002
26 69 -> ~86 fr=2038 (0.2060), cf=0.975, gamma=1.078, delta=0.015, M=-9.974e+001
58 -> ~86 fr=1668 (0.1686), cf=0.982, gamma=1.085, delta=0.013, M=-9.951e+001
10 21 -> ~88 fr=1330 (0.1345), cf=0.989, gamma=1.095, delta=0.012, M=-9.870e+001
48 63 -> ~81 fr=1088 (0.1100), cf=0.993, gamma=1.108, delta=0.011, M=-9.857e+001
11 54 -> ~88 fr=1261 (0.1275), cf=0.991, gamma=1.097, delta=0.011, M=-9.839e+001
20 27 -> ~85 fr=1014 (0.1025), cf=0.997, gamma=1.105, delta=0.010, M=-9.767e+001
21 54 -> ~88 fr=1020 (0.1031), cf=0.997, gamma=1.104, delta=0.010, M=-9.752e+001
56 71 -> ~88 fr=1678 (0.1696), cf=0.980, gamma=1.085, delta=0.013, M=-9.728e+001
11 20 -> ~85 fr=1039 (0.1050), cf=0.996, gamma=1.104, delta=0.010, M=-9.712e+001
27 56 -> ~85 fr=1009 (0.1020), cf=0.997, gamma=1.105, delta=0.010, M=-9.712e+001
25 29 -> ~85 fr=1090 (0.1102), cf=0.995, gamma=1.102, delta=0.010, M=-9.662e+001
27 31 -> ~88 fr=1067 (0.1079), cf=0.995, gamma=1.102, delta=0.010, M=-9.622e+001
60 -> ~84 fr=1953 (0.1974), cf=0.970, gamma=1.082, delta=0.015, M=-9.520e+001
48 56 -> ~88 fr=1107 (0.1119), cf=0.994, gamma=1.100, delta=0.010, M=-9.476e+001
1 63 -> ~84 fr=1653 (0.1671), cf=0.976, gamma=1.088, delta=0.014, M=-9.444e+001
36 69 -> ~86 fr=1704 (0.1723), cf=0.979, gamma=1.083, delta=0.013, M=-9.437e+001
20 71 -> ~88 fr=1713 (0.1732), cf=0.978, gamma=1.083, delta=0.013, M=-9.400e+001
20 78 -> ~88 fr=1213 (0.1226), cf=0.990, gamma=1.096, delta=0.011, M=-9.329e+001
38 -> ~83 fr=1510 (0.1526), cf=0.983, gamma=1.086, delta=0.012, M=-9.210e+001
21 59 -> ~88 fr=1056 (0.1068), cf=0.994, gamma=1.101, delta=0.010, M=-9.206e+001
50 -> ~86 fr=4692 (0.4743), cf=0.943, gamma=1.043, delta=0.019, M=-9.171e+001
45 71 -> ~81 fr=2031 (0.2053), cf=0.967, gamma=1.079, delta=0.015, M=-9.133e+001
1 39 -> ~85 fr=1206 (0.1219), cf=0.989, gamma=1.096, delta=0.011, M=-9.114e+001
46 78 -> ~88 fr=1112 (0.1124), cf=0.992, gamma=1.098, delta=0.010, M=-8.996e+001
67 -> ~88 fr=1328 (0.1342), cf=0.986, gamma=1.091, delta=0.011, M=-8.991e+001
13 -> ~84 fr=2375 (0.2401), cf=0.960, gamma=1.071, delta=0.016, M=-8.932e+001
22 -> ~81 fr=2343 (0.2369), cf=0.961, gamma=1.072, delta=0.016, M=-8.927e+001
77 -> ~80 fr=1023 (0.1034), cf=0.991, gamma=1.107, delta=0.010, M=-8.895e+001
40 -> ~82 fr=2059 (0.2081), cf=0.964, gamma=1.078, delta=0.015, M=-8.886e+001
1 13 -> ~85 fr=1114 (0.1126), cf=0.991, gamma=1.098, delta=0.010, M=-8.853e+001
