23 -> 90 fr=3387 (0.4633), cf=1.000, gamma=2.092, delta=0.242, M=-4.568e+003
21 25 66 -> 90 fr=2910 (0.3980), cf=0.771, gamma=1.613, delta=0.151, M=-1.448e+003
21 25 66 -> ~89 fr=2910 (0.3980), cf=0.771, gamma=1.613, delta=0.151, M=-1.448e+003
21 63 66 -> 90 fr=2902 (0.3969), cf=0.770, gamma=1.612, delta=0.151, M=-1.435e+003
21 63 66 -> ~89 fr=2902 (0.3969), cf=0.770, gamma=1.612, delta=0.151, M=-1.435e+003
26 29 76 -> 90 fr=1565 (0.2141), cf=1.000, gamma=2.092, delta=0.112, M=-1.393e+003
26 29 76 -> ~89 fr=1565 (0.2141), cf=1.000, gamma=2.092, delta=0.112, M=-1.393e+003
26 66 76 -> 90 fr=1565 (0.2141), cf=1.000, gamma=2.092, delta=0.112, M=-1.393e+003
26 66 76 -> ~89 fr=1565 (0.2141), cf=1.000, gamma=2.092, delta=0.112, M=-1.393e+003
26 29 68 -> 90 fr=1565 (0.2141), cf=1.000, gamma=2.092, delta=0.112, M=-1.393e+003
26 29 68 -> ~89 fr=1565 (0.2141), cf=1.000, gamma=2.092, delta=0.112, M=-1.393e+003
26 68 80 -> 90 fr=1565 (0.2141), cf=1.000, gamma=2.092, delta=0.112, M=-1.393e+003
26 66 68 -> 90 fr=1565 (0.2141), cf=1.000, gamma=2.092, delta=0.112, M=-1.393e+003
26 68 80 -> ~89 fr=1565 (0.2141), cf=1.000, gamma=2.092, delta=0.112, M=-1.393e+003
26 66 68 -> ~89 fr=1565 (0.2141), cf=1.000, gamma=2.092, delta=0.112, M=-1.393e+003
50 -> 90 fr=1943 (0.2658), cf=0.935, gamma=1.957, delta=0.130, M=-1.386e+003
32 -> 90 fr=1557 (0.2130), cf=1.000, gamma=2.092, delta=0.111, M=-1.385e+003
40 76 -> 90 fr=1536 (0.2101), cf=1.000, gamma=2.092, delta=0.110, M=-1.362e+003
40 76 -> ~89 fr=1536 (0.2101), cf=1.000, gamma=2.092, delta=0.110, M=-1.362e+003
29 40 68 -> 90 fr=1536 (0.2101), cf=1.000, gamma=2.092, delta=0.110, M=-1.362e+003
29 40 68 -> ~89 fr=1536 (0.2101), cf=1.000, gamma=2.092, delta=0.110, M=-1.362e+003
21 29 40 -> 90 fr=1536 (0.2101), cf=1.000, gamma=2.092, delta=0.110, M=-1.362e+003
26 29 40 -> 90 fr=1536 (0.2101), cf=1.000, gamma=2.092, delta=0.110, M=-1.362e+003
21 29 40 -> ~89 fr=1536 (0.2101), cf=1.000, gamma=2.092, delta=0.110, M=-1.362e+003
26 29 40 -> ~89 fr=1536 (0.2101), cf=1.000, gamma=2.092, delta=0.110, M=-1.362e+003
40 68 80 -> 90 fr=1536 (0.2101), cf=1.000, gamma=2.092, delta=0.110, M=-1.362e+003
26 40 68 -> 90 fr=1536 (0.2101), cf=1.000, gamma=2.092, delta=0.110, M=-1.362e+003
40 68 80 -> ~89 fr=1536 (0.2101), cf=1.000, gamma=2.092, delta=0.110, M=-1.362e+003
26 40 68 -> ~89 fr=1536 (0.2101), cf=1.000, gamma=2.092, delta=0.110, M=-1.362e+003
26 29 -> 90 fr=1879 (0.2570), cf=0.939, gamma=1.964, delta=0.126, M=-1.339e+003
26 29 -> ~89 fr=1879 (0.2570), cf=0.939, gamma=1.964, delta=0.126, M=-1.339e+003
26 76 80 -> 90 fr=1565 (0.2141), cf=0.991, gamma=2.073, delta=0.111, M=-1.317e+003
26 76 80 -> ~89 fr=1565 (0.2141), cf=0.991, gamma=2.073, delta=0.111, M=-1.317e+003
20 88 -> ~90 fr=1667 (0.2280), cf=1.000, gamma=1.915, delta=0.109, M=-1.310e+003
20 88 -> 89 fr=1667 (0.2280), cf=1.000, gamma=1.915, delta=0.109, M=-1.310e+003
40 41 88 -> ~90 fr=1667 (0.2280), cf=1.000, gamma=1.915, delta=0.109, M=-1.310e+003
40 41 88 -> 89 fr=1667 (0.2280), cf=1.000, gamma=1.915, delta=0.109, M=-1.310e+003
40 71 88 -> ~90 fr=1667 (0.2280), cf=1.000, gamma=1.915, delta=0.109, M=-1.310e+003
40 71 88 -> 89 fr=1667 (0.2280), cf=1.000, gamma=1.915, delta=0.109, M=-1.310e+003
41 75 -> 90 fr=1484 (0.2030), cf=1.000, gamma=2.092, delta=0.106, M=-1.306e+003
41 75 -> ~89 fr=1484 (0.2030), cf=1.000, gamma=2.092, delta=0.106, M=-1.306e+003
28 75 -> 90 fr=1484 (0.2030), cf=1.000, gamma=2.092, delta=0.106, M=-1.306e+003
28 75 -> ~89 fr=1484 (0.2030), cf=1.000, gamma=2.092, delta=0.106, M=-1.306e+003
20 28 -> ~90 fr=2410 (0.3296), cf=0.886, gamma=1.696, delta=0.135, M=-1.268e+003
20 28 -> 89 fr=2410 (0.3296), cf=0.886, gamma=1.696, delta=0.135, M=-1.268e+003
28 40 -> ~90 fr=2281 (0.3120), cf=0.902, gamma=1.728, delta=0.131, M=-1.250e+003
28 40 -> 89 fr=2281 (0.3120), cf=0.902, gamma=1.728, delta=0.131, M=-1.250e+003
29 76 -> 90 fr=1580 (0.2161), cf=0.975, gamma=2.041, delta=0.110, M=-1.241e+003
29 76 -> ~89 fr=1580 (0.2161), cf=0.975, gamma=2.041, delta=0.110, M=-1.241e+003
66 76 -> 90 fr=1580 (0.2161), cf=0.975, gamma=2.041, delta=0.110, M=-1.241e+003
66 76 -> ~89 fr=1580 (0.2161), cf=0.975, gamma=2.041, delta=0.110, M=-1.241e+003
21 66 -> 90 fr=2910 (0.3980), cf=0.737, gamma=1.542, delta=0.140, M=-1.237e+003
21 66 -> ~89 fr=2910 (0.3980), cf=0.737, gamma=1.542, delta=0.140, M=-1.237e+003
29 68 -> 90 fr=1573 (0.2152), cf=0.975, gamma=2.041, delta=0.110, M=-1.234e+003
29 68 -> ~89 fr=1573 (0.2152), cf=0.975, gamma=2.041, delta=0.110, M=-1.234e+003
21 68 76 -> 90 fr=1573 (0.2152), cf=0.975, gamma=2.041, delta=0.110, M=-1.234e+003
21 68 76 -> ~89 fr=1573 (0.2152), cf=0.975, gamma=2.041, delta=0.110, M=-1.234e+003
68 80 -> 90 fr=1565 (0.2141), cf=0.975, gamma=2.040, delta=0.109, M=-1.225e+003
68 80 -> ~89 fr=1565 (0.2141), cf=0.975, gamma=2.040, delta=0.109, M=-1.225e+003
29 -> 90 fr=1975 (0.2701), cf=0.887, gamma=1.857, delta=0.125, M=-1.179e+003
28 -> ~90 fr=3566 (0.4878), cf=0.701, gamma=1.343, delta=0.125, M=-1.179e+003
76 80 -> 90 fr=1565 (0.2141), cf=0.966, gamma=2.021, delta=0.108, M=-1.179e+003
76 80 -> ~89 fr=1565 (0.2141), cf=0.966, gamma=2.021, delta=0.108, M=-1.179e+003
20 47 -> ~90 fr=2498 (0.3417), cf=0.855, gamma=1.637, delta=0.133, M=-1.171e+003
20 47 -> 89 fr=2498 (0.3417), cf=0.855, gamma=1.637, delta=0.133, M=-1.171e+003
47 71 -> ~90 fr=2713 (0.3711), cf=0.822, gamma=1.574, delta=0.135, M=-1.158e+003
47 71 -> 89 fr=2713 (0.3711), cf=0.822, gamma=1.574, delta=0.135, M=-1.158e+003
21 63 -> 90 fr=2937 (0.4017), cf=0.719, gamma=1.505, delta=0.135, M=-1.156e+003
21 63 -> ~89 fr=2937 (0.4017), cf=0.719, gamma=1.505, delta=0.135, M=-1.156e+003
71 -> ~90 fr=2860 (0.3912), cf=0.800, gamma=1.533, delta=0.136, M=-1.152e+003
71 -> 89 fr=2860 (0.3912), cf=0.800, gamma=1.533, delta=0.136, M=-1.152e+003
21 25 -> 90 fr=2928 (0.4005), cf=0.719, gamma=1.504, delta=0.134, M=-1.143e+003
21 25 -> ~89 fr=2928 (0.4005), cf=0.719, gamma=1.504, delta=0.134, M=-1.143e+003
75 -> 90 fr=1484 (0.2030), cf=0.974, gamma=2.038, delta=0.103, M=-1.141e+003
40 41 47 51 -> ~90 fr=1667 (0.2280), cf=0.964, gamma=1.847, delta=0.105, M=-1.075e+003
40 41 47 51 -> 89 fr=1667 (0.2280), cf=0.964, gamma=1.847, delta=0.105, M=-1.075e+003
26 39 41 66 -> 90 fr=1256 (0.1718), cf=1.000, gamma=2.092, delta=0.090, M=-1.072e+003
26 39 41 66 -> ~89 fr=1256 (0.1718), cf=1.000, gamma=2.092, delta=0.090, M=-1.072e+003
70 -> 90 fr=1208 (0.1652), cf=1.000, gamma=2.092, delta=0.086, M=-1.024e+003
20 51 -> ~90 fr=2329 (0.3186), cf=0.847, gamma=1.622, delta=0.122, M=-1.005e+003
20 51 -> 89 fr=2329 (0.3186), cf=0.847, gamma=1.622, delta=0.122, M=-1.005e+003
39 41 66 -> 90 fr=1344 (0.1838), cf=0.971, gamma=2.032, delta=0.093, M=-9.998e+002
39 41 66 -> ~89 fr=1344 (0.1838), cf=0.971, gamma=2.032, delta=0.093, M=-9.998e+002
20 -> 89 fr=2498 (0.3417), cf=0.820, gamma=1.570, delta=0.124, M=-9.893e+002
21 -> ~89 fr=2945 (0.4028), cf=0.691, gamma=1.445, delta=0.124, M=-9.893e+002
26 39 41 -> 90 fr=1319 (0.1804), cf=0.971, gamma=2.032, delta=0.092, M=-9.784e+002
26 39 41 -> ~89 fr=1319 (0.1804), cf=0.971, gamma=2.032, delta=0.092, M=-9.784e+002
47 -> ~90 fr=3302 (0.4516), cf=0.710, gamma=1.360, delta=0.120, M=-9.560e+002
39 41 -> 90 fr=1407 (0.1924), cf=0.947, gamma=1.981, delta=0.095, M=-9.543e+002
39 41 -> ~89 fr=1407 (0.1924), cf=0.947, gamma=1.981, delta=0.095, M=-9.543e+002
26 41 51 88 -> ~90 fr=1579 (0.2160), cf=0.950, gamma=1.820, delta=0.097, M=-9.408e+002
26 41 51 88 -> 89 fr=1579 (0.2160), cf=0.950, gamma=1.820, delta=0.097, M=-9.408e+002
40 41 51 -> ~90 fr=1667 (0.2280), cf=0.932, gamma=1.786, delta=0.100, M=-9.291e+002
40 41 51 -> 89 fr=1667 (0.2280), cf=0.932, gamma=1.786, delta=0.100, M=-9.291e+002
25 26 80 -> 90 fr=2498 (0.3417), cf=0.741, gamma=1.550, delta=0.121, M=-9.062e+002
26 63 80 -> 90 fr=2498 (0.3417), cf=0.741, gamma=1.550, delta=0.121, M=-9.062e+002
25 26 80 -> ~89 fr=2498 (0.3417), cf=0.741, gamma=1.550, delta=0.121, M=-9.062e+002
26 63 80 -> ~89 fr=2498 (0.3417), cf=0.741, gamma=1.550, delta=0.121, M=-9.062e+002
26 68 -> 90 fr=1565 (0.2141), cf=0.899, gamma=1.882, delta=0.100, M=-9.020e+002
26 68 -> ~89 fr=1565 (0.2141), cf=0.899, gamma=1.882, delta=0.100, M=-9.020e+002
40 73 -> ~90 fr=1187 (0.1624), cf=1.000, gamma=1.915, delta=0.078, M=-8.767e+002
40 73 -> 89 fr=1187 (0.1624), cf=1.000, gamma=1.915, delta=0.078, M=-8.767e+002
26 76 -> 90 fr=1600 (0.2188), cf=0.882, gamma=1.846, delta=0.100, M=-8.654e+002
26 76 -> ~89 fr=1600 (0.2188), cf=0.882, gamma=1.846, delta=0.100, M=-8.654e+002
7 40 -> ~90 fr=1173 (0.1604), cf=1.000, gamma=1.915, delta=0.077, M=-8.649e+002
7 40 -> 89 fr=1173 (0.1604), cf=1.000, gamma=1.915, delta=0.077, M=-8.649e+002
41 51 88 -> ~90 fr=1667 (0.2280), cf=0.910, gamma=1.744, delta=0.097, M=-8.411e+002
41 51 88 -> 89 fr=1667 (0.2280), cf=0.910, gamma=1.744, delta=0.097, M=-8.411e+002
10 26 40 -> 90 fr=1014 (0.1387), cf=1.000, gamma=2.092, delta=0.072, M=-8.386e+002
10 26 40 -> ~89 fr=1014 (0.1387), cf=1.000, gamma=2.092, delta=0.072, M=-8.386e+002
68 76 -> 90 fr=1573 (0.2152), cf=0.880, gamma=1.841, delta=0.098, M=-8.385e+002
68 76 -> ~89 fr=1573 (0.2152), cf=0.880, gamma=1.841, delta=0.098, M=-8.385e+002
40 72 -> ~90 fr=1138 (0.1557), cf=1.000, gamma=1.915, delta=0.074, M=-8.355e+002
40 72 -> 89 fr=1138 (0.1557), cf=1.000, gamma=1.915, delta=0.074, M=-8.355e+002
25 80 -> 90 fr=2538 (0.3471), cf=0.717, gamma=1.500, delta=0.116, M=-8.189e+002
63 80 -> 90 fr=2538 (0.3471), cf=0.717, gamma=1.500, delta=0.116, M=-8.189e+002
25 80 -> ~89 fr=2538 (0.3471), cf=0.717, gamma=1.500, delta=0.116, M=-8.189e+002
63 80 -> ~89 fr=2538 (0.3471), cf=0.717, gamma=1.500, delta=0.116, M=-8.189e+002
26 80 -> 90 fr=2498 (0.3417), cf=0.722, gamma=1.510, delta=0.115, M=-8.166e+002
26 80 -> ~89 fr=2498 (0.3417), cf=0.722, gamma=1.510, delta=0.115, M=-8.166e+002
51 -> ~90 fr=3092 (0.4229), cf=0.696, gamma=1.333, delta=0.106, M=-7.124e+002
73 -> 89 fr=1580 (0.2161), cf=0.888, gamma=1.701, delta=0.089, M=-7.077e+002
27 82 -> ~90 fr=970 (0.1327), cf=1.000, gamma=1.915, delta=0.063, M=-6.982e+002
27 82 -> 89 fr=970 (0.1327), cf=1.000, gamma=1.915, delta=0.063, M=-6.982e+002
21 60 82 -> ~90 fr=970 (0.1327), cf=1.000, gamma=1.915, delta=0.063, M=-6.982e+002
21 55 82 -> ~90 fr=970 (0.1327), cf=1.000, gamma=1.915, delta=0.063, M=-6.982e+002
21 60 82 -> 89 fr=970 (0.1327), cf=1.000, gamma=1.915, delta=0.063, M=-6.982e+002
21 55 82 -> 89 fr=970 (0.1327), cf=1.000, gamma=1.915, delta=0.063, M=-6.982e+002
40 41 -> ~90 fr=1667 (0.2280), cf=0.870, gamma=1.667, delta=0.091, M=-6.975e+002
40 41 -> 89 fr=1667 (0.2280), cf=0.870, gamma=1.667, delta=0.091, M=-6.975e+002
26 63 -> 90 fr=3398 (0.4648), cf=0.572, gamma=1.196, delta=0.076, M=-6.571e+002
26 63 -> ~89 fr=3398 (0.4648), cf=0.572, gamma=1.196, delta=0.076, M=-6.571e+002
72 -> 89 fr=1499 (0.2050), cf=0.884, gamma=1.694, delta=0.084, M=-6.499e+002
25 26 66 -> 90 fr=3300 (0.4514), cf=0.586, gamma=1.226, delta=0.083, M=-6.425e+002
25 26 66 -> ~89 fr=3300 (0.4514), cf=0.586, gamma=1.226, delta=0.083, M=-6.425e+002
52 66 -> 90 fr=796 (0.1089), cf=1.000, gamma=2.092, delta=0.057, M=-6.411e+002
52 66 -> ~89 fr=796 (0.1089), cf=1.000, gamma=2.092, delta=0.057, M=-6.411e+002
59 76 -> 90 fr=778 (0.1064), cf=1.000, gamma=2.092, delta=0.056, M=-6.253e+002
59 76 -> ~89 fr=778 (0.1064), cf=1.000, gamma=2.092, delta=0.056, M=-6.253e+002
59 68 -> 90 fr=778 (0.1064), cf=1.000, gamma=2.092, delta=0.056, M=-6.253e+002
59 68 -> ~89 fr=778 (0.1064), cf=1.000, gamma=2.092, delta=0.056, M=-6.253e+002
25 26 -> 90 fr=3381 (0.4625), cf=0.570, gamma=1.194, delta=0.075, M=-6.229e+002
25 26 -> ~89 fr=3381 (0.4625), cf=0.570, gamma=1.194, delta=0.075, M=-6.229e+002
9 40 68 -> 90 fr=770 (0.1053), cf=1.000, gamma=2.092, delta=0.055, M=-6.183e+002
9 40 68 -> ~89 fr=770 (0.1053), cf=1.000, gamma=2.092, delta=0.055, M=-6.183e+002
52 -> 90 fr=831 (0.1137), cf=0.985, gamma=2.060, delta=0.058, M=-6.140e+002
54 76 -> 90 fr=757 (0.1035), cf=1.000, gamma=2.092, delta=0.054, M=-6.069e+002
54 76 -> ~89 fr=757 (0.1035), cf=1.000, gamma=2.092, delta=0.054, M=-6.069e+002
54 68 -> 90 fr=757 (0.1035), cf=1.000, gamma=2.092, delta=0.054, M=-6.069e+002
54 68 -> ~89 fr=757 (0.1035), cf=1.000, gamma=2.092, delta=0.054, M=-6.069e+002
17 40 68 -> 90 fr=755 (0.1033), cf=1.000, gamma=2.092, delta=0.054, M=-6.052e+002
17 66 68 -> 90 fr=755 (0.1033), cf=1.000, gamma=2.092, delta=0.054, M=-6.052e+002
17 40 68 -> ~89 fr=755 (0.1033), cf=1.000, gamma=2.092, delta=0.054, M=-6.052e+002
17 66 68 -> ~89 fr=755 (0.1033), cf=1.000, gamma=2.092, delta=0.054, M=-6.052e+002
27 40 -> ~90 fr=790 (0.1081), cf=1.000, gamma=1.915, delta=0.052, M=-5.571e+002
27 40 -> 89 fr=790 (0.1081), cf=1.000, gamma=1.915, delta=0.052, M=-5.571e+002
58 -> 89 fr=789 (0.1079), cf=1.000, gamma=1.915, delta=0.052, M=-5.564e+002
9 66 68 -> 90 fr=793 (0.1085), cf=0.974, gamma=2.038, delta=0.055, M=-5.546e+002
9 66 68 -> ~89 fr=793 (0.1085), cf=0.974, gamma=2.038, delta=0.055, M=-5.546e+002
21 43 -> ~90 fr=785 (0.1074), cf=1.000, gamma=1.915, delta=0.051, M=-5.533e+002
21 43 -> 89 fr=785 (0.1074), cf=1.000, gamma=1.915, delta=0.051, M=-5.533e+002
40 81 -> ~90 fr=780 (0.1067), cf=1.000, gamma=1.915, delta=0.051, M=-5.495e+002
40 81 -> 89 fr=780 (0.1067), cf=1.000, gamma=1.915, delta=0.051, M=-5.495e+002
53 -> 89 fr=777 (0.1063), cf=1.000, gamma=1.915, delta=0.051, M=-5.472e+002
27 55 -> ~90 fr=1098 (0.1502), cf=0.926, gamma=1.773, delta=0.065, M=-5.430e+002
27 63 -> ~90 fr=1098 (0.1502), cf=0.926, gamma=1.773, delta=0.065, M=-5.430e+002
27 55 -> 89 fr=1098 (0.1502), cf=0.926, gamma=1.773, delta=0.065, M=-5.430e+002
27 63 -> 89 fr=1098 (0.1502), cf=0.926, gamma=1.773, delta=0.065, M=-5.430e+002
27 -> 89 fr=1098 (0.1502), cf=0.920, gamma=1.761, delta=0.065, M=-5.272e+002
26 -> ~89 fr=3398 (0.4648), cf=0.556, gamma=1.162, delta=0.065, M=-5.272e+002
66 85 -> 90 fr=909 (0.1243), cf=0.915, gamma=1.915, delta=0.059, M=-5.012e+002
66 85 -> ~89 fr=909 (0.1243), cf=0.915, gamma=1.915, delta=0.059, M=-5.012e+002
76 -> 90 fr=1615 (0.2209), cf=0.756, gamma=1.581, delta=0.081, M=-4.858e+002
17 68 -> 90 fr=755 (0.1033), cf=0.946, gamma=1.980, delta=0.051, M=-4.638e+002
17 68 -> ~89 fr=755 (0.1033), cf=0.946, gamma=1.980, delta=0.051, M=-4.638e+002
85 -> 90 fr=909 (0.1243), cf=0.887, gamma=1.856, delta=0.057, M=-4.441e+002
60 82 -> ~90 fr=1285 (0.1758), cf=0.825, gamma=1.581, delta=0.065, M=-3.956e+002
55 82 -> ~90 fr=1285 (0.1758), cf=0.825, gamma=1.581, delta=0.065, M=-3.956e+002
60 82 -> 89 fr=1285 (0.1758), cf=0.825, gamma=1.581, delta=0.065, M=-3.956e+002
55 82 -> 89 fr=1285 (0.1758), cf=0.825, gamma=1.581, delta=0.065, M=-3.956e+002
7 60 -> ~90 fr=869 (0.1189), cf=0.915, gamma=1.752, delta=0.051, M=-3.944e+002
7 60 -> 89 fr=869 (0.1189), cf=0.915, gamma=1.752, delta=0.051, M=-3.944e+002
40 88 -> ~90 fr=1667 (0.2280), cf=0.765, gamma=1.466, delta=0.072, M=-3.873e+002
40 88 -> 89 fr=1667 (0.2280), cf=0.765, gamma=1.466, delta=0.072, M=-3.873e+002
7 55 -> ~90 fr=889 (0.1216), cf=0.903, gamma=1.730, delta=0.051, M=-3.831e+002
7 55 -> 89 fr=889 (0.1216), cf=0.903, gamma=1.730, delta=0.051, M=-3.831e+002
9 68 -> 90 fr=793 (0.1085), cf=0.882, gamma=1.846, delta=0.050, M=-3.728e+002
9 68 -> ~89 fr=793 (0.1085), cf=0.882, gamma=1.846, delta=0.050, M=-3.728e+002
26 41 88 -> ~90 fr=1586 (0.2169), cf=0.769, gamma=1.473, delta=0.070, M=-3.707e+002
26 41 88 -> 89 fr=1586 (0.2169), cf=0.769, gamma=1.473, delta=0.070, M=-3.707e+002
41 88 -> ~90 fr=1674 (0.2290), cf=0.750, gamma=1.437, delta=0.070, M=-3.513e+002
41 88 -> 89 fr=1674 (0.2290), cf=0.750, gamma=1.437, delta=0.070, M=-3.513e+002
31 -> 89 fr=843 (0.1153), cf=0.891, gamma=1.707, delta=0.048, M=-3.397e+002
14 40 -> ~90 fr=768 (0.1050), cf=0.905, gamma=1.733, delta=0.044, M=-3.272e+002
14 40 -> 89 fr=768 (0.1050), cf=0.905, gamma=1.733, delta=0.044, M=-3.272e+002
40 68 -> 90 fr=1536 (0.2101), cf=0.686, gamma=1.436, delta=0.064, M=-2.886e+002
40 68 -> ~89 fr=1536 (0.2101), cf=0.686, gamma=1.436, delta=0.064, M=-2.886e+002
66 68 -> 90 fr=1573 (0.2152), cf=0.679, gamma=1.422, delta=0.064, M=-2.833e+002
66 68 -> ~89 fr=1573 (0.2152), cf=0.679, gamma=1.422, delta=0.064, M=-2.833e+002
25 39 66 -> 90 fr=1612 (0.2205), cf=0.670, gamma=1.403, delta=0.063, M=-2.728e+002
25 39 66 -> ~89 fr=1612 (0.2205), cf=0.670, gamma=1.403, delta=0.063, M=-2.728e+002
39 63 66 -> 90 fr=1604 (0.2194), cf=0.669, gamma=1.400, delta=0.063, M=-2.683e+002
39 63 66 -> ~89 fr=1604 (0.2194), cf=0.669, gamma=1.400, delta=0.063, M=-2.683e+002
25 66 -> 90 fr=3396 (0.4645), cf=0.518, gamma=1.084, delta=0.036, M=-2.308e+002
25 66 -> ~89 fr=3396 (0.4645), cf=0.518, gamma=1.084, delta=0.036, M=-2.308e+002
25 37 63 -> ~90 fr=865 (0.1183), cf=0.805, gamma=1.543, delta=0.042, M=-2.201e+002
25 37 63 -> 89 fr=865 (0.1183), cf=0.805, gamma=1.543, delta=0.042, M=-2.201e+002
63 66 -> 90 fr=3388 (0.4634), cf=0.517, gamma=1.082, delta=0.035, M=-2.200e+002
63 66 -> ~89 fr=3388 (0.4634), cf=0.517, gamma=1.082, delta=0.035, M=-2.200e+002
25 37 -> ~90 fr=865 (0.1183), cf=0.802, gamma=1.537, delta=0.041, M=-2.161e+002
25 37 -> 89 fr=865 (0.1183), cf=0.802, gamma=1.537, delta=0.041, M=-2.161e+002
4 39 63 -> 90 fr=762 (0.1042), cf=0.777, gamma=1.625, delta=0.040, M=-2.145e+002
4 39 63 -> ~89 fr=762 (0.1042), cf=0.777, gamma=1.625, delta=0.040, M=-2.145e+002
4 25 39 -> 90 fr=759 (0.1038), cf=0.776, gamma=1.624, delta=0.040, M=-2.128e+002
4 25 39 -> ~89 fr=759 (0.1038), cf=0.776, gamma=1.624, delta=0.040, M=-2.128e+002
37 63 -> ~90 fr=865 (0.1183), cf=0.799, gamma=1.530, delta=0.041, M=-2.113e+002
37 63 -> 89 fr=865 (0.1183), cf=0.799, gamma=1.530, delta=0.041, M=-2.113e+002
59 -> 90 fr=1171 (0.1602), cf=0.692, gamma=1.448, delta=0.050, M=-2.090e+002
10 40 -> 90 fr=1014 (0.1387), cf=0.717, gamma=1.501, delta=0.046, M=-2.088e+002
10 40 -> ~89 fr=1014 (0.1387), cf=0.717, gamma=1.501, delta=0.046, M=-2.088e+002
37 -> 89 fr=865 (0.1183), cf=0.796, gamma=1.524, delta=0.041, M=-2.075e+002
81 88 -> ~90 fr=807 (0.1104), cf=0.805, gamma=1.541, delta=0.039, M=-2.023e+002
81 88 -> 89 fr=807 (0.1104), cf=0.805, gamma=1.541, delta=0.039, M=-2.023e+002
55 60 -> ~90 fr=2055 (0.2811), cf=0.652, gamma=1.249, delta=0.056, M=-1.934e+002
55 60 -> 89 fr=2055 (0.2811), cf=0.652, gamma=1.249, delta=0.056, M=-1.934e+002
54 -> 90 fr=1142 (0.1562), cf=0.683, gamma=1.428, delta=0.047, M=-1.881e+002
60 -> ~90 fr=2454 (0.3357), cf=0.625, gamma=1.198, delta=0.055, M=-1.854e+002
68 -> 90 fr=1573 (0.2152), cf=0.632, gamma=1.322, delta=0.052, M=-1.838e+002
