23 -> 90 fr=3416 (0.4672), cf=1.000, gamma=2.078, delta=0.242, M=-4.589e+003
21 80 -> 90 fr=2245 (0.3071), cf=0.919, gamma=1.911, delta=0.146, M=-1.583e+003
21 80 -> ~89 fr=2245 (0.3071), cf=0.919, gamma=1.911, delta=0.146, M=-1.583e+003
28 71 -> ~90 fr=2673 (0.3656), cf=0.893, gamma=1.721, delta=0.153, M=-1.574e+003
28 71 -> 89 fr=2673 (0.3656), cf=0.893, gamma=1.721, delta=0.153, M=-1.574e+003
21 25 66 -> 90 fr=2929 (0.4006), cf=0.774, gamma=1.608, delta=0.151, M=-1.450e+003
21 25 66 -> ~89 fr=2929 (0.4006), cf=0.774, gamma=1.608, delta=0.151, M=-1.450e+003
46 -> 90 fr=2012 (0.2752), cf=0.937, gamma=1.947, delta=0.134, M=-1.442e+003
21 63 66 -> 90 fr=2922 (0.3997), cf=0.773, gamma=1.607, delta=0.151, M=-1.440e+003
21 63 66 -> ~89 fr=2922 (0.3997), cf=0.773, gamma=1.607, delta=0.151, M=-1.440e+003
26 29 76 -> 90 fr=1586 (0.2169), cf=1.000, gamma=2.078, delta=0.113, M=-1.402e+003
26 29 76 -> ~89 fr=1586 (0.2169), cf=1.000, gamma=2.078, delta=0.113, M=-1.402e+003
26 66 76 -> 90 fr=1586 (0.2169), cf=1.000, gamma=2.078, delta=0.113, M=-1.402e+003
26 66 76 -> ~89 fr=1586 (0.2169), cf=1.000, gamma=2.078, delta=0.113, M=-1.402e+003
26 29 68 -> 90 fr=1586 (0.2169), cf=1.000, gamma=2.078, delta=0.113, M=-1.402e+003
26 29 68 -> ~89 fr=1586 (0.2169), cf=1.000, gamma=2.078, delta=0.113, M=-1.402e+003
26 68 80 -> 90 fr=1586 (0.2169), cf=1.000, gamma=2.078, delta=0.113, M=-1.402e+003
26 66 68 -> 90 fr=1586 (0.2169), cf=1.000, gamma=2.078, delta=0.113, M=-1.402e+003
26 68 80 -> ~89 fr=1586 (0.2169), cf=1.000, gamma=2.078, delta=0.113, M=-1.402e+003
26 66 68 -> ~89 fr=1586 (0.2169), cf=1.000, gamma=2.078, delta=0.113, M=-1.402e+003
32 -> 90 fr=1582 (0.2164), cf=1.000, gamma=2.078, delta=0.112, M=-1.398e+003
50 -> 90 fr=1950 (0.2667), cf=0.937, gamma=1.947, delta=0.130, M=-1.382e+003
40 76 -> 90 fr=1561 (0.2135), cf=1.000, gamma=2.078, delta=0.111, M=-1.375e+003
40 76 -> ~89 fr=1561 (0.2135), cf=1.000, gamma=2.078, delta=0.111, M=-1.375e+003
29 40 68 -> 90 fr=1561 (0.2135), cf=1.000, gamma=2.078, delta=0.111, M=-1.375e+003
29 40 68 -> ~89 fr=1561 (0.2135), cf=1.000, gamma=2.078, delta=0.111, M=-1.375e+003
21 29 40 -> 90 fr=1561 (0.2135), cf=1.000, gamma=2.078, delta=0.111, M=-1.375e+003
26 29 40 -> 90 fr=1561 (0.2135), cf=1.000, gamma=2.078, delta=0.111, M=-1.375e+003
21 29 40 -> ~89 fr=1561 (0.2135), cf=1.000, gamma=2.078, delta=0.111, M=-1.375e+003
26 29 40 -> ~89 fr=1561 (0.2135), cf=1.000, gamma=2.078, delta=0.111, M=-1.375e+003
40 68 80 -> 90 fr=1561 (0.2135), cf=1.000, gamma=2.078, delta=0.111, M=-1.375e+003
26 40 68 -> 90 fr=1561 (0.2135), cf=1.000, gamma=2.078, delta=0.111, M=-1.375e+003
40 68 80 -> ~89 fr=1561 (0.2135), cf=1.000, gamma=2.078, delta=0.111, M=-1.375e+003
26 40 68 -> ~89 fr=1561 (0.2135), cf=1.000, gamma=2.078, delta=0.111, M=-1.375e+003
26 29 -> 90 fr=1897 (0.2595), cf=0.937, gamma=1.948, delta=0.126, M=-1.332e+003
26 29 -> ~89 fr=1897 (0.2595), cf=0.937, gamma=1.948, delta=0.126, M=-1.332e+003
26 76 80 -> 90 fr=1586 (0.2169), cf=0.991, gamma=2.059, delta=0.112, M=-1.325e+003
26 76 80 -> ~89 fr=1586 (0.2169), cf=0.991, gamma=2.059, delta=0.112, M=-1.325e+003
41 75 -> 90 fr=1491 (0.2039), cf=1.000, gamma=2.078, delta=0.106, M=-1.300e+003
41 75 -> ~89 fr=1491 (0.2039), cf=1.000, gamma=2.078, delta=0.106, M=-1.300e+003
28 75 -> 90 fr=1491 (0.2039), cf=1.000, gamma=2.078, delta=0.106, M=-1.300e+003
28 75 -> ~89 fr=1491 (0.2039), cf=1.000, gamma=2.078, delta=0.106, M=-1.300e+003
20 88 -> ~90 fr=1630 (0.2230), cf=1.000, gamma=1.927, delta=0.107, M=-1.288e+003
20 88 -> 89 fr=1630 (0.2230), cf=1.000, gamma=1.927, delta=0.107, M=-1.288e+003
40 41 88 -> ~90 fr=1630 (0.2230), cf=1.000, gamma=1.927, delta=0.107, M=-1.288e+003
40 41 88 -> 89 fr=1630 (0.2230), cf=1.000, gamma=1.927, delta=0.107, M=-1.288e+003
40 71 88 -> ~90 fr=1630 (0.2230), cf=1.000, gamma=1.927, delta=0.107, M=-1.288e+003
40 71 88 -> 89 fr=1630 (0.2230), cf=1.000, gamma=1.927, delta=0.107, M=-1.288e+003
20 28 -> ~90 fr=2396 (0.3277), cf=0.882, gamma=1.700, delta=0.135, M=-1.257e+003
20 28 -> 89 fr=2396 (0.3277), cf=0.882, gamma=1.700, delta=0.135, M=-1.257e+003
29 76 -> 90 fr=1601 (0.2190), cf=0.974, gamma=2.024, delta=0.111, M=-1.240e+003
29 76 -> ~89 fr=1601 (0.2190), cf=0.974, gamma=2.024, delta=0.111, M=-1.240e+003
66 76 -> 90 fr=1601 (0.2190), cf=0.974, gamma=2.024, delta=0.111, M=-1.240e+003
66 76 -> ~89 fr=1601 (0.2190), cf=0.974, gamma=2.024, delta=0.111, M=-1.240e+003
21 66 -> 90 fr=2929 (0.4006), cf=0.739, gamma=1.536, delta=0.140, M=-1.233e+003
21 66 -> ~89 fr=2929 (0.4006), cf=0.739, gamma=1.536, delta=0.140, M=-1.233e+003
29 68 -> 90 fr=1593 (0.2179), cf=0.974, gamma=2.024, delta=0.110, M=-1.231e+003
29 68 -> ~89 fr=1593 (0.2179), cf=0.974, gamma=2.024, delta=0.110, M=-1.231e+003
21 68 76 -> 90 fr=1593 (0.2179), cf=0.974, gamma=2.024, delta=0.110, M=-1.231e+003
21 68 76 -> ~89 fr=1593 (0.2179), cf=0.974, gamma=2.024, delta=0.110, M=-1.231e+003
68 80 -> 90 fr=1586 (0.2169), cf=0.974, gamma=2.023, delta=0.110, M=-1.224e+003
68 80 -> ~89 fr=1586 (0.2169), cf=0.974, gamma=2.023, delta=0.110, M=-1.224e+003
28 40 88 -> ~90 fr=1546 (0.2115), cf=1.000, gamma=1.927, delta=0.102, M=-1.208e+003
28 40 88 -> 89 fr=1546 (0.2115), cf=1.000, gamma=1.927, delta=0.102, M=-1.208e+003
28 40 -> ~90 fr=2233 (0.3054), cf=0.896, gamma=1.727, delta=0.129, M=-1.200e+003
28 40 -> 89 fr=2233 (0.3054), cf=0.896, gamma=1.727, delta=0.129, M=-1.200e+003
76 80 -> 90 fr=1586 (0.2169), cf=0.965, gamma=2.005, delta=0.109, M=-1.178e+003
76 80 -> ~89 fr=1586 (0.2169), cf=0.965, gamma=2.005, delta=0.109, M=-1.178e+003
29 -> 90 fr=1995 (0.2729), cf=0.887, gamma=1.843, delta=0.125, M=-1.177e+003
28 -> ~90 fr=3539 (0.4841), cf=0.699, gamma=1.348, delta=0.125, M=-1.177e+003
20 47 -> ~90 fr=2480 (0.3392), cf=0.853, gamma=1.644, delta=0.133, M=-1.168e+003
20 47 -> 89 fr=2480 (0.3392), cf=0.853, gamma=1.644, delta=0.133, M=-1.168e+003
21 63 -> 90 fr=2954 (0.4040), cf=0.722, gamma=1.501, delta=0.135, M=-1.156e+003
21 63 -> ~89 fr=2954 (0.4040), cf=0.722, gamma=1.501, delta=0.135, M=-1.156e+003
47 71 -> ~90 fr=2692 (0.3682), cf=0.819, gamma=1.579, delta=0.135, M=-1.151e+003
47 71 -> 89 fr=2692 (0.3682), cf=0.819, gamma=1.579, delta=0.135, M=-1.151e+003
71 -> ~90 fr=2842 (0.3887), cf=0.797, gamma=1.537, delta=0.136, M=-1.146e+003
71 -> 89 fr=2842 (0.3887), cf=0.797, gamma=1.537, delta=0.136, M=-1.146e+003
21 25 -> 90 fr=2945 (0.4028), cf=0.722, gamma=1.500, delta=0.134, M=-1.144e+003
21 25 -> ~89 fr=2945 (0.4028), cf=0.722, gamma=1.500, delta=0.134, M=-1.144e+003
75 -> 90 fr=1491 (0.2039), cf=0.973, gamma=2.021, delta=0.103, M=-1.129e+003
26 39 41 66 -> 90 fr=1253 (0.1714), cf=1.000, gamma=2.078, delta=0.089, M=-1.058e+003
26 39 41 66 -> ~89 fr=1253 (0.1714), cf=1.000, gamma=2.078, delta=0.089, M=-1.058e+003
40 41 47 51 -> ~90 fr=1630 (0.2230), cf=0.962, gamma=1.855, delta=0.103, M=-1.049e+003
40 41 47 51 -> 89 fr=1630 (0.2230), cf=0.962, gamma=1.855, delta=0.103, M=-1.049e+003
70 -> 90 fr=1202 (0.1644), cf=1.000, gamma=2.078, delta=0.085, M=-1.008e+003
20 51 -> ~90 fr=2306 (0.3154), cf=0.843, gamma=1.626, delta=0.121, M=-9.938e+002
20 51 -> 89 fr=2306 (0.3154), cf=0.843, gamma=1.626, delta=0.121, M=-9.938e+002
20 -> 89 fr=2480 (0.3392), cf=0.817, gamma=1.574, delta=0.124, M=-9.824e+002
21 -> ~89 fr=2961 (0.4050), cf=0.693, gamma=1.440, delta=0.124, M=-9.824e+002
39 41 66 -> 90 fr=1344 (0.1838), cf=0.969, gamma=2.014, delta=0.093, M=-9.793e+002
39 41 66 -> ~89 fr=1344 (0.1838), cf=0.969, gamma=2.014, delta=0.093, M=-9.793e+002
26 39 41 -> 90 fr=1315 (0.1799), cf=0.968, gamma=2.012, delta=0.090, M=-9.513e+002
26 39 41 -> ~89 fr=1315 (0.1799), cf=0.968, gamma=2.012, delta=0.090, M=-9.513e+002
47 -> ~90 fr=3278 (0.4484), cf=0.705, gamma=1.359, delta=0.119, M=-9.398e+002
39 41 -> 90 fr=1406 (0.1923), cf=0.942, gamma=1.958, delta=0.094, M=-9.245e+002
39 41 -> ~89 fr=1406 (0.1923), cf=0.942, gamma=1.958, delta=0.094, M=-9.245e+002
26 41 51 88 -> ~90 fr=1546 (0.2115), cf=0.949, gamma=1.829, delta=0.096, M=-9.241e+002
26 41 51 88 -> 89 fr=1546 (0.2115), cf=0.949, gamma=1.829, delta=0.096, M=-9.241e+002
25 26 80 -> 90 fr=2504 (0.3425), cf=0.745, gamma=1.547, delta=0.121, M=-9.058e+002
26 63 80 -> 90 fr=2504 (0.3425), cf=0.745, gamma=1.547, delta=0.121, M=-9.058e+002
25 26 80 -> ~89 fr=2504 (0.3425), cf=0.745, gamma=1.547, delta=0.121, M=-9.058e+002
26 63 80 -> ~89 fr=2504 (0.3425), cf=0.745, gamma=1.547, delta=0.121, M=-9.058e+002
26 68 -> 90 fr=1586 (0.2169), cf=0.899, gamma=1.867, delta=0.101, M=-9.013e+002
26 68 -> ~89 fr=1586 (0.2169), cf=0.899, gamma=1.867, delta=0.101, M=-9.013e+002
40 41 51 -> ~90 fr=1630 (0.2230), cf=0.926, gamma=1.785, delta=0.098, M=-8.904e+002
40 41 51 -> 89 fr=1630 (0.2230), cf=0.926, gamma=1.785, delta=0.098, M=-8.904e+002
40 73 -> ~90 fr=1169 (0.1599), cf=1.000, gamma=1.927, delta=0.077, M=-8.703e+002
40 73 -> 89 fr=1169 (0.1599), cf=1.000, gamma=1.927, delta=0.077, M=-8.703e+002
7 40 -> ~90 fr=1169 (0.1599), cf=1.000, gamma=1.927, delta=0.077, M=-8.703e+002
7 40 -> 89 fr=1169 (0.1599), cf=1.000, gamma=1.927, delta=0.077, M=-8.703e+002
26 76 -> 90 fr=1618 (0.2213), cf=0.879, gamma=1.827, delta=0.100, M=-8.553e+002
26 76 -> ~89 fr=1618 (0.2213), cf=0.879, gamma=1.827, delta=0.100, M=-8.553e+002
10 26 40 -> 90 fr=1033 (0.1413), cf=1.000, gamma=2.078, delta=0.073, M=-8.480e+002
10 26 40 -> ~89 fr=1033 (0.1413), cf=1.000, gamma=2.078, delta=0.073, M=-8.480e+002
68 76 -> 90 fr=1593 (0.2179), cf=0.878, gamma=1.824, delta=0.098, M=-8.322e+002
68 76 -> ~89 fr=1593 (0.2179), cf=0.878, gamma=1.824, delta=0.098, M=-8.322e+002
40 72 -> ~90 fr=1108 (0.1516), cf=1.000, gamma=1.927, delta=0.073, M=-8.188e+002
40 72 -> 89 fr=1108 (0.1516), cf=1.000, gamma=1.927, delta=0.073, M=-8.188e+002
41 51 88 -> ~90 fr=1630 (0.2230), cf=0.908, gamma=1.749, delta=0.096, M=-8.187e+002
41 51 88 -> 89 fr=1630 (0.2230), cf=0.908, gamma=1.749, delta=0.096, M=-8.187e+002
25 80 -> 90 fr=2543 (0.3478), cf=0.721, gamma=1.498, delta=0.116, M=-8.169e+002
63 80 -> 90 fr=2543 (0.3478), cf=0.721, gamma=1.498, delta=0.116, M=-8.169e+002
25 80 -> ~89 fr=2543 (0.3478), cf=0.721, gamma=1.498, delta=0.116, M=-8.169e+002
63 80 -> ~89 fr=2543 (0.3478), cf=0.721, gamma=1.498, delta=0.116, M=-8.169e+002
26 80 -> 90 fr=2504 (0.3425), cf=0.726, gamma=1.508, delta=0.115, M=-8.154e+002
26 80 -> ~89 fr=2504 (0.3425), cf=0.726, gamma=1.508, delta=0.115, M=-8.154e+002
73 -> 89 fr=1568 (0.2145), cf=0.887, gamma=1.710, delta=0.089, M=-7.096e+002
51 -> ~90 fr=3071 (0.4201), cf=0.691, gamma=1.331, delta=0.105, M=-6.987e+002
27 82 -> ~90 fr=951 (0.1301), cf=1.000, gamma=1.927, delta=0.063, M=-6.899e+002
27 82 -> 89 fr=951 (0.1301), cf=1.000, gamma=1.927, delta=0.063, M=-6.899e+002
21 60 82 -> ~90 fr=951 (0.1301), cf=1.000, gamma=1.927, delta=0.063, M=-6.899e+002
21 55 82 -> ~90 fr=951 (0.1301), cf=1.000, gamma=1.927, delta=0.063, M=-6.899e+002
21 60 82 -> 89 fr=951 (0.1301), cf=1.000, gamma=1.927, delta=0.063, M=-6.899e+002
21 55 82 -> 89 fr=951 (0.1301), cf=1.000, gamma=1.927, delta=0.063, M=-6.899e+002
40 41 -> ~90 fr=1630 (0.2230), cf=0.863, gamma=1.663, delta=0.089, M=-6.641e+002
40 41 -> 89 fr=1630 (0.2230), cf=0.863, gamma=1.663, delta=0.089, M=-6.641e+002
25 26 66 -> 90 fr=3326 (0.4549), cf=0.590, gamma=1.225, delta=0.084, M=-6.509e+002
26 63 66 -> 90 fr=3326 (0.4549), cf=0.590, gamma=1.225, delta=0.084, M=-6.509e+002
25 26 66 -> ~89 fr=3326 (0.4549), cf=0.590, gamma=1.225, delta=0.084, M=-6.509e+002
26 63 66 -> ~89 fr=3326 (0.4549), cf=0.590, gamma=1.225, delta=0.084, M=-6.509e+002
26 63 -> 90 fr=3420 (0.4678), cf=0.574, gamma=1.193, delta=0.076, M=-6.503e+002
26 63 -> ~89 fr=3420 (0.4678), cf=0.574, gamma=1.193, delta=0.076, M=-6.503e+002
72 -> 89 fr=1479 (0.2023), cf=0.884, gamma=1.703, delta=0.084, M=-6.468e+002
17 40 68 -> 90 fr=793 (0.1085), cf=1.000, gamma=2.078, delta=0.056, M=-6.323e+002
17 66 68 -> 90 fr=793 (0.1085), cf=1.000, gamma=2.078, delta=0.056, M=-6.323e+002
17 40 68 -> ~89 fr=793 (0.1085), cf=1.000, gamma=2.078, delta=0.056, M=-6.323e+002
17 66 68 -> ~89 fr=793 (0.1085), cf=1.000, gamma=2.078, delta=0.056, M=-6.323e+002
9 40 68 -> 90 fr=787 (0.1076), cf=1.000, gamma=2.078, delta=0.056, M=-6.271e+002
9 40 68 -> ~89 fr=787 (0.1076), cf=1.000, gamma=2.078, delta=0.056, M=-6.271e+002
52 66 -> 90 fr=786 (0.1075), cf=1.000, gamma=2.078, delta=0.056, M=-6.262e+002
52 66 -> ~89 fr=786 (0.1075), cf=1.000, gamma=2.078, delta=0.056, M=-6.262e+002
59 76 -> 90 fr=781 (0.1068), cf=1.000, gamma=2.078, delta=0.055, M=-6.219e+002
59 76 -> ~89 fr=781 (0.1068), cf=1.000, gamma=2.078, delta=0.055, M=-6.219e+002
59 68 -> 90 fr=781 (0.1068), cf=1.000, gamma=2.078, delta=0.055, M=-6.219e+002
59 68 -> ~89 fr=781 (0.1068), cf=1.000, gamma=2.078, delta=0.055, M=-6.219e+002
25 26 -> 90 fr=3404 (0.4656), cf=0.573, gamma=1.191, delta=0.075, M=-6.184e+002
25 26 -> ~89 fr=3404 (0.4656), cf=0.573, gamma=1.191, delta=0.075, M=-6.184e+002
54 76 -> 90 fr=772 (0.1056), cf=1.000, gamma=2.078, delta=0.055, M=-6.141e+002
54 76 -> ~89 fr=772 (0.1056), cf=1.000, gamma=2.078, delta=0.055, M=-6.141e+002
54 68 -> 90 fr=772 (0.1056), cf=1.000, gamma=2.078, delta=0.055, M=-6.141e+002
54 68 -> ~89 fr=772 (0.1056), cf=1.000, gamma=2.078, delta=0.055, M=-6.141e+002
52 -> 90 fr=818 (0.1119), cf=0.983, gamma=2.043, delta=0.057, M=-5.929e+002
9 66 68 -> 90 fr=807 (0.1104), cf=0.975, gamma=2.025, delta=0.056, M=-5.604e+002
9 66 68 -> ~89 fr=807 (0.1104), cf=0.975, gamma=2.025, delta=0.056, M=-5.604e+002
53 -> 89 fr=779 (0.1066), cf=1.000, gamma=1.927, delta=0.051, M=-5.542e+002
21 43 -> ~90 fr=772 (0.1056), cf=1.000, gamma=1.927, delta=0.051, M=-5.488e+002
21 43 -> 89 fr=772 (0.1056), cf=1.000, gamma=1.927, delta=0.051, M=-5.488e+002
58 -> 89 fr=771 (0.1055), cf=1.000, gamma=1.927, delta=0.051, M=-5.480e+002
27 40 -> ~90 fr=771 (0.1055), cf=1.000, gamma=1.927, delta=0.051, M=-5.480e+002
27 40 -> 89 fr=771 (0.1055), cf=1.000, gamma=1.927, delta=0.051, M=-5.480e+002
40 81 -> ~90 fr=768 (0.1050), cf=1.000, gamma=1.927, delta=0.051, M=-5.457e+002
40 81 -> 89 fr=768 (0.1050), cf=1.000, gamma=1.927, delta=0.051, M=-5.457e+002
27 55 -> ~90 fr=1078 (0.1474), cf=0.922, gamma=1.777, delta=0.064, M=-5.298e+002
27 63 -> ~90 fr=1078 (0.1474), cf=0.922, gamma=1.777, delta=0.064, M=-5.298e+002
27 55 -> 89 fr=1078 (0.1474), cf=0.922, gamma=1.777, delta=0.064, M=-5.298e+002
27 63 -> 89 fr=1078 (0.1474), cf=0.922, gamma=1.777, delta=0.064, M=-5.298e+002
26 66 -> 90 fr=3326 (0.4549), cf=0.572, gamma=1.188, delta=0.072, M=-5.193e+002
26 66 -> ~89 fr=3326 (0.4549), cf=0.572, gamma=1.188, delta=0.072, M=-5.193e+002
27 -> 89 fr=1078 (0.1474), cf=0.917, gamma=1.767, delta=0.064, M=-5.162e+002
26 -> ~89 fr=3420 (0.4678), cf=0.557, gamma=1.158, delta=0.064, M=-5.162e+002
66 85 -> 90 fr=921 (0.1260), cf=0.912, gamma=1.895, delta=0.059, M=-4.945e+002
66 85 -> ~89 fr=921 (0.1260), cf=0.912, gamma=1.895, delta=0.059, M=-4.945e+002
17 76 -> 90 fr=804 (0.1100), cf=0.947, gamma=1.968, delta=0.054, M=-4.931e+002
17 76 -> ~89 fr=804 (0.1100), cf=0.947, gamma=1.968, delta=0.054, M=-4.931e+002
17 68 -> 90 fr=793 (0.1085), cf=0.946, gamma=1.967, delta=0.053, M=-4.842e+002
17 68 -> ~89 fr=793 (0.1085), cf=0.946, gamma=1.967, delta=0.053, M=-4.842e+002
76 -> 90 fr=1633 (0.2234), cf=0.755, gamma=1.570, delta=0.081, M=-4.809e+002
85 -> 90 fr=921 (0.1260), cf=0.881, gamma=1.832, delta=0.057, M=-4.338e+002
7 60 -> ~90 fr=865 (0.1183), cf=0.912, gamma=1.759, delta=0.051, M=-3.937e+002
7 60 -> 89 fr=865 (0.1183), cf=0.912, gamma=1.759, delta=0.051, M=-3.937e+002
60 82 -> ~90 fr=1271 (0.1738), cf=0.820, gamma=1.581, delta=0.064, M=-3.866e+002
55 82 -> ~90 fr=1271 (0.1738), cf=0.820, gamma=1.581, delta=0.064, M=-3.866e+002
60 82 -> 89 fr=1271 (0.1738), cf=0.820, gamma=1.581, delta=0.064, M=-3.866e+002
55 82 -> 89 fr=1271 (0.1738), cf=0.820, gamma=1.581, delta=0.064, M=-3.866e+002
7 55 -> ~90 fr=876 (0.1198), cf=0.902, gamma=1.739, delta=0.051, M=-3.800e+002
7 55 -> 89 fr=876 (0.1198), cf=0.902, gamma=1.739, delta=0.051, M=-3.800e+002
26 41 88 -> ~90 fr=1554 (0.2126), cf=0.770, gamma=1.485, delta=0.069, M=-3.729e+002
26 41 88 -> 89 fr=1554 (0.2126), cf=0.770, gamma=1.485, delta=0.069, M=-3.729e+002
9 68 -> 90 fr=807 (0.1104), cf=0.879, gamma=1.827, delta=0.050, M=-3.697e+002
9 68 -> ~89 fr=807 (0.1104), cf=0.879, gamma=1.827, delta=0.050, M=-3.697e+002
40 88 -> ~90 fr=1630 (0.2230), cf=0.758, gamma=1.461, delta=0.070, M=-3.661e+002
40 88 -> 89 fr=1630 (0.2230), cf=0.758, gamma=1.461, delta=0.070, M=-3.661e+002
31 -> 89 fr=849 (0.1161), cf=0.897, gamma=1.728, delta=0.049, M=-3.570e+002
41 88 -> ~90 fr=1638 (0.2240), cf=0.750, gamma=1.446, delta=0.069, M=-3.494e+002
41 88 -> 89 fr=1638 (0.2240), cf=0.750, gamma=1.446, delta=0.069, M=-3.494e+002
40 68 -> 90 fr=1561 (0.2135), cf=0.694, gamma=1.443, delta=0.066, M=-3.043e+002
40 68 -> ~89 fr=1561 (0.2135), cf=0.694, gamma=1.443, delta=0.066, M=-3.043e+002
14 40 -> ~90 fr=743 (0.1016), cf=0.893, gamma=1.721, delta=0.043, M=-3.026e+002
14 40 -> 89 fr=743 (0.1016), cf=0.893, gamma=1.721, delta=0.043, M=-3.026e+002
66 68 -> 90 fr=1593 (0.2179), cf=0.686, gamma=1.425, delta=0.065, M=-2.935e+002
66 68 -> ~89 fr=1593 (0.2179), cf=0.686, gamma=1.425, delta=0.065, M=-2.935e+002
25 39 66 -> 90 fr=1604 (0.2194), cf=0.664, gamma=1.380, delta=0.060, M=-2.478e+002
25 39 66 -> ~89 fr=1604 (0.2194), cf=0.664, gamma=1.380, delta=0.060, M=-2.478e+002
25 66 -> 90 fr=3424 (0.4683), cf=0.523, gamma=1.086, delta=0.037, M=-2.457e+002
25 66 -> ~89 fr=3424 (0.4683), cf=0.523, gamma=1.086, delta=0.037, M=-2.457e+002
39 63 66 -> 90 fr=1597 (0.2184), cf=0.663, gamma=1.378, delta=0.060, M=-2.441e+002
39 63 66 -> ~89 fr=1597 (0.2184), cf=0.663, gamma=1.378, delta=0.060, M=-2.441e+002
63 66 -> 90 fr=3417 (0.4674), cf=0.522, gamma=1.085, delta=0.037, M=-2.359e+002
63 66 -> ~89 fr=3417 (0.4674), cf=0.522, gamma=1.085, delta=0.037, M=-2.359e+002
25 37 63 -> ~90 fr=869 (0.1189), cf=0.810, gamma=1.561, delta=0.043, M=-2.320e+002
25 37 63 -> 89 fr=869 (0.1189), cf=0.810, gamma=1.561, delta=0.043, M=-2.320e+002
25 37 -> ~90 fr=869 (0.1189), cf=0.807, gamma=1.555, delta=0.042, M=-2.280e+002
25 37 -> 89 fr=869 (0.1189), cf=0.807, gamma=1.555, delta=0.042, M=-2.280e+002
37 63 -> ~90 fr=869 (0.1189), cf=0.803, gamma=1.548, delta=0.042, M=-2.229e+002
37 63 -> 89 fr=869 (0.1189), cf=0.803, gamma=1.548, delta=0.042, M=-2.229e+002
10 40 -> 90 fr=1033 (0.1413), cf=0.727, gamma=1.511, delta=0.048, M=-2.222e+002
10 40 -> ~89 fr=1033 (0.1413), cf=0.727, gamma=1.511, delta=0.048, M=-2.222e+002
37 -> 89 fr=869 (0.1189), cf=0.800, gamma=1.542, delta=0.042, M=-2.190e+002
81 88 -> ~90 fr=797 (0.1090), cf=0.809, gamma=1.560, delta=0.039, M=-2.094e+002
81 88 -> 89 fr=797 (0.1090), cf=0.809, gamma=1.560, delta=0.039, M=-2.094e+002
54 -> 90 fr=1163 (0.1591), cf=0.689, gamma=1.432, delta=0.048, M=-1.962e+002
4 39 63 -> 90 fr=755 (0.1033), cf=0.766, gamma=1.591, delta=0.038, M=-1.953e+002
4 39 63 -> ~89 fr=755 (0.1033), cf=0.766, gamma=1.591, delta=0.038, M=-1.953e+002
