23 -> 90 fr=3431 (0.4693), cf=1.000, gamma=2.064, delta=0.242, M=-4.559e+003
25 66 -> ~89 fr=3442 (0.4708), cf=0.523, gamma=1.080, delta=0.035, M=-2.214e+002
10 40 -> 90 fr=1051 (0.1438), cf=0.723, gamma=1.492, delta=0.047, M=-2.150e+002
10 40 -> ~89 fr=1051 (0.1438), cf=0.723, gamma=1.492, delta=0.047, M=-2.150e+002
25 37 63 -> ~90 fr=854 (0.1168), cf=0.795, gamma=1.542, delta=0.041, M=-2.128e+002
25 37 63 -> 89 fr=854 (0.1168), cf=0.795, gamma=1.542, delta=0.041, M=-2.128e+002
63 66 -> 90 fr=3434 (0.4697), cf=0.523, gamma=1.079, delta=0.034, M=-2.109e+002
63 66 -> ~89 fr=3434 (0.4697), cf=0.523, gamma=1.079, delta=0.034, M=-2.109e+002
25 37 -> ~90 fr=854 (0.1168), cf=0.792, gamma=1.537, delta=0.041, M=-2.090e+002
25 37 -> 89 fr=854 (0.1168), cf=0.792, gamma=1.537, delta=0.041, M=-2.090e+002
37 63 -> ~90 fr=854 (0.1168), cf=0.789, gamma=1.530, delta=0.040, M=-2.044e+002
37 63 -> 89 fr=854 (0.1168), cf=0.789, gamma=1.530, delta=0.040, M=-2.044e+002
54 -> 90 fr=1168 (0.1598), cf=0.697, gamma=1.439, delta=0.049, M=-2.041e+002
4 39 63 -> 90 fr=764 (0.1045), cf=0.775, gamma=1.599, delta=0.039, M=-2.041e+002
4 39 63 -> ~89 fr=764 (0.1045), cf=0.775, gamma=1.599, delta=0.039, M=-2.041e+002
4 25 39 -> 90 fr=760 (0.1040), cf=0.774, gamma=1.597, delta=0.039, M=-2.018e+002
4 25 39 -> ~89 fr=760 (0.1040), cf=0.774, gamma=1.597, delta=0.039, M=-2.018e+002
37 -> 89 fr=854 (0.1168), cf=0.786, gamma=1.524, delta=0.040, M=-2.007e+002
81 88 -> ~90 fr=787 (0.1076), cf=0.799, gamma=1.550, delta=0.038, M=-1.984e+002
81 88 -> 89 fr=787 (0.1076), cf=0.799, gamma=1.550, delta=0.038, M=-1.984e+002
59 -> 90 fr=1171 (0.1602), cf=0.693, gamma=1.430, delta=0.048, M=-1.979e+002
55 60 -> ~90 fr=2046 (0.2799), cf=0.645, gamma=1.251, delta=0.056, M=-1.935e+002
