23 -> 90 fr=3435 (0.4698), cf=1.000, gamma=2.063, delta=0.242, M=-4.566e+003
26 50 -> ~89 fr=1955 (0.2674), cf=1.000, gamma=2.063, delta=0.138, M=-1.807e+003
50 66 -> ~89 fr=1955 (0.2674), cf=1.000, gamma=2.063, delta=0.138, M=-1.807e+003
21 25 80 -> 90 fr=2250 (0.3078), cf=0.955, gamma=1.970, delta=0.152, M=-1.789e+003
21 63 80 -> 90 fr=2250 (0.3078), cf=0.955, gamma=1.970, delta=0.152, M=-1.789e+003
21 25 80 -> ~89 fr=2250 (0.3078), cf=0.955, gamma=1.970, delta=0.152, M=-1.789e+003
21 63 80 -> ~89 fr=2250 (0.3078), cf=0.955, gamma=1.970, delta=0.152, M=-1.789e+003
21 80 -> 90 fr=2250 (0.3078), cf=0.922, gamma=1.902, delta=0.146, M=-1.580e+003
21 80 -> ~89 fr=2250 (0.3078), cf=0.922, gamma=1.902, delta=0.146, M=-1.580e+003
28 71 -> ~90 fr=2649 (0.3623), cf=0.888, gamma=1.723, delta=0.152, M=-1.549e+003
28 71 -> 89 fr=2649 (0.3623), cf=0.888, gamma=1.723, delta=0.152, M=-1.549e+003
46 -> 90 fr=2005 (0.2742), cf=0.939, gamma=1.936, delta=0.133, M=-1.425e+003
21 25 66 -> 90 fr=2935 (0.4014), cf=0.775, gamma=1.598, delta=0.150, M=-1.424e+003
21 25 66 -> ~89 fr=2935 (0.4014), cf=0.775, gamma=1.598, delta=0.150, M=-1.424e+003
21 63 66 -> 90 fr=2927 (0.4004), cf=0.774, gamma=1.597, delta=0.150, M=-1.412e+003
21 63 66 -> ~89 fr=2927 (0.4004), cf=0.774, gamma=1.597, delta=0.150, M=-1.412e+003
26 29 76 -> 90 fr=1577 (0.2157), cf=1.000, gamma=2.063, delta=0.111, M=-1.377e+003
26 29 76 -> ~89 fr=1577 (0.2157), cf=1.000, gamma=2.063, delta=0.111, M=-1.377e+003
26 66 76 -> 90 fr=1577 (0.2157), cf=1.000, gamma=2.063, delta=0.111, M=-1.377e+003
26 66 76 -> ~89 fr=1577 (0.2157), cf=1.000, gamma=2.063, delta=0.111, M=-1.377e+003
26 29 68 -> 90 fr=1577 (0.2157), cf=1.000, gamma=2.063, delta=0.111, M=-1.377e+003
26 29 68 -> ~89 fr=1577 (0.2157), cf=1.000, gamma=2.063, delta=0.111, M=-1.377e+003
26 68 80 -> 90 fr=1577 (0.2157), cf=1.000, gamma=2.063, delta=0.111, M=-1.377e+003
26 66 68 -> 90 fr=1577 (0.2157), cf=1.000, gamma=2.063, delta=0.111, M=-1.377e+003
26 68 80 -> ~89 fr=1577 (0.2157), cf=1.000, gamma=2.063, delta=0.111, M=-1.377e+003
26 66 68 -> ~89 fr=1577 (0.2157), cf=1.000, gamma=2.063, delta=0.111, M=-1.377e+003
32 -> 90 fr=1572 (0.2150), cf=1.000, gamma=2.063, delta=0.111, M=-1.372e+003
50 -> 90 fr=1955 (0.2674), cf=0.936, gamma=1.932, delta=0.129, M=-1.363e+003
40 76 -> 90 fr=1548 (0.2117), cf=1.000, gamma=2.063, delta=0.109, M=-1.346e+003
40 76 -> ~89 fr=1548 (0.2117), cf=1.000, gamma=2.063, delta=0.109, M=-1.346e+003
29 40 68 -> 90 fr=1548 (0.2117), cf=1.000, gamma=2.063, delta=0.109, M=-1.346e+003
29 40 68 -> ~89 fr=1548 (0.2117), cf=1.000, gamma=2.063, delta=0.109, M=-1.346e+003
21 29 40 -> 90 fr=1548 (0.2117), cf=1.000, gamma=2.063, delta=0.109, M=-1.346e+003
26 29 40 -> 90 fr=1548 (0.2117), cf=1.000, gamma=2.063, delta=0.109, M=-1.346e+003
21 29 40 -> ~89 fr=1548 (0.2117), cf=1.000, gamma=2.063, delta=0.109, M=-1.346e+003
26 29 40 -> ~89 fr=1548 (0.2117), cf=1.000, gamma=2.063, delta=0.109, M=-1.346e+003
40 68 80 -> 90 fr=1548 (0.2117), cf=1.000, gamma=2.063, delta=0.109, M=-1.346e+003
26 40 68 -> 90 fr=1548 (0.2117), cf=1.000, gamma=2.063, delta=0.109, M=-1.346e+003
40 68 80 -> ~89 fr=1548 (0.2117), cf=1.000, gamma=2.063, delta=0.109, M=-1.346e+003
26 40 68 -> ~89 fr=1548 (0.2117), cf=1.000, gamma=2.063, delta=0.109, M=-1.346e+003
41 75 -> 90 fr=1512 (0.2068), cf=1.000, gamma=2.063, delta=0.107, M=-1.308e+003
41 75 -> ~89 fr=1512 (0.2068), cf=1.000, gamma=2.063, delta=0.107, M=-1.308e+003
28 75 -> 90 fr=1512 (0.2068), cf=1.000, gamma=2.063, delta=0.107, M=-1.308e+003
28 75 -> ~89 fr=1512 (0.2068), cf=1.000, gamma=2.063, delta=0.107, M=-1.308e+003
20 88 -> ~90 fr=1630 (0.2230), cf=1.000, gamma=1.941, delta=0.108, M=-1.302e+003
20 88 -> 89 fr=1630 (0.2230), cf=1.000, gamma=1.941, delta=0.108, M=-1.302e+003
40 41 88 -> ~90 fr=1630 (0.2230), cf=1.000, gamma=1.941, delta=0.108, M=-1.302e+003
40 41 88 -> 89 fr=1630 (0.2230), cf=1.000, gamma=1.941, delta=0.108, M=-1.302e+003
40 71 88 -> ~90 fr=1630 (0.2230), cf=1.000, gamma=1.941, delta=0.108, M=-1.302e+003
40 71 88 -> 89 fr=1630 (0.2230), cf=1.000, gamma=1.941, delta=0.108, M=-1.302e+003
26 29 -> 90 fr=1896 (0.2593), cf=0.935, gamma=1.929, delta=0.125, M=-1.300e+003
26 29 -> ~89 fr=1896 (0.2593), cf=0.935, gamma=1.929, delta=0.125, M=-1.300e+003
26 76 80 -> 90 fr=1577 (0.2157), cf=0.990, gamma=2.042, delta=0.110, M=-1.296e+003
26 76 80 -> ~89 fr=1577 (0.2157), cf=0.990, gamma=2.042, delta=0.110, M=-1.296e+003
20 28 -> ~90 fr=2374 (0.3247), cf=0.877, gamma=1.701, delta=0.134, M=-1.234e+003
20 28 -> 89 fr=2374 (0.3247), cf=0.877, gamma=1.701, delta=0.134, M=-1.234e+003
29 76 -> 90 fr=1592 (0.2178), cf=0.975, gamma=2.011, delta=0.109, M=-1.221e+003
29 76 -> ~89 fr=1592 (0.2178), cf=0.975, gamma=2.011, delta=0.109, M=-1.221e+003
66 76 -> 90 fr=1592 (0.2178), cf=0.975, gamma=2.011, delta=0.109, M=-1.221e+003
66 76 -> ~89 fr=1592 (0.2178), cf=0.975, gamma=2.011, delta=0.109, M=-1.221e+003
21 66 -> 90 fr=2935 (0.4014), cf=0.742, gamma=1.530, delta=0.139, M=-1.217e+003
21 66 -> ~89 fr=2935 (0.4014), cf=0.742, gamma=1.530, delta=0.139, M=-1.217e+003
28 40 88 -> ~90 fr=1539 (0.2105), cf=1.000, gamma=1.941, delta=0.102, M=-1.215e+003
28 40 88 -> 89 fr=1539 (0.2105), cf=1.000, gamma=1.941, delta=0.102, M=-1.215e+003
29 68 -> 90 fr=1585 (0.2168), cf=0.975, gamma=2.011, delta=0.109, M=-1.214e+003
29 68 -> ~89 fr=1585 (0.2168), cf=0.975, gamma=2.011, delta=0.109, M=-1.214e+003
21 68 76 -> 90 fr=1585 (0.2168), cf=0.975, gamma=2.011, delta=0.109, M=-1.214e+003
21 68 76 -> ~89 fr=1585 (0.2168), cf=0.975, gamma=2.011, delta=0.109, M=-1.214e+003
68 80 -> 90 fr=1577 (0.2157), cf=0.975, gamma=2.011, delta=0.108, M=-1.206e+003
68 80 -> ~89 fr=1577 (0.2157), cf=0.975, gamma=2.011, delta=0.108, M=-1.206e+003
28 40 -> ~90 fr=2220 (0.3037), cf=0.892, gamma=1.731, delta=0.128, M=-1.189e+003
28 40 -> 89 fr=2220 (0.3037), cf=0.892, gamma=1.731, delta=0.128, M=-1.189e+003
20 47 -> ~90 fr=2465 (0.3372), cf=0.849, gamma=1.647, delta=0.132, M=-1.158e+003
20 47 -> 89 fr=2465 (0.3372), cf=0.849, gamma=1.647, delta=0.132, M=-1.158e+003
76 80 -> 90 fr=1577 (0.2157), cf=0.965, gamma=1.991, delta=0.107, M=-1.157e+003
76 80 -> ~89 fr=1577 (0.2157), cf=0.965, gamma=1.991, delta=0.107, M=-1.157e+003
47 71 -> ~90 fr=2683 (0.3670), cf=0.814, gamma=1.580, delta=0.135, M=-1.144e+003
47 71 -> 89 fr=2683 (0.3670), cf=0.814, gamma=1.580, delta=0.135, M=-1.144e+003
29 -> 90 fr=1999 (0.2734), cf=0.883, gamma=1.822, delta=0.123, M=-1.143e+003
28 -> ~90 fr=3503 (0.4791), cf=0.694, gamma=1.347, delta=0.123, M=-1.143e+003
75 -> 90 fr=1512 (0.2068), cf=0.972, gamma=2.006, delta=0.104, M=-1.133e+003
21 63 -> 90 fr=2960 (0.4049), cf=0.723, gamma=1.492, delta=0.133, M=-1.129e+003
21 63 -> ~89 fr=2960 (0.4049), cf=0.723, gamma=1.492, delta=0.133, M=-1.129e+003
71 -> ~90 fr=2829 (0.3870), cf=0.791, gamma=1.535, delta=0.135, M=-1.129e+003
71 -> 89 fr=2829 (0.3870), cf=0.791, gamma=1.535, delta=0.135, M=-1.129e+003
21 25 -> 90 fr=2951 (0.4036), cf=0.723, gamma=1.491, delta=0.133, M=-1.117e+003
21 25 -> ~89 fr=2951 (0.4036), cf=0.723, gamma=1.491, delta=0.133, M=-1.117e+003
40 41 47 51 -> ~90 fr=1630 (0.2230), cf=0.962, gamma=1.867, delta=0.104, M=-1.063e+003
40 41 47 51 -> 89 fr=1630 (0.2230), cf=0.962, gamma=1.867, delta=0.104, M=-1.063e+003
26 39 41 66 -> 90 fr=1262 (0.1726), cf=1.000, gamma=2.063, delta=0.089, M=-1.055e+003
26 39 41 66 -> ~89 fr=1262 (0.1726), cf=1.000, gamma=2.063, delta=0.089, M=-1.055e+003
70 -> 90 fr=1211 (0.1656), cf=1.000, gamma=2.063, delta=0.085, M=-1.006e+003
39 41 66 -> 90 fr=1357 (0.1856), cf=0.971, gamma=2.002, delta=0.093, M=-9.857e+002
39 41 66 -> ~89 fr=1357 (0.1856), cf=0.971, gamma=2.002, delta=0.093, M=-9.857e+002
20 51 -> ~90 fr=2288 (0.3130), cf=0.839, gamma=1.628, delta=0.121, M=-9.802e+002
20 51 -> 89 fr=2288 (0.3130), cf=0.839, gamma=1.628, delta=0.121, M=-9.802e+002
20 -> 89 fr=2465 (0.3372), cf=0.811, gamma=1.573, delta=0.123, M=-9.658e+002
21 -> ~89 fr=2968 (0.4060), cf=0.695, gamma=1.434, delta=0.123, M=-9.658e+002
26 39 41 -> 90 fr=1327 (0.1815), cf=0.967, gamma=1.995, delta=0.091, M=-9.450e+002
26 39 41 -> ~89 fr=1327 (0.1815), cf=0.967, gamma=1.995, delta=0.091, M=-9.450e+002
47 -> ~90 fr=3262 (0.4462), cf=0.700, gamma=1.359, delta=0.118, M=-9.332e+002
26 41 51 88 -> ~90 fr=1539 (0.2105), cf=0.948, gamma=1.840, delta=0.096, M=-9.285e+002
26 41 51 88 -> 89 fr=1539 (0.2105), cf=0.948, gamma=1.840, delta=0.096, M=-9.285e+002
39 41 -> 90 fr=1422 (0.1945), cf=0.943, gamma=1.945, delta=0.095, M=-9.270e+002
39 41 -> ~89 fr=1422 (0.1945), cf=0.943, gamma=1.945, delta=0.095, M=-9.270e+002
25 26 80 -> 90 fr=2521 (0.3448), cf=0.748, gamma=1.542, delta=0.121, M=-9.068e+002
26 63 80 -> 90 fr=2521 (0.3448), cf=0.748, gamma=1.542, delta=0.121, M=-9.068e+002
25 26 80 -> ~89 fr=2521 (0.3448), cf=0.748, gamma=1.542, delta=0.121, M=-9.068e+002
26 63 80 -> ~89 fr=2521 (0.3448), cf=0.748, gamma=1.542, delta=0.121, M=-9.068e+002
40 41 51 -> ~90 fr=1630 (0.2230), cf=0.925, gamma=1.794, delta=0.099, M=-8.977e+002
40 41 51 -> 89 fr=1630 (0.2230), cf=0.925, gamma=1.794, delta=0.099, M=-8.977e+002
26 68 -> 90 fr=1577 (0.2157), cf=0.901, gamma=1.859, delta=0.100, M=-8.898e+002
26 68 -> ~89 fr=1577 (0.2157), cf=0.901, gamma=1.859, delta=0.100, M=-8.898e+002
7 40 -> ~90 fr=1154 (0.1578), cf=1.000, gamma=1.941, delta=0.077, M=-8.671e+002
7 40 -> 89 fr=1154 (0.1578), cf=1.000, gamma=1.941, delta=0.077, M=-8.671e+002
10 26 40 -> 90 fr=1046 (0.1431), cf=1.000, gamma=2.063, delta=0.074, M=-8.509e+002
10 26 40 -> ~89 fr=1046 (0.1431), cf=1.000, gamma=2.063, delta=0.074, M=-8.509e+002
40 73 -> ~90 fr=1135 (0.1552), cf=1.000, gamma=1.941, delta=0.075, M=-8.508e+002
40 73 -> 89 fr=1135 (0.1552), cf=1.000, gamma=1.941, delta=0.075, M=-8.508e+002
40 72 -> ~90 fr=1132 (0.1548), cf=1.000, gamma=1.941, delta=0.075, M=-8.483e+002
40 72 -> 89 fr=1132 (0.1548), cf=1.000, gamma=1.941, delta=0.075, M=-8.483e+002
26 76 -> 90 fr=1610 (0.2202), cf=0.881, gamma=1.817, delta=0.099, M=-8.403e+002
26 76 -> ~89 fr=1610 (0.2202), cf=0.881, gamma=1.817, delta=0.099, M=-8.403e+002
68 76 -> 90 fr=1585 (0.2168), cf=0.881, gamma=1.818, delta=0.098, M=-8.243e+002
68 76 -> ~89 fr=1585 (0.2168), cf=0.881, gamma=1.818, delta=0.098, M=-8.243e+002
41 51 88 -> ~90 fr=1630 (0.2230), cf=0.905, gamma=1.756, delta=0.096, M=-8.209e+002
41 51 88 -> 89 fr=1630 (0.2230), cf=0.905, gamma=1.756, delta=0.096, M=-8.209e+002
26 80 -> 90 fr=2521 (0.3448), cf=0.729, gamma=1.505, delta=0.116, M=-8.197e+002
26 80 -> ~89 fr=2521 (0.3448), cf=0.729, gamma=1.505, delta=0.116, M=-8.197e+002
25 80 -> 90 fr=2565 (0.3508), cf=0.723, gamma=1.491, delta=0.116, M=-8.169e+002
63 80 -> 90 fr=2565 (0.3508), cf=0.723, gamma=1.491, delta=0.116, M=-8.169e+002
25 80 -> ~89 fr=2565 (0.3508), cf=0.723, gamma=1.491, delta=0.116, M=-8.169e+002
63 80 -> ~89 fr=2565 (0.3508), cf=0.723, gamma=1.491, delta=0.116, M=-8.169e+002
27 82 -> ~90 fr=945 (0.1293), cf=1.000, gamma=1.941, delta=0.063, M=-6.926e+002
27 82 -> 89 fr=945 (0.1293), cf=1.000, gamma=1.941, delta=0.063, M=-6.926e+002
21 60 82 -> ~90 fr=945 (0.1293), cf=1.000, gamma=1.941, delta=0.063, M=-6.926e+002
21 55 82 -> ~90 fr=945 (0.1293), cf=1.000, gamma=1.941, delta=0.063, M=-6.926e+002
21 60 82 -> 89 fr=945 (0.1293), cf=1.000, gamma=1.941, delta=0.063, M=-6.926e+002
21 55 82 -> 89 fr=945 (0.1293), cf=1.000, gamma=1.941, delta=0.063, M=-6.926e+002
51 -> ~90 fr=3038 (0.4155), cf=0.687, gamma=1.334, delta=0.104, M=-6.886e+002
73 -> 89 fr=1539 (0.2105), cf=0.880, gamma=1.709, delta=0.087, M=-6.825e+002
72 -> 89 fr=1492 (0.2041), cf=0.883, gamma=1.713, delta=0.085, M=-6.635e+002
40 41 -> ~90 fr=1630 (0.2230), cf=0.858, gamma=1.666, delta=0.089, M=-6.621e+002
40 41 -> 89 fr=1630 (0.2230), cf=0.858, gamma=1.666, delta=0.089, M=-6.621e+002
26 63 -> 90 fr=3441 (0.4707), cf=0.577, gamma=1.191, delta=0.075, M=-6.420e+002
26 63 -> ~89 fr=3441 (0.4707), cf=0.577, gamma=1.191, delta=0.075, M=-6.420e+002
25 26 66 -> 90 fr=3343 (0.4573), cf=0.592, gamma=1.221, delta=0.083, M=-6.370e+002
25 26 66 -> ~89 fr=3343 (0.4573), cf=0.592, gamma=1.221, delta=0.083, M=-6.370e+002
52 66 -> 90 fr=794 (0.1086), cf=1.000, gamma=2.063, delta=0.056, M=-6.266e+002
52 66 -> ~89 fr=794 (0.1086), cf=1.000, gamma=2.063, delta=0.056, M=-6.266e+002
54 76 -> 90 fr=776 (0.1061), cf=1.000, gamma=2.063, delta=0.055, M=-6.111e+002
54 76 -> ~89 fr=776 (0.1061), cf=1.000, gamma=2.063, delta=0.055, M=-6.111e+002
54 68 -> 90 fr=776 (0.1061), cf=1.000, gamma=2.063, delta=0.055, M=-6.111e+002
54 68 -> ~89 fr=776 (0.1061), cf=1.000, gamma=2.063, delta=0.055, M=-6.111e+002
59 76 -> 90 fr=774 (0.1059), cf=1.000, gamma=2.063, delta=0.055, M=-6.094e+002
59 76 -> ~89 fr=774 (0.1059), cf=1.000, gamma=2.063, delta=0.055, M=-6.094e+002
59 68 -> 90 fr=774 (0.1059), cf=1.000, gamma=2.063, delta=0.055, M=-6.094e+002
59 68 -> ~89 fr=774 (0.1059), cf=1.000, gamma=2.063, delta=0.055, M=-6.094e+002
25 26 -> 90 fr=3424 (0.4683), cf=0.576, gamma=1.188, delta=0.074, M=-6.089e+002
25 26 -> ~89 fr=3424 (0.4683), cf=0.576, gamma=1.188, delta=0.074, M=-6.089e+002
17 40 68 -> 90 fr=772 (0.1056), cf=1.000, gamma=2.063, delta=0.054, M=-6.076e+002
17 66 68 -> 90 fr=772 (0.1056), cf=1.000, gamma=2.063, delta=0.054, M=-6.076e+002
17 40 68 -> ~89 fr=772 (0.1056), cf=1.000, gamma=2.063, delta=0.054, M=-6.076e+002
17 66 68 -> ~89 fr=772 (0.1056), cf=1.000, gamma=2.063, delta=0.054, M=-6.076e+002
9 40 68 -> 90 fr=771 (0.1055), cf=1.000, gamma=2.063, delta=0.054, M=-6.068e+002
9 40 68 -> ~89 fr=771 (0.1055), cf=1.000, gamma=2.063, delta=0.054, M=-6.068e+002
52 -> 90 fr=827 (0.1131), cf=0.982, gamma=2.026, delta=0.057, M=-5.903e+002
27 40 -> ~90 fr=772 (0.1056), cf=1.000, gamma=1.941, delta=0.051, M=-5.547e+002
27 40 -> 89 fr=772 (0.1056), cf=1.000, gamma=1.941, delta=0.051, M=-5.547e+002
21 43 -> ~90 fr=770 (0.1053), cf=1.000, gamma=1.941, delta=0.051, M=-5.532e+002
21 43 -> 89 fr=770 (0.1053), cf=1.000, gamma=1.941, delta=0.051, M=-5.532e+002
58 -> 89 fr=769 (0.1052), cf=1.000, gamma=1.941, delta=0.051, M=-5.524e+002
53 -> 89 fr=769 (0.1052), cf=1.000, gamma=1.941, delta=0.051, M=-5.524e+002
40 81 -> ~90 fr=769 (0.1052), cf=1.000, gamma=1.941, delta=0.051, M=-5.524e+002
40 81 -> 89 fr=769 (0.1052), cf=1.000, gamma=1.941, delta=0.051, M=-5.524e+002
9 66 68 -> 90 fr=793 (0.1085), cf=0.975, gamma=2.012, delta=0.055, M=-5.452e+002
9 66 68 -> ~89 fr=793 (0.1085), cf=0.975, gamma=2.012, delta=0.055, M=-5.452e+002
27 55 -> ~90 fr=1077 (0.1473), cf=0.919, gamma=1.783, delta=0.065, M=-5.293e+002
27 63 -> ~90 fr=1077 (0.1473), cf=0.919, gamma=1.783, delta=0.065, M=-5.293e+002
27 55 -> 89 fr=1077 (0.1473), cf=0.919, gamma=1.783, delta=0.065, M=-5.293e+002
27 63 -> 89 fr=1077 (0.1473), cf=0.919, gamma=1.783, delta=0.065, M=-5.293e+002
27 -> 89 fr=1077 (0.1473), cf=0.913, gamma=1.771, delta=0.064, M=-5.141e+002
26 -> ~89 fr=3441 (0.4707), cf=0.561, gamma=1.158, delta=0.064, M=-5.141e+002
66 85 -> 90 fr=917 (0.1254), cf=0.914, gamma=1.886, delta=0.059, M=-4.898e+002
66 85 -> ~89 fr=917 (0.1254), cf=0.914, gamma=1.886, delta=0.059, M=-4.898e+002
17 76 -> 90 fr=782 (0.1070), cf=0.948, gamma=1.955, delta=0.052, M=-4.738e+002
17 76 -> ~89 fr=782 (0.1070), cf=0.948, gamma=1.955, delta=0.052, M=-4.738e+002
76 -> 90 fr=1625 (0.2223), cf=0.757, gamma=1.561, delta=0.080, M=-4.686e+002
17 68 -> 90 fr=772 (0.1056), cf=0.947, gamma=1.954, delta=0.052, M=-4.658e+002
17 68 -> ~89 fr=772 (0.1056), cf=0.947, gamma=1.954, delta=0.052, M=-4.658e+002
85 -> 90 fr=917 (0.1254), cf=0.882, gamma=1.819, delta=0.056, M=-4.254e+002
60 82 -> ~90 fr=1267 (0.1733), cf=0.818, gamma=1.588, delta=0.064, M=-3.903e+002
55 82 -> ~90 fr=1267 (0.1733), cf=0.818, gamma=1.588, delta=0.064, M=-3.903e+002
60 82 -> 89 fr=1267 (0.1733), cf=0.818, gamma=1.588, delta=0.064, M=-3.903e+002
55 82 -> 89 fr=1267 (0.1733), cf=0.818, gamma=1.588, delta=0.064, M=-3.903e+002
7 60 -> ~90 fr=862 (0.1179), cf=0.906, gamma=1.759, delta=0.051, M=-3.870e+002
7 60 -> 89 fr=862 (0.1179), cf=0.906, gamma=1.759, delta=0.051, M=-3.870e+002
40 88 -> ~90 fr=1630 (0.2230), cf=0.762, gamma=1.478, delta=0.072, M=-3.864e+002
40 88 -> 89 fr=1630 (0.2230), cf=0.762, gamma=1.478, delta=0.072, M=-3.864e+002
7 55 -> ~90 fr=881 (0.1205), cf=0.894, gamma=1.736, delta=0.051, M=-3.745e+002
7 55 -> 89 fr=881 (0.1205), cf=0.894, gamma=1.736, delta=0.051, M=-3.745e+002
26 41 88 -> ~90 fr=1547 (0.2116), cf=0.765, gamma=1.484, delta=0.069, M=-3.668e+002
26 41 88 -> 89 fr=1547 (0.2116), cf=0.765, gamma=1.484, delta=0.069, M=-3.668e+002
9 68 -> 90 fr=793 (0.1085), cf=0.881, gamma=1.818, delta=0.049, M=-3.599e+002
9 68 -> ~89 fr=793 (0.1085), cf=0.881, gamma=1.818, delta=0.049, M=-3.599e+002
31 -> 89 fr=825 (0.1128), cf=0.896, gamma=1.739, delta=0.048, M=-3.501e+002
41 88 -> ~90 fr=1638 (0.2240), cf=0.744, gamma=1.444, delta=0.069, M=-3.447e+002
41 88 -> 89 fr=1638 (0.2240), cf=0.744, gamma=1.444, delta=0.069, M=-3.447e+002
14 40 -> ~90 fr=744 (0.1018), cf=0.894, gamma=1.736, delta=0.043, M=-3.098e+002
14 40 -> 89 fr=744 (0.1018), cf=0.894, gamma=1.736, delta=0.043, M=-3.098e+002
40 68 -> 90 fr=1548 (0.2117), cf=0.694, gamma=1.433, delta=0.064, M=-2.910e+002
40 68 -> ~89 fr=1548 (0.2117), cf=0.694, gamma=1.433, delta=0.064, M=-2.910e+002
66 68 -> 90 fr=1585 (0.2168), cf=0.687, gamma=1.417, delta=0.064, M=-2.843e+002
66 68 -> ~89 fr=1585 (0.2168), cf=0.687, gamma=1.417, delta=0.064, M=-2.843e+002
25 39 66 -> 90 fr=1629 (0.2228), cf=0.669, gamma=1.381, delta=0.061, M=-2.556e+002
25 39 66 -> ~89 fr=1629 (0.2228), cf=0.669, gamma=1.381, delta=0.061, M=-2.556e+002
39 63 66 -> 90 fr=1621 (0.2217), cf=0.668, gamma=1.378, delta=0.061, M=-2.513e+002
39 63 66 -> ~89 fr=1621 (0.2217), cf=0.668, gamma=1.378, delta=0.061, M=-2.513e+002
25 66 -> 90 fr=3446 (0.4713), cf=0.525, gamma=1.083, delta=0.036, M=-2.364e+002
25 66 -> ~89 fr=3446 (0.4713), cf=0.525, gamma=1.083, delta=0.036, M=-2.364e+002
63 66 -> 90 fr=3438 (0.4703), cf=0.525, gamma=1.082, delta=0.036, M=-2.256e+002
63 66 -> ~89 fr=3438 (0.4703), cf=0.525, gamma=1.082, delta=0.036, M=-2.256e+002
10 40 -> 90 fr=1046 (0.1431), cf=0.728, gamma=1.503, delta=0.048, M=-2.214e+002
10 40 -> ~89 fr=1046 (0.1431), cf=0.728, gamma=1.503, delta=0.048, M=-2.214e+002
25 37 63 -> ~90 fr=853 (0.1167), cf=0.802, gamma=1.556, delta=0.042, M=-2.214e+002
25 37 63 -> 89 fr=853 (0.1167), cf=0.802, gamma=1.556, delta=0.042, M=-2.214e+002
25 37 -> ~90 fr=853 (0.1167), cf=0.799, gamma=1.550, delta=0.041, M=-2.175e+002
25 37 -> 89 fr=853 (0.1167), cf=0.799, gamma=1.550, delta=0.041, M=-2.175e+002
37 63 -> ~90 fr=853 (0.1167), cf=0.795, gamma=1.543, delta=0.041, M=-2.127e+002
37 63 -> 89 fr=853 (0.1167), cf=0.795, gamma=1.543, delta=0.041, M=-2.127e+002
81 88 -> ~90 fr=799 (0.1093), cf=0.805, gamma=1.562, delta=0.039, M=-2.091e+002
81 88 -> 89 fr=799 (0.1093), cf=0.805, gamma=1.562, delta=0.039, M=-2.091e+002
37 -> 89 fr=853 (0.1167), cf=0.792, gamma=1.537, delta=0.041, M=-2.089e+002
59 -> 90 fr=1166 (0.1595), cf=0.696, gamma=1.435, delta=0.048, M=-2.006e+002
54 -> 90 fr=1168 (0.1598), cf=0.692, gamma=1.427, delta=0.048, M=-1.947e+002
4 39 63 -> 90 fr=759 (0.1038), cf=0.765, gamma=1.578, delta=0.038, M=-1.911e+002
4 39 63 -> ~89 fr=759 (0.1038), cf=0.765, gamma=1.578, delta=0.038, M=-1.911e+002
55 60 -> ~90 fr=2048 (0.2801), cf=0.643, gamma=1.249, delta=0.056, M=-1.908e+002
55 60 -> 89 fr=2048 (0.2801), cf=0.643, gamma=1.249, delta=0.056, M=-1.908e+002
4 25 39 -> 90 fr=755 (0.1033), cf=0.764, gamma=1.576, delta=0.038, M=-1.889e+002
