23 -> 90 fr=3401 (0.4652), cf=1.000, gamma=2.082, delta=0.242, M=-4.559e+003
21 25 66 -> ~89 fr=2916 (0.3989), cf=0.770, gamma=1.604, delta=0.150, M=-1.424e+003
46 -> 90 fr=1987 (0.2718), cf=0.936, gamma=1.950, delta=0.132, M=-1.421e+003
21 63 66 -> 90 fr=2909 (0.3979), cf=0.770, gamma=1.603, delta=0.150, M=-1.414e+003
21 63 66 -> ~89 fr=2909 (0.3979), cf=0.770, gamma=1.603, delta=0.150, M=-1.414e+003
26 29 76 -> 90 fr=1592 (0.2178), cf=1.000, gamma=2.082, delta=0.113, M=-1.413e+003
26 29 76 -> ~89 fr=1592 (0.2178), cf=1.000, gamma=2.082, delta=0.113, M=-1.413e+003
26 66 76 -> 90 fr=1592 (0.2178), cf=1.000, gamma=2.082, delta=0.113, M=-1.413e+003
26 66 76 -> ~89 fr=1592 (0.2178), cf=1.000, gamma=2.082, delta=0.113, M=-1.413e+003
26 29 68 -> 90 fr=1592 (0.2178), cf=1.000, gamma=2.082, delta=0.113, M=-1.413e+003
26 29 68 -> ~89 fr=1592 (0.2178), cf=1.000, gamma=2.082, delta=0.113, M=-1.413e+003
26 68 80 -> 90 fr=1592 (0.2178), cf=1.000, gamma=2.082, delta=0.113, M=-1.413e+003
26 66 68 -> 90 fr=1592 (0.2178), cf=1.000, gamma=2.082, delta=0.113, M=-1.413e+003
26 68 80 -> ~89 fr=1592 (0.2178), cf=1.000, gamma=2.082, delta=0.113, M=-1.413e+003
26 66 68 -> ~89 fr=1592 (0.2178), cf=1.000, gamma=2.082, delta=0.113, M=-1.413e+003
32 -> 90 fr=1587 (0.2171), cf=1.000, gamma=2.082, delta=0.113, M=-1.407e+003
40 76 -> 90 fr=1565 (0.2141), cf=1.000, gamma=2.082, delta=0.111, M=-1.383e+003
40 76 -> ~89 fr=1565 (0.2141), cf=1.000, gamma=2.082, delta=0.111, M=-1.383e+003
29 40 68 -> 90 fr=1565 (0.2141), cf=1.000, gamma=2.082, delta=0.111, M=-1.383e+003
29 40 68 -> ~89 fr=1565 (0.2141), cf=1.000, gamma=2.082, delta=0.111, M=-1.383e+003
21 29 40 -> 90 fr=1565 (0.2141), cf=1.000, gamma=2.082, delta=0.111, M=-1.383e+003
26 29 40 -> 90 fr=1565 (0.2141), cf=1.000, gamma=2.082, delta=0.111, M=-1.383e+003
21 29 40 -> ~89 fr=1565 (0.2141), cf=1.000, gamma=2.082, delta=0.111, M=-1.383e+003
26 29 40 -> ~89 fr=1565 (0.2141), cf=1.000, gamma=2.082, delta=0.111, M=-1.383e+003
40 68 80 -> 90 fr=1565 (0.2141), cf=1.000, gamma=2.082, delta=0.111, M=-1.383e+003
26 40 68 -> 90 fr=1565 (0.2141), cf=1.000, gamma=2.082, delta=0.111, M=-1.383e+003
40 68 80 -> ~89 fr=1565 (0.2141), cf=1.000, gamma=2.082, delta=0.111, M=-1.383e+003
26 40 68 -> ~89 fr=1565 (0.2141), cf=1.000, gamma=2.082, delta=0.111, M=-1.383e+003
50 -> 90 fr=1944 (0.2659), cf=0.936, gamma=1.949, delta=0.129, M=-1.376e+003
26 76 80 -> 90 fr=1592 (0.2178), cf=0.991, gamma=2.063, delta=0.112, M=-1.336e+003
26 76 80 -> ~89 fr=1592 (0.2178), cf=0.991, gamma=2.063, delta=0.112, M=-1.336e+003
26 29 -> 90 fr=1909 (0.2611), cf=0.934, gamma=1.946, delta=0.127, M=-1.334e+003
26 29 -> ~89 fr=1909 (0.2611), cf=0.934, gamma=1.946, delta=0.127, M=-1.334e+003
20 88 -> ~90 fr=1638 (0.2240), cf=1.000, gamma=1.924, delta=0.108, M=-1.291e+003
20 88 -> 89 fr=1638 (0.2240), cf=1.000, gamma=1.924, delta=0.108, M=-1.291e+003
40 41 88 -> ~90 fr=1638 (0.2240), cf=1.000, gamma=1.924, delta=0.108, M=-1.291e+003
40 41 88 -> 89 fr=1638 (0.2240), cf=1.000, gamma=1.924, delta=0.108, M=-1.291e+003
40 71 88 -> ~90 fr=1638 (0.2240), cf=1.000, gamma=1.924, delta=0.108, M=-1.291e+003
40 71 88 -> 89 fr=1638 (0.2240), cf=1.000, gamma=1.924, delta=0.108, M=-1.291e+003
41 75 -> 90 fr=1471 (0.2012), cf=1.000, gamma=2.082, delta=0.105, M=-1.283e+003
41 75 -> ~89 fr=1471 (0.2012), cf=1.000, gamma=2.082, delta=0.105, M=-1.283e+003
28 75 -> 90 fr=1471 (0.2012), cf=1.000, gamma=2.082, delta=0.105, M=-1.283e+003
28 75 -> ~89 fr=1471 (0.2012), cf=1.000, gamma=2.082, delta=0.105, M=-1.283e+003
20 28 -> ~90 fr=2397 (0.3279), cf=0.881, gamma=1.695, delta=0.134, M=-1.246e+003
20 28 -> 89 fr=2397 (0.3279), cf=0.881, gamma=1.695, delta=0.134, M=-1.246e+003
29 76 -> 90 fr=1607 (0.2198), cf=0.972, gamma=2.024, delta=0.111, M=-1.241e+003
29 76 -> ~89 fr=1607 (0.2198), cf=0.972, gamma=2.024, delta=0.111, M=-1.241e+003
66 76 -> 90 fr=1607 (0.2198), cf=0.972, gamma=2.024, delta=0.111, M=-1.241e+003
66 76 -> ~89 fr=1607 (0.2198), cf=0.972, gamma=2.024, delta=0.111, M=-1.241e+003
29 68 -> 90 fr=1599 (0.2187), cf=0.972, gamma=2.024, delta=0.111, M=-1.232e+003
29 68 -> ~89 fr=1599 (0.2187), cf=0.972, gamma=2.024, delta=0.111, M=-1.232e+003
21 68 76 -> 90 fr=1599 (0.2187), cf=0.972, gamma=2.024, delta=0.111, M=-1.232e+003
21 68 76 -> ~89 fr=1599 (0.2187), cf=0.972, gamma=2.024, delta=0.111, M=-1.232e+003
68 80 -> 90 fr=1592 (0.2178), cf=0.972, gamma=2.024, delta=0.110, M=-1.225e+003
68 80 -> ~89 fr=1592 (0.2178), cf=0.972, gamma=2.024, delta=0.110, M=-1.225e+003
21 66 -> 90 fr=2916 (0.3989), cf=0.737, gamma=1.534, delta=0.139, M=-1.215e+003
21 66 -> ~89 fr=2916 (0.3989), cf=0.737, gamma=1.534, delta=0.139, M=-1.215e+003
28 40 88 -> ~90 fr=1556 (0.2128), cf=1.000, gamma=1.924, delta=0.102, M=-1.213e+003
28 40 88 -> 89 fr=1556 (0.2128), cf=1.000, gamma=1.924, delta=0.102, M=-1.213e+003
28 40 -> ~90 fr=2246 (0.3072), cf=0.898, gamma=1.727, delta=0.129, M=-1.213e+003
28 40 -> 89 fr=2246 (0.3072), cf=0.898, gamma=1.727, delta=0.129, M=-1.213e+003
29 -> 90 fr=2009 (0.2748), cf=0.885, gamma=1.842, delta=0.126, M=-1.183e+003
28 -> ~90 fr=3538 (0.4839), cf=0.702, gamma=1.351, delta=0.126, M=-1.183e+003
76 80 -> 90 fr=1592 (0.2178), cf=0.963, gamma=2.005, delta=0.109, M=-1.180e+003
76 80 -> ~89 fr=1592 (0.2178), cf=0.963, gamma=2.005, delta=0.109, M=-1.180e+003
20 47 -> ~90 fr=2479 (0.3391), cf=0.850, gamma=1.635, delta=0.132, M=-1.145e+003
20 47 -> 89 fr=2479 (0.3391), cf=0.850, gamma=1.635, delta=0.132, M=-1.145e+003
21 63 -> 90 fr=2940 (0.4021), cf=0.719, gamma=1.498, delta=0.134, M=-1.133e+003
21 63 -> ~89 fr=2940 (0.4021), cf=0.719, gamma=1.498, delta=0.134, M=-1.133e+003
47 71 -> ~90 fr=2693 (0.3683), cf=0.816, gamma=1.570, delta=0.134, M=-1.126e+003
47 71 -> 89 fr=2693 (0.3683), cf=0.816, gamma=1.570, delta=0.134, M=-1.126e+003
71 -> ~90 fr=2843 (0.3889), cf=0.795, gamma=1.529, delta=0.135, M=-1.125e+003
71 -> 89 fr=2843 (0.3889), cf=0.795, gamma=1.529, delta=0.135, M=-1.125e+003
21 25 -> 90 fr=2933 (0.4012), cf=0.719, gamma=1.497, delta=0.133, M=-1.123e+003
21 25 -> ~89 fr=2933 (0.4012), cf=0.719, gamma=1.497, delta=0.133, M=-1.123e+003
75 -> 90 fr=1471 (0.2012), cf=0.970, gamma=2.021, delta=0.102, M=-1.103e+003
40 41 47 51 -> ~90 fr=1638 (0.2240), cf=0.961, gamma=1.849, delta=0.103, M=-1.047e+003
40 41 47 51 -> 89 fr=1638 (0.2240), cf=0.961, gamma=1.849, delta=0.103, M=-1.047e+003
26 39 41 66 -> 90 fr=1232 (0.1685), cf=1.000, gamma=2.082, delta=0.088, M=-1.040e+003
26 39 41 66 -> ~89 fr=1232 (0.1685), cf=1.000, gamma=2.082, delta=0.088, M=-1.040e+003
70 -> 90 fr=1178 (0.1611), cf=1.000, gamma=2.082, delta=0.084, M=-9.879e+002
21 59 -> 90 fr=1170 (0.1600), cf=1.000, gamma=2.082, delta=0.083, M=-9.801e+002
21 59 -> ~89 fr=1170 (0.1600), cf=1.000, gamma=2.082, delta=0.083, M=-9.801e+002
21 54 -> 90 fr=1167 (0.1596), cf=1.000, gamma=2.082, delta=0.083, M=-9.772e+002
21 54 -> ~89 fr=1167 (0.1596), cf=1.000, gamma=2.082, delta=0.083, M=-9.772e+002
20 51 -> ~90 fr=2305 (0.3153), cf=0.841, gamma=1.618, delta=0.120, M=-9.756e+002
20 51 -> 89 fr=2305 (0.3153), cf=0.841, gamma=1.618, delta=0.120, M=-9.756e+002
9 21 -> 90 fr=1420 (0.1942), cf=0.949, gamma=1.977, delta=0.096, M=-9.660e+002
9 21 -> ~89 fr=1420 (0.1942), cf=0.949, gamma=1.977, delta=0.096, M=-9.660e+002
20 -> 89 fr=2479 (0.3391), cf=0.815, gamma=1.567, delta=0.123, M=-9.659e+002
21 -> ~89 fr=2947 (0.4031), cf=0.690, gamma=1.438, delta=0.123, M=-9.659e+002
28 39 41 66 -> 90 fr=1147 (0.1569), cf=1.000, gamma=2.082, delta=0.082, M=-9.580e+002
28 39 41 66 -> ~89 fr=1147 (0.1569), cf=1.000, gamma=2.082, delta=0.082, M=-9.580e+002
39 41 66 -> 90 fr=1325 (0.1812), cf=0.966, gamma=2.012, delta=0.091, M=-9.553e+002
39 41 66 -> ~89 fr=1325 (0.1812), cf=0.966, gamma=2.012, delta=0.091, M=-9.553e+002
26 39 41 -> 90 fr=1300 (0.1778), cf=0.967, gamma=2.014, delta=0.090, M=-9.371e+002
26 39 41 -> ~89 fr=1300 (0.1778), cf=0.967, gamma=2.014, delta=0.090, M=-9.371e+002
47 -> ~90 fr=3293 (0.4504), cf=0.703, gamma=1.353, delta=0.117, M=-9.276e+002
26 41 51 88 -> ~90 fr=1556 (0.2128), cf=0.948, gamma=1.824, delta=0.096, M=-9.244e+002
26 41 51 88 -> 89 fr=1556 (0.2128), cf=0.948, gamma=1.824, delta=0.096, M=-9.244e+002
25 26 80 -> 90 fr=2522 (0.3450), cf=0.744, gamma=1.549, delta=0.122, M=-9.225e+002
26 63 80 -> 90 fr=2522 (0.3450), cf=0.744, gamma=1.549, delta=0.122, M=-9.225e+002
25 26 80 -> ~89 fr=2522 (0.3450), cf=0.744, gamma=1.549, delta=0.122, M=-9.225e+002
26 63 80 -> ~89 fr=2522 (0.3450), cf=0.744, gamma=1.549, delta=0.122, M=-9.225e+002
26 68 -> 90 fr=1592 (0.2178), cf=0.900, gamma=1.875, delta=0.102, M=-9.165e+002
26 68 -> ~89 fr=1592 (0.2178), cf=0.900, gamma=1.875, delta=0.102, M=-9.165e+002
39 41 -> 90 fr=1393 (0.1905), cf=0.939, gamma=1.956, delta=0.093, M=-9.060e+002
39 41 -> ~89 fr=1393 (0.1905), cf=0.939, gamma=1.956, delta=0.093, M=-9.060e+002
40 41 51 -> ~90 fr=1638 (0.2240), cf=0.928, gamma=1.784, delta=0.098, M=-8.978e+002
40 41 51 -> 89 fr=1638 (0.2240), cf=0.928, gamma=1.784, delta=0.098, M=-8.978e+002
26 76 -> 90 fr=1623 (0.2220), cf=0.881, gamma=1.834, delta=0.101, M=-8.672e+002
26 76 -> ~89 fr=1623 (0.2220), cf=0.881, gamma=1.834, delta=0.101, M=-8.672e+002
40 73 -> ~90 fr=1164 (0.1592), cf=1.000, gamma=1.924, delta=0.076, M=-8.635e+002
40 73 -> 89 fr=1164 (0.1592), cf=1.000, gamma=1.924, delta=0.076, M=-8.635e+002
7 40 -> ~90 fr=1160 (0.1587), cf=1.000, gamma=1.924, delta=0.076, M=-8.601e+002
7 40 -> 89 fr=1160 (0.1587), cf=1.000, gamma=1.924, delta=0.076, M=-8.601e+002
10 26 40 -> 90 fr=1026 (0.1403), cf=1.000, gamma=2.082, delta=0.073, M=-8.439e+002
10 26 40 -> ~89 fr=1026 (0.1403), cf=1.000, gamma=2.082, delta=0.073, M=-8.439e+002
68 76 -> 90 fr=1599 (0.2187), cf=0.878, gamma=1.828, delta=0.099, M=-8.415e+002
68 76 -> ~89 fr=1599 (0.2187), cf=0.878, gamma=1.828, delta=0.099, M=-8.415e+002
25 80 -> 90 fr=2563 (0.3506), cf=0.720, gamma=1.500, delta=0.117, M=-8.349e+002
63 80 -> 90 fr=2563 (0.3506), cf=0.720, gamma=1.500, delta=0.117, M=-8.349e+002
25 80 -> ~89 fr=2563 (0.3506), cf=0.720, gamma=1.500, delta=0.117, M=-8.349e+002
63 80 -> ~89 fr=2563 (0.3506), cf=0.720, gamma=1.500, delta=0.117, M=-8.349e+002
26 80 -> 90 fr=2522 (0.3450), cf=0.726, gamma=1.511, delta=0.117, M=-8.347e+002
26 80 -> ~89 fr=2522 (0.3450), cf=0.726, gamma=1.511, delta=0.117, M=-8.347e+002
40 72 -> ~90 fr=1121 (0.1533), cf=1.000, gamma=1.924, delta=0.074, M=-8.273e+002
40 72 -> 89 fr=1121 (0.1533), cf=1.000, gamma=1.924, delta=0.074, M=-8.273e+002
41 51 88 -> ~90 fr=1638 (0.2240), cf=0.906, gamma=1.743, delta=0.096, M=-8.143e+002
41 51 88 -> 89 fr=1638 (0.2240), cf=0.906, gamma=1.743, delta=0.096, M=-8.143e+002
73 -> 89 fr=1568 (0.2145), cf=0.888, gamma=1.709, delta=0.089, M=-7.096e+002
27 82 -> ~90 fr=953 (0.1304), cf=1.000, gamma=1.924, delta=0.063, M=-6.895e+002
27 82 -> 89 fr=953 (0.1304), cf=1.000, gamma=1.924, delta=0.063, M=-6.895e+002
21 60 82 -> ~90 fr=953 (0.1304), cf=1.000, gamma=1.924, delta=0.063, M=-6.895e+002
21 55 82 -> ~90 fr=953 (0.1304), cf=1.000, gamma=1.924, delta=0.063, M=-6.895e+002
21 60 82 -> 89 fr=953 (0.1304), cf=1.000, gamma=1.924, delta=0.063, M=-6.895e+002
21 55 82 -> 89 fr=953 (0.1304), cf=1.000, gamma=1.924, delta=0.063, M=-6.895e+002
51 -> ~90 fr=3062 (0.4188), cf=0.690, gamma=1.328, delta=0.103, M=-6.825e+002
40 41 -> ~90 fr=1638 (0.2240), cf=0.865, gamma=1.664, delta=0.089, M=-6.713e+002
40 41 -> 89 fr=1638 (0.2240), cf=0.865, gamma=1.664, delta=0.089, M=-6.713e+002
26 63 -> 90 fr=3411 (0.4666), cf=0.573, gamma=1.192, delta=0.075, M=-6.421e+002
26 63 -> ~89 fr=3411 (0.4666), cf=0.573, gamma=1.192, delta=0.075, M=-6.421e+002
9 40 68 -> 90 fr=795 (0.1087), cf=1.000, gamma=2.082, delta=0.057, M=-6.359e+002
9 40 68 -> ~89 fr=795 (0.1087), cf=1.000, gamma=2.082, delta=0.057, M=-6.359e+002
25 26 66 -> 90 fr=3312 (0.4530), cf=0.587, gamma=1.223, delta=0.083, M=-6.335e+002
25 26 66 -> ~89 fr=3312 (0.4530), cf=0.587, gamma=1.223, delta=0.083, M=-6.335e+002
72 -> 89 fr=1484 (0.2030), cf=0.879, gamma=1.690, delta=0.083, M=-6.316e+002
59 76 -> 90 fr=782 (0.1070), cf=1.000, gamma=2.082, delta=0.056, M=-6.245e+002
59 76 -> ~89 fr=782 (0.1070), cf=1.000, gamma=2.082, delta=0.056, M=-6.245e+002
59 68 -> 90 fr=782 (0.1070), cf=1.000, gamma=2.082, delta=0.056, M=-6.245e+002
59 68 -> ~89 fr=782 (0.1070), cf=1.000, gamma=2.082, delta=0.056, M=-6.245e+002
17 40 68 -> 90 fr=775 (0.1060), cf=1.000, gamma=2.082, delta=0.055, M=-6.184e+002
17 66 68 -> 90 fr=775 (0.1060), cf=1.000, gamma=2.082, delta=0.055, M=-6.184e+002
17 40 68 -> ~89 fr=775 (0.1060), cf=1.000, gamma=2.082, delta=0.055, M=-6.184e+002
17 66 68 -> ~89 fr=775 (0.1060), cf=1.000, gamma=2.082, delta=0.055, M=-6.184e+002
54 76 -> 90 fr=772 (0.1056), cf=1.000, gamma=2.082, delta=0.055, M=-6.158e+002
54 76 -> ~89 fr=772 (0.1056), cf=1.000, gamma=2.082, delta=0.055, M=-6.158e+002
54 68 -> 90 fr=772 (0.1056), cf=1.000, gamma=2.082, delta=0.055, M=-6.158e+002
54 68 -> ~89 fr=772 (0.1056), cf=1.000, gamma=2.082, delta=0.055, M=-6.158e+002
25 26 -> 90 fr=3397 (0.4646), cf=0.572, gamma=1.190, delta=0.074, M=-6.143e+002
25 26 -> ~89 fr=3397 (0.4646), cf=0.572, gamma=1.190, delta=0.074, M=-6.143e+002
52 66 -> 90 fr=759 (0.1038), cf=1.000, gamma=2.082, delta=0.054, M=-6.045e+002
52 66 -> ~89 fr=759 (0.1038), cf=1.000, gamma=2.082, delta=0.054, M=-6.045e+002
52 -> 90 fr=790 (0.1081), cf=0.981, gamma=2.044, delta=0.055, M=-5.672e+002
9 66 68 -> 90 fr=815 (0.1115), cf=0.973, gamma=2.025, delta=0.056, M=-5.628e+002
9 66 68 -> ~89 fr=815 (0.1115), cf=0.973, gamma=2.025, delta=0.056, M=-5.628e+002
58 -> 89 fr=791 (0.1082), cf=1.000, gamma=1.924, delta=0.052, M=-5.619e+002
21 43 -> ~90 fr=779 (0.1066), cf=1.000, gamma=1.924, delta=0.051, M=-5.526e+002
21 43 -> 89 fr=779 (0.1066), cf=1.000, gamma=1.924, delta=0.051, M=-5.526e+002
53 -> 89 fr=776 (0.1061), cf=1.000, gamma=1.924, delta=0.051, M=-5.503e+002
27 40 -> ~90 fr=772 (0.1056), cf=1.000, gamma=1.924, delta=0.051, M=-5.472e+002
27 40 -> 89 fr=772 (0.1056), cf=1.000, gamma=1.924, delta=0.051, M=-5.472e+002
40 81 -> ~90 fr=770 (0.1053), cf=1.000, gamma=1.924, delta=0.051, M=-5.457e+002
40 81 -> 89 fr=770 (0.1053), cf=1.000, gamma=1.924, delta=0.051, M=-5.457e+002
27 55 -> ~90 fr=1081 (0.1479), cf=0.921, gamma=1.772, delta=0.064, M=-5.259e+002
27 63 -> ~90 fr=1081 (0.1479), cf=0.921, gamma=1.772, delta=0.064, M=-5.259e+002
27 55 -> 89 fr=1081 (0.1479), cf=0.921, gamma=1.772, delta=0.064, M=-5.259e+002
27 63 -> 89 fr=1081 (0.1479), cf=0.921, gamma=1.772, delta=0.064, M=-5.259e+002
27 -> 89 fr=1081 (0.1479), cf=0.915, gamma=1.761, delta=0.064, M=-5.125e+002
26 -> ~89 fr=3411 (0.4666), cf=0.556, gamma=1.159, delta=0.064, M=-5.125e+002
17 76 -> 90 fr=784 (0.1072), cf=0.950, gamma=1.979, delta=0.053, M=-4.882e+002
17 76 -> ~89 fr=784 (0.1072), cf=0.950, gamma=1.979, delta=0.053, M=-4.882e+002
76 -> 90 fr=1638 (0.2240), cf=0.756, gamma=1.574, delta=0.082, M=-4.878e+002
66 85 -> 90 fr=902 (0.1234), cf=0.911, gamma=1.897, delta=0.058, M=-4.832e+002
66 85 -> ~89 fr=902 (0.1234), cf=0.911, gamma=1.897, delta=0.058, M=-4.832e+002
17 68 -> 90 fr=775 (0.1060), cf=0.950, gamma=1.978, delta=0.052, M=-4.809e+002
17 68 -> ~89 fr=775 (0.1060), cf=0.950, gamma=1.978, delta=0.052, M=-4.809e+002
85 -> 90 fr=902 (0.1234), cf=0.878, gamma=1.829, delta=0.056, M=-4.198e+002
7 60 -> ~90 fr=865 (0.1183), cf=0.910, gamma=1.750, delta=0.051, M=-3.866e+002
7 60 -> 89 fr=865 (0.1183), cf=0.910, gamma=1.750, delta=0.051, M=-3.866e+002
60 82 -> ~90 fr=1269 (0.1736), cf=0.821, gamma=1.580, delta=0.064, M=-3.865e+002
55 82 -> ~90 fr=1269 (0.1736), cf=0.821, gamma=1.580, delta=0.064, M=-3.865e+002
60 82 -> 89 fr=1269 (0.1736), cf=0.821, gamma=1.580, delta=0.064, M=-3.865e+002
55 82 -> 89 fr=1269 (0.1736), cf=0.821, gamma=1.580, delta=0.064, M=-3.865e+002
7 55 -> ~90 fr=887 (0.1213), cf=0.899, gamma=1.729, delta=0.051, M=-3.773e+002
7 55 -> 89 fr=887 (0.1213), cf=0.899, gamma=1.729, delta=0.051, M=-3.773e+002
26 41 88 -> ~90 fr=1563 (0.2138), cf=0.771, gamma=1.484, delta=0.070, M=-3.746e+002
26 41 88 -> 89 fr=1563 (0.2138), cf=0.771, gamma=1.484, delta=0.070, M=-3.746e+002
9 68 -> 90 fr=815 (0.1115), cf=0.878, gamma=1.829, delta=0.051, M=-3.740e+002
9 68 -> ~89 fr=815 (0.1115), cf=0.878, gamma=1.829, delta=0.051, M=-3.740e+002
40 88 -> ~90 fr=1638 (0.2240), cf=0.759, gamma=1.460, delta=0.071, M=-3.680e+002
40 88 -> 89 fr=1638 (0.2240), cf=0.759, gamma=1.460, delta=0.071, M=-3.680e+002
31 -> 89 fr=839 (0.1148), cf=0.899, gamma=1.730, delta=0.048, M=-3.554e+002
41 88 -> ~90 fr=1645 (0.2250), cf=0.750, gamma=1.443, delta=0.069, M=-3.481e+002
41 88 -> 89 fr=1645 (0.2250), cf=0.750, gamma=1.443, delta=0.069, M=-3.481e+002
14 40 -> ~90 fr=757 (0.1035), cf=0.901, gamma=1.734, delta=0.044, M=-3.200e+002
14 40 -> 89 fr=757 (0.1035), cf=0.901, gamma=1.734, delta=0.044, M=-3.200e+002
40 68 -> 90 fr=1565 (0.2141), cf=0.694, gamma=1.445, delta=0.066, M=-3.073e+002
40 68 -> ~89 fr=1565 (0.2141), cf=0.694, gamma=1.445, delta=0.066, M=-3.073e+002
66 68 -> 90 fr=1599 (0.2187), cf=0.685, gamma=1.426, delta=0.065, M=-2.957e+002
66 68 -> ~89 fr=1599 (0.2187), cf=0.685, gamma=1.426, delta=0.065, M=-2.957e+002
25 39 66 -> 90 fr=1591 (0.2176), cf=0.661, gamma=1.376, delta=0.060, M=-2.411e+002
25 39 66 -> ~89 fr=1591 (0.2176), cf=0.661, gamma=1.376, delta=0.060, M=-2.411e+002
39 63 66 -> 90 fr=1584 (0.2167), cf=0.660, gamma=1.374, delta=0.059, M=-2.374e+002
39 63 66 -> ~89 fr=1584 (0.2167), cf=0.660, gamma=1.374, delta=0.059, M=-2.374e+002
25 66 -> 90 fr=3412 (0.4667), cf=0.520, gamma=1.084, delta=0.036, M=-2.327e+002
25 66 -> ~89 fr=3412 (0.4667), cf=0.520, gamma=1.084, delta=0.036, M=-2.327e+002
25 37 63 -> ~90 fr=876 (0.1198), cf=0.807, gamma=1.552, delta=0.043, M=-2.283e+002
25 37 63 -> 89 fr=876 (0.1198), cf=0.807, gamma=1.552, delta=0.043, M=-2.283e+002
25 37 -> ~90 fr=876 (0.1198), cf=0.804, gamma=1.546, delta=0.042, M=-2.243e+002
25 37 -> 89 fr=876 (0.1198), cf=0.804, gamma=1.546, delta=0.042, M=-2.243e+002
63 66 -> 90 fr=3405 (0.4657), cf=0.520, gamma=1.083, delta=0.036, M=-2.233e+002
63 66 -> ~89 fr=3405 (0.4657), cf=0.520, gamma=1.083, delta=0.036, M=-2.233e+002
37 63 -> ~90 fr=876 (0.1198), cf=0.802, gamma=1.543, delta=0.042, M=-2.223e+002
37 63 -> 89 fr=876 (0.1198), cf=0.802, gamma=1.543, delta=0.042, M=-2.223e+002
10 40 -> 90 fr=1026 (0.1403), cf=0.726, gamma=1.512, delta=0.048, M=-2.208e+002
10 40 -> ~89 fr=1026 (0.1403), cf=0.726, gamma=1.512, delta=0.048, M=-2.208e+002
37 -> 89 fr=876 (0.1198), cf=0.799, gamma=1.538, delta=0.042, M=-2.184e+002
81 88 -> ~90 fr=800 (0.1094), cf=0.810, gamma=1.558, delta=0.039, M=-2.097e+002
