23 -> 90 fr=3408 (0.4661), cf=1.000, gamma=2.080, delta=0.242, M=-4.570e+003
68 76 -> ~89 fr=1583 (0.2165), cf=0.876, gamma=1.822, delta=0.098, M=-8.213e+002
41 51 88 -> ~90 fr=1646 (0.2251), cf=0.904, gamma=1.742, delta=0.096, M=-8.157e+002
41 51 88 -> 89 fr=1646 (0.2251), cf=0.904, gamma=1.742, delta=0.096, M=-8.157e+002
26 80 -> 90 fr=2511 (0.3435), cf=0.724, gamma=1.506, delta=0.115, M=-8.155e+002
26 80 -> ~89 fr=2511 (0.3435), cf=0.724, gamma=1.506, delta=0.115, M=-8.155e+002
73 -> 89 fr=1569 (0.2146), cf=0.886, gamma=1.707, delta=0.089, M=-7.057e+002
27 82 -> ~90 fr=957 (0.1309), cf=1.000, gamma=1.926, delta=0.063, M=-6.939e+002
27 82 -> 89 fr=957 (0.1309), cf=1.000, gamma=1.926, delta=0.063, M=-6.939e+002
21 60 82 -> ~90 fr=957 (0.1309), cf=1.000, gamma=1.926, delta=0.063, M=-6.939e+002
21 55 82 -> ~90 fr=957 (0.1309), cf=1.000, gamma=1.926, delta=0.063, M=-6.939e+002
21 60 82 -> 89 fr=957 (0.1309), cf=1.000, gamma=1.926, delta=0.063, M=-6.939e+002
21 55 82 -> 89 fr=957 (0.1309), cf=1.000, gamma=1.926, delta=0.063, M=-6.939e+002
51 -> ~90 fr=3066 (0.4194), cf=0.690, gamma=1.328, delta=0.104, M=-6.858e+002
40 41 -> ~90 fr=1646 (0.2251), cf=0.864, gamma=1.663, delta=0.090, M=-6.735e+002
40 41 -> 89 fr=1646 (0.2251), cf=0.864, gamma=1.663, delta=0.090, M=-6.735e+002
25 26 66 -> 90 fr=3325 (0.4548), cf=0.590, gamma=1.227, delta=0.084, M=-6.590e+002
26 63 66 -> 90 fr=3325 (0.4548), cf=0.590, gamma=1.227, delta=0.084, M=-6.590e+002
25 26 66 -> ~89 fr=3325 (0.4548), cf=0.590, gamma=1.227, delta=0.084, M=-6.590e+002
26 63 66 -> ~89 fr=3325 (0.4548), cf=0.590, gamma=1.227, delta=0.084, M=-6.590e+002
26 63 -> 90 fr=3415 (0.4671), cf=0.574, gamma=1.195, delta=0.076, M=-6.521e+002
26 63 -> ~89 fr=3415 (0.4671), cf=0.574, gamma=1.195, delta=0.076, M=-6.521e+002
52 66 -> 90 fr=789 (0.1079), cf=1.000, gamma=2.080, delta=0.056, M=-6.296e+002
52 66 -> ~89 fr=789 (0.1079), cf=1.000, gamma=2.080, delta=0.056, M=-6.296e+002
9 40 68 -> 90 fr=781 (0.1068), cf=1.000, gamma=2.080, delta=0.055, M=-6.226e+002
9 40 68 -> ~89 fr=781 (0.1068), cf=1.000, gamma=2.080, delta=0.055, M=-6.226e+002
72 -> 89 fr=1479 (0.2023), cf=0.876, gamma=1.687, delta=0.082, M=-6.217e+002
25 26 -> 90 fr=3399 (0.4649), cf=0.573, gamma=1.192, delta=0.075, M=-6.203e+002
25 26 -> ~89 fr=3399 (0.4649), cf=0.573, gamma=1.192, delta=0.075, M=-6.203e+002
17 40 68 -> 90 fr=778 (0.1064), cf=1.000, gamma=2.080, delta=0.055, M=-6.200e+002
17 66 68 -> 90 fr=778 (0.1064), cf=1.000, gamma=2.080, delta=0.055, M=-6.200e+002
17 40 68 -> ~89 fr=778 (0.1064), cf=1.000, gamma=2.080, delta=0.055, M=-6.200e+002
17 66 68 -> ~89 fr=778 (0.1064), cf=1.000, gamma=2.080, delta=0.055, M=-6.200e+002
59 76 -> 90 fr=771 (0.1055), cf=1.000, gamma=2.080, delta=0.055, M=-6.139e+002
59 76 -> ~89 fr=771 (0.1055), cf=1.000, gamma=2.080, delta=0.055, M=-6.139e+002
59 68 -> 90 fr=771 (0.1055), cf=1.000, gamma=2.080, delta=0.055, M=-6.139e+002
59 68 -> ~89 fr=771 (0.1055), cf=1.000, gamma=2.080, delta=0.055, M=-6.139e+002
54 76 -> 90 fr=763 (0.1044), cf=1.000, gamma=2.080, delta=0.054, M=-6.070e+002
54 76 -> ~89 fr=763 (0.1044), cf=1.000, gamma=2.080, delta=0.054, M=-6.070e+002
54 68 -> 90 fr=763 (0.1044), cf=1.000, gamma=2.080, delta=0.054, M=-6.070e+002
54 68 -> ~89 fr=763 (0.1044), cf=1.000, gamma=2.080, delta=0.054, M=-6.070e+002
52 -> 90 fr=818 (0.1119), cf=0.984, gamma=2.047, delta=0.057, M=-5.972e+002
9 66 68 -> 90 fr=805 (0.1101), cf=0.975, gamma=2.027, delta=0.056, M=-5.595e+002
9 66 68 -> ~89 fr=805 (0.1101), cf=0.975, gamma=2.027, delta=0.056, M=-5.595e+002
53 -> 89 fr=784 (0.1072), cf=1.000, gamma=1.926, delta=0.052, M=-5.574e+002
27 40 -> ~90 fr=784 (0.1072), cf=1.000, gamma=1.926, delta=0.052, M=-5.574e+002
27 40 -> 89 fr=784 (0.1072), cf=1.000, gamma=1.926, delta=0.052, M=-5.574e+002
58 -> 89 fr=783 (0.1071), cf=1.000, gamma=1.926, delta=0.051, M=-5.566e+002
21 43 -> ~90 fr=779 (0.1066), cf=1.000, gamma=1.926, delta=0.051, M=-5.535e+002
21 43 -> 89 fr=779 (0.1066), cf=1.000, gamma=1.926, delta=0.051, M=-5.535e+002
40 81 -> ~90 fr=767 (0.1049), cf=1.000, gamma=1.926, delta=0.050, M=-5.442e+002
40 81 -> 89 fr=767 (0.1049), cf=1.000, gamma=1.926, delta=0.050, M=-5.442e+002
27 55 -> ~90 fr=1086 (0.1485), cf=0.922, gamma=1.776, delta=0.065, M=-5.328e+002
27 63 -> ~90 fr=1086 (0.1485), cf=0.922, gamma=1.776, delta=0.065, M=-5.328e+002
27 55 -> 89 fr=1086 (0.1485), cf=0.922, gamma=1.776, delta=0.065, M=-5.328e+002
27 63 -> 89 fr=1086 (0.1485), cf=0.922, gamma=1.776, delta=0.065, M=-5.328e+002
26 66 -> 90 fr=3325 (0.4548), cf=0.572, gamma=1.190, delta=0.072, M=-5.262e+002
26 66 -> ~89 fr=3325 (0.4548), cf=0.572, gamma=1.190, delta=0.072, M=-5.262e+002
27 -> 89 fr=1086 (0.1485), cf=0.916, gamma=1.764, delta=0.064, M=-5.174e+002
26 -> ~89 fr=3415 (0.4671), cf=0.558, gamma=1.160, delta=0.064, M=-5.174e+002
66 85 -> 90 fr=901 (0.1232), cf=0.915, gamma=1.903, delta=0.058, M=-4.890e+002
66 85 -> ~89 fr=901 (0.1232), cf=0.915, gamma=1.903, delta=0.058, M=-4.890e+002
17 76 -> 90 fr=786 (0.1075), cf=0.946, gamma=1.967, delta=0.053, M=-4.792e+002
17 76 -> ~89 fr=786 (0.1075), cf=0.946, gamma=1.967, delta=0.053, M=-4.792e+002
76 -> 90 fr=1620 (0.2216), cf=0.756, gamma=1.572, delta=0.081, M=-4.786e+002
17 68 -> 90 fr=778 (0.1064), cf=0.945, gamma=1.966, delta=0.052, M=-4.728e+002
17 68 -> ~89 fr=778 (0.1064), cf=0.945, gamma=1.966, delta=0.052, M=-4.728e+002
85 -> 90 fr=901 (0.1232), cf=0.885, gamma=1.841, delta=0.056, M=-4.307e+002
7 60 -> ~90 fr=869 (0.1189), cf=0.910, gamma=1.753, delta=0.051, M=-3.903e+002
7 60 -> 89 fr=869 (0.1189), cf=0.910, gamma=1.753, delta=0.051, M=-3.903e+002
60 82 -> ~90 fr=1273 (0.1741), cf=0.821, gamma=1.581, delta=0.064, M=-3.880e+002
55 82 -> ~90 fr=1273 (0.1741), cf=0.821, gamma=1.581, delta=0.064, M=-3.880e+002
60 82 -> 89 fr=1273 (0.1741), cf=0.821, gamma=1.581, delta=0.064, M=-3.880e+002
55 82 -> 89 fr=1273 (0.1741), cf=0.821, gamma=1.581, delta=0.064, M=-3.880e+002
7 55 -> ~90 fr=889 (0.1216), cf=0.899, gamma=1.731, delta=0.051, M=-3.796e+002
7 55 -> 89 fr=889 (0.1216), cf=0.899, gamma=1.731, delta=0.051, M=-3.796e+002
40 88 -> ~90 fr=1646 (0.2251), cf=0.758, gamma=1.460, delta=0.071, M=-3.709e+002
40 88 -> 89 fr=1646 (0.2251), cf=0.758, gamma=1.460, delta=0.071, M=-3.709e+002
9 68 -> 90 fr=805 (0.1101), cf=0.878, gamma=1.826, delta=0.050, M=-3.674e+002
9 68 -> ~89 fr=805 (0.1101), cf=0.878, gamma=1.826, delta=0.050, M=-3.674e+002
26 41 88 -> ~90 fr=1567 (0.2143), cf=0.764, gamma=1.471, delta=0.069, M=-3.604e+002
26 41 88 -> 89 fr=1567 (0.2143), cf=0.764, gamma=1.471, delta=0.069, M=-3.604e+002
31 -> 89 fr=843 (0.1153), cf=0.895, gamma=1.724, delta=0.048, M=-3.507e+002
41 88 -> ~90 fr=1653 (0.2261), cf=0.744, gamma=1.433, delta=0.068, M=-3.385e+002
41 88 -> 89 fr=1653 (0.2261), cf=0.744, gamma=1.433, delta=0.068, M=-3.385e+002
14 40 -> ~90 fr=744 (0.1018), cf=0.893, gamma=1.720, delta=0.043, M=-3.026e+002
14 40 -> 89 fr=744 (0.1018), cf=0.893, gamma=1.720, delta=0.043, M=-3.026e+002
40 68 -> 90 fr=1545 (0.2113), cf=0.689, gamma=1.433, delta=0.064, M=-2.886e+002
40 68 -> ~89 fr=1545 (0.2113), cf=0.689, gamma=1.433, delta=0.064, M=-2.886e+002
66 68 -> 90 fr=1583 (0.2165), cf=0.681, gamma=1.417, delta=0.064, M=-2.817e+002
66 68 -> ~89 fr=1583 (0.2165), cf=0.681, gamma=1.417, delta=0.064, M=-2.817e+002
25 39 66 -> 90 fr=1620 (0.2216), cf=0.671, gamma=1.396, delta=0.063, M=-2.691e+002
25 39 66 -> ~89 fr=1620 (0.2216), cf=0.671, gamma=1.396, delta=0.063, M=-2.691e+002
39 63 66 -> 90 fr=1612 (0.2205), cf=0.670, gamma=1.394, delta=0.062, M=-2.647e+002
39 63 66 -> ~89 fr=1612 (0.2205), cf=0.670, gamma=1.394, delta=0.062, M=-2.647e+002
25 66 -> 90 fr=3425 (0.4685), cf=0.522, gamma=1.086, delta=0.037, M=-2.479e+002
25 66 -> ~89 fr=3425 (0.4685), cf=0.522, gamma=1.086, delta=0.037, M=-2.479e+002
63 66 -> 90 fr=3417 (0.4674), cf=0.521, gamma=1.084, delta=0.036, M=-2.365e+002
63 66 -> ~89 fr=3417 (0.4674), cf=0.521, gamma=1.084, delta=0.036, M=-2.365e+002
10 40 -> 90 fr=1024 (0.1401), cf=0.725, gamma=1.508, delta=0.047, M=-2.180e+002
10 40 -> ~89 fr=1024 (0.1401), cf=0.725, gamma=1.508, delta=0.047, M=-2.180e+002
25 37 63 -> ~90 fr=846 (0.1157), cf=0.798, gamma=1.537, delta=0.040, M=-2.092e+002
25 37 63 -> 89 fr=846 (0.1157), cf=0.798, gamma=1.537, delta=0.040, M=-2.092e+002
25 37 -> ~90 fr=846 (0.1157), cf=0.795, gamma=1.531, delta=0.040, M=-2.053e+002
25 37 -> 89 fr=846 (0.1157), cf=0.795, gamma=1.531, delta=0.040, M=-2.053e+002
81 88 -> ~90 fr=798 (0.1092), cf=0.804, gamma=1.549, delta=0.039, M=-2.033e+002
81 88 -> 89 fr=798 (0.1092), cf=0.804, gamma=1.549, delta=0.039, M=-2.033e+002
37 63 -> ~90 fr=846 (0.1157), cf=0.792, gamma=1.526, delta=0.040, M=-2.016e+002
37 63 -> 89 fr=846 (0.1157), cf=0.792, gamma=1.526, delta=0.040, M=-2.016e+002
59 -> 90 fr=1162 (0.1589), cf=0.692, gamma=1.439, delta=0.049, M=-2.015e+002
37 -> 89 fr=846 (0.1157), cf=0.789, gamma=1.520, delta=0.040, M=-1.979e+002
