2 16 -> ~157 fr=192 (0.6095), cf=0.873, gamma=1.361, delta=0.162, M=-9.124e+001
111 141 -> ~157 fr=128 (0.4063), cf=0.901, gamma=1.406, delta=0.117, M=-4.361e+001
111 141 -> 156 fr=128 (0.4063), cf=0.901, gamma=1.406, delta=0.117, M=-4.361e+001
111 121 -> ~157 fr=130 (0.4127), cf=0.897, gamma=1.398, delta=0.118, M=-4.339e+001
111 121 -> 156 fr=130 (0.4127), cf=0.897, gamma=1.398, delta=0.118, M=-4.339e+001
2 124 -> ~157 fr=184 (0.5841), cf=0.786, gamma=1.226, delta=0.108, M=-4.315e+001
2 124 -> 156 fr=184 (0.5841), cf=0.786, gamma=1.226, delta=0.108, M=-4.315e+001
72 92 -> ~157 fr=102 (0.3238), cf=0.953, gamma=1.487, delta=0.106, M=-4.288e+001
72 92 -> 156 fr=102 (0.3238), cf=0.953, gamma=1.487, delta=0.106, M=-4.288e+001
62 92 -> ~157 fr=111 (0.3524), cf=0.933, gamma=1.455, delta=0.110, M=-4.259e+001
62 92 -> 156 fr=111 (0.3524), cf=0.933, gamma=1.455, delta=0.110, M=-4.259e+001
25 34 121 -> ~157 fr=108 (0.3429), cf=0.939, gamma=1.464, delta=0.109, M=-4.258e+001
25 34 121 -> 156 fr=108 (0.3429), cf=0.939, gamma=1.464, delta=0.109, M=-4.258e+001
92 141 -> ~157 fr=113 (0.3587), cf=0.926, gamma=1.444, delta=0.110, M=-4.199e+001
92 141 -> 156 fr=113 (0.3587), cf=0.926, gamma=1.444, delta=0.110, M=-4.199e+001
25 121 -> ~157 fr=110 (0.3492), cf=0.932, gamma=1.454, delta=0.109, M=-4.190e+001
25 121 -> 156 fr=110 (0.3492), cf=0.932, gamma=1.454, delta=0.109, M=-4.190e+001
124 -> ~157 fr=184 (0.5841), cf=0.783, gamma=1.221, delta=0.106, M=-4.187e+001
7 25 52 -> ~157 fr=96 (0.3048), cf=0.960, gamma=1.497, delta=0.101, M=-4.122e+001
7 25 52 -> 156 fr=96 (0.3048), cf=0.960, gamma=1.497, delta=0.101, M=-4.122e+001
2 34 102 -> ~157 fr=145 (0.4603), cf=0.858, gamma=1.338, delta=0.116, M=-4.084e+001
2 34 102 -> 156 fr=145 (0.4603), cf=0.858, gamma=1.338, delta=0.116, M=-4.084e+001
25 92 -> ~157 fr=102 (0.3238), cf=0.944, gamma=1.473, delta=0.104, M=-4.064e+001
25 92 -> 156 fr=102 (0.3238), cf=0.944, gamma=1.473, delta=0.104, M=-4.064e+001
34 72 102 -> ~157 fr=111 (0.3524), cf=0.925, gamma=1.442, delta=0.108, M=-4.062e+001
25 34 52 -> ~157 fr=111 (0.3524), cf=0.925, gamma=1.442, delta=0.108, M=-4.062e+001
34 72 102 -> 156 fr=111 (0.3524), cf=0.925, gamma=1.442, delta=0.108, M=-4.062e+001
25 34 52 -> 156 fr=111 (0.3524), cf=0.925, gamma=1.442, delta=0.108, M=-4.062e+001
62 102 -> ~157 fr=113 (0.3587), cf=0.919, gamma=1.433, delta=0.108, M=-4.009e+001
25 43 -> ~157 fr=113 (0.3587), cf=0.919, gamma=1.433, delta=0.108, M=-4.009e+001
62 102 -> 156 fr=113 (0.3587), cf=0.919, gamma=1.433, delta=0.108, M=-4.009e+001
25 43 -> 156 fr=113 (0.3587), cf=0.919, gamma=1.433, delta=0.108, M=-4.009e+001
121 150 -> ~157 fr=142 (0.4508), cf=0.861, gamma=1.342, delta=0.115, M=-3.996e+001
121 150 -> 156 fr=142 (0.4508), cf=0.861, gamma=1.342, delta=0.115, M=-3.996e+001
34 52 92 -> ~157 fr=110 (0.3492), cf=0.924, gamma=1.441, delta=0.107, M=-3.994e+001
34 52 92 -> 156 fr=110 (0.3492), cf=0.924, gamma=1.441, delta=0.107, M=-3.994e+001
7 121 -> ~157 fr=118 (0.3746), cf=0.908, gamma=1.415, delta=0.110, M=-3.993e+001
7 121 -> 156 fr=118 (0.3746), cf=0.908, gamma=1.415, delta=0.110, M=-3.993e+001
7 20 29 48 -> ~157 fr=86 (0.2730), cf=0.977, gamma=1.524, delta=0.094, M=-3.991e+001
7 20 29 48 -> 156 fr=86 (0.2730), cf=0.977, gamma=1.524, delta=0.094, M=-3.991e+001
11 92 -> ~157 fr=115 (0.3651), cf=0.913, gamma=1.423, delta=0.109, M=-3.964e+001
11 92 -> 156 fr=115 (0.3651), cf=0.913, gamma=1.423, delta=0.109, M=-3.964e+001
92 -> ~157 fr=127 (0.4032), cf=0.888, gamma=1.385, delta=0.112, M=-3.955e+001
92 -> 156 fr=127 (0.4032), cf=0.888, gamma=1.385, delta=0.112, M=-3.955e+001
72 102 -> ~157 fr=112 (0.3556), cf=0.918, gamma=1.432, delta=0.107, M=-3.942e+001
25 52 -> ~157 fr=112 (0.3556), cf=0.918, gamma=1.432, delta=0.107, M=-3.942e+001
72 102 -> 156 fr=112 (0.3556), cf=0.918, gamma=1.432, delta=0.107, M=-3.942e+001
25 52 -> 156 fr=112 (0.3556), cf=0.918, gamma=1.432, delta=0.107, M=-3.942e+001
25 29 34 -> ~157 fr=93 (0.2952), cf=0.959, gamma=1.495, delta=0.098, M=-3.925e+001
25 29 34 -> 156 fr=93 (0.2952), cf=0.959, gamma=1.495, delta=0.098, M=-3.925e+001
7 29 48 67 -> ~157 fr=84 (0.2667), cf=0.977, gamma=1.523, delta=0.092, M=-3.863e+001
7 29 48 67 -> 156 fr=84 (0.2667), cf=0.977, gamma=1.523, delta=0.092, M=-3.863e+001
52 62 -> ~157 fr=116 (0.3683), cf=0.906, gamma=1.413, delta=0.108, M=-3.856e+001
52 62 -> 156 fr=116 (0.3683), cf=0.906, gamma=1.413, delta=0.108, M=-3.856e+001
11 -> ~157 fr=187 (0.5937), cf=0.766, gamma=1.195, delta=0.097, M=-3.817e+001
62 72 121 -> ~157 fr=98 (0.3111), cf=0.942, gamma=1.469, delta=0.099, M=-3.800e+001
62 72 121 -> 156 fr=98 (0.3111), cf=0.942, gamma=1.469, delta=0.099, M=-3.800e+001
34 62 -> ~157 fr=120 (0.3810), cf=0.896, gamma=1.396, delta=0.108, M=-3.792e+001
34 62 -> 156 fr=120 (0.3810), cf=0.896, gamma=1.396, delta=0.108, M=-3.792e+001
34 82 102 -> ~157 fr=115 (0.3651), cf=0.906, gamma=1.412, delta=0.107, M=-3.789e+001
34 82 102 -> 156 fr=115 (0.3651), cf=0.906, gamma=1.412, delta=0.107, M=-3.789e+001
34 52 -> ~157 fr=129 (0.4095), cf=0.878, gamma=1.368, delta=0.110, M=-3.785e+001
34 52 -> 156 fr=129 (0.4095), cf=0.878, gamma=1.368, delta=0.110, M=-3.785e+001
2 25 -> ~157 fr=150 (0.4762), cf=0.838, gamma=1.307, delta=0.112, M=-3.782e+001
2 25 -> 156 fr=150 (0.4762), cf=0.838, gamma=1.307, delta=0.112, M=-3.782e+001
7 29 48 -> ~157 fr=94 (0.2984), cf=0.949, gamma=1.481, delta=0.097, M=-3.759e+001
7 29 48 -> 156 fr=94 (0.2984), cf=0.949, gamma=1.481, delta=0.097, M=-3.759e+001
62 72 111 -> ~157 fr=97 (0.3079), cf=0.942, gamma=1.469, delta=0.098, M=-3.736e+001
62 72 111 -> 156 fr=97 (0.3079), cf=0.942, gamma=1.469, delta=0.098, M=-3.736e+001
1 -> 157 fr=33 (0.1048), cf=1.000, gamma=2.788, delta=0.067, M=-3.729e+001
2 -> ~157 fr=202 (0.6413), cf=0.716, gamma=1.117, delta=0.067, M=-3.729e+001
7 141 150 -> ~157 fr=128 (0.4063), cf=0.877, gamma=1.367, delta=0.109, M=-3.716e+001
7 141 150 -> 156 fr=128 (0.4063), cf=0.877, gamma=1.367, delta=0.109, M=-3.716e+001
34 102 141 150 -> ~157 fr=134 (0.4254), cf=0.865, gamma=1.348, delta=0.110, M=-3.696e+001
34 102 141 150 -> 156 fr=134 (0.4254), cf=0.865, gamma=1.348, delta=0.110, M=-3.696e+001
7 111 150 -> ~157 fr=93 (0.2952), cf=0.949, gamma=1.480, delta=0.096, M=-3.695e+001
7 111 150 -> 156 fr=93 (0.2952), cf=0.949, gamma=1.480, delta=0.096, M=-3.695e+001
61 150 -> 157 fr=41 (0.1302), cf=0.911, gamma=2.540, delta=0.079, M=-3.691e+001
61 150 -> ~156 fr=41 (0.1302), cf=0.911, gamma=2.540, delta=0.079, M=-3.691e+001
52 72 121 -> ~157 fr=96 (0.3048), cf=0.941, gamma=1.468, delta=0.097, M=-3.672e+001
52 72 121 -> 156 fr=96 (0.3048), cf=0.941, gamma=1.468, delta=0.097, M=-3.672e+001
62 72 -> ~157 fr=102 (0.3238), cf=0.927, gamma=1.446, delta=0.100, M=-3.657e+001
62 72 -> 156 fr=102 (0.3238), cf=0.927, gamma=1.446, delta=0.100, M=-3.657e+001
34 43 102 -> ~157 fr=110 (0.3492), cf=0.909, gamma=1.418, delta=0.103, M=-3.631e+001
34 43 102 -> 156 fr=110 (0.3492), cf=0.909, gamma=1.418, delta=0.103, M=-3.631e+001
34 102 141 -> ~157 fr=135 (0.4286), cf=0.860, gamma=1.341, delta=0.109, M=-3.625e+001
34 102 141 -> 156 fr=135 (0.4286), cf=0.860, gamma=1.341, delta=0.109, M=-3.625e+001
82 102 141 150 -> ~157 fr=107 (0.3397), cf=0.915, gamma=1.426, delta=0.101, M=-3.611e+001
82 102 141 150 -> 156 fr=107 (0.3397), cf=0.915, gamma=1.426, delta=0.101, M=-3.611e+001
121 -> ~157 fr=156 (0.4952), cf=0.821, gamma=1.280, delta=0.108, M=-3.610e+001
121 -> 156 fr=156 (0.4952), cf=0.821, gamma=1.280, delta=0.108, M=-3.610e+001
52 102 141 150 -> ~157 fr=104 (0.3302), cf=0.920, gamma=1.435, delta=0.100, M=-3.599e+001
52 102 141 150 -> 156 fr=104 (0.3302), cf=0.920, gamma=1.435, delta=0.100, M=-3.599e+001
43 52 -> ~157 fr=117 (0.3714), cf=0.893, gamma=1.393, delta=0.105, M=-3.591e+001
43 52 -> 156 fr=117 (0.3714), cf=0.893, gamma=1.393, delta=0.105, M=-3.591e+001
7 25 111 -> ~157 fr=91 (0.2889), cf=0.948, gamma=1.478, delta=0.093, M=-3.569e+001
7 25 111 -> 156 fr=91 (0.2889), cf=0.948, gamma=1.478, delta=0.093, M=-3.569e+001
7 141 -> ~157 fr=132 (0.4190), cf=0.863, gamma=1.345, delta=0.108, M=-3.556e+001
7 141 -> 156 fr=132 (0.4190), cf=0.863, gamma=1.345, delta=0.108, M=-3.556e+001
7 25 34 -> ~157 fr=132 (0.4190), cf=0.863, gamma=1.345, delta=0.108, M=-3.556e+001
7 25 34 -> 156 fr=132 (0.4190), cf=0.863, gamma=1.345, delta=0.108, M=-3.556e+001
25 29 -> ~157 fr=94 (0.2984), cf=0.940, gamma=1.466, delta=0.095, M=-3.546e+001
25 29 -> 156 fr=94 (0.2984), cf=0.940, gamma=1.466, delta=0.095, M=-3.546e+001
82 102 -> ~157 fr=116 (0.3683), cf=0.892, gamma=1.391, delta=0.104, M=-3.526e+001
82 102 -> 156 fr=116 (0.3683), cf=0.892, gamma=1.391, delta=0.104, M=-3.526e+001
61 -> 157 fr=49 (0.1556), cf=0.817, gamma=2.277, delta=0.087, M=-3.508e+001
7 25 62 -> ~157 fr=90 (0.2857), cf=0.947, gamma=1.477, delta=0.092, M=-3.507e+001
7 25 62 -> 156 fr=90 (0.2857), cf=0.947, gamma=1.477, delta=0.092, M=-3.507e+001
25 62 -> ~157 fr=105 (0.3333), cf=0.913, gamma=1.424, delta=0.099, M=-3.484e+001
25 62 -> 156 fr=105 (0.3333), cf=0.913, gamma=1.424, delta=0.099, M=-3.484e+001
72 111 150 -> ~157 fr=102 (0.3238), cf=0.919, gamma=1.433, delta=0.098, M=-3.472e+001
72 111 150 -> 156 fr=102 (0.3238), cf=0.919, gamma=1.433, delta=0.098, M=-3.472e+001
7 20 29 -> ~157 fr=96 (0.3048), cf=0.932, gamma=1.453, delta=0.095, M=-3.471e+001
7 20 29 -> 156 fr=96 (0.3048), cf=0.932, gamma=1.453, delta=0.095, M=-3.471e+001
7 52 -> ~157 fr=99 (0.3143), cf=0.925, gamma=1.443, delta=0.096, M=-3.467e+001
7 52 -> 156 fr=99 (0.3143), cf=0.925, gamma=1.443, delta=0.096, M=-3.467e+001
102 141 150 -> ~157 fr=140 (0.4444), cf=0.843, gamma=1.315, delta=0.107, M=-3.436e+001
102 141 150 -> 156 fr=140 (0.4444), cf=0.843, gamma=1.315, delta=0.107, M=-3.436e+001
7 20 48 57 67 -> ~157 fr=77 (0.2444), cf=0.975, gamma=1.520, delta=0.084, M=-3.426e+001
7 20 48 57 67 -> 156 fr=77 (0.2444), cf=0.975, gamma=1.520, delta=0.084, M=-3.426e+001
25 34 -> ~157 fr=147 (0.4667), cf=0.831, gamma=1.295, delta=0.106, M=-3.425e+001
25 34 -> 156 fr=147 (0.4667), cf=0.831, gamma=1.295, delta=0.106, M=-3.425e+001
111 -> ~157 fr=136 (0.4317), cf=0.850, gamma=1.325, delta=0.106, M=-3.421e+001
111 -> 156 fr=136 (0.4317), cf=0.850, gamma=1.325, delta=0.106, M=-3.421e+001
62 111 -> ~157 fr=104 (0.3302), cf=0.912, gamma=1.423, delta=0.098, M=-3.421e+001
62 111 -> 156 fr=104 (0.3302), cf=0.912, gamma=1.423, delta=0.098, M=-3.421e+001
7 20 48 67 -> ~157 fr=85 (0.2698), cf=0.955, gamma=1.489, delta=0.089, M=-3.420e+001
7 20 48 67 -> 156 fr=85 (0.2698), cf=0.955, gamma=1.489, delta=0.089, M=-3.420e+001
62 -> ~157 fr=121 (0.3841), cf=0.877, gamma=1.367, delta=0.103, M=-3.394e+001
62 -> 156 fr=121 (0.3841), cf=0.877, gamma=1.367, delta=0.103, M=-3.394e+001
43 102 -> ~157 fr=111 (0.3524), cf=0.895, gamma=1.396, delta=0.100, M=-3.364e+001
43 102 -> 156 fr=111 (0.3524), cf=0.895, gamma=1.396, delta=0.100, M=-3.364e+001
7 29 34 -> ~157 fr=91 (0.2889), cf=0.938, gamma=1.463, delta=0.091, M=-3.360e+001
7 29 34 -> 156 fr=91 (0.2889), cf=0.938, gamma=1.463, delta=0.091, M=-3.360e+001
72 141 150 -> ~157 fr=103 (0.3270), cf=0.912, gamma=1.421, delta=0.097, M=-3.358e+001
72 141 150 -> 156 fr=103 (0.3270), cf=0.912, gamma=1.421, delta=0.097, M=-3.358e+001
102 141 -> ~157 fr=146 (0.4635), cf=0.830, gamma=1.294, delta=0.105, M=-3.352e+001
102 141 -> 156 fr=146 (0.4635), cf=0.830, gamma=1.294, delta=0.105, M=-3.352e+001
52 72 -> ~157 fr=100 (0.3175), cf=0.917, gamma=1.431, delta=0.096, M=-3.348e+001
52 72 -> 156 fr=100 (0.3175), cf=0.917, gamma=1.431, delta=0.096, M=-3.348e+001
7 29 -> ~157 fr=108 (0.3429), cf=0.900, gamma=1.403, delta=0.099, M=-3.336e+001
7 29 -> 156 fr=108 (0.3429), cf=0.900, gamma=1.403, delta=0.099, M=-3.336e+001
91 97 150 -> 157 fr=36 (0.1143), cf=0.923, gamma=2.573, delta=0.070, M=-3.292e+001
91 97 150 -> ~156 fr=36 (0.1143), cf=0.923, gamma=2.573, delta=0.070, M=-3.292e+001
7 25 -> ~157 fr=134 (0.4254), cf=0.848, gamma=1.323, delta=0.104, M=-3.285e+001
7 25 -> 156 fr=134 (0.4254), cf=0.848, gamma=1.323, delta=0.104, M=-3.285e+001
52 -> ~157 fr=130 (0.4127), cf=0.855, gamma=1.334, delta=0.103, M=-3.283e+001
52 -> 156 fr=130 (0.4127), cf=0.855, gamma=1.334, delta=0.103, M=-3.283e+001
91 -> 157 fr=48 (0.1524), cf=0.800, gamma=2.230, delta=0.084, M=-3.259e+001
29 141 150 -> ~157 fr=104 (0.3302), cf=0.904, gamma=1.410, delta=0.096, M=-3.252e+001
29 141 150 -> 156 fr=104 (0.3302), cf=0.904, gamma=1.410, delta=0.096, M=-3.252e+001
