23 -> 90 fr=3416 (0.4672), cf=1.000, gamma=2.075, delta=0.242, M=-4.568e+003
54 76 -> 90 fr=783 (0.1071), cf=1.000, gamma=2.075, delta=0.055, M=-6.221e+002
54 76 -> ~89 fr=783 (0.1071), cf=1.000, gamma=2.075, delta=0.055, M=-6.221e+002
54 68 -> 90 fr=783 (0.1071), cf=1.000, gamma=2.075, delta=0.055, M=-6.221e+002
54 68 -> ~89 fr=783 (0.1071), cf=1.000, gamma=2.075, delta=0.055, M=-6.221e+002
52 66 -> 90 fr=781 (0.1068), cf=1.000, gamma=2.075, delta=0.055, M=-6.204e+002
52 66 -> ~89 fr=781 (0.1068), cf=1.000, gamma=2.075, delta=0.055, M=-6.204e+002
59 76 -> 90 fr=772 (0.1056), cf=1.000, gamma=2.075, delta=0.055, M=-6.126e+002
59 76 -> ~89 fr=772 (0.1056), cf=1.000, gamma=2.075, delta=0.055, M=-6.126e+002
59 68 -> 90 fr=772 (0.1056), cf=1.000, gamma=2.075, delta=0.055, M=-6.126e+002
59 68 -> ~89 fr=772 (0.1056), cf=1.000, gamma=2.075, delta=0.055, M=-6.126e+002
9 40 68 -> 90 fr=766 (0.1048), cf=1.000, gamma=2.075, delta=0.054, M=-6.074e+002
9 40 68 -> ~89 fr=766 (0.1048), cf=1.000, gamma=2.075, delta=0.054, M=-6.074e+002
52 -> 90 fr=815 (0.1115), cf=0.982, gamma=2.037, delta=0.057, M=-5.853e+002
58 -> 89 fr=780 (0.1067), cf=1.000, gamma=1.931, delta=0.051, M=-5.563e+002
21 43 -> ~90 fr=777 (0.1063), cf=1.000, gamma=1.931, delta=0.051, M=-5.540e+002
21 43 -> 89 fr=777 (0.1063), cf=1.000, gamma=1.931, delta=0.051, M=-5.540e+002
27 40 -> ~90 fr=776 (0.1061), cf=1.000, gamma=1.931, delta=0.051, M=-5.532e+002
27 40 -> 89 fr=776 (0.1061), cf=1.000, gamma=1.931, delta=0.051, M=-5.532e+002
53 -> 89 fr=774 (0.1059), cf=1.000, gamma=1.931, delta=0.051, M=-5.517e+002
40 81 -> ~90 fr=771 (0.1055), cf=1.000, gamma=1.931, delta=0.051, M=-5.494e+002
40 81 -> 89 fr=771 (0.1055), cf=1.000, gamma=1.931, delta=0.051, M=-5.494e+002
27 55 -> ~90 fr=1079 (0.1476), cf=0.927, gamma=1.790, delta=0.065, M=-5.443e+002
27 63 -> ~90 fr=1079 (0.1476), cf=0.927, gamma=1.790, delta=0.065, M=-5.443e+002
27 55 -> 89 fr=1079 (0.1476), cf=0.927, gamma=1.790, delta=0.065, M=-5.443e+002
27 63 -> 89 fr=1079 (0.1476), cf=0.927, gamma=1.790, delta=0.065, M=-5.443e+002
9 66 68 -> 90 fr=787 (0.1076), cf=0.973, gamma=2.018, delta=0.054, M=-5.390e+002
9 66 68 -> ~89 fr=787 (0.1076), cf=0.973, gamma=2.018, delta=0.054, M=-5.390e+002
27 -> 89 fr=1079 (0.1476), cf=0.921, gamma=1.779, delta=0.065, M=-5.304e+002
26 -> ~89 fr=3432 (0.4694), cf=0.559, gamma=1.160, delta=0.065, M=-5.304e+002
66 85 -> 90 fr=920 (0.1258), cf=0.915, gamma=1.899, delta=0.060, M=-4.996e+002
66 85 -> ~89 fr=920 (0.1258), cf=0.915, gamma=1.899, delta=0.060, M=-4.996e+002
17 76 -> 90 fr=798 (0.1092), cf=0.948, gamma=1.966, delta=0.054, M=-4.891e+002
17 76 -> ~89 fr=798 (0.1092), cf=0.948, gamma=1.966, delta=0.054, M=-4.891e+002
76 -> 90 fr=1630 (0.2230), cf=0.760, gamma=1.576, delta=0.081, M=-4.883e+002
17 68 -> 90 fr=787 (0.1076), cf=0.947, gamma=1.965, delta=0.053, M=-4.802e+002
17 68 -> ~89 fr=787 (0.1076), cf=0.947, gamma=1.965, delta=0.053, M=-4.802e+002
85 -> 90 fr=920 (0.1258), cf=0.882, gamma=1.830, delta=0.057, M=-4.330e+002
7 60 -> ~90 fr=870 (0.1190), cf=0.923, gamma=1.781, delta=0.052, M=-4.173e+002
7 60 -> 89 fr=870 (0.1190), cf=0.923, gamma=1.781, delta=0.052, M=-4.173e+002
7 55 -> ~90 fr=896 (0.1226), cf=0.911, gamma=1.758, delta=0.053, M=-4.074e+002
7 55 -> 89 fr=896 (0.1226), cf=0.911, gamma=1.758, delta=0.053, M=-4.074e+002
40 88 -> ~90 fr=1651 (0.2258), cf=0.762, gamma=1.471, delta=0.072, M=-3.856e+002
40 88 -> 89 fr=1651 (0.2258), cf=0.762, gamma=1.471, delta=0.072, M=-3.856e+002
26 41 88 -> ~90 fr=1571 (0.2149), cf=0.772, gamma=1.490, delta=0.071, M=-3.836e+002
26 41 88 -> 89 fr=1571 (0.2149), cf=0.772, gamma=1.490, delta=0.071, M=-3.836e+002
60 82 -> ~90 fr=1268 (0.1734), cf=0.812, gamma=1.568, delta=0.063, M=-3.710e+002
55 82 -> ~90 fr=1268 (0.1734), cf=0.812, gamma=1.568, delta=0.063, M=-3.710e+002
60 82 -> 89 fr=1268 (0.1734), cf=0.812, gamma=1.568, delta=0.063, M=-3.710e+002
55 82 -> 89 fr=1268 (0.1734), cf=0.812, gamma=1.568, delta=0.063, M=-3.710e+002
41 88 -> ~90 fr=1658 (0.2268), cf=0.753, gamma=1.454, delta=0.071, M=-3.660e+002
41 88 -> 89 fr=1658 (0.2268), cf=0.753, gamma=1.454, delta=0.071, M=-3.660e+002
9 68 -> 90 fr=787 (0.1076), cf=0.880, gamma=1.826, delta=0.049, M=-3.600e+002
9 68 -> ~89 fr=787 (0.1076), cf=0.880, gamma=1.826, delta=0.049, M=-3.600e+002
31 -> 89 fr=844 (0.1154), cf=0.895, gamma=1.728, delta=0.049, M=-3.534e+002
14 40 -> ~90 fr=740 (0.1012), cf=0.897, gamma=1.732, delta=0.043, M=-3.082e+002
14 40 -> 89 fr=740 (0.1012), cf=0.897, gamma=1.732, delta=0.043, M=-3.082e+002
40 68 -> 90 fr=1553 (0.2124), cf=0.693, gamma=1.437, delta=0.065, M=-2.959e+002
40 68 -> ~89 fr=1553 (0.2124), cf=0.693, gamma=1.437, delta=0.065, M=-2.959e+002
66 68 -> 90 fr=1589 (0.2173), cf=0.685, gamma=1.420, delta=0.064, M=-2.875e+002
66 68 -> ~89 fr=1589 (0.2173), cf=0.685, gamma=1.420, delta=0.064, M=-2.875e+002
25 39 66 -> 90 fr=1607 (0.2198), cf=0.667, gamma=1.384, delta=0.061, M=-2.531e+002
25 39 66 -> ~89 fr=1607 (0.2198), cf=0.667, gamma=1.384, delta=0.061, M=-2.531e+002
39 63 66 -> 90 fr=1600 (0.2188), cf=0.666, gamma=1.382, delta=0.060, M=-2.494e+002
39 63 66 -> ~89 fr=1600 (0.2188), cf=0.666, gamma=1.382, delta=0.060, M=-2.494e+002
10 40 -> 90 fr=1052 (0.1439), cf=0.733, gamma=1.520, delta=0.049, M=-2.342e+002
10 40 -> ~89 fr=1052 (0.1439), cf=0.733, gamma=1.520, delta=0.049, M=-2.342e+002
25 66 -> 90 fr=3425 (0.4685), cf=0.522, gamma=1.082, delta=0.036, M=-2.282e+002
25 66 -> ~89 fr=3425 (0.4685), cf=0.522, gamma=1.082, delta=0.036, M=-2.282e+002
25 37 63 -> ~90 fr=865 (0.1183), cf=0.802, gamma=1.548, delta=0.042, M=-2.210e+002
25 37 63 -> 89 fr=865 (0.1183), cf=0.802, gamma=1.548, delta=0.042, M=-2.210e+002
63 66 -> 90 fr=3418 (0.4675), cf=0.521, gamma=1.081, delta=0.035, M=-2.189e+002
63 66 -> ~89 fr=3418 (0.4675), cf=0.521, gamma=1.081, delta=0.035, M=-2.189e+002
25 37 -> ~90 fr=865 (0.1183), cf=0.799, gamma=1.543, delta=0.042, M=-2.181e+002
