23 -> 90 fr=3414 (0.4668), cf=1.000, gamma=2.075, delta=0.242, M=-4.558e+003
26 29 68 -> ~89 fr=1585 (0.2167), cf=1.000, gamma=2.075, delta=0.112, M=-1.397e+003
26 68 80 -> 90 fr=1585 (0.2167), cf=1.000, gamma=2.075, delta=0.112, M=-1.397e+003
26 66 68 -> 90 fr=1585 (0.2167), cf=1.000, gamma=2.075, delta=0.112, M=-1.397e+003
26 68 80 -> ~89 fr=1585 (0.2167), cf=1.000, gamma=2.075, delta=0.112, M=-1.397e+003
26 66 68 -> ~89 fr=1585 (0.2167), cf=1.000, gamma=2.075, delta=0.112, M=-1.397e+003
32 -> 90 fr=1579 (0.2159), cf=1.000, gamma=2.075, delta=0.112, M=-1.391e+003
40 76 -> 90 fr=1557 (0.2129), cf=1.000, gamma=2.075, delta=0.110, M=-1.367e+003
40 76 -> ~89 fr=1557 (0.2129), cf=1.000, gamma=2.075, delta=0.110, M=-1.367e+003
29 40 68 -> 90 fr=1557 (0.2129), cf=1.000, gamma=2.075, delta=0.110, M=-1.367e+003
29 40 68 -> ~89 fr=1557 (0.2129), cf=1.000, gamma=2.075, delta=0.110, M=-1.367e+003
21 29 40 -> 90 fr=1557 (0.2129), cf=1.000, gamma=2.075, delta=0.110, M=-1.367e+003
26 29 40 -> 90 fr=1557 (0.2129), cf=1.000, gamma=2.075, delta=0.110, M=-1.367e+003
21 29 40 -> ~89 fr=1557 (0.2129), cf=1.000, gamma=2.075, delta=0.110, M=-1.367e+003
26 29 40 -> ~89 fr=1557 (0.2129), cf=1.000, gamma=2.075, delta=0.110, M=-1.367e+003
40 68 80 -> 90 fr=1557 (0.2129), cf=1.000, gamma=2.075, delta=0.110, M=-1.367e+003
26 40 68 -> 90 fr=1557 (0.2129), cf=1.000, gamma=2.075, delta=0.110, M=-1.367e+003
40 68 80 -> ~89 fr=1557 (0.2129), cf=1.000, gamma=2.075, delta=0.110, M=-1.367e+003
26 40 68 -> ~89 fr=1557 (0.2129), cf=1.000, gamma=2.075, delta=0.110, M=-1.367e+003
50 -> 90 fr=1935 (0.2646), cf=0.935, gamma=1.940, delta=0.128, M=-1.354e+003
26 29 -> 90 fr=1905 (0.2605), cf=0.938, gamma=1.946, delta=0.127, M=-1.339e+003
26 29 -> ~89 fr=1905 (0.2605), cf=0.938, gamma=1.946, delta=0.127, M=-1.339e+003
26 76 80 -> 90 fr=1585 (0.2167), cf=0.991, gamma=2.055, delta=0.111, M=-1.321e+003
26 76 80 -> ~89 fr=1585 (0.2167), cf=0.991, gamma=2.055, delta=0.111, M=-1.321e+003
20 88 -> ~90 fr=1643 (0.2247), cf=1.000, gamma=1.931, delta=0.108, M=-1.304e+003
20 88 -> 89 fr=1643 (0.2247), cf=1.000, gamma=1.931, delta=0.108, M=-1.304e+003
40 41 88 -> ~90 fr=1643 (0.2247), cf=1.000, gamma=1.931, delta=0.108, M=-1.304e+003
40 41 88 -> 89 fr=1643 (0.2247), cf=1.000, gamma=1.931, delta=0.108, M=-1.304e+003
40 71 88 -> ~90 fr=1643 (0.2247), cf=1.000, gamma=1.931, delta=0.108, M=-1.304e+003
40 71 88 -> 89 fr=1643 (0.2247), cf=1.000, gamma=1.931, delta=0.108, M=-1.304e+003
41 75 -> 90 fr=1485 (0.2031), cf=1.000, gamma=2.075, delta=0.105, M=-1.291e+003
41 75 -> ~89 fr=1485 (0.2031), cf=1.000, gamma=2.075, delta=0.105, M=-1.291e+003
28 75 -> 90 fr=1485 (0.2031), cf=1.000, gamma=2.075, delta=0.105, M=-1.291e+003
28 75 -> ~89 fr=1485 (0.2031), cf=1.000, gamma=2.075, delta=0.105, M=-1.291e+003
20 28 -> ~90 fr=2381 (0.3256), cf=0.880, gamma=1.699, delta=0.134, M=-1.241e+003
20 28 -> 89 fr=2381 (0.3256), cf=0.880, gamma=1.699, delta=0.134, M=-1.241e+003
29 76 -> 90 fr=1600 (0.2188), cf=0.974, gamma=2.020, delta=0.110, M=-1.235e+003
29 76 -> ~89 fr=1600 (0.2188), cf=0.974, gamma=2.020, delta=0.110, M=-1.235e+003
66 76 -> 90 fr=1600 (0.2188), cf=0.974, gamma=2.020, delta=0.110, M=-1.235e+003
66 76 -> ~89 fr=1600 (0.2188), cf=0.974, gamma=2.020, delta=0.110, M=-1.235e+003
29 68 -> 90 fr=1593 (0.2178), cf=0.974, gamma=2.020, delta=0.110, M=-1.228e+003
29 68 -> ~89 fr=1593 (0.2178), cf=0.974, gamma=2.020, delta=0.110, M=-1.228e+003
21 68 76 -> 90 fr=1593 (0.2178), cf=0.974, gamma=2.020, delta=0.110, M=-1.228e+003
21 68 76 -> ~89 fr=1593 (0.2178), cf=0.974, gamma=2.020, delta=0.110, M=-1.228e+003
28 40 -> ~90 fr=2247 (0.3073), cf=0.898, gamma=1.733, delta=0.130, M=-1.225e+003
28 40 -> 89 fr=2247 (0.3073), cf=0.898, gamma=1.733, delta=0.130, M=-1.225e+003
68 80 -> 90 fr=1585 (0.2167), cf=0.974, gamma=2.020, delta=0.109, M=-1.219e+003
68 80 -> ~89 fr=1585 (0.2167), cf=0.974, gamma=2.020, delta=0.109, M=-1.219e+003
21 66 -> 90 fr=2930 (0.4007), cf=0.737, gamma=1.530, delta=0.139, M=-1.216e+003
21 66 -> ~89 fr=2930 (0.4007), cf=0.737, gamma=1.530, delta=0.139, M=-1.216e+003
29 -> 90 fr=2006 (0.2743), cf=0.886, gamma=1.839, delta=0.125, M=-1.178e+003
28 -> ~90 fr=3531 (0.4828), cf=0.699, gamma=1.350, delta=0.125, M=-1.178e+003
76 80 -> 90 fr=1585 (0.2167), cf=0.965, gamma=2.001, delta=0.108, M=-1.173e+003
76 80 -> ~89 fr=1585 (0.2167), cf=0.965, gamma=2.001, delta=0.108, M=-1.173e+003
20 47 -> ~90 fr=2469 (0.3376), cf=0.850, gamma=1.641, delta=0.132, M=-1.150e+003
20 47 -> 89 fr=2469 (0.3376), cf=0.850, gamma=1.641, delta=0.132, M=-1.150e+003
21 63 -> 90 fr=2956 (0.4042), cf=0.722, gamma=1.498, delta=0.134, M=-1.148e+003
21 63 -> ~89 fr=2956 (0.4042), cf=0.722, gamma=1.498, delta=0.134, M=-1.148e+003
21 25 -> 90 fr=2947 (0.4030), cf=0.722, gamma=1.497, delta=0.134, M=-1.135e+003
21 25 -> ~89 fr=2947 (0.4030), cf=0.722, gamma=1.497, delta=0.134, M=-1.135e+003
47 71 -> ~90 fr=2685 (0.3672), cf=0.814, gamma=1.572, delta=0.134, M=-1.125e+003
47 71 -> 89 fr=2685 (0.3672), cf=0.814, gamma=1.572, delta=0.134, M=-1.125e+003
71 -> ~90 fr=2830 (0.3870), cf=0.793, gamma=1.532, delta=0.134, M=-1.121e+003
71 -> 89 fr=2830 (0.3870), cf=0.793, gamma=1.532, delta=0.134, M=-1.121e+003
75 -> 90 fr=1485 (0.2031), cf=0.971, gamma=2.015, delta=0.102, M=-1.113e+003
40 41 47 51 -> ~90 fr=1643 (0.2247), cf=0.961, gamma=1.855, delta=0.104, M=-1.056e+003
40 41 47 51 -> 89 fr=1643 (0.2247), cf=0.961, gamma=1.855, delta=0.104, M=-1.056e+003
26 39 41 66 -> 90 fr=1251 (0.1711), cf=1.000, gamma=2.075, delta=0.089, M=-1.053e+003
26 39 41 66 -> ~89 fr=1251 (0.1711), cf=1.000, gamma=2.075, delta=0.089, M=-1.053e+003
70 -> 90 fr=1195 (0.1634), cf=1.000, gamma=2.075, delta=0.085, M=-9.989e+002
20 51 -> ~90 fr=2301 (0.3146), cf=0.840, gamma=1.621, delta=0.121, M=-9.778e+002
20 51 -> 89 fr=2301 (0.3146), cf=0.840, gamma=1.621, delta=0.121, M=-9.778e+002
39 41 66 -> 90 fr=1344 (0.1838), cf=0.969, gamma=2.010, delta=0.092, M=-9.764e+002
39 41 66 -> ~89 fr=1344 (0.1838), cf=0.969, gamma=2.010, delta=0.092, M=-9.764e+002
9 21 -> 90 fr=1423 (0.1946), cf=0.952, gamma=1.975, delta=0.096, M=-9.726e+002
9 21 -> ~89 fr=1423 (0.1946), cf=0.952, gamma=1.975, delta=0.096, M=-9.726e+002
20 -> 89 fr=2469 (0.3376), cf=0.815, gamma=1.573, delta=0.123, M=-9.715e+002
21 -> ~89 fr=2964 (0.4053), cf=0.692, gamma=1.436, delta=0.123, M=-9.715e+002
26 39 41 -> 90 fr=1319 (0.1804), cf=0.968, gamma=2.009, delta=0.091, M=-9.523e+002
26 39 41 -> ~89 fr=1319 (0.1804), cf=0.968, gamma=2.009, delta=0.091, M=-9.523e+002
25 26 80 -> 90 fr=2527 (0.3455), cf=0.749, gamma=1.553, delta=0.123, M=-9.361e+002
26 63 80 -> 90 fr=2527 (0.3455), cf=0.749, gamma=1.553, delta=0.123, M=-9.361e+002
25 26 80 -> ~89 fr=2527 (0.3455), cf=0.749, gamma=1.553, delta=0.123, M=-9.361e+002
26 63 80 -> ~89 fr=2527 (0.3455), cf=0.749, gamma=1.553, delta=0.123, M=-9.361e+002
39 41 -> 90 fr=1412 (0.1931), cf=0.943, gamma=1.956, delta=0.094, M=-9.272e+002
39 41 -> ~89 fr=1412 (0.1931), cf=0.943, gamma=1.956, delta=0.094, M=-9.272e+002
47 -> ~90 fr=3274 (0.4477), cf=0.702, gamma=1.356, delta=0.117, M=-9.252e+002
26 41 51 88 -> ~90 fr=1555 (0.2126), cf=0.945, gamma=1.825, delta=0.096, M=-9.179e+002
26 41 51 88 -> 89 fr=1555 (0.2126), cf=0.945, gamma=1.825, delta=0.096, M=-9.179e+002
26 68 -> 90 fr=1585 (0.2167), cf=0.899, gamma=1.864, delta=0.100, M=-8.970e+002
26 68 -> ~89 fr=1585 (0.2167), cf=0.899, gamma=1.864, delta=0.100, M=-8.970e+002
40 41 51 -> ~90 fr=1643 (0.2247), cf=0.925, gamma=1.785, delta=0.099, M=-8.963e+002
40 41 51 -> 89 fr=1643 (0.2247), cf=0.925, gamma=1.785, delta=0.099, M=-8.963e+002
40 73 -> ~90 fr=1177 (0.1609), cf=1.000, gamma=1.931, delta=0.078, M=-8.793e+002
40 73 -> 89 fr=1177 (0.1609), cf=1.000, gamma=1.931, delta=0.078, M=-8.793e+002
7 40 -> ~90 fr=1171 (0.1601), cf=1.000, gamma=1.931, delta=0.077, M=-8.742e+002
7 40 -> 89 fr=1171 (0.1601), cf=1.000, gamma=1.931, delta=0.077, M=-8.742e+002
26 76 -> 90 fr=1619 (0.2214), cf=0.879, gamma=1.824, delta=0.100, M=-8.528e+002
26 76 -> ~89 fr=1619 (0.2214), cf=0.879, gamma=1.824, delta=0.100, M=-8.528e+002
25 80 -> 90 fr=2571 (0.3516), cf=0.724, gamma=1.502, delta=0.118, M=-8.467e+002
63 80 -> 90 fr=2571 (0.3516), cf=0.724, gamma=1.502, delta=0.118, M=-8.467e+002
25 80 -> ~89 fr=2571 (0.3516), cf=0.724, gamma=1.502, delta=0.118, M=-8.467e+002
63 80 -> ~89 fr=2571 (0.3516), cf=0.724, gamma=1.502, delta=0.118, M=-8.467e+002
26 80 -> 90 fr=2527 (0.3455), cf=0.729, gamma=1.513, delta=0.117, M=-8.419e+002
26 80 -> ~89 fr=2527 (0.3455), cf=0.729, gamma=1.513, delta=0.117, M=-8.419e+002
10 26 40 -> 90 fr=1028 (0.1406), cf=1.000, gamma=2.075, delta=0.073, M=-8.413e+002
10 26 40 -> ~89 fr=1028 (0.1406), cf=1.000, gamma=2.075, delta=0.073, M=-8.413e+002
68 76 -> 90 fr=1593 (0.2178), cf=0.878, gamma=1.821, delta=0.098, M=-8.288e+002
68 76 -> ~89 fr=1593 (0.2178), cf=0.878, gamma=1.821, delta=0.098, M=-8.288e+002
40 72 -> ~90 fr=1114 (0.1523), cf=1.000, gamma=1.931, delta=0.073, M=-8.259e+002
40 72 -> 89 fr=1114 (0.1523), cf=1.000, gamma=1.931, delta=0.073, M=-8.259e+002
41 51 88 -> ~90 fr=1643 (0.2247), cf=0.903, gamma=1.744, delta=0.096, M=-8.141e+002
41 51 88 -> 89 fr=1643 (0.2247), cf=0.903, gamma=1.744, delta=0.096, M=-8.141e+002
73 -> 89 fr=1568 (0.2144), cf=0.887, gamma=1.712, delta=0.089, M=-7.108e+002
27 82 -> ~90 fr=954 (0.1305), cf=1.000, gamma=1.931, delta=0.063, M=-6.941e+002
27 82 -> 89 fr=954 (0.1305), cf=1.000, gamma=1.931, delta=0.063, M=-6.941e+002
21 60 82 -> ~90 fr=954 (0.1305), cf=1.000, gamma=1.931, delta=0.063, M=-6.941e+002
21 55 82 -> ~90 fr=954 (0.1305), cf=1.000, gamma=1.931, delta=0.063, M=-6.941e+002
21 60 82 -> 89 fr=954 (0.1305), cf=1.000, gamma=1.931, delta=0.063, M=-6.941e+002
21 55 82 -> 89 fr=954 (0.1305), cf=1.000, gamma=1.931, delta=0.063, M=-6.941e+002
40 41 -> ~90 fr=1643 (0.2247), cf=0.865, gamma=1.670, delta=0.090, M=-6.815e+002
40 41 -> 89 fr=1643 (0.2247), cf=0.865, gamma=1.670, delta=0.090, M=-6.815e+002
40 51 88 -> ~90 fr=1643 (0.2247), cf=0.864, gamma=1.669, delta=0.090, M=-6.785e+002
40 51 88 -> 89 fr=1643 (0.2247), cf=0.864, gamma=1.669, delta=0.090, M=-6.785e+002
51 -> ~90 fr=3061 (0.4186), cf=0.686, gamma=1.325, delta=0.103, M=-6.753e+002
26 63 -> 90 fr=3424 (0.4682), cf=0.576, gamma=1.195, delta=0.076, M=-6.550e+002
26 63 -> ~89 fr=3424 (0.4682), cf=0.576, gamma=1.195, delta=0.076, M=-6.550e+002
25 26 66 -> 90 fr=3322 (0.4543), cf=0.591, gamma=1.226, delta=0.084, M=-6.442e+002
25 26 66 -> ~89 fr=3322 (0.4543), cf=0.591, gamma=1.226, delta=0.084, M=-6.442e+002
17 40 68 -> 90 fr=785 (0.1073), cf=1.000, gamma=2.075, delta=0.056, M=-6.238e+002
17 66 68 -> 90 fr=785 (0.1073), cf=1.000, gamma=2.075, delta=0.056, M=-6.238e+002
17 40 68 -> ~89 fr=785 (0.1073), cf=1.000, gamma=2.075, delta=0.056, M=-6.238e+002
17 66 68 -> ~89 fr=785 (0.1073), cf=1.000, gamma=2.075, delta=0.056, M=-6.238e+002
9 40 68 -> 90 fr=785 (0.1073), cf=1.000, gamma=2.075, delta=0.056, M=-6.238e+002
9 40 68 -> ~89 fr=785 (0.1073), cf=1.000, gamma=2.075, delta=0.056, M=-6.238e+002
72 -> 89 fr=1468 (0.2007), cf=0.877, gamma=1.693, delta=0.082, M=-6.235e+002
52 66 -> 90 fr=784 (0.1072), cf=1.000, gamma=2.075, delta=0.056, M=-6.229e+002
52 66 -> ~89 fr=784 (0.1072), cf=1.000, gamma=2.075, delta=0.056, M=-6.229e+002
25 26 -> 90 fr=3407 (0.4659), cf=0.575, gamma=1.192, delta=0.075, M=-6.214e+002
25 26 -> ~89 fr=3407 (0.4659), cf=0.575, gamma=1.192, delta=0.075, M=-6.214e+002
54 76 -> 90 fr=780 (0.1067), cf=1.000, gamma=2.075, delta=0.055, M=-6.195e+002
54 76 -> ~89 fr=780 (0.1067), cf=1.000, gamma=2.075, delta=0.055, M=-6.195e+002
54 68 -> 90 fr=780 (0.1067), cf=1.000, gamma=2.075, delta=0.055, M=-6.195e+002
54 68 -> ~89 fr=780 (0.1067), cf=1.000, gamma=2.075, delta=0.055, M=-6.195e+002
59 76 -> 90 fr=778 (0.1064), cf=1.000, gamma=2.075, delta=0.055, M=-6.177e+002
59 76 -> ~89 fr=778 (0.1064), cf=1.000, gamma=2.075, delta=0.055, M=-6.177e+002
59 68 -> 90 fr=778 (0.1064), cf=1.000, gamma=2.075, delta=0.055, M=-6.177e+002
59 68 -> ~89 fr=778 (0.1064), cf=1.000, gamma=2.075, delta=0.055, M=-6.177e+002
52 -> 90 fr=818 (0.1119), cf=0.983, gamma=2.040, delta=0.057, M=-5.913e+002
58 -> 89 fr=797 (0.1090), cf=1.000, gamma=1.931, delta=0.053, M=-5.696e+002
53 -> 89 fr=791 (0.1082), cf=1.000, gamma=1.931, delta=0.052, M=-5.649e+002
9 66 68 -> 90 fr=807 (0.1104), cf=0.976, gamma=2.024, delta=0.056, M=-5.620e+002
9 66 68 -> ~89 fr=807 (0.1104), cf=0.976, gamma=2.024, delta=0.056, M=-5.620e+002
40 81 -> ~90 fr=787 (0.1076), cf=1.000, gamma=1.931, delta=0.052, M=-5.618e+002
40 81 -> 89 fr=787 (0.1076), cf=1.000, gamma=1.931, delta=0.052, M=-5.618e+002
27 40 -> ~90 fr=780 (0.1067), cf=1.000, gamma=1.931, delta=0.051, M=-5.563e+002
27 40 -> 89 fr=780 (0.1067), cf=1.000, gamma=1.931, delta=0.051, M=-5.563e+002
21 43 -> ~90 fr=774 (0.1058), cf=1.000, gamma=1.931, delta=0.051, M=-5.517e+002
21 43 -> 89 fr=774 (0.1058), cf=1.000, gamma=1.931, delta=0.051, M=-5.517e+002
27 55 -> ~90 fr=1085 (0.1484), cf=0.921, gamma=1.778, delta=0.065, M=-5.328e+002
27 63 -> ~90 fr=1085 (0.1484), cf=0.921, gamma=1.778, delta=0.065, M=-5.328e+002
27 55 -> 89 fr=1085 (0.1484), cf=0.921, gamma=1.778, delta=0.065, M=-5.328e+002
27 63 -> 89 fr=1085 (0.1484), cf=0.921, gamma=1.778, delta=0.065, M=-5.328e+002
27 -> 89 fr=1085 (0.1484), cf=0.915, gamma=1.766, delta=0.064, M=-5.175e+002
26 -> ~89 fr=3424 (0.4682), cf=0.559, gamma=1.159, delta=0.064, M=-5.175e+002
66 85 -> 90 fr=918 (0.1255), cf=0.918, gamma=1.904, delta=0.060, M=-5.039e+002
66 85 -> ~89 fr=918 (0.1255), cf=0.918, gamma=1.904, delta=0.060, M=-5.039e+002
17 76 -> 90 fr=795 (0.1087), cf=0.949, gamma=1.968, delta=0.053, M=-4.891e+002
17 76 -> ~89 fr=795 (0.1087), cf=0.949, gamma=1.968, delta=0.053, M=-4.891e+002
17 68 -> 90 fr=785 (0.1073), cf=0.948, gamma=1.967, delta=0.053, M=-4.810e+002
17 68 -> ~89 fr=785 (0.1073), cf=0.948, gamma=1.967, delta=0.053, M=-4.810e+002
76 -> 90 fr=1634 (0.2234), cf=0.756, gamma=1.569, delta=0.081, M=-4.806e+002
85 -> 90 fr=918 (0.1255), cf=0.886, gamma=1.838, delta=0.057, M=-4.395e+002
60 82 -> ~90 fr=1269 (0.1735), cf=0.825, gamma=1.592, delta=0.065, M=-3.977e+002
55 82 -> ~90 fr=1269 (0.1735), cf=0.825, gamma=1.592, delta=0.065, M=-3.977e+002
60 82 -> 89 fr=1269 (0.1735), cf=0.825, gamma=1.592, delta=0.065, M=-3.977e+002
55 82 -> 89 fr=1269 (0.1735), cf=0.825, gamma=1.592, delta=0.065, M=-3.977e+002
7 60 -> ~90 fr=875 (0.1196), cf=0.909, gamma=1.754, delta=0.051, M=-3.930e+002
7 60 -> 89 fr=875 (0.1196), cf=0.909, gamma=1.754, delta=0.051, M=-3.930e+002
40 88 -> ~90 fr=1643 (0.2247), cf=0.761, gamma=1.468, delta=0.072, M=-3.798e+002
40 88 -> 89 fr=1643 (0.2247), cf=0.761, gamma=1.468, delta=0.072, M=-3.798e+002
7 55 -> ~90 fr=891 (0.1218), cf=0.897, gamma=1.732, delta=0.052, M=-3.798e+002
7 55 -> 89 fr=891 (0.1218), cf=0.897, gamma=1.732, delta=0.052, M=-3.798e+002
26 41 88 -> ~90 fr=1562 (0.2136), cf=0.769, gamma=1.485, delta=0.070, M=-3.745e+002
26 41 88 -> 89 fr=1562 (0.2136), cf=0.769, gamma=1.485, delta=0.070, M=-3.745e+002
9 68 -> 90 fr=807 (0.1104), cf=0.881, gamma=1.828, delta=0.050, M=-3.714e+002
9 68 -> ~89 fr=807 (0.1104), cf=0.881, gamma=1.828, delta=0.050, M=-3.714e+002
41 88 -> ~90 fr=1650 (0.2256), cf=0.748, gamma=1.445, delta=0.069, M=-3.511e+002
41 88 -> 89 fr=1650 (0.2256), cf=0.748, gamma=1.445, delta=0.069, M=-3.511e+002
31 -> 89 fr=836 (0.1143), cf=0.893, gamma=1.724, delta=0.048, M=-3.465e+002
14 40 -> ~90 fr=760 (0.1039), cf=0.894, gamma=1.726, delta=0.044, M=-3.131e+002
14 40 -> 89 fr=760 (0.1039), cf=0.894, gamma=1.726, delta=0.044, M=-3.131e+002
40 68 -> 90 fr=1557 (0.2129), cf=0.692, gamma=1.436, delta=0.065, M=-2.961e+002
40 68 -> ~89 fr=1557 (0.2129), cf=0.692, gamma=1.436, delta=0.065, M=-2.961e+002
66 68 -> 90 fr=1593 (0.2178), cf=0.684, gamma=1.420, delta=0.064, M=-2.878e+002
66 68 -> ~89 fr=1593 (0.2178), cf=0.684, gamma=1.420, delta=0.064, M=-2.878e+002
25 39 66 -> 90 fr=1610 (0.2202), cf=0.672, gamma=1.393, delta=0.062, M=-2.639e+002
25 39 66 -> ~89 fr=1610 (0.2202), cf=0.672, gamma=1.393, delta=0.062, M=-2.639e+002
39 63 66 -> 90 fr=1602 (0.2191), cf=0.671, gamma=1.391, delta=0.062, M=-2.595e+002
39 63 66 -> ~89 fr=1602 (0.2191), cf=0.671, gamma=1.391, delta=0.062, M=-2.595e+002
25 66 -> 90 fr=3423 (0.4681), cf=0.523, gamma=1.085, delta=0.037, M=-2.367e+002
25 66 -> ~89 fr=3423 (0.4681), cf=0.523, gamma=1.085, delta=0.037, M=-2.367e+002
25 37 63 -> ~90 fr=858 (0.1173), cf=0.808, gamma=1.560, delta=0.042, M=-2.272e+002
25 37 63 -> 89 fr=858 (0.1173), cf=0.808, gamma=1.560, delta=0.042, M=-2.272e+002
63 66 -> 90 fr=3415 (0.4670), cf=0.522, gamma=1.084, delta=0.036, M=-2.260e+002
63 66 -> ~89 fr=3415 (0.4670), cf=0.522, gamma=1.084, delta=0.036, M=-2.260e+002
81 88 -> ~90 fr=815 (0.1114), cf=0.816, gamma=1.575, delta=0.041, M=-2.244e+002
81 88 -> 89 fr=815 (0.1114), cf=0.816, gamma=1.575, delta=0.041, M=-2.244e+002
25 37 -> ~90 fr=858 (0.1173), cf=0.805, gamma=1.554, delta=0.042, M=-2.232e+002
25 37 -> 89 fr=858 (0.1173), cf=0.805, gamma=1.554, delta=0.042, M=-2.232e+002
37 63 -> ~90 fr=858 (0.1173), cf=0.802, gamma=1.548, delta=0.042, M=-2.192e+002
37 63 -> 89 fr=858 (0.1173), cf=0.802, gamma=1.548, delta=0.042, M=-2.192e+002
10 40 -> 90 fr=1028 (0.1406), cf=0.725, gamma=1.505, delta=0.047, M=-2.172e+002
10 40 -> ~89 fr=1028 (0.1406), cf=0.725, gamma=1.505, delta=0.047, M=-2.172e+002
37 -> 89 fr=858 (0.1173), cf=0.799, gamma=1.542, delta=0.041, M=-2.153e+002
59 -> 90 fr=1163 (0.1590), cf=0.696, gamma=1.443, delta=0.049, M=-2.049e+002
54 -> 90 fr=1165 (0.1593), cf=0.695, gamma=1.441, delta=0.049, M=-2.039e+002
4 39 63 -> 90 fr=761 (0.1041), cf=0.771, gamma=1.600, delta=0.039, M=-2.020e+002
4 39 63 -> ~89 fr=761 (0.1041), cf=0.771, gamma=1.600, delta=0.039, M=-2.020e+002
4 25 39 -> 90 fr=757 (0.1035), cf=0.770, gamma=1.598, delta=0.039, M=-1.997e+002
