23 -> 90 fr=3417 (0.4673), cf=1.000, gamma=2.074, delta=0.242, M=-4.568e+003
26 50 -> 90 fr=1941 (0.2655), cf=1.000, gamma=2.074, delta=0.137, M=-1.806e+003
50 66 -> 90 fr=1941 (0.2655), cf=1.000, gamma=2.074, delta=0.137, M=-1.806e+003
26 50 -> ~89 fr=1941 (0.2655), cf=1.000, gamma=2.074, delta=0.137, M=-1.806e+003
50 66 -> ~89 fr=1941 (0.2655), cf=1.000, gamma=2.074, delta=0.137, M=-1.806e+003
21 25 80 -> 90 fr=2253 (0.3081), cf=0.953, gamma=1.978, delta=0.152, M=-1.801e+003
21 63 80 -> 90 fr=2253 (0.3081), cf=0.953, gamma=1.978, delta=0.152, M=-1.801e+003
21 25 80 -> ~89 fr=2253 (0.3081), cf=0.953, gamma=1.978, delta=0.152, M=-1.801e+003
21 63 80 -> ~89 fr=2253 (0.3081), cf=0.953, gamma=1.978, delta=0.152, M=-1.801e+003
21 80 -> 90 fr=2253 (0.3081), cf=0.921, gamma=1.910, delta=0.147, M=-1.594e+003
21 80 -> ~89 fr=2253 (0.3081), cf=0.921, gamma=1.910, delta=0.147, M=-1.594e+003
28 71 -> ~90 fr=2662 (0.3641), cf=0.891, gamma=1.721, delta=0.152, M=-1.560e+003
28 71 -> 89 fr=2662 (0.3641), cf=0.891, gamma=1.721, delta=0.152, M=-1.560e+003
21 25 66 -> 90 fr=2933 (0.4011), cf=0.772, gamma=1.601, delta=0.151, M=-1.435e+003
21 25 66 -> ~89 fr=2933 (0.4011), cf=0.772, gamma=1.601, delta=0.151, M=-1.435e+003
46 -> 90 fr=2003 (0.2739), cf=0.937, gamma=1.943, delta=0.133, M=-1.428e+003
21 63 66 -> 90 fr=2927 (0.4003), cf=0.772, gamma=1.601, delta=0.150, M=-1.425e+003
21 63 66 -> ~89 fr=2927 (0.4003), cf=0.772, gamma=1.601, delta=0.150, M=-1.425e+003
26 29 76 -> 90 fr=1584 (0.2166), cf=1.000, gamma=2.074, delta=0.112, M=-1.396e+003
26 29 76 -> ~89 fr=1584 (0.2166), cf=1.000, gamma=2.074, delta=0.112, M=-1.396e+003
26 66 76 -> 90 fr=1584 (0.2166), cf=1.000, gamma=2.074, delta=0.112, M=-1.396e+003
26 66 76 -> ~89 fr=1584 (0.2166), cf=1.000, gamma=2.074, delta=0.112, M=-1.396e+003
26 29 68 -> 90 fr=1584 (0.2166), cf=1.000, gamma=2.074, delta=0.112, M=-1.396e+003
26 29 68 -> ~89 fr=1584 (0.2166), cf=1.000, gamma=2.074, delta=0.112, M=-1.396e+003
26 68 80 -> 90 fr=1584 (0.2166), cf=1.000, gamma=2.074, delta=0.112, M=-1.396e+003
26 66 68 -> 90 fr=1584 (0.2166), cf=1.000, gamma=2.074, delta=0.112, M=-1.396e+003
26 68 80 -> ~89 fr=1584 (0.2166), cf=1.000, gamma=2.074, delta=0.112, M=-1.396e+003
26 66 68 -> ~89 fr=1584 (0.2166), cf=1.000, gamma=2.074, delta=0.112, M=-1.396e+003
32 -> 90 fr=1578 (0.2158), cf=1.000, gamma=2.074, delta=0.112, M=-1.389e+003
50 -> 90 fr=1941 (0.2655), cf=0.937, gamma=1.944, delta=0.129, M=-1.370e+003
40 76 -> 90 fr=1554 (0.2125), cf=1.000, gamma=2.074, delta=0.110, M=-1.364e+003
40 76 -> ~89 fr=1554 (0.2125), cf=1.000, gamma=2.074, delta=0.110, M=-1.364e+003
29 40 68 -> 90 fr=1554 (0.2125), cf=1.000, gamma=2.074, delta=0.110, M=-1.364e+003
29 40 68 -> ~89 fr=1554 (0.2125), cf=1.000, gamma=2.074, delta=0.110, M=-1.364e+003
21 29 40 -> 90 fr=1554 (0.2125), cf=1.000, gamma=2.074, delta=0.110, M=-1.364e+003
26 29 40 -> 90 fr=1554 (0.2125), cf=1.000, gamma=2.074, delta=0.110, M=-1.364e+003
21 29 40 -> ~89 fr=1554 (0.2125), cf=1.000, gamma=2.074, delta=0.110, M=-1.364e+003
26 29 40 -> ~89 fr=1554 (0.2125), cf=1.000, gamma=2.074, delta=0.110, M=-1.364e+003
40 68 80 -> 90 fr=1554 (0.2125), cf=1.000, gamma=2.074, delta=0.110, M=-1.364e+003
26 40 68 -> 90 fr=1554 (0.2125), cf=1.000, gamma=2.074, delta=0.110, M=-1.364e+003
40 68 80 -> ~89 fr=1554 (0.2125), cf=1.000, gamma=2.074, delta=0.110, M=-1.364e+003
26 40 68 -> ~89 fr=1554 (0.2125), cf=1.000, gamma=2.074, delta=0.110, M=-1.364e+003
26 76 80 -> 90 fr=1584 (0.2166), cf=0.991, gamma=2.056, delta=0.111, M=-1.324e+003
26 76 80 -> ~89 fr=1584 (0.2166), cf=0.991, gamma=2.056, delta=0.111, M=-1.324e+003
26 29 80 -> 90 fr=1741 (0.2381), cf=0.963, gamma=1.999, delta=0.119, M=-1.316e+003
26 29 80 -> ~89 fr=1741 (0.2381), cf=0.963, gamma=1.999, delta=0.119, M=-1.316e+003
26 29 -> 90 fr=1900 (0.2598), cf=0.934, gamma=1.938, delta=0.126, M=-1.314e+003
26 29 -> ~89 fr=1900 (0.2598), cf=0.934, gamma=1.938, delta=0.126, M=-1.314e+003
20 88 -> ~90 fr=1645 (0.2250), cf=1.000, gamma=1.931, delta=0.108, M=-1.306e+003
20 88 -> 89 fr=1645 (0.2250), cf=1.000, gamma=1.931, delta=0.108, M=-1.306e+003
40 41 88 -> ~90 fr=1645 (0.2250), cf=1.000, gamma=1.931, delta=0.108, M=-1.306e+003
40 41 88 -> 89 fr=1645 (0.2250), cf=1.000, gamma=1.931, delta=0.108, M=-1.306e+003
40 71 88 -> ~90 fr=1645 (0.2250), cf=1.000, gamma=1.931, delta=0.108, M=-1.306e+003
40 71 88 -> 89 fr=1645 (0.2250), cf=1.000, gamma=1.931, delta=0.108, M=-1.306e+003
41 75 -> 90 fr=1490 (0.2038), cf=1.000, gamma=2.074, delta=0.106, M=-1.296e+003
41 75 -> ~89 fr=1490 (0.2038), cf=1.000, gamma=2.074, delta=0.106, M=-1.296e+003
28 75 -> 90 fr=1490 (0.2038), cf=1.000, gamma=2.074, delta=0.106, M=-1.296e+003
28 75 -> ~89 fr=1490 (0.2038), cf=1.000, gamma=2.074, delta=0.106, M=-1.296e+003
20 28 -> ~90 fr=2389 (0.3267), cf=0.880, gamma=1.700, delta=0.134, M=-1.248e+003
20 28 -> 89 fr=2389 (0.3267), cf=0.880, gamma=1.700, delta=0.134, M=-1.248e+003
29 76 -> 90 fr=1598 (0.2185), cf=0.973, gamma=2.019, delta=0.110, M=-1.229e+003
29 76 -> ~89 fr=1598 (0.2185), cf=0.973, gamma=2.019, delta=0.110, M=-1.229e+003
66 76 -> 90 fr=1598 (0.2185), cf=0.973, gamma=2.019, delta=0.110, M=-1.229e+003
66 76 -> ~89 fr=1598 (0.2185), cf=0.973, gamma=2.019, delta=0.110, M=-1.229e+003
21 66 -> 90 fr=2933 (0.4011), cf=0.739, gamma=1.532, delta=0.139, M=-1.226e+003
21 66 -> ~89 fr=2933 (0.4011), cf=0.739, gamma=1.532, delta=0.139, M=-1.226e+003
28 40 88 -> ~90 fr=1562 (0.2136), cf=1.000, gamma=1.931, delta=0.103, M=-1.226e+003
28 40 88 -> 89 fr=1562 (0.2136), cf=1.000, gamma=1.931, delta=0.103, M=-1.226e+003
29 68 -> 90 fr=1590 (0.2175), cf=0.973, gamma=2.018, delta=0.110, M=-1.221e+003
29 68 -> ~89 fr=1590 (0.2175), cf=0.973, gamma=2.018, delta=0.110, M=-1.221e+003
21 68 76 -> 90 fr=1590 (0.2175), cf=0.973, gamma=2.018, delta=0.110, M=-1.221e+003
21 68 76 -> ~89 fr=1590 (0.2175), cf=0.973, gamma=2.018, delta=0.110, M=-1.221e+003
28 40 -> ~90 fr=2250 (0.3077), cf=0.896, gamma=1.730, delta=0.130, M=-1.219e+003
28 40 -> 89 fr=2250 (0.3077), cf=0.896, gamma=1.730, delta=0.130, M=-1.219e+003
68 80 -> 90 fr=1584 (0.2166), cf=0.973, gamma=2.018, delta=0.109, M=-1.215e+003
68 80 -> ~89 fr=1584 (0.2166), cf=0.973, gamma=2.018, delta=0.109, M=-1.215e+003
76 80 -> 90 fr=1584 (0.2166), cf=0.965, gamma=2.001, delta=0.108, M=-1.172e+003
76 80 -> ~89 fr=1584 (0.2166), cf=0.965, gamma=2.001, delta=0.108, M=-1.172e+003
29 -> 90 fr=2005 (0.2742), cf=0.885, gamma=1.835, delta=0.125, M=-1.170e+003
28 -> ~90 fr=3526 (0.4822), cf=0.699, gamma=1.349, delta=0.125, M=-1.170e+003
20 47 -> ~90 fr=2472 (0.3381), cf=0.852, gamma=1.645, delta=0.133, M=-1.162e+003
20 47 -> 89 fr=2472 (0.3381), cf=0.852, gamma=1.645, delta=0.133, M=-1.162e+003
21 63 -> 90 fr=2957 (0.4044), cf=0.721, gamma=1.496, delta=0.134, M=-1.141e+003
21 63 -> ~89 fr=2957 (0.4044), cf=0.721, gamma=1.496, delta=0.134, M=-1.141e+003
47 71 -> ~90 fr=2684 (0.3671), cf=0.815, gamma=1.574, delta=0.134, M=-1.130e+003
47 71 -> 89 fr=2684 (0.3671), cf=0.815, gamma=1.574, delta=0.134, M=-1.130e+003
21 25 -> 90 fr=2948 (0.4032), cf=0.720, gamma=1.494, delta=0.133, M=-1.128e+003
21 25 -> ~89 fr=2948 (0.4032), cf=0.720, gamma=1.494, delta=0.133, M=-1.128e+003
71 -> ~90 fr=2835 (0.3877), cf=0.793, gamma=1.531, delta=0.134, M=-1.123e+003
71 -> 89 fr=2835 (0.3877), cf=0.793, gamma=1.531, delta=0.134, M=-1.123e+003
75 -> 90 fr=1490 (0.2038), cf=0.971, gamma=2.015, delta=0.103, M=-1.118e+003
40 41 47 51 -> ~90 fr=1645 (0.2250), cf=0.963, gamma=1.860, delta=0.104, M=-1.069e+003
40 41 47 51 -> 89 fr=1645 (0.2250), cf=0.963, gamma=1.860, delta=0.104, M=-1.069e+003
26 39 41 66 -> 90 fr=1252 (0.1712), cf=1.000, gamma=2.074, delta=0.089, M=-1.054e+003
26 39 41 66 -> ~89 fr=1252 (0.1712), cf=1.000, gamma=2.074, delta=0.089, M=-1.054e+003
70 -> 90 fr=1195 (0.1634), cf=1.000, gamma=2.074, delta=0.085, M=-9.987e+002
20 51 -> ~90 fr=2299 (0.3144), cf=0.842, gamma=1.627, delta=0.121, M=-9.894e+002
20 51 -> 89 fr=2299 (0.3144), cf=0.842, gamma=1.627, delta=0.121, M=-9.894e+002
39 41 66 -> 90 fr=1351 (0.1848), cf=0.968, gamma=2.009, delta=0.093, M=-9.800e+002
39 41 66 -> ~89 fr=1351 (0.1848), cf=0.968, gamma=2.009, delta=0.093, M=-9.800e+002
20 -> 89 fr=2472 (0.3381), cf=0.815, gamma=1.573, delta=0.123, M=-9.736e+002
21 -> ~89 fr=2963 (0.4052), cf=0.693, gamma=1.437, delta=0.123, M=-9.736e+002
26 39 41 -> 90 fr=1316 (0.1800), cf=0.968, gamma=2.007, delta=0.090, M=-9.463e+002
26 39 41 -> ~89 fr=1316 (0.1800), cf=0.968, gamma=2.007, delta=0.090, M=-9.463e+002
26 41 51 88 -> ~90 fr=1562 (0.2136), cf=0.947, gamma=1.829, delta=0.097, M=-9.315e+002
26 41 47 88 -> ~90 fr=1562 (0.2136), cf=0.947, gamma=1.829, delta=0.097, M=-9.315e+002
26 41 51 88 -> 89 fr=1562 (0.2136), cf=0.947, gamma=1.829, delta=0.097, M=-9.315e+002
26 41 47 88 -> 89 fr=1562 (0.2136), cf=0.947, gamma=1.829, delta=0.097, M=-9.315e+002
39 41 -> 90 fr=1415 (0.1935), cf=0.941, gamma=1.953, delta=0.094, M=-9.251e+002
39 41 -> ~89 fr=1415 (0.1935), cf=0.941, gamma=1.953, delta=0.094, M=-9.251e+002
47 -> ~90 fr=3270 (0.4472), cf=0.703, gamma=1.357, delta=0.118, M=-9.250e+002
40 41 51 -> ~90 fr=1645 (0.2250), cf=0.927, gamma=1.790, delta=0.099, M=-9.089e+002
40 41 51 -> 89 fr=1645 (0.2250), cf=0.927, gamma=1.790, delta=0.099, M=-9.089e+002
25 26 80 -> 90 fr=2519 (0.3445), cf=0.744, gamma=1.544, delta=0.121, M=-9.077e+002
26 63 80 -> 90 fr=2519 (0.3445), cf=0.744, gamma=1.544, delta=0.121, M=-9.077e+002
25 26 80 -> ~89 fr=2519 (0.3445), cf=0.744, gamma=1.544, delta=0.121, M=-9.077e+002
26 63 80 -> ~89 fr=2519 (0.3445), cf=0.744, gamma=1.544, delta=0.121, M=-9.077e+002
26 68 -> 90 fr=1584 (0.2166), cf=0.900, gamma=1.867, delta=0.101, M=-9.014e+002
26 68 -> ~89 fr=1584 (0.2166), cf=0.900, gamma=1.867, delta=0.101, M=-9.014e+002
7 40 -> ~90 fr=1169 (0.1599), cf=1.000, gamma=1.931, delta=0.077, M=-8.727e+002
7 40 -> 89 fr=1169 (0.1599), cf=1.000, gamma=1.931, delta=0.077, M=-8.727e+002
40 73 -> ~90 fr=1165 (0.1593), cf=1.000, gamma=1.931, delta=0.077, M=-8.693e+002
40 73 -> 89 fr=1165 (0.1593), cf=1.000, gamma=1.931, delta=0.077, M=-8.693e+002
10 26 40 -> 90 fr=1044 (0.1428), cf=1.000, gamma=2.074, delta=0.074, M=-8.559e+002
10 26 40 -> ~89 fr=1044 (0.1428), cf=1.000, gamma=2.074, delta=0.074, M=-8.559e+002
26 76 -> 90 fr=1614 (0.2207), cf=0.880, gamma=1.825, delta=0.100, M=-8.513e+002
26 76 -> ~89 fr=1614 (0.2207), cf=0.880, gamma=1.825, delta=0.100, M=-8.513e+002
40 72 -> ~90 fr=1127 (0.1541), cf=1.000, gamma=1.931, delta=0.074, M=-8.371e+002
40 72 -> 89 fr=1127 (0.1541), cf=1.000, gamma=1.931, delta=0.074, M=-8.371e+002
68 76 -> 90 fr=1590 (0.2175), cf=0.878, gamma=1.822, delta=0.098, M=-8.292e+002
68 76 -> ~89 fr=1590 (0.2175), cf=0.878, gamma=1.822, delta=0.098, M=-8.292e+002
25 80 -> 90 fr=2565 (0.3508), cf=0.721, gamma=1.495, delta=0.116, M=-8.262e+002
63 80 -> 90 fr=2565 (0.3508), cf=0.721, gamma=1.495, delta=0.116, M=-8.262e+002
25 80 -> ~89 fr=2565 (0.3508), cf=0.721, gamma=1.495, delta=0.116, M=-8.262e+002
63 80 -> ~89 fr=2565 (0.3508), cf=0.721, gamma=1.495, delta=0.116, M=-8.262e+002
26 80 -> 90 fr=2519 (0.3445), cf=0.726, gamma=1.506, delta=0.116, M=-8.213e+002
26 80 -> ~89 fr=2519 (0.3445), cf=0.726, gamma=1.506, delta=0.116, M=-8.213e+002
41 51 88 -> ~90 fr=1645 (0.2250), cf=0.902, gamma=1.742, delta=0.096, M=-8.124e+002
41 51 88 -> 89 fr=1645 (0.2250), cf=0.902, gamma=1.742, delta=0.096, M=-8.124e+002
73 -> 89 fr=1571 (0.2149), cf=0.886, gamma=1.710, delta=0.089, M=-7.084e+002
27 82 -> ~90 fr=950 (0.1299), cf=1.000, gamma=1.931, delta=0.063, M=-6.910e+002
27 82 -> 89 fr=950 (0.1299), cf=1.000, gamma=1.931, delta=0.063, M=-6.910e+002
21 60 82 -> ~90 fr=950 (0.1299), cf=1.000, gamma=1.931, delta=0.063, M=-6.910e+002
21 55 82 -> ~90 fr=950 (0.1299), cf=1.000, gamma=1.931, delta=0.063, M=-6.910e+002
21 60 82 -> 89 fr=950 (0.1299), cf=1.000, gamma=1.931, delta=0.063, M=-6.910e+002
21 55 82 -> 89 fr=950 (0.1299), cf=1.000, gamma=1.931, delta=0.063, M=-6.910e+002
51 -> ~90 fr=3055 (0.4178), cf=0.688, gamma=1.328, delta=0.103, M=-6.804e+002
40 41 -> ~90 fr=1645 (0.2250), cf=0.863, gamma=1.666, delta=0.090, M=-6.759e+002
40 41 -> 89 fr=1645 (0.2250), cf=0.863, gamma=1.666, delta=0.090, M=-6.759e+002
25 26 66 -> 90 fr=3326 (0.4549), cf=0.589, gamma=1.222, delta=0.083, M=-6.348e+002
26 63 66 -> 90 fr=3326 (0.4549), cf=0.589, gamma=1.222, delta=0.083, M=-6.348e+002
25 26 66 -> ~89 fr=3326 (0.4549), cf=0.589, gamma=1.222, delta=0.083, M=-6.348e+002
26 63 66 -> ~89 fr=3326 (0.4549), cf=0.589, gamma=1.222, delta=0.083, M=-6.348e+002
72 -> 89 fr=1476 (0.2019), cf=0.879, gamma=1.696, delta=0.083, M=-6.329e+002
26 63 -> 90 fr=3420 (0.4677), cf=0.574, gamma=1.191, delta=0.075, M=-6.323e+002
26 63 -> ~89 fr=3420 (0.4677), cf=0.574, gamma=1.191, delta=0.075, M=-6.323e+002
52 66 -> 90 fr=781 (0.1068), cf=1.000, gamma=2.074, delta=0.055, M=-6.202e+002
52 66 -> ~89 fr=781 (0.1068), cf=1.000, gamma=2.074, delta=0.055, M=-6.202e+002
54 76 -> 90 fr=776 (0.1061), cf=1.000, gamma=2.074, delta=0.055, M=-6.159e+002
54 76 -> ~89 fr=776 (0.1061), cf=1.000, gamma=2.074, delta=0.055, M=-6.159e+002
54 68 -> 90 fr=776 (0.1061), cf=1.000, gamma=2.074, delta=0.055, M=-6.159e+002
54 68 -> ~89 fr=776 (0.1061), cf=1.000, gamma=2.074, delta=0.055, M=-6.159e+002
59 76 -> 90 fr=772 (0.1056), cf=1.000, gamma=2.074, delta=0.055, M=-6.124e+002
59 76 -> ~89 fr=772 (0.1056), cf=1.000, gamma=2.074, delta=0.055, M=-6.124e+002
59 68 -> 90 fr=772 (0.1056), cf=1.000, gamma=2.074, delta=0.055, M=-6.124e+002
59 68 -> ~89 fr=772 (0.1056), cf=1.000, gamma=2.074, delta=0.055, M=-6.124e+002
9 40 68 -> 90 fr=771 (0.1054), cf=1.000, gamma=2.074, delta=0.055, M=-6.116e+002
9 40 68 -> ~89 fr=771 (0.1054), cf=1.000, gamma=2.074, delta=0.055, M=-6.116e+002
17 40 68 -> 90 fr=765 (0.1046), cf=1.000, gamma=2.074, delta=0.054, M=-6.064e+002
17 66 68 -> 90 fr=765 (0.1046), cf=1.000, gamma=2.074, delta=0.054, M=-6.064e+002
17 40 68 -> ~89 fr=765 (0.1046), cf=1.000, gamma=2.074, delta=0.054, M=-6.064e+002
17 66 68 -> ~89 fr=765 (0.1046), cf=1.000, gamma=2.074, delta=0.054, M=-6.064e+002
25 26 -> 90 fr=3405 (0.4657), cf=0.573, gamma=1.188, delta=0.074, M=-6.033e+002
25 26 -> ~89 fr=3405 (0.4657), cf=0.573, gamma=1.188, delta=0.074, M=-6.033e+002
52 -> 90 fr=811 (0.1109), cf=0.981, gamma=2.034, delta=0.056, M=-5.783e+002
21 43 -> ~90 fr=778 (0.1064), cf=1.000, gamma=1.931, delta=0.051, M=-5.549e+002
21 43 -> 89 fr=778 (0.1064), cf=1.000, gamma=1.931, delta=0.051, M=-5.549e+002
40 81 -> ~90 fr=776 (0.1061), cf=1.000, gamma=1.931, delta=0.051, M=-5.534e+002
40 81 -> 89 fr=776 (0.1061), cf=1.000, gamma=1.931, delta=0.051, M=-5.534e+002
58 -> 89 fr=771 (0.1054), cf=1.000, gamma=1.931, delta=0.051, M=-5.495e+002
27 40 -> ~90 fr=771 (0.1054), cf=1.000, gamma=1.931, delta=0.051, M=-5.495e+002
27 40 -> 89 fr=771 (0.1054), cf=1.000, gamma=1.931, delta=0.051, M=-5.495e+002
53 -> 89 fr=769 (0.1052), cf=1.000, gamma=1.931, delta=0.051, M=-5.479e+002
9 66 68 -> 90 fr=792 (0.1083), cf=0.972, gamma=2.016, delta=0.055, M=-5.400e+002
9 66 68 -> ~89 fr=792 (0.1083), cf=0.972, gamma=2.016, delta=0.055, M=-5.400e+002
27 55 68 -> ~90 fr=732 (0.1001), cf=1.000, gamma=1.931, delta=0.048, M=-5.194e+002
27 63 68 -> ~90 fr=732 (0.1001), cf=1.000, gamma=1.931, delta=0.048, M=-5.194e+002
27 55 68 -> 89 fr=732 (0.1001), cf=1.000, gamma=1.931, delta=0.048, M=-5.194e+002
27 63 68 -> 89 fr=732 (0.1001), cf=1.000, gamma=1.931, delta=0.048, M=-5.194e+002
27 55 -> ~90 fr=1077 (0.1473), cf=0.916, gamma=1.768, delta=0.064, M=-5.156e+002
27 63 -> ~90 fr=1077 (0.1473), cf=0.916, gamma=1.768, delta=0.064, M=-5.156e+002
27 55 -> 89 fr=1077 (0.1473), cf=0.916, gamma=1.768, delta=0.064, M=-5.156e+002
27 63 -> 89 fr=1077 (0.1473), cf=0.916, gamma=1.768, delta=0.064, M=-5.156e+002
26 66 -> 90 fr=3326 (0.4549), cf=0.572, gamma=1.186, delta=0.071, M=-5.092e+002
26 66 -> ~89 fr=3326 (0.4549), cf=0.572, gamma=1.186, delta=0.071, M=-5.092e+002
27 -> 89 fr=1077 (0.1473), cf=0.911, gamma=1.759, delta=0.064, M=-5.044e+002
26 -> ~89 fr=3420 (0.4677), cf=0.558, gamma=1.157, delta=0.064, M=-5.044e+002
66 85 -> 90 fr=898 (0.1228), cf=0.912, gamma=1.891, delta=0.058, M=-4.783e+002
66 85 -> ~89 fr=898 (0.1228), cf=0.912, gamma=1.891, delta=0.058, M=-4.783e+002
76 -> 90 fr=1628 (0.2226), cf=0.756, gamma=1.568, delta=0.081, M=-4.770e+002
17 68 -> 90 fr=765 (0.1046), cf=0.946, gamma=1.962, delta=0.051, M=-4.624e+002
17 68 -> ~89 fr=765 (0.1046), cf=0.946, gamma=1.962, delta=0.051, M=-4.624e+002
85 -> 90 fr=898 (0.1228), cf=0.880, gamma=1.824, delta=0.055, M=-4.164e+002
7 60 -> ~90 fr=874 (0.1195), cf=0.910, gamma=1.758, delta=0.052, M=-3.960e+002
7 60 -> 89 fr=874 (0.1195), cf=0.910, gamma=1.758, delta=0.052, M=-3.960e+002
60 82 -> ~90 fr=1258 (0.1720), cf=0.821, gamma=1.585, delta=0.064, M=-3.862e+002
55 82 -> ~90 fr=1258 (0.1720), cf=0.821, gamma=1.585, delta=0.064, M=-3.862e+002
60 82 -> 89 fr=1258 (0.1720), cf=0.821, gamma=1.585, delta=0.064, M=-3.862e+002
55 82 -> 89 fr=1258 (0.1720), cf=0.821, gamma=1.585, delta=0.064, M=-3.862e+002
7 55 -> ~90 fr=894 (0.1223), cf=0.898, gamma=1.735, delta=0.052, M=-3.836e+002
7 55 -> 89 fr=894 (0.1223), cf=0.898, gamma=1.735, delta=0.052, M=-3.836e+002
26 41 88 -> ~90 fr=1570 (0.2147), cf=0.770, gamma=1.486, delta=0.070, M=-3.786e+002
26 41 88 -> 89 fr=1570 (0.2147), cf=0.770, gamma=1.486, delta=0.070, M=-3.786e+002
40 88 -> ~90 fr=1645 (0.2250), cf=0.757, gamma=1.462, delta=0.071, M=-3.715e+002
40 88 -> 89 fr=1645 (0.2250), cf=0.757, gamma=1.462, delta=0.071, M=-3.715e+002
9 68 -> 90 fr=792 (0.1083), cf=0.879, gamma=1.823, delta=0.049, M=-3.604e+002
9 68 -> ~89 fr=792 (0.1083), cf=0.879, gamma=1.823, delta=0.049, M=-3.604e+002
31 -> 89 fr=831 (0.1136), cf=0.896, gamma=1.731, delta=0.048, M=-3.498e+002
41 88 -> ~90 fr=1653 (0.2261), cf=0.747, gamma=1.442, delta=0.069, M=-3.481e+002
41 88 -> 89 fr=1653 (0.2261), cf=0.747, gamma=1.442, delta=0.069, M=-3.481e+002
14 40 -> ~90 fr=748 (0.1023), cf=0.896, gamma=1.730, delta=0.043, M=-3.103e+002
14 40 -> 89 fr=748 (0.1023), cf=0.896, gamma=1.730, delta=0.043, M=-3.103e+002
40 68 -> 90 fr=1554 (0.2125), cf=0.693, gamma=1.438, delta=0.065, M=-2.970e+002
40 68 -> ~89 fr=1554 (0.2125), cf=0.693, gamma=1.438, delta=0.065, M=-2.970e+002
66 68 -> 90 fr=1590 (0.2175), cf=0.685, gamma=1.420, delta=0.064, M=-2.879e+002
66 68 -> ~89 fr=1590 (0.2175), cf=0.685, gamma=1.420, delta=0.064, M=-2.879e+002
25 39 66 -> 90 fr=1616 (0.2210), cf=0.669, gamma=1.387, delta=0.062, M=-2.584e+002
25 39 66 -> ~89 fr=1616 (0.2210), cf=0.669, gamma=1.387, delta=0.062, M=-2.584e+002
39 63 66 -> 90 fr=1610 (0.2202), cf=0.668, gamma=1.385, delta=0.061, M=-2.551e+002
39 63 66 -> ~89 fr=1610 (0.2202), cf=0.668, gamma=1.385, delta=0.061, M=-2.551e+002
25 66 -> 90 fr=3431 (0.4692), cf=0.523, gamma=1.084, delta=0.036, M=-2.401e+002
25 66 -> ~89 fr=3431 (0.4692), cf=0.523, gamma=1.084, delta=0.036, M=-2.401e+002
10 40 -> 90 fr=1044 (0.1428), cf=0.735, gamma=1.524, delta=0.049, M=-2.350e+002
10 40 -> ~89 fr=1044 (0.1428), cf=0.735, gamma=1.524, delta=0.049, M=-2.350e+002
63 66 -> 90 fr=3425 (0.4684), cf=0.522, gamma=1.083, delta=0.036, M=-2.317e+002
63 66 -> ~89 fr=3425 (0.4684), cf=0.522, gamma=1.083, delta=0.036, M=-2.317e+002
25 37 63 -> ~90 fr=854 (0.1168), cf=0.802, gamma=1.548, delta=0.041, M=-2.181e+002
25 37 63 -> 89 fr=854 (0.1168), cf=0.802, gamma=1.548, delta=0.041, M=-2.181e+002
25 37 -> ~90 fr=854 (0.1168), cf=0.800, gamma=1.545, delta=0.041, M=-2.162e+002
25 37 -> 89 fr=854 (0.1168), cf=0.800, gamma=1.545, delta=0.041, M=-2.162e+002
81 88 -> ~90 fr=807 (0.1104), cf=0.811, gamma=1.566, delta=0.040, M=-2.159e+002
