23 -> 90 fr=3421 (0.4678), cf=1.000, gamma=2.075, delta=0.242, M=-4.583e+003
29 68 -> ~89 fr=1590 (0.2174), cf=0.973, gamma=2.019, delta=0.110, M=-1.221e+003
21 68 76 -> 90 fr=1590 (0.2174), cf=0.973, gamma=2.019, delta=0.110, M=-1.221e+003
21 68 76 -> ~89 fr=1590 (0.2174), cf=0.973, gamma=2.019, delta=0.110, M=-1.221e+003
28 40 88 -> ~90 fr=1556 (0.2128), cf=1.000, gamma=1.931, delta=0.103, M=-1.220e+003
28 40 88 -> 89 fr=1556 (0.2128), cf=1.000, gamma=1.931, delta=0.103, M=-1.220e+003
28 40 -> ~90 fr=2241 (0.3064), cf=0.897, gamma=1.732, delta=0.130, M=-1.217e+003
28 40 -> 89 fr=2241 (0.3064), cf=0.897, gamma=1.732, delta=0.130, M=-1.217e+003
68 80 -> 90 fr=1584 (0.2166), cf=0.973, gamma=2.019, delta=0.109, M=-1.215e+003
68 80 -> ~89 fr=1584 (0.2166), cf=0.973, gamma=2.019, delta=0.109, M=-1.215e+003
29 -> 90 fr=2014 (0.2754), cf=0.886, gamma=1.837, delta=0.126, M=-1.182e+003
28 -> ~90 fr=3528 (0.4824), cf=0.700, gamma=1.352, delta=0.126, M=-1.182e+003
20 47 -> ~90 fr=2487 (0.3401), cf=0.852, gamma=1.645, delta=0.133, M=-1.175e+003
20 47 -> 89 fr=2487 (0.3401), cf=0.852, gamma=1.645, delta=0.133, M=-1.175e+003
76 80 -> 90 fr=1584 (0.2166), cf=0.965, gamma=2.001, delta=0.108, M=-1.172e+003
76 80 -> ~89 fr=1584 (0.2166), cf=0.965, gamma=2.001, delta=0.108, M=-1.172e+003
21 63 -> 90 fr=2956 (0.4042), cf=0.723, gamma=1.501, delta=0.135, M=-1.154e+003
21 63 -> ~89 fr=2956 (0.4042), cf=0.723, gamma=1.501, delta=0.135, M=-1.154e+003
21 25 -> 90 fr=2946 (0.4028), cf=0.723, gamma=1.499, delta=0.134, M=-1.140e+003
21 25 -> ~89 fr=2946 (0.4028), cf=0.723, gamma=1.499, delta=0.134, M=-1.140e+003
47 71 -> ~90 fr=2693 (0.3682), cf=0.815, gamma=1.573, delta=0.134, M=-1.134e+003
47 71 -> 89 fr=2693 (0.3682), cf=0.815, gamma=1.573, delta=0.134, M=-1.134e+003
71 -> ~90 fr=2841 (0.3885), cf=0.793, gamma=1.530, delta=0.135, M=-1.126e+003
71 -> 89 fr=2841 (0.3885), cf=0.793, gamma=1.530, delta=0.135, M=-1.126e+003
75 -> 90 fr=1481 (0.2025), cf=0.971, gamma=2.015, delta=0.102, M=-1.109e+003
40 41 47 51 -> ~90 fr=1643 (0.2247), cf=0.963, gamma=1.858, delta=0.104, M=-1.064e+003
40 41 47 51 -> 89 fr=1643 (0.2247), cf=0.963, gamma=1.858, delta=0.104, M=-1.064e+003
26 39 41 66 -> 90 fr=1251 (0.1711), cf=1.000, gamma=2.075, delta=0.089, M=-1.053e+003
26 39 41 66 -> ~89 fr=1251 (0.1711), cf=1.000, gamma=2.075, delta=0.089, M=-1.053e+003
70 -> 90 fr=1192 (0.1630), cf=1.000, gamma=2.075, delta=0.084, M=-9.960e+002
20 51 -> ~90 fr=2310 (0.3159), cf=0.841, gamma=1.623, delta=0.121, M=-9.878e+002
20 51 -> 89 fr=2310 (0.3159), cf=0.841, gamma=1.623, delta=0.121, M=-9.878e+002
20 -> 89 fr=2487 (0.3401), cf=0.815, gamma=1.574, delta=0.124, M=-9.865e+002
21 -> ~89 fr=2962 (0.4050), cf=0.695, gamma=1.441, delta=0.124, M=-9.865e+002
39 41 66 -> 90 fr=1348 (0.1843), cf=0.968, gamma=2.009, delta=0.093, M=-9.773e+002
39 41 66 -> ~89 fr=1348 (0.1843), cf=0.968, gamma=2.009, delta=0.093, M=-9.773e+002
26 39 41 -> 90 fr=1313 (0.1795), cf=0.967, gamma=2.006, delta=0.090, M=-9.407e+002
26 39 41 -> ~89 fr=1313 (0.1795), cf=0.967, gamma=2.006, delta=0.090, M=-9.407e+002
26 41 51 88 -> ~90 fr=1556 (0.2128), cf=0.946, gamma=1.826, delta=0.096, M=-9.212e+002
26 41 47 88 -> ~90 fr=1556 (0.2128), cf=0.946, gamma=1.826, delta=0.096, M=-9.212e+002
26 41 51 88 -> 89 fr=1556 (0.2128), cf=0.946, gamma=1.826, delta=0.096, M=-9.212e+002
26 41 47 88 -> 89 fr=1556 (0.2128), cf=0.946, gamma=1.826, delta=0.096, M=-9.212e+002
39 41 -> 90 fr=1410 (0.1928), cf=0.941, gamma=1.951, delta=0.094, M=-9.181e+002
39 41 -> ~89 fr=1410 (0.1928), cf=0.941, gamma=1.951, delta=0.094, M=-9.181e+002
40 41 47 -> ~90 fr=1643 (0.2247), cf=0.929, gamma=1.793, delta=0.099, M=-9.133e+002
40 41 47 -> 89 fr=1643 (0.2247), cf=0.929, gamma=1.793, delta=0.099, M=-9.133e+002
47 -> ~90 fr=3267 (0.4467), cf=0.701, gamma=1.353, delta=0.117, M=-9.112e+002
25 26 80 -> 90 fr=2511 (0.3434), cf=0.745, gamma=1.545, delta=0.121, M=-9.060e+002
26 63 80 -> 90 fr=2511 (0.3434), cf=0.745, gamma=1.545, delta=0.121, M=-9.060e+002
25 26 80 -> ~89 fr=2511 (0.3434), cf=0.745, gamma=1.545, delta=0.121, M=-9.060e+002
26 63 80 -> ~89 fr=2511 (0.3434), cf=0.745, gamma=1.545, delta=0.121, M=-9.060e+002
26 68 -> 90 fr=1584 (0.2166), cf=0.901, gamma=1.869, delta=0.101, M=-9.054e+002
26 68 -> ~89 fr=1584 (0.2166), cf=0.901, gamma=1.869, delta=0.101, M=-9.054e+002
40 41 51 -> ~90 fr=1643 (0.2247), cf=0.926, gamma=1.787, delta=0.099, M=-9.005e+002
40 41 51 -> 89 fr=1643 (0.2247), cf=0.926, gamma=1.787, delta=0.099, M=-9.005e+002
40 73 -> ~90 fr=1161 (0.1588), cf=1.000, gamma=1.931, delta=0.077, M=-8.657e+002
40 73 -> 89 fr=1161 (0.1588), cf=1.000, gamma=1.931, delta=0.077, M=-8.657e+002
7 40 -> ~90 fr=1157 (0.1582), cf=1.000, gamma=1.931, delta=0.076, M=-8.623e+002
7 40 -> 89 fr=1157 (0.1582), cf=1.000, gamma=1.931, delta=0.076, M=-8.623e+002
26 76 -> 90 fr=1614 (0.2207), cf=0.881, gamma=1.827, delta=0.100, M=-8.532e+002
26 76 -> ~89 fr=1614 (0.2207), cf=0.881, gamma=1.827, delta=0.100, M=-8.532e+002
10 26 40 -> 90 fr=1035 (0.1415), cf=1.000, gamma=2.075, delta=0.073, M=-8.477e+002
10 26 40 -> ~89 fr=1035 (0.1415), cf=1.000, gamma=2.075, delta=0.073, M=-8.477e+002
40 72 -> ~90 fr=1124 (0.1537), cf=1.000, gamma=1.931, delta=0.074, M=-8.344e+002
40 72 -> 89 fr=1124 (0.1537), cf=1.000, gamma=1.931, delta=0.074, M=-8.344e+002
68 76 -> 90 fr=1590 (0.2174), cf=0.879, gamma=1.824, delta=0.098, M=-8.328e+002
68 76 -> ~89 fr=1590 (0.2174), cf=0.879, gamma=1.824, delta=0.098, M=-8.328e+002
25 80 -> 90 fr=2555 (0.3494), cf=0.721, gamma=1.495, delta=0.116, M=-8.182e+002
63 80 -> 90 fr=2555 (0.3494), cf=0.721, gamma=1.495, delta=0.116, M=-8.182e+002
25 80 -> ~89 fr=2555 (0.3494), cf=0.721, gamma=1.495, delta=0.116, M=-8.182e+002
63 80 -> ~89 fr=2555 (0.3494), cf=0.721, gamma=1.495, delta=0.116, M=-8.182e+002
26 80 -> 90 fr=2511 (0.3434), cf=0.726, gamma=1.506, delta=0.115, M=-8.155e+002
26 80 -> ~89 fr=2511 (0.3434), cf=0.726, gamma=1.506, delta=0.115, M=-8.155e+002
41 51 88 -> ~90 fr=1643 (0.2247), cf=0.901, gamma=1.740, delta=0.096, M=-8.068e+002
41 51 88 -> 89 fr=1643 (0.2247), cf=0.901, gamma=1.740, delta=0.096, M=-8.068e+002
73 -> 89 fr=1565 (0.2140), cf=0.884, gamma=1.706, delta=0.089, M=-6.985e+002
27 82 -> ~90 fr=943 (0.1289), cf=1.000, gamma=1.931, delta=0.062, M=-6.852e+002
27 82 -> 89 fr=943 (0.1289), cf=1.000, gamma=1.931, delta=0.062, M=-6.852e+002
21 60 82 -> ~90 fr=943 (0.1289), cf=1.000, gamma=1.931, delta=0.062, M=-6.852e+002
21 55 82 -> ~90 fr=943 (0.1289), cf=1.000, gamma=1.931, delta=0.062, M=-6.852e+002
21 60 82 -> 89 fr=943 (0.1289), cf=1.000, gamma=1.931, delta=0.062, M=-6.852e+002
21 55 82 -> 89 fr=943 (0.1289), cf=1.000, gamma=1.931, delta=0.062, M=-6.852e+002
40 41 -> ~90 fr=1643 (0.2247), cf=0.865, gamma=1.669, delta=0.090, M=-6.800e+002
40 41 -> 89 fr=1643 (0.2247), cf=0.865, gamma=1.669, delta=0.090, M=-6.800e+002
40 51 88 -> ~90 fr=1643 (0.2247), cf=0.864, gamma=1.668, delta=0.090, M=-6.770e+002
40 51 88 -> 89 fr=1643 (0.2247), cf=0.864, gamma=1.668, delta=0.090, M=-6.770e+002
51 -> ~90 fr=3062 (0.4187), cf=0.686, gamma=1.325, delta=0.103, M=-6.754e+002
25 26 66 -> 90 fr=3330 (0.4554), cf=0.589, gamma=1.222, delta=0.083, M=-6.371e+002
26 63 66 -> 90 fr=3330 (0.4554), cf=0.589, gamma=1.222, delta=0.083, M=-6.371e+002
25 26 66 -> ~89 fr=3330 (0.4554), cf=0.589, gamma=1.222, delta=0.083, M=-6.371e+002
26 63 66 -> ~89 fr=3330 (0.4554), cf=0.589, gamma=1.222, delta=0.083, M=-6.371e+002
26 63 -> 90 fr=3422 (0.4679), cf=0.574, gamma=1.190, delta=0.075, M=-6.330e+002
26 63 -> ~89 fr=3422 (0.4679), cf=0.574, gamma=1.190, delta=0.075, M=-6.330e+002
72 -> 89 fr=1490 (0.2037), cf=0.875, gamma=1.690, delta=0.083, M=-6.308e+002
52 66 -> 90 fr=780 (0.1067), cf=1.000, gamma=2.075, delta=0.055, M=-6.195e+002
52 66 -> ~89 fr=780 (0.1067), cf=1.000, gamma=2.075, delta=0.055, M=-6.195e+002
54 76 -> 90 fr=778 (0.1064), cf=1.000, gamma=2.075, delta=0.055, M=-6.177e+002
54 76 -> ~89 fr=778 (0.1064), cf=1.000, gamma=2.075, delta=0.055, M=-6.177e+002
54 68 -> 90 fr=778 (0.1064), cf=1.000, gamma=2.075, delta=0.055, M=-6.177e+002
54 68 -> ~89 fr=778 (0.1064), cf=1.000, gamma=2.075, delta=0.055, M=-6.177e+002
17 40 68 -> 90 fr=777 (0.1062), cf=1.000, gamma=2.075, delta=0.055, M=-6.169e+002
17 66 68 -> 90 fr=777 (0.1062), cf=1.000, gamma=2.075, delta=0.055, M=-6.169e+002
17 40 68 -> ~89 fr=777 (0.1062), cf=1.000, gamma=2.075, delta=0.055, M=-6.169e+002
17 66 68 -> ~89 fr=777 (0.1062), cf=1.000, gamma=2.075, delta=0.055, M=-6.169e+002
9 40 68 -> 90 fr=776 (0.1061), cf=1.000, gamma=2.075, delta=0.055, M=-6.160e+002
9 40 68 -> ~89 fr=776 (0.1061), cf=1.000, gamma=2.075, delta=0.055, M=-6.160e+002
59 76 -> 90 fr=773 (0.1057), cf=1.000, gamma=2.075, delta=0.055, M=-6.134e+002
59 76 -> ~89 fr=773 (0.1057), cf=1.000, gamma=2.075, delta=0.055, M=-6.134e+002
59 68 -> 90 fr=773 (0.1057), cf=1.000, gamma=2.075, delta=0.055, M=-6.134e+002
59 68 -> ~89 fr=773 (0.1057), cf=1.000, gamma=2.075, delta=0.055, M=-6.134e+002
25 26 -> 90 fr=3406 (0.4657), cf=0.572, gamma=1.188, delta=0.074, M=-6.020e+002
25 26 -> ~89 fr=3406 (0.4657), cf=0.572, gamma=1.188, delta=0.074, M=-6.020e+002
52 -> 90 fr=810 (0.1108), cf=0.982, gamma=2.037, delta=0.056, M=-5.810e+002
40 81 -> ~90 fr=777 (0.1062), cf=1.000, gamma=1.931, delta=0.051, M=-5.540e+002
40 81 -> 89 fr=777 (0.1062), cf=1.000, gamma=1.931, delta=0.051, M=-5.540e+002
53 -> 89 fr=775 (0.1060), cf=1.000, gamma=1.931, delta=0.051, M=-5.525e+002
9 66 68 -> 90 fr=798 (0.1091), cf=0.974, gamma=2.021, delta=0.055, M=-5.513e+002
9 66 68 -> ~89 fr=798 (0.1091), cf=0.974, gamma=2.021, delta=0.055, M=-5.513e+002
58 -> 89 fr=772 (0.1056), cf=1.000, gamma=1.931, delta=0.051, M=-5.501e+002
27 40 -> ~90 fr=772 (0.1056), cf=1.000, gamma=1.931, delta=0.051, M=-5.501e+002
27 40 -> 89 fr=772 (0.1056), cf=1.000, gamma=1.931, delta=0.051, M=-5.501e+002
21 43 -> ~90 fr=770 (0.1053), cf=1.000, gamma=1.931, delta=0.051, M=-5.486e+002
21 43 -> 89 fr=770 (0.1053), cf=1.000, gamma=1.931, delta=0.051, M=-5.486e+002
27 55 -> ~90 fr=1074 (0.1469), cf=0.917, gamma=1.771, delta=0.064, M=-5.171e+002
27 63 -> ~90 fr=1074 (0.1469), cf=0.917, gamma=1.771, delta=0.064, M=-5.171e+002
27 55 -> 89 fr=1074 (0.1469), cf=0.917, gamma=1.771, delta=0.064, M=-5.171e+002
27 63 -> 89 fr=1074 (0.1469), cf=0.917, gamma=1.771, delta=0.064, M=-5.171e+002
26 66 -> 90 fr=3330 (0.4554), cf=0.572, gamma=1.186, delta=0.071, M=-5.121e+002
26 66 -> ~89 fr=3330 (0.4554), cf=0.572, gamma=1.186, delta=0.071, M=-5.121e+002
27 -> 89 fr=1074 (0.1469), cf=0.912, gamma=1.762, delta=0.063, M=-5.058e+002
26 -> ~89 fr=3422 (0.4679), cf=0.558, gamma=1.157, delta=0.063, M=-5.058e+002
66 85 -> 90 fr=913 (0.1248), cf=0.913, gamma=1.894, delta=0.059, M=-4.902e+002
66 85 -> ~89 fr=913 (0.1248), cf=0.913, gamma=1.894, delta=0.059, M=-4.902e+002
76 -> 90 fr=1626 (0.2223), cf=0.757, gamma=1.571, delta=0.081, M=-4.805e+002
17 68 -> 90 fr=777 (0.1062), cf=0.945, gamma=1.961, delta=0.052, M=-4.698e+002
17 68 -> ~89 fr=777 (0.1062), cf=0.945, gamma=1.961, delta=0.052, M=-4.698e+002
85 -> 90 fr=913 (0.1248), cf=0.880, gamma=1.827, delta=0.056, M=-4.261e+002
40 88 -> ~90 fr=1643 (0.2247), cf=0.764, gamma=1.475, delta=0.072, M=-3.888e+002
40 88 -> 89 fr=1643 (0.2247), cf=0.764, gamma=1.475, delta=0.072, M=-3.888e+002
60 82 -> ~90 fr=1260 (0.1723), cf=0.820, gamma=1.583, delta=0.063, M=-3.839e+002
55 82 -> ~90 fr=1260 (0.1723), cf=0.820, gamma=1.583, delta=0.063, M=-3.839e+002
60 82 -> 89 fr=1260 (0.1723), cf=0.820, gamma=1.583, delta=0.063, M=-3.839e+002
55 82 -> 89 fr=1260 (0.1723), cf=0.820, gamma=1.583, delta=0.063, M=-3.839e+002
7 60 -> ~90 fr=858 (0.1173), cf=0.906, gamma=1.749, delta=0.050, M=-3.796e+002
7 60 -> 89 fr=858 (0.1173), cf=0.906, gamma=1.749, delta=0.050, M=-3.796e+002
26 41 88 -> ~90 fr=1564 (0.2139), cf=0.769, gamma=1.484, delta=0.070, M=-3.738e+002
26 41 88 -> 89 fr=1564 (0.2139), cf=0.769, gamma=1.484, delta=0.070, M=-3.738e+002
9 68 -> 90 fr=798 (0.1091), cf=0.880, gamma=1.825, delta=0.049, M=-3.649e+002
9 68 -> ~89 fr=798 (0.1091), cf=0.880, gamma=1.825, delta=0.049, M=-3.649e+002
7 55 -> ~90 fr=870 (0.1190), cf=0.894, gamma=1.726, delta=0.050, M=-3.641e+002
7 55 -> 89 fr=870 (0.1190), cf=0.894, gamma=1.726, delta=0.050, M=-3.641e+002
41 88 -> ~90 fr=1651 (0.2258), cf=0.746, gamma=1.440, delta=0.069, M=-3.459e+002
41 88 -> 89 fr=1651 (0.2258), cf=0.746, gamma=1.440, delta=0.069, M=-3.459e+002
31 -> 89 fr=839 (0.1147), cf=0.886, gamma=1.710, delta=0.048, M=-3.358e+002
14 40 -> ~90 fr=752 (0.1028), cf=0.901, gamma=1.739, delta=0.044, M=-3.193e+002
14 40 -> 89 fr=752 (0.1028), cf=0.901, gamma=1.739, delta=0.044, M=-3.193e+002
40 68 -> 90 fr=1554 (0.2125), cf=0.694, gamma=1.440, delta=0.065, M=-2.992e+002
40 68 -> ~89 fr=1554 (0.2125), cf=0.694, gamma=1.440, delta=0.065, M=-2.992e+002
66 68 -> 90 fr=1590 (0.2174), cf=0.686, gamma=1.422, delta=0.065, M=-2.900e+002
66 68 -> ~89 fr=1590 (0.2174), cf=0.686, gamma=1.422, delta=0.065, M=-2.900e+002
25 39 66 -> 90 fr=1622 (0.2218), cf=0.666, gamma=1.382, delta=0.061, M=-2.545e+002
25 39 66 -> ~89 fr=1622 (0.2218), cf=0.666, gamma=1.382, delta=0.061, M=-2.545e+002
39 63 66 -> 90 fr=1616 (0.2210), cf=0.665, gamma=1.380, delta=0.061, M=-2.513e+002
39 63 66 -> ~89 fr=1616 (0.2210), cf=0.665, gamma=1.380, delta=0.061, M=-2.513e+002
25 66 -> 90 fr=3433 (0.4694), cf=0.522, gamma=1.083, delta=0.036, M=-2.392e+002
25 66 -> ~89 fr=3433 (0.4694), cf=0.522, gamma=1.083, delta=0.036, M=-2.392e+002
25 37 63 -> ~90 fr=874 (0.1195), cf=0.811, gamma=1.565, delta=0.043, M=-2.360e+002
25 37 63 -> 89 fr=874 (0.1195), cf=0.811, gamma=1.565, delta=0.043, M=-2.360e+002
25 37 -> ~90 fr=874 (0.1195), cf=0.809, gamma=1.561, delta=0.043, M=-2.329e+002
25 37 -> 89 fr=874 (0.1195), cf=0.809, gamma=1.561, delta=0.043, M=-2.329e+002
63 66 -> 90 fr=3427 (0.4686), cf=0.522, gamma=1.082, delta=0.036, M=-2.308e+002
63 66 -> ~89 fr=3427 (0.4686), cf=0.522, gamma=1.082, delta=0.036, M=-2.308e+002
37 63 -> ~90 fr=874 (0.1195), cf=0.806, gamma=1.555, delta=0.043, M=-2.288e+002
37 63 -> 89 fr=874 (0.1195), cf=0.806, gamma=1.555, delta=0.043, M=-2.288e+002
37 -> 89 fr=874 (0.1195), cf=0.803, gamma=1.551, delta=0.042, M=-2.258e+002
10 40 -> 90 fr=1035 (0.1415), cf=0.726, gamma=1.506, delta=0.048, M=-2.195e+002
10 40 -> ~89 fr=1035 (0.1415), cf=0.726, gamma=1.506, delta=0.048, M=-2.195e+002
