25 27 47 -> ~55 fr=71 (0.5071), cf=0.973, gamma=1.227, delta=0.094, M=-1.816e+001
30 -> ~55 fr=101 (0.7214), cf=0.856, gamma=1.080, delta=0.053, M=-9.032e+000
19 53 -> ~55 fr=58 (0.4143), cf=0.935, gamma=1.180, delta=0.063, M=-8.970e+000
11 12 -> 55 fr=25 (0.1786), cf=0.321, gamma=1.547, delta=0.063, M=-8.970e+000
19 53 -> 56 fr=58 (0.4143), cf=0.935, gamma=1.180, delta=0.063, M=-8.970e+000
11 12 -> ~56 fr=25 (0.1786), cf=0.321, gamma=1.547, delta=0.063, M=-8.970e+000
11 54 -> 55 fr=21 (0.1500), cf=0.362, gamma=1.748, delta=0.064, M=-8.699e+000
11 54 -> ~56 fr=21 (0.1500), cf=0.362, gamma=1.748, delta=0.064, M=-8.699e+000
53 -> ~55 fr=70 (0.5000), cf=0.909, gamma=1.147, delta=0.064, M=-8.641e+000
53 -> 56 fr=70 (0.5000), cf=0.909, gamma=1.147, delta=0.064, M=-8.641e+000
9 17 29 39 -> ~55 fr=40 (0.2857), cf=0.976, gamma=1.230, delta=0.054, M=-8.617e+000
9 17 29 39 -> 56 fr=40 (0.2857), cf=0.976, gamma=1.230, delta=0.054, M=-8.617e+000
13 -> ~55 fr=46 (0.3286), cf=0.958, gamma=1.209, delta=0.057, M=-8.519e+000
13 -> 56 fr=46 (0.3286), cf=0.958, gamma=1.209, delta=0.057, M=-8.519e+000
9 17 29 -> ~55 fr=46 (0.3286), cf=0.958, gamma=1.209, delta=0.057, M=-8.519e+000
9 17 29 -> 56 fr=46 (0.3286), cf=0.958, gamma=1.209, delta=0.057, M=-8.519e+000
29 -> ~55 fr=102 (0.7286), cf=0.850, gamma=1.072, delta=0.049, M=-8.326e+000
23 34 52 -> ~55 fr=38 (0.2714), cf=0.950, gamma=1.198, delta=0.045, M=-6.226e+000
23 34 52 -> 56 fr=38 (0.2714), cf=0.950, gamma=1.198, delta=0.045, M=-6.226e+000
23 34 -> ~55 fr=61 (0.4357), cf=0.897, gamma=1.131, delta=0.051, M=-5.946e+000
23 34 -> 56 fr=61 (0.4357), cf=0.897, gamma=1.131, delta=0.051, M=-5.946e+000
17 21 23 -> ~55 fr=51 (0.3643), cf=0.911, gamma=1.149, delta=0.047, M=-5.621e+000
17 21 23 -> 56 fr=51 (0.3643), cf=0.911, gamma=1.149, delta=0.047, M=-5.621e+000
1 21 23 -> ~55 fr=53 (0.3786), cf=0.898, gamma=1.133, delta=0.044, M=-5.015e+000
1 21 23 -> 56 fr=53 (0.3786), cf=0.898, gamma=1.133, delta=0.044, M=-5.015e+000
6 11 -> 55 fr=27 (0.1929), cf=0.257, gamma=1.241, delta=0.038, M=-4.947e+000
6 11 -> ~56 fr=27 (0.1929), cf=0.257, gamma=1.241, delta=0.038, M=-4.947e+000
34 39 52 -> ~55 fr=38 (0.2714), cf=0.927, gamma=1.169, delta=0.039, M=-4.841e+000
1 34 52 -> ~55 fr=38 (0.2714), cf=0.927, gamma=1.169, delta=0.039, M=-4.841e+000
34 39 52 -> 56 fr=38 (0.2714), cf=0.927, gamma=1.169, delta=0.039, M=-4.841e+000
1 34 52 -> 56 fr=38 (0.2714), cf=0.927, gamma=1.169, delta=0.039, M=-4.841e+000
9 17 23 -> ~55 fr=43 (0.3071), cf=0.915, gamma=1.154, delta=0.041, M=-4.834e+000
9 17 23 -> 56 fr=43 (0.3071), cf=0.915, gamma=1.154, delta=0.041, M=-4.834e+000
18 39 -> ~55 fr=19 (0.1357), cf=1.000, gamma=1.261, delta=0.028, M=-4.765e+000
18 39 -> 56 fr=19 (0.1357), cf=1.000, gamma=1.261, delta=0.028, M=-4.765e+000
17 21 -> ~55 fr=56 (0.4000), cf=0.889, gamma=1.121, delta=0.043, M=-4.714e+000
17 21 -> 56 fr=56 (0.4000), cf=0.889, gamma=1.121, delta=0.043, M=-4.714e+000
21 34 52 -> ~55 fr=26 (0.1857), cf=0.963, gamma=1.215, delta=0.033, M=-4.710e+000
21 34 52 -> 56 fr=26 (0.1857), cf=0.963, gamma=1.215, delta=0.033, M=-4.710e+000
34 52 -> ~55 fr=42 (0.3000), cf=0.913, gamma=1.152, delta=0.039, M=-4.604e+000
34 52 -> 56 fr=42 (0.3000), cf=0.913, gamma=1.152, delta=0.039, M=-4.604e+000
17 23 -> ~55 fr=78 (0.5571), cf=0.857, gamma=1.081, delta=0.042, M=-4.546e+000
17 23 -> 56 fr=78 (0.5571), cf=0.857, gamma=1.081, delta=0.042, M=-4.546e+000
21 23 -> ~55 fr=58 (0.4143), cf=0.879, gamma=1.108, delta=0.041, M=-4.237e+000
21 23 -> 56 fr=58 (0.4143), cf=0.879, gamma=1.108, delta=0.041, M=-4.237e+000
1 23 -> ~55 fr=80 (0.5714), cf=0.851, gamma=1.073, delta=0.039, M=-4.198e+000
1 23 -> 56 fr=80 (0.5714), cf=0.851, gamma=1.073, delta=0.039, M=-4.198e+000
1 52 -> ~55 fr=53 (0.3786), cf=0.883, gamma=1.114, delta=0.039, M=-4.055e+000
1 52 -> 56 fr=53 (0.3786), cf=0.883, gamma=1.114, delta=0.039, M=-4.055e+000
1 34 -> ~55 fr=61 (0.4357), cf=0.871, gamma=1.099, delta=0.039, M=-4.022e+000
1 34 -> 56 fr=61 (0.4357), cf=0.871, gamma=1.099, delta=0.039, M=-4.022e+000
34 39 -> ~55 fr=64 (0.4571), cf=0.865, gamma=1.091, delta=0.038, M=-3.834e+000
34 39 -> 56 fr=64 (0.4571), cf=0.865, gamma=1.091, delta=0.038, M=-3.834e+000
23 -> ~55 fr=91 (0.6500), cf=0.835, gamma=1.053, delta=0.033, M=-3.751e+000
23 -> 56 fr=91 (0.6500), cf=0.835, gamma=1.053, delta=0.033, M=-3.751e+000
7 -> 56 fr=15 (0.1071), cf=1.000, gamma=1.261, delta=0.022, M=-3.694e+000
6 -> ~56 fr=29 (0.2071), cf=0.232, gamma=1.120, delta=0.022, M=-3.694e+000
