25 27 -> ~55 fr=81 (0.5786), cf=0.964, gamma=1.216, delta=0.103, M=-2.099e+001
9 17 29 -> 56 fr=45 (0.3214), cf=0.938, gamma=1.182, delta=0.050, M=-6.619e+000
23 34 52 -> ~55 fr=39 (0.2786), cf=0.951, gamma=1.200, delta=0.046, M=-6.496e+000
23 34 52 -> 56 fr=39 (0.2786), cf=0.951, gamma=1.200, delta=0.046, M=-6.496e+000
29 -> ~55 fr=100 (0.7143), cf=0.840, gamma=1.060, delta=0.040, M=-6.014e+000
1 17 21 23 -> ~55 fr=47 (0.3357), cf=0.922, gamma=1.162, delta=0.047, M=-5.808e+000
1 17 21 23 -> 56 fr=47 (0.3357), cf=0.922, gamma=1.162, delta=0.047, M=-5.808e+000
17 21 23 -> ~55 fr=51 (0.3643), cf=0.911, gamma=1.149, delta=0.047, M=-5.621e+000
17 21 23 -> 56 fr=51 (0.3643), cf=0.911, gamma=1.149, delta=0.047, M=-5.621e+000
39 47 -> ~55 fr=85 (0.6071), cf=0.859, gamma=1.083, delta=0.046, M=-5.592e+000
39 47 -> 56 fr=85 (0.6071), cf=0.859, gamma=1.083, delta=0.046, M=-5.592e+000
47 -> ~55 fr=99 (0.7071), cf=0.839, gamma=1.058, delta=0.039, M=-5.560e+000
1 21 23 -> ~55 fr=55 (0.3929), cf=0.902, gamma=1.137, delta=0.047, M=-5.500e+000
1 21 23 -> 56 fr=55 (0.3929), cf=0.902, gamma=1.137, delta=0.047, M=-5.500e+000
17 23 39 -> ~55 fr=65 (0.4643), cf=0.878, gamma=1.108, delta=0.045, M=-4.930e+000
17 23 39 -> 56 fr=65 (0.4643), cf=0.878, gamma=1.108, delta=0.045, M=-4.930e+000
23 39 -> ~55 fr=79 (0.5643), cf=0.859, gamma=1.083, delta=0.043, M=-4.806e+000
23 39 -> 56 fr=79 (0.5643), cf=0.859, gamma=1.083, delta=0.043, M=-4.806e+000
17 23 34 -> ~55 fr=52 (0.3714), cf=0.897, gamma=1.131, delta=0.043, M=-4.782e+000
1 23 34 -> ~55 fr=52 (0.3714), cf=0.897, gamma=1.131, delta=0.043, M=-4.782e+000
17 23 34 -> 56 fr=52 (0.3714), cf=0.897, gamma=1.131, delta=0.043, M=-4.782e+000
1 23 34 -> 56 fr=52 (0.3714), cf=0.897, gamma=1.131, delta=0.043, M=-4.782e+000
18 39 -> ~55 fr=19 (0.1357), cf=1.000, gamma=1.261, delta=0.028, M=-4.765e+000
18 39 -> 56 fr=19 (0.1357), cf=1.000, gamma=1.261, delta=0.028, M=-4.765e+000
17 21 -> ~55 fr=56 (0.4000), cf=0.889, gamma=1.121, delta=0.043, M=-4.714e+000
17 21 -> 56 fr=56 (0.4000), cf=0.889, gamma=1.121, delta=0.043, M=-4.714e+000
6 11 -> 55 fr=27 (0.1929), cf=0.255, gamma=1.230, delta=0.036, M=-4.705e+000
6 11 -> ~56 fr=27 (0.1929), cf=0.255, gamma=1.230, delta=0.036, M=-4.705e+000
23 34 -> ~55 fr=60 (0.4286), cf=0.882, gamma=1.113, delta=0.043, M=-4.685e+000
23 34 -> 56 fr=60 (0.4286), cf=0.882, gamma=1.113, delta=0.043, M=-4.685e+000
9 17 23 -> ~55 fr=42 (0.3000), cf=0.913, gamma=1.152, delta=0.039, M=-4.604e+000
9 17 23 -> 56 fr=42 (0.3000), cf=0.913, gamma=1.152, delta=0.039, M=-4.604e+000
21 23 -> ~55 fr=59 (0.4214), cf=0.881, gamma=1.111, delta=0.042, M=-4.458e+000
21 23 -> 56 fr=59 (0.4214), cf=0.881, gamma=1.111, delta=0.042, M=-4.458e+000
1 23 -> ~55 fr=81 (0.5786), cf=0.853, gamma=1.075, delta=0.041, M=-4.451e+000
1 23 -> 56 fr=81 (0.5786), cf=0.853, gamma=1.075, delta=0.041, M=-4.451e+000
17 23 -> ~55 fr=74 (0.5286), cf=0.860, gamma=1.085, delta=0.042, M=-4.418e+000
17 23 -> 56 fr=74 (0.5286), cf=0.860, gamma=1.085, delta=0.042, M=-4.418e+000
1 52 -> ~55 fr=54 (0.3857), cf=0.885, gamma=1.117, delta=0.040, M=-4.268e+000
1 52 -> 56 fr=54 (0.3857), cf=0.885, gamma=1.117, delta=0.040, M=-4.268e+000
34 39 52 -> ~55 fr=40 (0.2857), cf=0.909, gamma=1.147, delta=0.037, M=-4.159e+000
34 39 52 -> 56 fr=40 (0.2857), cf=0.909, gamma=1.147, delta=0.037, M=-4.159e+000
10 34 52 -> ~55 fr=16 (0.1143), cf=1.000, gamma=1.261, delta=0.024, M=-3.958e+000
10 34 52 -> 56 fr=16 (0.1143), cf=1.000, gamma=1.261, delta=0.024, M=-3.958e+000
17 39 -> ~55 fr=79 (0.5643), cf=0.849, gamma=1.071, delta=0.038, M=-3.956e+000
17 39 -> 56 fr=79 (0.5643), cf=0.849, gamma=1.071, delta=0.038, M=-3.956e+000
34 52 -> ~55 fr=43 (0.3071), cf=0.896, gamma=1.130, delta=0.035, M=-3.802e+000
34 52 -> 56 fr=43 (0.3071), cf=0.896, gamma=1.130, delta=0.035, M=-3.802e+000
