25 27 47 -> ~55 fr=75 (0.5357), cf=0.974, gamma=1.229, delta=0.100, M=-2.018e+001
15 27 -> 56 fr=76 (0.5429), cf=0.938, gamma=1.183, delta=0.084, M=-1.417e+001
15 23 -> ~55 fr=67 (0.4786), cf=0.957, gamma=1.207, delta=0.082, M=-1.409e+001
15 23 -> 56 fr=67 (0.4786), cf=0.957, gamma=1.207, delta=0.082, M=-1.409e+001
6 12 24 -> 55 fr=18 (0.1286), cf=0.529, gamma=2.556, delta=0.078, M=-1.406e+001
6 12 24 -> ~56 fr=18 (0.1286), cf=0.529, gamma=2.556, delta=0.078, M=-1.406e+001
6 11 24 -> 55 fr=18 (0.1286), cf=0.514, gamma=2.483, delta=0.077, M=-1.344e+001
6 11 24 -> ~56 fr=18 (0.1286), cf=0.514, gamma=2.483, delta=0.077, M=-1.344e+001
19 25 53 -> ~55 fr=54 (0.3857), cf=0.982, gamma=1.238, delta=0.074, M=-1.341e+001
19 25 53 -> 56 fr=54 (0.3857), cf=0.982, gamma=1.238, delta=0.074, M=-1.341e+001
12 54 -> 55 fr=21 (0.1500), cf=0.447, gamma=2.157, delta=0.080, M=-1.331e+001
12 54 -> ~56 fr=21 (0.1500), cf=0.447, gamma=2.157, delta=0.080, M=-1.331e+001
25 30 -> ~55 fr=78 (0.5571), cf=0.929, gamma=1.171, delta=0.081, M=-1.331e+001
25 30 -> 56 fr=78 (0.5571), cf=0.929, gamma=1.171, delta=0.081, M=-1.331e+001
6 24 -> 55 fr=19 (0.1357), cf=0.487, gamma=2.352, delta=0.078, M=-1.328e+001
6 24 -> ~56 fr=19 (0.1357), cf=0.487, gamma=2.352, delta=0.078, M=-1.328e+001
6 12 -> 55 fr=27 (0.1929), cf=0.342, gamma=1.650, delta=0.076, M=-1.298e+001
6 12 -> ~56 fr=27 (0.1929), cf=0.342, gamma=1.650, delta=0.076, M=-1.298e+001
25 34 53 -> ~55 fr=45 (0.3214), cf=1.000, gamma=1.261, delta=0.067, M=-1.291e+001
25 34 53 -> 56 fr=45 (0.3214), cf=1.000, gamma=1.261, delta=0.067, M=-1.291e+001
30 53 -> ~55 fr=64 (0.4571), cf=0.955, gamma=1.205, delta=0.078, M=-1.287e+001
30 53 -> 56 fr=64 (0.4571), cf=0.955, gamma=1.205, delta=0.078, M=-1.287e+001
15 29 -> ~55 fr=73 (0.5214), cf=0.936, gamma=1.180, delta=0.080, M=-1.285e+001
15 29 -> 56 fr=73 (0.5214), cf=0.936, gamma=1.180, delta=0.080, M=-1.285e+001
6 14 -> 55 fr=21 (0.1500), cf=0.438, gamma=2.112, delta=0.079, M=-1.282e+001
6 14 -> ~56 fr=21 (0.1500), cf=0.438, gamma=2.112, delta=0.079, M=-1.282e+001
1 25 53 -> ~55 fr=52 (0.3714), cf=0.981, gamma=1.237, delta=0.071, M=-1.266e+001
1 25 53 -> 56 fr=52 (0.3714), cf=0.981, gamma=1.237, delta=0.071, M=-1.266e+001
27 -> ~55 fr=102 (0.7286), cf=0.872, gamma=1.100, delta=0.066, M=-1.263e+001
25 53 -> ~55 fr=58 (0.4143), cf=0.967, gamma=1.219, delta=0.074, M=-1.260e+001
25 53 -> 56 fr=58 (0.4143), cf=0.967, gamma=1.219, delta=0.074, M=-1.260e+001
1 23 29 -> ~55 fr=80 (0.5714), cf=0.920, gamma=1.160, delta=0.079, M=-1.255e+001
1 23 29 -> 56 fr=80 (0.5714), cf=0.920, gamma=1.160, delta=0.079, M=-1.255e+001
19 23 29 -> ~55 fr=79 (0.5643), cf=0.919, gamma=1.159, delta=0.077, M=-1.211e+001
19 23 29 -> 56 fr=79 (0.5643), cf=0.919, gamma=1.159, delta=0.077, M=-1.211e+001
15 47 -> ~55 fr=71 (0.5071), cf=0.934, gamma=1.178, delta=0.077, M=-1.202e+001
15 30 -> ~55 fr=71 (0.5071), cf=0.934, gamma=1.178, delta=0.077, M=-1.202e+001
15 47 -> 56 fr=71 (0.5071), cf=0.934, gamma=1.178, delta=0.077, M=-1.202e+001
15 30 -> 56 fr=71 (0.5071), cf=0.934, gamma=1.178, delta=0.077, M=-1.202e+001
34 53 -> ~55 fr=50 (0.3571), cf=0.980, gamma=1.237, delta=0.068, M=-1.193e+001
34 53 -> 56 fr=50 (0.3571), cf=0.980, gamma=1.237, delta=0.068, M=-1.193e+001
23 29 -> ~55 fr=91 (0.6500), cf=0.892, gamma=1.125, delta=0.072, M=-1.175e+001
23 29 -> 56 fr=91 (0.6500), cf=0.892, gamma=1.125, delta=0.072, M=-1.175e+001
15 17 -> ~55 fr=78 (0.5571), cf=0.918, gamma=1.157, delta=0.076, M=-1.168e+001
15 17 -> 56 fr=78 (0.5571), cf=0.918, gamma=1.157, delta=0.076, M=-1.168e+001
11 12 24 -> 55 fr=17 (0.1214), cf=0.486, gamma=2.345, delta=0.070, M=-1.136e+001
11 12 24 -> ~56 fr=17 (0.1214), cf=0.486, gamma=2.345, delta=0.070, M=-1.136e+001
12 24 -> 55 fr=18 (0.1286), cf=0.462, gamma=2.228, delta=0.071, M=-1.124e+001
12 24 -> ~56 fr=18 (0.1286), cf=0.462, gamma=2.228, delta=0.071, M=-1.124e+001
17 21 25 -> ~55 fr=54 (0.3857), cf=0.964, gamma=1.216, delta=0.069, M=-1.115e+001
17 21 25 -> 56 fr=54 (0.3857), cf=0.964, gamma=1.216, delta=0.069, M=-1.115e+001
21 25 -> ~55 fr=59 (0.4214), cf=0.952, gamma=1.200, delta=0.070, M=-1.099e+001
21 25 -> 56 fr=59 (0.4214), cf=0.952, gamma=1.200, delta=0.070, M=-1.099e+001
13 29 -> ~55 fr=47 (0.3357), cf=0.979, gamma=1.235, delta=0.064, M=-1.089e+001
13 29 -> 56 fr=47 (0.3357), cf=0.979, gamma=1.235, delta=0.064, M=-1.089e+001
6 11 54 -> 55 fr=22 (0.1571), cf=0.386, gamma=1.863, delta=0.073, M=-1.085e+001
6 11 54 -> ~56 fr=22 (0.1571), cf=0.386, gamma=1.863, delta=0.073, M=-1.085e+001
25 -> ~55 fr=83 (0.5929), cf=0.902, gamma=1.138, delta=0.072, M=-1.084e+001
25 -> 56 fr=83 (0.5929), cf=0.902, gamma=1.138, delta=0.072, M=-1.084e+001
6 54 -> 55 fr=23 (0.1643), cf=0.371, gamma=1.791, delta=0.073, M=-1.080e+001
6 54 -> ~56 fr=23 (0.1643), cf=0.371, gamma=1.791, delta=0.073, M=-1.080e+001
17 23 47 -> ~55 fr=72 (0.5143), cf=0.923, gamma=1.164, delta=0.073, M=-1.080e+001
17 23 47 -> 56 fr=72 (0.5143), cf=0.923, gamma=1.164, delta=0.073, M=-1.080e+001
23 47 -> ~55 fr=86 (0.6143), cf=0.896, gamma=1.130, delta=0.071, M=-1.075e+001
23 47 -> 56 fr=86 (0.6143), cf=0.896, gamma=1.130, delta=0.071, M=-1.075e+001
17 19 29 -> ~55 fr=75 (0.5357), cf=0.915, gamma=1.154, delta=0.071, M=-1.046e+001
17 19 29 -> 56 fr=75 (0.5357), cf=0.915, gamma=1.154, delta=0.071, M=-1.046e+001
17 19 53 -> ~55 fr=52 (0.3714), cf=0.963, gamma=1.215, delta=0.066, M=-1.046e+001
1 39 53 -> ~55 fr=52 (0.3714), cf=0.963, gamma=1.215, delta=0.066, M=-1.046e+001
17 19 53 -> 56 fr=52 (0.3714), cf=0.963, gamma=1.215, delta=0.066, M=-1.046e+001
1 39 53 -> 56 fr=52 (0.3714), cf=0.963, gamma=1.215, delta=0.066, M=-1.046e+001
47 -> ~55 fr=101 (0.7214), cf=0.863, gamma=1.089, delta=0.059, M=-1.042e+001
30 -> ~55 fr=101 (0.7214), cf=0.863, gamma=1.089, delta=0.059, M=-1.042e+001
19 23 53 -> ~55 fr=57 (0.4071), cf=0.950, gamma=1.198, delta=0.067, M=-1.029e+001
19 23 53 -> 56 fr=57 (0.4071), cf=0.950, gamma=1.198, delta=0.067, M=-1.029e+001
15 -> ~55 fr=78 (0.5571), cf=0.907, gamma=1.144, delta=0.070, M=-1.019e+001
15 -> 56 fr=78 (0.5571), cf=0.907, gamma=1.144, delta=0.070, M=-1.019e+001
9 17 29 -> ~55 fr=51 (0.3643), cf=0.962, gamma=1.214, delta=0.064, M=-1.012e+001
9 17 29 -> 56 fr=51 (0.3643), cf=0.962, gamma=1.214, delta=0.064, M=-1.012e+001
19 53 -> ~55 fr=61 (0.4357), cf=0.938, gamma=1.184, delta=0.068, M=-9.969e+000
1 53 -> ~55 fr=61 (0.4357), cf=0.938, gamma=1.184, delta=0.068, M=-9.969e+000
11 12 -> 55 fr=25 (0.1786), cf=0.333, gamma=1.609, delta=0.068, M=-9.969e+000
19 53 -> 56 fr=61 (0.4357), cf=0.938, gamma=1.184, delta=0.068, M=-9.969e+000
1 53 -> 56 fr=61 (0.4357), cf=0.938, gamma=1.184, delta=0.068, M=-9.969e+000
11 12 -> ~56 fr=25 (0.1786), cf=0.333, gamma=1.609, delta=0.068, M=-9.969e+000
11 54 -> 55 fr=22 (0.1571), cf=0.367, gamma=1.770, delta=0.068, M=-9.700e+000
11 54 -> ~56 fr=22 (0.1571), cf=0.367, gamma=1.770, delta=0.068, M=-9.700e+000
53 -> ~55 fr=69 (0.4929), cf=0.920, gamma=1.160, delta=0.068, M=-9.690e+000
53 -> 56 fr=69 (0.4929), cf=0.920, gamma=1.160, delta=0.068, M=-9.690e+000
13 -> ~55 fr=49 (0.3500), cf=0.961, gamma=1.212, delta=0.061, M=-9.463e+000
13 -> 56 fr=49 (0.3500), cf=0.961, gamma=1.212, delta=0.061, M=-9.463e+000
19 29 -> ~55 fr=86 (0.6143), cf=0.887, gamma=1.118, delta=0.065, M=-9.391e+000
19 29 -> 56 fr=86 (0.6143), cf=0.887, gamma=1.118, delta=0.065, M=-9.391e+000
29 -> ~55 fr=101 (0.7214), cf=0.856, gamma=1.080, delta=0.053, M=-9.032e+000
17 21 23 -> ~55 fr=54 (0.3857), cf=0.931, gamma=1.174, delta=0.057, M=-7.734e+000
17 21 23 -> 56 fr=54 (0.3857), cf=0.931, gamma=1.174, delta=0.057, M=-7.734e+000
23 34 52 -> ~55 fr=39 (0.2786), cf=0.951, gamma=1.200, delta=0.046, M=-6.496e+000
23 34 52 -> 56 fr=39 (0.2786), cf=0.951, gamma=1.200, delta=0.046, M=-6.496e+000
17 19 23 -> ~55 fr=70 (0.5000), cf=0.886, gamma=1.118, delta=0.053, M=-6.244e+000
17 19 23 -> 56 fr=70 (0.5000), cf=0.886, gamma=1.118, delta=0.053, M=-6.244e+000
17 23 34 -> ~55 fr=53 (0.3786), cf=0.914, gamma=1.153, delta=0.050, M=-6.134e+000
17 23 34 -> 56 fr=53 (0.3786), cf=0.914, gamma=1.153, delta=0.050, M=-6.134e+000
9 17 23 -> ~55 fr=48 (0.3429), cf=0.923, gamma=1.164, delta=0.048, M=-6.066e+000
9 17 23 -> 56 fr=48 (0.3429), cf=0.923, gamma=1.164, delta=0.048, M=-6.066e+000
21 23 -> ~55 fr=61 (0.4357), cf=0.897, gamma=1.131, delta=0.051, M=-5.946e+000
21 23 -> 56 fr=61 (0.4357), cf=0.897, gamma=1.131, delta=0.051, M=-5.946e+000
23 34 -> ~55 fr=60 (0.4286), cf=0.896, gamma=1.129, delta=0.049, M=-5.686e+000
23 34 -> 56 fr=60 (0.4286), cf=0.896, gamma=1.129, delta=0.049, M=-5.686e+000
17 23 -> ~55 fr=78 (0.5571), cf=0.867, gamma=1.093, delta=0.047, M=-5.463e+000
17 23 -> 56 fr=78 (0.5571), cf=0.867, gamma=1.093, delta=0.047, M=-5.463e+000
23 39 -> ~55 fr=80 (0.5714), cf=0.860, gamma=1.085, delta=0.045, M=-5.077e+000
23 39 -> 56 fr=80 (0.5714), cf=0.860, gamma=1.085, delta=0.045, M=-5.077e+000
1 23 -> ~55 fr=83 (0.5929), cf=0.856, gamma=1.079, delta=0.044, M=-4.995e+000
1 23 -> 56 fr=83 (0.5929), cf=0.856, gamma=1.079, delta=0.044, M=-4.995e+000
19 34 52 -> ~55 fr=38 (0.2714), cf=0.927, gamma=1.169, delta=0.039, M=-4.841e+000
19 34 52 -> 56 fr=38 (0.2714), cf=0.927, gamma=1.169, delta=0.039, M=-4.841e+000
34 52 -> ~55 fr=43 (0.3071), cf=0.915, gamma=1.154, delta=0.041, M=-4.834e+000
34 52 -> 56 fr=43 (0.3071), cf=0.915, gamma=1.154, delta=0.041, M=-4.834e+000
17 21 -> ~55 fr=56 (0.4000), cf=0.889, gamma=1.121, delta=0.043, M=-4.714e+000
17 21 -> 56 fr=56 (0.4000), cf=0.889, gamma=1.121, delta=0.043, M=-4.714e+000
23 -> ~55 fr=94 (0.6714), cf=0.839, gamma=1.059, delta=0.037, M=-4.663e+000
6 8 -> 55 fr=18 (0.1286), cf=0.310, gamma=1.498, delta=0.043, M=-4.563e+000
6 8 -> ~56 fr=18 (0.1286), cf=0.310, gamma=1.498, delta=0.043, M=-4.563e+000
9 17 -> ~55 fr=55 (0.3929), cf=0.887, gamma=1.119, delta=0.042, M=-4.488e+000
9 17 -> 56 fr=55 (0.3929), cf=0.887, gamma=1.119, delta=0.042, M=-4.488e+000
6 11 -> 55 fr=27 (0.1929), cf=0.245, gamma=1.185, delta=0.030, M=-3.782e+000
6 11 -> ~56 fr=27 (0.1929), cf=0.245, gamma=1.185, delta=0.030, M=-3.782e+000
17 19 -> ~55 fr=78 (0.5571), cf=0.848, gamma=1.069, delta=0.036, M=-3.724e+000
17 19 -> 56 fr=78 (0.5571), cf=0.848, gamma=1.069, delta=0.036, M=-3.724e+000
