25 27 47 -> ~55 fr=72 (0.5217), cf=0.986, gamma=1.237, delta=0.100, M=-2.101e+001
15 27 29 -> ~55 fr=70 (0.5072), cf=0.972, gamma=1.220, delta=0.091, M=-1.729e+001
15 27 29 -> 56 fr=70 (0.5072), cf=0.972, gamma=1.220, delta=0.091, M=-1.729e+001
15 23 25 -> ~55 fr=57 (0.4130), cf=1.000, gamma=1.255, delta=0.084, M=-1.728e+001
15 23 25 -> 56 fr=57 (0.4130), cf=1.000, gamma=1.255, delta=0.084, M=-1.728e+001
25 27 -> ~55 fr=79 (0.5725), cf=0.952, gamma=1.194, delta=0.093, M=-1.719e+001
25 27 -> 56 fr=79 (0.5725), cf=0.952, gamma=1.194, delta=0.093, M=-1.719e+001
25 47 -> ~55 fr=74 (0.5362), cf=0.961, gamma=1.206, delta=0.091, M=-1.686e+001
25 47 -> 56 fr=74 (0.5362), cf=0.961, gamma=1.206, delta=0.091, M=-1.686e+001
23 25 29 -> ~55 fr=74 (0.5362), cf=0.961, gamma=1.206, delta=0.091, M=-1.686e+001
23 25 29 -> 56 fr=74 (0.5362), cf=0.961, gamma=1.206, delta=0.091, M=-1.686e+001
23 27 29 30 47 -> ~55 fr=74 (0.5362), cf=0.961, gamma=1.206, delta=0.091, M=-1.686e+001
23 27 29 30 47 -> 56 fr=74 (0.5362), cf=0.961, gamma=1.206, delta=0.091, M=-1.686e+001
27 29 30 -> ~55 fr=89 (0.6449), cf=0.927, gamma=1.163, delta=0.090, M=-1.684e+001
27 29 30 -> 56 fr=89 (0.6449), cf=0.927, gamma=1.163, delta=0.090, M=-1.684e+001
15 25 -> ~55 fr=63 (0.4565), cf=0.984, gamma=1.235, delta=0.087, M=-1.673e+001
15 25 -> 56 fr=63 (0.4565), cf=0.984, gamma=1.235, delta=0.087, M=-1.673e+001
23 29 30 47 -> ~55 fr=78 (0.5652), cf=0.951, gamma=1.193, delta=0.092, M=-1.668e+001
1 27 29 47 -> ~55 fr=78 (0.5652), cf=0.951, gamma=1.193, delta=0.092, M=-1.668e+001
23 29 30 47 -> 56 fr=78 (0.5652), cf=0.951, gamma=1.193, delta=0.092, M=-1.668e+001
1 27 29 47 -> 56 fr=78 (0.5652), cf=0.951, gamma=1.193, delta=0.092, M=-1.668e+001
1 27 29 -> ~55 fr=85 (0.6159), cf=0.934, gamma=1.172, delta=0.090, M=-1.641e+001
1 27 30 -> ~55 fr=85 (0.6159), cf=0.934, gamma=1.172, delta=0.090, M=-1.641e+001
1 27 29 -> 56 fr=85 (0.6159), cf=0.934, gamma=1.172, delta=0.090, M=-1.641e+001
1 27 30 -> 56 fr=85 (0.6159), cf=0.934, gamma=1.172, delta=0.090, M=-1.641e+001
25 29 -> ~55 fr=81 (0.5870), cf=0.942, gamma=1.182, delta=0.090, M=-1.619e+001
25 29 -> 56 fr=81 (0.5870), cf=0.942, gamma=1.182, delta=0.090, M=-1.619e+001
23 27 29 47 -> ~55 fr=77 (0.5580), cf=0.951, gamma=1.193, delta=0.090, M=-1.618e+001
23 27 29 47 -> 56 fr=77 (0.5580), cf=0.951, gamma=1.193, delta=0.090, M=-1.618e+001
15 23 29 -> ~55 fr=61 (0.4420), cf=0.984, gamma=1.234, delta=0.084, M=-1.588e+001
15 23 29 -> 56 fr=61 (0.4420), cf=0.984, gamma=1.234, delta=0.084, M=-1.588e+001
27 30 -> ~55 fr=93 (0.6739), cf=0.912, gamma=1.144, delta=0.085, M=-1.571e+001
27 30 -> 56 fr=93 (0.6739), cf=0.912, gamma=1.144, delta=0.085, M=-1.571e+001
27 29 39 47 -> ~55 fr=76 (0.5507), cf=0.950, gamma=1.192, delta=0.089, M=-1.570e+001
27 29 39 47 -> 56 fr=76 (0.5507), cf=0.950, gamma=1.192, delta=0.089, M=-1.570e+001
23 27 47 -> ~55 fr=79 (0.5725), cf=0.940, gamma=1.180, delta=0.087, M=-1.518e+001
23 27 47 -> 56 fr=79 (0.5725), cf=0.940, gamma=1.180, delta=0.087, M=-1.518e+001
27 29 47 -> ~55 fr=86 (0.6232), cf=0.925, gamma=1.160, delta=0.086, M=-1.511e+001
27 29 47 -> 56 fr=86 (0.6232), cf=0.925, gamma=1.160, delta=0.086, M=-1.511e+001
23 29 30 -> ~55 fr=82 (0.5942), cf=0.932, gamma=1.169, delta=0.086, M=-1.481e+001
27 29 39 -> ~55 fr=82 (0.5942), cf=0.932, gamma=1.169, delta=0.086, M=-1.481e+001
23 29 30 -> 56 fr=82 (0.5942), cf=0.932, gamma=1.169, delta=0.086, M=-1.481e+001
27 29 39 -> 56 fr=82 (0.5942), cf=0.932, gamma=1.169, delta=0.086, M=-1.481e+001
23 25 -> ~55 fr=74 (0.5362), cf=0.949, gamma=1.190, delta=0.086, M=-1.476e+001
23 25 -> 56 fr=74 (0.5362), cf=0.949, gamma=1.190, delta=0.086, M=-1.476e+001
25 30 -> ~55 fr=78 (0.5652), cf=0.940, gamma=1.179, delta=0.086, M=-1.470e+001
25 30 -> 56 fr=78 (0.5652), cf=0.940, gamma=1.179, delta=0.086, M=-1.470e+001
19 23 27 29 -> ~55 fr=69 (0.5000), cf=0.958, gamma=1.202, delta=0.084, M=-1.457e+001
19 23 27 29 -> 56 fr=69 (0.5000), cf=0.958, gamma=1.202, delta=0.084, M=-1.457e+001
29 30 47 -> ~55 fr=88 (0.6377), cf=0.917, gamma=1.150, delta=0.083, M=-1.446e+001
29 30 47 -> 56 fr=88 (0.6377), cf=0.917, gamma=1.150, delta=0.083, M=-1.446e+001
23 29 47 -> ~55 fr=81 (0.5870), cf=0.931, gamma=1.168, delta=0.084, M=-1.432e+001
23 29 47 -> 56 fr=81 (0.5870), cf=0.931, gamma=1.168, delta=0.084, M=-1.432e+001
15 27 -> ~55 fr=73 (0.5290), cf=0.948, gamma=1.189, delta=0.084, M=-1.431e+001
15 27 -> 56 fr=73 (0.5290), cf=0.948, gamma=1.189, delta=0.084, M=-1.431e+001
6 11 12 24 -> 55 fr=17 (0.1232), cf=0.548, gamma=2.703, delta=0.078, M=-1.428e+001
6 11 12 24 -> ~56 fr=17 (0.1232), cf=0.548, gamma=2.703, delta=0.078, M=-1.428e+001
6 12 -> 55 fr=27 (0.1957), cf=0.338, gamma=1.663, delta=0.078, M=-1.425e+001
6 12 -> ~56 fr=27 (0.1957), cf=0.338, gamma=1.663, delta=0.078, M=-1.425e+001
1 23 27 -> ~55 fr=77 (0.5580), cf=0.939, gamma=1.178, delta=0.084, M=-1.423e+001
1 23 27 -> 56 fr=77 (0.5580), cf=0.939, gamma=1.178, delta=0.084, M=-1.423e+001
15 23 -> ~55 fr=62 (0.4493), cf=0.969, gamma=1.215, delta=0.080, M=-1.383e+001
15 23 -> 56 fr=62 (0.4493), cf=0.969, gamma=1.215, delta=0.080, M=-1.383e+001
1 27 47 -> ~55 fr=83 (0.6014), cf=0.922, gamma=1.157, delta=0.082, M=-1.356e+001
1 27 47 -> 56 fr=83 (0.6014), cf=0.922, gamma=1.157, delta=0.082, M=-1.356e+001
19 23 27 -> ~55 fr=71 (0.5145), cf=0.947, gamma=1.188, delta=0.081, M=-1.344e+001
19 23 27 -> 56 fr=71 (0.5145), cf=0.947, gamma=1.188, delta=0.081, M=-1.344e+001
6 11 24 -> 55 fr=18 (0.1304), cf=0.500, gamma=2.464, delta=0.078, M=-1.341e+001
6 11 24 -> ~56 fr=18 (0.1304), cf=0.500, gamma=2.464, delta=0.078, M=-1.341e+001
23 30 47 -> ~55 fr=79 (0.5725), cf=0.929, gamma=1.166, delta=0.081, M=-1.336e+001
23 30 47 -> 56 fr=79 (0.5725), cf=0.929, gamma=1.166, delta=0.081, M=-1.336e+001
6 24 -> 55 fr=19 (0.1377), cf=0.475, gamma=2.341, delta=0.079, M=-1.334e+001
6 24 -> ~56 fr=19 (0.1377), cf=0.475, gamma=2.341, delta=0.079, M=-1.334e+001
47 53 -> ~55 fr=66 (0.4783), cf=0.957, gamma=1.200, delta=0.080, M=-1.332e+001
47 53 -> 56 fr=66 (0.4783), cf=0.957, gamma=1.200, delta=0.080, M=-1.332e+001
6 14 -> 55 fr=21 (0.1522), cf=0.429, gamma=2.112, delta=0.080, M=-1.307e+001
6 14 -> ~56 fr=21 (0.1522), cf=0.429, gamma=2.112, delta=0.080, M=-1.307e+001
23 27 29 -> ~55 fr=82 (0.5942), cf=0.921, gamma=1.156, delta=0.080, M=-1.307e+001
1 29 47 -> ~55 fr=82 (0.5942), cf=0.921, gamma=1.156, delta=0.080, M=-1.307e+001
23 27 29 -> 56 fr=82 (0.5942), cf=0.921, gamma=1.156, delta=0.080, M=-1.307e+001
1 29 47 -> 56 fr=82 (0.5942), cf=0.921, gamma=1.156, delta=0.080, M=-1.307e+001
15 29 -> ~55 fr=70 (0.5072), cf=0.946, gamma=1.187, delta=0.080, M=-1.302e+001
15 29 -> 56 fr=70 (0.5072), cf=0.946, gamma=1.187, delta=0.080, M=-1.302e+001
25 34 53 -> ~55 fr=46 (0.3333), cf=1.000, gamma=1.255, delta=0.068, M=-1.300e+001
25 34 53 -> 56 fr=46 (0.3333), cf=1.000, gamma=1.255, delta=0.068, M=-1.300e+001
27 29 -> ~55 fr=94 (0.6812), cf=0.895, gamma=1.123, delta=0.075, M=-1.300e+001
29 30 -> ~55 fr=94 (0.6812), cf=0.895, gamma=1.123, delta=0.075, M=-1.300e+001
30 47 -> ~55 fr=94 (0.6812), cf=0.895, gamma=1.123, delta=0.075, M=-1.300e+001
27 29 -> 56 fr=94 (0.6812), cf=0.895, gamma=1.123, delta=0.075, M=-1.300e+001
29 30 -> 56 fr=94 (0.6812), cf=0.895, gamma=1.123, delta=0.075, M=-1.300e+001
30 47 -> 56 fr=94 (0.6812), cf=0.895, gamma=1.123, delta=0.075, M=-1.300e+001
1 23 29 -> ~55 fr=78 (0.5652), cf=0.929, gamma=1.165, delta=0.080, M=-1.291e+001
1 23 29 -> 56 fr=78 (0.5652), cf=0.929, gamma=1.165, delta=0.080, M=-1.291e+001
23 27 -> ~55 fr=85 (0.6159), cf=0.914, gamma=1.147, delta=0.079, M=-1.289e+001
23 27 -> 56 fr=85 (0.6159), cf=0.914, gamma=1.147, delta=0.079, M=-1.289e+001
27 47 -> ~55 fr=91 (0.6594), cf=0.901, gamma=1.130, delta=0.076, M=-1.284e+001
1 27 -> ~55 fr=91 (0.6594), cf=0.901, gamma=1.130, delta=0.076, M=-1.284e+001
27 47 -> 56 fr=91 (0.6594), cf=0.901, gamma=1.130, delta=0.076, M=-1.284e+001
1 27 -> 56 fr=91 (0.6594), cf=0.901, gamma=1.130, delta=0.076, M=-1.284e+001
1 30 53 -> ~55 fr=59 (0.4275), cf=0.967, gamma=1.213, delta=0.075, M=-1.266e+001
1 30 53 -> 56 fr=59 (0.4275), cf=0.967, gamma=1.213, delta=0.075, M=-1.266e+001
13 29 -> ~55 fr=45 (0.3261), cf=1.000, gamma=1.255, delta=0.066, M=-1.265e+001
13 29 -> 56 fr=45 (0.3261), cf=1.000, gamma=1.255, delta=0.066, M=-1.265e+001
6 54 -> 55 fr=23 (0.1667), cf=0.383, gamma=1.889, delta=0.078, M=-1.247e+001
6 54 -> ~56 fr=23 (0.1667), cf=0.383, gamma=1.889, delta=0.078, M=-1.247e+001
34 53 -> ~55 fr=52 (0.3768), cf=0.981, gamma=1.231, delta=0.071, M=-1.237e+001
34 53 -> 56 fr=52 (0.3768), cf=0.981, gamma=1.231, delta=0.071, M=-1.237e+001
1 25 53 -> ~55 fr=52 (0.3768), cf=0.981, gamma=1.231, delta=0.071, M=-1.237e+001
1 25 53 -> 56 fr=52 (0.3768), cf=0.981, gamma=1.231, delta=0.071, M=-1.237e+001
25 53 -> ~55 fr=58 (0.4203), cf=0.967, gamma=1.213, delta=0.074, M=-1.229e+001
19 53 -> ~55 fr=58 (0.4203), cf=0.967, gamma=1.213, delta=0.074, M=-1.229e+001
25 53 -> 56 fr=58 (0.4203), cf=0.967, gamma=1.213, delta=0.074, M=-1.229e+001
19 53 -> 56 fr=58 (0.4203), cf=0.967, gamma=1.213, delta=0.074, M=-1.229e+001
1 53 -> ~55 fr=63 (0.4565), cf=0.955, gamma=1.198, delta=0.075, M=-1.214e+001
1 53 -> 56 fr=63 (0.4565), cf=0.955, gamma=1.198, delta=0.075, M=-1.214e+001
11 12 24 -> 55 fr=17 (0.1232), cf=0.486, gamma=2.394, delta=0.072, M=-1.185e+001
11 12 24 -> ~56 fr=17 (0.1232), cf=0.486, gamma=2.394, delta=0.072, M=-1.185e+001
30 53 -> ~55 fr=67 (0.4855), cf=0.944, gamma=1.184, delta=0.075, M=-1.182e+001
30 53 -> 56 fr=67 (0.4855), cf=0.944, gamma=1.184, delta=0.075, M=-1.182e+001
12 24 -> 55 fr=18 (0.1304), cf=0.462, gamma=2.275, delta=0.073, M=-1.177e+001
12 24 -> ~56 fr=18 (0.1304), cf=0.462, gamma=2.275, delta=0.073, M=-1.177e+001
39 53 -> ~55 fr=62 (0.4493), cf=0.954, gamma=1.197, delta=0.074, M=-1.177e+001
39 53 -> 56 fr=62 (0.4493), cf=0.954, gamma=1.197, delta=0.074, M=-1.177e+001
53 -> ~55 fr=71 (0.5145), cf=0.934, gamma=1.172, delta=0.076, M=-1.166e+001
53 -> 56 fr=71 (0.5145), cf=0.934, gamma=1.172, delta=0.076, M=-1.166e+001
13 25 -> ~55 fr=42 (0.3043), cf=1.000, gamma=1.255, delta=0.062, M=-1.160e+001
13 25 -> 56 fr=42 (0.3043), cf=1.000, gamma=1.255, delta=0.062, M=-1.160e+001
29 47 -> ~55 fr=91 (0.6594), cf=0.892, gamma=1.119, delta=0.070, M=-1.131e+001
29 47 -> 56 fr=91 (0.6594), cf=0.892, gamma=1.119, delta=0.070, M=-1.131e+001
15 47 -> ~55 fr=70 (0.5072), cf=0.933, gamma=1.171, delta=0.074, M=-1.127e+001
15 30 -> ~55 fr=70 (0.5072), cf=0.933, gamma=1.171, delta=0.074, M=-1.127e+001
15 47 -> 56 fr=70 (0.5072), cf=0.933, gamma=1.171, delta=0.074, M=-1.127e+001
15 30 -> 56 fr=70 (0.5072), cf=0.933, gamma=1.171, delta=0.074, M=-1.127e+001
25 -> ~55 fr=81 (0.5870), cf=0.910, gamma=1.142, delta=0.073, M=-1.104e+001
25 -> 56 fr=81 (0.5870), cf=0.910, gamma=1.142, delta=0.073, M=-1.104e+001
11 12 -> 55 fr=25 (0.1812), cf=0.333, gamma=1.643, delta=0.071, M=-1.104e+001
11 12 -> ~56 fr=25 (0.1812), cf=0.333, gamma=1.643, delta=0.071, M=-1.104e+001
23 29 52 -> ~55 fr=48 (0.3478), cf=0.980, gamma=1.229, delta=0.065, M=-1.097e+001
23 29 52 -> 56 fr=48 (0.3478), cf=0.980, gamma=1.229, delta=0.065, M=-1.097e+001
8 14 -> 55 fr=17 (0.1232), cf=0.459, gamma=2.264, delta=0.069, M=-1.080e+001
8 14 -> ~56 fr=17 (0.1232), cf=0.459, gamma=2.264, delta=0.069, M=-1.080e+001
27 39 -> ~55 fr=87 (0.6304), cf=0.897, gamma=1.125, delta=0.070, M=-1.079e+001
27 39 -> 56 fr=87 (0.6304), cf=0.897, gamma=1.125, delta=0.070, M=-1.079e+001
27 -> ~55 fr=100 (0.7246), cf=0.870, gamma=1.091, delta=0.060, M=-1.075e+001
13 -> ~55 fr=47 (0.3406), cf=0.979, gamma=1.228, delta=0.063, M=-1.063e+001
13 -> 56 fr=47 (0.3406), cf=0.979, gamma=1.228, delta=0.063, M=-1.063e+001
19 23 29 -> ~55 fr=72 (0.5217), cf=0.923, gamma=1.158, delta=0.071, M=-1.044e+001
19 23 29 -> 56 fr=72 (0.5217), cf=0.923, gamma=1.158, delta=0.071, M=-1.044e+001
23 47 -> ~55 fr=83 (0.6014), cf=0.902, gamma=1.132, delta=0.070, M=-1.044e+001
23 47 -> 56 fr=83 (0.6014), cf=0.902, gamma=1.132, delta=0.070, M=-1.044e+001
23 29 -> ~55 fr=86 (0.6232), cf=0.896, gamma=1.124, delta=0.069, M=-1.033e+001
23 29 -> 56 fr=86 (0.6232), cf=0.896, gamma=1.124, delta=0.069, M=-1.033e+001
1 29 -> ~55 fr=89 (0.6449), cf=0.890, gamma=1.117, delta=0.067, M=-1.032e+001
1 29 -> 56 fr=89 (0.6449), cf=0.890, gamma=1.117, delta=0.067, M=-1.032e+001
15 -> ~55 fr=75 (0.5435), cf=0.915, gamma=1.147, delta=0.070, M=-1.008e+001
15 -> 56 fr=75 (0.5435), cf=0.915, gamma=1.147, delta=0.070, M=-1.008e+001
23 30 -> ~55 fr=84 (0.6087), cf=0.894, gamma=1.121, delta=0.066, M=-9.469e+000
23 30 -> 56 fr=84 (0.6087), cf=0.894, gamma=1.121, delta=0.066, M=-9.469e+000
1 47 -> ~55 fr=90 (0.6522), cf=0.882, gamma=1.107, delta=0.063, M=-9.417e+000
1 47 -> 56 fr=90 (0.6522), cf=0.882, gamma=1.107, delta=0.063, M=-9.417e+000
30 -> ~55 fr=101 (0.7319), cf=0.856, gamma=1.074, delta=0.050, M=-8.585e+000
29 39 -> ~55 fr=87 (0.6304), cf=0.879, gamma=1.102, delta=0.059, M=-8.123e+000
39 47 -> ~55 fr=87 (0.6304), cf=0.879, gamma=1.102, delta=0.059, M=-8.123e+000
29 39 -> 56 fr=87 (0.6304), cf=0.879, gamma=1.102, delta=0.059, M=-8.123e+000
39 47 -> 56 fr=87 (0.6304), cf=0.879, gamma=1.102, delta=0.059, M=-8.123e+000
47 -> ~55 fr=100 (0.7246), cf=0.855, gamma=1.072, delta=0.049, M=-7.982e+000
19 29 -> ~55 fr=80 (0.5797), cf=0.889, gamma=1.115, delta=0.060, M=-7.929e+000
19 29 -> 56 fr=80 (0.5797), cf=0.889, gamma=1.115, delta=0.060, M=-7.929e+000
29 52 -> ~55 fr=55 (0.3986), cf=0.932, gamma=1.169, delta=0.058, M=-7.763e+000
29 52 -> 56 fr=55 (0.3986), cf=0.932, gamma=1.169, delta=0.058, M=-7.763e+000
9 29 -> ~55 fr=54 (0.3913), cf=0.931, gamma=1.168, delta=0.056, M=-7.470e+000
9 29 -> 56 fr=54 (0.3913), cf=0.931, gamma=1.168, delta=0.056, M=-7.470e+000
29 -> ~55 fr=99 (0.7174), cf=0.853, gamma=1.071, delta=0.047, M=-7.429e+000
23 34 52 -> ~55 fr=40 (0.2899), cf=0.952, gamma=1.195, delta=0.047, M=-6.569e+000
23 34 52 -> 56 fr=40 (0.2899), cf=0.952, gamma=1.195, delta=0.047, M=-6.569e+000
23 52 -> ~55 fr=49 (0.3551), cf=0.925, gamma=1.160, delta=0.049, M=-6.099e+000
23 52 -> 56 fr=49 (0.3551), cf=0.925, gamma=1.160, delta=0.049, M=-6.099e+000
1 23 -> ~55 fr=81 (0.5870), cf=0.871, gamma=1.093, delta=0.050, M=-6.003e+000
1 23 -> 56 fr=81 (0.5870), cf=0.871, gamma=1.093, delta=0.050, M=-6.003e+000
23 39 -> ~55 fr=77 (0.5580), cf=0.875, gamma=1.098, delta=0.050, M=-5.835e+000
23 39 -> 56 fr=77 (0.5580), cf=0.875, gamma=1.098, delta=0.050, M=-5.835e+000
6 8 -> 55 fr=18 (0.1304), cf=0.310, gamma=1.530, delta=0.045, M=-4.936e+000
6 8 -> ~56 fr=18 (0.1304), cf=0.310, gamma=1.530, delta=0.045, M=-4.936e+000
17 21 23 -> ~55 fr=49 (0.3551), cf=0.907, gamma=1.138, delta=0.043, M=-4.917e+000
17 21 23 -> 56 fr=49 (0.3551), cf=0.907, gamma=1.138, delta=0.043, M=-4.917e+000
9 17 23 -> ~55 fr=44 (0.3188), cf=0.917, gamma=1.150, delta=0.042, M=-4.873e+000
9 17 23 -> 56 fr=44 (0.3188), cf=0.917, gamma=1.150, delta=0.042, M=-4.873e+000
21 23 -> ~55 fr=57 (0.4130), cf=0.891, gamma=1.117, delta=0.043, M=-4.707e+000
21 23 -> 56 fr=57 (0.4130), cf=0.891, gamma=1.117, delta=0.043, M=-4.707e+000
17 23 34 -> ~55 fr=52 (0.3768), cf=0.897, gamma=1.125, delta=0.042, M=-4.563e+000
17 23 34 -> 56 fr=52 (0.3768), cf=0.897, gamma=1.125, delta=0.042, M=-4.563e+000
23 -> ~55 fr=89 (0.6449), cf=0.848, gamma=1.063, delta=0.038, M=-4.542e+000
23 -> 56 fr=89 (0.6449), cf=0.848, gamma=1.063, delta=0.038, M=-4.542e+000
52 -> ~55 fr=60 (0.4348), cf=0.882, gamma=1.107, delta=0.042, M=-4.439e+000
52 -> 56 fr=60 (0.4348), cf=0.882, gamma=1.107, delta=0.042, M=-4.439e+000
18 39 -> ~55 fr=18 (0.1304), cf=1.000, gamma=1.255, delta=0.026, M=-4.394e+000
18 39 -> 56 fr=18 (0.1304), cf=1.000, gamma=1.255, delta=0.026, M=-4.394e+000
6 11 -> 55 fr=26 (0.1884), cf=0.243, gamma=1.198, delta=0.031, M=-3.873e+000
6 11 -> ~56 fr=26 (0.1884), cf=0.243, gamma=1.198, delta=0.031, M=-3.873e+000
9 17 21 -> ~55 fr=32 (0.2319), cf=0.914, gamma=1.147, delta=0.030, M=-3.377e+000
9 17 21 -> 56 fr=32 (0.2319), cf=0.914, gamma=1.147, delta=0.030, M=-3.377e+000
