1 27 29 30 -> ~55 fr=80 (0.5714), cf=0.952, gamma=1.201, delta=0.096, M=-1.814e+001
1 27 29 -> 56 fr=85 (0.6071), cf=0.924, gamma=1.165, delta=0.086, M=-1.500e+001
15 17 27 29 -> ~55 fr=69 (0.4929), cf=0.958, gamma=1.209, delta=0.085, M=-1.494e+001
15 17 27 29 -> 56 fr=69 (0.4929), cf=0.958, gamma=1.209, delta=0.085, M=-1.494e+001
6 11 14 -> 55 fr=21 (0.1500), cf=0.477, gamma=2.304, delta=0.085, M=-1.489e+001
6 11 14 -> ~56 fr=21 (0.1500), cf=0.477, gamma=2.304, delta=0.085, M=-1.489e+001
19 23 27 -> ~55 fr=73 (0.5214), cf=0.948, gamma=1.196, delta=0.085, M=-1.470e+001
19 23 27 -> 56 fr=73 (0.5214), cf=0.948, gamma=1.196, delta=0.085, M=-1.470e+001
25 27 -> ~55 fr=77 (0.5500), cf=0.939, gamma=1.184, delta=0.086, M=-1.463e+001
25 27 -> 56 fr=77 (0.5500), cf=0.939, gamma=1.184, delta=0.086, M=-1.463e+001
1 23 27 -> ~55 fr=77 (0.5500), cf=0.939, gamma=1.184, delta=0.086, M=-1.463e+001
1 23 27 -> 56 fr=77 (0.5500), cf=0.939, gamma=1.184, delta=0.086, M=-1.463e+001
21 23 25 -> ~55 fr=57 (0.4071), cf=0.983, gamma=1.240, delta=0.079, M=-1.457e+001
21 23 25 -> 56 fr=57 (0.4071), cf=0.983, gamma=1.240, delta=0.079, M=-1.457e+001
21 23 27 29 -> ~55 fr=57 (0.4071), cf=0.983, gamma=1.240, delta=0.079, M=-1.457e+001
21 23 27 29 -> 56 fr=57 (0.4071), cf=0.983, gamma=1.240, delta=0.079, M=-1.457e+001
25 30 47 -> ~55 fr=68 (0.4857), cf=0.958, gamma=1.208, delta=0.084, M=-1.451e+001
25 30 47 -> 56 fr=68 (0.4857), cf=0.958, gamma=1.208, delta=0.084, M=-1.451e+001
23 27 29 -> ~55 fr=84 (0.6000), cf=0.923, gamma=1.164, delta=0.085, M=-1.448e+001
23 27 29 -> 56 fr=84 (0.6000), cf=0.923, gamma=1.164, delta=0.085, M=-1.448e+001
23 27 -> ~55 fr=87 (0.6214), cf=0.916, gamma=1.155, delta=0.083, M=-1.435e+001
23 27 -> 56 fr=87 (0.6214), cf=0.916, gamma=1.155, delta=0.083, M=-1.435e+001
27 47 -> ~55 fr=90 (0.6429), cf=0.909, gamma=1.147, delta=0.082, M=-1.433e+001
27 47 -> 56 fr=90 (0.6429), cf=0.909, gamma=1.147, delta=0.082, M=-1.433e+001
15 17 27 -> ~55 fr=72 (0.5143), cf=0.947, gamma=1.195, delta=0.084, M=-1.425e+001
23 25 29 -> ~55 fr=72 (0.5143), cf=0.947, gamma=1.195, delta=0.084, M=-1.425e+001
15 17 27 -> 56 fr=72 (0.5143), cf=0.947, gamma=1.195, delta=0.084, M=-1.425e+001
23 25 29 -> 56 fr=72 (0.5143), cf=0.947, gamma=1.195, delta=0.084, M=-1.425e+001
1 23 29 47 -> ~55 fr=72 (0.5143), cf=0.947, gamma=1.195, delta=0.084, M=-1.425e+001
1 23 29 47 -> 56 fr=72 (0.5143), cf=0.947, gamma=1.195, delta=0.084, M=-1.425e+001
23 29 47 -> ~55 fr=80 (0.5714), cf=0.930, gamma=1.173, delta=0.084, M=-1.424e+001
23 29 47 -> 56 fr=80 (0.5714), cf=0.930, gamma=1.173, delta=0.084, M=-1.424e+001
15 23 25 -> ~55 fr=56 (0.4000), cf=0.982, gamma=1.239, delta=0.077, M=-1.418e+001
15 25 30 -> ~55 fr=56 (0.4000), cf=0.982, gamma=1.239, delta=0.077, M=-1.418e+001
15 23 25 -> 56 fr=56 (0.4000), cf=0.982, gamma=1.239, delta=0.077, M=-1.418e+001
15 25 30 -> 56 fr=56 (0.4000), cf=0.982, gamma=1.239, delta=0.077, M=-1.418e+001
15 23 29 -> ~55 fr=62 (0.4429), cf=0.969, gamma=1.222, delta=0.080, M=-1.417e+001
15 23 29 -> 56 fr=62 (0.4429), cf=0.969, gamma=1.222, delta=0.080, M=-1.417e+001
15 21 25 -> ~55 fr=48 (0.3429), cf=1.000, gamma=1.261, delta=0.071, M=-1.401e+001
15 21 25 -> 56 fr=48 (0.3429), cf=1.000, gamma=1.261, delta=0.071, M=-1.401e+001
6 11 24 -> 55 fr=19 (0.1357), cf=0.500, gamma=2.414, delta=0.079, M=-1.385e+001
6 11 24 -> ~56 fr=19 (0.1357), cf=0.500, gamma=2.414, delta=0.079, M=-1.385e+001
15 25 47 -> ~55 fr=55 (0.3929), cf=0.982, gamma=1.239, delta=0.076, M=-1.379e+001
15 25 47 -> 56 fr=55 (0.3929), cf=0.982, gamma=1.239, delta=0.076, M=-1.379e+001
17 21 25 29 -> ~55 fr=55 (0.3929), cf=0.982, gamma=1.239, delta=0.076, M=-1.379e+001
17 21 25 29 -> 56 fr=55 (0.3929), cf=0.982, gamma=1.239, delta=0.076, M=-1.379e+001
6 12 54 -> 55 fr=20 (0.1429), cf=0.476, gamma=2.299, delta=0.081, M=-1.377e+001
6 12 54 -> ~56 fr=20 (0.1429), cf=0.476, gamma=2.299, delta=0.081, M=-1.377e+001
25 29 -> ~55 fr=79 (0.5643), cf=0.929, gamma=1.172, delta=0.083, M=-1.377e+001
25 29 -> 56 fr=79 (0.5643), cf=0.929, gamma=1.172, delta=0.083, M=-1.377e+001
15 25 -> ~55 fr=61 (0.4357), cf=0.968, gamma=1.221, delta=0.079, M=-1.377e+001
15 25 -> 56 fr=61 (0.4357), cf=0.968, gamma=1.221, delta=0.079, M=-1.377e+001
6 14 -> 55 fr=22 (0.1571), cf=0.431, gamma=2.082, delta=0.082, M=-1.349e+001
6 14 -> ~56 fr=22 (0.1571), cf=0.431, gamma=2.082, delta=0.082, M=-1.349e+001
25 47 -> ~55 fr=70 (0.5000), cf=0.946, gamma=1.193, delta=0.081, M=-1.339e+001
25 47 -> 56 fr=70 (0.5000), cf=0.946, gamma=1.193, delta=0.081, M=-1.339e+001
6 12 -> 55 fr=27 (0.1929), cf=0.346, gamma=1.671, delta=0.077, M=-1.337e+001
6 12 -> ~56 fr=27 (0.1929), cf=0.346, gamma=1.671, delta=0.077, M=-1.337e+001
23 30 47 -> ~55 fr=78 (0.5571), cf=0.929, gamma=1.171, delta=0.081, M=-1.331e+001
1 23 29 -> ~55 fr=78 (0.5571), cf=0.929, gamma=1.171, delta=0.081, M=-1.331e+001
23 30 47 -> 56 fr=78 (0.5571), cf=0.929, gamma=1.171, delta=0.081, M=-1.331e+001
1 23 29 -> 56 fr=78 (0.5571), cf=0.929, gamma=1.171, delta=0.081, M=-1.331e+001
1 27 -> ~55 fr=91 (0.6500), cf=0.901, gamma=1.136, delta=0.078, M=-1.328e+001
1 27 -> 56 fr=91 (0.6500), cf=0.901, gamma=1.136, delta=0.078, M=-1.328e+001
21 25 53 -> ~55 fr=46 (0.3286), cf=1.000, gamma=1.261, delta=0.068, M=-1.327e+001
25 34 53 -> ~55 fr=46 (0.3286), cf=1.000, gamma=1.261, delta=0.068, M=-1.327e+001
21 25 53 -> 56 fr=46 (0.3286), cf=1.000, gamma=1.261, delta=0.068, M=-1.327e+001
25 34 53 -> 56 fr=46 (0.3286), cf=1.000, gamma=1.261, delta=0.068, M=-1.327e+001
1 29 47 -> ~55 fr=81 (0.5786), cf=0.920, gamma=1.161, delta=0.080, M=-1.301e+001
1 29 47 -> 56 fr=81 (0.5786), cf=0.920, gamma=1.161, delta=0.080, M=-1.301e+001
15 17 29 -> ~55 fr=69 (0.4929), cf=0.945, gamma=1.192, delta=0.079, M=-1.298e+001
15 27 29 -> ~55 fr=69 (0.4929), cf=0.945, gamma=1.192, delta=0.079, M=-1.298e+001
15 17 29 -> 56 fr=69 (0.4929), cf=0.945, gamma=1.192, delta=0.079, M=-1.298e+001
15 27 29 -> 56 fr=69 (0.4929), cf=0.945, gamma=1.192, delta=0.079, M=-1.298e+001
47 53 -> ~55 fr=64 (0.4571), cf=0.955, gamma=1.205, delta=0.078, M=-1.287e+001
47 53 -> 56 fr=64 (0.4571), cf=0.955, gamma=1.205, delta=0.078, M=-1.287e+001
15 27 39 -> ~55 fr=64 (0.4571), cf=0.955, gamma=1.205, delta=0.078, M=-1.287e+001
15 27 39 -> 56 fr=64 (0.4571), cf=0.955, gamma=1.205, delta=0.078, M=-1.287e+001
30 47 -> ~55 fr=93 (0.6643), cf=0.894, gamma=1.128, delta=0.075, M=-1.285e+001
30 47 -> 56 fr=93 (0.6643), cf=0.894, gamma=1.128, delta=0.075, M=-1.285e+001
27 39 -> ~55 fr=87 (0.6214), cf=0.906, gamma=1.143, delta=0.078, M=-1.272e+001
27 39 -> 56 fr=87 (0.6214), cf=0.906, gamma=1.143, delta=0.078, M=-1.272e+001
11 12 54 -> 55 fr=20 (0.1429), cf=0.455, gamma=2.194, delta=0.078, M=-1.272e+001
11 12 54 -> ~56 fr=20 (0.1429), cf=0.455, gamma=2.194, delta=0.078, M=-1.272e+001
34 53 -> ~55 fr=52 (0.3714), cf=0.981, gamma=1.237, delta=0.071, M=-1.266e+001
34 53 -> 56 fr=52 (0.3714), cf=0.981, gamma=1.237, delta=0.071, M=-1.266e+001
1 25 53 -> ~55 fr=52 (0.3714), cf=0.981, gamma=1.237, delta=0.071, M=-1.266e+001
1 25 53 -> 56 fr=52 (0.3714), cf=0.981, gamma=1.237, delta=0.071, M=-1.266e+001
1 30 53 -> ~55 fr=58 (0.4143), cf=0.967, gamma=1.219, delta=0.074, M=-1.260e+001
21 25 30 -> ~55 fr=58 (0.4143), cf=0.967, gamma=1.219, delta=0.074, M=-1.260e+001
1 30 53 -> 56 fr=58 (0.4143), cf=0.967, gamma=1.219, delta=0.074, M=-1.260e+001
21 25 30 -> 56 fr=58 (0.4143), cf=0.967, gamma=1.219, delta=0.074, M=-1.260e+001
27 29 -> ~55 fr=95 (0.6786), cf=0.888, gamma=1.120, delta=0.073, M=-1.249e+001
27 29 -> 56 fr=95 (0.6786), cf=0.888, gamma=1.120, delta=0.073, M=-1.249e+001
15 23 -> ~55 fr=63 (0.4500), cf=0.955, gamma=1.204, delta=0.076, M=-1.248e+001
15 23 -> 56 fr=63 (0.4500), cf=0.955, gamma=1.204, delta=0.076, M=-1.248e+001
15 27 -> ~55 fr=72 (0.5143), cf=0.935, gamma=1.179, delta=0.078, M=-1.243e+001
23 25 -> ~55 fr=72 (0.5143), cf=0.935, gamma=1.179, delta=0.078, M=-1.243e+001
15 27 -> 56 fr=72 (0.5143), cf=0.935, gamma=1.179, delta=0.078, M=-1.243e+001
23 25 -> 56 fr=72 (0.5143), cf=0.935, gamma=1.179, delta=0.078, M=-1.243e+001
19 25 53 -> ~55 fr=51 (0.3643), cf=0.981, gamma=1.237, delta=0.070, M=-1.229e+001
19 25 53 -> 56 fr=51 (0.3643), cf=0.981, gamma=1.237, delta=0.070, M=-1.229e+001
25 53 -> ~55 fr=57 (0.4071), cf=0.966, gamma=1.219, delta=0.073, M=-1.223e+001
25 53 -> 56 fr=57 (0.4071), cf=0.966, gamma=1.219, delta=0.073, M=-1.223e+001
6 24 -> 55 fr=19 (0.1357), cf=0.463, gamma=2.237, delta=0.075, M=-1.220e+001
6 24 -> ~56 fr=19 (0.1357), cf=0.463, gamma=2.237, delta=0.075, M=-1.220e+001
6 11 54 -> 55 fr=22 (0.1571), cf=0.407, gamma=1.967, delta=0.077, M=-1.211e+001
6 11 54 -> ~56 fr=22 (0.1571), cf=0.407, gamma=1.967, delta=0.077, M=-1.211e+001
11 14 -> 55 fr=21 (0.1500), cf=0.420, gamma=2.028, delta=0.076, M=-1.188e+001
11 14 -> ~56 fr=21 (0.1500), cf=0.420, gamma=2.028, delta=0.076, M=-1.188e+001
27 -> ~55 fr=101 (0.7214), cf=0.871, gamma=1.098, delta=0.064, M=-1.188e+001
19 30 53 -> ~55 fr=56 (0.4000), cf=0.966, gamma=1.218, delta=0.072, M=-1.186e+001
25 30 34 -> ~55 fr=56 (0.4000), cf=0.966, gamma=1.218, delta=0.072, M=-1.186e+001
19 30 53 -> 56 fr=56 (0.4000), cf=0.966, gamma=1.218, delta=0.072, M=-1.186e+001
25 30 34 -> 56 fr=56 (0.4000), cf=0.966, gamma=1.218, delta=0.072, M=-1.186e+001
30 53 -> ~55 fr=66 (0.4714), cf=0.943, gamma=1.189, delta=0.075, M=-1.179e+001
30 53 -> 56 fr=66 (0.4714), cf=0.943, gamma=1.189, delta=0.075, M=-1.179e+001
12 54 -> 55 fr=20 (0.1429), cf=0.435, gamma=2.099, delta=0.075, M=-1.175e+001
12 54 -> ~56 fr=20 (0.1429), cf=0.435, gamma=2.099, delta=0.075, M=-1.175e+001
21 25 -> ~55 fr=61 (0.4357), cf=0.953, gamma=1.202, delta=0.073, M=-1.172e+001
21 25 -> 56 fr=61 (0.4357), cf=0.953, gamma=1.202, delta=0.073, M=-1.172e+001
15 29 39 -> ~55 fr=61 (0.4357), cf=0.953, gamma=1.202, delta=0.073, M=-1.172e+001
15 29 39 -> 56 fr=61 (0.4357), cf=0.953, gamma=1.202, delta=0.073, M=-1.172e+001
15 17 -> ~55 fr=74 (0.5286), cf=0.925, gamma=1.167, delta=0.076, M=-1.159e+001
25 30 -> ~55 fr=74 (0.5286), cf=0.925, gamma=1.167, delta=0.076, M=-1.159e+001
15 17 -> 56 fr=74 (0.5286), cf=0.925, gamma=1.167, delta=0.076, M=-1.159e+001
25 30 -> 56 fr=74 (0.5286), cf=0.925, gamma=1.167, delta=0.076, M=-1.159e+001
1 39 53 -> ~55 fr=55 (0.3929), cf=0.965, gamma=1.217, delta=0.070, M=-1.150e+001
1 39 53 -> 56 fr=55 (0.3929), cf=0.965, gamma=1.217, delta=0.070, M=-1.150e+001
11 12 -> 55 fr=26 (0.1857), cf=0.338, gamma=1.630, delta=0.072, M=-1.135e+001
11 12 -> ~56 fr=26 (0.1857), cf=0.338, gamma=1.630, delta=0.072, M=-1.135e+001
15 29 -> ~55 fr=69 (0.4929), cf=0.932, gamma=1.176, delta=0.074, M=-1.124e+001
15 29 -> 56 fr=69 (0.4929), cf=0.932, gamma=1.176, delta=0.074, M=-1.124e+001
29 47 -> ~55 fr=90 (0.6429), cf=0.891, gamma=1.124, delta=0.071, M=-1.124e+001
29 47 -> 56 fr=90 (0.6429), cf=0.891, gamma=1.124, delta=0.071, M=-1.124e+001
15 30 -> ~55 fr=68 (0.4857), cf=0.932, gamma=1.175, delta=0.072, M=-1.086e+001
15 30 -> 56 fr=68 (0.4857), cf=0.932, gamma=1.175, delta=0.072, M=-1.086e+001
23 29 34 52 -> ~55 fr=39 (0.2786), cf=1.000, gamma=1.261, delta=0.058, M=-1.081e+001
23 29 34 52 -> 56 fr=39 (0.2786), cf=1.000, gamma=1.261, delta=0.058, M=-1.081e+001
11 24 -> 55 fr=19 (0.1357), cf=0.432, gamma=2.085, delta=0.071, M=-1.075e+001
11 24 -> ~56 fr=19 (0.1357), cf=0.432, gamma=2.085, delta=0.071, M=-1.075e+001
1 29 -> ~55 fr=89 (0.6357), cf=0.890, gamma=1.123, delta=0.069, M=-1.074e+001
1 29 -> 56 fr=89 (0.6357), cf=0.890, gamma=1.123, delta=0.069, M=-1.074e+001
1 53 -> ~55 fr=63 (0.4500), cf=0.940, gamma=1.186, delta=0.071, M=-1.067e+001
1 53 -> 56 fr=63 (0.4500), cf=0.940, gamma=1.186, delta=0.071, M=-1.067e+001
25 34 -> ~55 fr=58 (0.4143), cf=0.951, gamma=1.199, delta=0.069, M=-1.064e+001
25 34 -> 56 fr=58 (0.4143), cf=0.951, gamma=1.199, delta=0.069, M=-1.064e+001
15 47 -> ~55 fr=67 (0.4786), cf=0.931, gamma=1.174, delta=0.071, M=-1.049e+001
15 47 -> 56 fr=67 (0.4786), cf=0.931, gamma=1.174, delta=0.071, M=-1.049e+001
11 54 -> 55 fr=22 (0.1571), cf=0.379, gamma=1.831, delta=0.071, M=-1.046e+001
6 54 -> 55 fr=22 (0.1571), cf=0.379, gamma=1.831, delta=0.071, M=-1.046e+001
11 54 -> ~56 fr=22 (0.1571), cf=0.379, gamma=1.831, delta=0.071, M=-1.046e+001
6 54 -> ~56 fr=22 (0.1571), cf=0.379, gamma=1.831, delta=0.071, M=-1.046e+001
30 -> ~55 fr=101 (0.7214), cf=0.863, gamma=1.089, delta=0.059, M=-1.042e+001
39 53 -> ~55 fr=62 (0.4429), cf=0.939, gamma=1.185, delta=0.069, M=-1.032e+001
39 53 -> 56 fr=62 (0.4429), cf=0.939, gamma=1.185, delta=0.069, M=-1.032e+001
23 29 34 39 -> ~55 fr=57 (0.4071), cf=0.950, gamma=1.198, delta=0.067, M=-1.029e+001
23 29 34 39 -> 56 fr=57 (0.4071), cf=0.950, gamma=1.198, delta=0.067, M=-1.029e+001
23 29 -> ~55 fr=88 (0.6286), cf=0.889, gamma=1.121, delta=0.068, M=-1.027e+001
23 29 -> 56 fr=88 (0.6286), cf=0.889, gamma=1.121, delta=0.068, M=-1.027e+001
13 29 -> ~55 fr=45 (0.3214), cf=0.978, gamma=1.234, delta=0.061, M=-1.021e+001
13 29 -> 56 fr=45 (0.3214), cf=0.978, gamma=1.234, delta=0.061, M=-1.021e+001
15 -> ~55 fr=74 (0.5286), cf=0.914, gamma=1.152, delta=0.070, M=-1.007e+001
15 -> 56 fr=74 (0.5286), cf=0.914, gamma=1.152, delta=0.070, M=-1.007e+001
12 24 -> 55 fr=18 (0.1286), cf=0.429, gamma=2.069, delta=0.066, M=-9.823e+000
12 24 -> ~56 fr=18 (0.1286), cf=0.429, gamma=2.069, delta=0.066, M=-9.823e+000
17 23 47 -> ~55 fr=69 (0.4929), cf=0.920, gamma=1.160, delta=0.068, M=-9.690e+000
17 23 47 -> 56 fr=69 (0.4929), cf=0.920, gamma=1.160, delta=0.068, M=-9.690e+000
17 19 53 -> ~55 fr=49 (0.3500), cf=0.961, gamma=1.212, delta=0.061, M=-9.463e+000
17 19 53 -> 56 fr=49 (0.3500), cf=0.961, gamma=1.212, delta=0.061, M=-9.463e+000
1 47 -> ~55 fr=89 (0.6357), cf=0.881, gamma=1.111, delta=0.064, M=-9.389e+000
1 47 -> 56 fr=89 (0.6357), cf=0.881, gamma=1.111, delta=0.064, M=-9.389e+000
19 53 -> ~55 fr=59 (0.4214), cf=0.937, gamma=1.181, delta=0.065, M=-9.296e+000
19 53 -> 56 fr=59 (0.4214), cf=0.937, gamma=1.181, delta=0.065, M=-9.296e+000
13 25 -> ~55 fr=42 (0.3000), cf=0.977, gamma=1.232, delta=0.056, M=-9.242e+000
13 25 -> 56 fr=42 (0.3000), cf=0.977, gamma=1.232, delta=0.056, M=-9.242e+000
17 21 53 -> ~55 fr=42 (0.3000), cf=0.977, gamma=1.232, delta=0.056, M=-9.242e+000
17 21 53 -> 56 fr=42 (0.3000), cf=0.977, gamma=1.232, delta=0.056, M=-9.242e+000
25 -> ~55 fr=79 (0.5643), cf=0.898, gamma=1.132, delta=0.066, M=-9.212e+000
25 -> 56 fr=79 (0.5643), cf=0.898, gamma=1.132, delta=0.066, M=-9.212e+000
23 47 -> ~55 fr=82 (0.5857), cf=0.891, gamma=1.124, delta=0.065, M=-9.063e+000
23 47 -> 56 fr=82 (0.5857), cf=0.891, gamma=1.124, delta=0.065, M=-9.063e+000
53 -> ~55 fr=71 (0.5071), cf=0.910, gamma=1.148, delta=0.065, M=-8.984e+000
53 -> 56 fr=71 (0.5071), cf=0.910, gamma=1.148, delta=0.065, M=-8.984e+000
13 -> ~55 fr=47 (0.3357), cf=0.959, gamma=1.210, delta=0.058, M=-8.828e+000
13 -> 56 fr=47 (0.3357), cf=0.959, gamma=1.210, delta=0.058, M=-8.828e+000
29 39 -> ~55 fr=87 (0.6214), cf=0.879, gamma=1.108, delta=0.061, M=-8.534e+000
29 39 -> 56 fr=87 (0.6214), cf=0.879, gamma=1.108, delta=0.061, M=-8.534e+000
9 17 19 29 -> ~55 fr=44 (0.3143), cf=0.957, gamma=1.206, delta=0.054, M=-7.916e+000
9 17 19 29 -> 56 fr=44 (0.3143), cf=0.957, gamma=1.206, delta=0.054, M=-7.916e+000
47 -> ~55 fr=99 (0.7071), cf=0.853, gamma=1.076, delta=0.050, M=-7.883e+000
1 17 21 23 -> ~55 fr=48 (0.3429), cf=0.941, gamma=1.187, delta=0.054, M=-7.460e+000
1 17 21 23 -> 56 fr=48 (0.3429), cf=0.941, gamma=1.187, delta=0.054, M=-7.460e+000
17 21 23 -> ~55 fr=53 (0.3786), cf=0.930, gamma=1.173, delta=0.056, M=-7.441e+000
17 21 23 -> 56 fr=53 (0.3786), cf=0.930, gamma=1.173, delta=0.056, M=-7.441e+000
17 19 29 -> ~55 fr=70 (0.5000), cf=0.897, gamma=1.132, delta=0.058, M=-7.377e+000
17 19 29 -> 56 fr=70 (0.5000), cf=0.897, gamma=1.132, delta=0.058, M=-7.377e+000
29 -> ~55 fr=100 (0.7143), cf=0.847, gamma=1.069, delta=0.046, M=-7.182e+000
1 21 23 -> ~55 fr=56 (0.4000), cf=0.918, gamma=1.158, delta=0.055, M=-6.952e+000
1 21 23 -> 56 fr=56 (0.4000), cf=0.918, gamma=1.158, delta=0.055, M=-6.952e+000
6 11 -> 55 fr=28 (0.2000), cf=0.264, gamma=1.275, delta=0.043, M=-6.564e+000
6 11 -> ~56 fr=28 (0.2000), cf=0.264, gamma=1.275, delta=0.043, M=-6.564e+000
23 34 52 -> ~55 fr=39 (0.2786), cf=0.951, gamma=1.200, delta=0.046, M=-6.496e+000
