25 27 47 -> ~55 fr=69 (0.4964), cf=0.972, gamma=1.228, delta=0.092, M=-1.747e+001
15 25 -> 56 fr=62 (0.4460), cf=0.969, gamma=1.224, delta=0.082, M=-1.438e+001
23 29 30 -> ~55 fr=83 (0.5971), cf=0.922, gamma=1.165, delta=0.085, M=-1.433e+001
23 29 30 -> 56 fr=83 (0.5971), cf=0.922, gamma=1.165, delta=0.085, M=-1.433e+001
12 19 54 -> 55 fr=17 (0.1223), cf=0.567, gamma=2.716, delta=0.077, M=-1.433e+001
12 19 54 -> ~56 fr=17 (0.1223), cf=0.567, gamma=2.716, delta=0.077, M=-1.433e+001
27 30 -> ~55 fr=92 (0.6619), cf=0.902, gamma=1.140, delta=0.081, M=-1.431e+001
27 30 -> 56 fr=92 (0.6619), cf=0.902, gamma=1.140, delta=0.081, M=-1.431e+001
6 12 54 -> 55 fr=20 (0.1439), cf=0.488, gamma=2.338, delta=0.082, M=-1.419e+001
6 12 54 -> ~56 fr=20 (0.1439), cf=0.488, gamma=2.338, delta=0.082, M=-1.419e+001
23 27 47 -> ~55 fr=79 (0.5683), cf=0.929, gamma=1.174, delta=0.084, M=-1.408e+001
23 27 47 -> 56 fr=79 (0.5683), cf=0.929, gamma=1.174, delta=0.084, M=-1.408e+001
15 27 29 -> ~55 fr=71 (0.5108), cf=0.947, gamma=1.196, delta=0.084, M=-1.407e+001
15 27 29 -> 56 fr=71 (0.5108), cf=0.947, gamma=1.196, delta=0.084, M=-1.407e+001
25 30 -> ~55 fr=75 (0.5396), cf=0.938, gamma=1.185, delta=0.084, M=-1.400e+001
25 30 -> 56 fr=75 (0.5396), cf=0.938, gamma=1.185, delta=0.084, M=-1.400e+001
1 23 27 29 -> ~55 fr=75 (0.5396), cf=0.938, gamma=1.185, delta=0.084, M=-1.400e+001
1 23 27 29 -> 56 fr=75 (0.5396), cf=0.938, gamma=1.185, delta=0.084, M=-1.400e+001
1 29 47 -> ~55 fr=82 (0.5899), cf=0.921, gamma=1.164, delta=0.083, M=-1.382e+001
1 29 47 -> 56 fr=82 (0.5899), cf=0.921, gamma=1.164, delta=0.083, M=-1.382e+001
27 29 47 -> ~55 fr=85 (0.6115), cf=0.914, gamma=1.155, delta=0.082, M=-1.367e+001
1 27 29 -> ~55 fr=85 (0.6115), cf=0.914, gamma=1.155, delta=0.082, M=-1.367e+001
27 29 47 -> 56 fr=85 (0.6115), cf=0.914, gamma=1.155, delta=0.082, M=-1.367e+001
1 27 29 -> 56 fr=85 (0.6115), cf=0.914, gamma=1.155, delta=0.082, M=-1.367e+001
29 30 47 -> ~55 fr=88 (0.6331), cf=0.907, gamma=1.146, delta=0.081, M=-1.364e+001
29 30 47 -> 56 fr=88 (0.6331), cf=0.907, gamma=1.146, delta=0.081, M=-1.364e+001
1 23 27 -> ~55 fr=78 (0.5612), cf=0.929, gamma=1.173, delta=0.083, M=-1.361e+001
1 23 27 -> 56 fr=78 (0.5612), cf=0.929, gamma=1.173, delta=0.083, M=-1.361e+001
6 14 54 -> 55 fr=16 (0.1151), cf=0.571, gamma=2.739, delta=0.073, M=-1.343e+001
6 14 54 -> ~56 fr=16 (0.1151), cf=0.571, gamma=2.739, delta=0.073, M=-1.343e+001
23 29 47 -> ~55 fr=81 (0.5827), cf=0.920, gamma=1.163, delta=0.082, M=-1.334e+001
23 29 47 -> 56 fr=81 (0.5827), cf=0.920, gamma=1.163, delta=0.082, M=-1.334e+001
30 47 -> ~55 fr=93 (0.6691), cf=0.894, gamma=1.130, delta=0.077, M=-1.332e+001
30 47 -> 56 fr=93 (0.6691), cf=0.894, gamma=1.130, delta=0.077, M=-1.332e+001
23 27 29 -> ~55 fr=84 (0.6043), cf=0.913, gamma=1.154, delta=0.081, M=-1.317e+001
23 27 29 -> 56 fr=84 (0.6043), cf=0.913, gamma=1.154, delta=0.081, M=-1.317e+001
23 27 39 -> ~55 fr=77 (0.5540), cf=0.928, gamma=1.172, delta=0.081, M=-1.315e+001
23 27 39 -> 56 fr=77 (0.5540), cf=0.928, gamma=1.172, delta=0.081, M=-1.315e+001
15 17 27 -> ~55 fr=73 (0.5252), cf=0.936, gamma=1.183, delta=0.081, M=-1.311e+001
15 17 27 -> 56 fr=73 (0.5252), cf=0.936, gamma=1.183, delta=0.081, M=-1.311e+001
23 27 -> ~55 fr=87 (0.6259), cf=0.906, gamma=1.145, delta=0.079, M=-1.310e+001
23 27 -> 56 fr=87 (0.6259), cf=0.906, gamma=1.145, delta=0.079, M=-1.310e+001
15 23 -> ~55 fr=64 (0.4604), cf=0.955, gamma=1.207, delta=0.079, M=-1.308e+001
15 23 -> 56 fr=64 (0.4604), cf=0.955, gamma=1.207, delta=0.079, M=-1.308e+001
1 25 53 -> ~55 fr=52 (0.3741), cf=0.981, gamma=1.240, delta=0.072, M=-1.282e+001
1 25 53 -> 56 fr=52 (0.3741), cf=0.981, gamma=1.240, delta=0.072, M=-1.282e+001
6 12 -> 55 fr=27 (0.1942), cf=0.342, gamma=1.638, delta=0.076, M=-1.278e+001
6 12 -> ~56 fr=27 (0.1942), cf=0.342, gamma=1.638, delta=0.076, M=-1.278e+001
14 54 -> 55 fr=16 (0.1151), cf=0.552, gamma=2.644, delta=0.072, M=-1.274e+001
14 54 -> ~56 fr=16 (0.1151), cf=0.552, gamma=2.644, delta=0.072, M=-1.274e+001
12 54 -> 55 fr=20 (0.1439), cf=0.455, gamma=2.179, delta=0.078, M=-1.259e+001
12 54 -> ~56 fr=20 (0.1439), cf=0.455, gamma=2.179, delta=0.078, M=-1.259e+001
25 -> ~55 fr=79 (0.5683), cf=0.919, gamma=1.161, delta=0.079, M=-1.240e+001
25 -> 56 fr=79 (0.5683), cf=0.919, gamma=1.161, delta=0.079, M=-1.240e+001
1 23 29 -> ~55 fr=79 (0.5683), cf=0.919, gamma=1.161, delta=0.079, M=-1.240e+001
1 23 29 -> 56 fr=79 (0.5683), cf=0.919, gamma=1.161, delta=0.079, M=-1.240e+001
1 30 53 -> ~55 fr=57 (0.4101), cf=0.966, gamma=1.221, delta=0.074, M=-1.240e+001
1 30 53 -> 56 fr=57 (0.4101), cf=0.966, gamma=1.221, delta=0.074, M=-1.240e+001
29 30 -> ~55 fr=94 (0.6763), cf=0.887, gamma=1.121, delta=0.073, M=-1.238e+001
29 30 -> 56 fr=94 (0.6763), cf=0.887, gamma=1.121, delta=0.073, M=-1.238e+001
47 53 -> ~55 fr=62 (0.4460), cf=0.954, gamma=1.205, delta=0.076, M=-1.229e+001
47 53 -> 56 fr=62 (0.4460), cf=0.954, gamma=1.205, delta=0.076, M=-1.229e+001
15 17 29 -> ~55 fr=71 (0.5108), cf=0.934, gamma=1.181, delta=0.078, M=-1.226e+001
15 17 29 -> 56 fr=71 (0.5108), cf=0.934, gamma=1.181, delta=0.078, M=-1.226e+001
1 27 47 -> ~55 fr=82 (0.5899), cf=0.911, gamma=1.151, delta=0.078, M=-1.220e+001
1 27 47 -> 56 fr=82 (0.5899), cf=0.911, gamma=1.151, delta=0.078, M=-1.220e+001
34 53 -> ~55 fr=50 (0.3597), cf=0.980, gamma=1.239, delta=0.069, M=-1.208e+001
34 53 -> 56 fr=50 (0.3597), cf=0.980, gamma=1.239, delta=0.069, M=-1.208e+001
15 27 39 -> ~55 fr=66 (0.4748), cf=0.943, gamma=1.191, delta=0.076, M=-1.200e+001
15 27 39 -> 56 fr=66 (0.4748), cf=0.943, gamma=1.191, delta=0.076, M=-1.200e+001
19 30 53 -> ~55 fr=55 (0.3957), cf=0.965, gamma=1.219, delta=0.071, M=-1.166e+001
19 30 53 -> 56 fr=55 (0.3957), cf=0.965, gamma=1.219, delta=0.071, M=-1.166e+001
29 47 -> ~55 fr=90 (0.6475), cf=0.891, gamma=1.126, delta=0.072, M=-1.163e+001
29 47 -> 56 fr=90 (0.6475), cf=0.891, gamma=1.126, delta=0.072, M=-1.163e+001
27 29 -> ~55 fr=95 (0.6835), cf=0.880, gamma=1.112, delta=0.069, M=-1.149e+001
27 29 -> 56 fr=95 (0.6835), cf=0.880, gamma=1.112, delta=0.069, M=-1.149e+001
15 27 -> ~55 fr=73 (0.5252), cf=0.924, gamma=1.168, delta=0.075, M=-1.144e+001
15 27 -> 56 fr=73 (0.5252), cf=0.924, gamma=1.168, delta=0.075, M=-1.144e+001
1 39 53 -> ~55 fr=54 (0.3885), cf=0.964, gamma=1.219, delta=0.070, M=-1.130e+001
1 39 53 -> 56 fr=54 (0.3885), cf=0.964, gamma=1.219, delta=0.070, M=-1.130e+001
23 29 34 52 -> ~55 fr=40 (0.2878), cf=1.000, gamma=1.264, delta=0.060, M=-1.126e+001
23 29 34 52 -> 56 fr=40 (0.2878), cf=1.000, gamma=1.264, delta=0.060, M=-1.126e+001
30 53 -> ~55 fr=64 (0.4604), cf=0.941, gamma=1.189, delta=0.073, M=-1.123e+001
30 53 -> 56 fr=64 (0.4604), cf=0.941, gamma=1.189, delta=0.073, M=-1.123e+001
15 29 39 -> ~55 fr=64 (0.4604), cf=0.941, gamma=1.189, delta=0.073, M=-1.123e+001
15 29 39 -> 56 fr=64 (0.4604), cf=0.941, gamma=1.189, delta=0.073, M=-1.123e+001
27 47 -> ~55 fr=89 (0.6403), cf=0.890, gamma=1.125, delta=0.071, M=-1.112e+001
27 47 -> 56 fr=89 (0.6403), cf=0.890, gamma=1.125, delta=0.071, M=-1.112e+001
6 14 -> 55 fr=20 (0.1439), cf=0.417, gamma=1.997, delta=0.072, M=-1.071e+001
6 14 -> ~56 fr=20 (0.1439), cf=0.417, gamma=1.997, delta=0.072, M=-1.071e+001
15 29 -> ~55 fr=71 (0.5108), cf=0.922, gamma=1.165, delta=0.072, M=-1.065e+001
15 29 -> 56 fr=71 (0.5108), cf=0.922, gamma=1.165, delta=0.072, M=-1.065e+001
23 30 -> ~55 fr=85 (0.6115), cf=0.895, gamma=1.131, delta=0.071, M=-1.063e+001
23 30 -> 56 fr=85 (0.6115), cf=0.895, gamma=1.131, delta=0.071, M=-1.063e+001
27 39 -> ~55 fr=88 (0.6331), cf=0.889, gamma=1.123, delta=0.069, M=-1.063e+001
27 39 -> 56 fr=88 (0.6331), cf=0.889, gamma=1.123, delta=0.069, M=-1.063e+001
1 53 -> ~55 fr=62 (0.4460), cf=0.939, gamma=1.187, delta=0.070, M=-1.050e+001
1 53 -> 56 fr=62 (0.4460), cf=0.939, gamma=1.187, delta=0.070, M=-1.050e+001
13 29 -> ~55 fr=45 (0.3237), cf=0.978, gamma=1.236, delta=0.062, M=-1.034e+001
13 29 -> 56 fr=45 (0.3237), cf=0.978, gamma=1.236, delta=0.062, M=-1.034e+001
30 -> ~55 fr=100 (0.7194), cf=0.862, gamma=1.089, delta=0.059, M=-1.033e+001
1 27 -> ~55 fr=90 (0.6475), cf=0.882, gamma=1.115, delta=0.067, M=-1.022e+001
1 27 -> 56 fr=90 (0.6475), cf=0.882, gamma=1.115, delta=0.067, M=-1.022e+001
6 19 54 -> 55 fr=19 (0.1367), cf=0.422, gamma=2.024, delta=0.069, M=-1.018e+001
6 19 54 -> ~56 fr=19 (0.1367), cf=0.422, gamma=2.024, delta=0.069, M=-1.018e+001
19 27 53 -> ~55 fr=56 (0.4029), cf=0.949, gamma=1.199, delta=0.067, M=-1.011e+001
19 27 53 -> 56 fr=56 (0.4029), cf=0.949, gamma=1.199, delta=0.067, M=-1.011e+001
39 53 -> ~55 fr=60 (0.4317), cf=0.938, gamma=1.185, delta=0.067, M=-9.799e+000
39 53 -> 56 fr=60 (0.4317), cf=0.938, gamma=1.185, delta=0.067, M=-9.799e+000
19 54 -> 55 fr=19 (0.1367), cf=0.413, gamma=1.980, delta=0.068, M=-9.754e+000
19 54 -> ~56 fr=19 (0.1367), cf=0.413, gamma=1.980, delta=0.068, M=-9.754e+000
1 29 -> ~55 fr=89 (0.6403), cf=0.881, gamma=1.114, delta=0.065, M=-9.738e+000
1 29 -> 56 fr=89 (0.6403), cf=0.881, gamma=1.114, delta=0.065, M=-9.738e+000
9 17 23 29 -> ~55 fr=43 (0.3094), cf=0.977, gamma=1.235, delta=0.059, M=-9.675e+000
9 17 23 29 -> 56 fr=43 (0.3094), cf=0.977, gamma=1.235, delta=0.059, M=-9.675e+000
6 11 54 -> 55 fr=21 (0.1511), cf=0.382, gamma=1.830, delta=0.069, M=-9.666e+000
6 11 54 -> ~56 fr=21 (0.1511), cf=0.382, gamma=1.830, delta=0.069, M=-9.666e+000
6 54 -> 55 fr=22 (0.1583), cf=0.367, gamma=1.757, delta=0.068, M=-9.557e+000
6 54 -> ~56 fr=22 (0.1583), cf=0.367, gamma=1.757, delta=0.068, M=-9.557e+000
11 12 -> 55 fr=25 (0.1799), cf=0.329, gamma=1.577, delta=0.066, M=-9.459e+000
11 12 -> ~56 fr=25 (0.1799), cf=0.329, gamma=1.577, delta=0.066, M=-9.459e+000
15 17 -> ~55 fr=75 (0.5396), cf=0.904, gamma=1.142, delta=0.067, M=-9.288e+000
15 17 -> 56 fr=75 (0.5396), cf=0.904, gamma=1.142, delta=0.067, M=-9.288e+000
23 29 -> ~55 fr=88 (0.6331), cf=0.880, gamma=1.112, delta=0.064, M=-9.282e+000
23 29 -> 56 fr=88 (0.6331), cf=0.880, gamma=1.112, delta=0.064, M=-9.282e+000
1 15 47 -> ~55 fr=63 (0.4532), cf=0.926, gamma=1.171, delta=0.066, M=-9.273e+000
1 15 47 -> 56 fr=63 (0.4532), cf=0.926, gamma=1.171, delta=0.066, M=-9.273e+000
17 19 53 -> ~55 fr=48 (0.3453), cf=0.960, gamma=1.213, delta=0.061, M=-9.269e+000
17 19 53 -> 56 fr=48 (0.3453), cf=0.960, gamma=1.213, delta=0.061, M=-9.269e+000
15 47 -> ~55 fr=67 (0.4820), cf=0.918, gamma=1.160, delta=0.066, M=-9.189e+000
15 47 -> 56 fr=67 (0.4820), cf=0.918, gamma=1.160, delta=0.066, M=-9.189e+000
19 53 -> ~55 fr=58 (0.4173), cf=0.935, gamma=1.182, delta=0.064, M=-9.127e+000
19 53 -> 56 fr=58 (0.4173), cf=0.935, gamma=1.182, delta=0.064, M=-9.127e+000
27 52 53 -> ~55 fr=41 (0.2950), cf=0.976, gamma=1.234, delta=0.056, M=-9.032e+000
27 52 53 -> 56 fr=41 (0.2950), cf=0.976, gamma=1.234, delta=0.056, M=-9.032e+000
29 34 39 52 -> ~55 fr=41 (0.2950), cf=0.976, gamma=1.234, delta=0.056, M=-9.032e+000
29 34 39 52 -> 56 fr=41 (0.2950), cf=0.976, gamma=1.234, delta=0.056, M=-9.032e+000
27 -> ~55 fr=100 (0.7194), cf=0.855, gamma=1.080, delta=0.053, M=-8.954e+000
13 -> ~55 fr=47 (0.3381), cf=0.959, gamma=1.212, delta=0.059, M=-8.950e+000
13 -> 56 fr=47 (0.3381), cf=0.959, gamma=1.212, delta=0.059, M=-8.950e+000
23 34 52 -> ~55 fr=40 (0.2878), cf=0.976, gamma=1.233, delta=0.054, M=-8.718e+000
23 34 52 -> 56 fr=40 (0.2878), cf=0.976, gamma=1.233, delta=0.054, M=-8.718e+000
11 54 -> 55 fr=21 (0.1511), cf=0.362, gamma=1.735, delta=0.064, M=-8.567e+000
11 54 -> ~56 fr=21 (0.1511), cf=0.362, gamma=1.735, delta=0.064, M=-8.567e+000
8 14 -> 55 fr=15 (0.1079), cf=0.455, gamma=2.179, delta=0.058, M=-8.561e+000
8 14 -> ~56 fr=15 (0.1079), cf=0.455, gamma=2.179, delta=0.058, M=-8.561e+000
53 -> ~55 fr=69 (0.4964), cf=0.908, gamma=1.147, delta=0.064, M=-8.502e+000
53 -> 56 fr=69 (0.4964), cf=0.908, gamma=1.147, delta=0.064, M=-8.502e+000
17 23 47 -> ~55 fr=69 (0.4964), cf=0.908, gamma=1.147, delta=0.064, M=-8.502e+000
17 23 47 -> 56 fr=69 (0.4964), cf=0.908, gamma=1.147, delta=0.064, M=-8.502e+000
23 47 -> ~55 fr=83 (0.5971), cf=0.883, gamma=1.116, delta=0.062, M=-8.465e+000
23 47 -> 56 fr=83 (0.5971), cf=0.883, gamma=1.116, delta=0.062, M=-8.465e+000
1 47 -> ~55 fr=89 (0.6403), cf=0.873, gamma=1.103, delta=0.060, M=-8.457e+000
29 39 -> ~55 fr=89 (0.6403), cf=0.873, gamma=1.103, delta=0.060, M=-8.457e+000
1 47 -> 56 fr=89 (0.6403), cf=0.873, gamma=1.103, delta=0.060, M=-8.457e+000
29 39 -> 56 fr=89 (0.6403), cf=0.873, gamma=1.103, delta=0.060, M=-8.457e+000
9 17 19 29 -> ~55 fr=44 (0.3165), cf=0.957, gamma=1.209, delta=0.055, M=-8.024e+000
9 17 19 29 -> 56 fr=44 (0.3165), cf=0.957, gamma=1.209, delta=0.055, M=-8.024e+000
15 -> ~55 fr=75 (0.5396), cf=0.893, gamma=1.128, delta=0.061, M=-8.002e+000
15 -> 56 fr=75 (0.5396), cf=0.893, gamma=1.128, delta=0.061, M=-8.002e+000
47 -> ~55 fr=98 (0.7050), cf=0.852, gamma=1.077, delta=0.050, M=-7.807e+000
29 34 52 -> ~55 fr=43 (0.3094), cf=0.956, gamma=1.207, delta=0.053, M=-7.726e+000
29 34 52 -> 56 fr=43 (0.3094), cf=0.956, gamma=1.207, delta=0.053, M=-7.726e+000
9 17 29 -> ~55 fr=48 (0.3453), cf=0.941, gamma=1.189, delta=0.055, M=-7.576e+000
9 17 29 -> 56 fr=48 (0.3453), cf=0.941, gamma=1.189, delta=0.055, M=-7.576e+000
34 39 52 -> ~55 fr=41 (0.2950), cf=0.953, gamma=1.205, delta=0.050, M=-7.145e+000
34 39 52 -> 56 fr=41 (0.2950), cf=0.953, gamma=1.205, delta=0.050, M=-7.145e+000
9 29 -> ~55 fr=56 (0.4029), cf=0.918, gamma=1.160, delta=0.056, M=-7.085e+000
9 29 -> 56 fr=56 (0.4029), cf=0.918, gamma=1.160, delta=0.056, M=-7.085e+000
29 52 -> ~55 fr=55 (0.3957), cf=0.917, gamma=1.158, delta=0.054, M=-6.801e+000
29 52 -> 56 fr=55 (0.3957), cf=0.917, gamma=1.158, delta=0.054, M=-6.801e+000
1 34 52 -> ~55 fr=39 (0.2806), cf=0.951, gamma=1.202, delta=0.047, M=-6.584e+000
1 34 52 -> 56 fr=39 (0.2806), cf=0.951, gamma=1.202, delta=0.047, M=-6.584e+000
9 17 23 -> ~55 fr=44 (0.3165), cf=0.936, gamma=1.183, delta=0.049, M=-6.448e+000
9 17 23 -> 56 fr=44 (0.3165), cf=0.936, gamma=1.183, delta=0.049, M=-6.448e+000
29 -> ~55 fr=100 (0.7194), cf=0.840, gamma=1.062, delta=0.042, M=-6.447e+000
1 23 39 -> ~55 fr=73 (0.5252), cf=0.880, gamma=1.111, delta=0.053, M=-6.226e+000
1 23 39 -> 56 fr=73 (0.5252), cf=0.880, gamma=1.111, delta=0.053, M=-6.226e+000
34 52 -> ~55 fr=43 (0.3094), cf=0.935, gamma=1.181, delta=0.047, M=-6.180e+000
34 52 -> 56 fr=43 (0.3094), cf=0.935, gamma=1.181, delta=0.047, M=-6.180e+000
1 23 34 -> ~55 fr=52 (0.3741), cf=0.912, gamma=1.153, delta=0.050, M=-5.988e+000
1 23 34 -> 56 fr=52 (0.3741), cf=0.912, gamma=1.153, delta=0.050, M=-5.988e+000
23 34 39 -> ~55 fr=56 (0.4029), cf=0.903, gamma=1.141, delta=0.050, M=-5.875e+000
23 34 39 -> 56 fr=56 (0.4029), cf=0.903, gamma=1.141, delta=0.050, M=-5.875e+000
1 23 -> ~55 fr=82 (0.5899), cf=0.863, gamma=1.091, delta=0.049, M=-5.873e+000
1 23 -> 56 fr=82 (0.5899), cf=0.863, gamma=1.091, delta=0.049, M=-5.873e+000
17 23 34 -> ~55 fr=51 (0.3669), cf=0.911, gamma=1.151, delta=0.048, M=-5.730e+000
17 23 34 -> 56 fr=51 (0.3669), cf=0.911, gamma=1.151, delta=0.048, M=-5.730e+000
17 23 52 -> ~55 fr=41 (0.2950), cf=0.932, gamma=1.177, delta=0.044, M=-5.659e+000
17 23 52 -> 56 fr=41 (0.2950), cf=0.932, gamma=1.177, delta=0.044, M=-5.659e+000
23 39 -> ~55 fr=81 (0.5827), cf=0.862, gamma=1.089, delta=0.048, M=-5.566e+000
