1 27 29 30 -> ~55 fr=84 (0.6000), cf=0.944, gamma=1.190, delta=0.096, M=-1.826e+001
27 30 -> ~55 fr=95 (0.6786), cf=0.905, gamma=1.141, delta=0.084, M=-1.573e+001
27 30 -> 56 fr=95 (0.6786), cf=0.905, gamma=1.141, delta=0.084, M=-1.573e+001
25 27 -> ~55 fr=79 (0.5643), cf=0.940, gamma=1.186, delta=0.089, M=-1.559e+001
25 27 -> 56 fr=79 (0.5643), cf=0.940, gamma=1.186, delta=0.089, M=-1.559e+001
23 29 30 47 -> ~55 fr=79 (0.5643), cf=0.940, gamma=1.186, delta=0.089, M=-1.559e+001
23 29 30 47 -> 56 fr=79 (0.5643), cf=0.940, gamma=1.186, delta=0.089, M=-1.559e+001
23 27 29 47 -> ~55 fr=78 (0.5571), cf=0.940, gamma=1.185, delta=0.087, M=-1.511e+001
23 27 29 47 -> 56 fr=78 (0.5571), cf=0.940, gamma=1.185, delta=0.087, M=-1.511e+001
23 27 29 -> ~55 fr=85 (0.6071), cf=0.924, gamma=1.165, delta=0.086, M=-1.500e+001
23 27 29 -> 56 fr=85 (0.6071), cf=0.924, gamma=1.165, delta=0.086, M=-1.500e+001
15 25 30 -> ~55 fr=58 (0.4143), cf=0.983, gamma=1.240, delta=0.080, M=-1.498e+001
15 25 30 -> 56 fr=58 (0.4143), cf=0.983, gamma=1.240, delta=0.080, M=-1.498e+001
27 29 47 -> ~55 fr=88 (0.6286), cf=0.917, gamma=1.156, delta=0.085, M=-1.489e+001
1 27 29 -> ~55 fr=88 (0.6286), cf=0.917, gamma=1.156, delta=0.085, M=-1.489e+001
27 29 47 -> 56 fr=88 (0.6286), cf=0.917, gamma=1.156, delta=0.085, M=-1.489e+001
1 27 29 -> 56 fr=88 (0.6286), cf=0.917, gamma=1.156, delta=0.085, M=-1.489e+001
25 29 -> ~55 fr=81 (0.5786), cf=0.931, gamma=1.174, delta=0.086, M=-1.473e+001
25 29 -> 56 fr=81 (0.5786), cf=0.931, gamma=1.174, delta=0.086, M=-1.473e+001
25 47 -> ~55 fr=73 (0.5214), cf=0.948, gamma=1.196, delta=0.085, M=-1.470e+001
25 47 -> 56 fr=73 (0.5214), cf=0.948, gamma=1.196, delta=0.085, M=-1.470e+001
23 29 30 -> ~55 fr=84 (0.6000), cf=0.923, gamma=1.164, delta=0.085, M=-1.448e+001
23 29 30 -> 56 fr=84 (0.6000), cf=0.923, gamma=1.164, delta=0.085, M=-1.448e+001
27 29 -> ~55 fr=98 (0.7000), cf=0.891, gamma=1.124, delta=0.077, M=-1.444e+001
27 29 -> 56 fr=98 (0.7000), cf=0.891, gamma=1.124, delta=0.077, M=-1.444e+001
29 30 47 -> ~55 fr=90 (0.6429), cf=0.909, gamma=1.147, delta=0.082, M=-1.433e+001
29 30 47 -> 56 fr=90 (0.6429), cf=0.909, gamma=1.147, delta=0.082, M=-1.433e+001
15 23 25 -> ~55 fr=56 (0.4000), cf=0.982, gamma=1.239, delta=0.077, M=-1.418e+001
15 23 25 -> 56 fr=56 (0.4000), cf=0.982, gamma=1.239, delta=0.077, M=-1.418e+001
15 25 -> ~55 fr=62 (0.4429), cf=0.969, gamma=1.222, delta=0.080, M=-1.417e+001
15 25 -> 56 fr=62 (0.4429), cf=0.969, gamma=1.222, delta=0.080, M=-1.417e+001
15 23 29 -> ~55 fr=62 (0.4429), cf=0.969, gamma=1.222, delta=0.080, M=-1.417e+001
15 23 29 -> 56 fr=62 (0.4429), cf=0.969, gamma=1.222, delta=0.080, M=-1.417e+001
30 47 -> ~55 fr=95 (0.6786), cf=0.896, gamma=1.130, delta=0.078, M=-1.406e+001
30 47 -> 56 fr=95 (0.6786), cf=0.896, gamma=1.130, delta=0.078, M=-1.406e+001
23 27 -> ~55 fr=86 (0.6143), cf=0.915, gamma=1.154, delta=0.082, M=-1.382e+001
23 27 -> 56 fr=86 (0.6143), cf=0.915, gamma=1.154, delta=0.082, M=-1.382e+001
29 30 -> ~55 fr=97 (0.6929), cf=0.890, gamma=1.122, delta=0.076, M=-1.376e+001
29 30 -> 56 fr=97 (0.6929), cf=0.890, gamma=1.122, delta=0.076, M=-1.376e+001
6 11 12 24 -> 55 fr=17 (0.1214), cf=0.548, gamma=2.647, delta=0.076, M=-1.376e+001
6 11 12 24 -> ~56 fr=17 (0.1214), cf=0.548, gamma=2.647, delta=0.076, M=-1.376e+001
1 23 29 47 -> ~55 fr=75 (0.5357), cf=0.938, gamma=1.182, delta=0.083, M=-1.372e+001
1 23 29 47 -> 56 fr=75 (0.5357), cf=0.938, gamma=1.182, delta=0.083, M=-1.372e+001
6 14 54 -> 55 fr=16 (0.1143), cf=0.571, gamma=2.759, delta=0.073, M=-1.354e+001
6 14 54 -> ~56 fr=16 (0.1143), cf=0.571, gamma=2.759, delta=0.073, M=-1.354e+001
23 29 47 -> ~55 fr=82 (0.5857), cf=0.921, gamma=1.162, delta=0.082, M=-1.349e+001
23 29 47 -> 56 fr=82 (0.5857), cf=0.921, gamma=1.162, delta=0.082, M=-1.349e+001
6 12 24 -> 55 fr=18 (0.1286), cf=0.514, gamma=2.483, delta=0.077, M=-1.344e+001
6 11 24 -> 55 fr=18 (0.1286), cf=0.514, gamma=2.483, delta=0.077, M=-1.344e+001
6 12 24 -> ~56 fr=18 (0.1286), cf=0.514, gamma=2.483, delta=0.077, M=-1.344e+001
6 11 24 -> ~56 fr=18 (0.1286), cf=0.514, gamma=2.483, delta=0.077, M=-1.344e+001
1 29 47 -> ~55 fr=85 (0.6071), cf=0.914, gamma=1.153, delta=0.080, M=-1.331e+001
1 29 47 -> 56 fr=85 (0.6071), cf=0.914, gamma=1.153, delta=0.080, M=-1.331e+001
6 24 -> 55 fr=19 (0.1357), cf=0.487, gamma=2.352, delta=0.078, M=-1.328e+001
6 24 -> ~56 fr=19 (0.1357), cf=0.487, gamma=2.352, delta=0.078, M=-1.328e+001
6 12 54 -> 55 fr=20 (0.1429), cf=0.465, gamma=2.245, delta=0.079, M=-1.324e+001
6 12 54 -> ~56 fr=20 (0.1429), cf=0.465, gamma=2.245, delta=0.079, M=-1.324e+001
1 30 53 -> ~55 fr=59 (0.4214), cf=0.967, gamma=1.220, delta=0.076, M=-1.298e+001
1 30 53 -> 56 fr=59 (0.4214), cf=0.967, gamma=1.220, delta=0.076, M=-1.298e+001
25 30 -> ~55 fr=77 (0.5500), cf=0.928, gamma=1.170, delta=0.080, M=-1.286e+001
25 30 -> 56 fr=77 (0.5500), cf=0.928, gamma=1.170, delta=0.080, M=-1.286e+001
14 54 -> 55 fr=16 (0.1143), cf=0.552, gamma=2.663, delta=0.071, M=-1.285e+001
14 54 -> ~56 fr=16 (0.1143), cf=0.552, gamma=2.663, delta=0.071, M=-1.285e+001
23 25 -> ~55 fr=73 (0.5214), cf=0.936, gamma=1.180, delta=0.080, M=-1.285e+001
23 25 -> 56 fr=73 (0.5214), cf=0.936, gamma=1.180, delta=0.080, M=-1.285e+001
15 17 27 -> ~55 fr=73 (0.5214), cf=0.936, gamma=1.180, delta=0.080, M=-1.285e+001
15 17 27 -> 56 fr=73 (0.5214), cf=0.936, gamma=1.180, delta=0.080, M=-1.285e+001
1 25 53 -> ~55 fr=52 (0.3714), cf=0.981, gamma=1.237, delta=0.071, M=-1.266e+001
1 25 53 -> 56 fr=52 (0.3714), cf=0.981, gamma=1.237, delta=0.071, M=-1.266e+001
6 12 -> 55 fr=27 (0.1929), cf=0.338, gamma=1.629, delta=0.074, M=-1.260e+001
6 12 -> ~56 fr=27 (0.1929), cf=0.338, gamma=1.629, delta=0.074, M=-1.260e+001
1 23 29 -> ~55 fr=80 (0.5714), cf=0.920, gamma=1.160, delta=0.079, M=-1.255e+001
1 23 29 -> 56 fr=80 (0.5714), cf=0.920, gamma=1.160, delta=0.079, M=-1.255e+001
47 53 -> ~55 fr=63 (0.4500), cf=0.955, gamma=1.204, delta=0.076, M=-1.248e+001
47 53 -> 56 fr=63 (0.4500), cf=0.955, gamma=1.204, delta=0.076, M=-1.248e+001
1 27 47 -> ~55 fr=83 (0.5929), cf=0.912, gamma=1.150, delta=0.078, M=-1.234e+001
1 27 47 -> 56 fr=83 (0.5929), cf=0.912, gamma=1.150, delta=0.078, M=-1.234e+001
25 34 53 -> ~55 fr=43 (0.3071), cf=1.000, gamma=1.261, delta=0.064, M=-1.219e+001
25 34 53 -> 56 fr=43 (0.3071), cf=1.000, gamma=1.261, delta=0.064, M=-1.219e+001
15 23 -> ~55 fr=62 (0.4429), cf=0.954, gamma=1.203, delta=0.075, M=-1.210e+001
15 23 -> 56 fr=62 (0.4429), cf=0.954, gamma=1.203, delta=0.075, M=-1.210e+001
15 17 29 -> ~55 fr=71 (0.5071), cf=0.934, gamma=1.178, delta=0.077, M=-1.202e+001
15 17 29 -> 56 fr=71 (0.5071), cf=0.934, gamma=1.178, delta=0.077, M=-1.202e+001
19 25 53 -> ~55 fr=50 (0.3571), cf=0.980, gamma=1.237, delta=0.068, M=-1.193e+001
19 25 53 -> 56 fr=50 (0.3571), cf=0.980, gamma=1.237, delta=0.068, M=-1.193e+001
25 53 -> ~55 fr=56 (0.4000), cf=0.966, gamma=1.218, delta=0.072, M=-1.186e+001
25 53 -> 56 fr=56 (0.4000), cf=0.966, gamma=1.218, delta=0.072, M=-1.186e+001
19 30 53 -> ~55 fr=56 (0.4000), cf=0.966, gamma=1.218, delta=0.072, M=-1.186e+001
19 30 53 -> 56 fr=56 (0.4000), cf=0.966, gamma=1.218, delta=0.072, M=-1.186e+001
30 53 -> ~55 fr=66 (0.4714), cf=0.943, gamma=1.189, delta=0.075, M=-1.179e+001
30 53 -> 56 fr=66 (0.4714), cf=0.943, gamma=1.189, delta=0.075, M=-1.179e+001
34 53 -> ~55 fr=49 (0.3500), cf=0.980, gamma=1.236, delta=0.067, M=-1.158e+001
34 53 -> 56 fr=49 (0.3500), cf=0.980, gamma=1.236, delta=0.067, M=-1.158e+001
29 47 -> ~55 fr=93 (0.6643), cf=0.886, gamma=1.117, delta=0.070, M=-1.136e+001
29 47 -> 56 fr=93 (0.6643), cf=0.886, gamma=1.117, delta=0.070, M=-1.136e+001
12 54 -> 55 fr=20 (0.1429), cf=0.426, gamma=2.054, delta=0.073, M=-1.129e+001
12 54 -> ~56 fr=20 (0.1429), cf=0.426, gamma=2.054, delta=0.073, M=-1.129e+001
27 47 -> ~55 fr=90 (0.6429), cf=0.891, gamma=1.124, delta=0.071, M=-1.124e+001
27 47 -> 56 fr=90 (0.6429), cf=0.891, gamma=1.124, delta=0.071, M=-1.124e+001
15 27 -> ~55 fr=73 (0.5214), cf=0.924, gamma=1.165, delta=0.074, M=-1.119e+001
15 27 -> 56 fr=73 (0.5214), cf=0.924, gamma=1.165, delta=0.074, M=-1.119e+001
6 14 -> 55 fr=20 (0.1429), cf=0.417, gamma=2.011, delta=0.072, M=-1.084e+001
6 14 -> ~56 fr=20 (0.1429), cf=0.417, gamma=2.011, delta=0.072, M=-1.084e+001
1 39 53 -> ~55 fr=53 (0.3786), cf=0.964, gamma=1.215, delta=0.067, M=-1.080e+001
1 39 53 -> 56 fr=53 (0.3786), cf=0.964, gamma=1.215, delta=0.067, M=-1.080e+001
19 24 -> 55 fr=15 (0.1071), cf=0.517, gamma=2.497, delta=0.064, M=-1.075e+001
19 24 -> ~56 fr=15 (0.1071), cf=0.517, gamma=2.497, delta=0.064, M=-1.075e+001
23 29 -> ~55 fr=89 (0.6357), cf=0.890, gamma=1.123, delta=0.069, M=-1.074e+001
23 29 -> 56 fr=89 (0.6357), cf=0.890, gamma=1.123, delta=0.069, M=-1.074e+001
15 29 -> ~55 fr=71 (0.5071), cf=0.922, gamma=1.163, delta=0.071, M=-1.042e+001
15 29 -> 56 fr=71 (0.5071), cf=0.922, gamma=1.163, delta=0.071, M=-1.042e+001
27 -> ~55 fr=101 (0.7214), cf=0.863, gamma=1.089, delta=0.059, M=-1.042e+001
30 -> ~55 fr=103 (0.7357), cf=0.858, gamma=1.083, delta=0.056, M=-1.039e+001
11 12 24 -> 55 fr=17 (0.1214), cf=0.459, gamma=2.218, delta=0.067, M=-1.033e+001
11 12 24 -> ~56 fr=17 (0.1214), cf=0.459, gamma=2.218, delta=0.067, M=-1.033e+001
1 53 -> ~55 fr=62 (0.4429), cf=0.939, gamma=1.185, delta=0.069, M=-1.032e+001
1 53 -> 56 fr=62 (0.4429), cf=0.939, gamma=1.185, delta=0.069, M=-1.032e+001
25 34 -> ~55 fr=57 (0.4071), cf=0.950, gamma=1.198, delta=0.067, M=-1.029e+001
25 34 -> 56 fr=57 (0.4071), cf=0.950, gamma=1.198, delta=0.067, M=-1.029e+001
25 -> ~55 fr=81 (0.5786), cf=0.900, gamma=1.135, delta=0.069, M=-9.999e+000
25 -> 56 fr=81 (0.5786), cf=0.900, gamma=1.135, delta=0.069, M=-9.999e+000
13 29 -> ~55 fr=44 (0.3143), cf=0.978, gamma=1.233, delta=0.059, M=-9.886e+000
13 29 -> 56 fr=44 (0.3143), cf=0.978, gamma=1.233, delta=0.059, M=-9.886e+000
6 11 54 -> 55 fr=21 (0.1500), cf=0.382, gamma=1.843, delta=0.069, M=-9.801e+000
6 11 54 -> ~56 fr=21 (0.1500), cf=0.382, gamma=1.843, delta=0.069, M=-9.801e+000
6 54 -> 55 fr=22 (0.1571), cf=0.367, gamma=1.770, delta=0.068, M=-9.700e+000
6 54 -> ~56 fr=22 (0.1571), cf=0.367, gamma=1.770, delta=0.068, M=-9.700e+000
1 29 -> ~55 fr=92 (0.6571), cf=0.876, gamma=1.105, delta=0.063, M=-9.467e+000
1 29 -> 56 fr=92 (0.6571), cf=0.876, gamma=1.105, delta=0.063, M=-9.467e+000
15 47 -> ~55 fr=68 (0.4857), cf=0.919, gamma=1.159, delta=0.067, M=-9.339e+000
15 47 -> 56 fr=68 (0.4857), cf=0.919, gamma=1.159, delta=0.067, M=-9.339e+000
39 53 -> ~55 fr=59 (0.4214), cf=0.937, gamma=1.181, delta=0.065, M=-9.296e+000
39 53 -> 56 fr=59 (0.4214), cf=0.937, gamma=1.181, delta=0.065, M=-9.296e+000
17 19 53 -> ~55 fr=48 (0.3429), cf=0.960, gamma=1.211, delta=0.060, M=-9.143e+000
17 19 53 -> 56 fr=48 (0.3429), cf=0.960, gamma=1.211, delta=0.060, M=-9.143e+000
23 47 -> ~55 fr=82 (0.5857), cf=0.891, gamma=1.124, delta=0.065, M=-9.063e+000
23 47 -> 56 fr=82 (0.5857), cf=0.891, gamma=1.124, delta=0.065, M=-9.063e+000
15 17 -> ~55 fr=75 (0.5357), cf=0.904, gamma=1.140, delta=0.066, M=-9.055e+000
15 17 -> 56 fr=75 (0.5357), cf=0.904, gamma=1.140, delta=0.066, M=-9.055e+000
19 53 -> ~55 fr=57 (0.4071), cf=0.934, gamma=1.179, delta=0.062, M=-8.651e+000
11 12 -> 55 fr=25 (0.1786), cf=0.316, gamma=1.528, delta=0.062, M=-8.651e+000
19 53 -> 56 fr=57 (0.4071), cf=0.934, gamma=1.179, delta=0.062, M=-8.651e+000
11 12 -> ~56 fr=25 (0.1786), cf=0.316, gamma=1.528, delta=0.062, M=-8.651e+000
1 47 -> ~55 fr=90 (0.6429), cf=0.874, gamma=1.102, delta=0.060, M=-8.556e+000
1 47 -> 56 fr=90 (0.6429), cf=0.874, gamma=1.102, delta=0.060, M=-8.556e+000
11 54 -> 55 fr=21 (0.1500), cf=0.356, gamma=1.718, delta=0.063, M=-8.354e+000
11 54 -> ~56 fr=21 (0.1500), cf=0.356, gamma=1.718, delta=0.063, M=-8.354e+000
53 -> ~55 fr=69 (0.4929), cf=0.908, gamma=1.145, delta=0.062, M=-8.308e+000
53 -> 56 fr=69 (0.4929), cf=0.908, gamma=1.145, delta=0.062, M=-8.308e+000
13 -> ~55 fr=45 (0.3214), cf=0.957, gamma=1.208, delta=0.055, M=-8.215e+000
13 -> 56 fr=45 (0.3214), cf=0.957, gamma=1.208, delta=0.055, M=-8.215e+000
15 -> ~55 fr=75 (0.5357), cf=0.893, gamma=1.126, delta=0.060, M=-7.785e+000
15 -> 56 fr=75 (0.5357), cf=0.893, gamma=1.126, delta=0.060, M=-7.785e+000
29 -> ~55 fr=103 (0.7357), cf=0.844, gamma=1.065, delta=0.045, M=-7.649e+000
47 -> ~55 fr=99 (0.7071), cf=0.846, gamma=1.067, delta=0.045, M=-6.679e+000
1 23 -> ~55 fr=81 (0.5786), cf=0.871, gamma=1.099, delta=0.052, M=-6.364e+000
1 23 -> 56 fr=81 (0.5786), cf=0.871, gamma=1.099, delta=0.052, M=-6.364e+000
23 34 52 -> ~55 fr=36 (0.2571), cf=0.947, gamma=1.195, delta=0.042, M=-5.700e+000
23 34 52 -> 56 fr=36 (0.2571), cf=0.947, gamma=1.195, delta=0.042, M=-5.700e+000
23 34 -> ~55 fr=59 (0.4214), cf=0.894, gamma=1.127, delta=0.048, M=-5.432e+000
23 34 -> 56 fr=59 (0.4214), cf=0.894, gamma=1.127, delta=0.048, M=-5.432e+000
17 23 -> ~55 fr=74 (0.5286), cf=0.871, gamma=1.098, delta=0.047, M=-5.324e+000
17 23 -> 56 fr=74 (0.5286), cf=0.871, gamma=1.098, delta=0.047, M=-5.324e+000
23 -> ~55 fr=90 (0.6429), cf=0.849, gamma=1.071, delta=0.043, M=-5.243e+000
23 -> 56 fr=90 (0.6429), cf=0.849, gamma=1.071, delta=0.043, M=-5.243e+000
18 39 -> ~55 fr=19 (0.1357), cf=1.000, gamma=1.261, delta=0.028, M=-4.765e+000
18 39 -> 56 fr=19 (0.1357), cf=1.000, gamma=1.261, delta=0.028, M=-4.765e+000
6 11 -> 55 fr=27 (0.1929), cf=0.252, gamma=1.218, delta=0.035, M=-4.467e+000
6 11 -> ~56 fr=27 (0.1929), cf=0.252, gamma=1.218, delta=0.035, M=-4.467e+000
1 34 -> ~55 fr=61 (0.4357), cf=0.871, gamma=1.099, delta=0.039, M=-4.022e+000
1 34 -> 56 fr=61 (0.4357), cf=0.871, gamma=1.099, delta=0.039, M=-4.022e+000
7 -> 56 fr=16 (0.1143), cf=1.000, gamma=1.261, delta=0.024, M=-3.958e+000
6 -> ~56 fr=29 (0.2071), cf=0.234, gamma=1.129, delta=0.024, M=-3.958e+000
