1 27 29 30 -> ~55 fr=82 (0.5857), cf=0.953, gamma=1.203, delta=0.099, M=-1.925e+001
25 27 34 -> 56 fr=55 (0.3929), cf=1.000, gamma=1.261, delta=0.081, M=-1.677e+001
6 12 54 -> 55 fr=21 (0.1500), cf=0.512, gamma=2.473, delta=0.089, M=-1.667e+001
6 12 54 -> ~56 fr=21 (0.1500), cf=0.512, gamma=2.473, delta=0.089, M=-1.667e+001
15 23 29 -> ~55 fr=62 (0.4429), cf=0.984, gamma=1.241, delta=0.086, M=-1.665e+001
15 23 29 -> 56 fr=62 (0.4429), cf=0.984, gamma=1.241, delta=0.086, M=-1.665e+001
15 27 29 39 -> ~55 fr=62 (0.4429), cf=0.984, gamma=1.241, delta=0.086, M=-1.665e+001
15 27 29 39 -> 56 fr=62 (0.4429), cf=0.984, gamma=1.241, delta=0.086, M=-1.665e+001
29 30 -> ~55 fr=96 (0.6857), cf=0.906, gamma=1.142, delta=0.085, M=-1.642e+001
29 30 -> 56 fr=96 (0.6857), cf=0.906, gamma=1.142, delta=0.085, M=-1.642e+001
23 25 27 -> ~55 fr=72 (0.5143), cf=0.960, gamma=1.211, delta=0.090, M=-1.630e+001
25 30 47 -> ~55 fr=72 (0.5143), cf=0.960, gamma=1.211, delta=0.090, M=-1.630e+001
23 25 27 -> 56 fr=72 (0.5143), cf=0.960, gamma=1.211, delta=0.090, M=-1.630e+001
25 30 47 -> 56 fr=72 (0.5143), cf=0.960, gamma=1.211, delta=0.090, M=-1.630e+001
23 27 29 47 -> ~55 fr=76 (0.5429), cf=0.950, gamma=1.198, delta=0.090, M=-1.610e+001
23 27 29 47 -> 56 fr=76 (0.5429), cf=0.950, gamma=1.198, delta=0.090, M=-1.610e+001
25 27 -> ~55 fr=80 (0.5714), cf=0.941, gamma=1.187, delta=0.090, M=-1.610e+001
25 27 -> 56 fr=80 (0.5714), cf=0.941, gamma=1.187, delta=0.090, M=-1.610e+001
15 27 29 -> ~55 fr=71 (0.5071), cf=0.959, gamma=1.210, delta=0.088, M=-1.584e+001
15 27 29 -> 56 fr=71 (0.5071), cf=0.959, gamma=1.210, delta=0.088, M=-1.584e+001
27 29 39 -> ~55 fr=83 (0.5929), cf=0.933, gamma=1.176, delta=0.089, M=-1.575e+001
27 29 39 -> 56 fr=83 (0.5929), cf=0.933, gamma=1.176, delta=0.089, M=-1.575e+001
27 29 47 -> ~55 fr=86 (0.6143), cf=0.925, gamma=1.166, delta=0.088, M=-1.554e+001
1 27 29 -> ~55 fr=86 (0.6143), cf=0.925, gamma=1.166, delta=0.088, M=-1.554e+001
27 29 47 -> 56 fr=86 (0.6143), cf=0.925, gamma=1.166, delta=0.088, M=-1.554e+001
1 27 29 -> 56 fr=86 (0.6143), cf=0.925, gamma=1.166, delta=0.088, M=-1.554e+001
19 23 27 29 -> ~55 fr=70 (0.5000), cf=0.959, gamma=1.209, delta=0.087, M=-1.539e+001
19 23 27 29 -> 56 fr=70 (0.5000), cf=0.959, gamma=1.209, delta=0.087, M=-1.539e+001
15 25 30 -> ~55 fr=59 (0.4214), cf=0.983, gamma=1.240, delta=0.082, M=-1.538e+001
15 25 30 -> 56 fr=59 (0.4214), cf=0.983, gamma=1.240, delta=0.082, M=-1.538e+001
25 29 -> ~55 fr=82 (0.5857), cf=0.932, gamma=1.175, delta=0.087, M=-1.523e+001
25 29 -> 56 fr=82 (0.5857), cf=0.932, gamma=1.175, delta=0.087, M=-1.523e+001
6 14 54 -> 55 fr=17 (0.1214), cf=0.586, gamma=2.830, delta=0.079, M=-1.517e+001
6 14 54 -> ~56 fr=17 (0.1214), cf=0.586, gamma=2.830, delta=0.079, M=-1.517e+001
23 27 47 -> ~55 fr=78 (0.5571), cf=0.940, gamma=1.185, delta=0.087, M=-1.511e+001
1 23 29 -> ~55 fr=78 (0.5571), cf=0.940, gamma=1.185, delta=0.087, M=-1.511e+001
23 27 47 -> 56 fr=78 (0.5571), cf=0.940, gamma=1.185, delta=0.087, M=-1.511e+001
1 23 29 -> 56 fr=78 (0.5571), cf=0.940, gamma=1.185, delta=0.087, M=-1.511e+001
47 53 -> ~55 fr=64 (0.4571), cf=0.970, gamma=1.223, delta=0.083, M=-1.500e+001
47 53 -> 56 fr=64 (0.4571), cf=0.970, gamma=1.223, delta=0.083, M=-1.500e+001
34 53 -> ~55 fr=50 (0.3571), cf=1.000, gamma=1.261, delta=0.074, M=-1.477e+001
34 53 -> 56 fr=50 (0.3571), cf=1.000, gamma=1.261, delta=0.074, M=-1.477e+001
25 47 -> ~55 fr=73 (0.5214), cf=0.948, gamma=1.196, delta=0.085, M=-1.470e+001
25 47 -> 56 fr=73 (0.5214), cf=0.948, gamma=1.196, delta=0.085, M=-1.470e+001
15 17 27 -> ~55 fr=73 (0.5214), cf=0.948, gamma=1.196, delta=0.085, M=-1.470e+001
15 17 27 -> 56 fr=73 (0.5214), cf=0.948, gamma=1.196, delta=0.085, M=-1.470e+001
1 23 27 -> ~55 fr=77 (0.5500), cf=0.939, gamma=1.184, delta=0.086, M=-1.463e+001
1 23 27 -> 56 fr=77 (0.5500), cf=0.939, gamma=1.184, delta=0.086, M=-1.463e+001
15 25 -> ~55 fr=63 (0.4500), cf=0.969, gamma=1.222, delta=0.082, M=-1.458e+001
15 23 -> ~55 fr=63 (0.4500), cf=0.969, gamma=1.222, delta=0.082, M=-1.458e+001
15 25 -> 56 fr=63 (0.4500), cf=0.969, gamma=1.222, delta=0.082, M=-1.458e+001
15 23 -> 56 fr=63 (0.4500), cf=0.969, gamma=1.222, delta=0.082, M=-1.458e+001
1 30 53 -> ~55 fr=57 (0.4071), cf=0.983, gamma=1.240, delta=0.079, M=-1.457e+001
1 30 53 -> 56 fr=57 (0.4071), cf=0.983, gamma=1.240, delta=0.079, M=-1.457e+001
23 27 29 -> ~55 fr=84 (0.6000), cf=0.923, gamma=1.164, delta=0.085, M=-1.448e+001
23 27 29 -> 56 fr=84 (0.6000), cf=0.923, gamma=1.164, delta=0.085, M=-1.448e+001
14 54 -> 55 fr=17 (0.1214), cf=0.567, gamma=2.736, delta=0.077, M=-1.444e+001
14 54 -> ~56 fr=17 (0.1214), cf=0.567, gamma=2.736, delta=0.077, M=-1.444e+001
12 54 -> 55 fr=21 (0.1500), cf=0.467, gamma=2.253, delta=0.083, M=-1.435e+001
23 27 -> ~55 fr=87 (0.6214), cf=0.916, gamma=1.155, delta=0.083, M=-1.435e+001
12 54 -> ~56 fr=21 (0.1500), cf=0.467, gamma=2.253, delta=0.083, M=-1.435e+001
23 27 -> 56 fr=87 (0.6214), cf=0.916, gamma=1.155, delta=0.083, M=-1.435e+001
23 29 47 -> ~55 fr=80 (0.5714), cf=0.930, gamma=1.173, delta=0.084, M=-1.424e+001
23 29 47 -> 56 fr=80 (0.5714), cf=0.930, gamma=1.173, delta=0.084, M=-1.424e+001
19 30 53 -> ~55 fr=56 (0.4000), cf=0.982, gamma=1.239, delta=0.077, M=-1.418e+001
19 30 53 -> 56 fr=56 (0.4000), cf=0.982, gamma=1.239, delta=0.077, M=-1.418e+001
6 12 -> 55 fr=27 (0.1929), cf=0.355, gamma=1.715, delta=0.080, M=-1.417e+001
6 12 -> ~56 fr=27 (0.1929), cf=0.355, gamma=1.715, delta=0.080, M=-1.417e+001
15 17 29 -> ~55 fr=71 (0.5071), cf=0.947, gamma=1.194, delta=0.082, M=-1.382e+001
15 17 29 -> 56 fr=71 (0.5071), cf=0.947, gamma=1.194, delta=0.082, M=-1.382e+001
21 23 25 -> ~55 fr=55 (0.3929), cf=0.982, gamma=1.239, delta=0.076, M=-1.379e+001
1 39 53 -> ~55 fr=55 (0.3929), cf=0.982, gamma=1.239, delta=0.076, M=-1.379e+001
21 23 25 -> 56 fr=55 (0.3929), cf=0.982, gamma=1.239, delta=0.076, M=-1.379e+001
1 39 53 -> 56 fr=55 (0.3929), cf=0.982, gamma=1.239, delta=0.076, M=-1.379e+001
23 30 47 -> ~55 fr=79 (0.5643), cf=0.929, gamma=1.172, delta=0.083, M=-1.377e+001
23 30 47 -> 56 fr=79 (0.5643), cf=0.929, gamma=1.172, delta=0.083, M=-1.377e+001
27 29 -> ~55 fr=97 (0.6929), cf=0.890, gamma=1.122, delta=0.076, M=-1.376e+001
27 29 -> 56 fr=97 (0.6929), cf=0.890, gamma=1.122, delta=0.076, M=-1.376e+001
30 53 -> ~55 fr=66 (0.4714), cf=0.957, gamma=1.206, delta=0.081, M=-1.367e+001
30 53 -> 56 fr=66 (0.4714), cf=0.957, gamma=1.206, delta=0.081, M=-1.367e+001
1 27 47 -> ~55 fr=82 (0.5857), cf=0.921, gamma=1.162, delta=0.082, M=-1.349e+001
1 29 47 -> ~55 fr=82 (0.5857), cf=0.921, gamma=1.162, delta=0.082, M=-1.349e+001
1 27 47 -> 56 fr=82 (0.5857), cf=0.921, gamma=1.162, delta=0.082, M=-1.349e+001
1 29 47 -> 56 fr=82 (0.5857), cf=0.921, gamma=1.162, delta=0.082, M=-1.349e+001
1 25 53 -> ~55 fr=54 (0.3857), cf=0.982, gamma=1.238, delta=0.074, M=-1.341e+001
1 25 53 -> 56 fr=54 (0.3857), cf=0.982, gamma=1.238, delta=0.074, M=-1.341e+001
25 53 -> ~55 fr=60 (0.4286), cf=0.968, gamma=1.221, delta=0.077, M=-1.337e+001
25 53 -> 56 fr=60 (0.4286), cf=0.968, gamma=1.221, delta=0.077, M=-1.337e+001
27 39 53 -> ~55 fr=60 (0.4286), cf=0.968, gamma=1.221, delta=0.077, M=-1.337e+001
27 39 53 -> 56 fr=60 (0.4286), cf=0.968, gamma=1.221, delta=0.077, M=-1.337e+001
25 30 -> ~55 fr=78 (0.5571), cf=0.929, gamma=1.171, delta=0.081, M=-1.331e+001
25 30 -> 56 fr=78 (0.5571), cf=0.929, gamma=1.171, delta=0.081, M=-1.331e+001
6 24 -> 55 fr=19 (0.1357), cf=0.487, gamma=2.352, delta=0.078, M=-1.328e+001
6 24 -> ~56 fr=19 (0.1357), cf=0.487, gamma=2.352, delta=0.078, M=-1.328e+001
23 25 -> ~55 fr=74 (0.5286), cf=0.937, gamma=1.181, delta=0.081, M=-1.328e+001
23 25 -> 56 fr=74 (0.5286), cf=0.937, gamma=1.181, delta=0.081, M=-1.328e+001
15 27 39 -> ~55 fr=64 (0.4571), cf=0.955, gamma=1.205, delta=0.078, M=-1.287e+001
15 27 39 -> 56 fr=64 (0.4571), cf=0.955, gamma=1.205, delta=0.078, M=-1.287e+001
30 47 -> ~55 fr=93 (0.6643), cf=0.894, gamma=1.128, delta=0.075, M=-1.285e+001
30 47 -> 56 fr=93 (0.6643), cf=0.894, gamma=1.128, delta=0.075, M=-1.285e+001
15 27 -> ~55 fr=73 (0.5214), cf=0.936, gamma=1.180, delta=0.080, M=-1.285e+001
15 27 -> 56 fr=73 (0.5214), cf=0.936, gamma=1.180, delta=0.080, M=-1.285e+001
27 47 -> ~55 fr=90 (0.6429), cf=0.900, gamma=1.135, delta=0.077, M=-1.273e+001
27 47 -> 56 fr=90 (0.6429), cf=0.900, gamma=1.135, delta=0.077, M=-1.273e+001
15 39 53 -> ~55 fr=44 (0.3143), cf=1.000, gamma=1.261, delta=0.065, M=-1.255e+001
15 39 53 -> 56 fr=44 (0.3143), cf=1.000, gamma=1.261, delta=0.065, M=-1.255e+001
39 53 -> ~55 fr=63 (0.4500), cf=0.955, gamma=1.204, delta=0.076, M=-1.248e+001
39 53 -> 56 fr=63 (0.4500), cf=0.955, gamma=1.204, delta=0.076, M=-1.248e+001
15 29 47 -> ~55 fr=63 (0.4500), cf=0.955, gamma=1.204, delta=0.076, M=-1.248e+001
15 29 47 -> 56 fr=63 (0.4500), cf=0.955, gamma=1.204, delta=0.076, M=-1.248e+001
6 14 -> 55 fr=21 (0.1500), cf=0.429, gamma=2.069, delta=0.078, M=-1.234e+001
6 14 -> ~56 fr=21 (0.1500), cf=0.429, gamma=2.069, delta=0.078, M=-1.234e+001
19 27 53 -> ~55 fr=57 (0.4071), cf=0.966, gamma=1.219, delta=0.073, M=-1.223e+001
19 27 53 -> 56 fr=57 (0.4071), cf=0.966, gamma=1.219, delta=0.073, M=-1.223e+001
1 53 -> ~55 fr=62 (0.4429), cf=0.954, gamma=1.203, delta=0.075, M=-1.210e+001
1 53 -> 56 fr=62 (0.4429), cf=0.954, gamma=1.203, delta=0.075, M=-1.210e+001
15 29 39 -> ~55 fr=62 (0.4429), cf=0.954, gamma=1.203, delta=0.075, M=-1.210e+001
15 29 39 -> 56 fr=62 (0.4429), cf=0.954, gamma=1.203, delta=0.075, M=-1.210e+001
15 29 -> ~55 fr=71 (0.5071), cf=0.934, gamma=1.178, delta=0.077, M=-1.202e+001
15 29 -> 56 fr=71 (0.5071), cf=0.934, gamma=1.178, delta=0.077, M=-1.202e+001
6 54 -> 55 fr=23 (0.1643), cf=0.390, gamma=1.882, delta=0.077, M=-1.200e+001
6 54 -> ~56 fr=23 (0.1643), cf=0.390, gamma=1.882, delta=0.077, M=-1.200e+001
17 19 53 -> ~55 fr=50 (0.3571), cf=0.980, gamma=1.237, delta=0.068, M=-1.193e+001
17 19 53 -> 56 fr=50 (0.3571), cf=0.980, gamma=1.237, delta=0.068, M=-1.193e+001
9 17 23 29 -> ~55 fr=42 (0.3000), cf=1.000, gamma=1.261, delta=0.062, M=-1.184e+001
9 17 23 29 -> 56 fr=42 (0.3000), cf=1.000, gamma=1.261, delta=0.062, M=-1.184e+001
29 47 -> ~55 fr=91 (0.6500), cf=0.892, gamma=1.125, delta=0.072, M=-1.175e+001
1 27 -> ~55 fr=91 (0.6500), cf=0.892, gamma=1.125, delta=0.072, M=-1.175e+001
29 47 -> 56 fr=91 (0.6500), cf=0.892, gamma=1.125, delta=0.072, M=-1.175e+001
1 27 -> 56 fr=91 (0.6500), cf=0.892, gamma=1.125, delta=0.072, M=-1.175e+001
23 30 -> ~55 fr=85 (0.6071), cf=0.904, gamma=1.141, delta=0.075, M=-1.175e+001
23 30 -> 56 fr=85 (0.6071), cf=0.904, gamma=1.141, delta=0.075, M=-1.175e+001
23 29 -> ~55 fr=88 (0.6286), cf=0.898, gamma=1.133, delta=0.074, M=-1.170e+001
23 29 -> 56 fr=88 (0.6286), cf=0.898, gamma=1.133, delta=0.074, M=-1.170e+001
15 30 -> ~55 fr=69 (0.4929), cf=0.932, gamma=1.176, delta=0.074, M=-1.124e+001
15 30 -> 56 fr=69 (0.4929), cf=0.932, gamma=1.176, delta=0.074, M=-1.124e+001
1 29 -> ~55 fr=90 (0.6429), cf=0.891, gamma=1.124, delta=0.071, M=-1.124e+001
1 29 -> 56 fr=90 (0.6429), cf=0.891, gamma=1.124, delta=0.071, M=-1.124e+001
15 17 53 -> ~55 fr=48 (0.3429), cf=0.980, gamma=1.236, delta=0.065, M=-1.123e+001
15 17 53 -> 56 fr=48 (0.3429), cf=0.980, gamma=1.236, delta=0.065, M=-1.123e+001
27 39 -> ~55 fr=87 (0.6214), cf=0.897, gamma=1.131, delta=0.072, M=-1.122e+001
27 39 -> 56 fr=87 (0.6214), cf=0.897, gamma=1.131, delta=0.072, M=-1.122e+001
17 21 53 -> ~55 fr=40 (0.2857), cf=1.000, gamma=1.261, delta=0.059, M=-1.115e+001
17 21 53 -> 56 fr=40 (0.2857), cf=1.000, gamma=1.261, delta=0.059, M=-1.115e+001
27 -> ~55 fr=102 (0.7286), cf=0.864, gamma=1.090, delta=0.060, M=-1.112e+001
21 25 -> ~55 fr=59 (0.4214), cf=0.952, gamma=1.200, delta=0.070, M=-1.099e+001
19 53 -> ~55 fr=59 (0.4214), cf=0.952, gamma=1.200, delta=0.070, M=-1.099e+001
21 25 -> 56 fr=59 (0.4214), cf=0.952, gamma=1.200, delta=0.070, M=-1.099e+001
19 53 -> 56 fr=59 (0.4214), cf=0.952, gamma=1.200, delta=0.070, M=-1.099e+001
13 29 -> ~55 fr=47 (0.3357), cf=0.979, gamma=1.235, delta=0.064, M=-1.089e+001
13 29 -> 56 fr=47 (0.3357), cf=0.979, gamma=1.235, delta=0.064, M=-1.089e+001
12 24 -> 55 fr=18 (0.1286), cf=0.450, gamma=2.172, delta=0.069, M=-1.074e+001
12 24 -> ~56 fr=18 (0.1286), cf=0.450, gamma=2.172, delta=0.069, M=-1.074e+001
15 47 -> ~55 fr=67 (0.4786), cf=0.931, gamma=1.174, delta=0.071, M=-1.049e+001
15 47 -> 56 fr=67 (0.4786), cf=0.931, gamma=1.174, delta=0.071, M=-1.049e+001
15 17 -> ~55 fr=75 (0.5357), cf=0.915, gamma=1.154, delta=0.071, M=-1.046e+001
15 17 -> 56 fr=75 (0.5357), cf=0.915, gamma=1.154, delta=0.071, M=-1.046e+001
53 -> ~55 fr=71 (0.5071), cf=0.922, gamma=1.163, delta=0.071, M=-1.042e+001
53 -> 56 fr=71 (0.5071), cf=0.922, gamma=1.163, delta=0.071, M=-1.042e+001
30 -> ~55 fr=101 (0.7214), cf=0.863, gamma=1.089, delta=0.059, M=-1.042e+001
25 -> ~55 fr=82 (0.5857), cf=0.901, gamma=1.137, delta=0.070, M=-1.041e+001
25 -> 56 fr=82 (0.5857), cf=0.901, gamma=1.137, delta=0.070, M=-1.041e+001
23 47 -> ~55 fr=82 (0.5857), cf=0.901, gamma=1.137, delta=0.070, M=-1.041e+001
23 47 -> 56 fr=82 (0.5857), cf=0.901, gamma=1.137, delta=0.070, M=-1.041e+001
9 17 19 29 -> ~55 fr=44 (0.3143), cf=0.978, gamma=1.233, delta=0.059, M=-9.886e+000
9 17 19 29 -> 56 fr=44 (0.3143), cf=0.978, gamma=1.233, delta=0.059, M=-9.886e+000
8 14 -> 55 fr=17 (0.1214), cf=0.447, gamma=2.160, delta=0.065, M=-9.847e+000
8 14 -> ~56 fr=17 (0.1214), cf=0.447, gamma=2.160, delta=0.065, M=-9.847e+000
13 -> ~55 fr=49 (0.3500), cf=0.961, gamma=1.212, delta=0.061, M=-9.463e+000
13 -> 56 fr=49 (0.3500), cf=0.961, gamma=1.212, delta=0.061, M=-9.463e+000
9 29 -> ~55 fr=54 (0.3857), cf=0.947, gamma=1.195, delta=0.063, M=-9.295e+000
9 29 -> 56 fr=54 (0.3857), cf=0.947, gamma=1.195, delta=0.063, M=-9.295e+000
15 -> ~55 fr=75 (0.5357), cf=0.904, gamma=1.140, delta=0.066, M=-9.055e+000
15 -> 56 fr=75 (0.5357), cf=0.904, gamma=1.140, delta=0.066, M=-9.055e+000
1 21 23 -> ~55 fr=53 (0.3786), cf=0.946, gamma=1.194, delta=0.061, M=-8.974e+000
1 21 23 -> 56 fr=53 (0.3786), cf=0.946, gamma=1.194, delta=0.061, M=-8.974e+000
1 47 -> ~55 fr=88 (0.6286), cf=0.880, gamma=1.110, delta=0.062, M=-8.952e+000
29 39 -> ~55 fr=88 (0.6286), cf=0.880, gamma=1.110, delta=0.062, M=-8.952e+000
1 47 -> 56 fr=88 (0.6286), cf=0.880, gamma=1.110, delta=0.062, M=-8.952e+000
29 39 -> 56 fr=88 (0.6286), cf=0.880, gamma=1.110, delta=0.062, M=-8.952e+000
29 -> ~55 fr=102 (0.7286), cf=0.850, gamma=1.072, delta=0.049, M=-8.326e+000
21 23 -> ~55 fr=58 (0.4143), cf=0.921, gamma=1.161, delta=0.058, M=-7.529e+000
21 23 -> 56 fr=58 (0.4143), cf=0.921, gamma=1.161, delta=0.058, M=-7.529e+000
1 23 -> ~55 fr=81 (0.5786), cf=0.880, gamma=1.110, delta=0.058, M=-7.468e+000
1 23 -> 56 fr=81 (0.5786), cf=0.880, gamma=1.110, delta=0.058, M=-7.468e+000
47 -> ~55 fr=98 (0.7000), cf=0.852, gamma=1.075, delta=0.049, M=-7.371e+000
9 17 23 -> ~55 fr=43 (0.3071), cf=0.935, gamma=1.179, delta=0.047, M=-6.085e+000
9 17 23 -> 56 fr=43 (0.3071), cf=0.935, gamma=1.179, delta=0.047, M=-6.085e+000
23 34 52 -> ~55 fr=37 (0.2643), cf=0.949, gamma=1.197, delta=0.043, M=-5.961e+000
23 34 52 -> 56 fr=37 (0.2643), cf=0.949, gamma=1.197, delta=0.043, M=-5.961e+000
6 8 -> 55 fr=20 (0.1429), cf=0.317, gamma=1.533, delta=0.050, M=-5.693e+000
6 8 -> ~56 fr=20 (0.1429), cf=0.317, gamma=1.533, delta=0.050, M=-5.693e+000
17 23 34 -> ~55 fr=51 (0.3643), cf=0.911, gamma=1.149, delta=0.047, M=-5.621e+000
17 23 34 -> 56 fr=51 (0.3643), cf=0.911, gamma=1.149, delta=0.047, M=-5.621e+000
23 -> ~55 fr=91 (0.6500), cf=0.850, gamma=1.073, delta=0.044, M=-5.582e+000
23 -> 56 fr=91 (0.6500), cf=0.850, gamma=1.073, delta=0.044, M=-5.582e+000
1 9 21 -> ~55 fr=34 (0.2429), cf=0.944, gamma=1.191, delta=0.039, M=-5.193e+000
1 9 21 -> 56 fr=34 (0.2429), cf=0.944, gamma=1.191, delta=0.039, M=-5.193e+000
9 17 21 -> ~55 fr=33 (0.2357), cf=0.943, gamma=1.189, delta=0.038, M=-4.947e+000
9 17 21 -> 56 fr=33 (0.2357), cf=0.943, gamma=1.189, delta=0.038, M=-4.947e+000
17 21 -> ~55 fr=56 (0.4000), cf=0.889, gamma=1.121, delta=0.043, M=-4.714e+000
17 21 -> 56 fr=56 (0.4000), cf=0.889, gamma=1.121, delta=0.043, M=-4.714e+000
9 21 -> ~55 fr=37 (0.2643), cf=0.925, gamma=1.167, delta=0.038, M=-4.607e+000
9 21 -> 56 fr=37 (0.2643), cf=0.925, gamma=1.167, delta=0.038, M=-4.607e+000
18 39 -> ~55 fr=18 (0.1286), cf=1.000, gamma=1.261, delta=0.027, M=-4.494e+000
18 39 -> 56 fr=18 (0.1286), cf=1.000, gamma=1.261, delta=0.027, M=-4.494e+000
6 11 -> 55 fr=27 (0.1929), cf=0.248, gamma=1.196, delta=0.032, M=-4.005e+000
6 11 -> ~56 fr=27 (0.1929), cf=0.248, gamma=1.196, delta=0.032, M=-4.005e+000
7 -> 56 fr=16 (0.1143), cf=1.000, gamma=1.261, delta=0.024, M=-3.958e+000
6 -> ~56 fr=29 (0.2071), cf=0.234, gamma=1.129, delta=0.024, M=-3.958e+000
8 11 -> 55 fr=18 (0.1286), cf=0.295, gamma=1.425, delta=0.038, M=-3.881e+000
8 11 -> ~56 fr=18 (0.1286), cf=0.295, gamma=1.425, delta=0.038, M=-3.881e+000
1 52 -> ~55 fr=52 (0.3714), cf=0.881, gamma=1.112, delta=0.037, M=-3.848e+000
1 52 -> 56 fr=52 (0.3714), cf=0.881, gamma=1.112, delta=0.037, M=-3.848e+000
