25 30 47 -> ~55 fr=72 (0.5143), cf=0.986, gamma=1.244, delta=0.101, M=-2.141e+001
27 29 39 -> ~55 fr=83 (0.5929), cf=0.933, gamma=1.176, delta=0.089, M=-1.575e+001
27 29 39 -> 56 fr=83 (0.5929), cf=0.933, gamma=1.176, delta=0.089, M=-1.575e+001
29 30 -> ~55 fr=95 (0.6786), cf=0.905, gamma=1.141, delta=0.084, M=-1.573e+001
29 30 -> 56 fr=95 (0.6786), cf=0.905, gamma=1.141, delta=0.084, M=-1.573e+001
1 23 29 -> ~55 fr=79 (0.5643), cf=0.940, gamma=1.186, delta=0.089, M=-1.559e+001
1 23 29 -> 56 fr=79 (0.5643), cf=0.940, gamma=1.186, delta=0.089, M=-1.559e+001
19 25 53 -> ~55 fr=52 (0.3714), cf=1.000, gamma=1.261, delta=0.077, M=-1.556e+001
19 25 53 -> 56 fr=52 (0.3714), cf=1.000, gamma=1.261, delta=0.077, M=-1.556e+001
1 27 29 -> ~55 fr=86 (0.6143), cf=0.925, gamma=1.166, delta=0.088, M=-1.554e+001
1 27 29 -> 56 fr=86 (0.6143), cf=0.925, gamma=1.166, delta=0.088, M=-1.554e+001
15 23 29 -> ~55 fr=65 (0.4643), cf=0.970, gamma=1.224, delta=0.085, M=-1.542e+001
15 23 29 -> 56 fr=65 (0.4643), cf=0.970, gamma=1.224, delta=0.085, M=-1.542e+001
25 53 -> ~55 fr=59 (0.4214), cf=0.983, gamma=1.240, delta=0.082, M=-1.538e+001
25 53 -> 56 fr=59 (0.4214), cf=0.983, gamma=1.240, delta=0.082, M=-1.538e+001
1 29 47 -> ~55 fr=82 (0.5857), cf=0.932, gamma=1.175, delta=0.087, M=-1.523e+001
1 29 47 -> 56 fr=82 (0.5857), cf=0.932, gamma=1.175, delta=0.087, M=-1.523e+001
6 14 54 -> 55 fr=17 (0.1214), cf=0.586, gamma=2.830, delta=0.079, M=-1.517e+001
6 14 54 -> ~56 fr=17 (0.1214), cf=0.586, gamma=2.830, delta=0.079, M=-1.517e+001
30 47 -> ~55 fr=94 (0.6714), cf=0.904, gamma=1.140, delta=0.082, M=-1.507e+001
30 47 -> 56 fr=94 (0.6714), cf=0.904, gamma=1.140, delta=0.082, M=-1.507e+001
47 53 -> ~55 fr=64 (0.4571), cf=0.970, gamma=1.223, delta=0.083, M=-1.500e+001
47 53 -> 56 fr=64 (0.4571), cf=0.970, gamma=1.223, delta=0.083, M=-1.500e+001
1 30 53 -> ~55 fr=58 (0.4143), cf=0.983, gamma=1.240, delta=0.080, M=-1.498e+001
1 30 53 -> 56 fr=58 (0.4143), cf=0.983, gamma=1.240, delta=0.080, M=-1.498e+001
15 25 -> ~55 fr=63 (0.4500), cf=0.969, gamma=1.222, delta=0.082, M=-1.458e+001
15 25 -> 56 fr=63 (0.4500), cf=0.969, gamma=1.222, delta=0.082, M=-1.458e+001
1 27 47 -> ~55 fr=84 (0.6000), cf=0.923, gamma=1.164, delta=0.085, M=-1.448e+001
1 27 47 -> 56 fr=84 (0.6000), cf=0.923, gamma=1.164, delta=0.085, M=-1.448e+001
27 47 -> ~55 fr=93 (0.6643), cf=0.903, gamma=1.139, delta=0.081, M=-1.445e+001
27 47 -> 56 fr=93 (0.6643), cf=0.903, gamma=1.139, delta=0.081, M=-1.445e+001
14 54 -> 55 fr=17 (0.1214), cf=0.567, gamma=2.736, delta=0.077, M=-1.444e+001
27 29 -> ~55 fr=98 (0.7000), cf=0.891, gamma=1.124, delta=0.077, M=-1.444e+001
14 54 -> ~56 fr=17 (0.1214), cf=0.567, gamma=2.736, delta=0.077, M=-1.444e+001
27 29 -> 56 fr=98 (0.7000), cf=0.891, gamma=1.124, delta=0.077, M=-1.444e+001
19 30 53 -> ~55 fr=56 (0.4000), cf=0.982, gamma=1.239, delta=0.077, M=-1.418e+001
19 30 53 -> 56 fr=56 (0.4000), cf=0.982, gamma=1.239, delta=0.077, M=-1.418e+001
30 53 -> ~55 fr=67 (0.4786), cf=0.957, gamma=1.207, delta=0.082, M=-1.409e+001
30 53 -> 56 fr=67 (0.4786), cf=0.957, gamma=1.207, delta=0.082, M=-1.409e+001
6 11 12 -> 55 fr=26 (0.1857), cf=0.371, gamma=1.793, delta=0.082, M=-1.409e+001
6 11 12 -> ~56 fr=26 (0.1857), cf=0.371, gamma=1.793, delta=0.082, M=-1.409e+001
29 47 -> ~55 fr=92 (0.6571), cf=0.902, gamma=1.138, delta=0.079, M=-1.385e+001
29 47 -> 56 fr=92 (0.6571), cf=0.902, gamma=1.138, delta=0.079, M=-1.385e+001
12 54 -> 55 fr=21 (0.1500), cf=0.457, gamma=2.204, delta=0.082, M=-1.382e+001
23 30 -> ~55 fr=86 (0.6143), cf=0.915, gamma=1.154, delta=0.082, M=-1.382e+001
12 54 -> ~56 fr=21 (0.1500), cf=0.457, gamma=2.204, delta=0.082, M=-1.382e+001
23 30 -> 56 fr=86 (0.6143), cf=0.915, gamma=1.154, delta=0.082, M=-1.382e+001
12 24 -> 55 fr=20 (0.1429), cf=0.476, gamma=2.299, delta=0.081, M=-1.377e+001
12 24 -> ~56 fr=20 (0.1429), cf=0.476, gamma=2.299, delta=0.081, M=-1.377e+001
15 17 27 -> ~55 fr=75 (0.5357), cf=0.938, gamma=1.182, delta=0.083, M=-1.372e+001
15 17 27 -> 56 fr=75 (0.5357), cf=0.938, gamma=1.182, delta=0.083, M=-1.372e+001
15 23 -> ~55 fr=66 (0.4714), cf=0.957, gamma=1.206, delta=0.081, M=-1.367e+001
15 23 -> 56 fr=66 (0.4714), cf=0.957, gamma=1.206, delta=0.081, M=-1.367e+001
25 -> ~55 fr=82 (0.5857), cf=0.921, gamma=1.162, delta=0.082, M=-1.349e+001
25 -> 56 fr=82 (0.5857), cf=0.921, gamma=1.162, delta=0.082, M=-1.349e+001
6 12 -> 55 fr=27 (0.1929), cf=0.346, gamma=1.671, delta=0.077, M=-1.337e+001
6 12 -> ~56 fr=27 (0.1929), cf=0.346, gamma=1.671, delta=0.077, M=-1.337e+001
1 39 53 -> ~55 fr=53 (0.3786), cf=0.981, gamma=1.238, delta=0.073, M=-1.303e+001
1 39 53 -> 56 fr=53 (0.3786), cf=0.981, gamma=1.238, delta=0.073, M=-1.303e+001
27 39 53 -> ~55 fr=59 (0.4214), cf=0.967, gamma=1.220, delta=0.076, M=-1.298e+001
27 39 53 -> 56 fr=59 (0.4214), cf=0.967, gamma=1.220, delta=0.076, M=-1.298e+001
17 23 47 -> ~55 fr=73 (0.5214), cf=0.936, gamma=1.180, delta=0.080, M=-1.285e+001
17 23 47 -> 56 fr=73 (0.5214), cf=0.936, gamma=1.180, delta=0.080, M=-1.285e+001
23 29 -> ~55 fr=90 (0.6429), cf=0.900, gamma=1.135, delta=0.077, M=-1.273e+001
23 29 -> 56 fr=90 (0.6429), cf=0.900, gamma=1.135, delta=0.077, M=-1.273e+001
27 -> ~55 fr=104 (0.7429), cf=0.867, gamma=1.093, delta=0.063, M=-1.271e+001
15 17 29 -> ~55 fr=72 (0.5143), cf=0.935, gamma=1.179, delta=0.078, M=-1.243e+001
15 17 29 -> 56 fr=72 (0.5143), cf=0.935, gamma=1.179, delta=0.078, M=-1.243e+001
6 11 54 -> 55 fr=22 (0.1571), cf=0.407, gamma=1.967, delta=0.077, M=-1.211e+001
6 11 54 -> ~56 fr=22 (0.1571), cf=0.407, gamma=1.967, delta=0.077, M=-1.211e+001
1 53 -> ~55 fr=62 (0.4429), cf=0.954, gamma=1.203, delta=0.075, M=-1.210e+001
1 53 -> 56 fr=62 (0.4429), cf=0.954, gamma=1.203, delta=0.075, M=-1.210e+001
6 54 -> 55 fr=23 (0.1643), cf=0.390, gamma=1.882, delta=0.077, M=-1.200e+001
6 54 -> ~56 fr=23 (0.1643), cf=0.390, gamma=1.882, delta=0.077, M=-1.200e+001
17 19 53 -> ~55 fr=50 (0.3571), cf=0.980, gamma=1.237, delta=0.068, M=-1.193e+001
17 19 53 -> 56 fr=50 (0.3571), cf=0.980, gamma=1.237, delta=0.068, M=-1.193e+001
30 -> ~55 fr=101 (0.7214), cf=0.871, gamma=1.098, delta=0.064, M=-1.188e+001
23 47 -> ~55 fr=85 (0.6071), cf=0.904, gamma=1.141, delta=0.075, M=-1.175e+001
23 47 -> 56 fr=85 (0.6071), cf=0.904, gamma=1.141, delta=0.075, M=-1.175e+001
39 53 -> ~55 fr=61 (0.4357), cf=0.953, gamma=1.202, delta=0.073, M=-1.172e+001
39 53 -> 56 fr=61 (0.4357), cf=0.953, gamma=1.202, delta=0.073, M=-1.172e+001
6 11 14 -> 55 fr=19 (0.1357), cf=0.452, gamma=2.184, delta=0.074, M=-1.170e+001
6 11 14 -> ~56 fr=19 (0.1357), cf=0.452, gamma=2.184, delta=0.074, M=-1.170e+001
34 53 -> ~55 fr=49 (0.3500), cf=0.980, gamma=1.236, delta=0.067, M=-1.158e+001
34 53 -> 56 fr=49 (0.3500), cf=0.980, gamma=1.236, delta=0.067, M=-1.158e+001
19 23 53 -> ~55 fr=55 (0.3929), cf=0.965, gamma=1.217, delta=0.070, M=-1.150e+001
19 23 53 -> 56 fr=55 (0.3929), cf=0.965, gamma=1.217, delta=0.070, M=-1.150e+001
19 53 -> ~55 fr=59 (0.4214), cf=0.952, gamma=1.200, delta=0.070, M=-1.099e+001
19 53 -> 56 fr=59 (0.4214), cf=0.952, gamma=1.200, delta=0.070, M=-1.099e+001
6 14 -> 55 fr=20 (0.1429), cf=0.417, gamma=2.011, delta=0.072, M=-1.084e+001
6 14 -> ~56 fr=20 (0.1429), cf=0.417, gamma=2.011, delta=0.072, M=-1.084e+001
15 29 -> ~55 fr=72 (0.5143), cf=0.923, gamma=1.164, delta=0.073, M=-1.080e+001
15 29 -> 56 fr=72 (0.5143), cf=0.923, gamma=1.164, delta=0.073, M=-1.080e+001
1 29 -> ~55 fr=89 (0.6357), cf=0.890, gamma=1.123, delta=0.069, M=-1.074e+001
1 29 -> 56 fr=89 (0.6357), cf=0.890, gamma=1.123, delta=0.069, M=-1.074e+001
13 29 -> ~55 fr=46 (0.3286), cf=0.979, gamma=1.234, delta=0.062, M=-1.055e+001
13 29 -> 56 fr=46 (0.3286), cf=0.979, gamma=1.234, delta=0.062, M=-1.055e+001
11 54 -> 55 fr=22 (0.1571), cf=0.379, gamma=1.831, delta=0.071, M=-1.046e+001
11 54 -> ~56 fr=22 (0.1571), cf=0.379, gamma=1.831, delta=0.071, M=-1.046e+001
53 -> ~55 fr=71 (0.5071), cf=0.922, gamma=1.163, delta=0.071, M=-1.042e+001
53 -> 56 fr=71 (0.5071), cf=0.922, gamma=1.163, delta=0.071, M=-1.042e+001
11 12 -> 55 fr=26 (0.1857), cf=0.325, gamma=1.569, delta=0.067, M=-1.029e+001
11 12 -> ~56 fr=26 (0.1857), cf=0.325, gamma=1.569, delta=0.067, M=-1.029e+001
15 47 -> ~55 fr=68 (0.4857), cf=0.919, gamma=1.159, delta=0.067, M=-9.339e+000
15 47 -> 56 fr=68 (0.4857), cf=0.919, gamma=1.159, delta=0.067, M=-9.339e+000
11 14 -> 55 fr=19 (0.1357), cf=0.396, gamma=1.911, delta=0.065, M=-9.063e+000
11 14 -> ~56 fr=19 (0.1357), cf=0.396, gamma=1.911, delta=0.065, M=-9.063e+000
15 17 -> ~55 fr=75 (0.5357), cf=0.904, gamma=1.140, delta=0.066, M=-9.055e+000
15 17 -> 56 fr=75 (0.5357), cf=0.904, gamma=1.140, delta=0.066, M=-9.055e+000
1 47 -> ~55 fr=88 (0.6286), cf=0.880, gamma=1.110, delta=0.062, M=-8.952e+000
1 47 -> 56 fr=88 (0.6286), cf=0.880, gamma=1.110, delta=0.062, M=-8.952e+000
13 -> ~55 fr=47 (0.3357), cf=0.959, gamma=1.210, delta=0.058, M=-8.828e+000
13 -> 56 fr=47 (0.3357), cf=0.959, gamma=1.210, delta=0.058, M=-8.828e+000
17 19 29 -> ~55 fr=70 (0.5000), cf=0.909, gamma=1.147, delta=0.064, M=-8.641e+000
17 19 29 -> 56 fr=70 (0.5000), cf=0.909, gamma=1.147, delta=0.064, M=-8.641e+000
29 39 -> ~55 fr=87 (0.6214), cf=0.879, gamma=1.108, delta=0.061, M=-8.534e+000
29 39 -> 56 fr=87 (0.6214), cf=0.879, gamma=1.108, delta=0.061, M=-8.534e+000
29 -> ~55 fr=102 (0.7286), cf=0.850, gamma=1.072, delta=0.049, M=-8.326e+000
47 -> ~55 fr=99 (0.7071), cf=0.853, gamma=1.076, delta=0.050, M=-7.883e+000
1 23 -> ~55 fr=82 (0.5857), cf=0.882, gamma=1.112, delta=0.059, M=-7.823e+000
1 23 -> 56 fr=82 (0.5857), cf=0.882, gamma=1.112, delta=0.059, M=-7.823e+000
15 -> ~55 fr=75 (0.5357), cf=0.893, gamma=1.126, delta=0.060, M=-7.785e+000
15 -> 56 fr=75 (0.5357), cf=0.893, gamma=1.126, delta=0.060, M=-7.785e+000
17 23 -> ~55 fr=78 (0.5571), cf=0.886, gamma=1.118, delta=0.059, M=-7.603e+000
17 23 -> 56 fr=78 (0.5571), cf=0.886, gamma=1.118, delta=0.059, M=-7.603e+000
23 34 52 -> ~55 fr=41 (0.2929), cf=0.953, gamma=1.203, delta=0.049, M=-7.049e+000
23 34 52 -> 56 fr=41 (0.2929), cf=0.953, gamma=1.203, delta=0.049, M=-7.049e+000
23 39 -> ~55 fr=79 (0.5643), cf=0.878, gamma=1.107, delta=0.055, M=-6.798e+000
23 39 -> 56 fr=79 (0.5643), cf=0.878, gamma=1.107, delta=0.055, M=-6.798e+000
23 -> ~55 fr=93 (0.6643), cf=0.853, gamma=1.076, delta=0.047, M=-6.319e+000
23 -> 56 fr=93 (0.6643), cf=0.853, gamma=1.076, delta=0.047, M=-6.319e+000
6 11 -> 55 fr=28 (0.2000), cf=0.259, gamma=1.252, delta=0.040, M=-6.014e+000
6 11 -> ~56 fr=28 (0.2000), cf=0.259, gamma=1.252, delta=0.040, M=-6.014e+000
18 39 -> ~55 fr=20 (0.1429), cf=1.000, gamma=1.261, delta=0.030, M=-5.039e+000
18 39 -> 56 fr=20 (0.1429), cf=1.000, gamma=1.261, delta=0.030, M=-5.039e+000
17 21 -> ~55 fr=56 (0.4000), cf=0.889, gamma=1.121, delta=0.043, M=-4.714e+000
17 21 -> 56 fr=56 (0.4000), cf=0.889, gamma=1.121, delta=0.043, M=-4.714e+000
1 52 -> ~55 fr=54 (0.3857), cf=0.885, gamma=1.117, delta=0.040, M=-4.268e+000
1 52 -> 56 fr=54 (0.3857), cf=0.885, gamma=1.117, delta=0.040, M=-4.268e+000
10 52 -> ~55 fr=17 (0.1214), cf=1.000, gamma=1.261, delta=0.025, M=-4.225e+000
10 52 -> 56 fr=17 (0.1214), cf=1.000, gamma=1.261, delta=0.025, M=-4.225e+000
7 -> 56 fr=16 (0.1143), cf=1.000, gamma=1.261, delta=0.024, M=-3.958e+000
6 -> ~56 fr=29 (0.2071), cf=0.234, gamma=1.129, delta=0.024, M=-3.958e+000
34 39 52 -> ~55 fr=39 (0.2786), cf=0.907, gamma=1.144, delta=0.035, M=-3.945e+000
34 39 52 -> 56 fr=39 (0.2786), cf=0.907, gamma=1.144, delta=0.035, M=-3.945e+000
52 -> ~55 fr=60 (0.4286), cf=0.870, gamma=1.097, delta=0.038, M=-3.813e+000
52 -> 56 fr=60 (0.4286), cf=0.870, gamma=1.097, delta=0.038, M=-3.813e+000
17 39 -> ~55 fr=78 (0.5571), cf=0.848, gamma=1.069, delta=0.036, M=-3.724e+000
17 39 -> 56 fr=78 (0.5571), cf=0.848, gamma=1.069, delta=0.036, M=-3.724e+000
