2 16 -> ~157 fr=193 (0.6127), cf=0.873, gamma=1.355, delta=0.161, M=-9.063e+001
7 124 -> ~157 fr=147 (0.4667), cf=0.925, gamma=1.435, delta=0.141, M=-6.236e+001
131 141 -> 156 fr=147 (0.4667), cf=0.925, gamma=1.435, delta=0.141, M=-6.236e+001
7 124 -> 156 fr=147 (0.4667), cf=0.925, gamma=1.435, delta=0.141, M=-6.236e+001
2 124 141 150 -> ~157 fr=155 (0.4921), cf=0.906, gamma=1.407, delta=0.142, M=-6.202e+001
2 124 141 150 -> 156 fr=155 (0.4921), cf=0.906, gamma=1.407, delta=0.142, M=-6.202e+001
11 124 141 150 -> ~157 fr=141 (0.4476), cf=0.934, gamma=1.449, delta=0.139, M=-6.114e+001
11 124 141 150 -> 156 fr=141 (0.4476), cf=0.934, gamma=1.449, delta=0.139, M=-6.114e+001
2 11 141 -> ~157 fr=154 (0.4889), cf=0.906, gamma=1.406, delta=0.141, M=-6.103e+001
2 11 141 -> 156 fr=154 (0.4889), cf=0.906, gamma=1.406, delta=0.141, M=-6.103e+001
121 141 -> ~157 fr=147 (0.4667), cf=0.919, gamma=1.426, delta=0.139, M=-6.029e+001
121 141 -> 156 fr=147 (0.4667), cf=0.919, gamma=1.426, delta=0.139, M=-6.029e+001
124 141 150 -> ~157 fr=155 (0.4921), cf=0.901, gamma=1.398, delta=0.140, M=-6.011e+001
124 141 150 -> 156 fr=155 (0.4921), cf=0.901, gamma=1.398, delta=0.140, M=-6.011e+001
22 -> 157 fr=56 (0.1778), cf=0.949, gamma=2.669, delta=0.111, M=-5.987e+001
2 124 141 -> ~157 fr=160 (0.5079), cf=0.889, gamma=1.379, delta=0.140, M=-5.960e+001
2 124 141 -> 156 fr=160 (0.5079), cf=0.889, gamma=1.379, delta=0.140, M=-5.960e+001
121 131 -> ~157 fr=144 (0.4571), cf=0.923, gamma=1.432, delta=0.138, M=-5.959e+001
121 131 -> 156 fr=144 (0.4571), cf=0.923, gamma=1.432, delta=0.138, M=-5.959e+001
124 141 -> ~157 fr=160 (0.5079), cf=0.884, gamma=1.372, delta=0.138, M=-5.782e+001
124 141 -> 156 fr=160 (0.5079), cf=0.884, gamma=1.372, delta=0.138, M=-5.782e+001
11 25 34 -> ~157 fr=134 (0.4254), cf=0.937, gamma=1.454, delta=0.133, M=-5.724e+001
11 25 34 -> 156 fr=134 (0.4254), cf=0.937, gamma=1.454, delta=0.133, M=-5.724e+001
131 -> ~157 fr=152 (0.4825), cf=0.899, gamma=1.396, delta=0.137, M=-5.722e+001
131 -> 156 fr=152 (0.4825), cf=0.899, gamma=1.396, delta=0.137, M=-5.722e+001
102 111 121 -> ~157 fr=130 (0.4127), cf=0.942, gamma=1.462, delta=0.130, M=-5.614e+001
102 111 121 -> 156 fr=130 (0.4127), cf=0.942, gamma=1.462, delta=0.130, M=-5.614e+001
102 111 -> ~157 fr=134 (0.4254), cf=0.931, gamma=1.444, delta=0.131, M=-5.508e+001
102 111 -> 156 fr=134 (0.4254), cf=0.931, gamma=1.444, delta=0.131, M=-5.508e+001
2 11 25 -> ~157 fr=136 (0.4317), cf=0.925, gamma=1.436, delta=0.131, M=-5.467e+001
2 11 25 -> 156 fr=136 (0.4317), cf=0.925, gamma=1.436, delta=0.131, M=-5.467e+001
11 141 150 -> ~157 fr=149 (0.4730), cf=0.898, gamma=1.393, delta=0.133, M=-5.446e+001
11 141 150 -> 156 fr=149 (0.4730), cf=0.898, gamma=1.393, delta=0.133, M=-5.446e+001
4 -> 157 fr=62 (0.1968), cf=0.861, gamma=2.422, delta=0.116, M=-5.415e+001
11 141 -> ~157 fr=154 (0.4889), cf=0.880, gamma=1.366, delta=0.131, M=-5.205e+001
11 141 -> 156 fr=154 (0.4889), cf=0.880, gamma=1.366, delta=0.131, M=-5.205e+001
2 7 -> ~157 fr=164 (0.5206), cf=0.859, gamma=1.332, delta=0.130, M=-5.190e+001
2 7 -> 156 fr=164 (0.5206), cf=0.859, gamma=1.332, delta=0.130, M=-5.190e+001
2 141 150 -> ~157 fr=164 (0.5206), cf=0.859, gamma=1.332, delta=0.130, M=-5.190e+001
2 141 150 -> 156 fr=164 (0.5206), cf=0.859, gamma=1.332, delta=0.130, M=-5.190e+001
11 25 124 -> ~157 fr=120 (0.3810), cf=0.945, gamma=1.466, delta=0.121, M=-5.050e+001
11 25 124 -> 156 fr=120 (0.3810), cf=0.945, gamma=1.466, delta=0.121, M=-5.050e+001
102 121 -> ~157 fr=142 (0.4508), cf=0.899, gamma=1.395, delta=0.128, M=-5.017e+001
102 121 -> 156 fr=142 (0.4508), cf=0.899, gamma=1.395, delta=0.128, M=-5.017e+001
111 141 -> ~157 fr=132 (0.4190), cf=0.917, gamma=1.422, delta=0.124, M=-4.943e+001
111 141 -> 156 fr=132 (0.4190), cf=0.917, gamma=1.422, delta=0.124, M=-4.943e+001
2 141 -> ~157 fr=169 (0.5365), cf=0.841, gamma=1.305, delta=0.125, M=-4.937e+001
2 141 -> 156 fr=169 (0.5365), cf=0.841, gamma=1.305, delta=0.125, M=-4.937e+001
7 121 150 -> ~157 fr=112 (0.3556), cf=0.957, gamma=1.485, delta=0.116, M=-4.925e+001
7 121 150 -> 156 fr=112 (0.3556), cf=0.957, gamma=1.485, delta=0.116, M=-4.925e+001
92 102 -> ~157 fr=129 (0.4095), cf=0.921, gamma=1.430, delta=0.123, M=-4.902e+001
92 102 -> 156 fr=129 (0.4095), cf=0.921, gamma=1.430, delta=0.123, M=-4.902e+001
2 11 34 -> ~157 fr=159 (0.5048), cf=0.859, gamma=1.334, delta=0.126, M=-4.864e+001
2 11 34 -> 156 fr=159 (0.5048), cf=0.859, gamma=1.334, delta=0.126, M=-4.864e+001
92 111 121 -> ~157 fr=117 (0.3714), cf=0.944, gamma=1.464, delta=0.118, M=-4.826e+001
92 111 121 -> 156 fr=117 (0.3714), cf=0.944, gamma=1.464, delta=0.118, M=-4.826e+001
111 121 -> ~157 fr=135 (0.4286), cf=0.906, gamma=1.406, delta=0.124, M=-4.807e+001
111 121 -> 156 fr=135 (0.4286), cf=0.906, gamma=1.406, delta=0.124, M=-4.807e+001
2 11 124 -> ~157 fr=170 (0.5397), cf=0.833, gamma=1.293, delta=0.122, M=-4.749e+001
2 11 124 -> 156 fr=170 (0.5397), cf=0.833, gamma=1.293, delta=0.122, M=-4.749e+001
11 25 -> ~157 fr=136 (0.4317), cf=0.901, gamma=1.398, delta=0.123, M=-4.707e+001
11 25 -> 156 fr=136 (0.4317), cf=0.901, gamma=1.398, delta=0.123, M=-4.707e+001
25 34 124 -> ~157 fr=131 (0.4159), cf=0.910, gamma=1.412, delta=0.121, M=-4.678e+001
25 34 124 -> 156 fr=131 (0.4159), cf=0.910, gamma=1.412, delta=0.121, M=-4.678e+001
122 -> 157 fr=65 (0.2063), cf=0.783, gamma=2.203, delta=0.113, M=-4.653e+001
11 34 102 -> ~157 fr=133 (0.4222), cf=0.905, gamma=1.404, delta=0.121, M=-4.651e+001
11 34 102 -> 156 fr=133 (0.4222), cf=0.905, gamma=1.404, delta=0.121, M=-4.651e+001
2 11 -> ~157 fr=186 (0.5905), cf=0.795, gamma=1.233, delta=0.112, M=-4.649e+001
2 11 -> 156 fr=186 (0.5905), cf=0.795, gamma=1.233, delta=0.112, M=-4.649e+001
72 82 92 111 -> ~157 fr=96 (0.3048), cf=0.980, gamma=1.520, delta=0.104, M=-4.599e+001
72 82 92 111 -> 156 fr=96 (0.3048), cf=0.980, gamma=1.520, delta=0.104, M=-4.599e+001
72 82 92 -> ~157 fr=100 (0.3175), cf=0.971, gamma=1.507, delta=0.107, M=-4.588e+001
72 82 92 -> 156 fr=100 (0.3175), cf=0.971, gamma=1.507, delta=0.107, M=-4.588e+001
25 124 -> ~157 fr=132 (0.4190), cf=0.904, gamma=1.403, delta=0.120, M=-4.574e+001
25 124 -> 156 fr=132 (0.4190), cf=0.904, gamma=1.403, delta=0.120, M=-4.574e+001
11 34 -> ~157 fr=159 (0.5048), cf=0.850, gamma=1.319, delta=0.122, M=-4.564e+001
11 34 -> 156 fr=159 (0.5048), cf=0.850, gamma=1.319, delta=0.122, M=-4.564e+001
2 124 -> ~157 fr=186 (0.5905), cf=0.791, gamma=1.228, delta=0.110, M=-4.515e+001
2 124 -> 156 fr=186 (0.5905), cf=0.791, gamma=1.228, delta=0.110, M=-4.515e+001
72 92 121 -> ~157 fr=106 (0.3365), cf=0.955, gamma=1.482, delta=0.109, M=-4.497e+001
72 92 121 -> 156 fr=106 (0.3365), cf=0.955, gamma=1.482, delta=0.109, M=-4.497e+001
72 92 -> ~157 fr=109 (0.3460), cf=0.948, gamma=1.471, delta=0.111, M=-4.475e+001
72 92 -> 156 fr=109 (0.3460), cf=0.948, gamma=1.471, delta=0.111, M=-4.475e+001
11 124 -> ~157 fr=170 (0.5397), cf=0.825, gamma=1.281, delta=0.118, M=-4.467e+001
11 124 -> 156 fr=170 (0.5397), cf=0.825, gamma=1.281, delta=0.118, M=-4.467e+001
82 92 111 -> ~157 fr=102 (0.3238), cf=0.962, gamma=1.493, delta=0.107, M=-4.464e+001
82 92 111 -> 156 fr=102 (0.3238), cf=0.962, gamma=1.493, delta=0.107, M=-4.464e+001
7 121 -> ~157 fr=123 (0.3905), cf=0.918, gamma=1.424, delta=0.116, M=-4.451e+001
7 121 -> 156 fr=123 (0.3905), cf=0.918, gamma=1.424, delta=0.116, M=-4.451e+001
92 121 -> ~157 fr=125 (0.3968), cf=0.912, gamma=1.416, delta=0.117, M=-4.411e+001
92 121 -> 156 fr=125 (0.3968), cf=0.912, gamma=1.416, delta=0.117, M=-4.411e+001
92 111 -> ~157 fr=117 (0.3714), cf=0.929, gamma=1.441, delta=0.114, M=-4.406e+001
92 141 -> ~157 fr=117 (0.3714), cf=0.929, gamma=1.441, delta=0.114, M=-4.406e+001
92 111 -> 156 fr=117 (0.3714), cf=0.929, gamma=1.441, delta=0.114, M=-4.406e+001
92 141 -> 156 fr=117 (0.3714), cf=0.929, gamma=1.441, delta=0.114, M=-4.406e+001
25 34 121 -> ~157 fr=111 (0.3524), cf=0.941, gamma=1.460, delta=0.111, M=-4.395e+001
25 34 121 -> 156 fr=111 (0.3524), cf=0.941, gamma=1.460, delta=0.111, M=-4.395e+001
121 150 -> ~157 fr=148 (0.4698), cf=0.865, gamma=1.343, delta=0.120, M=-4.367e+001
121 150 -> 156 fr=148 (0.4698), cf=0.865, gamma=1.343, delta=0.120, M=-4.367e+001
2 25 34 -> ~157 fr=146 (0.4635), cf=0.869, gamma=1.349, delta=0.120, M=-4.357e+001
2 25 34 -> 156 fr=146 (0.4635), cf=0.869, gamma=1.349, delta=0.120, M=-4.357e+001
34 82 102 -> ~157 fr=119 (0.3778), cf=0.922, gamma=1.431, delta=0.114, M=-4.352e+001
34 82 102 -> 156 fr=119 (0.3778), cf=0.922, gamma=1.431, delta=0.114, M=-4.352e+001
34 72 102 -> ~157 fr=116 (0.3683), cf=0.928, gamma=1.440, delta=0.113, M=-4.335e+001
34 72 102 -> 156 fr=116 (0.3683), cf=0.928, gamma=1.440, delta=0.113, M=-4.335e+001
25 121 -> ~157 fr=113 (0.3587), cf=0.934, gamma=1.449, delta=0.111, M=-4.325e+001
25 121 -> 156 fr=113 (0.3587), cf=0.934, gamma=1.449, delta=0.111, M=-4.325e+001
25 92 -> ~157 fr=106 (0.3365), cf=0.946, gamma=1.469, delta=0.107, M=-4.267e+001
25 92 -> 156 fr=106 (0.3365), cf=0.946, gamma=1.469, delta=0.107, M=-4.267e+001
25 34 52 -> ~157 fr=115 (0.3651), cf=0.927, gamma=1.439, delta=0.111, M=-4.265e+001
25 34 52 -> 156 fr=115 (0.3651), cf=0.927, gamma=1.439, delta=0.111, M=-4.265e+001
7 25 52 -> ~157 fr=99 (0.3143), cf=0.961, gamma=1.491, delta=0.104, M=-4.260e+001
7 25 52 -> 156 fr=99 (0.3143), cf=0.961, gamma=1.491, delta=0.104, M=-4.260e+001
72 82 102 -> ~157 fr=109 (0.3460), cf=0.940, gamma=1.458, delta=0.109, M=-4.257e+001
72 82 102 -> 156 fr=109 (0.3460), cf=0.940, gamma=1.458, delta=0.109, M=-4.257e+001
124 -> ~157 fr=186 (0.5905), cf=0.785, gamma=1.218, delta=0.106, M=-4.254e+001
72 102 -> ~157 fr=117 (0.3714), cf=0.921, gamma=1.430, delta=0.112, M=-4.211e+001
72 102 -> 156 fr=117 (0.3714), cf=0.921, gamma=1.430, delta=0.112, M=-4.211e+001
62 72 82 121 -> ~157 fr=98 (0.3111), cf=0.961, gamma=1.491, delta=0.102, M=-4.193e+001
62 72 82 121 -> 156 fr=98 (0.3111), cf=0.961, gamma=1.491, delta=0.102, M=-4.193e+001
82 102 141 150 -> ~157 fr=111 (0.3524), cf=0.933, gamma=1.447, delta=0.109, M=-4.187e+001
82 102 141 150 -> 156 fr=111 (0.3524), cf=0.933, gamma=1.447, delta=0.109, M=-4.187e+001
7 141 150 -> ~157 fr=131 (0.4159), cf=0.891, gamma=1.383, delta=0.115, M=-4.158e+001
7 141 150 -> 156 fr=131 (0.4159), cf=0.891, gamma=1.383, delta=0.115, M=-4.158e+001
62 102 -> ~157 fr=116 (0.3683), cf=0.921, gamma=1.429, delta=0.110, M=-4.142e+001
25 52 -> ~157 fr=116 (0.3683), cf=0.921, gamma=1.429, delta=0.110, M=-4.142e+001
62 102 -> 156 fr=116 (0.3683), cf=0.921, gamma=1.429, delta=0.110, M=-4.142e+001
25 52 -> 156 fr=116 (0.3683), cf=0.921, gamma=1.429, delta=0.110, M=-4.142e+001
2 34 102 -> ~157 fr=147 (0.4667), cf=0.860, gamma=1.334, delta=0.117, M=-4.138e+001
2 34 102 -> 156 fr=147 (0.4667), cf=0.860, gamma=1.334, delta=0.117, M=-4.138e+001
62 72 121 -> ~157 fr=104 (0.3302), cf=0.945, gamma=1.467, delta=0.105, M=-4.132e+001
52 72 121 -> ~157 fr=104 (0.3302), cf=0.945, gamma=1.467, delta=0.105, M=-4.132e+001
62 72 121 -> 156 fr=104 (0.3302), cf=0.945, gamma=1.467, delta=0.105, M=-4.132e+001
52 72 121 -> 156 fr=104 (0.3302), cf=0.945, gamma=1.467, delta=0.105, M=-4.132e+001
62 72 82 111 -> ~157 fr=97 (0.3079), cf=0.960, gamma=1.490, delta=0.101, M=-4.127e+001
62 72 82 111 -> 156 fr=97 (0.3079), cf=0.960, gamma=1.490, delta=0.101, M=-4.127e+001
62 92 -> ~157 fr=113 (0.3587), cf=0.926, gamma=1.437, delta=0.109, M=-4.126e+001
62 92 -> 156 fr=113 (0.3587), cf=0.926, gamma=1.437, delta=0.109, M=-4.126e+001
92 -> ~157 fr=130 (0.4127), cf=0.890, gamma=1.382, delta=0.114, M=-4.085e+001
92 -> 156 fr=130 (0.4127), cf=0.890, gamma=1.382, delta=0.114, M=-4.085e+001
34 52 -> ~157 fr=132 (0.4190), cf=0.886, gamma=1.375, delta=0.114, M=-4.069e+001
34 52 -> 156 fr=132 (0.4190), cf=0.886, gamma=1.375, delta=0.114, M=-4.069e+001
62 72 111 -> ~157 fr=103 (0.3270), cf=0.945, gamma=1.466, delta=0.104, M=-4.065e+001
62 72 111 -> 156 fr=103 (0.3270), cf=0.945, gamma=1.466, delta=0.104, M=-4.065e+001
7 111 150 -> ~157 fr=96 (0.3048), cf=0.960, gamma=1.490, delta=0.100, M=-4.061e+001
7 111 150 -> 156 fr=96 (0.3048), cf=0.960, gamma=1.490, delta=0.100, M=-4.061e+001
82 102 -> ~157 fr=120 (0.3810), cf=0.909, gamma=1.411, delta=0.111, M=-4.055e+001
82 102 -> 156 fr=120 (0.3810), cf=0.909, gamma=1.411, delta=0.111, M=-4.055e+001
34 62 -> ~157 fr=122 (0.3873), cf=0.904, gamma=1.402, delta=0.111, M=-4.019e+001
34 62 -> 156 fr=122 (0.3873), cf=0.904, gamma=1.402, delta=0.111, M=-4.019e+001
7 141 -> ~157 fr=135 (0.4286), cf=0.877, gamma=1.360, delta=0.114, M=-3.975e+001
7 141 -> 156 fr=135 (0.4286), cf=0.877, gamma=1.360, delta=0.114, M=-3.975e+001
25 43 -> ~157 fr=113 (0.3587), cf=0.919, gamma=1.426, delta=0.107, M=-3.937e+001
25 43 -> 156 fr=113 (0.3587), cf=0.919, gamma=1.426, delta=0.107, M=-3.937e+001
62 72 -> ~157 fr=107 (0.3397), cf=0.930, gamma=1.444, delta=0.104, M=-3.918e+001
62 72 -> 156 fr=107 (0.3397), cf=0.930, gamma=1.444, delta=0.104, M=-3.918e+001
52 62 -> ~157 fr=118 (0.3746), cf=0.908, gamma=1.408, delta=0.109, M=-3.917e+001
52 62 -> 156 fr=118 (0.3746), cf=0.908, gamma=1.408, delta=0.109, M=-3.917e+001
121 -> ~157 fr=161 (0.5111), cf=0.826, gamma=1.281, delta=0.112, M=-3.907e+001
121 -> 156 fr=161 (0.5111), cf=0.826, gamma=1.281, delta=0.112, M=-3.907e+001
102 141 150 -> ~157 fr=144 (0.4571), cf=0.857, gamma=1.330, delta=0.113, M=-3.906e+001
102 141 150 -> 156 fr=144 (0.4571), cf=0.857, gamma=1.330, delta=0.113, M=-3.906e+001
111 -> ~157 fr=140 (0.4444), cf=0.864, gamma=1.341, delta=0.113, M=-3.894e+001
111 -> 156 fr=140 (0.4444), cf=0.864, gamma=1.341, delta=0.113, M=-3.894e+001
43 52 -> ~157 fr=120 (0.3810), cf=0.902, gamma=1.400, delta=0.109, M=-3.882e+001
43 52 -> 156 fr=120 (0.3810), cf=0.902, gamma=1.400, delta=0.109, M=-3.882e+001
61 150 -> 157 fr=40 (0.1270), cf=0.930, gamma=2.616, delta=0.078, M=-3.821e+001
61 150 -> ~156 fr=40 (0.1270), cf=0.930, gamma=2.616, delta=0.078, M=-3.821e+001
34 102 141 -> ~157 fr=137 (0.4349), cf=0.867, gamma=1.345, delta=0.112, M=-3.821e+001
34 102 141 -> 156 fr=137 (0.4349), cf=0.867, gamma=1.345, delta=0.112, M=-3.821e+001
25 29 34 -> ~157 fr=92 (0.2921), cf=0.958, gamma=1.487, delta=0.096, M=-3.803e+001
25 29 34 -> 156 fr=92 (0.2921), cf=0.958, gamma=1.487, delta=0.096, M=-3.803e+001
7 20 38 48 67 -> ~157 fr=73 (0.2317), cf=1.000, gamma=1.552, delta=0.082, M=-3.785e+001
7 20 38 48 67 -> 156 fr=73 (0.2317), cf=1.000, gamma=1.552, delta=0.082, M=-3.785e+001
141 150 -> ~157 fr=164 (0.5206), cf=0.816, gamma=1.266, delta=0.109, M=-3.778e+001
141 150 -> 156 fr=164 (0.5206), cf=0.816, gamma=1.266, delta=0.109, M=-3.778e+001
34 43 102 -> ~157 fr=113 (0.3587), cf=0.911, gamma=1.414, delta=0.105, M=-3.757e+001
34 43 102 -> 156 fr=113 (0.3587), cf=0.911, gamma=1.414, delta=0.105, M=-3.757e+001
2 25 -> ~157 fr=149 (0.4730), cf=0.842, gamma=1.306, delta=0.111, M=-3.734e+001
102 141 -> ~157 fr=149 (0.4730), cf=0.842, gamma=1.306, delta=0.111, M=-3.734e+001
2 25 -> 156 fr=149 (0.4730), cf=0.842, gamma=1.306, delta=0.111, M=-3.734e+001
102 141 -> 156 fr=149 (0.4730), cf=0.842, gamma=1.306, delta=0.111, M=-3.734e+001
52 72 -> ~157 fr=107 (0.3397), cf=0.922, gamma=1.431, delta=0.102, M=-3.727e+001
52 72 -> 156 fr=107 (0.3397), cf=0.922, gamma=1.431, delta=0.102, M=-3.727e+001
7 52 -> ~157 fr=101 (0.3206), cf=0.935, gamma=1.451, delta=0.100, M=-3.726e+001
7 52 -> 156 fr=101 (0.3206), cf=0.935, gamma=1.451, delta=0.100, M=-3.726e+001
11 62 -> ~157 fr=112 (0.3556), cf=0.911, gamma=1.413, delta=0.104, M=-3.692e+001
11 62 -> 156 fr=112 (0.3556), cf=0.911, gamma=1.413, delta=0.104, M=-3.692e+001
7 20 29 48 67 -> ~157 fr=82 (0.2603), cf=0.976, gamma=1.515, delta=0.088, M=-3.686e+001
7 20 29 48 67 -> 156 fr=82 (0.2603), cf=0.976, gamma=1.515, delta=0.088, M=-3.686e+001
91 97 150 -> 157 fr=37 (0.1175), cf=0.949, gamma=2.668, delta=0.073, M=-3.679e+001
91 97 150 -> ~156 fr=37 (0.1175), cf=0.949, gamma=2.668, delta=0.073, M=-3.679e+001
7 29 48 67 -> ~157 fr=86 (0.2730), cf=0.966, gamma=1.499, delta=0.091, M=-3.670e+001
7 29 48 67 -> 156 fr=86 (0.2730), cf=0.966, gamma=1.499, delta=0.091, M=-3.670e+001
11 102 -> ~157 fr=146 (0.4635), cf=0.844, gamma=1.310, delta=0.110, M=-3.642e+001
11 102 -> 156 fr=146 (0.4635), cf=0.844, gamma=1.310, delta=0.110, M=-3.642e+001
7 25 34 -> ~157 fr=130 (0.4127), cf=0.872, gamma=1.354, delta=0.108, M=-3.621e+001
7 25 34 -> 156 fr=130 (0.4127), cf=0.872, gamma=1.354, delta=0.108, M=-3.621e+001
7 20 29 48 -> ~157 fr=89 (0.2825), cf=0.957, gamma=1.485, delta=0.092, M=-3.614e+001
7 20 29 48 -> 156 fr=89 (0.2825), cf=0.957, gamma=1.485, delta=0.092, M=-3.614e+001
62 -> ~157 fr=123 (0.3905), cf=0.885, gamma=1.373, delta=0.106, M=-3.600e+001
62 -> 156 fr=123 (0.3905), cf=0.885, gamma=1.373, delta=0.106, M=-3.600e+001
61 -> 157 fr=48 (0.1524), cf=0.828, gamma=2.328, delta=0.087, M=-3.581e+001
7 20 38 48 -> ~157 fr=80 (0.2540), cf=0.976, gamma=1.514, delta=0.086, M=-3.562e+001
7 20 38 48 -> 156 fr=80 (0.2540), cf=0.976, gamma=1.514, delta=0.086, M=-3.562e+001
7 20 48 57 67 -> ~157 fr=80 (0.2540), cf=0.976, gamma=1.514, delta=0.086, M=-3.562e+001
7 20 48 57 67 -> 156 fr=80 (0.2540), cf=0.976, gamma=1.514, delta=0.086, M=-3.562e+001
7 20 48 67 -> ~157 fr=88 (0.2794), cf=0.957, gamma=1.484, delta=0.091, M=-3.553e+001
7 20 48 67 -> 156 fr=88 (0.2794), cf=0.957, gamma=1.484, delta=0.091, M=-3.553e+001
52 -> ~157 fr=133 (0.4222), cf=0.864, gamma=1.340, delta=0.107, M=-3.539e+001
52 -> 156 fr=133 (0.4222), cf=0.864, gamma=1.340, delta=0.107, M=-3.539e+001
2 -> ~157 fr=203 (0.6444), cf=0.715, gamma=1.109, delta=0.063, M=-3.512e+001
25 34 -> ~157 fr=146 (0.4635), cf=0.839, gamma=1.302, delta=0.108, M=-3.510e+001
25 34 -> 156 fr=146 (0.4635), cf=0.839, gamma=1.302, delta=0.108, M=-3.510e+001
7 29 -> ~157 fr=109 (0.3460), cf=0.908, gamma=1.409, delta=0.101, M=-3.499e+001
7 29 -> 156 fr=109 (0.3460), cf=0.908, gamma=1.409, delta=0.101, M=-3.499e+001
43 102 -> ~157 fr=114 (0.3619), cf=0.898, gamma=1.393, delta=0.102, M=-3.485e+001
43 102 -> 156 fr=114 (0.3619), cf=0.898, gamma=1.393, delta=0.102, M=-3.485e+001
141 -> ~157 fr=169 (0.5365), cf=0.797, gamma=1.237, delta=0.103, M=-3.475e+001
25 29 -> ~157 fr=93 (0.2952), cf=0.939, gamma=1.458, delta=0.093, M=-3.428e+001
25 29 -> 156 fr=93 (0.2952), cf=0.939, gamma=1.458, delta=0.093, M=-3.428e+001
7 -> ~157 fr=164 (0.5206), cf=0.804, gamma=1.247, delta=0.103, M=-3.408e+001
123 -> 157 fr=34 (0.1079), cf=0.944, gamma=2.656, delta=0.067, M=-3.309e+001
11 -> ~157 fr=186 (0.5905), cf=0.759, gamma=1.178, delta=0.089, M=-3.282e+001
91 97 -> 157 fr=41 (0.1302), cf=0.854, gamma=2.402, delta=0.076, M=-3.203e+001
91 97 -> ~156 fr=41 (0.1302), cf=0.854, gamma=2.402, delta=0.076, M=-3.203e+001
34 102 -> ~157 fr=147 (0.4667), cf=0.826, gamma=1.281, delta=0.103, M=-3.203e+001
34 102 -> 156 fr=147 (0.4667), cf=0.826, gamma=1.281, delta=0.103, M=-3.203e+001
