2 16 -> ~157 fr=191 (0.6063), cf=0.880, gamma=1.366, delta=0.162, M=-9.054e+001
11 131 141 -> 156 fr=141 (0.4476), cf=0.940, gamma=1.459, delta=0.141, M=-6.339e+001
131 141 -> ~157 fr=150 (0.4762), cf=0.920, gamma=1.428, delta=0.143, M=-6.313e+001
131 141 -> 156 fr=150 (0.4762), cf=0.920, gamma=1.428, delta=0.143, M=-6.313e+001
102 111 121 -> ~157 fr=135 (0.4286), cf=0.951, gamma=1.475, delta=0.138, M=-6.275e+001
102 111 121 -> 156 fr=135 (0.4286), cf=0.951, gamma=1.475, delta=0.138, M=-6.275e+001
121 131 -> ~157 fr=147 (0.4667), cf=0.925, gamma=1.435, delta=0.141, M=-6.236e+001
121 131 -> 156 fr=147 (0.4667), cf=0.925, gamma=1.435, delta=0.141, M=-6.236e+001
2 11 141 150 -> ~157 fr=148 (0.4698), cf=0.919, gamma=1.426, delta=0.140, M=-6.122e+001
2 11 141 150 -> 156 fr=148 (0.4698), cf=0.919, gamma=1.426, delta=0.140, M=-6.122e+001
22 -> 157 fr=55 (0.1746), cf=0.965, gamma=2.714, delta=0.110, M=-6.113e+001
16 -> ~157 fr=191 (0.6063), cf=0.816, gamma=1.267, delta=0.128, M=-6.109e+001
2 11 141 -> ~157 fr=154 (0.4889), cf=0.906, gamma=1.406, delta=0.141, M=-6.103e+001
2 11 141 -> 156 fr=154 (0.4889), cf=0.906, gamma=1.406, delta=0.141, M=-6.103e+001
102 111 -> ~157 fr=140 (0.4444), cf=0.933, gamma=1.448, delta=0.138, M=-6.024e+001
102 111 -> 156 fr=140 (0.4444), cf=0.933, gamma=1.448, delta=0.138, M=-6.024e+001
2 124 141 -> ~157 fr=160 (0.5079), cf=0.889, gamma=1.379, delta=0.140, M=-5.960e+001
2 124 141 -> 156 fr=160 (0.5079), cf=0.889, gamma=1.379, delta=0.140, M=-5.960e+001
7 124 -> ~157 fr=148 (0.4698), cf=0.914, gamma=1.418, delta=0.138, M=-5.921e+001
7 124 -> 156 fr=148 (0.4698), cf=0.914, gamma=1.418, delta=0.138, M=-5.921e+001
11 124 141 150 -> ~157 fr=141 (0.4476), cf=0.928, gamma=1.439, delta=0.137, M=-5.898e+001
11 124 141 150 -> 156 fr=141 (0.4476), cf=0.928, gamma=1.439, delta=0.137, M=-5.898e+001
11 124 141 -> ~157 fr=147 (0.4667), cf=0.913, gamma=1.417, delta=0.137, M=-5.829e+001
11 124 141 -> 156 fr=147 (0.4667), cf=0.913, gamma=1.417, delta=0.137, M=-5.829e+001
131 -> ~157 fr=155 (0.4921), cf=0.896, gamma=1.390, delta=0.138, M=-5.825e+001
131 -> 156 fr=155 (0.4921), cf=0.896, gamma=1.390, delta=0.138, M=-5.825e+001
11 25 34 -> ~157 fr=135 (0.4286), cf=0.938, gamma=1.455, delta=0.134, M=-5.809e+001
11 25 34 -> 156 fr=135 (0.4286), cf=0.938, gamma=1.455, delta=0.134, M=-5.809e+001
124 141 -> ~157 fr=160 (0.5079), cf=0.884, gamma=1.372, delta=0.138, M=-5.782e+001
124 141 -> 156 fr=160 (0.5079), cf=0.884, gamma=1.372, delta=0.138, M=-5.782e+001
102 121 -> ~157 fr=146 (0.4635), cf=0.913, gamma=1.416, delta=0.136, M=-5.738e+001
102 121 -> 156 fr=146 (0.4635), cf=0.913, gamma=1.416, delta=0.136, M=-5.738e+001
122 -> 157 fr=67 (0.2127), cf=0.837, gamma=2.355, delta=0.122, M=-5.647e+001
2 11 34 -> ~157 fr=162 (0.5143), cf=0.871, gamma=1.352, delta=0.134, M=-5.473e+001
2 11 34 -> 156 fr=162 (0.5143), cf=0.871, gamma=1.352, delta=0.134, M=-5.473e+001
2 11 25 -> ~157 fr=136 (0.4317), cf=0.925, gamma=1.436, delta=0.131, M=-5.467e+001
2 11 25 -> 156 fr=136 (0.4317), cf=0.925, gamma=1.436, delta=0.131, M=-5.467e+001
92 111 121 -> ~157 fr=122 (0.3873), cf=0.953, gamma=1.479, delta=0.125, M=-5.439e+001
92 111 121 -> 156 fr=122 (0.3873), cf=0.953, gamma=1.479, delta=0.125, M=-5.439e+001
111 121 -> ~157 fr=140 (0.4444), cf=0.915, gamma=1.420, delta=0.131, M=-5.406e+001
111 121 -> 156 fr=140 (0.4444), cf=0.915, gamma=1.420, delta=0.131, M=-5.406e+001
2 11 124 -> ~157 fr=174 (0.5524), cf=0.841, gamma=1.304, delta=0.129, M=-5.327e+001
2 11 124 -> 156 fr=174 (0.5524), cf=0.841, gamma=1.304, delta=0.129, M=-5.327e+001
11 34 -> ~157 fr=162 (0.5143), cf=0.866, gamma=1.344, delta=0.132, M=-5.310e+001
11 34 -> 156 fr=162 (0.5143), cf=0.866, gamma=1.344, delta=0.132, M=-5.310e+001
92 102 -> ~157 fr=133 (0.4222), cf=0.924, gamma=1.433, delta=0.128, M=-5.220e+001
92 102 -> 156 fr=133 (0.4222), cf=0.924, gamma=1.433, delta=0.128, M=-5.220e+001
11 141 -> ~157 fr=154 (0.4889), cf=0.880, gamma=1.366, delta=0.131, M=-5.205e+001
11 141 -> 156 fr=154 (0.4889), cf=0.880, gamma=1.366, delta=0.131, M=-5.205e+001
92 111 -> ~157 fr=122 (0.3873), cf=0.946, gamma=1.468, delta=0.123, M=-5.204e+001
92 111 -> 156 fr=122 (0.3873), cf=0.946, gamma=1.468, delta=0.123, M=-5.204e+001
11 25 124 -> ~157 fr=122 (0.3873), cf=0.946, gamma=1.468, delta=0.123, M=-5.204e+001
11 25 124 -> 156 fr=122 (0.3873), cf=0.946, gamma=1.468, delta=0.123, M=-5.204e+001
2 11 -> ~157 fr=188 (0.5968), cf=0.803, gamma=1.247, delta=0.118, M=-5.201e+001
2 11 -> 156 fr=188 (0.5968), cf=0.803, gamma=1.247, delta=0.118, M=-5.201e+001
111 141 -> ~157 fr=137 (0.4349), cf=0.913, gamma=1.417, delta=0.128, M=-5.155e+001
111 141 -> 156 fr=137 (0.4349), cf=0.913, gamma=1.417, delta=0.128, M=-5.155e+001
2 141 150 -> ~157 fr=161 (0.5111), cf=0.861, gamma=1.336, delta=0.129, M=-5.053e+001
2 141 150 -> 156 fr=161 (0.5111), cf=0.861, gamma=1.336, delta=0.129, M=-5.053e+001
2 141 -> ~157 fr=167 (0.5302), cf=0.848, gamma=1.315, delta=0.127, M=-5.031e+001
2 141 -> 156 fr=167 (0.5302), cf=0.848, gamma=1.315, delta=0.127, M=-5.031e+001
11 124 -> ~157 fr=174 (0.5524), cf=0.833, gamma=1.292, delta=0.125, M=-5.029e+001
11 124 -> 156 fr=174 (0.5524), cf=0.833, gamma=1.292, delta=0.125, M=-5.029e+001
2 7 -> ~157 fr=162 (0.5143), cf=0.857, gamma=1.330, delta=0.128, M=-4.994e+001
2 7 -> 156 fr=162 (0.5143), cf=0.857, gamma=1.330, delta=0.128, M=-4.994e+001
72 92 -> ~157 fr=109 (0.3460), cf=0.965, gamma=1.497, delta=0.115, M=-4.959e+001
72 92 -> 156 fr=109 (0.3460), cf=0.965, gamma=1.497, delta=0.115, M=-4.959e+001
2 124 -> ~157 fr=189 (0.6000), cf=0.794, gamma=1.232, delta=0.113, M=-4.927e+001
2 124 -> 156 fr=189 (0.6000), cf=0.794, gamma=1.232, delta=0.113, M=-4.927e+001
92 121 -> ~157 fr=129 (0.4095), cf=0.921, gamma=1.430, delta=0.123, M=-4.902e+001
92 121 -> 156 fr=129 (0.4095), cf=0.921, gamma=1.430, delta=0.123, M=-4.902e+001
25 34 121 -> ~157 fr=113 (0.3587), cf=0.950, gamma=1.473, delta=0.115, M=-4.760e+001
25 34 121 -> 156 fr=113 (0.3587), cf=0.950, gamma=1.473, delta=0.115, M=-4.760e+001
11 25 121 -> ~157 fr=106 (0.3365), cf=0.964, gamma=1.495, delta=0.111, M=-4.743e+001
11 25 121 -> 156 fr=106 (0.3365), cf=0.964, gamma=1.495, delta=0.111, M=-4.743e+001
11 25 -> ~157 fr=136 (0.4317), cf=0.901, gamma=1.398, delta=0.123, M=-4.707e+001
11 25 -> 156 fr=136 (0.4317), cf=0.901, gamma=1.398, delta=0.123, M=-4.707e+001
92 141 -> ~157 fr=121 (0.3841), cf=0.931, gamma=1.444, delta=0.118, M=-4.696e+001
92 141 -> 156 fr=121 (0.3841), cf=0.931, gamma=1.444, delta=0.118, M=-4.696e+001
25 34 124 -> ~157 fr=131 (0.4159), cf=0.910, gamma=1.412, delta=0.121, M=-4.678e+001
25 34 124 -> 156 fr=131 (0.4159), cf=0.910, gamma=1.412, delta=0.121, M=-4.678e+001
124 -> ~157 fr=189 (0.6000), cf=0.788, gamma=1.222, delta=0.109, M=-4.655e+001
11 92 -> ~157 fr=123 (0.3905), cf=0.925, gamma=1.435, delta=0.118, M=-4.643e+001
11 92 -> 156 fr=123 (0.3905), cf=0.925, gamma=1.435, delta=0.118, M=-4.643e+001
92 -> ~157 fr=135 (0.4286), cf=0.900, gamma=1.397, delta=0.122, M=-4.629e+001
92 -> 156 fr=135 (0.4286), cf=0.900, gamma=1.397, delta=0.122, M=-4.629e+001
34 72 102 -> ~157 fr=117 (0.3714), cf=0.936, gamma=1.452, delta=0.116, M=-4.610e+001
34 72 102 -> 156 fr=117 (0.3714), cf=0.936, gamma=1.452, delta=0.116, M=-4.610e+001
25 121 -> ~157 fr=114 (0.3619), cf=0.942, gamma=1.462, delta=0.114, M=-4.608e+001
25 121 -> 156 fr=114 (0.3619), cf=0.942, gamma=1.462, delta=0.114, M=-4.608e+001
7 121 -> ~157 fr=125 (0.3968), cf=0.919, gamma=1.426, delta=0.119, M=-4.598e+001
7 121 -> 156 fr=125 (0.3968), cf=0.919, gamma=1.426, delta=0.119, M=-4.598e+001
34 82 102 -> ~157 fr=122 (0.3873), cf=0.924, gamma=1.434, delta=0.117, M=-4.570e+001
34 82 102 -> 156 fr=122 (0.3873), cf=0.924, gamma=1.434, delta=0.117, M=-4.570e+001
72 82 102 -> ~157 fr=110 (0.3492), cf=0.948, gamma=1.471, delta=0.112, M=-4.545e+001
72 82 102 -> 156 fr=110 (0.3492), cf=0.948, gamma=1.471, delta=0.112, M=-4.545e+001
121 150 -> ~157 fr=150 (0.4762), cf=0.867, gamma=1.345, delta=0.122, M=-4.533e+001
121 150 -> 156 fr=150 (0.4762), cf=0.867, gamma=1.345, delta=0.122, M=-4.533e+001
4 -> 157 fr=59 (0.1873), cf=0.819, gamma=2.305, delta=0.106, M=-4.532e+001
62 102 -> ~157 fr=118 (0.3746), cf=0.929, gamma=1.442, delta=0.115, M=-4.477e+001
72 102 -> ~157 fr=118 (0.3746), cf=0.929, gamma=1.442, delta=0.115, M=-4.477e+001
62 102 -> 156 fr=118 (0.3746), cf=0.929, gamma=1.442, delta=0.115, M=-4.477e+001
72 102 -> 156 fr=118 (0.3746), cf=0.929, gamma=1.442, delta=0.115, M=-4.477e+001
11 111 -> ~157 fr=133 (0.4222), cf=0.899, gamma=1.394, delta=0.119, M=-4.475e+001
11 111 -> 156 fr=133 (0.4222), cf=0.899, gamma=1.394, delta=0.119, M=-4.475e+001
121 -> ~157 fr=164 (0.5206), cf=0.837, gamma=1.298, delta=0.120, M=-4.447e+001
121 -> 156 fr=164 (0.5206), cf=0.837, gamma=1.298, delta=0.120, M=-4.447e+001
111 -> ~157 fr=145 (0.4603), cf=0.873, gamma=1.355, delta=0.121, M=-4.431e+001
111 -> 156 fr=145 (0.4603), cf=0.873, gamma=1.355, delta=0.121, M=-4.431e+001
2 34 102 -> ~157 fr=147 (0.4667), cf=0.865, gamma=1.342, delta=0.119, M=-4.286e+001
2 34 102 -> 156 fr=147 (0.4667), cf=0.865, gamma=1.342, delta=0.119, M=-4.286e+001
2 25 34 -> ~157 fr=145 (0.4603), cf=0.868, gamma=1.347, delta=0.119, M=-4.277e+001
2 25 34 -> 156 fr=145 (0.4603), cf=0.868, gamma=1.347, delta=0.119, M=-4.277e+001
25 34 52 -> ~157 fr=112 (0.3556), cf=0.933, gamma=1.448, delta=0.110, M=-4.256e+001
25 34 52 -> 156 fr=112 (0.3556), cf=0.933, gamma=1.448, delta=0.110, M=-4.256e+001
52 62 -> ~157 fr=120 (0.3810), cf=0.916, gamma=1.421, delta=0.113, M=-4.235e+001
52 62 -> 156 fr=120 (0.3810), cf=0.916, gamma=1.421, delta=0.113, M=-4.235e+001
82 102 141 150 -> ~157 fr=114 (0.3619), cf=0.927, gamma=1.438, delta=0.110, M=-4.195e+001
82 102 141 150 -> 156 fr=114 (0.3619), cf=0.927, gamma=1.438, delta=0.110, M=-4.195e+001
82 102 -> ~157 fr=122 (0.3873), cf=0.910, gamma=1.413, delta=0.113, M=-4.195e+001
82 102 -> 156 fr=122 (0.3873), cf=0.910, gamma=1.413, delta=0.113, M=-4.195e+001
34 62 -> ~157 fr=124 (0.3937), cf=0.905, gamma=1.404, delta=0.113, M=-4.160e+001
34 62 -> 156 fr=124 (0.3937), cf=0.905, gamma=1.404, delta=0.113, M=-4.160e+001
7 25 52 -> ~157 fr=97 (0.3079), cf=0.960, gamma=1.490, delta=0.101, M=-4.127e+001
7 25 52 -> 156 fr=97 (0.3079), cf=0.960, gamma=1.490, delta=0.101, M=-4.127e+001
25 52 -> ~157 fr=113 (0.3587), cf=0.926, gamma=1.437, delta=0.109, M=-4.126e+001
25 52 -> 156 fr=113 (0.3587), cf=0.926, gamma=1.437, delta=0.109, M=-4.126e+001
62 72 -> ~157 fr=107 (0.3397), cf=0.939, gamma=1.456, delta=0.106, M=-4.120e+001
62 72 -> 156 fr=107 (0.3397), cf=0.939, gamma=1.456, delta=0.106, M=-4.120e+001
11 62 -> ~157 fr=115 (0.3651), cf=0.920, gamma=1.428, delta=0.109, M=-4.073e+001
11 62 -> 156 fr=115 (0.3651), cf=0.920, gamma=1.428, delta=0.109, M=-4.073e+001
34 52 -> ~157 fr=132 (0.4190), cf=0.886, gamma=1.375, delta=0.114, M=-4.069e+001
34 52 -> 156 fr=132 (0.4190), cf=0.886, gamma=1.375, delta=0.114, M=-4.069e+001
25 43 -> ~157 fr=114 (0.3619), cf=0.919, gamma=1.427, delta=0.108, M=-4.005e+001
25 43 -> 156 fr=114 (0.3619), cf=0.919, gamma=1.427, delta=0.108, M=-4.005e+001
61 150 -> 157 fr=43 (0.1365), cf=0.915, gamma=2.573, delta=0.083, M=-3.985e+001
61 150 -> ~156 fr=43 (0.1365), cf=0.915, gamma=2.573, delta=0.083, M=-3.985e+001
25 62 -> ~157 fr=107 (0.3397), cf=0.930, gamma=1.444, delta=0.104, M=-3.918e+001
25 62 -> 156 fr=107 (0.3397), cf=0.930, gamma=1.444, delta=0.104, M=-3.918e+001
62 -> ~157 fr=125 (0.3968), cf=0.893, gamma=1.385, delta=0.110, M=-3.894e+001
62 -> 156 fr=125 (0.3968), cf=0.893, gamma=1.385, delta=0.110, M=-3.894e+001
123 -> 157 fr=34 (0.1079), cf=1.000, gamma=2.813, delta=0.070, M=-3.891e+001
1 -> 157 fr=34 (0.1079), cf=1.000, gamma=2.813, delta=0.070, M=-3.891e+001
2 -> ~157 fr=203 (0.6444), cf=0.722, gamma=1.121, delta=0.070, M=-3.891e+001
34 43 102 -> ~157 fr=115 (0.3651), cf=0.913, gamma=1.416, delta=0.107, M=-3.890e+001
34 43 102 -> 156 fr=115 (0.3651), cf=0.913, gamma=1.416, delta=0.107, M=-3.890e+001
11 52 72 82 -> ~157 fr=89 (0.2825), cf=0.967, gamma=1.501, delta=0.094, M=-3.859e+001
11 52 72 82 -> 156 fr=89 (0.2825), cf=0.967, gamma=1.501, delta=0.094, M=-3.859e+001
52 102 141 150 -> ~157 fr=109 (0.3460), cf=0.924, gamma=1.433, delta=0.105, M=-3.857e+001
52 102 141 150 -> 156 fr=109 (0.3460), cf=0.924, gamma=1.433, delta=0.105, M=-3.857e+001
11 102 -> ~157 fr=147 (0.4667), cf=0.850, gamma=1.319, delta=0.113, M=-3.853e+001
11 102 -> 156 fr=147 (0.4667), cf=0.850, gamma=1.319, delta=0.113, M=-3.853e+001
52 72 -> ~157 fr=106 (0.3365), cf=0.930, gamma=1.443, delta=0.103, M=-3.852e+001
52 72 -> 156 fr=106 (0.3365), cf=0.930, gamma=1.443, delta=0.103, M=-3.852e+001
11 -> ~157 fr=188 (0.5968), cf=0.767, gamma=1.191, delta=0.096, M=-3.756e+001
52 102 141 -> ~157 fr=110 (0.3492), cf=0.917, gamma=1.422, delta=0.104, M=-3.739e+001
52 102 141 -> 156 fr=110 (0.3492), cf=0.917, gamma=1.422, delta=0.104, M=-3.739e+001
61 154 -> 157 fr=39 (0.1238), cf=0.929, gamma=2.612, delta=0.076, M=-3.696e+001
61 154 -> ~156 fr=39 (0.1238), cf=0.929, gamma=2.612, delta=0.076, M=-3.696e+001
34 72 141 -> ~157 fr=109 (0.3460), cf=0.916, gamma=1.421, delta=0.103, M=-3.674e+001
72 141 150 -> ~157 fr=109 (0.3460), cf=0.916, gamma=1.421, delta=0.103, M=-3.674e+001
34 72 141 -> 156 fr=109 (0.3460), cf=0.916, gamma=1.421, delta=0.103, M=-3.674e+001
72 141 150 -> 156 fr=109 (0.3460), cf=0.916, gamma=1.421, delta=0.103, M=-3.674e+001
82 141 150 -> ~157 fr=114 (0.3619), cf=0.905, gamma=1.404, delta=0.104, M=-3.651e+001
82 141 150 -> 156 fr=114 (0.3619), cf=0.905, gamma=1.404, delta=0.104, M=-3.651e+001
43 52 -> ~157 fr=119 (0.3778), cf=0.895, gamma=1.388, delta=0.106, M=-3.649e+001
52 102 -> ~157 fr=119 (0.3778), cf=0.895, gamma=1.388, delta=0.106, M=-3.649e+001
43 52 -> 156 fr=119 (0.3778), cf=0.895, gamma=1.388, delta=0.106, M=-3.649e+001
52 102 -> 156 fr=119 (0.3778), cf=0.895, gamma=1.388, delta=0.106, M=-3.649e+001
43 102 -> ~157 fr=116 (0.3683), cf=0.899, gamma=1.395, delta=0.104, M=-3.615e+001
43 102 -> 156 fr=116 (0.3683), cf=0.899, gamma=1.395, delta=0.104, M=-3.615e+001
102 141 -> ~157 fr=149 (0.4730), cf=0.837, gamma=1.299, delta=0.109, M=-3.601e+001
102 141 -> 156 fr=149 (0.4730), cf=0.837, gamma=1.299, delta=0.109, M=-3.601e+001
72 82 141 -> ~157 fr=102 (0.3238), cf=0.927, gamma=1.439, delta=0.099, M=-3.595e+001
72 82 141 -> 156 fr=102 (0.3238), cf=0.927, gamma=1.439, delta=0.099, M=-3.595e+001
72 141 -> ~157 fr=110 (0.3492), cf=0.909, gamma=1.411, delta=0.102, M=-3.563e+001
72 141 -> 156 fr=110 (0.3492), cf=0.909, gamma=1.411, delta=0.102, M=-3.563e+001
61 -> 157 fr=49 (0.1556), cf=0.817, gamma=2.297, delta=0.088, M=-3.560e+001
7 29 48 67 -> ~157 fr=84 (0.2667), cf=0.966, gamma=1.498, delta=0.089, M=-3.546e+001
7 29 48 67 -> 156 fr=84 (0.2667), cf=0.966, gamma=1.498, delta=0.089, M=-3.546e+001
52 -> ~157 fr=133 (0.4222), cf=0.864, gamma=1.340, delta=0.107, M=-3.539e+001
52 -> 156 fr=133 (0.4222), cf=0.864, gamma=1.340, delta=0.107, M=-3.539e+001
7 141 -> ~157 fr=133 (0.4222), cf=0.864, gamma=1.340, delta=0.107, M=-3.539e+001
7 141 -> 156 fr=133 (0.4222), cf=0.864, gamma=1.340, delta=0.107, M=-3.539e+001
34 82 141 -> ~157 fr=114 (0.3619), cf=0.898, gamma=1.393, delta=0.102, M=-3.485e+001
34 82 141 -> 156 fr=114 (0.3619), cf=0.898, gamma=1.393, delta=0.102, M=-3.485e+001
25 29 34 -> ~157 fr=90 (0.2857), cf=0.947, gamma=1.470, delta=0.091, M=-3.453e+001
25 29 34 -> 156 fr=90 (0.2857), cf=0.947, gamma=1.470, delta=0.091, M=-3.453e+001
7 20 29 48 -> ~157 fr=86 (0.2730), cf=0.956, gamma=1.483, delta=0.089, M=-3.430e+001
7 20 29 48 -> 156 fr=86 (0.2730), cf=0.956, gamma=1.483, delta=0.089, M=-3.430e+001
7 29 48 -> ~157 fr=93 (0.2952), cf=0.939, gamma=1.458, delta=0.093, M=-3.428e+001
7 29 48 -> 156 fr=93 (0.2952), cf=0.939, gamma=1.458, delta=0.093, M=-3.428e+001
25 34 82 -> ~157 fr=105 (0.3333), cf=0.913, gamma=1.417, delta=0.098, M=-3.420e+001
25 34 82 -> 156 fr=105 (0.3333), cf=0.913, gamma=1.417, delta=0.098, M=-3.420e+001
25 34 72 -> ~157 fr=102 (0.3238), cf=0.919, gamma=1.426, delta=0.097, M=-3.410e+001
25 34 72 -> 156 fr=102 (0.3238), cf=0.919, gamma=1.426, delta=0.097, M=-3.410e+001
7 20 38 48 67 -> ~157 fr=72 (0.2286), cf=0.986, gamma=1.530, delta=0.079, M=-3.370e+001
7 20 38 48 67 -> 156 fr=72 (0.2286), cf=0.986, gamma=1.530, delta=0.079, M=-3.370e+001
7 25 82 -> ~157 fr=92 (0.2921), cf=0.939, gamma=1.457, delta=0.092, M=-3.367e+001
7 25 82 -> 156 fr=92 (0.2921), cf=0.939, gamma=1.457, delta=0.092, M=-3.367e+001
91 97 150 -> 157 fr=36 (0.1143), cf=0.923, gamma=2.596, delta=0.070, M=-3.329e+001
91 97 150 -> ~156 fr=36 (0.1143), cf=0.923, gamma=2.596, delta=0.070, M=-3.329e+001
82 141 -> ~157 fr=114 (0.3619), cf=0.891, gamma=1.382, delta=0.100, M=-3.327e+001
82 141 -> 156 fr=114 (0.3619), cf=0.891, gamma=1.382, delta=0.100, M=-3.327e+001
7 20 38 48 -> ~157 fr=80 (0.2540), cf=0.964, gamma=1.496, delta=0.084, M=-3.304e+001
7 20 38 48 -> 156 fr=80 (0.2540), cf=0.964, gamma=1.496, delta=0.084, M=-3.304e+001
141 -> ~157 fr=167 (0.5302), cf=0.795, gamma=1.234, delta=0.101, M=-3.304e+001
25 72 -> ~157 fr=103 (0.3270), cf=0.912, gamma=1.414, delta=0.096, M=-3.297e+001
25 72 -> 156 fr=103 (0.3270), cf=0.912, gamma=1.414, delta=0.096, M=-3.297e+001
7 20 29 -> ~157 fr=97 (0.3079), cf=0.924, gamma=1.433, delta=0.093, M=-3.286e+001
7 20 29 -> 156 fr=97 (0.3079), cf=0.924, gamma=1.433, delta=0.093, M=-3.286e+001
7 29 34 -> ~157 fr=90 (0.2857), cf=0.938, gamma=1.455, delta=0.089, M=-3.246e+001
7 29 34 -> 156 fr=90 (0.2857), cf=0.938, gamma=1.455, delta=0.089, M=-3.246e+001
7 34 43 -> ~157 fr=102 (0.3238), cf=0.911, gamma=1.413, delta=0.095, M=-3.236e+001
7 34 43 -> 156 fr=102 (0.3238), cf=0.911, gamma=1.413, delta=0.095, M=-3.236e+001
7 29 67 -> ~157 fr=93 (0.2952), cf=0.930, gamma=1.443, delta=0.091, M=-3.232e+001
7 29 67 -> 156 fr=93 (0.2952), cf=0.930, gamma=1.443, delta=0.091, M=-3.232e+001
7 20 48 67 -> ~157 fr=86 (0.2730), cf=0.945, gamma=1.466, delta=0.087, M=-3.212e+001
7 20 48 67 -> 156 fr=86 (0.2730), cf=0.945, gamma=1.466, delta=0.087, M=-3.212e+001
7 29 -> ~157 fr=107 (0.3397), cf=0.899, gamma=1.395, delta=0.096, M=-3.210e+001
7 29 -> 156 fr=107 (0.3397), cf=0.899, gamma=1.395, delta=0.096, M=-3.210e+001
91 -> 157 fr=48 (0.1524), cf=0.787, gamma=2.213, delta=0.084, M=-3.182e+001
