2 16 -> ~157 fr=196 (0.6222), cf=0.875, gamma=1.338, delta=0.157, M=-8.872e+001
11 25 -> 156 fr=136 (0.4317), cf=0.895, gamma=1.368, delta=0.116, M=-4.253e+001
25 121 -> ~157 fr=112 (0.3556), cf=0.941, gamma=1.439, delta=0.109, M=-4.247e+001
25 121 -> 156 fr=112 (0.3556), cf=0.941, gamma=1.439, delta=0.109, M=-4.247e+001
92 141 -> ~157 fr=118 (0.3746), cf=0.929, gamma=1.421, delta=0.111, M=-4.245e+001
92 141 -> 156 fr=118 (0.3746), cf=0.929, gamma=1.421, delta=0.111, M=-4.245e+001
121 -> ~157 fr=162 (0.5143), cf=0.844, gamma=1.290, delta=0.116, M=-4.171e+001
121 -> 156 fr=162 (0.5143), cf=0.844, gamma=1.290, delta=0.116, M=-4.171e+001
111 -> ~157 fr=141 (0.4476), cf=0.881, gamma=1.348, delta=0.115, M=-4.136e+001
111 -> 156 fr=141 (0.4476), cf=0.881, gamma=1.348, delta=0.115, M=-4.136e+001
72 82 92 -> ~157 fr=96 (0.3048), cf=0.970, gamma=1.483, delta=0.099, M=-4.134e+001
72 82 92 -> 156 fr=96 (0.3048), cf=0.970, gamma=1.483, delta=0.099, M=-4.134e+001
25 43 -> ~157 fr=113 (0.3587), cf=0.934, gamma=1.428, delta=0.108, M=-4.107e+001
25 43 -> 156 fr=113 (0.3587), cf=0.934, gamma=1.428, delta=0.108, M=-4.107e+001
25 34 52 -> ~157 fr=112 (0.3556), cf=0.933, gamma=1.427, delta=0.106, M=-4.041e+001
25 34 52 -> 156 fr=112 (0.3556), cf=0.933, gamma=1.427, delta=0.106, M=-4.041e+001
92 -> ~157 fr=130 (0.4127), cf=0.897, gamma=1.371, delta=0.112, M=-3.992e+001
92 -> 156 fr=130 (0.4127), cf=0.897, gamma=1.371, delta=0.112, M=-3.992e+001
7 25 52 -> ~157 fr=97 (0.3079), cf=0.960, gamma=1.469, delta=0.098, M=-3.946e+001
7 25 52 -> 156 fr=97 (0.3079), cf=0.960, gamma=1.469, delta=0.098, M=-3.946e+001
2 34 102 -> ~157 fr=148 (0.4698), cf=0.860, gamma=1.316, delta=0.113, M=-3.906e+001
2 34 102 -> 156 fr=148 (0.4698), cf=0.860, gamma=1.316, delta=0.113, M=-3.906e+001
34 52 -> ~157 fr=131 (0.4159), cf=0.891, gamma=1.363, delta=0.111, M=-3.898e+001
34 52 -> 156 fr=131 (0.4159), cf=0.891, gamma=1.363, delta=0.111, M=-3.898e+001
34 62 -> ~157 fr=121 (0.3841), cf=0.910, gamma=1.391, delta=0.108, M=-3.890e+001
34 62 -> 156 fr=121 (0.3841), cf=0.910, gamma=1.391, delta=0.108, M=-3.890e+001
1 -> 157 fr=33 (0.1048), cf=1.000, gamma=2.890, delta=0.069, M=-3.870e+001
2 -> ~157 fr=206 (0.6540), cf=0.730, gamma=1.117, delta=0.069, M=-3.870e+001
25 52 -> ~157 fr=112 (0.3556), cf=0.926, gamma=1.415, delta=0.104, M=-3.846e+001
25 52 -> 156 fr=112 (0.3556), cf=0.926, gamma=1.415, delta=0.104, M=-3.846e+001
34 82 102 -> ~157 fr=117 (0.3714), cf=0.914, gamma=1.398, delta=0.106, M=-3.803e+001
34 82 102 -> 156 fr=117 (0.3714), cf=0.914, gamma=1.398, delta=0.106, M=-3.803e+001
34 72 102 -> ~157 fr=114 (0.3619), cf=0.919, gamma=1.406, delta=0.104, M=-3.789e+001
34 72 102 -> 156 fr=114 (0.3619), cf=0.919, gamma=1.406, delta=0.104, M=-3.789e+001
52 102 141 150 -> ~157 fr=108 (0.3429), cf=0.931, gamma=1.424, delta=0.102, M=-3.782e+001
52 102 141 150 -> 156 fr=108 (0.3429), cf=0.931, gamma=1.424, delta=0.102, M=-3.782e+001
82 102 141 150 -> ~157 fr=111 (0.3524), cf=0.925, gamma=1.414, delta=0.103, M=-3.782e+001
82 102 141 150 -> 156 fr=111 (0.3524), cf=0.925, gamma=1.414, delta=0.103, M=-3.782e+001
52 -> ~157 fr=131 (0.4159), cf=0.885, gamma=1.353, delta=0.109, M=-3.740e+001
52 -> 156 fr=131 (0.4159), cf=0.885, gamma=1.353, delta=0.109, M=-3.740e+001
62 102 -> ~157 fr=113 (0.3587), cf=0.919, gamma=1.405, delta=0.103, M=-3.725e+001
62 102 -> 156 fr=113 (0.3587), cf=0.919, gamma=1.405, delta=0.103, M=-3.725e+001
7 29 48 67 -> ~157 fr=85 (0.2698), cf=0.977, gamma=1.494, delta=0.089, M=-3.719e+001
7 29 48 67 -> 156 fr=85 (0.2698), cf=0.977, gamma=1.494, delta=0.089, M=-3.719e+001
123 -> 157 fr=36 (0.1143), cf=0.947, gamma=2.738, delta=0.073, M=-3.669e+001
72 82 102 -> ~157 fr=106 (0.3365), cf=0.930, gamma=1.422, delta=0.100, M=-3.656e+001
72 82 102 -> 156 fr=106 (0.3365), cf=0.930, gamma=1.422, delta=0.100, M=-3.656e+001
25 29 34 -> ~157 fr=92 (0.2921), cf=0.958, gamma=1.465, delta=0.093, M=-3.635e+001
25 29 34 -> 156 fr=92 (0.2921), cf=0.958, gamma=1.465, delta=0.093, M=-3.635e+001
61 150 -> 157 fr=39 (0.1238), cf=0.907, gamma=2.621, delta=0.077, M=-3.613e+001
61 150 -> ~156 fr=39 (0.1238), cf=0.907, gamma=2.621, delta=0.077, M=-3.613e+001
72 102 -> ~157 fr=114 (0.3619), cf=0.912, gamma=1.395, delta=0.102, M=-3.611e+001
72 102 -> 156 fr=114 (0.3619), cf=0.912, gamma=1.395, delta=0.102, M=-3.611e+001
34 43 102 -> ~157 fr=114 (0.3619), cf=0.912, gamma=1.395, delta=0.102, M=-3.611e+001
34 43 102 -> 156 fr=114 (0.3619), cf=0.912, gamma=1.395, delta=0.102, M=-3.611e+001
7 29 48 -> ~157 fr=95 (0.3016), cf=0.950, gamma=1.453, delta=0.094, M=-3.591e+001
7 29 48 -> 156 fr=95 (0.3016), cf=0.950, gamma=1.453, delta=0.094, M=-3.591e+001
61 154 -> 157 fr=37 (0.1175), cf=0.925, gamma=2.673, delta=0.074, M=-3.568e+001
61 154 -> ~156 fr=37 (0.1175), cf=0.925, gamma=2.673, delta=0.074, M=-3.568e+001
82 102 -> ~157 fr=118 (0.3746), cf=0.901, gamma=1.377, delta=0.103, M=-3.526e+001
82 102 -> 156 fr=118 (0.3746), cf=0.901, gamma=1.377, delta=0.103, M=-3.526e+001
7 25 62 -> ~157 fr=90 (0.2857), cf=0.957, gamma=1.464, delta=0.091, M=-3.514e+001
7 25 62 -> 156 fr=90 (0.2857), cf=0.957, gamma=1.464, delta=0.091, M=-3.514e+001
7 141 -> ~157 fr=138 (0.4381), cf=0.863, gamma=1.319, delta=0.106, M=-3.478e+001
7 141 -> 156 fr=138 (0.4381), cf=0.863, gamma=1.319, delta=0.106, M=-3.478e+001
11 62 -> ~157 fr=109 (0.3460), cf=0.916, gamma=1.401, delta=0.099, M=-3.474e+001
11 62 -> 156 fr=109 (0.3460), cf=0.916, gamma=1.401, delta=0.099, M=-3.474e+001
11 -> ~157 fr=188 (0.5968), cf=0.774, gamma=1.183, delta=0.092, M=-3.458e+001
82 141 150 -> ~157 fr=111 (0.3524), cf=0.910, gamma=1.391, delta=0.099, M=-3.424e+001
82 141 150 -> 156 fr=111 (0.3524), cf=0.910, gamma=1.391, delta=0.099, M=-3.424e+001
7 20 48 57 67 -> ~157 fr=80 (0.2540), cf=0.976, gamma=1.492, delta=0.084, M=-3.419e+001
7 20 48 57 67 -> 156 fr=80 (0.2540), cf=0.976, gamma=1.492, delta=0.084, M=-3.419e+001
43 62 -> ~157 fr=108 (0.3429), cf=0.915, gamma=1.400, delta=0.098, M=-3.413e+001
43 62 -> 156 fr=108 (0.3429), cf=0.915, gamma=1.400, delta=0.098, M=-3.413e+001
34 102 141 150 -> ~157 fr=139 (0.4413), cf=0.858, gamma=1.312, delta=0.105, M=-3.407e+001
34 102 141 150 -> 156 fr=139 (0.4413), cf=0.858, gamma=1.312, delta=0.105, M=-3.407e+001
62 -> ~157 fr=121 (0.3841), cf=0.890, gamma=1.360, delta=0.102, M=-3.398e+001
62 -> 156 fr=121 (0.3841), cf=0.890, gamma=1.360, delta=0.102, M=-3.398e+001
61 -> 157 fr=46 (0.1460), cf=0.807, gamma=2.332, delta=0.083, M=-3.353e+001
72 141 150 -> ~157 fr=107 (0.3397), cf=0.915, gamma=1.398, delta=0.097, M=-3.352e+001
43 102 141 -> ~157 fr=107 (0.3397), cf=0.915, gamma=1.398, delta=0.097, M=-3.352e+001
72 141 150 -> 156 fr=107 (0.3397), cf=0.915, gamma=1.398, delta=0.097, M=-3.352e+001
43 102 141 -> 156 fr=107 (0.3397), cf=0.915, gamma=1.398, delta=0.097, M=-3.352e+001
34 102 141 -> ~157 fr=140 (0.4444), cf=0.854, gamma=1.305, delta=0.104, M=-3.339e+001
34 102 141 -> 156 fr=140 (0.4444), cf=0.854, gamma=1.305, delta=0.104, M=-3.339e+001
7 48 57 67 -> ~157 fr=87 (0.2762), cf=0.956, gamma=1.462, delta=0.087, M=-3.336e+001
7 20 48 67 -> ~157 fr=87 (0.2762), cf=0.956, gamma=1.462, delta=0.087, M=-3.336e+001
7 48 57 67 -> 156 fr=87 (0.2762), cf=0.956, gamma=1.462, delta=0.087, M=-3.336e+001
7 20 48 67 -> 156 fr=87 (0.2762), cf=0.956, gamma=1.462, delta=0.087, M=-3.336e+001
91 97 150 -> 157 fr=35 (0.1111), cf=0.921, gamma=2.662, delta=0.069, M=-3.318e+001
91 97 150 -> ~156 fr=35 (0.1111), cf=0.921, gamma=2.662, delta=0.069, M=-3.318e+001
25 34 -> ~157 fr=147 (0.4667), cf=0.840, gamma=1.284, delta=0.103, M=-3.290e+001
25 34 -> 156 fr=147 (0.4667), cf=0.840, gamma=1.284, delta=0.103, M=-3.290e+001
7 25 29 -> ~157 fr=82 (0.2603), cf=0.965, gamma=1.475, delta=0.084, M=-3.279e+001
7 25 29 -> 156 fr=82 (0.2603), cf=0.965, gamma=1.475, delta=0.084, M=-3.279e+001
43 102 -> ~157 fr=114 (0.3619), cf=0.898, gamma=1.373, delta=0.098, M=-3.278e+001
43 102 -> 156 fr=114 (0.3619), cf=0.898, gamma=1.373, delta=0.098, M=-3.278e+001
72 141 -> ~157 fr=108 (0.3429), cf=0.908, gamma=1.388, delta=0.096, M=-3.242e+001
72 141 -> 156 fr=108 (0.3429), cf=0.908, gamma=1.388, delta=0.096, M=-3.242e+001
7 20 38 48 -> ~157 fr=81 (0.2571), cf=0.964, gamma=1.475, delta=0.083, M=-3.221e+001
7 20 38 48 -> 156 fr=81 (0.2571), cf=0.964, gamma=1.475, delta=0.083, M=-3.221e+001
25 29 -> ~157 fr=92 (0.2921), cf=0.939, gamma=1.436, delta=0.089, M=-3.204e+001
25 29 -> 156 fr=92 (0.2921), cf=0.939, gamma=1.436, delta=0.089, M=-3.204e+001
34 43 141 -> ~157 fr=107 (0.3397), cf=0.907, gamma=1.387, delta=0.095, M=-3.183e+001
34 43 141 -> 156 fr=107 (0.3397), cf=0.907, gamma=1.387, delta=0.095, M=-3.183e+001
130 136 -> 157 fr=37 (0.1175), cf=0.881, gamma=2.546, delta=0.071, M=-3.181e+001
130 136 -> ~156 fr=37 (0.1175), cf=0.881, gamma=2.546, delta=0.071, M=-3.181e+001
7 34 43 -> ~157 fr=101 (0.3206), cf=0.918, gamma=1.404, delta=0.092, M=-3.170e+001
7 34 43 -> 156 fr=101 (0.3206), cf=0.918, gamma=1.404, delta=0.092, M=-3.170e+001
7 29 34 -> ~157 fr=91 (0.2889), cf=0.938, gamma=1.435, delta=0.088, M=-3.146e+001
7 29 34 -> 156 fr=91 (0.2889), cf=0.938, gamma=1.435, delta=0.088, M=-3.146e+001
7 29 -> ~157 fr=109 (0.3460), cf=0.901, gamma=1.377, delta=0.095, M=-3.139e+001
7 29 -> 156 fr=109 (0.3460), cf=0.901, gamma=1.377, delta=0.095, M=-3.139e+001
29 141 150 -> ~157 fr=106 (0.3365), cf=0.906, gamma=1.385, delta=0.094, M=-3.124e+001
29 141 150 -> 156 fr=106 (0.3365), cf=0.906, gamma=1.385, delta=0.094, M=-3.124e+001
7 20 -> ~157 fr=114 (0.3619), cf=0.891, gamma=1.362, delta=0.096, M=-3.123e+001
7 20 -> 156 fr=114 (0.3619), cf=0.891, gamma=1.362, delta=0.096, M=-3.123e+001
