2 16 -> ~157 fr=193 (0.6127), cf=0.877, gamma=1.361, delta=0.163, M=-9.258e+001
92 102 141 -> 156 fr=115 (0.3651), cf=0.943, gamma=1.463, delta=0.115, M=-4.680e+001
92 102 -> ~157 fr=126 (0.4000), cf=0.920, gamma=1.427, delta=0.120, M=-4.673e+001
92 102 -> 156 fr=126 (0.4000), cf=0.920, gamma=1.427, delta=0.120, M=-4.673e+001
124 -> ~157 fr=190 (0.6032), cf=0.785, gamma=1.218, delta=0.108, M=-4.665e+001
2 141 150 -> ~157 fr=160 (0.5079), cf=0.851, gamma=1.321, delta=0.123, M=-4.655e+001
2 141 150 -> 156 fr=160 (0.5079), cf=0.851, gamma=1.321, delta=0.123, M=-4.655e+001
122 -> 157 fr=64 (0.2032), cf=0.790, gamma=2.222, delta=0.112, M=-4.649e+001
2 141 -> ~157 fr=166 (0.5270), cf=0.838, gamma=1.301, delta=0.122, M=-4.637e+001
2 141 -> 156 fr=166 (0.5270), cf=0.838, gamma=1.301, delta=0.122, M=-4.637e+001
111 121 -> ~157 fr=132 (0.4190), cf=0.904, gamma=1.403, delta=0.120, M=-4.574e+001
111 121 -> 156 fr=132 (0.4190), cf=0.904, gamma=1.403, delta=0.120, M=-4.574e+001
4 -> 157 fr=58 (0.1841), cf=0.829, gamma=2.330, delta=0.105, M=-4.547e+001
7 121 150 -> ~157 fr=113 (0.3587), cf=0.942, gamma=1.461, delta=0.113, M=-4.536e+001
7 121 150 -> 156 fr=113 (0.3587), cf=0.942, gamma=1.461, delta=0.113, M=-4.536e+001
11 25 -> ~157 fr=133 (0.4222), cf=0.899, gamma=1.394, delta=0.119, M=-4.475e+001
11 25 -> 156 fr=133 (0.4222), cf=0.899, gamma=1.394, delta=0.119, M=-4.475e+001
11 34 102 -> ~157 fr=128 (0.4063), cf=0.908, gamma=1.409, delta=0.118, M=-4.451e+001
11 34 102 -> 156 fr=128 (0.4063), cf=0.908, gamma=1.409, delta=0.118, M=-4.451e+001
72 82 92 111 -> ~157 fr=93 (0.2952), cf=0.979, gamma=1.519, delta=0.101, M=-4.395e+001
72 82 92 111 -> 156 fr=93 (0.2952), cf=0.979, gamma=1.519, delta=0.101, M=-4.395e+001
11 34 -> ~157 fr=157 (0.4984), cf=0.849, gamma=1.317, delta=0.120, M=-4.386e+001
11 34 -> 156 fr=157 (0.4984), cf=0.849, gamma=1.317, delta=0.120, M=-4.386e+001
72 82 92 -> ~157 fr=97 (0.3079), cf=0.970, gamma=1.505, delta=0.103, M=-4.383e+001
72 82 92 -> 156 fr=97 (0.3079), cf=0.970, gamma=1.505, delta=0.103, M=-4.383e+001
7 121 -> ~157 fr=124 (0.3937), cf=0.912, gamma=1.415, delta=0.115, M=-4.338e+001
7 121 -> 156 fr=124 (0.3937), cf=0.912, gamma=1.415, delta=0.115, M=-4.338e+001
111 141 -> ~157 fr=128 (0.4063), cf=0.901, gamma=1.399, delta=0.116, M=-4.275e+001
111 141 -> 156 fr=128 (0.4063), cf=0.901, gamma=1.399, delta=0.116, M=-4.275e+001
92 121 -> ~157 fr=123 (0.3905), cf=0.911, gamma=1.414, delta=0.114, M=-4.266e+001
92 121 -> 156 fr=123 (0.3905), cf=0.911, gamma=1.414, delta=0.114, M=-4.266e+001
92 111 -> ~157 fr=115 (0.3651), cf=0.927, gamma=1.439, delta=0.111, M=-4.265e+001
92 141 -> ~157 fr=115 (0.3651), cf=0.927, gamma=1.439, delta=0.111, M=-4.265e+001
92 111 -> 156 fr=115 (0.3651), cf=0.927, gamma=1.439, delta=0.111, M=-4.265e+001
92 141 -> 156 fr=115 (0.3651), cf=0.927, gamma=1.439, delta=0.111, M=-4.265e+001
7 25 52 -> ~157 fr=99 (0.3143), cf=0.961, gamma=1.491, delta=0.104, M=-4.260e+001
7 25 52 -> 156 fr=99 (0.3143), cf=0.961, gamma=1.491, delta=0.104, M=-4.260e+001
25 34 121 -> ~157 fr=109 (0.3460), cf=0.940, gamma=1.458, delta=0.109, M=-4.257e+001
25 34 121 -> 156 fr=109 (0.3460), cf=0.940, gamma=1.458, delta=0.109, M=-4.257e+001
72 92 -> ~157 fr=105 (0.3333), cf=0.946, gamma=1.468, delta=0.106, M=-4.200e+001
72 92 -> 156 fr=105 (0.3333), cf=0.946, gamma=1.468, delta=0.106, M=-4.200e+001
2 25 34 -> ~157 fr=144 (0.4571), cf=0.867, gamma=1.346, delta=0.118, M=-4.199e+001
2 25 34 -> 156 fr=144 (0.4571), cf=0.867, gamma=1.346, delta=0.118, M=-4.199e+001
25 92 -> ~157 fr=104 (0.3302), cf=0.945, gamma=1.467, delta=0.105, M=-4.132e+001
25 92 -> 156 fr=104 (0.3302), cf=0.945, gamma=1.467, delta=0.105, M=-4.132e+001
34 72 102 -> ~157 fr=113 (0.3587), cf=0.926, gamma=1.437, delta=0.109, M=-4.126e+001
25 34 52 -> ~157 fr=113 (0.3587), cf=0.926, gamma=1.437, delta=0.109, M=-4.126e+001
34 72 102 -> 156 fr=113 (0.3587), cf=0.926, gamma=1.437, delta=0.109, M=-4.126e+001
25 34 52 -> 156 fr=113 (0.3587), cf=0.926, gamma=1.437, delta=0.109, M=-4.126e+001
25 121 -> ~157 fr=110 (0.3492), cf=0.932, gamma=1.447, delta=0.108, M=-4.119e+001
25 121 -> 156 fr=110 (0.3492), cf=0.932, gamma=1.447, delta=0.108, M=-4.119e+001
34 52 -> ~157 fr=131 (0.4159), cf=0.885, gamma=1.373, delta=0.113, M=-3.997e+001
34 52 -> 156 fr=131 (0.4159), cf=0.885, gamma=1.373, delta=0.113, M=-3.997e+001
7 141 150 -> ~157 fr=131 (0.4159), cf=0.885, gamma=1.373, delta=0.113, M=-3.997e+001
7 141 150 -> 156 fr=131 (0.4159), cf=0.885, gamma=1.373, delta=0.113, M=-3.997e+001
62 72 82 121 -> ~157 fr=95 (0.3016), cf=0.960, gamma=1.489, delta=0.099, M=-3.996e+001
62 72 82 121 -> 156 fr=95 (0.3016), cf=0.960, gamma=1.489, delta=0.099, M=-3.996e+001
62 92 -> ~157 fr=111 (0.3524), cf=0.925, gamma=1.435, delta=0.107, M=-3.991e+001
62 92 -> 156 fr=111 (0.3524), cf=0.925, gamma=1.435, delta=0.107, M=-3.991e+001
72 82 102 -> ~157 fr=105 (0.3333), cf=0.938, gamma=1.455, delta=0.104, M=-3.987e+001
72 82 102 -> 156 fr=105 (0.3333), cf=0.938, gamma=1.455, delta=0.104, M=-3.987e+001
7 141 -> ~157 fr=135 (0.4286), cf=0.877, gamma=1.360, delta=0.114, M=-3.975e+001
7 141 -> 156 fr=135 (0.4286), cf=0.877, gamma=1.360, delta=0.114, M=-3.975e+001
2 34 102 -> ~157 fr=143 (0.4540), cf=0.861, gamma=1.337, delta=0.114, M=-3.974e+001
2 34 102 -> 156 fr=143 (0.4540), cf=0.861, gamma=1.337, delta=0.114, M=-3.974e+001
92 -> ~157 fr=128 (0.4063), cf=0.889, gamma=1.379, delta=0.112, M=-3.942e+001
92 -> 156 fr=128 (0.4063), cf=0.889, gamma=1.379, delta=0.112, M=-3.942e+001
62 102 -> ~157 fr=113 (0.3587), cf=0.919, gamma=1.426, delta=0.107, M=-3.937e+001
72 102 -> ~157 fr=113 (0.3587), cf=0.919, gamma=1.426, delta=0.107, M=-3.937e+001
25 52 -> ~157 fr=113 (0.3587), cf=0.919, gamma=1.426, delta=0.107, M=-3.937e+001
62 102 -> 156 fr=113 (0.3587), cf=0.919, gamma=1.426, delta=0.107, M=-3.937e+001
72 102 -> 156 fr=113 (0.3587), cf=0.919, gamma=1.426, delta=0.107, M=-3.937e+001
25 52 -> 156 fr=113 (0.3587), cf=0.919, gamma=1.426, delta=0.107, M=-3.937e+001
62 72 82 111 -> ~157 fr=94 (0.2984), cf=0.959, gamma=1.488, delta=0.098, M=-3.931e+001
52 72 82 121 -> ~157 fr=94 (0.2984), cf=0.959, gamma=1.488, delta=0.098, M=-3.931e+001
62 72 82 111 -> 156 fr=94 (0.2984), cf=0.959, gamma=1.488, delta=0.098, M=-3.931e+001
52 72 82 121 -> 156 fr=94 (0.2984), cf=0.959, gamma=1.488, delta=0.098, M=-3.931e+001
121 150 -> ~157 fr=146 (0.4635), cf=0.854, gamma=1.325, delta=0.114, M=-3.916e+001
121 150 -> 156 fr=146 (0.4635), cf=0.854, gamma=1.325, delta=0.114, M=-3.916e+001
1 -> 157 fr=34 (0.1079), cf=1.000, gamma=2.813, delta=0.070, M=-3.891e+001
2 -> ~157 fr=203 (0.6444), cf=0.722, gamma=1.121, delta=0.070, M=-3.891e+001
34 82 102 -> ~157 fr=115 (0.3651), cf=0.913, gamma=1.416, delta=0.107, M=-3.890e+001
34 82 102 -> 156 fr=115 (0.3651), cf=0.913, gamma=1.416, delta=0.107, M=-3.890e+001
62 72 121 -> ~157 fr=100 (0.3175), cf=0.943, gamma=1.464, delta=0.101, M=-3.868e+001
52 72 121 -> ~157 fr=100 (0.3175), cf=0.943, gamma=1.464, delta=0.101, M=-3.868e+001
62 72 121 -> 156 fr=100 (0.3175), cf=0.943, gamma=1.464, delta=0.101, M=-3.868e+001
52 72 121 -> 156 fr=100 (0.3175), cf=0.943, gamma=1.464, delta=0.101, M=-3.868e+001
121 -> ~157 fr=160 (0.5079), cf=0.825, gamma=1.280, delta=0.111, M=-3.822e+001
121 -> 156 fr=160 (0.5079), cf=0.825, gamma=1.280, delta=0.111, M=-3.822e+001
62 72 111 -> ~157 fr=99 (0.3143), cf=0.943, gamma=1.463, delta=0.099, M=-3.804e+001
62 72 111 -> 156 fr=99 (0.3143), cf=0.943, gamma=1.463, delta=0.099, M=-3.804e+001
7 52 -> ~157 fr=102 (0.3238), cf=0.936, gamma=1.452, delta=0.101, M=-3.791e+001
7 52 -> 156 fr=102 (0.3238), cf=0.936, gamma=1.452, delta=0.101, M=-3.791e+001
82 102 -> ~157 fr=116 (0.3683), cf=0.906, gamma=1.406, delta=0.106, M=-3.783e+001
82 102 -> 156 fr=116 (0.3683), cf=0.906, gamma=1.406, delta=0.106, M=-3.783e+001
7 25 43 -> ~157 fr=98 (0.3111), cf=0.942, gamma=1.462, delta=0.098, M=-3.740e+001
7 25 43 -> 156 fr=98 (0.3111), cf=0.942, gamma=1.462, delta=0.098, M=-3.740e+001
52 102 141 150 -> ~157 fr=107 (0.3397), cf=0.922, gamma=1.431, delta=0.102, M=-3.727e+001
52 102 141 150 -> 156 fr=107 (0.3397), cf=0.922, gamma=1.431, delta=0.102, M=-3.727e+001
25 34 62 -> ~157 fr=104 (0.3302), cf=0.929, gamma=1.441, delta=0.101, M=-3.722e+001
25 34 62 -> 156 fr=104 (0.3302), cf=0.929, gamma=1.441, delta=0.101, M=-3.722e+001
52 62 -> ~157 fr=115 (0.3651), cf=0.906, gamma=1.405, delta=0.105, M=-3.716e+001
52 62 -> 156 fr=115 (0.3651), cf=0.906, gamma=1.405, delta=0.105, M=-3.716e+001
34 62 -> ~157 fr=120 (0.3810), cf=0.896, gamma=1.390, delta=0.107, M=-3.716e+001
34 62 -> 156 fr=120 (0.3810), cf=0.896, gamma=1.390, delta=0.107, M=-3.716e+001
25 43 -> ~157 fr=112 (0.3556), cf=0.911, gamma=1.413, delta=0.104, M=-3.692e+001
25 43 -> 156 fr=112 (0.3556), cf=0.911, gamma=1.413, delta=0.104, M=-3.692e+001
52 -> ~157 fr=131 (0.4159), cf=0.873, gamma=1.355, delta=0.109, M=-3.690e+001
52 -> 156 fr=131 (0.4159), cf=0.873, gamma=1.355, delta=0.109, M=-3.690e+001
62 72 82 -> ~157 fr=97 (0.3079), cf=0.942, gamma=1.461, delta=0.097, M=-3.676e+001
62 72 82 -> 156 fr=97 (0.3079), cf=0.942, gamma=1.461, delta=0.097, M=-3.676e+001
62 72 -> ~157 fr=103 (0.3270), cf=0.928, gamma=1.440, delta=0.100, M=-3.658e+001
62 72 -> 156 fr=103 (0.3270), cf=0.928, gamma=1.440, delta=0.100, M=-3.658e+001
7 20 29 48 67 -> ~157 fr=81 (0.2571), cf=0.976, gamma=1.514, delta=0.087, M=-3.624e+001
7 20 29 48 67 -> 156 fr=81 (0.2571), cf=0.976, gamma=1.514, delta=0.087, M=-3.624e+001
11 102 -> ~157 fr=140 (0.4444), cf=0.854, gamma=1.325, delta=0.109, M=-3.611e+001
11 102 -> 156 fr=140 (0.4444), cf=0.854, gamma=1.325, delta=0.109, M=-3.611e+001
61 150 -> 157 fr=40 (0.1270), cf=0.909, gamma=2.557, delta=0.077, M=-3.611e+001
61 150 -> ~156 fr=40 (0.1270), cf=0.909, gamma=2.557, delta=0.077, M=-3.611e+001
34 102 141 -> ~157 fr=134 (0.4254), cf=0.865, gamma=1.341, delta=0.108, M=-3.608e+001
34 102 141 -> 156 fr=134 (0.4254), cf=0.865, gamma=1.341, delta=0.108, M=-3.608e+001
7 29 48 67 -> ~157 fr=85 (0.2698), cf=0.966, gamma=1.499, delta=0.090, M=-3.608e+001
7 29 48 67 -> 156 fr=85 (0.2698), cf=0.966, gamma=1.499, delta=0.090, M=-3.608e+001
7 20 29 48 -> ~157 fr=88 (0.2794), cf=0.957, gamma=1.484, delta=0.091, M=-3.553e+001
7 20 29 48 -> 156 fr=88 (0.2794), cf=0.957, gamma=1.484, delta=0.091, M=-3.553e+001
7 111 150 -> ~157 fr=95 (0.3016), cf=0.941, gamma=1.460, delta=0.095, M=-3.551e+001
7 111 150 -> 156 fr=95 (0.3016), cf=0.941, gamma=1.460, delta=0.095, M=-3.551e+001
25 62 -> ~157 fr=104 (0.3302), cf=0.920, gamma=1.428, delta=0.099, M=-3.535e+001
25 62 -> 156 fr=104 (0.3302), cf=0.920, gamma=1.428, delta=0.099, M=-3.535e+001
11 -> ~157 fr=185 (0.5873), cf=0.768, gamma=1.191, delta=0.094, M=-3.518e+001
25 29 34 -> ~157 fr=91 (0.2889), cf=0.948, gamma=1.471, delta=0.092, M=-3.514e+001
25 29 34 -> 156 fr=91 (0.2889), cf=0.948, gamma=1.471, delta=0.092, M=-3.514e+001
62 82 111 -> ~157 fr=97 (0.3079), cf=0.933, gamma=1.447, delta=0.095, M=-3.475e+001
62 82 111 -> 156 fr=97 (0.3079), cf=0.933, gamma=1.447, delta=0.095, M=-3.475e+001
111 -> ~157 fr=136 (0.4317), cf=0.855, gamma=1.327, delta=0.106, M=-3.468e+001
111 -> 156 fr=136 (0.4317), cf=0.855, gamma=1.327, delta=0.106, M=-3.468e+001
34 43 102 -> ~157 fr=111 (0.3524), cf=0.902, gamma=1.400, delta=0.101, M=-3.458e+001
34 43 102 -> 156 fr=111 (0.3524), cf=0.902, gamma=1.400, delta=0.101, M=-3.458e+001
91 97 150 -> 157 fr=37 (0.1175), cf=0.925, gamma=2.602, delta=0.072, M=-3.450e+001
91 97 150 -> ~156 fr=37 (0.1175), cf=0.925, gamma=2.602, delta=0.072, M=-3.450e+001
102 141 -> ~157 fr=145 (0.4603), cf=0.838, gamma=1.301, delta=0.106, M=-3.437e+001
102 141 -> 156 fr=145 (0.4603), cf=0.838, gamma=1.301, delta=0.106, M=-3.437e+001
7 29 48 -> ~157 fr=96 (0.3048), cf=0.932, gamma=1.446, delta=0.094, M=-3.413e+001
7 29 48 -> 156 fr=96 (0.3048), cf=0.932, gamma=1.446, delta=0.094, M=-3.413e+001
62 -> ~157 fr=120 (0.3810), cf=0.882, gamma=1.369, delta=0.103, M=-3.403e+001
62 -> 156 fr=120 (0.3810), cf=0.882, gamma=1.369, delta=0.103, M=-3.403e+001
7 20 38 48 67 -> ~157 fr=72 (0.2286), cf=0.986, gamma=1.530, delta=0.079, M=-3.370e+001
7 20 38 48 67 -> 156 fr=72 (0.2286), cf=0.986, gamma=1.530, delta=0.079, M=-3.370e+001
7 25 34 -> ~157 fr=130 (0.4127), cf=0.861, gamma=1.336, delta=0.104, M=-3.337e+001
7 25 34 -> 156 fr=130 (0.4127), cf=0.861, gamma=1.336, delta=0.104, M=-3.337e+001
61 154 -> 157 fr=36 (0.1143), cf=0.923, gamma=2.596, delta=0.070, M=-3.329e+001
61 154 -> ~156 fr=36 (0.1143), cf=0.923, gamma=2.596, delta=0.070, M=-3.329e+001
34 72 141 -> ~157 fr=106 (0.3365), cf=0.906, gamma=1.406, delta=0.097, M=-3.312e+001
34 72 141 -> 156 fr=106 (0.3365), cf=0.906, gamma=1.406, delta=0.097, M=-3.312e+001
