9 36 65 -> 103 fr=79 (0.1285), cf=0.975, gamma=7.593, delta=0.112, M=-2.247e+002
9 36 56 72 -> 103 fr=79 (0.1285), cf=0.752, gamma=5.857, delta=0.107, M=-1.764e+002
23 36 38 -> 103 fr=78 (0.1268), cf=0.780, gamma=6.072, delta=0.106, M=-1.762e+002
9 36 38 -> 103 fr=79 (0.1285), cf=0.745, gamma=5.802, delta=0.106, M=-1.751e+002
9 36 72 74 -> 103 fr=79 (0.1285), cf=0.745, gamma=5.802, delta=0.106, M=-1.751e+002
23 36 72 74 -> 103 fr=78 (0.1268), cf=0.765, gamma=5.953, delta=0.106, M=-1.733e+002
23 65 -> 103 fr=78 (0.1268), cf=0.757, gamma=5.895, delta=0.105, M=-1.719e+002
23 36 56 74 -> 103 fr=78 (0.1268), cf=0.757, gamma=5.895, delta=0.105, M=-1.719e+002
9 36 56 77 -> 103 fr=79 (0.1285), cf=0.725, gamma=5.642, delta=0.106, M=-1.711e+002
36 38 56 72 74 -> 103 fr=79 (0.1285), cf=0.725, gamma=5.642, delta=0.106, M=-1.711e+002
23 36 72 -> 103 fr=78 (0.1268), cf=0.750, gamma=5.839, delta=0.105, M=-1.705e+002
9 23 56 72 74 -> 103 fr=78 (0.1268), cf=0.750, gamma=5.839, delta=0.105, M=-1.705e+002
9 36 74 -> 103 fr=79 (0.1285), cf=0.718, gamma=5.591, delta=0.105, M=-1.698e+002
36 38 56 74 -> 103 fr=79 (0.1285), cf=0.718, gamma=5.591, delta=0.105, M=-1.698e+002
23 36 56 -> 103 fr=78 (0.1268), cf=0.743, gamma=5.783, delta=0.105, M=-1.691e+002
9 23 56 72 -> 103 fr=78 (0.1268), cf=0.743, gamma=5.783, delta=0.105, M=-1.691e+002
9 65 -> 103 fr=79 (0.1285), cf=0.712, gamma=5.541, delta=0.105, M=-1.686e+002
23 36 74 -> 103 fr=78 (0.1268), cf=0.722, gamma=5.622, delta=0.104, M=-1.652e+002
9 23 56 74 -> 103 fr=78 (0.1268), cf=0.722, gamma=5.622, delta=0.104, M=-1.652e+002
23 38 56 72 74 -> 103 fr=78 (0.1268), cf=0.722, gamma=5.622, delta=0.104, M=-1.652e+002
9 23 56 -> 103 fr=78 (0.1268), cf=0.716, gamma=5.571, delta=0.104, M=-1.639e+002
9 23 38 -> 103 fr=78 (0.1268), cf=0.716, gamma=5.571, delta=0.104, M=-1.639e+002
23 38 56 74 -> 103 fr=78 (0.1268), cf=0.716, gamma=5.571, delta=0.104, M=-1.639e+002
23 38 56 72 -> 103 fr=78 (0.1268), cf=0.716, gamma=5.571, delta=0.104, M=-1.639e+002
23 36 77 -> 103 fr=78 (0.1268), cf=0.709, gamma=5.520, delta=0.104, M=-1.627e+002
23 38 56 -> 103 fr=78 (0.1268), cf=0.709, gamma=5.520, delta=0.104, M=-1.627e+002
9 36 56 -> 103 fr=79 (0.1285), cf=0.681, gamma=5.302, delta=0.104, M=-1.627e+002
9 36 72 -> 103 fr=79 (0.1285), cf=0.681, gamma=5.302, delta=0.104, M=-1.627e+002
9 38 56 74 -> 103 fr=79 (0.1285), cf=0.675, gamma=5.256, delta=0.104, M=-1.616e+002
36 38 56 72 77 -> 103 fr=79 (0.1285), cf=0.669, gamma=5.212, delta=0.104, M=-1.605e+002
36 38 56 77 -> 103 fr=79 (0.1285), cf=0.664, gamma=5.168, delta=0.104, M=-1.594e+002
9 36 77 -> 103 fr=79 (0.1285), cf=0.658, gamma=5.125, delta=0.103, M=-1.583e+002
36 56 72 74 -> 103 fr=79 (0.1285), cf=0.653, gamma=5.083, delta=0.103, M=-1.572e+002
9 38 56 77 -> 103 fr=79 (0.1285), cf=0.648, gamma=5.041, delta=0.103, M=-1.562e+002
9 38 56 72 -> 103 fr=79 (0.1285), cf=0.648, gamma=5.041, delta=0.103, M=-1.562e+002
38 65 69 -> 103 fr=62 (0.1008), cf=0.984, gamma=7.661, delta=0.088, M=-1.551e+002
36 56 69 74 -> 103 fr=62 (0.1008), cf=0.984, gamma=7.661, delta=0.088, M=-1.551e+002
23 36 -> 103 fr=78 (0.1268), cf=0.661, gamma=5.146, delta=0.102, M=-1.536e+002
9 36 -> 103 fr=79 (0.1285), cf=0.622, gamma=4.843, delta=0.102, M=-1.512e+002
36 56 74 -> 103 fr=79 (0.1285), cf=0.622, gamma=4.843, delta=0.102, M=-1.512e+002
9 38 56 -> 103 fr=79 (0.1285), cf=0.612, gamma=4.767, delta=0.102, M=-1.493e+002
36 38 72 74 -> 103 fr=79 (0.1285), cf=0.612, gamma=4.767, delta=0.102, M=-1.493e+002
36 38 74 -> 103 fr=79 (0.1285), cf=0.608, gamma=4.731, delta=0.101, M=-1.483e+002
9 23 72 74 -> 103 fr=78 (0.1268), cf=0.624, gamma=4.858, delta=0.101, M=-1.464e+002
9 23 72 -> 103 fr=78 (0.1268), cf=0.619, gamma=4.819, delta=0.101, M=-1.455e+002
23 56 72 74 -> 103 fr=78 (0.1268), cf=0.614, gamma=4.781, delta=0.100, M=-1.445e+002
36 38 56 72 -> 103 fr=79 (0.1285), cf=0.581, gamma=4.522, delta=0.100, M=-1.430e+002
9 23 74 -> 103 fr=78 (0.1268), cf=0.605, gamma=4.707, delta=0.100, M=-1.427e+002
23 56 72 -> 103 fr=78 (0.1268), cf=0.605, gamma=4.707, delta=0.100, M=-1.427e+002
9 23 -> 103 fr=78 (0.1268), cf=0.600, gamma=4.671, delta=0.100, M=-1.417e+002
36 38 72 77 -> 103 fr=79 (0.1285), cf=0.572, gamma=4.457, delta=0.100, M=-1.413e+002
38 65 -> 103 fr=79 (0.1285), cf=0.568, gamma=4.424, delta=0.099, M=-1.404e+002
36 38 77 -> 103 fr=79 (0.1285), cf=0.568, gamma=4.424, delta=0.099, M=-1.404e+002
36 56 72 77 -> 103 fr=79 (0.1285), cf=0.568, gamma=4.424, delta=0.099, M=-1.404e+002
23 56 74 -> 103 fr=78 (0.1268), cf=0.586, gamma=4.566, delta=0.099, M=-1.391e+002
36 72 74 -> 103 fr=79 (0.1285), cf=0.560, gamma=4.362, delta=0.099, M=-1.388e+002
9 56 72 74 -> 103 fr=79 (0.1285), cf=0.560, gamma=4.362, delta=0.099, M=-1.388e+002
23 56 -> 103 fr=78 (0.1268), cf=0.578, gamma=4.498, delta=0.099, M=-1.373e+002
36 38 56 -> 103 fr=79 (0.1285), cf=0.549, gamma=4.271, delta=0.098, M=-1.364e+002
36 56 77 -> 103 fr=79 (0.1285), cf=0.545, gamma=4.241, delta=0.098, M=-1.356e+002
9 56 74 -> 103 fr=79 (0.1285), cf=0.545, gamma=4.241, delta=0.098, M=-1.356e+002
35 46 50 55 89 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 52 55 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 63 83 89 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 52 63 83 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 59 63 89 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 52 59 63 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 63 79 89 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 52 63 79 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 63 67 89 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 52 63 67 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 59 67 89 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 52 59 67 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 59 69 89 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 52 59 69 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 57 67 69 83 89 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 52 57 67 69 83 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 57 67 69 79 89 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 52 57 67 69 79 -> 113 fr=82 (0.1333), cf=0.536, gamma=4.020, delta=0.100, M=-1.355e+002
35 46 50 63 89 -> 113 fr=82 (0.1333), cf=0.532, gamma=3.994, delta=0.100, M=-1.348e+002
35 46 50 52 63 -> 113 fr=82 (0.1333), cf=0.532, gamma=3.994, delta=0.100, M=-1.348e+002
35 46 50 67 69 83 89 -> 113 fr=82 (0.1333), cf=0.532, gamma=3.994, delta=0.100, M=-1.348e+002
35 46 50 52 67 69 83 -> 113 fr=82 (0.1333), cf=0.532, gamma=3.994, delta=0.100, M=-1.348e+002
35 46 50 57 67 83 89 -> 113 fr=82 (0.1333), cf=0.532, gamma=3.994, delta=0.100, M=-1.348e+002
35 46 50 52 57 67 83 -> 113 fr=82 (0.1333), cf=0.532, gamma=3.994, delta=0.100, M=-1.348e+002
35 46 50 67 69 79 89 -> 113 fr=82 (0.1333), cf=0.532, gamma=3.994, delta=0.100, M=-1.348e+002
35 46 50 52 67 69 79 -> 113 fr=82 (0.1333), cf=0.532, gamma=3.994, delta=0.100, M=-1.348e+002
35 46 50 57 67 79 89 -> 113 fr=82 (0.1333), cf=0.532, gamma=3.994, delta=0.100, M=-1.348e+002
35 46 50 52 57 67 79 -> 113 fr=82 (0.1333), cf=0.532, gamma=3.994, delta=0.100, M=-1.348e+002
35 46 50 57 67 69 89 -> 113 fr=82 (0.1333), cf=0.532, gamma=3.994, delta=0.100, M=-1.348e+002
35 46 50 52 57 67 69 -> 113 fr=82 (0.1333), cf=0.532, gamma=3.994, delta=0.100, M=-1.348e+002
36 74 -> 103 fr=79 (0.1285), cf=0.537, gamma=4.184, delta=0.098, M=-1.340e+002
35 46 50 67 83 89 -> 113 fr=82 (0.1333), cf=0.529, gamma=3.968, delta=0.100, M=-1.340e+002
35 46 50 52 67 83 -> 113 fr=82 (0.1333), cf=0.529, gamma=3.968, delta=0.100, M=-1.340e+002
35 46 50 67 79 89 -> 113 fr=82 (0.1333), cf=0.529, gamma=3.968, delta=0.100, M=-1.340e+002
35 46 50 52 67 79 -> 113 fr=82 (0.1333), cf=0.529, gamma=3.968, delta=0.100, M=-1.340e+002
35 46 50 67 69 89 -> 113 fr=82 (0.1333), cf=0.529, gamma=3.968, delta=0.100, M=-1.340e+002
35 46 50 52 67 69 -> 113 fr=82 (0.1333), cf=0.529, gamma=3.968, delta=0.100, M=-1.340e+002
35 46 50 59 89 -> 113 fr=82 (0.1333), cf=0.522, gamma=3.917, delta=0.099, M=-1.325e+002
35 46 50 52 59 -> 113 fr=82 (0.1333), cf=0.522, gamma=3.917, delta=0.099, M=-1.325e+002
35 41 46 50 55 -> 113 fr=82 (0.1333), cf=0.519, gamma=3.892, delta=0.099, M=-1.318e+002
35 41 46 50 63 83 -> 113 fr=82 (0.1333), cf=0.519, gamma=3.892, delta=0.099, M=-1.318e+002
35 41 46 50 59 63 -> 113 fr=82 (0.1333), cf=0.519, gamma=3.892, delta=0.099, M=-1.318e+002
35 41 46 50 63 79 -> 113 fr=82 (0.1333), cf=0.519, gamma=3.892, delta=0.099, M=-1.318e+002
35 41 46 50 63 67 -> 113 fr=82 (0.1333), cf=0.519, gamma=3.892, delta=0.099, M=-1.318e+002
35 41 46 50 59 67 -> 113 fr=82 (0.1333), cf=0.519, gamma=3.892, delta=0.099, M=-1.318e+002
35 41 46 50 59 69 -> 113 fr=82 (0.1333), cf=0.519, gamma=3.892, delta=0.099, M=-1.318e+002
35 41 46 50 57 67 69 83 -> 113 fr=82 (0.1333), cf=0.519, gamma=3.892, delta=0.099, M=-1.318e+002
35 41 46 50 57 67 69 79 -> 113 fr=82 (0.1333), cf=0.519, gamma=3.892, delta=0.099, M=-1.318e+002
35 46 55 89 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 52 55 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 46 50 63 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 63 83 89 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 52 63 83 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 59 63 89 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 52 59 63 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 63 79 89 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 52 63 79 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 63 67 89 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 52 63 67 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 59 67 89 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 52 59 67 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 59 69 89 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 52 59 69 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 50 55 63 89 97 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 50 63 83 89 97 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 50 59 63 89 97 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 50 63 79 89 97 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 50 63 67 89 97 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 46 50 67 69 83 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 46 50 57 67 83 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 46 50 67 69 79 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 46 50 57 67 79 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 46 50 57 67 69 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 57 67 69 83 89 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 52 57 67 69 83 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 57 67 69 79 89 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 46 52 57 67 69 79 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 42 50 52 55 63 97 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 42 50 52 63 83 97 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 42 50 52 59 63 97 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 42 50 52 63 79 97 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
35 41 42 50 52 63 67 97 -> 113 fr=82 (0.1333), cf=0.516, gamma=3.868, delta=0.099, M=-1.311e+002
9 56 72 -> 103 fr=79 (0.1285), cf=0.523, gamma=4.073, delta=0.097, M=-1.310e+002
35 46 63 89 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 46 52 63 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 50 63 89 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 46 50 67 83 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 46 50 67 79 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 46 50 67 69 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 46 67 69 83 89 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 46 52 67 69 83 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 46 57 67 83 89 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 46 52 57 67 83 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 46 67 69 79 89 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 46 52 67 69 79 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 46 57 67 79 89 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 46 52 57 67 79 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 46 57 67 69 89 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 46 52 57 67 69 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 55 63 89 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 52 55 63 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 50 52 55 63 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 63 83 89 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 52 63 83 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 50 52 63 83 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 59 63 89 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 52 59 63 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 63 79 89 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 52 63 79 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 63 67 89 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 52 63 67 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 52 63 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 50 52 59 63 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 50 52 63 79 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 50 52 63 67 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 50 55 57 83 89 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 50 55 57 79 89 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 52 55 57 83 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 52 55 57 79 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 50 57 59 67 83 89 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 50 57 59 69 83 89 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 50 57 67 69 83 89 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 50 57 59 67 79 89 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 50 57 59 69 79 89 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 50 57 67 69 79 89 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 52 57 59 67 83 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 52 57 59 69 83 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 52 57 67 69 83 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 52 57 59 67 79 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 52 57 59 69 79 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 41 42 50 52 57 67 69 79 97 -> 113 fr=82 (0.1333), cf=0.512, gamma=3.844, delta=0.099, M=-1.304e+002
35 46 67 83 89 -> 113 fr=82 (0.1333), cf=0.509, gamma=3.820, delta=0.098, M=-1.296e+002
35 46 52 67 83 -> 113 fr=82 (0.1333), cf=0.509, gamma=3.820, delta=0.098, M=-1.296e+002
35 46 67 79 89 -> 113 fr=82 (0.1333), cf=0.509, gamma=3.820, delta=0.098, M=-1.296e+002
35 46 52 67 79 -> 113 fr=82 (0.1333), cf=0.509, gamma=3.820, delta=0.098, M=-1.296e+002
35 46 67 69 89 -> 113 fr=82 (0.1333), cf=0.509, gamma=3.820, delta=0.098, M=-1.296e+002
35 46 52 67 69 -> 113 fr=82 (0.1333), cf=0.509, gamma=3.820, delta=0.098, M=-1.296e+002
35 41 50 55 63 89 -> 113 fr=82 (0.1333), cf=0.509, gamma=3.820, delta=0.098, M=-1.296e+002
35 41 50 63 83 89 -> 113 fr=82 (0.1333), cf=0.509, gamma=3.820, delta=0.098, M=-1.296e+002
35 41 42 50 63 89 -> 113 fr=82 (0.1333), cf=0.509, gamma=3.820, delta=0.098, M=-1.296e+002
35 41 42 50 52 63 -> 113 fr=82 (0.1333), cf=0.509, gamma=3.820, delta=0.098, M=-1.296e+002
35 41 50 59 63 89 -> 113 fr=82 (0.1333), cf=0.509, gamma=3.820, delta=0.098, M=-1.296e+002
35 41 50 63 79 89 -> 113 fr=82 (0.1333), cf=0.509, gamma=3.820, delta=0.098, M=-1.296e+002
