9 36 65 -> 103 fr=79 (0.1280), cf=0.963, gamma=7.524, delta=0.111, M=-2.217e+002
35 46 50 52 63 83 -> 113 fr=82 (0.1329), cf=0.536, gamma=4.033, delta=0.100, M=-1.358e+002
35 46 50 59 63 89 -> 113 fr=82 (0.1329), cf=0.536, gamma=4.033, delta=0.100, M=-1.358e+002
35 46 50 52 59 63 -> 113 fr=82 (0.1329), cf=0.536, gamma=4.033, delta=0.100, M=-1.358e+002
35 46 50 63 79 89 -> 113 fr=82 (0.1329), cf=0.536, gamma=4.033, delta=0.100, M=-1.358e+002
35 46 50 52 63 79 -> 113 fr=82 (0.1329), cf=0.536, gamma=4.033, delta=0.100, M=-1.358e+002
35 46 50 59 67 89 -> 113 fr=82 (0.1329), cf=0.536, gamma=4.033, delta=0.100, M=-1.358e+002
35 46 50 52 59 67 -> 113 fr=82 (0.1329), cf=0.536, gamma=4.033, delta=0.100, M=-1.358e+002
35 46 50 59 69 89 -> 113 fr=82 (0.1329), cf=0.536, gamma=4.033, delta=0.100, M=-1.358e+002
35 46 50 52 59 69 -> 113 fr=82 (0.1329), cf=0.536, gamma=4.033, delta=0.100, M=-1.358e+002
35 46 50 63 67 69 89 -> 113 fr=82 (0.1329), cf=0.536, gamma=4.033, delta=0.100, M=-1.358e+002
35 46 50 52 63 67 69 -> 113 fr=82 (0.1329), cf=0.536, gamma=4.033, delta=0.100, M=-1.358e+002
35 46 50 57 67 69 83 89 -> 113 fr=82 (0.1329), cf=0.536, gamma=4.033, delta=0.100, M=-1.358e+002
35 46 50 52 57 67 69 83 -> 113 fr=82 (0.1329), cf=0.536, gamma=4.033, delta=0.100, M=-1.358e+002
35 46 50 57 67 69 79 89 -> 113 fr=82 (0.1329), cf=0.536, gamma=4.033, delta=0.100, M=-1.358e+002
35 46 50 52 57 67 69 79 -> 113 fr=82 (0.1329), cf=0.536, gamma=4.033, delta=0.100, M=-1.358e+002
23 56 -> 103 fr=78 (0.1264), cf=0.565, gamma=4.414, delta=0.098, M=-1.351e+002
36 38 56 -> 103 fr=79 (0.1280), cf=0.541, gamma=4.226, delta=0.098, M=-1.351e+002
36 56 77 -> 103 fr=79 (0.1280), cf=0.541, gamma=4.226, delta=0.098, M=-1.351e+002
35 46 50 63 67 89 -> 113 fr=82 (0.1329), cf=0.532, gamma=4.006, delta=0.100, M=-1.351e+002
35 46 50 52 63 67 -> 113 fr=82 (0.1329), cf=0.532, gamma=4.006, delta=0.100, M=-1.351e+002
35 46 50 63 69 89 -> 113 fr=82 (0.1329), cf=0.532, gamma=4.006, delta=0.100, M=-1.351e+002
35 46 50 52 63 69 -> 113 fr=82 (0.1329), cf=0.532, gamma=4.006, delta=0.100, M=-1.351e+002
35 46 50 67 69 83 89 -> 113 fr=82 (0.1329), cf=0.532, gamma=4.006, delta=0.100, M=-1.351e+002
35 46 50 52 67 69 83 -> 113 fr=82 (0.1329), cf=0.532, gamma=4.006, delta=0.100, M=-1.351e+002
35 46 50 57 67 83 89 -> 113 fr=82 (0.1329), cf=0.532, gamma=4.006, delta=0.100, M=-1.351e+002
35 46 50 52 57 67 83 -> 113 fr=82 (0.1329), cf=0.532, gamma=4.006, delta=0.100, M=-1.351e+002
35 46 50 67 69 79 89 -> 113 fr=82 (0.1329), cf=0.532, gamma=4.006, delta=0.100, M=-1.351e+002
35 46 50 52 67 69 79 -> 113 fr=82 (0.1329), cf=0.532, gamma=4.006, delta=0.100, M=-1.351e+002
35 46 50 57 67 79 89 -> 113 fr=82 (0.1329), cf=0.532, gamma=4.006, delta=0.100, M=-1.351e+002
35 46 50 52 57 67 79 -> 113 fr=82 (0.1329), cf=0.532, gamma=4.006, delta=0.100, M=-1.351e+002
35 46 50 57 67 69 89 -> 113 fr=82 (0.1329), cf=0.532, gamma=4.006, delta=0.100, M=-1.351e+002
35 46 50 52 57 67 69 -> 113 fr=82 (0.1329), cf=0.532, gamma=4.006, delta=0.100, M=-1.351e+002
35 46 50 63 89 -> 113 fr=82 (0.1329), cf=0.529, gamma=3.981, delta=0.100, M=-1.343e+002
35 46 50 52 63 -> 113 fr=82 (0.1329), cf=0.529, gamma=3.981, delta=0.100, M=-1.343e+002
35 46 50 67 83 89 -> 113 fr=82 (0.1329), cf=0.529, gamma=3.981, delta=0.100, M=-1.343e+002
35 46 50 52 67 83 -> 113 fr=82 (0.1329), cf=0.529, gamma=3.981, delta=0.100, M=-1.343e+002
35 46 50 67 79 89 -> 113 fr=82 (0.1329), cf=0.529, gamma=3.981, delta=0.100, M=-1.343e+002
35 46 50 52 67 79 -> 113 fr=82 (0.1329), cf=0.529, gamma=3.981, delta=0.100, M=-1.343e+002
35 46 50 67 69 89 -> 113 fr=82 (0.1329), cf=0.529, gamma=3.981, delta=0.100, M=-1.343e+002
35 46 50 52 67 69 -> 113 fr=82 (0.1329), cf=0.529, gamma=3.981, delta=0.100, M=-1.343e+002
9 56 74 -> 103 fr=79 (0.1280), cf=0.530, gamma=4.141, delta=0.097, M=-1.328e+002
35 41 46 50 55 -> 113 fr=82 (0.1329), cf=0.519, gamma=3.905, delta=0.099, M=-1.321e+002
35 46 50 59 89 -> 113 fr=82 (0.1329), cf=0.519, gamma=3.905, delta=0.099, M=-1.321e+002
35 46 50 52 59 -> 113 fr=82 (0.1329), cf=0.519, gamma=3.905, delta=0.099, M=-1.321e+002
35 41 46 50 63 83 -> 113 fr=82 (0.1329), cf=0.519, gamma=3.905, delta=0.099, M=-1.321e+002
35 41 46 50 59 63 -> 113 fr=82 (0.1329), cf=0.519, gamma=3.905, delta=0.099, M=-1.321e+002
35 41 46 50 63 79 -> 113 fr=82 (0.1329), cf=0.519, gamma=3.905, delta=0.099, M=-1.321e+002
35 41 46 50 59 67 -> 113 fr=82 (0.1329), cf=0.519, gamma=3.905, delta=0.099, M=-1.321e+002
35 41 46 50 59 69 -> 113 fr=82 (0.1329), cf=0.519, gamma=3.905, delta=0.099, M=-1.321e+002
35 41 46 50 63 67 69 -> 113 fr=82 (0.1329), cf=0.519, gamma=3.905, delta=0.099, M=-1.321e+002
35 41 46 50 57 67 69 83 -> 113 fr=82 (0.1329), cf=0.519, gamma=3.905, delta=0.099, M=-1.321e+002
35 41 46 50 57 67 69 79 -> 113 fr=82 (0.1329), cf=0.519, gamma=3.905, delta=0.099, M=-1.321e+002
36 74 -> 103 fr=79 (0.1280), cf=0.527, gamma=4.113, delta=0.097, M=-1.320e+002
35 46 55 89 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 52 55 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 63 83 89 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 52 63 83 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 59 63 89 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 52 59 63 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 63 79 89 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 52 63 79 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 59 67 89 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 52 59 67 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 59 69 89 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 52 59 69 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 46 50 63 67 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 46 50 63 69 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 63 67 69 89 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 52 63 67 69 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 50 55 63 89 97 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 50 63 83 89 97 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 50 59 63 89 97 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 50 63 79 89 97 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 46 50 67 69 83 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 46 50 57 67 83 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 46 50 67 69 79 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 46 50 57 67 79 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 46 50 57 67 69 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 57 67 69 83 89 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 52 57 67 69 83 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 57 67 69 79 89 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 46 52 57 67 69 79 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 42 50 52 55 63 97 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 42 50 52 63 83 97 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 42 50 52 59 63 97 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 42 50 52 63 79 97 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 50 63 67 69 89 97 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 42 50 52 63 67 69 97 -> 113 fr=82 (0.1329), cf=0.516, gamma=3.881, delta=0.099, M=-1.314e+002
35 41 46 50 63 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 46 63 67 89 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 46 52 63 67 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 46 63 69 89 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 46 52 63 69 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 55 63 89 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 63 83 89 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 59 63 89 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 63 79 89 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 46 50 67 83 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 46 50 67 79 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 46 50 67 69 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 46 67 69 83 89 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 46 52 67 69 83 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 46 57 67 83 89 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 46 52 57 67 83 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 46 67 69 79 89 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 46 52 67 69 79 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 46 57 67 79 89 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 46 52 57 67 79 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 46 57 67 69 89 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 46 52 57 67 69 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 42 50 52 55 63 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 52 55 63 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 55 57 89 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 42 50 52 63 83 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 52 63 83 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 42 50 52 59 63 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 42 50 52 63 79 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 52 59 63 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 52 63 79 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 63 67 69 89 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 63 67 89 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 63 69 89 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 42 50 52 55 57 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 42 50 52 63 67 69 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 42 50 52 63 67 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 42 50 52 63 69 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 52 63 67 69 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 57 59 67 83 89 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 57 59 69 83 89 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 57 67 69 83 89 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 57 59 67 79 89 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 57 59 69 79 89 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 50 57 67 69 79 89 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 42 50 52 57 59 67 83 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 42 50 52 57 59 69 83 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 42 50 52 57 67 69 83 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 42 50 52 57 59 67 79 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 42 50 52 57 59 69 79 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 41 42 50 52 57 67 69 79 97 -> 113 fr=82 (0.1329), cf=0.512, gamma=3.856, delta=0.098, M=-1.306e+002
35 46 63 89 -> 113 fr=82 (0.1329), cf=0.509, gamma=3.832, delta=0.098, M=-1.299e+002
35 46 52 63 -> 113 fr=82 (0.1329), cf=0.509, gamma=3.832, delta=0.098, M=-1.299e+002
35 46 67 83 89 -> 113 fr=82 (0.1329), cf=0.509, gamma=3.832, delta=0.098, M=-1.299e+002
35 46 52 67 83 -> 113 fr=82 (0.1329), cf=0.509, gamma=3.832, delta=0.098, M=-1.299e+002
35 46 67 79 89 -> 113 fr=82 (0.1329), cf=0.509, gamma=3.832, delta=0.098, M=-1.299e+002
35 46 52 67 79 -> 113 fr=82 (0.1329), cf=0.509, gamma=3.832, delta=0.098, M=-1.299e+002
