9 36 65 -> 103 fr=79 (0.1297), cf=0.963, gamma=7.427, delta=0.112, M=-2.206e+002
9 38 65 -> 103 fr=79 (0.1297), cf=0.782, gamma=6.030, delta=0.108, M=-1.814e+002
9 23 36 56 -> 103 fr=78 (0.1281), cf=0.804, gamma=6.199, delta=0.107, M=-1.800e+002
23 36 56 72 74 -> 103 fr=78 (0.1281), cf=0.804, gamma=6.199, delta=0.107, M=-1.800e+002
9 23 36 74 -> 103 fr=78 (0.1281), cf=0.796, gamma=6.136, delta=0.107, M=-1.784e+002
9 23 36 -> 103 fr=78 (0.1281), cf=0.788, gamma=6.074, delta=0.107, M=-1.769e+002
23 36 38 -> 103 fr=78 (0.1281), cf=0.788, gamma=6.074, delta=0.107, M=-1.769e+002
23 36 56 72 -> 103 fr=78 (0.1281), cf=0.788, gamma=6.074, delta=0.107, M=-1.769e+002
9 36 38 -> 103 fr=79 (0.1297), cf=0.752, gamma=5.800, delta=0.107, M=-1.756e+002
9 36 56 72 -> 103 fr=79 (0.1297), cf=0.752, gamma=5.800, delta=0.107, M=-1.756e+002
9 36 72 74 -> 103 fr=79 (0.1297), cf=0.745, gamma=5.745, delta=0.107, M=-1.742e+002
23 36 72 74 -> 103 fr=78 (0.1281), cf=0.765, gamma=5.895, delta=0.106, M=-1.724e+002
36 38 56 72 74 -> 103 fr=79 (0.1297), cf=0.731, gamma=5.639, delta=0.107, M=-1.716e+002
23 65 -> 103 fr=78 (0.1281), cf=0.757, gamma=5.838, delta=0.106, M=-1.710e+002
23 36 56 74 -> 103 fr=78 (0.1281), cf=0.757, gamma=5.838, delta=0.106, M=-1.710e+002
9 36 56 77 -> 103 fr=79 (0.1297), cf=0.725, gamma=5.587, delta=0.107, M=-1.703e+002
36 38 56 74 -> 103 fr=79 (0.1297), cf=0.725, gamma=5.587, delta=0.107, M=-1.703e+002
23 36 72 -> 103 fr=78 (0.1281), cf=0.750, gamma=5.782, delta=0.106, M=-1.697e+002
9 36 74 -> 103 fr=79 (0.1297), cf=0.718, gamma=5.536, delta=0.106, M=-1.690e+002
23 36 56 -> 103 fr=78 (0.1281), cf=0.743, gamma=5.727, delta=0.106, M=-1.683e+002
9 23 56 72 74 -> 103 fr=78 (0.1281), cf=0.743, gamma=5.727, delta=0.106, M=-1.683e+002
9 65 -> 103 fr=79 (0.1297), cf=0.712, gamma=5.486, delta=0.106, M=-1.678e+002
9 23 56 72 -> 103 fr=78 (0.1281), cf=0.736, gamma=5.673, delta=0.106, M=-1.670e+002
23 36 74 -> 103 fr=78 (0.1281), cf=0.722, gamma=5.568, delta=0.105, M=-1.644e+002
9 23 56 74 -> 103 fr=78 (0.1281), cf=0.716, gamma=5.516, delta=0.105, M=-1.631e+002
36 38 56 72 77 -> 103 fr=79 (0.1297), cf=0.687, gamma=5.296, delta=0.105, M=-1.630e+002
23 36 77 -> 103 fr=78 (0.1281), cf=0.709, gamma=5.466, delta=0.105, M=-1.619e+002
9 23 56 -> 103 fr=78 (0.1281), cf=0.709, gamma=5.466, delta=0.105, M=-1.619e+002
23 38 56 72 74 -> 103 fr=78 (0.1281), cf=0.709, gamma=5.466, delta=0.105, M=-1.619e+002
9 36 56 -> 103 fr=79 (0.1297), cf=0.681, gamma=5.250, delta=0.105, M=-1.619e+002
9 36 72 -> 103 fr=79 (0.1297), cf=0.681, gamma=5.250, delta=0.105, M=-1.619e+002
36 38 56 77 -> 103 fr=79 (0.1297), cf=0.681, gamma=5.250, delta=0.105, M=-1.619e+002
9 23 38 -> 103 fr=78 (0.1281), cf=0.703, gamma=5.417, delta=0.104, M=-1.607e+002
23 38 56 74 -> 103 fr=78 (0.1281), cf=0.703, gamma=5.417, delta=0.104, M=-1.607e+002
23 38 56 72 -> 103 fr=78 (0.1281), cf=0.703, gamma=5.417, delta=0.104, M=-1.607e+002
9 38 56 74 -> 103 fr=79 (0.1297), cf=0.669, gamma=5.161, delta=0.105, M=-1.596e+002
23 38 56 -> 103 fr=78 (0.1281), cf=0.696, gamma=5.369, delta=0.104, M=-1.595e+002
65 98 -> 103 fr=62 (0.1018), cf=1.000, gamma=7.709, delta=0.089, M=-1.585e+002
23 38 98 -> 103 fr=62 (0.1018), cf=1.000, gamma=7.709, delta=0.089, M=-1.585e+002
36 38 74 98 -> 103 fr=62 (0.1018), cf=1.000, gamma=7.709, delta=0.089, M=-1.585e+002
36 38 77 98 -> 103 fr=62 (0.1018), cf=1.000, gamma=7.709, delta=0.089, M=-1.585e+002
36 38 72 98 -> 103 fr=62 (0.1018), cf=1.000, gamma=7.709, delta=0.089, M=-1.585e+002
38 56 74 98 -> 103 fr=62 (0.1018), cf=1.000, gamma=7.709, delta=0.089, M=-1.585e+002
38 56 77 98 -> 103 fr=62 (0.1018), cf=1.000, gamma=7.709, delta=0.089, M=-1.585e+002
38 56 72 98 -> 103 fr=62 (0.1018), cf=1.000, gamma=7.709, delta=0.089, M=-1.585e+002
38 65 69 -> 103 fr=63 (0.1034), cf=0.984, gamma=7.588, delta=0.090, M=-1.579e+002
36 56 69 74 -> 103 fr=63 (0.1034), cf=0.984, gamma=7.588, delta=0.090, M=-1.579e+002
9 36 77 -> 103 fr=79 (0.1297), cf=0.658, gamma=5.075, delta=0.104, M=-1.575e+002
36 56 72 74 -> 103 fr=79 (0.1297), cf=0.658, gamma=5.075, delta=0.104, M=-1.575e+002
9 38 56 77 -> 103 fr=79 (0.1297), cf=0.648, gamma=4.992, delta=0.104, M=-1.554e+002
9 38 56 72 -> 103 fr=79 (0.1297), cf=0.648, gamma=4.992, delta=0.104, M=-1.554e+002
23 98 -> 103 fr=62 (0.1018), cf=0.984, gamma=7.586, delta=0.088, M=-1.544e+002
36 74 98 -> 103 fr=62 (0.1018), cf=0.984, gamma=7.586, delta=0.088, M=-1.544e+002
36 77 98 -> 103 fr=62 (0.1018), cf=0.984, gamma=7.586, delta=0.088, M=-1.544e+002
36 72 98 -> 103 fr=62 (0.1018), cf=0.984, gamma=7.586, delta=0.088, M=-1.544e+002
56 74 98 -> 103 fr=62 (0.1018), cf=0.984, gamma=7.586, delta=0.088, M=-1.544e+002
56 77 98 -> 103 fr=62 (0.1018), cf=0.984, gamma=7.586, delta=0.088, M=-1.544e+002
56 72 98 -> 103 fr=62 (0.1018), cf=0.984, gamma=7.586, delta=0.088, M=-1.544e+002
23 36 -> 103 fr=78 (0.1281), cf=0.667, gamma=5.139, delta=0.103, M=-1.538e+002
36 56 74 -> 103 fr=79 (0.1297), cf=0.627, gamma=4.833, delta=0.103, M=-1.513e+002
9 36 -> 103 fr=79 (0.1297), cf=0.622, gamma=4.795, delta=0.103, M=-1.504e+002
9 38 56 -> 103 fr=79 (0.1297), cf=0.612, gamma=4.721, delta=0.102, M=-1.485e+002
36 38 72 74 -> 103 fr=79 (0.1297), cf=0.608, gamma=4.685, delta=0.102, M=-1.475e+002
36 38 74 -> 103 fr=79 (0.1297), cf=0.603, gamma=4.649, delta=0.102, M=-1.466e+002
36 38 56 72 -> 103 fr=79 (0.1297), cf=0.594, gamma=4.579, delta=0.101, M=-1.448e+002
9 23 72 74 -> 103 fr=78 (0.1281), cf=0.619, gamma=4.772, delta=0.101, M=-1.447e+002
9 23 72 -> 103 fr=78 (0.1281), cf=0.614, gamma=4.735, delta=0.101, M=-1.437e+002
23 56 72 74 -> 103 fr=78 (0.1281), cf=0.605, gamma=4.661, delta=0.101, M=-1.418e+002
36 56 72 77 -> 103 fr=79 (0.1297), cf=0.577, gamma=4.445, delta=0.101, M=-1.413e+002
36 38 72 77 -> 103 fr=79 (0.1297), cf=0.577, gamma=4.445, delta=0.101, M=-1.413e+002
9 23 74 -> 103 fr=78 (0.1281), cf=0.600, gamma=4.625, delta=0.100, M=-1.409e+002
38 65 -> 103 fr=79 (0.1297), cf=0.572, gamma=4.413, delta=0.100, M=-1.404e+002
36 38 77 -> 103 fr=79 (0.1297), cf=0.572, gamma=4.413, delta=0.100, M=-1.404e+002
9 23 -> 103 fr=78 (0.1281), cf=0.595, gamma=4.590, delta=0.100, M=-1.400e+002
23 56 72 -> 103 fr=78 (0.1281), cf=0.595, gamma=4.590, delta=0.100, M=-1.400e+002
35 46 50 55 89 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 52 55 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 63 83 89 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 52 63 83 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 59 63 89 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 52 59 63 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 63 79 89 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 52 63 79 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 59 67 89 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 52 59 67 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 59 69 89 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 52 59 69 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 63 67 69 89 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 52 63 67 69 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 57 67 83 89 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 52 57 67 83 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 57 67 79 89 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
35 46 50 52 57 67 79 -> 113 fr=81 (0.1330), cf=0.555, gamma=4.171, delta=0.101, M=-1.381e+002
36 38 98 -> 103 fr=62 (0.1018), cf=0.899, gamma=6.927, delta=0.087, M=-1.380e+002
38 56 98 -> 103 fr=62 (0.1018), cf=0.899, gamma=6.927, delta=0.087, M=-1.380e+002
36 38 56 -> 103 fr=79 (0.1297), cf=0.560, gamma=4.319, delta=0.100, M=-1.379e+002
35 46 50 63 67 89 -> 113 fr=81 (0.1330), cf=0.551, gamma=4.143, delta=0.101, M=-1.373e+002
35 46 50 52 63 67 -> 113 fr=81 (0.1330), cf=0.551, gamma=4.143, delta=0.101, M=-1.373e+002
35 46 50 63 69 89 -> 113 fr=81 (0.1330), cf=0.551, gamma=4.143, delta=0.101, M=-1.373e+002
35 46 50 52 63 69 -> 113 fr=81 (0.1330), cf=0.551, gamma=4.143, delta=0.101, M=-1.373e+002
35 46 50 67 83 89 -> 113 fr=81 (0.1330), cf=0.551, gamma=4.143, delta=0.101, M=-1.373e+002
35 46 50 52 67 83 -> 113 fr=81 (0.1330), cf=0.551, gamma=4.143, delta=0.101, M=-1.373e+002
35 46 50 67 79 89 -> 113 fr=81 (0.1330), cf=0.551, gamma=4.143, delta=0.101, M=-1.373e+002
35 46 50 52 67 79 -> 113 fr=81 (0.1330), cf=0.551, gamma=4.143, delta=0.101, M=-1.373e+002
35 46 50 57 67 69 89 -> 113 fr=81 (0.1330), cf=0.551, gamma=4.143, delta=0.101, M=-1.373e+002
35 46 50 52 57 67 69 -> 113 fr=81 (0.1330), cf=0.551, gamma=4.143, delta=0.101, M=-1.373e+002
36 72 74 -> 103 fr=79 (0.1297), cf=0.556, gamma=4.289, delta=0.099, M=-1.371e+002
9 56 72 74 -> 103 fr=79 (0.1297), cf=0.556, gamma=4.289, delta=0.099, M=-1.371e+002
23 56 74 -> 103 fr=78 (0.1281), cf=0.578, gamma=4.454, delta=0.099, M=-1.365e+002
35 46 50 63 89 -> 113 fr=81 (0.1330), cf=0.547, gamma=4.115, delta=0.101, M=-1.365e+002
35 46 50 52 63 -> 113 fr=81 (0.1330), cf=0.547, gamma=4.115, delta=0.101, M=-1.365e+002
35 46 50 67 69 89 -> 113 fr=81 (0.1330), cf=0.547, gamma=4.115, delta=0.101, M=-1.365e+002
35 46 50 52 67 69 -> 113 fr=81 (0.1330), cf=0.547, gamma=4.115, delta=0.101, M=-1.365e+002
36 56 77 -> 103 fr=79 (0.1297), cf=0.552, gamma=4.259, delta=0.099, M=-1.363e+002
36 98 -> 103 fr=62 (0.1018), cf=0.886, gamma=6.828, delta=0.087, M=-1.358e+002
56 98 -> 103 fr=62 (0.1018), cf=0.886, gamma=6.828, delta=0.087, M=-1.358e+002
38 74 98 -> 103 fr=62 (0.1018), cf=0.886, gamma=6.828, delta=0.087, M=-1.358e+002
38 77 98 -> 103 fr=62 (0.1018), cf=0.886, gamma=6.828, delta=0.087, M=-1.358e+002
38 72 98 -> 103 fr=62 (0.1018), cf=0.886, gamma=6.828, delta=0.087, M=-1.358e+002
35 41 46 50 55 -> 113 fr=81 (0.1330), cf=0.540, gamma=4.060, delta=0.100, M=-1.350e+002
35 41 46 50 63 83 -> 113 fr=81 (0.1330), cf=0.540, gamma=4.060, delta=0.100, M=-1.350e+002
35 41 46 50 59 63 -> 113 fr=81 (0.1330), cf=0.540, gamma=4.060, delta=0.100, M=-1.350e+002
35 41 46 50 63 79 -> 113 fr=81 (0.1330), cf=0.540, gamma=4.060, delta=0.100, M=-1.350e+002
35 41 46 50 59 67 -> 113 fr=81 (0.1330), cf=0.540, gamma=4.060, delta=0.100, M=-1.350e+002
35 41 46 50 59 69 -> 113 fr=81 (0.1330), cf=0.540, gamma=4.060, delta=0.100, M=-1.350e+002
35 41 46 50 63 67 69 -> 113 fr=81 (0.1330), cf=0.540, gamma=4.060, delta=0.100, M=-1.350e+002
35 41 46 50 57 67 83 -> 113 fr=81 (0.1330), cf=0.540, gamma=4.060, delta=0.100, M=-1.350e+002
35 41 46 50 57 67 79 -> 113 fr=81 (0.1330), cf=0.540, gamma=4.060, delta=0.100, M=-1.350e+002
23 56 -> 103 fr=78 (0.1281), cf=0.569, gamma=4.389, delta=0.099, M=-1.348e+002
35 46 50 59 89 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 46 50 52 59 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 41 46 50 63 67 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 41 46 50 63 69 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 41 46 50 67 83 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 41 46 50 67 79 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 41 50 55 63 89 97 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 41 50 63 83 89 97 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 41 50 59 63 89 97 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 41 50 63 79 89 97 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 41 46 50 57 67 69 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 41 42 50 52 55 63 97 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 41 42 50 52 63 83 97 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 41 42 50 52 59 63 97 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 41 42 50 52 63 79 97 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 41 50 63 67 69 89 97 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
35 41 42 50 52 63 67 69 97 -> 113 fr=81 (0.1330), cf=0.536, gamma=4.033, delta=0.100, M=-1.342e+002
9 56 74 -> 103 fr=79 (0.1297), cf=0.541, gamma=4.171, delta=0.099, M=-1.340e+002
74 98 -> 103 fr=62 (0.1018), cf=0.873, gamma=6.732, delta=0.087, M=-1.338e+002
77 98 -> 103 fr=62 (0.1018), cf=0.873, gamma=6.732, delta=0.087, M=-1.338e+002
72 98 -> 103 fr=62 (0.1018), cf=0.873, gamma=6.732, delta=0.087, M=-1.338e+002
35 46 55 89 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 52 55 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 46 50 63 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 63 83 89 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 52 63 83 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 59 63 89 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 52 59 63 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 63 79 89 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 52 63 79 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 59 67 89 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 52 59 67 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 59 69 89 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 52 59 69 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 63 67 69 89 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 52 63 67 69 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 46 50 67 69 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 57 67 83 89 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 52 57 67 83 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 57 67 79 89 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 52 57 67 79 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 55 63 89 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 52 55 63 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 50 52 55 63 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 50 55 83 89 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 50 55 79 89 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 63 83 89 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 52 63 83 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 50 52 63 83 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 59 63 89 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 52 59 63 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 63 79 89 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 52 63 79 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 50 52 59 63 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 50 52 63 79 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 50 63 67 89 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 50 63 69 89 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 52 55 83 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 52 55 79 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 63 67 69 89 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 52 63 67 69 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 52 63 67 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 52 63 69 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 50 52 63 67 69 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 50 59 67 83 89 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 50 59 69 83 89 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 50 57 67 83 89 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 50 59 67 79 89 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 50 59 69 79 89 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 50 57 67 79 89 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 52 59 67 83 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 52 59 69 83 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 52 57 67 83 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 52 59 67 79 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 52 59 69 79 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 41 42 50 52 57 67 79 97 -> 113 fr=81 (0.1330), cf=0.533, gamma=4.007, delta=0.100, M=-1.334e+002
35 46 63 67 89 -> 113 fr=81 (0.1330), cf=0.529, gamma=3.980, delta=0.100, M=-1.327e+002
35 46 52 63 67 -> 113 fr=81 (0.1330), cf=0.529, gamma=3.980, delta=0.100, M=-1.327e+002
35 46 63 69 89 -> 113 fr=81 (0.1330), cf=0.529, gamma=3.980, delta=0.100, M=-1.327e+002
35 46 52 63 69 -> 113 fr=81 (0.1330), cf=0.529, gamma=3.980, delta=0.100, M=-1.327e+002
35 46 67 83 89 -> 113 fr=81 (0.1330), cf=0.529, gamma=3.980, delta=0.100, M=-1.327e+002
35 46 52 67 83 -> 113 fr=81 (0.1330), cf=0.529, gamma=3.980, delta=0.100, M=-1.327e+002
35 46 67 79 89 -> 113 fr=81 (0.1330), cf=0.529, gamma=3.980, delta=0.100, M=-1.327e+002
35 46 52 67 79 -> 113 fr=81 (0.1330), cf=0.529, gamma=3.980, delta=0.100, M=-1.327e+002
