9 36 65 -> 103 fr=79 (0.1291), cf=0.988, gamma=7.650, delta=0.112, M=-2.280e+002
36 38 56 72 74 -> 103 fr=79 (0.1291), cf=0.738, gamma=5.720, delta=0.107, M=-1.733e+002
9 65 -> 103 fr=79 (0.1291), cf=0.731, gamma=5.667, delta=0.106, M=-1.720e+002
9 36 56 77 -> 103 fr=79 (0.1291), cf=0.731, gamma=5.667, delta=0.106, M=-1.720e+002
36 38 56 74 -> 103 fr=79 (0.1291), cf=0.731, gamma=5.667, delta=0.106, M=-1.720e+002
23 36 56 -> 103 fr=78 (0.1275), cf=0.757, gamma=5.867, delta=0.106, M=-1.714e+002
23 38 56 72 74 -> 103 fr=78 (0.1275), cf=0.757, gamma=5.867, delta=0.106, M=-1.714e+002
9 23 56 74 -> 103 fr=78 (0.1275), cf=0.750, gamma=5.810, delta=0.106, M=-1.701e+002
23 38 56 74 -> 103 fr=78 (0.1275), cf=0.750, gamma=5.810, delta=0.106, M=-1.701e+002
23 38 56 72 -> 103 fr=78 (0.1275), cf=0.750, gamma=5.810, delta=0.106, M=-1.701e+002
23 36 74 -> 103 fr=78 (0.1275), cf=0.743, gamma=5.755, delta=0.105, M=-1.687e+002
9 23 56 -> 103 fr=78 (0.1275), cf=0.743, gamma=5.755, delta=0.105, M=-1.687e+002
23 38 56 -> 103 fr=78 (0.1275), cf=0.743, gamma=5.755, delta=0.105, M=-1.687e+002
9 23 38 -> 103 fr=78 (0.1275), cf=0.736, gamma=5.701, delta=0.105, M=-1.674e+002
23 36 77 -> 103 fr=78 (0.1275), cf=0.729, gamma=5.647, delta=0.105, M=-1.661e+002
9 36 72 -> 103 fr=79 (0.1291), cf=0.699, gamma=5.416, delta=0.105, M=-1.658e+002
9 38 56 74 -> 103 fr=79 (0.1291), cf=0.693, gamma=5.368, delta=0.105, M=-1.646e+002
9 36 56 -> 103 fr=79 (0.1291), cf=0.687, gamma=5.322, delta=0.105, M=-1.634e+002
36 38 56 72 77 -> 103 fr=79 (0.1291), cf=0.681, gamma=5.276, delta=0.105, M=-1.623e+002
9 36 77 -> 103 fr=79 (0.1291), cf=0.675, gamma=5.231, delta=0.104, M=-1.612e+002
36 38 56 77 -> 103 fr=79 (0.1291), cf=0.675, gamma=5.231, delta=0.104, M=-1.612e+002
9 38 56 77 -> 103 fr=79 (0.1291), cf=0.669, gamma=5.186, delta=0.104, M=-1.600e+002
9 38 56 72 -> 103 fr=79 (0.1291), cf=0.669, gamma=5.186, delta=0.104, M=-1.600e+002
36 56 72 74 -> 103 fr=79 (0.1291), cf=0.664, gamma=5.143, delta=0.104, M=-1.590e+002
38 65 69 -> 103 fr=63 (0.1029), cf=0.984, gamma=7.626, delta=0.089, M=-1.582e+002
36 56 69 74 -> 103 fr=63 (0.1029), cf=0.984, gamma=7.626, delta=0.089, M=-1.582e+002
23 36 -> 103 fr=78 (0.1275), cf=0.684, gamma=5.300, delta=0.103, M=-1.576e+002
9 36 -> 103 fr=79 (0.1291), cf=0.637, gamma=4.935, delta=0.103, M=-1.537e+002
36 56 74 -> 103 fr=79 (0.1291), cf=0.632, gamma=4.896, delta=0.103, M=-1.527e+002
9 38 56 -> 103 fr=79 (0.1291), cf=0.632, gamma=4.896, delta=0.103, M=-1.527e+002
36 38 72 74 -> 103 fr=79 (0.1291), cf=0.627, gamma=4.857, delta=0.103, M=-1.518e+002
36 38 74 -> 103 fr=79 (0.1291), cf=0.622, gamma=4.819, delta=0.102, M=-1.508e+002
9 23 72 74 -> 103 fr=78 (0.1275), cf=0.645, gamma=4.994, delta=0.102, M=-1.500e+002
9 23 72 -> 103 fr=78 (0.1275), cf=0.639, gamma=4.953, delta=0.102, M=-1.490e+002
23 56 72 74 -> 103 fr=78 (0.1275), cf=0.639, gamma=4.953, delta=0.102, M=-1.490e+002
23 56 72 -> 103 fr=78 (0.1275), cf=0.629, gamma=4.873, delta=0.101, M=-1.470e+002
9 23 74 -> 103 fr=78 (0.1275), cf=0.624, gamma=4.834, delta=0.101, M=-1.460e+002
9 23 -> 103 fr=78 (0.1275), cf=0.619, gamma=4.796, delta=0.101, M=-1.451e+002
36 38 56 72 -> 103 fr=79 (0.1291), cf=0.590, gamma=4.567, delta=0.101, M=-1.443e+002
38 65 -> 103 fr=79 (0.1291), cf=0.585, gamma=4.533, delta=0.101, M=-1.434e+002
36 38 72 77 -> 103 fr=79 (0.1291), cf=0.585, gamma=4.533, delta=0.101, M=-1.434e+002
23 56 74 -> 103 fr=78 (0.1275), cf=0.609, gamma=4.721, delta=0.100, M=-1.432e+002
36 38 77 -> 103 fr=79 (0.1291), cf=0.581, gamma=4.500, delta=0.100, M=-1.426e+002
36 56 72 77 -> 103 fr=79 (0.1291), cf=0.577, gamma=4.467, delta=0.100, M=-1.417e+002
23 56 -> 103 fr=78 (0.1275), cf=0.600, gamma=4.648, delta=0.100, M=-1.413e+002
36 72 74 -> 103 fr=79 (0.1291), cf=0.572, gamma=4.435, delta=0.100, M=-1.408e+002
9 56 72 74 -> 103 fr=79 (0.1291), cf=0.572, gamma=4.435, delta=0.100, M=-1.408e+002
36 38 56 -> 103 fr=79 (0.1291), cf=0.556, gamma=4.310, delta=0.099, M=-1.375e+002
9 56 74 -> 103 fr=79 (0.1291), cf=0.556, gamma=4.310, delta=0.099, M=-1.375e+002
36 56 77 -> 103 fr=79 (0.1291), cf=0.552, gamma=4.280, delta=0.099, M=-1.367e+002
36 74 -> 103 fr=79 (0.1291), cf=0.549, gamma=4.250, delta=0.099, M=-1.359e+002
35 46 50 55 89 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 52 55 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 63 83 89 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 52 63 83 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 59 63 89 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 52 59 63 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 63 79 89 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 52 63 79 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 59 67 89 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 52 59 67 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 59 69 89 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 52 59 69 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 63 67 69 89 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 52 63 67 69 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 57 67 69 83 89 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 52 57 67 69 83 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 57 67 69 79 89 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 52 57 67 69 79 -> 113 fr=82 (0.1340), cf=0.532, gamma=3.974, delta=0.100, M=-1.343e+002
35 46 50 63 67 89 -> 113 fr=82 (0.1340), cf=0.529, gamma=3.948, delta=0.100, M=-1.336e+002
35 46 50 52 63 67 -> 113 fr=82 (0.1340), cf=0.529, gamma=3.948, delta=0.100, M=-1.336e+002
35 46 50 63 69 89 -> 113 fr=82 (0.1340), cf=0.529, gamma=3.948, delta=0.100, M=-1.336e+002
35 46 50 52 63 69 -> 113 fr=82 (0.1340), cf=0.529, gamma=3.948, delta=0.100, M=-1.336e+002
35 46 50 67 69 83 89 -> 113 fr=82 (0.1340), cf=0.529, gamma=3.948, delta=0.100, M=-1.336e+002
35 46 50 52 67 69 83 -> 113 fr=82 (0.1340), cf=0.529, gamma=3.948, delta=0.100, M=-1.336e+002
35 46 50 57 67 83 89 -> 113 fr=82 (0.1340), cf=0.529, gamma=3.948, delta=0.100, M=-1.336e+002
35 46 50 52 57 67 83 -> 113 fr=82 (0.1340), cf=0.529, gamma=3.948, delta=0.100, M=-1.336e+002
35 46 50 67 69 79 89 -> 113 fr=82 (0.1340), cf=0.529, gamma=3.948, delta=0.100, M=-1.336e+002
35 46 50 52 67 69 79 -> 113 fr=82 (0.1340), cf=0.529, gamma=3.948, delta=0.100, M=-1.336e+002
35 46 50 57 67 79 89 -> 113 fr=82 (0.1340), cf=0.529, gamma=3.948, delta=0.100, M=-1.336e+002
35 46 50 52 57 67 79 -> 113 fr=82 (0.1340), cf=0.529, gamma=3.948, delta=0.100, M=-1.336e+002
35 46 50 57 67 69 89 -> 113 fr=82 (0.1340), cf=0.529, gamma=3.948, delta=0.100, M=-1.336e+002
35 46 50 52 57 67 69 -> 113 fr=82 (0.1340), cf=0.529, gamma=3.948, delta=0.100, M=-1.336e+002
9 56 72 -> 103 fr=79 (0.1291), cf=0.534, gamma=4.135, delta=0.098, M=-1.328e+002
35 46 50 63 89 -> 113 fr=82 (0.1340), cf=0.526, gamma=3.923, delta=0.100, M=-1.328e+002
35 46 50 52 63 -> 113 fr=82 (0.1340), cf=0.526, gamma=3.923, delta=0.100, M=-1.328e+002
35 46 50 67 83 89 -> 113 fr=82 (0.1340), cf=0.526, gamma=3.923, delta=0.100, M=-1.328e+002
35 46 50 52 67 83 -> 113 fr=82 (0.1340), cf=0.526, gamma=3.923, delta=0.100, M=-1.328e+002
35 46 50 67 79 89 -> 113 fr=82 (0.1340), cf=0.526, gamma=3.923, delta=0.100, M=-1.328e+002
35 46 50 52 67 79 -> 113 fr=82 (0.1340), cf=0.526, gamma=3.923, delta=0.100, M=-1.328e+002
35 46 50 67 69 89 -> 113 fr=82 (0.1340), cf=0.526, gamma=3.923, delta=0.100, M=-1.328e+002
35 46 50 52 67 69 -> 113 fr=82 (0.1340), cf=0.526, gamma=3.923, delta=0.100, M=-1.328e+002
35 41 46 50 55 -> 113 fr=82 (0.1340), cf=0.519, gamma=3.873, delta=0.099, M=-1.314e+002
35 41 46 50 63 83 -> 113 fr=82 (0.1340), cf=0.519, gamma=3.873, delta=0.099, M=-1.314e+002
35 41 46 50 59 63 -> 113 fr=82 (0.1340), cf=0.519, gamma=3.873, delta=0.099, M=-1.314e+002
35 41 46 50 63 79 -> 113 fr=82 (0.1340), cf=0.519, gamma=3.873, delta=0.099, M=-1.314e+002
35 41 46 50 59 67 -> 113 fr=82 (0.1340), cf=0.519, gamma=3.873, delta=0.099, M=-1.314e+002
35 41 46 50 59 69 -> 113 fr=82 (0.1340), cf=0.519, gamma=3.873, delta=0.099, M=-1.314e+002
35 41 46 50 63 67 69 -> 113 fr=82 (0.1340), cf=0.519, gamma=3.873, delta=0.099, M=-1.314e+002
35 41 46 50 57 67 69 83 -> 113 fr=82 (0.1340), cf=0.519, gamma=3.873, delta=0.099, M=-1.314e+002
35 41 46 50 57 67 69 79 -> 113 fr=82 (0.1340), cf=0.519, gamma=3.873, delta=0.099, M=-1.314e+002
35 46 50 59 89 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 46 50 52 59 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 46 50 63 67 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 46 50 63 69 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 42 50 55 63 89 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 42 50 52 55 63 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 50 55 63 89 97 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 42 50 63 83 89 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 42 50 52 63 83 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 50 63 83 89 97 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 42 50 59 63 89 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 42 50 52 59 63 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 42 50 63 79 89 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 42 50 52 63 79 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 50 59 63 89 97 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 50 63 79 89 97 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 46 50 67 69 83 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 46 50 57 67 83 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 46 50 67 69 79 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 46 50 57 67 79 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 46 50 57 67 69 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 42 50 63 67 69 89 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 42 50 52 63 67 69 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 41 50 63 67 69 89 97 -> 113 fr=82 (0.1340), cf=0.516, gamma=3.849, delta=0.099, M=-1.306e+002
35 46 55 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 52 55 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 46 50 63 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 63 83 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 52 63 83 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 59 63 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 52 59 63 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 63 79 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 52 63 79 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 59 67 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 52 59 67 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 59 69 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 52 59 69 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 55 63 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 63 67 69 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 52 63 67 69 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 63 83 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 59 63 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 63 79 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 46 50 67 83 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 46 50 67 79 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 46 50 67 69 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 52 55 63 97 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 52 63 83 97 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 63 67 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 52 63 67 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 63 69 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 52 63 69 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 52 59 63 97 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 52 63 79 97 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 63 67 69 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 63 67 89 97 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 63 69 89 97 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 57 67 69 83 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 52 57 67 69 83 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 57 67 69 79 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 46 52 57 67 69 79 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 55 57 83 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 52 55 57 83 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 55 57 83 89 97 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 55 57 79 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 52 55 57 79 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 55 57 79 89 97 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 52 63 67 69 97 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 57 59 67 83 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 52 57 59 67 83 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 57 59 69 83 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 52 57 59 69 83 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 57 67 69 83 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 52 57 67 69 83 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 57 59 67 83 89 97 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 57 59 69 83 89 97 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 57 67 69 83 89 97 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 57 59 67 79 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 52 57 59 67 79 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 57 59 69 79 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 52 57 59 69 79 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 57 67 69 79 89 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 42 50 52 57 67 69 79 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 57 59 67 79 89 97 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 57 59 69 79 89 97 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
35 41 50 57 67 69 79 89 97 -> 113 fr=82 (0.1340), cf=0.512, gamma=3.825, delta=0.099, M=-1.299e+002
9 56 77 -> 103 fr=79 (0.1291), cf=0.520, gamma=4.026, delta=0.097, M=-1.299e+002
35 46 63 67 89 -> 113 fr=82 (0.1340), cf=0.509, gamma=3.801, delta=0.099, M=-1.292e+002
35 46 52 63 67 -> 113 fr=82 (0.1340), cf=0.509, gamma=3.801, delta=0.099, M=-1.292e+002
35 46 63 69 89 -> 113 fr=82 (0.1340), cf=0.509, gamma=3.801, delta=0.099, M=-1.292e+002
