9 36 65 -> 103 fr=80 (0.1292), cf=0.964, gamma=7.458, delta=0.112, M=-2.238e+002
35 41 46 50 63 69 -> 113 fr=82 (0.1325), cf=0.532, gamma=4.019, delta=0.100, M=-1.353e+002
35 41 46 50 59 67 -> 113 fr=82 (0.1325), cf=0.532, gamma=4.019, delta=0.100, M=-1.353e+002
35 41 46 50 59 69 -> 113 fr=82 (0.1325), cf=0.532, gamma=4.019, delta=0.100, M=-1.353e+002
35 41 50 55 63 89 97 -> 113 fr=82 (0.1325), cf=0.532, gamma=4.019, delta=0.100, M=-1.353e+002
35 41 50 52 55 63 97 -> 113 fr=82 (0.1325), cf=0.532, gamma=4.019, delta=0.100, M=-1.353e+002
35 41 50 63 83 89 97 -> 113 fr=82 (0.1325), cf=0.532, gamma=4.019, delta=0.100, M=-1.353e+002
35 41 50 52 63 83 97 -> 113 fr=82 (0.1325), cf=0.532, gamma=4.019, delta=0.100, M=-1.353e+002
35 41 50 59 63 89 97 -> 113 fr=82 (0.1325), cf=0.532, gamma=4.019, delta=0.100, M=-1.353e+002
35 41 50 52 59 63 97 -> 113 fr=82 (0.1325), cf=0.532, gamma=4.019, delta=0.100, M=-1.353e+002
35 41 50 63 79 89 97 -> 113 fr=82 (0.1325), cf=0.532, gamma=4.019, delta=0.100, M=-1.353e+002
35 41 50 52 63 79 97 -> 113 fr=82 (0.1325), cf=0.532, gamma=4.019, delta=0.100, M=-1.353e+002
35 41 50 63 69 89 97 -> 113 fr=82 (0.1325), cf=0.532, gamma=4.019, delta=0.100, M=-1.353e+002
35 41 50 52 63 69 97 -> 113 fr=82 (0.1325), cf=0.532, gamma=4.019, delta=0.100, M=-1.353e+002
35 41 46 50 67 69 83 -> 113 fr=82 (0.1325), cf=0.532, gamma=4.019, delta=0.100, M=-1.353e+002
35 41 46 50 67 69 79 -> 113 fr=82 (0.1325), cf=0.532, gamma=4.019, delta=0.100, M=-1.353e+002
35 41 46 50 63 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 63 89 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 52 63 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 46 50 67 83 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 46 50 67 79 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 46 50 67 69 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 42 50 55 63 89 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 42 50 52 55 63 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 42 50 63 83 89 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 42 50 52 63 83 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 42 50 59 63 89 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 42 50 52 59 63 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 42 50 63 79 89 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 42 50 52 63 79 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 42 50 63 69 89 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 42 50 52 63 69 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 55 57 83 89 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 52 55 57 83 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 55 57 79 89 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 52 55 57 79 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 57 59 67 83 89 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 52 57 59 67 83 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 57 59 69 83 89 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 52 57 59 69 83 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 57 67 69 83 89 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 52 57 67 69 83 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 57 59 67 79 89 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 52 57 59 67 79 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 57 59 69 79 89 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 52 57 59 69 79 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 57 67 69 79 89 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
35 41 50 52 57 67 69 79 97 -> 113 fr=82 (0.1325), cf=0.529, gamma=3.994, delta=0.099, M=-1.346e+002
36 74 -> 103 fr=80 (0.1292), cf=0.533, gamma=4.127, delta=0.098, M=-1.343e+002
35 46 55 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 52 55 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 63 83 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 52 63 83 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 59 63 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 52 59 63 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 63 79 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 52 63 79 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 63 69 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 52 63 69 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 59 67 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 52 59 67 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 59 69 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 52 59 69 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 55 63 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 52 55 63 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 63 83 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 52 63 83 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 42 50 63 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 42 50 52 63 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 59 63 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 52 59 63 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 63 79 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 52 63 79 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 63 69 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 52 63 69 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 67 69 83 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 52 67 69 83 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 67 69 79 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 46 52 67 69 79 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 55 83 89 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 52 55 83 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 55 79 89 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 52 55 79 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 55 57 89 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 52 55 57 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 42 50 55 57 83 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 42 50 52 55 57 83 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 42 50 55 57 79 89 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 42 50 52 55 57 79 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 59 67 83 89 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 52 59 67 83 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 59 69 83 89 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 52 59 69 83 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 67 69 83 89 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 52 67 69 83 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 57 67 83 89 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 52 57 67 83 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 59 67 79 89 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 52 59 67 79 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 59 69 79 89 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 52 59 69 79 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 67 69 79 89 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 52 67 69 79 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
35 41 50 57 67 79 89 97 -> 113 fr=82 (0.1325), cf=0.526, gamma=3.968, delta=0.099, M=-1.338e+002
