2 11 16 -> ~157 fr=176 (0.5552), cf=0.907, gamma=1.417, delta=0.163, M=-8.407e+001
121 131 -> ~157 fr=145 (0.4574), cf=0.912, gamma=1.424, delta=0.136, M=-5.761e+001
121 131 -> 156 fr=145 (0.4574), cf=0.912, gamma=1.424, delta=0.136, M=-5.761e+001
16 -> ~157 fr=191 (0.6025), cf=0.803, gamma=1.253, delta=0.122, M=-5.687e+001
2 11 124 141 -> ~157 fr=144 (0.4543), cf=0.911, gamma=1.423, delta=0.135, M=-5.671e+001
2 11 124 141 -> 156 fr=144 (0.4543), cf=0.911, gamma=1.423, delta=0.135, M=-5.671e+001
2 11 141 -> ~157 fr=152 (0.4795), cf=0.894, gamma=1.396, delta=0.136, M=-5.660e+001
2 11 141 -> 156 fr=152 (0.4795), cf=0.894, gamma=1.396, delta=0.136, M=-5.660e+001
2 124 141 -> ~157 fr=158 (0.4984), cf=0.878, gamma=1.371, delta=0.135, M=-5.539e+001
2 124 141 -> 156 fr=158 (0.4984), cf=0.878, gamma=1.371, delta=0.135, M=-5.539e+001
102 111 121 -> ~157 fr=130 (0.4101), cf=0.935, gamma=1.460, delta=0.129, M=-5.492e+001
102 111 121 -> 156 fr=130 (0.4101), cf=0.935, gamma=1.460, delta=0.129, M=-5.492e+001
131 -> ~157 fr=152 (0.4795), cf=0.889, gamma=1.388, delta=0.134, M=-5.482e+001
131 -> 156 fr=152 (0.4795), cf=0.889, gamma=1.388, delta=0.134, M=-5.482e+001
11 124 141 -> ~157 fr=144 (0.4543), cf=0.906, gamma=1.414, delta=0.133, M=-5.481e+001
11 124 141 -> 156 fr=144 (0.4543), cf=0.906, gamma=1.414, delta=0.133, M=-5.481e+001
124 141 -> ~157 fr=158 (0.4984), cf=0.873, gamma=1.363, delta=0.133, M=-5.372e+001
124 141 -> 156 fr=158 (0.4984), cf=0.873, gamma=1.363, delta=0.133, M=-5.372e+001
7 124 -> ~157 fr=142 (0.4479), cf=0.904, gamma=1.412, delta=0.131, M=-5.307e+001
7 124 -> 156 fr=142 (0.4479), cf=0.904, gamma=1.412, delta=0.131, M=-5.307e+001
11 25 34 -> ~157 fr=130 (0.4101), cf=0.929, gamma=1.450, delta=0.127, M=-5.280e+001
11 25 34 -> 156 fr=130 (0.4101), cf=0.929, gamma=1.450, delta=0.127, M=-5.280e+001
102 111 -> ~157 fr=134 (0.4227), cf=0.918, gamma=1.433, delta=0.128, M=-5.204e+001
102 111 -> 156 fr=134 (0.4227), cf=0.918, gamma=1.433, delta=0.128, M=-5.204e+001
92 102 121 -> ~157 fr=125 (0.3943), cf=0.933, gamma=1.457, delta=0.124, M=-5.092e+001
92 102 121 -> 156 fr=125 (0.3943), cf=0.933, gamma=1.457, delta=0.124, M=-5.092e+001
122 -> 157 fr=68 (0.2145), cf=0.800, gamma=2.225, delta=0.118, M=-5.082e+001
2 11 -> ~157 fr=187 (0.5899), cf=0.799, gamma=1.248, delta=0.117, M=-5.082e+001
2 11 -> 156 fr=187 (0.5899), cf=0.799, gamma=1.248, delta=0.117, M=-5.082e+001
92 102 -> ~157 fr=129 (0.4069), cf=0.921, gamma=1.439, delta=0.124, M=-4.999e+001
92 102 -> 156 fr=129 (0.4069), cf=0.921, gamma=1.439, delta=0.124, M=-4.999e+001
92 111 121 -> ~157 fr=118 (0.3722), cf=0.944, gamma=1.474, delta=0.120, M=-4.988e+001
92 111 121 -> 156 fr=118 (0.3722), cf=0.944, gamma=1.474, delta=0.120, M=-4.988e+001
102 121 -> ~157 fr=140 (0.4416), cf=0.897, gamma=1.401, delta=0.127, M=-4.958e+001
102 121 -> 156 fr=140 (0.4416), cf=0.897, gamma=1.401, delta=0.127, M=-4.958e+001
11 141 -> ~157 fr=152 (0.4795), cf=0.869, gamma=1.356, delta=0.126, M=-4.819e+001
11 141 -> 156 fr=152 (0.4795), cf=0.869, gamma=1.356, delta=0.126, M=-4.819e+001
4 -> 157 fr=61 (0.1924), cf=0.824, gamma=2.292, delta=0.108, M=-4.699e+001
92 121 -> ~157 fr=125 (0.3943), cf=0.919, gamma=1.435, delta=0.120, M=-4.690e+001
92 121 -> 156 fr=125 (0.3943), cf=0.919, gamma=1.435, delta=0.120, M=-4.690e+001
111 141 -> ~157 fr=134 (0.4227), cf=0.899, gamma=1.404, delta=0.122, M=-4.651e+001
111 141 -> 156 fr=134 (0.4227), cf=0.899, gamma=1.404, delta=0.122, M=-4.651e+001
2 7 -> ~157 fr=160 (0.5047), cf=0.847, gamma=1.322, delta=0.123, M=-4.631e+001
2 7 -> 156 fr=160 (0.5047), cf=0.847, gamma=1.322, delta=0.123, M=-4.631e+001
11 124 -> ~157 fr=170 (0.5363), cf=0.825, gamma=1.289, delta=0.120, M=-4.602e+001
11 124 -> 156 fr=170 (0.5363), cf=0.825, gamma=1.289, delta=0.120, M=-4.602e+001
11 34 -> ~157 fr=158 (0.4984), cf=0.849, gamma=1.327, delta=0.123, M=-4.595e+001
11 34 -> 156 fr=158 (0.4984), cf=0.849, gamma=1.327, delta=0.123, M=-4.595e+001
92 111 -> ~157 fr=118 (0.3722), cf=0.929, gamma=1.451, delta=0.116, M=-4.563e+001
92 111 -> 156 fr=118 (0.3722), cf=0.929, gamma=1.451, delta=0.116, M=-4.563e+001
111 121 -> ~157 fr=135 (0.4259), cf=0.894, gamma=1.396, delta=0.121, M=-4.556e+001
111 121 -> 156 fr=135 (0.4259), cf=0.894, gamma=1.396, delta=0.121, M=-4.556e+001
2 124 -> ~157 fr=185 (0.5836), cf=0.791, gamma=1.235, delta=0.111, M=-4.544e+001
2 124 -> 156 fr=185 (0.5836), cf=0.791, gamma=1.235, delta=0.111, M=-4.544e+001
7 121 150 -> ~157 fr=108 (0.3407), cf=0.947, gamma=1.479, delta=0.110, M=-4.484e+001
7 121 150 -> 156 fr=108 (0.3407), cf=0.947, gamma=1.479, delta=0.110, M=-4.484e+001
72 82 92 -> ~157 fr=97 (0.3060), cf=0.970, gamma=1.515, delta=0.104, M=-4.454e+001
72 82 92 -> 156 fr=97 (0.3060), cf=0.970, gamma=1.515, delta=0.104, M=-4.454e+001
2 141 -> ~157 fr=167 (0.5268), cf=0.827, gamma=1.291, delta=0.119, M=-4.443e+001
2 141 -> 156 fr=167 (0.5268), cf=0.827, gamma=1.291, delta=0.119, M=-4.443e+001
92 141 -> ~157 fr=119 (0.3754), cf=0.922, gamma=1.441, delta=0.115, M=-4.439e+001
92 141 -> 156 fr=119 (0.3754), cf=0.922, gamma=1.441, delta=0.115, M=-4.439e+001
62 92 -> ~157 fr=112 (0.3533), cf=0.933, gamma=1.457, delta=0.111, M=-4.337e+001
62 92 -> 156 fr=112 (0.3533), cf=0.933, gamma=1.457, delta=0.111, M=-4.337e+001
11 25 -> ~157 fr=132 (0.4164), cf=0.892, gamma=1.393, delta=0.117, M=-4.327e+001
11 25 -> 156 fr=132 (0.4164), cf=0.892, gamma=1.393, delta=0.117, M=-4.327e+001
124 -> ~157 fr=185 (0.5836), cf=0.784, gamma=1.224, delta=0.107, M=-4.285e+001
72 92 -> ~157 fr=105 (0.3312), cf=0.946, gamma=1.477, delta=0.107, M=-4.275e+001
72 92 -> 156 fr=105 (0.3312), cf=0.946, gamma=1.477, delta=0.107, M=-4.275e+001
92 -> ~157 fr=131 (0.4132), cf=0.891, gamma=1.392, delta=0.116, M=-4.252e+001
92 -> 156 fr=131 (0.4132), cf=0.891, gamma=1.392, delta=0.116, M=-4.252e+001
121 150 -> ~157 fr=146 (0.4606), cf=0.854, gamma=1.333, delta=0.115, M=-4.022e+001
121 150 -> 156 fr=146 (0.4606), cf=0.854, gamma=1.333, delta=0.115, M=-4.022e+001
7 121 -> ~157 fr=118 (0.3722), cf=0.908, gamma=1.417, delta=0.110, M=-4.001e+001
7 121 -> 156 fr=118 (0.3722), cf=0.908, gamma=1.417, delta=0.110, M=-4.001e+001
2 25 34 -> ~157 fr=140 (0.4416), cf=0.864, gamma=1.350, delta=0.114, M=-3.995e+001
2 25 34 -> 156 fr=140 (0.4416), cf=0.864, gamma=1.350, delta=0.114, M=-3.995e+001
25 43 -> ~157 fr=109 (0.3438), cf=0.924, gamma=1.442, delta=0.105, M=-3.934e+001
25 43 -> 156 fr=109 (0.3438), cf=0.924, gamma=1.442, delta=0.105, M=-3.934e+001
25 29 34 -> ~157 fr=93 (0.2934), cf=0.959, gamma=1.497, delta=0.097, M=-3.933e+001
25 29 34 -> 156 fr=93 (0.2934), cf=0.959, gamma=1.497, delta=0.097, M=-3.933e+001
34 82 102 -> ~157 fr=114 (0.3596), cf=0.912, gamma=1.424, delta=0.107, M=-3.904e+001
34 82 102 -> 156 fr=114 (0.3596), cf=0.912, gamma=1.424, delta=0.107, M=-3.904e+001
62 102 -> ~157 fr=111 (0.3502), cf=0.917, gamma=1.433, delta=0.106, M=-3.882e+001
62 102 -> 156 fr=111 (0.3502), cf=0.917, gamma=1.433, delta=0.106, M=-3.882e+001
7 29 48 67 -> ~157 fr=84 (0.2650), cf=0.977, gamma=1.525, delta=0.091, M=-3.871e+001
7 29 48 67 -> 156 fr=84 (0.2650), cf=0.977, gamma=1.525, delta=0.091, M=-3.871e+001
121 -> ~157 fr=159 (0.5016), cf=0.824, gamma=1.286, delta=0.112, M=-3.856e+001
121 -> 156 fr=159 (0.5016), cf=0.824, gamma=1.286, delta=0.112, M=-3.856e+001
1 -> 157 fr=34 (0.1073), cf=1.000, gamma=2.781, delta=0.069, M=-3.843e+001
2 -> ~157 fr=203 (0.6404), cf=0.717, gamma=1.120, delta=0.069, M=-3.843e+001
34 72 102 -> ~157 fr=110 (0.3470), cf=0.917, gamma=1.431, delta=0.105, M=-3.816e+001
34 72 102 -> 156 fr=110 (0.3470), cf=0.917, gamma=1.431, delta=0.105, M=-3.816e+001
34 52 -> ~157 fr=127 (0.4006), cf=0.882, gamma=1.377, delta=0.110, M=-3.805e+001
34 52 -> 156 fr=127 (0.4006), cf=0.882, gamma=1.377, delta=0.110, M=-3.805e+001
61 150 -> 157 fr=42 (0.1325), cf=0.913, gamma=2.539, delta=0.080, M=-3.798e+001
61 150 -> ~156 fr=42 (0.1325), cf=0.913, gamma=2.539, delta=0.080, M=-3.798e+001
34 62 -> ~157 fr=117 (0.3691), cf=0.900, gamma=1.405, delta=0.106, M=-3.762e+001
34 62 -> 156 fr=117 (0.3691), cf=0.900, gamma=1.405, delta=0.106, M=-3.762e+001
7 20 29 48 -> ~157 fr=86 (0.2713), cf=0.966, gamma=1.509, delta=0.092, M=-3.731e+001
7 20 29 48 -> 156 fr=86 (0.2713), cf=0.966, gamma=1.509, delta=0.092, M=-3.731e+001
72 82 102 -> ~157 fr=103 (0.3249), cf=0.928, gamma=1.449, delta=0.101, M=-3.730e+001
72 82 102 -> 156 fr=103 (0.3249), cf=0.928, gamma=1.449, delta=0.101, M=-3.730e+001
111 -> ~157 fr=140 (0.4416), cf=0.854, gamma=1.333, delta=0.110, M=-3.710e+001
111 -> 156 fr=140 (0.4416), cf=0.854, gamma=1.333, delta=0.110, M=-3.710e+001
72 102 -> ~157 fr=111 (0.3502), cf=0.910, gamma=1.421, delta=0.104, M=-3.704e+001
72 102 -> 156 fr=111 (0.3502), cf=0.910, gamma=1.421, delta=0.104, M=-3.704e+001
82 102 141 150 -> ~157 fr=108 (0.3407), cf=0.915, gamma=1.429, delta=0.102, M=-3.684e+001
82 102 141 150 -> 156 fr=108 (0.3407), cf=0.915, gamma=1.429, delta=0.102, M=-3.684e+001
11 -> ~157 fr=187 (0.5899), cf=0.763, gamma=1.192, delta=0.095, M=-3.669e+001
52 62 -> ~157 fr=113 (0.3565), cf=0.904, gamma=1.412, delta=0.104, M=-3.664e+001
52 62 -> 156 fr=113 (0.3565), cf=0.904, gamma=1.412, delta=0.104, M=-3.664e+001
82 102 -> ~157 fr=115 (0.3628), cf=0.898, gamma=1.403, delta=0.104, M=-3.629e+001
82 102 -> 156 fr=115 (0.3628), cf=0.898, gamma=1.403, delta=0.104, M=-3.629e+001
7 29 48 -> ~157 fr=95 (0.2997), cf=0.941, gamma=1.469, delta=0.096, M=-3.617e+001
7 29 48 -> 156 fr=95 (0.2997), cf=0.941, gamma=1.469, delta=0.096, M=-3.617e+001
7 25 52 -> ~157 fr=91 (0.2871), cf=0.948, gamma=1.480, delta=0.093, M=-3.578e+001
7 25 52 -> 156 fr=91 (0.2871), cf=0.948, gamma=1.480, delta=0.093, M=-3.578e+001
25 29 -> ~157 fr=94 (0.2965), cf=0.940, gamma=1.468, delta=0.095, M=-3.554e+001
25 29 -> 156 fr=94 (0.2965), cf=0.940, gamma=1.468, delta=0.095, M=-3.554e+001
43 52 -> ~157 fr=116 (0.3659), cf=0.892, gamma=1.393, delta=0.103, M=-3.534e+001
43 52 -> 156 fr=116 (0.3659), cf=0.892, gamma=1.393, delta=0.103, M=-3.534e+001
61 154 -> 157 fr=38 (0.1199), cf=0.927, gamma=2.577, delta=0.073, M=-3.519e+001
61 154 -> ~156 fr=38 (0.1199), cf=0.927, gamma=2.577, delta=0.073, M=-3.519e+001
123 -> 157 fr=36 (0.1136), cf=0.947, gamma=2.634, delta=0.070, M=-3.504e+001
7 20 48 57 67 -> ~157 fr=78 (0.2461), cf=0.975, gamma=1.523, delta=0.084, M=-3.495e+001
7 20 48 57 67 -> 156 fr=78 (0.2461), cf=0.975, gamma=1.523, delta=0.084, M=-3.495e+001
52 102 141 150 -> ~157 fr=105 (0.3312), cf=0.913, gamma=1.426, delta=0.099, M=-3.492e+001
52 102 141 150 -> 156 fr=105 (0.3312), cf=0.913, gamma=1.426, delta=0.099, M=-3.492e+001
34 43 102 -> ~157 fr=110 (0.3470), cf=0.902, gamma=1.408, delta=0.101, M=-3.470e+001
34 43 102 -> 156 fr=110 (0.3470), cf=0.902, gamma=1.408, delta=0.101, M=-3.470e+001
25 52 -> ~157 fr=107 (0.3375), cf=0.907, gamma=1.416, delta=0.099, M=-3.447e+001
25 52 -> 156 fr=107 (0.3375), cf=0.907, gamma=1.416, delta=0.099, M=-3.447e+001
7 29 34 -> ~157 fr=92 (0.2902), cf=0.939, gamma=1.466, delta=0.092, M=-3.430e+001
7 29 34 -> 156 fr=92 (0.2902), cf=0.939, gamma=1.466, delta=0.092, M=-3.430e+001
62 72 -> ~157 fr=101 (0.3186), cf=0.918, gamma=1.434, delta=0.096, M=-3.418e+001
62 72 -> 156 fr=101 (0.3186), cf=0.918, gamma=1.434, delta=0.096, M=-3.418e+001
7 20 48 67 -> ~157 fr=84 (0.2650), cf=0.955, gamma=1.491, delta=0.087, M=-3.368e+001
7 20 48 67 -> 156 fr=84 (0.2650), cf=0.955, gamma=1.491, delta=0.087, M=-3.368e+001
7 20 38 48 -> ~157 fr=80 (0.2524), cf=0.964, gamma=1.505, delta=0.085, M=-3.359e+001
7 20 38 48 -> 156 fr=80 (0.2524), cf=0.964, gamma=1.505, delta=0.085, M=-3.359e+001
62 -> ~157 fr=118 (0.3722), cf=0.881, gamma=1.375, delta=0.102, M=-3.356e+001
62 -> 156 fr=118 (0.3722), cf=0.881, gamma=1.375, delta=0.102, M=-3.356e+001
7 52 -> ~157 fr=94 (0.2965), cf=0.931, gamma=1.453, delta=0.092, M=-3.356e+001
7 52 -> 156 fr=94 (0.2965), cf=0.931, gamma=1.453, delta=0.092, M=-3.356e+001
7 20 29 -> ~157 fr=97 (0.3060), cf=0.924, gamma=1.443, delta=0.094, M=-3.352e+001
7 20 29 -> 156 fr=97 (0.3060), cf=0.924, gamma=1.443, delta=0.094, M=-3.352e+001
7 29 -> ~157 fr=110 (0.3470), cf=0.894, gamma=1.397, delta=0.099, M=-3.309e+001
7 29 -> 156 fr=110 (0.3470), cf=0.894, gamma=1.397, delta=0.099, M=-3.309e+001
52 -> ~157 fr=128 (0.4038), cf=0.859, gamma=1.341, delta=0.103, M=-3.294e+001
52 -> 156 fr=128 (0.4038), cf=0.859, gamma=1.341, delta=0.103, M=-3.294e+001
91 97 150 -> 157 fr=36 (0.1136), cf=0.923, gamma=2.567, delta=0.069, M=-3.279e+001
91 97 150 -> ~156 fr=36 (0.1136), cf=0.923, gamma=2.567, delta=0.069, M=-3.279e+001
72 141 150 -> ~157 fr=104 (0.3281), cf=0.904, gamma=1.412, delta=0.096, M=-3.260e+001
43 102 141 -> ~157 fr=104 (0.3281), cf=0.904, gamma=1.412, delta=0.096, M=-3.260e+001
72 141 150 -> 156 fr=104 (0.3281), cf=0.904, gamma=1.412, delta=0.096, M=-3.260e+001
43 102 141 -> 156 fr=104 (0.3281), cf=0.904, gamma=1.412, delta=0.096, M=-3.260e+001
61 -> 157 fr=48 (0.1514), cf=0.800, gamma=2.225, delta=0.083, M=-3.240e+001
