2 16 -> ~157 fr=190 (0.6032), cf=0.880, gamma=1.372, delta=0.163, M=-9.113e+001
72 82 92 111 -> ~157 fr=93 (0.2952), cf=0.979, gamma=1.527, delta=0.102, M=-4.455e+001
72 82 92 111 -> 156 fr=93 (0.2952), cf=0.979, gamma=1.527, delta=0.102, M=-4.455e+001
72 82 92 -> ~157 fr=97 (0.3079), cf=0.970, gamma=1.513, delta=0.104, M=-4.446e+001
72 82 92 -> 156 fr=97 (0.3079), cf=0.970, gamma=1.513, delta=0.104, M=-4.446e+001
92 111 -> ~157 fr=116 (0.3683), cf=0.928, gamma=1.447, delta=0.114, M=-4.411e+001
92 111 -> 156 fr=116 (0.3683), cf=0.928, gamma=1.447, delta=0.114, M=-4.411e+001
7 121 150 -> ~157 fr=110 (0.3492), cf=0.940, gamma=1.466, delta=0.111, M=-4.397e+001
7 121 150 -> 156 fr=110 (0.3492), cf=0.940, gamma=1.466, delta=0.111, M=-4.397e+001
92 121 -> ~157 fr=123 (0.3905), cf=0.911, gamma=1.421, delta=0.116, M=-4.348e+001
92 121 -> 156 fr=123 (0.3905), cf=0.911, gamma=1.421, delta=0.116, M=-4.348e+001
124 -> ~157 fr=187 (0.5937), cf=0.779, gamma=1.215, delta=0.105, M=-4.317e+001
7 121 -> ~157 fr=122 (0.3873), cf=0.910, gamma=1.420, delta=0.115, M=-4.276e+001
7 121 -> 156 fr=122 (0.3873), cf=0.910, gamma=1.420, delta=0.115, M=-4.276e+001
34 72 102 -> ~157 fr=114 (0.3619), cf=0.927, gamma=1.445, delta=0.112, M=-4.269e+001
34 72 102 -> 156 fr=114 (0.3619), cf=0.927, gamma=1.445, delta=0.112, M=-4.269e+001
72 92 -> ~157 fr=105 (0.3333), cf=0.946, gamma=1.475, delta=0.107, M=-4.267e+001
72 92 -> 156 fr=105 (0.3333), cf=0.946, gamma=1.475, delta=0.107, M=-4.267e+001
25 121 -> ~157 fr=108 (0.3429), cf=0.939, gamma=1.464, delta=0.109, M=-4.258e+001
25 121 -> 156 fr=108 (0.3429), cf=0.939, gamma=1.464, delta=0.109, M=-4.258e+001
11 121 150 -> ~157 fr=135 (0.4286), cf=0.882, gamma=1.376, delta=0.117, M=-4.222e+001
11 121 150 -> 156 fr=135 (0.4286), cf=0.882, gamma=1.376, delta=0.117, M=-4.222e+001
92 141 -> ~157 fr=116 (0.3683), cf=0.921, gamma=1.436, delta=0.112, M=-4.217e+001
92 141 -> 156 fr=116 (0.3683), cf=0.921, gamma=1.436, delta=0.112, M=-4.217e+001
72 82 102 -> ~157 fr=107 (0.3397), cf=0.939, gamma=1.464, delta=0.108, M=-4.189e+001
72 82 102 -> 156 fr=107 (0.3397), cf=0.939, gamma=1.464, delta=0.108, M=-4.189e+001
121 150 -> ~157 fr=146 (0.4635), cf=0.859, gamma=1.339, delta=0.117, M=-4.163e+001
121 150 -> 156 fr=146 (0.4635), cf=0.859, gamma=1.339, delta=0.117, M=-4.163e+001
121 -> ~157 fr=161 (0.5111), cf=0.830, gamma=1.294, delta=0.116, M=-4.163e+001
121 -> 156 fr=161 (0.5111), cf=0.830, gamma=1.294, delta=0.116, M=-4.163e+001
61 150 -> 157 fr=43 (0.1365), cf=0.935, gamma=2.606, delta=0.084, M=-4.156e+001
61 150 -> ~156 fr=43 (0.1365), cf=0.935, gamma=2.606, delta=0.084, M=-4.156e+001
72 102 -> ~157 fr=115 (0.3651), cf=0.920, gamma=1.435, delta=0.111, M=-4.147e+001
72 102 -> 156 fr=115 (0.3651), cf=0.920, gamma=1.435, delta=0.111, M=-4.147e+001
34 82 102 -> ~157 fr=117 (0.3714), cf=0.914, gamma=1.425, delta=0.111, M=-4.102e+001
34 82 102 -> 156 fr=117 (0.3714), cf=0.914, gamma=1.425, delta=0.111, M=-4.102e+001
2 34 102 -> ~157 fr=143 (0.4540), cf=0.861, gamma=1.343, delta=0.116, M=-4.073e+001
2 34 102 -> 156 fr=143 (0.4540), cf=0.861, gamma=1.343, delta=0.116, M=-4.073e+001
2 25 34 -> ~157 fr=141 (0.4476), cf=0.865, gamma=1.349, delta=0.116, M=-4.066e+001
2 25 34 -> 156 fr=141 (0.4476), cf=0.865, gamma=1.349, delta=0.116, M=-4.066e+001
82 102 141 150 -> ~157 fr=110 (0.3492), cf=0.924, gamma=1.441, delta=0.107, M=-3.994e+001
82 102 141 150 -> 156 fr=110 (0.3492), cf=0.924, gamma=1.441, delta=0.107, M=-3.994e+001
1 -> 157 fr=35 (0.1111), cf=1.000, gamma=2.788, delta=0.071, M=-3.982e+001
2 -> ~157 fr=202 (0.6413), cf=0.721, gamma=1.125, delta=0.071, M=-3.982e+001
62 92 -> ~157 fr=109 (0.3460), cf=0.924, gamma=1.440, delta=0.106, M=-3.926e+001
62 92 -> 156 fr=109 (0.3460), cf=0.924, gamma=1.440, delta=0.106, M=-3.926e+001
11 92 -> ~157 fr=117 (0.3714), cf=0.907, gamma=1.414, delta=0.109, M=-3.924e+001
11 92 -> 156 fr=117 (0.3714), cf=0.907, gamma=1.414, delta=0.109, M=-3.924e+001
61 -> 157 fr=50 (0.1587), cf=0.847, gamma=2.362, delta=0.092, M=-3.922e+001
82 92 -> ~157 fr=106 (0.3365), cf=0.930, gamma=1.450, delta=0.104, M=-3.919e+001
82 92 -> 156 fr=106 (0.3365), cf=0.930, gamma=1.450, delta=0.104, M=-3.919e+001
11 102 -> ~157 fr=146 (0.4635), cf=0.849, gamma=1.324, delta=0.113, M=-3.879e+001
11 102 -> 156 fr=146 (0.4635), cf=0.849, gamma=1.324, delta=0.113, M=-3.879e+001
92 -> ~157 fr=128 (0.4063), cf=0.883, gamma=1.377, delta=0.111, M=-3.868e+001
92 -> 156 fr=128 (0.4063), cf=0.883, gamma=1.377, delta=0.111, M=-3.868e+001
102 141 150 -> ~157 fr=142 (0.4508), cf=0.855, gamma=1.334, delta=0.113, M=-3.853e+001
102 141 150 -> 156 fr=142 (0.4508), cf=0.855, gamma=1.334, delta=0.113, M=-3.853e+001
102 141 -> ~157 fr=149 (0.4730), cf=0.842, gamma=1.313, delta=0.113, M=-3.838e+001
102 141 -> 156 fr=149 (0.4730), cf=0.842, gamma=1.313, delta=0.113, M=-3.838e+001
7 111 150 -> ~157 fr=95 (0.3016), cf=0.950, gamma=1.481, delta=0.098, M=-3.823e+001
7 111 150 -> 156 fr=95 (0.3016), cf=0.950, gamma=1.481, delta=0.098, M=-3.823e+001
82 102 -> ~157 fr=118 (0.3746), cf=0.901, gamma=1.405, delta=0.108, M=-3.822e+001
82 102 -> 156 fr=118 (0.3746), cf=0.901, gamma=1.405, delta=0.108, M=-3.822e+001
11 111 -> ~157 fr=129 (0.4095), cf=0.878, gamma=1.368, delta=0.110, M=-3.785e+001
11 111 -> 156 fr=129 (0.4095), cf=0.878, gamma=1.368, delta=0.110, M=-3.785e+001
91 97 150 -> 157 fr=40 (0.1270), cf=0.930, gamma=2.593, delta=0.078, M=-3.779e+001
91 97 150 -> ~156 fr=40 (0.1270), cf=0.930, gamma=2.593, delta=0.078, M=-3.779e+001
111 -> ~157 fr=141 (0.4476), cf=0.855, gamma=1.333, delta=0.112, M=-3.779e+001
111 -> 156 fr=141 (0.4476), cf=0.855, gamma=1.333, delta=0.112, M=-3.779e+001
7 141 -> ~157 fr=133 (0.4222), cf=0.869, gamma=1.356, delta=0.111, M=-3.770e+001
7 141 -> 156 fr=133 (0.4222), cf=0.869, gamma=1.356, delta=0.111, M=-3.770e+001
25 34 52 -> ~157 fr=106 (0.3365), cf=0.922, gamma=1.437, delta=0.102, M=-3.728e+001
25 34 52 -> 156 fr=106 (0.3365), cf=0.922, gamma=1.437, delta=0.102, M=-3.728e+001
11 -> ~157 fr=187 (0.5937), cf=0.763, gamma=1.190, delta=0.095, M=-3.697e+001
62 102 -> ~157 fr=111 (0.3524), cf=0.910, gamma=1.419, delta=0.104, M=-3.696e+001
62 102 -> 156 fr=111 (0.3524), cf=0.910, gamma=1.419, delta=0.104, M=-3.696e+001
7 25 43 -> ~157 fr=93 (0.2952), cf=0.949, gamma=1.480, delta=0.096, M=-3.695e+001
7 25 43 -> 156 fr=93 (0.2952), cf=0.949, gamma=1.480, delta=0.096, M=-3.695e+001
25 43 -> ~157 fr=108 (0.3429), cf=0.915, gamma=1.427, delta=0.103, M=-3.676e+001
25 43 -> 156 fr=108 (0.3429), cf=0.915, gamma=1.427, delta=0.103, M=-3.676e+001
34 52 -> ~157 fr=125 (0.3968), cf=0.880, gamma=1.373, delta=0.108, M=-3.660e+001
34 52 -> 156 fr=125 (0.3968), cf=0.880, gamma=1.373, delta=0.108, M=-3.660e+001
7 25 52 -> ~157 fr=92 (0.2921), cf=0.948, gamma=1.479, delta=0.095, M=-3.632e+001
7 25 52 -> 156 fr=92 (0.2921), cf=0.948, gamma=1.479, delta=0.095, M=-3.632e+001
25 52 -> ~157 fr=107 (0.3397), cf=0.915, gamma=1.426, delta=0.101, M=-3.611e+001
25 52 -> 156 fr=107 (0.3397), cf=0.915, gamma=1.426, delta=0.101, M=-3.611e+001
72 141 150 -> ~157 fr=107 (0.3397), cf=0.915, gamma=1.426, delta=0.101, M=-3.611e+001
72 141 150 -> 156 fr=107 (0.3397), cf=0.915, gamma=1.426, delta=0.101, M=-3.611e+001
7 20 38 48 -> ~157 fr=80 (0.2540), cf=0.976, gamma=1.521, delta=0.087, M=-3.611e+001
7 20 38 48 -> 156 fr=80 (0.2540), cf=0.976, gamma=1.521, delta=0.087, M=-3.611e+001
34 43 102 -> ~157 fr=109 (0.3460), cf=0.908, gamma=1.416, delta=0.102, M=-3.566e+001
34 43 102 -> 156 fr=109 (0.3460), cf=0.908, gamma=1.416, delta=0.102, M=-3.566e+001
62 72 -> ~157 fr=103 (0.3270), cf=0.920, gamma=1.434, delta=0.099, M=-3.535e+001
62 72 -> 156 fr=103 (0.3270), cf=0.920, gamma=1.434, delta=0.099, M=-3.535e+001
141 150 -> ~157 fr=161 (0.5111), cf=0.809, gamma=1.262, delta=0.106, M=-3.521e+001
141 150 -> 156 fr=161 (0.5111), cf=0.809, gamma=1.262, delta=0.106, M=-3.521e+001
141 -> ~157 fr=168 (0.5333), cf=0.796, gamma=1.242, delta=0.104, M=-3.517e+001
91 97 -> 157 fr=44 (0.1397), cf=0.863, gamma=2.405, delta=0.082, M=-3.513e+001
91 97 -> ~156 fr=44 (0.1397), cf=0.863, gamma=2.405, delta=0.082, M=-3.513e+001
52 62 -> ~157 fr=113 (0.3587), cf=0.897, gamma=1.399, delta=0.102, M=-3.491e+001
52 62 -> 156 fr=113 (0.3587), cf=0.897, gamma=1.399, delta=0.102, M=-3.491e+001
7 20 29 48 67 -> ~157 fr=78 (0.2476), cf=0.975, gamma=1.520, delta=0.085, M=-3.487e+001
7 20 29 48 67 -> 156 fr=78 (0.2476), cf=0.975, gamma=1.520, delta=0.085, M=-3.487e+001
7 20 29 48 -> ~157 fr=86 (0.2730), cf=0.956, gamma=1.490, delta=0.090, M=-3.482e+001
7 20 29 48 -> 156 fr=86 (0.2730), cf=0.956, gamma=1.490, delta=0.090, M=-3.482e+001
7 29 48 67 -> ~157 fr=82 (0.2603), cf=0.965, gamma=1.504, delta=0.087, M=-3.473e+001
7 29 48 67 -> 156 fr=82 (0.2603), cf=0.965, gamma=1.504, delta=0.087, M=-3.473e+001
43 102 -> ~157 fr=110 (0.3492), cf=0.902, gamma=1.406, delta=0.101, M=-3.462e+001
43 102 -> 156 fr=110 (0.3492), cf=0.902, gamma=1.406, delta=0.101, M=-3.462e+001
25 29 34 -> ~157 fr=89 (0.2825), cf=0.947, gamma=1.476, delta=0.091, M=-3.445e+001
25 29 34 -> 156 fr=89 (0.2825), cf=0.947, gamma=1.476, delta=0.091, M=-3.445e+001
34 62 -> ~157 fr=117 (0.3714), cf=0.886, gamma=1.382, delta=0.103, M=-3.435e+001
34 62 -> 156 fr=117 (0.3714), cf=0.886, gamma=1.382, delta=0.103, M=-3.435e+001
123 -> 157 fr=35 (0.1111), cf=0.946, gamma=2.637, delta=0.069, M=-3.395e+001
7 38 48 57 -> ~157 fr=88 (0.2794), cf=0.946, gamma=1.476, delta=0.090, M=-3.384e+001
7 38 48 57 -> 156 fr=88 (0.2794), cf=0.946, gamma=1.476, delta=0.090, M=-3.384e+001
52 72 -> ~157 fr=103 (0.3270), cf=0.912, gamma=1.421, delta=0.097, M=-3.358e+001
52 72 -> 156 fr=103 (0.3270), cf=0.912, gamma=1.421, delta=0.097, M=-3.358e+001
7 29 48 -> ~157 fr=94 (0.2984), cf=0.931, gamma=1.451, delta=0.093, M=-3.348e+001
7 29 48 -> 156 fr=94 (0.2984), cf=0.931, gamma=1.451, delta=0.093, M=-3.348e+001
52 -> ~157 fr=126 (0.4000), cf=0.863, gamma=1.346, delta=0.103, M=-3.293e+001
52 -> 156 fr=126 (0.4000), cf=0.863, gamma=1.346, delta=0.103, M=-3.293e+001
91 -> 157 fr=50 (0.1587), cf=0.781, gamma=2.178, delta=0.086, M=-3.237e+001
7 20 48 57 67 -> ~157 fr=78 (0.2476), cf=0.963, gamma=1.502, delta=0.083, M=-3.231e+001
7 20 48 57 67 -> 156 fr=78 (0.2476), cf=0.963, gamma=1.502, delta=0.083, M=-3.231e+001
7 25 72 -> ~157 fr=85 (0.2698), cf=0.944, gamma=1.473, delta=0.087, M=-3.203e+001
7 25 72 -> 156 fr=85 (0.2698), cf=0.944, gamma=1.473, delta=0.087, M=-3.203e+001
7 20 48 67 -> ~157 fr=85 (0.2698), cf=0.944, gamma=1.473, delta=0.087, M=-3.203e+001
7 20 48 67 -> 156 fr=85 (0.2698), cf=0.944, gamma=1.473, delta=0.087, M=-3.203e+001
