2 16 -> ~157 fr=192 (0.6095), cf=0.873, gamma=1.361, delta=0.162, M=-9.124e+001
82 102 -> 156 fr=122 (0.3873), cf=0.917, gamma=1.430, delta=0.117, M=-4.460e+001
11 62 -> ~157 fr=113 (0.3587), cf=0.934, gamma=1.456, delta=0.112, M=-4.400e+001
25 52 -> ~157 fr=113 (0.3587), cf=0.934, gamma=1.456, delta=0.112, M=-4.400e+001
11 62 -> 156 fr=113 (0.3587), cf=0.934, gamma=1.456, delta=0.112, M=-4.400e+001
25 52 -> 156 fr=113 (0.3587), cf=0.934, gamma=1.456, delta=0.112, M=-4.400e+001
34 72 141 -> ~157 fr=113 (0.3587), cf=0.934, gamma=1.456, delta=0.112, M=-4.400e+001
52 102 141 -> ~157 fr=113 (0.3587), cf=0.934, gamma=1.456, delta=0.112, M=-4.400e+001
34 72 141 -> 156 fr=113 (0.3587), cf=0.934, gamma=1.456, delta=0.112, M=-4.400e+001
52 102 141 -> 156 fr=113 (0.3587), cf=0.934, gamma=1.456, delta=0.112, M=-4.400e+001
62 111 -> ~157 fr=110 (0.3492), cf=0.940, gamma=1.466, delta=0.111, M=-4.397e+001
62 111 -> 156 fr=110 (0.3492), cf=0.940, gamma=1.466, delta=0.111, M=-4.397e+001
7 111 150 -> ~157 fr=100 (0.3175), cf=0.962, gamma=1.499, delta=0.106, M=-4.392e+001
7 111 150 -> 156 fr=100 (0.3175), cf=0.962, gamma=1.499, delta=0.106, M=-4.392e+001
111 -> ~157 fr=141 (0.4476), cf=0.876, gamma=1.366, delta=0.120, M=-4.371e+001
111 -> 156 fr=141 (0.4476), cf=0.876, gamma=1.366, delta=0.120, M=-4.371e+001
25 43 -> ~157 fr=112 (0.3556), cf=0.933, gamma=1.455, delta=0.111, M=-4.329e+001
25 43 -> 156 fr=112 (0.3556), cf=0.933, gamma=1.455, delta=0.111, M=-4.329e+001
62 -> ~157 fr=125 (0.3968), cf=0.906, gamma=1.413, delta=0.116, M=-4.315e+001
62 -> 156 fr=125 (0.3968), cf=0.906, gamma=1.413, delta=0.116, M=-4.315e+001
43 52 -> ~157 fr=120 (0.3810), cf=0.916, gamma=1.428, delta=0.114, M=-4.315e+001
43 52 -> 156 fr=120 (0.3810), cf=0.916, gamma=1.428, delta=0.114, M=-4.315e+001
34 102 141 150 -> ~157 fr=140 (0.4444), cf=0.875, gamma=1.364, delta=0.119, M=-4.292e+001
34 102 141 150 -> 156 fr=140 (0.4444), cf=0.875, gamma=1.364, delta=0.119, M=-4.292e+001
43 102 -> ~157 fr=117 (0.3714), cf=0.921, gamma=1.437, delta=0.113, M=-4.288e+001
43 102 -> 156 fr=117 (0.3714), cf=0.921, gamma=1.437, delta=0.113, M=-4.288e+001
52 102 -> ~157 fr=122 (0.3873), cf=0.910, gamma=1.420, delta=0.115, M=-4.276e+001
52 102 -> 156 fr=122 (0.3873), cf=0.910, gamma=1.420, delta=0.115, M=-4.276e+001
72 141 -> ~157 fr=114 (0.3619), cf=0.927, gamma=1.445, delta=0.112, M=-4.269e+001
72 141 -> 156 fr=114 (0.3619), cf=0.927, gamma=1.445, delta=0.112, M=-4.269e+001
1 -> 157 fr=37 (0.1175), cf=1.000, gamma=2.788, delta=0.075, M=-4.239e+001
2 -> ~157 fr=202 (0.6413), cf=0.727, gamma=1.133, delta=0.075, M=-4.239e+001
34 102 141 -> ~157 fr=141 (0.4476), cf=0.870, gamma=1.357, delta=0.118, M=-4.216e+001
34 102 141 -> 156 fr=141 (0.4476), cf=0.870, gamma=1.357, delta=0.118, M=-4.216e+001
52 141 150 -> ~157 fr=112 (0.3556), cf=0.926, gamma=1.443, delta=0.109, M=-4.130e+001
52 141 150 -> 156 fr=112 (0.3556), cf=0.926, gamma=1.443, delta=0.109, M=-4.130e+001
25 29 34 -> ~157 fr=92 (0.2921), cf=0.968, gamma=1.510, delta=0.099, M=-4.110e+001
25 29 34 -> 156 fr=92 (0.2921), cf=0.968, gamma=1.510, delta=0.099, M=-4.110e+001
102 141 150 -> ~157 fr=147 (0.4667), cf=0.855, gamma=1.333, delta=0.117, M=-4.098e+001
102 141 150 -> 156 fr=147 (0.4667), cf=0.855, gamma=1.333, delta=0.117, M=-4.098e+001
7 141 150 -> ~157 fr=133 (0.4222), cf=0.881, gamma=1.374, delta=0.115, M=-4.073e+001
7 141 150 -> 156 fr=133 (0.4222), cf=0.881, gamma=1.374, delta=0.115, M=-4.073e+001
82 141 150 -> ~157 fr=113 (0.3587), cf=0.919, gamma=1.433, delta=0.108, M=-4.009e+001
82 141 150 -> 156 fr=113 (0.3587), cf=0.919, gamma=1.433, delta=0.108, M=-4.009e+001
52 -> ~157 fr=134 (0.4254), cf=0.876, gamma=1.366, delta=0.114, M=-3.992e+001
52 -> 156 fr=134 (0.4254), cf=0.876, gamma=1.366, delta=0.114, M=-3.992e+001
11 102 -> ~157 fr=147 (0.4667), cf=0.850, gamma=1.325, delta=0.114, M=-3.956e+001
11 102 -> 156 fr=147 (0.4667), cf=0.850, gamma=1.325, delta=0.114, M=-3.956e+001
102 141 -> ~157 fr=152 (0.4825), cf=0.840, gamma=1.310, delta=0.114, M=-3.941e+001
102 141 -> 156 fr=152 (0.4825), cf=0.840, gamma=1.310, delta=0.114, M=-3.941e+001
11 72 150 -> ~157 fr=103 (0.3270), cf=0.936, gamma=1.460, delta=0.103, M=-3.920e+001
11 72 150 -> 156 fr=103 (0.3270), cf=0.936, gamma=1.460, delta=0.103, M=-3.920e+001
7 141 -> ~157 fr=137 (0.4349), cf=0.867, gamma=1.352, delta=0.113, M=-3.913e+001
7 141 -> 156 fr=137 (0.4349), cf=0.867, gamma=1.352, delta=0.113, M=-3.913e+001
11 -> ~157 fr=185 (0.5873), cf=0.771, gamma=1.202, delta=0.099, M=-3.813e+001
7 29 48 -> ~157 fr=91 (0.2889), cf=0.958, gamma=1.494, delta=0.095, M=-3.796e+001
7 29 48 -> 156 fr=91 (0.2889), cf=0.958, gamma=1.494, delta=0.095, M=-3.796e+001
7 25 34 72 -> ~157 fr=91 (0.2889), cf=0.958, gamma=1.494, delta=0.095, M=-3.796e+001
7 25 34 72 -> 156 fr=91 (0.2889), cf=0.958, gamma=1.494, delta=0.095, M=-3.796e+001
25 34 72 -> ~157 fr=104 (0.3302), cf=0.929, gamma=1.448, delta=0.102, M=-3.787e+001
25 34 72 -> 156 fr=104 (0.3302), cf=0.929, gamma=1.448, delta=0.102, M=-3.787e+001
29 141 150 -> ~157 fr=109 (0.3460), cf=0.916, gamma=1.428, delta=0.104, M=-3.742e+001
29 141 150 -> 156 fr=109 (0.3460), cf=0.916, gamma=1.428, delta=0.104, M=-3.742e+001
7 25 29 -> ~157 fr=82 (0.2603), cf=0.976, gamma=1.522, delta=0.089, M=-3.736e+001
7 25 29 -> 156 fr=82 (0.2603), cf=0.976, gamma=1.522, delta=0.089, M=-3.736e+001
25 29 -> ~157 fr=93 (0.2952), cf=0.949, gamma=1.480, delta=0.096, M=-3.695e+001
25 29 -> 156 fr=93 (0.2952), cf=0.949, gamma=1.480, delta=0.096, M=-3.695e+001
61 -> 157 fr=48 (0.1524), cf=0.842, gamma=2.347, delta=0.087, M=-3.678e+001
25 72 -> ~157 fr=105 (0.3333), cf=0.921, gamma=1.436, delta=0.101, M=-3.663e+001
25 72 -> 156 fr=105 (0.3333), cf=0.921, gamma=1.436, delta=0.101, M=-3.663e+001
34 72 150 -> ~157 fr=113 (0.3587), cf=0.904, gamma=1.410, delta=0.104, M=-3.656e+001
34 82 141 -> ~157 fr=113 (0.3587), cf=0.904, gamma=1.410, delta=0.104, M=-3.656e+001
34 72 150 -> 156 fr=113 (0.3587), cf=0.904, gamma=1.410, delta=0.104, M=-3.656e+001
34 82 141 -> 156 fr=113 (0.3587), cf=0.904, gamma=1.410, delta=0.104, M=-3.656e+001
29 34 102 -> ~157 fr=92 (0.2921), cf=0.948, gamma=1.479, delta=0.095, M=-3.632e+001
29 34 102 -> 156 fr=92 (0.2921), cf=0.948, gamma=1.479, delta=0.095, M=-3.632e+001
141 150 -> ~157 fr=165 (0.5238), cf=0.805, gamma=1.255, delta=0.106, M=-3.616e+001
141 150 -> 156 fr=165 (0.5238), cf=0.805, gamma=1.255, delta=0.106, M=-3.616e+001
7 29 -> ~157 fr=107 (0.3397), cf=0.915, gamma=1.426, delta=0.101, M=-3.611e+001
7 29 -> 156 fr=107 (0.3397), cf=0.915, gamma=1.426, delta=0.101, M=-3.611e+001
34 43 141 -> ~157 fr=107 (0.3397), cf=0.915, gamma=1.426, delta=0.101, M=-3.611e+001
34 43 141 -> 156 fr=107 (0.3397), cf=0.915, gamma=1.426, delta=0.101, M=-3.611e+001
34 72 -> ~157 fr=122 (0.3873), cf=0.884, gamma=1.379, delta=0.106, M=-3.610e+001
34 72 -> 156 fr=122 (0.3873), cf=0.884, gamma=1.379, delta=0.106, M=-3.610e+001
34 102 -> ~157 fr=151 (0.4794), cf=0.830, gamma=1.294, delta=0.109, M=-3.598e+001
34 102 -> 156 fr=151 (0.4794), cf=0.830, gamma=1.294, delta=0.109, M=-3.598e+001
7 34 43 -> ~157 fr=101 (0.3206), cf=0.927, gamma=1.445, delta=0.099, M=-3.594e+001
7 34 43 -> 156 fr=101 (0.3206), cf=0.927, gamma=1.445, delta=0.099, M=-3.594e+001
7 25 82 -> ~157 fr=91 (0.2889), cf=0.948, gamma=1.478, delta=0.093, M=-3.569e+001
7 25 82 -> 156 fr=91 (0.2889), cf=0.948, gamma=1.478, delta=0.093, M=-3.569e+001
82 141 -> ~157 fr=114 (0.3619), cf=0.898, gamma=1.400, delta=0.103, M=-3.556e+001
82 141 -> 156 fr=114 (0.3619), cf=0.898, gamma=1.400, delta=0.103, M=-3.556e+001
25 34 82 -> ~157 fr=103 (0.3270), cf=0.920, gamma=1.434, delta=0.099, M=-3.535e+001
25 34 82 -> 156 fr=103 (0.3270), cf=0.920, gamma=1.434, delta=0.099, M=-3.535e+001
43 141 -> ~157 fr=108 (0.3429), cf=0.908, gamma=1.415, delta=0.101, M=-3.502e+001
43 141 -> 156 fr=108 (0.3429), cf=0.908, gamma=1.415, delta=0.101, M=-3.502e+001
29 141 -> ~157 fr=110 (0.3492), cf=0.902, gamma=1.406, delta=0.101, M=-3.462e+001
29 141 -> 156 fr=110 (0.3492), cf=0.902, gamma=1.406, delta=0.101, M=-3.462e+001
7 20 38 48 -> ~157 fr=77 (0.2444), cf=0.975, gamma=1.520, delta=0.084, M=-3.426e+001
7 20 38 48 -> 156 fr=77 (0.2444), cf=0.975, gamma=1.520, delta=0.084, M=-3.426e+001
7 43 -> ~157 fr=101 (0.3206), cf=0.918, gamma=1.432, delta=0.097, M=-3.410e+001
7 43 -> 156 fr=101 (0.3206), cf=0.918, gamma=1.432, delta=0.097, M=-3.410e+001
72 82 -> ~157 fr=114 (0.3619), cf=0.891, gamma=1.389, delta=0.101, M=-3.397e+001
