2 11 16 -> ~157 fr=176 (0.5552), cf=0.912, gamma=1.424, delta=0.165, M=-8.620e+001
92 111 121 -> ~157 fr=114 (0.3596), cf=0.950, gamma=1.483, delta=0.117, M=-4.917e+001
92 111 121 -> 156 fr=114 (0.3596), cf=0.950, gamma=1.483, delta=0.117, M=-4.917e+001
111 141 -> ~157 fr=132 (0.4164), cf=0.910, gamma=1.422, delta=0.123, M=-4.853e+001
111 141 -> 156 fr=132 (0.4164), cf=0.910, gamma=1.422, delta=0.123, M=-4.853e+001
2 141 -> ~157 fr=168 (0.5300), cf=0.836, gamma=1.305, delta=0.124, M=-4.823e+001
2 141 -> 156 fr=168 (0.5300), cf=0.836, gamma=1.305, delta=0.124, M=-4.823e+001
124 -> ~157 fr=188 (0.5931), cf=0.790, gamma=1.234, delta=0.112, M=-4.812e+001
92 102 141 -> ~157 fr=115 (0.3628), cf=0.943, gamma=1.472, delta=0.116, M=-4.764e+001
92 102 141 -> 156 fr=115 (0.3628), cf=0.943, gamma=1.472, delta=0.116, M=-4.764e+001
111 121 -> ~157 fr=132 (0.4164), cf=0.904, gamma=1.412, delta=0.121, M=-4.671e+001
111 121 -> 156 fr=132 (0.4164), cf=0.904, gamma=1.412, delta=0.121, M=-4.671e+001
11 34 -> ~157 fr=157 (0.4953), cf=0.853, gamma=1.332, delta=0.124, M=-4.653e+001
11 34 -> 156 fr=157 (0.4953), cf=0.853, gamma=1.332, delta=0.124, M=-4.653e+001
92 102 -> ~157 fr=124 (0.3912), cf=0.919, gamma=1.434, delta=0.118, M=-4.615e+001
92 102 -> 156 fr=124 (0.3912), cf=0.919, gamma=1.434, delta=0.118, M=-4.615e+001
72 82 92 111 -> ~157 fr=90 (0.2839), cf=0.989, gamma=1.544, delta=0.100, M=-4.576e+001
72 82 92 111 -> 156 fr=90 (0.2839), cf=0.989, gamma=1.544, delta=0.100, M=-4.576e+001
4 -> 157 fr=60 (0.1893), cf=0.822, gamma=2.286, delta=0.106, M=-4.567e+001
92 141 -> ~157 fr=115 (0.3628), cf=0.935, gamma=1.460, delta=0.114, M=-4.550e+001
92 141 -> 156 fr=115 (0.3628), cf=0.935, gamma=1.460, delta=0.114, M=-4.550e+001
72 82 92 -> ~157 fr=94 (0.2965), cf=0.979, gamma=1.529, delta=0.103, M=-4.531e+001
72 82 92 -> 156 fr=94 (0.2965), cf=0.979, gamma=1.529, delta=0.103, M=-4.531e+001
2 7 -> ~157 fr=160 (0.5047), cf=0.842, gamma=1.315, delta=0.121, M=-4.487e+001
2 7 -> 156 fr=160 (0.5047), cf=0.842, gamma=1.315, delta=0.121, M=-4.487e+001
11 25 -> ~157 fr=134 (0.4227), cf=0.893, gamma=1.395, delta=0.120, M=-4.479e+001
11 25 -> 156 fr=134 (0.4227), cf=0.893, gamma=1.395, delta=0.120, M=-4.479e+001
92 111 -> ~157 fr=114 (0.3596), cf=0.934, gamma=1.459, delta=0.113, M=-4.479e+001
92 111 -> 156 fr=114 (0.3596), cf=0.934, gamma=1.459, delta=0.113, M=-4.479e+001
72 92 121 -> ~157 fr=100 (0.3155), cf=0.962, gamma=1.502, delta=0.105, M=-4.400e+001
72 92 121 -> 156 fr=100 (0.3155), cf=0.962, gamma=1.502, delta=0.105, M=-4.400e+001
92 121 -> ~157 fr=121 (0.3817), cf=0.917, gamma=1.431, delta=0.115, M=-4.394e+001
92 121 -> 156 fr=121 (0.3817), cf=0.917, gamma=1.431, delta=0.115, M=-4.394e+001
72 92 -> ~157 fr=103 (0.3249), cf=0.954, gamma=1.489, delta=0.107, M=-4.365e+001
72 92 -> 156 fr=103 (0.3249), cf=0.954, gamma=1.489, delta=0.107, M=-4.365e+001
25 34 121 -> ~157 fr=107 (0.3375), cf=0.939, gamma=1.466, delta=0.107, M=-4.197e+001
7 121 150 -> ~157 fr=107 (0.3375), cf=0.939, gamma=1.466, delta=0.107, M=-4.197e+001
25 34 121 -> 156 fr=107 (0.3375), cf=0.939, gamma=1.466, delta=0.107, M=-4.197e+001
7 121 150 -> 156 fr=107 (0.3375), cf=0.939, gamma=1.466, delta=0.107, M=-4.197e+001
11 121 150 -> ~157 fr=132 (0.4164), cf=0.886, gamma=1.383, delta=0.115, M=-4.164e+001
11 121 150 -> 156 fr=132 (0.4164), cf=0.886, gamma=1.383, delta=0.115, M=-4.164e+001
2 25 34 -> ~157 fr=144 (0.4543), cf=0.862, gamma=1.347, delta=0.117, M=-4.155e+001
2 25 34 -> 156 fr=144 (0.4543), cf=0.862, gamma=1.347, delta=0.117, M=-4.155e+001
82 92 -> ~157 fr=103 (0.3249), cf=0.945, gamma=1.476, delta=0.105, M=-4.139e+001
82 92 -> 156 fr=103 (0.3249), cf=0.945, gamma=1.476, delta=0.105, M=-4.139e+001
25 121 150 -> ~157 fr=103 (0.3249), cf=0.945, gamma=1.476, delta=0.105, M=-4.139e+001
25 121 150 -> 156 fr=103 (0.3249), cf=0.945, gamma=1.476, delta=0.105, M=-4.139e+001
34 72 102 -> ~157 fr=112 (0.3533), cf=0.926, gamma=1.445, delta=0.109, M=-4.138e+001
34 72 102 -> 156 fr=112 (0.3533), cf=0.926, gamma=1.445, delta=0.109, M=-4.138e+001
25 121 -> ~157 fr=109 (0.3438), cf=0.932, gamma=1.455, delta=0.107, M=-4.129e+001
25 121 -> 156 fr=109 (0.3438), cf=0.932, gamma=1.455, delta=0.107, M=-4.129e+001
82 102 141 150 -> ~157 fr=109 (0.3438), cf=0.932, gamma=1.455, delta=0.107, M=-4.129e+001
82 102 141 150 -> 156 fr=109 (0.3438), cf=0.932, gamma=1.455, delta=0.107, M=-4.129e+001
121 150 -> ~157 fr=145 (0.4574), cf=0.858, gamma=1.340, delta=0.116, M=-4.087e+001
121 150 -> 156 fr=145 (0.4574), cf=0.858, gamma=1.340, delta=0.116, M=-4.087e+001
34 82 102 -> ~157 fr=114 (0.3596), cf=0.919, gamma=1.436, delta=0.109, M=-4.086e+001
34 82 102 -> 156 fr=114 (0.3596), cf=0.919, gamma=1.436, delta=0.109, M=-4.086e+001
62 92 -> ~157 fr=108 (0.3407), cf=0.931, gamma=1.454, delta=0.106, M=-4.061e+001
62 92 -> 156 fr=108 (0.3407), cf=0.931, gamma=1.454, delta=0.106, M=-4.061e+001
92 -> ~157 fr=126 (0.3975), cf=0.894, gamma=1.395, delta=0.113, M=-4.053e+001
92 -> 156 fr=126 (0.3975), cf=0.894, gamma=1.395, delta=0.113, M=-4.053e+001
72 102 -> ~157 fr=113 (0.3565), cf=0.919, gamma=1.435, delta=0.108, M=-4.017e+001
72 102 -> 156 fr=113 (0.3565), cf=0.919, gamma=1.435, delta=0.108, M=-4.017e+001
7 121 -> ~157 fr=118 (0.3722), cf=0.908, gamma=1.417, delta=0.110, M=-4.001e+001
7 121 -> 156 fr=118 (0.3722), cf=0.908, gamma=1.417, delta=0.110, M=-4.001e+001
111 -> ~157 fr=138 (0.4353), cf=0.868, gamma=1.355, delta=0.114, M=-3.992e+001
111 -> 156 fr=138 (0.4353), cf=0.868, gamma=1.355, delta=0.114, M=-3.992e+001
121 -> ~157 fr=159 (0.5016), cf=0.828, gamma=1.293, delta=0.114, M=-3.987e+001
121 -> 156 fr=159 (0.5016), cf=0.828, gamma=1.293, delta=0.114, M=-3.987e+001
25 34 52 -> ~157 fr=109 (0.3438), cf=0.924, gamma=1.442, delta=0.105, M=-3.934e+001
25 34 52 -> 156 fr=109 (0.3438), cf=0.924, gamma=1.442, delta=0.105, M=-3.934e+001
2 34 102 -> ~157 fr=143 (0.4511), cf=0.856, gamma=1.337, delta=0.114, M=-3.933e+001
2 34 102 -> 156 fr=143 (0.4511), cf=0.856, gamma=1.337, delta=0.114, M=-3.933e+001
1 -> 157 fr=34 (0.1073), cf=1.000, gamma=2.781, delta=0.069, M=-3.843e+001
2 -> ~157 fr=203 (0.6404), cf=0.717, gamma=1.120, delta=0.069, M=-3.843e+001
62 102 -> ~157 fr=110 (0.3470), cf=0.917, gamma=1.431, delta=0.105, M=-3.816e+001
25 52 -> ~157 fr=110 (0.3470), cf=0.917, gamma=1.431, delta=0.105, M=-3.816e+001
25 43 -> ~157 fr=110 (0.3470), cf=0.917, gamma=1.431, delta=0.105, M=-3.816e+001
62 102 -> 156 fr=110 (0.3470), cf=0.917, gamma=1.431, delta=0.105, M=-3.816e+001
25 52 -> 156 fr=110 (0.3470), cf=0.917, gamma=1.431, delta=0.105, M=-3.816e+001
25 43 -> 156 fr=110 (0.3470), cf=0.917, gamma=1.431, delta=0.105, M=-3.816e+001
82 102 141 -> ~157 fr=110 (0.3470), cf=0.917, gamma=1.431, delta=0.105, M=-3.816e+001
82 102 141 -> 156 fr=110 (0.3470), cf=0.917, gamma=1.431, delta=0.105, M=-3.816e+001
34 52 -> ~157 fr=127 (0.4006), cf=0.882, gamma=1.377, delta=0.110, M=-3.805e+001
34 52 -> 156 fr=127 (0.4006), cf=0.882, gamma=1.377, delta=0.110, M=-3.805e+001
82 102 -> ~157 fr=115 (0.3628), cf=0.906, gamma=1.414, delta=0.106, M=-3.797e+001
82 102 -> 156 fr=115 (0.3628), cf=0.906, gamma=1.414, delta=0.106, M=-3.797e+001
82 141 150 -> ~157 fr=109 (0.3438), cf=0.916, gamma=1.430, delta=0.103, M=-3.750e+001
34 43 102 -> ~157 fr=109 (0.3438), cf=0.916, gamma=1.430, delta=0.103, M=-3.750e+001
82 141 150 -> 156 fr=109 (0.3438), cf=0.916, gamma=1.430, delta=0.103, M=-3.750e+001
34 43 102 -> 156 fr=109 (0.3438), cf=0.916, gamma=1.430, delta=0.103, M=-3.750e+001
52 102 141 150 -> ~157 fr=106 (0.3344), cf=0.922, gamma=1.439, delta=0.102, M=-3.736e+001
52 102 141 150 -> 156 fr=106 (0.3344), cf=0.922, gamma=1.439, delta=0.102, M=-3.736e+001
11 102 -> ~157 fr=142 (0.4479), cf=0.850, gamma=1.328, delta=0.111, M=-3.719e+001
11 102 -> 156 fr=142 (0.4479), cf=0.850, gamma=1.328, delta=0.111, M=-3.719e+001
7 20 38 48 67 -> ~157 fr=71 (0.2240), cf=1.000, gamma=1.562, delta=0.081, M=-3.712e+001
7 20 38 48 67 -> 156 fr=71 (0.2240), cf=1.000, gamma=1.562, delta=0.081, M=-3.712e+001
61 150 -> 157 fr=41 (0.1293), cf=0.911, gamma=2.534, delta=0.078, M=-3.675e+001
61 150 -> ~156 fr=41 (0.1293), cf=0.911, gamma=2.534, delta=0.078, M=-3.675e+001
52 62 -> ~157 fr=113 (0.3565), cf=0.904, gamma=1.412, delta=0.104, M=-3.664e+001
52 62 -> 156 fr=113 (0.3565), cf=0.904, gamma=1.412, delta=0.104, M=-3.664e+001
34 102 141 150 -> ~157 fr=135 (0.4259), cf=0.860, gamma=1.343, delta=0.109, M=-3.631e+001
34 102 141 150 -> 156 fr=135 (0.4259), cf=0.860, gamma=1.343, delta=0.109, M=-3.631e+001
72 141 150 -> ~157 fr=107 (0.3375), cf=0.915, gamma=1.428, delta=0.101, M=-3.620e+001
72 141 150 -> 156 fr=107 (0.3375), cf=0.915, gamma=1.428, delta=0.101, M=-3.620e+001
62 72 -> ~157 fr=101 (0.3186), cf=0.927, gamma=1.447, delta=0.098, M=-3.602e+001
62 72 -> 156 fr=101 (0.3186), cf=0.927, gamma=1.447, delta=0.098, M=-3.602e+001
25 34 62 -> ~157 fr=101 (0.3186), cf=0.927, gamma=1.447, delta=0.098, M=-3.602e+001
25 34 62 -> 156 fr=101 (0.3186), cf=0.927, gamma=1.447, delta=0.098, M=-3.602e+001
34 62 -> ~157 fr=117 (0.3691), cf=0.893, gamma=1.395, delta=0.104, M=-3.599e+001
34 62 -> 156 fr=117 (0.3691), cf=0.893, gamma=1.395, delta=0.104, M=-3.599e+001
43 52 -> ~157 fr=114 (0.3596), cf=0.898, gamma=1.402, delta=0.103, M=-3.564e+001
43 52 -> 156 fr=114 (0.3596), cf=0.898, gamma=1.402, delta=0.103, M=-3.564e+001
34 102 141 -> ~157 fr=136 (0.4290), cf=0.855, gamma=1.336, delta=0.108, M=-3.562e+001
34 102 141 -> 156 fr=136 (0.4290), cf=0.855, gamma=1.336, delta=0.108, M=-3.562e+001
11 -> ~157 fr=186 (0.5868), cf=0.762, gamma=1.190, delta=0.094, M=-3.549e+001
91 97 150 -> 157 fr=38 (0.1199), cf=0.927, gamma=2.577, delta=0.073, M=-3.519e+001
91 97 150 -> ~156 fr=38 (0.1199), cf=0.927, gamma=2.577, delta=0.073, M=-3.519e+001
25 29 34 -> ~157 fr=90 (0.2839), cf=0.947, gamma=1.479, delta=0.092, M=-3.515e+001
25 29 34 -> 156 fr=90 (0.2839), cf=0.947, gamma=1.479, delta=0.092, M=-3.515e+001
123 -> 157 fr=36 (0.1136), cf=0.947, gamma=2.634, delta=0.070, M=-3.504e+001
102 141 -> ~157 fr=148 (0.4669), cf=0.831, gamma=1.298, delta=0.107, M=-3.503e+001
102 141 -> 156 fr=148 (0.4669), cf=0.831, gamma=1.298, delta=0.107, M=-3.503e+001
7 20 38 48 -> ~157 fr=78 (0.2461), cf=0.975, gamma=1.523, delta=0.084, M=-3.495e+001
7 20 38 48 -> 156 fr=78 (0.2461), cf=0.975, gamma=1.523, delta=0.084, M=-3.495e+001
7 20 29 48 67 -> ~157 fr=78 (0.2461), cf=0.975, gamma=1.523, delta=0.084, M=-3.495e+001
7 20 29 48 67 -> 156 fr=78 (0.2461), cf=0.975, gamma=1.523, delta=0.084, M=-3.495e+001
7 29 48 -> ~157 fr=93 (0.2934), cf=0.939, gamma=1.467, delta=0.093, M=-3.492e+001
7 29 48 -> 156 fr=93 (0.2934), cf=0.939, gamma=1.467, delta=0.093, M=-3.492e+001
43 102 -> ~157 fr=110 (0.3470), cf=0.902, gamma=1.408, delta=0.101, M=-3.470e+001
43 102 -> 156 fr=110 (0.3470), cf=0.902, gamma=1.408, delta=0.101, M=-3.470e+001
34 72 141 -> ~157 fr=107 (0.3375), cf=0.907, gamma=1.416, delta=0.099, M=-3.447e+001
52 102 150 -> ~157 fr=107 (0.3375), cf=0.907, gamma=1.416, delta=0.099, M=-3.447e+001
34 72 141 -> 156 fr=107 (0.3375), cf=0.907, gamma=1.416, delta=0.099, M=-3.447e+001
52 102 150 -> 156 fr=107 (0.3375), cf=0.907, gamma=1.416, delta=0.099, M=-3.447e+001
52 72 -> ~157 fr=101 (0.3186), cf=0.918, gamma=1.434, delta=0.096, M=-3.418e+001
52 72 -> 156 fr=101 (0.3186), cf=0.918, gamma=1.434, delta=0.096, M=-3.418e+001
34 82 141 -> ~157 fr=109 (0.3438), cf=0.901, gamma=1.407, delta=0.099, M=-3.407e+001
34 82 141 -> 156 fr=109 (0.3438), cf=0.901, gamma=1.407, delta=0.099, M=-3.407e+001
61 154 -> 157 fr=37 (0.1167), cf=0.925, gamma=2.572, delta=0.071, M=-3.398e+001
61 154 -> ~156 fr=37 (0.1167), cf=0.925, gamma=2.572, delta=0.071, M=-3.398e+001
7 20 48 57 67 -> ~157 fr=76 (0.2397), cf=0.974, gamma=1.522, delta=0.082, M=-3.373e+001
7 20 48 57 67 -> 156 fr=76 (0.2397), cf=0.974, gamma=1.522, delta=0.082, M=-3.373e+001
7 20 48 67 -> ~157 fr=84 (0.2650), cf=0.955, gamma=1.491, delta=0.087, M=-3.368e+001
7 20 48 67 -> 156 fr=84 (0.2650), cf=0.955, gamma=1.491, delta=0.087, M=-3.368e+001
7 141 150 -> ~157 fr=127 (0.4006), cf=0.864, gamma=1.349, delta=0.104, M=-3.366e+001
7 141 150 -> 156 fr=127 (0.4006), cf=0.864, gamma=1.349, delta=0.104, M=-3.366e+001
72 141 -> ~157 fr=108 (0.3407), cf=0.900, gamma=1.405, delta=0.098, M=-3.344e+001
72 141 -> 156 fr=108 (0.3407), cf=0.900, gamma=1.405, delta=0.098, M=-3.344e+001
52 102 -> ~157 fr=113 (0.3565), cf=0.890, gamma=1.389, delta=0.100, M=-3.342e+001
52 102 -> 156 fr=113 (0.3565), cf=0.890, gamma=1.389, delta=0.100, M=-3.342e+001
82 141 -> ~157 fr=110 (0.3470), cf=0.894, gamma=1.397, delta=0.099, M=-3.309e+001
82 141 -> 156 fr=110 (0.3470), cf=0.894, gamma=1.397, delta=0.099, M=-3.309e+001
25 62 -> ~157 fr=102 (0.3218), cf=0.911, gamma=1.422, delta=0.096, M=-3.305e+001
25 62 -> 156 fr=102 (0.3218), cf=0.911, gamma=1.422, delta=0.096, M=-3.305e+001
52 -> ~157 fr=128 (0.4038), cf=0.859, gamma=1.341, delta=0.103, M=-3.294e+001
52 -> 156 fr=128 (0.4038), cf=0.859, gamma=1.341, delta=0.103, M=-3.294e+001
7 141 -> ~157 fr=132 (0.4164), cf=0.852, gamma=1.330, delta=0.103, M=-3.289e+001
7 141 -> 156 fr=132 (0.4164), cf=0.852, gamma=1.330, delta=0.103, M=-3.289e+001
62 141 150 -> ~157 fr=104 (0.3281), cf=0.904, gamma=1.412, delta=0.096, M=-3.260e+001
62 141 150 -> 156 fr=104 (0.3281), cf=0.904, gamma=1.412, delta=0.096, M=-3.260e+001
61 -> 157 fr=48 (0.1514), cf=0.800, gamma=2.225, delta=0.083, M=-3.240e+001
20 29 141 150 -> ~157 fr=92 (0.2902), cf=0.929, gamma=1.451, delta=0.090, M=-3.235e+001
20 29 141 150 -> 156 fr=92 (0.2902), cf=0.929, gamma=1.451, delta=0.090, M=-3.235e+001
20 29 141 -> ~157 fr=95 (0.2997), cf=0.922, gamma=1.440, delta=0.092, M=-3.230e+001
20 29 141 -> 156 fr=95 (0.2997), cf=0.922, gamma=1.440, delta=0.092, M=-3.230e+001
29 141 150 -> ~157 fr=106 (0.3344), cf=0.898, gamma=1.403, delta=0.096, M=-3.221e+001
29 141 150 -> 156 fr=106 (0.3344), cf=0.898, gamma=1.403, delta=0.096, M=-3.221e+001
7 38 48 57 -> ~157 fr=85 (0.2681), cf=0.944, gamma=1.475, delta=0.086, M=-3.211e+001
7 38 48 57 -> 156 fr=85 (0.2681), cf=0.944, gamma=1.475, delta=0.086, M=-3.211e+001
62 -> ~157 fr=118 (0.3722), cf=0.874, gamma=1.365, delta=0.100, M=-3.211e+001
62 -> 156 fr=118 (0.3722), cf=0.874, gamma=1.365, delta=0.100, M=-3.211e+001
