16 124 -> ~157 fr=179 (0.5683), cf=0.904, gamma=1.410, delta=0.165, M=-8.666e+001
11 62 -> 156 fr=110 (0.3492), cf=0.909, gamma=1.418, delta=0.103, M=-3.631e+001
34 72 141 -> ~157 fr=110 (0.3492), cf=0.909, gamma=1.418, delta=0.103, M=-3.631e+001
72 141 150 -> ~157 fr=110 (0.3492), cf=0.909, gamma=1.418, delta=0.103, M=-3.631e+001
34 72 141 -> 156 fr=110 (0.3492), cf=0.909, gamma=1.418, delta=0.103, M=-3.631e+001
72 141 150 -> 156 fr=110 (0.3492), cf=0.909, gamma=1.418, delta=0.103, M=-3.631e+001
43 102 -> ~157 fr=115 (0.3651), cf=0.898, gamma=1.401, delta=0.104, M=-3.621e+001
43 102 -> 156 fr=115 (0.3651), cf=0.898, gamma=1.401, delta=0.104, M=-3.621e+001
7 29 67 -> ~157 fr=88 (0.2794), cf=0.957, gamma=1.492, delta=0.092, M=-3.606e+001
7 29 67 -> 156 fr=88 (0.2794), cf=0.957, gamma=1.492, delta=0.092, M=-3.606e+001
1 -> 157 fr=32 (0.1016), cf=1.000, gamma=2.788, delta=0.065, M=-3.604e+001
2 -> ~157 fr=202 (0.6413), cf=0.714, gamma=1.113, delta=0.065, M=-3.604e+001
52 72 -> ~157 fr=104 (0.3302), cf=0.920, gamma=1.435, delta=0.100, M=-3.599e+001
7 29 -> ~157 fr=104 (0.3302), cf=0.920, gamma=1.435, delta=0.100, M=-3.599e+001
52 72 -> 156 fr=104 (0.3302), cf=0.920, gamma=1.435, delta=0.100, M=-3.599e+001
7 29 -> 156 fr=104 (0.3302), cf=0.920, gamma=1.435, delta=0.100, M=-3.599e+001
82 141 150 -> ~157 fr=114 (0.3619), cf=0.898, gamma=1.400, delta=0.103, M=-3.556e+001
82 141 150 -> 156 fr=114 (0.3619), cf=0.898, gamma=1.400, delta=0.103, M=-3.556e+001
102 141 -> ~157 fr=152 (0.4825), cf=0.826, gamma=1.288, delta=0.108, M=-3.548e+001
102 141 -> 156 fr=152 (0.4825), cf=0.826, gamma=1.288, delta=0.108, M=-3.548e+001
7 52 -> ~157 fr=100 (0.3175), cf=0.926, gamma=1.444, delta=0.098, M=-3.530e+001
7 52 -> 156 fr=100 (0.3175), cf=0.926, gamma=1.444, delta=0.098, M=-3.530e+001
72 141 -> ~157 fr=111 (0.3524), cf=0.902, gamma=1.407, delta=0.102, M=-3.526e+001
72 141 -> 156 fr=111 (0.3524), cf=0.902, gamma=1.407, delta=0.102, M=-3.526e+001
91 97 150 -> 157 fr=36 (0.1143), cf=0.947, gamma=2.641, delta=0.071, M=-3.517e+001
91 97 150 -> ~156 fr=36 (0.1143), cf=0.947, gamma=2.641, delta=0.071, M=-3.517e+001
7 25 62 -> ~157 fr=90 (0.2857), cf=0.947, gamma=1.477, delta=0.092, M=-3.507e+001
25 29 34 -> ~157 fr=90 (0.2857), cf=0.947, gamma=1.477, delta=0.092, M=-3.507e+001
7 25 62 -> 156 fr=90 (0.2857), cf=0.947, gamma=1.477, delta=0.092, M=-3.507e+001
25 29 34 -> 156 fr=90 (0.2857), cf=0.947, gamma=1.477, delta=0.092, M=-3.507e+001
43 52 -> ~157 fr=118 (0.3746), cf=0.887, gamma=1.384, delta=0.104, M=-3.500e+001
52 102 -> ~157 fr=118 (0.3746), cf=0.887, gamma=1.384, delta=0.104, M=-3.500e+001
43 52 -> 156 fr=118 (0.3746), cf=0.887, gamma=1.384, delta=0.104, M=-3.500e+001
52 102 -> 156 fr=118 (0.3746), cf=0.887, gamma=1.384, delta=0.104, M=-3.500e+001
11 102 -> ~157 fr=146 (0.4635), cf=0.834, gamma=1.301, delta=0.107, M=-3.479e+001
11 102 -> 156 fr=146 (0.4635), cf=0.834, gamma=1.301, delta=0.107, M=-3.479e+001
62 82 141 -> ~157 fr=99 (0.3143), cf=0.925, gamma=1.443, delta=0.096, M=-3.467e+001
62 82 141 -> 156 fr=99 (0.3143), cf=0.925, gamma=1.443, delta=0.096, M=-3.467e+001
25 62 -> ~157 fr=104 (0.3302), cf=0.912, gamma=1.423, delta=0.098, M=-3.421e+001
25 62 -> 156 fr=104 (0.3302), cf=0.912, gamma=1.423, delta=0.098, M=-3.421e+001
52 -> ~157 fr=132 (0.4190), cf=0.857, gamma=1.337, delta=0.106, M=-3.417e+001
52 -> 156 fr=132 (0.4190), cf=0.857, gamma=1.337, delta=0.106, M=-3.417e+001
62 141 -> ~157 fr=109 (0.3460), cf=0.901, gamma=1.405, delta=0.100, M=-3.399e+001
62 141 -> 156 fr=109 (0.3460), cf=0.901, gamma=1.405, delta=0.100, M=-3.399e+001
34 82 141 -> ~157 fr=114 (0.3619), cf=0.891, gamma=1.389, delta=0.101, M=-3.397e+001
34 82 141 -> 156 fr=114 (0.3619), cf=0.891, gamma=1.389, delta=0.101, M=-3.397e+001
62 -> ~157 fr=121 (0.3841), cf=0.877, gamma=1.367, delta=0.103, M=-3.394e+001
62 -> 156 fr=121 (0.3841), cf=0.877, gamma=1.367, delta=0.103, M=-3.394e+001
7 25 34 72 -> ~157 fr=88 (0.2794), cf=0.946, gamma=1.476, delta=0.090, M=-3.384e+001
7 25 34 72 -> 156 fr=88 (0.2794), cf=0.946, gamma=1.476, delta=0.090, M=-3.384e+001
7 -> ~157 fr=162 (0.5143), cf=0.802, gamma=1.251, delta=0.103, M=-3.364e+001
141 -> ~157 fr=170 (0.5397), cf=0.787, gamma=1.227, delta=0.100, M=-3.342e+001
11 -> ~157 fr=185 (0.5873), cf=0.758, gamma=1.182, delta=0.091, M=-3.341e+001
54 -> 157 fr=32 (0.1016), cf=0.970, gamma=2.703, delta=0.064, M=-3.287e+001
25 34 -> ~157 fr=145 (0.4603), cf=0.829, gamma=1.292, delta=0.104, M=-3.281e+001
25 34 -> 156 fr=145 (0.4603), cf=0.829, gamma=1.292, delta=0.104, M=-3.281e+001
123 -> 157 fr=34 (0.1079), cf=0.944, gamma=2.633, delta=0.067, M=-3.275e+001
91 97 -> 157 fr=40 (0.1270), cf=0.870, gamma=2.424, delta=0.075, M=-3.207e+001
91 97 -> ~156 fr=40 (0.1270), cf=0.870, gamma=2.424, delta=0.075, M=-3.207e+001
25 29 -> ~157 fr=91 (0.2889), cf=0.929, gamma=1.448, delta=0.089, M=-3.166e+001
25 29 -> 156 fr=91 (0.2889), cf=0.929, gamma=1.448, delta=0.089, M=-3.166e+001
61 -> 157 fr=46 (0.1460), cf=0.807, gamma=2.250, delta=0.081, M=-3.162e+001
91 -> 157 fr=48 (0.1524), cf=0.787, gamma=2.194, delta=0.083, M=-3.133e+001
25 72 -> ~157 fr=102 (0.3238), cf=0.903, gamma=1.408, delta=0.094, M=-3.131e+001
25 72 -> 156 fr=102 (0.3238), cf=0.903, gamma=1.408, delta=0.094, M=-3.131e+001
29 34 102 150 -> ~157 fr=83 (0.2635), cf=0.943, gamma=1.471, delta=0.084, M=-3.084e+001
29 34 102 150 -> 156 fr=83 (0.2635), cf=0.943, gamma=1.471, delta=0.084, M=-3.084e+001
29 34 102 -> ~157 fr=86 (0.2730), cf=0.935, gamma=1.458, delta=0.086, M=-3.061e+001
29 34 102 -> 156 fr=86 (0.2730), cf=0.935, gamma=1.458, delta=0.086, M=-3.061e+001
34 102 -> ~157 fr=147 (0.4667), cf=0.817, gamma=1.274, delta=0.100, M=-3.060e+001
34 102 -> 156 fr=147 (0.4667), cf=0.817, gamma=1.274, delta=0.100, M=-3.060e+001
