27 52 56 -> ~96 fr=16562 (0.3768), cf=0.966, gamma=1.270, delta=0.080, M=-3.962e+003
16 56 -> 97 fr=5402 (0.1229), cf=0.947, gamma=1.245, delta=0.024, M=-8.074e+002
16 61 -> ~96 fr=5382 (0.1224), cf=0.945, gamma=1.243, delta=0.024, M=-7.895e+002
16 61 -> 97 fr=5382 (0.1224), cf=0.945, gamma=1.243, delta=0.024, M=-7.895e+002
16 -> 97 fr=5451 (0.1240), cf=0.944, gamma=1.241, delta=0.024, M=-7.866e+002
56 -> ~96 fr=33057 (0.7520), cf=0.775, gamma=1.019, delta=0.014, M=-6.807e+002
26 61 -> ~96 fr=5269 (0.1199), cf=0.899, gamma=1.182, delta=0.018, M=-4.204e+002
26 61 -> 97 fr=5269 (0.1199), cf=0.899, gamma=1.182, delta=0.018, M=-4.204e+002
26 -> 97 fr=5331 (0.1213), cf=0.898, gamma=1.180, delta=0.019, M=-4.184e+002
17 61 -> ~96 fr=11838 (0.2693), cf=0.843, gamma=1.108, delta=0.026, M=-4.066e+002
17 61 -> 97 fr=11838 (0.2693), cf=0.843, gamma=1.108, delta=0.026, M=-4.066e+002
17 -> ~96 fr=11981 (0.2726), cf=0.841, gamma=1.106, delta=0.026, M=-4.003e+002
17 -> 97 fr=11981 (0.2726), cf=0.841, gamma=1.106, delta=0.026, M=-4.003e+002
45 66 -> 96 fr=8999 (0.2047), cf=0.259, gamma=1.084, delta=0.016, M=-1.989e+002
45 66 -> ~97 fr=8999 (0.2047), cf=0.259, gamma=1.084, delta=0.016, M=-1.989e+002
45 -> ~97 fr=9558 (0.2174), cf=0.254, gamma=1.061, delta=0.013, M=-1.728e+002
2 61 -> ~96 fr=23694 (0.5390), cf=0.784, gamma=1.031, delta=0.016, M=-1.452e+002
2 61 -> 97 fr=23694 (0.5390), cf=0.784, gamma=1.031, delta=0.016, M=-1.452e+002
2 -> ~96 fr=23874 (0.5431), cf=0.783, gamma=1.029, delta=0.015, M=-1.328e+002
2 -> 97 fr=23874 (0.5431), cf=0.783, gamma=1.029, delta=0.015, M=-1.328e+002
15 61 -> ~96 fr=7856 (0.1787), cf=0.814, gamma=1.070, delta=0.012, M=-1.027e+002
15 61 -> 97 fr=7856 (0.1787), cf=0.814, gamma=1.070, delta=0.012, M=-1.027e+002
15 -> 97 fr=7927 (0.1803), cf=0.812, gamma=1.067, delta=0.011, M=-9.623e+001
9 66 -> 96 fr=9628 (0.2190), cf=0.244, gamma=1.020, delta=0.004, M=-2.744e+001
9 66 -> ~97 fr=9628 (0.2190), cf=0.244, gamma=1.020, delta=0.004, M=-2.744e+001
66 -> ~97 fr=9630 (0.2191), cf=0.244, gamma=1.020, delta=0.004, M=-2.738e+001
61 -> ~96 fr=33045 (0.7518), cf=0.762, gamma=1.002, delta=0.001, M=-1.696e+001
