10 76 -> 84 fr=1003 (0.1013), cf=0.630, gamma=6.054, delta=0.085, M=-2.076e+003
71 -> ~87 fr=3897 (0.3938), cf=0.984, gamma=1.098, delta=0.035, M=-3.450e+002
48 -> ~86 fr=2932 (0.2963), cf=0.999, gamma=1.105, delta=0.028, M=-3.342e+002
74 -> ~86 fr=2821 (0.2850), cf=1.000, gamma=1.106, delta=0.027, M=-3.329e+002
74 -> ~83 fr=2821 (0.2850), cf=1.000, gamma=1.106, delta=0.027, M=-3.325e+002
41 -> ~80 fr=3549 (0.3586), cf=0.987, gamma=1.102, delta=0.033, M=-3.309e+002
74 -> ~80 fr=2814 (0.2843), cf=0.997, gamma=1.113, delta=0.029, M=-3.299e+002
50 -> ~80 fr=4801 (0.4851), cf=0.970, gamma=1.083, delta=0.037, M=-3.248e+002
71 -> ~84 fr=3886 (0.3926), cf=0.981, gamma=1.095, delta=0.034, M=-3.197e+002
49 -> ~86 fr=2683 (0.2711), cf=1.000, gamma=1.106, delta=0.026, M=-3.191e+002
56 -> ~84 fr=2907 (0.2937), cf=0.995, gamma=1.110, delta=0.029, M=-3.162e+002
76 -> ~86 fr=4239 (0.4283), cf=0.981, gamma=1.085, delta=0.034, M=-3.152e+002
6 -> ~84 fr=2635 (0.2662), cf=0.998, gamma=1.114, delta=0.027, M=-3.152e+002
41 -> ~84 fr=3541 (0.3578), cf=0.985, gamma=1.099, delta=0.032, M=-3.109e+002
54 -> ~82 fr=2429 (0.2454), cf=1.000, gamma=1.116, delta=0.026, M=-3.090e+002
49 -> ~82 fr=2674 (0.2702), cf=0.997, gamma=1.112, delta=0.027, M=-3.053e+002
10 -> ~81 fr=3920 (0.3961), cf=0.979, gamma=1.093, delta=0.034, M=-3.036e+002
79 -> ~84 fr=2390 (0.2415), cf=1.000, gamma=1.116, delta=0.025, M=-3.032e+002
79 -> ~82 fr=2390 (0.2415), cf=1.000, gamma=1.116, delta=0.025, M=-3.032e+002
79 -> ~81 fr=2390 (0.2415), cf=1.000, gamma=1.116, delta=0.025, M=-3.029e+002
26 -> ~81 fr=2392 (0.2417), cf=1.000, gamma=1.116, delta=0.025, M=-2.974e+002
66 -> ~86 fr=3047 (0.3079), cf=0.994, gamma=1.099, delta=0.028, M=-2.965e+002
53 -> ~82 fr=2331 (0.2355), cf=1.000, gamma=1.116, delta=0.025, M=-2.946e+002
46 -> ~84 fr=2287 (0.2311), cf=1.000, gamma=1.116, delta=0.024, M=-2.882e+002
26 -> ~82 fr=2389 (0.2414), cf=0.998, gamma=1.114, delta=0.025, M=-2.831e+002
26 -> ~87 fr=2389 (0.2414), cf=0.998, gamma=1.114, delta=0.025, M=-2.825e+002
20 66 -> ~88 fr=2416 (0.2441), cf=1.000, gamma=1.106, delta=0.023, M=-2.818e+002
79 -> ~83 fr=2390 (0.2415), cf=1.000, gamma=1.106, delta=0.023, M=-2.783e+002
30 -> ~84 fr=2216 (0.2239), cf=1.000, gamma=1.116, delta=0.023, M=-2.779e+002
5 -> ~81 fr=4634 (0.4682), cf=0.967, gamma=1.079, delta=0.034, M=-2.759e+002
26 -> ~83 fr=2392 (0.2417), cf=1.000, gamma=1.106, delta=0.023, M=-2.728e+002
78 -> ~84 fr=2169 (0.2192), cf=1.000, gamma=1.116, delta=0.023, M=-2.711e+002
31 -> ~87 fr=2300 (0.2324), cf=0.998, gamma=1.114, delta=0.024, M=-2.697e+002
74 -> ~89 fr=2804 (0.2833), cf=0.994, gamma=1.099, delta=0.026, M=-2.657e+002
46 -> ~83 fr=2287 (0.2311), cf=1.000, gamma=1.106, delta=0.022, M=-2.644e+002
29 -> ~80 fr=2436 (0.2461), cf=0.996, gamma=1.111, delta=0.025, M=-2.632e+002
1 -> ~89 fr=4295 (0.4340), cf=0.974, gamma=1.078, delta=0.031, M=-2.629e+002
22 -> ~83 fr=2442 (0.2467), cf=0.998, gamma=1.104, delta=0.023, M=-2.614e+002
76 -> ~87 fr=4192 (0.4236), cf=0.970, gamma=1.083, delta=0.032, M=-2.608e+002
46 -> ~89 fr=2286 (0.2310), cf=1.000, gamma=1.106, delta=0.022, M=-2.586e+002
11 45 -> ~85 fr=2316 (0.2340), cf=0.999, gamma=1.105, delta=0.022, M=-2.576e+002
45 -> ~85 fr=3969 (0.4010), cf=0.977, gamma=1.081, delta=0.030, M=-2.562e+002
50 74 -> ~84 fr=2637 (0.2664), cf=0.991, gamma=1.107, delta=0.026, M=-2.557e+002
6 -> ~86 fr=2626 (0.2653), cf=0.995, gamma=1.100, delta=0.024, M=-2.545e+002
73 -> ~85 fr=2736 (0.2764), cf=0.992, gamma=1.097, delta=0.025, M=-2.451e+002
40 -> ~86 fr=2178 (0.2201), cf=1.000, gamma=1.106, delta=0.021, M=-2.447e+002
59 69 -> ~87 fr=1984 (0.2005), cf=1.000, gamma=1.116, delta=0.021, M=-2.445e+002
40 -> ~80 fr=2173 (0.2196), cf=0.997, gamma=1.113, delta=0.022, M=-2.440e+002
11 50 -> ~86 fr=2238 (0.2261), cf=0.999, gamma=1.105, delta=0.021, M=-2.431e+002
10 -> ~83 fr=3909 (0.3950), cf=0.976, gamma=1.080, delta=0.029, M=-2.427e+002
17 -> ~82 fr=2041 (0.2062), cf=0.999, gamma=1.115, delta=0.021, M=-2.380e+002
16 -> ~82 fr=1964 (0.1984), cf=0.999, gamma=1.116, delta=0.021, M=-2.367e+002
30 -> ~86 fr=2212 (0.2235), cf=0.998, gamma=1.104, delta=0.021, M=-2.355e+002
55 -> ~84 fr=1915 (0.1935), cf=1.000, gamma=1.116, delta=0.020, M=-2.354e+002
40 -> ~84 fr=2170 (0.2193), cf=0.996, gamma=1.112, delta=0.022, M=-2.331e+002
54 -> ~81 fr=2409 (0.2434), cf=0.992, gamma=1.107, delta=0.023, M=-2.320e+002
21 -> ~82 fr=1870 (0.1889), cf=1.000, gamma=1.116, delta=0.020, M=-2.292e+002
78 -> ~81 fr=2159 (0.2181), cf=0.995, gamma=1.111, delta=0.022, M=-2.279e+002
34 -> ~86 fr=2041 (0.2062), cf=1.000, gamma=1.106, delta=0.020, M=-2.269e+002
17 -> ~83 fr=2043 (0.2064), cf=1.000, gamma=1.106, delta=0.020, M=-2.269e+002
66 -> ~88 fr=3021 (0.3052), cf=0.985, gamma=1.090, delta=0.025, M=-2.258e+002
47 -> ~89 fr=1991 (0.2012), cf=1.000, gamma=1.106, delta=0.019, M=-2.257e+002
37 -> ~89 fr=1989 (0.2010), cf=1.000, gamma=1.106, delta=0.019, M=-2.255e+002
37 -> ~83 fr=1989 (0.2010), cf=1.000, gamma=1.106, delta=0.019, M=-2.255e+002
45 49 -> ~88 fr=1977 (0.1998), cf=1.000, gamma=1.106, delta=0.019, M=-2.240e+002
31 -> ~83 fr=2294 (0.2318), cf=0.996, gamma=1.101, delta=0.021, M=-2.239e+002
11 -> ~83 fr=4432 (0.4478), cf=0.968, gamma=1.070, delta=0.029, M=-2.235e+002
16 -> ~87 fr=1961 (0.1981), cf=0.998, gamma=1.114, delta=0.020, M=-2.223e+002
39 -> ~80 fr=2430 (0.2455), cf=0.990, gamma=1.105, delta=0.023, M=-2.216e+002
11 76 -> ~85 fr=1999 (0.2020), cf=0.999, gamma=1.106, delta=0.019, M=-2.213e+002
59 -> ~87 fr=2919 (0.2949), cf=0.982, gamma=1.095, delta=0.026, M=-2.191e+002
21 -> ~87 fr=1868 (0.1887), cf=0.999, gamma=1.115, delta=0.019, M=-2.182e+002
30 -> ~80 fr=2201 (0.2224), cf=0.993, gamma=1.108, delta=0.022, M=-2.181e+002
16 -> ~86 fr=1964 (0.1984), cf=0.999, gamma=1.106, delta=0.019, M=-2.171e+002
16 -> ~83 fr=1964 (0.1984), cf=0.999, gamma=1.106, delta=0.019, M=-2.168e+002
31 -> ~81 fr=2284 (0.2308), cf=0.991, gamma=1.106, delta=0.022, M=-2.151e+002
64 -> ~85 fr=3310 (0.3344), cf=0.980, gamma=1.084, delta=0.026, M=-2.136e+002
36 -> ~81 fr=1752 (0.1770), cf=1.000, gamma=1.116, delta=0.018, M=-2.129e+002
50 -> ~84 fr=4734 (0.4783), cf=0.957, gamma=1.068, delta=0.030, M=-2.112e+002
21 -> ~83 fr=1870 (0.1889), cf=1.000, gamma=1.106, delta=0.018, M=-2.104e+002
29 -> ~84 fr=2418 (0.2443), cf=0.988, gamma=1.103, delta=0.023, M=-2.103e+002
64 73 -> ~82 fr=1721 (0.1739), cf=1.000, gamma=1.116, delta=0.018, M=-2.090e+002
13 -> ~80 fr=2441 (0.2466), cf=0.987, gamma=1.102, delta=0.023, M=-2.083e+002
36 -> ~84 fr=1751 (0.1769), cf=0.999, gamma=1.116, delta=0.018, M=-2.076e+002
20 25 -> ~89 fr=1846 (0.1865), cf=1.000, gamma=1.106, delta=0.018, M=-2.074e+002
79 -> ~89 fr=2371 (0.2396), cf=0.992, gamma=1.097, delta=0.021, M=-2.067e+002
5 64 -> ~83 fr=1918 (0.1938), cf=0.999, gamma=1.105, delta=0.018, M=-2.063e+002
21 -> ~81 fr=1865 (0.1884), cf=0.997, gamma=1.113, delta=0.019, M=-2.057e+002
56 71 -> ~80 fr=1695 (0.1713), cf=1.000, gamma=1.116, delta=0.018, M=-2.053e+002
68 -> ~85 fr=1827 (0.1846), cf=1.000, gamma=1.106, delta=0.018, M=-2.050e+002
45 71 -> ~88 fr=2089 (0.2111), cf=0.996, gamma=1.102, delta=0.020, M=-2.047e+002
79 -> ~86 fr=2370 (0.2395), cf=0.992, gamma=1.097, delta=0.021, M=-2.042e+002
20 74 -> ~85 fr=1810 (0.1829), cf=1.000, gamma=1.106, delta=0.018, M=-2.029e+002
1 74 -> ~88 fr=1880 (0.1900), cf=0.999, gamma=1.105, delta=0.018, M=-2.015e+002
68 -> ~83 fr=1826 (0.1845), cf=0.999, gamma=1.106, delta=0.018, M=-1.995e+002
69 -> ~89 fr=3538 (0.3575), cf=0.974, gamma=1.078, delta=0.026, M=-1.990e+002
45 59 -> ~88 fr=1883 (0.1903), cf=0.998, gamma=1.104, delta=0.018, M=-1.976e+002
45 -> ~88 fr=3936 (0.3977), cf=0.969, gamma=1.072, delta=0.027, M=-1.963e+002
36 -> ~89 fr=1752 (0.1770), cf=1.000, gamma=1.106, delta=0.017, M=-1.956e+002
36 -> ~83 fr=1752 (0.1770), cf=1.000, gamma=1.106, delta=0.017, M=-1.956e+002
5 31 -> ~82 fr=1758 (0.1776), cf=0.998, gamma=1.114, delta=0.018, M=-1.955e+002
5 22 -> ~82 fr=1658 (0.1675), cf=0.999, gamma=1.115, delta=0.017, M=-1.952e+002
56 -> ~80 fr=2859 (0.2889), cf=0.978, gamma=1.092, delta=0.024, M=-1.942e+002
26 -> ~89 fr=2369 (0.2394), cf=0.990, gamma=1.095, delta=0.021, M=-1.934e+002
68 -> ~82 fr=1820 (0.1839), cf=0.996, gamma=1.112, delta=0.019, M=-1.928e+002
73 -> ~83 fr=2715 (0.2743), cf=0.984, gamma=1.089, delta=0.022, M=-1.922e+002
20 41 -> ~89 fr=1703 (0.1721), cf=1.000, gamma=1.106, delta=0.017, M=-1.896e+002
20 56 -> ~81 fr=2049 (0.2070), cf=0.991, gamma=1.106, delta=0.020, M=-1.896e+002
48 -> ~89 fr=2881 (0.2911), cf=0.981, gamma=1.085, delta=0.023, M=-1.880e+002
58 -> ~82 fr=1729 (0.1747), cf=0.997, gamma=1.113, delta=0.018, M=-1.879e+002
64 -> ~87 fr=3280 (0.3314), cf=0.971, gamma=1.083, delta=0.025, M=-1.873e+002
68 -> ~80 fr=1818 (0.1837), cf=0.995, gamma=1.111, delta=0.018, M=-1.857e+002
23 -> ~84 fr=1694 (0.1712), cf=0.997, gamma=1.113, delta=0.017, M=-1.833e+002
36 -> ~82 fr=1745 (0.1763), cf=0.996, gamma=1.112, delta=0.018, M=-1.829e+002
22 -> ~87 fr=2406 (0.2431), cf=0.983, gamma=1.097, delta=0.022, M=-1.814e+002
54 -> ~87 fr=2389 (0.2414), cf=0.984, gamma=1.098, delta=0.021, M=-1.814e+002
17 -> ~87 fr=2024 (0.2045), cf=0.990, gamma=1.105, delta=0.019, M=-1.809e+002
55 -> ~89 fr=1906 (0.1926), cf=0.995, gamma=1.101, delta=0.018, M=-1.789e+002
27 -> ~81 fr=2603 (0.2630), cf=0.979, gamma=1.093, delta=0.022, M=-1.789e+002
7 -> ~84 fr=1684 (0.1702), cf=0.996, gamma=1.112, delta=0.017, M=-1.784e+002
55 -> ~85 fr=1905 (0.1925), cf=0.995, gamma=1.100, delta=0.018, M=-1.757e+002
49 -> ~88 fr=2636 (0.2663), cf=0.982, gamma=1.087, delta=0.021, M=-1.748e+002
35 76 -> ~85 fr=1578 (0.1594), cf=1.000, gamma=1.106, delta=0.015, M=-1.743e+002
5 -> ~82 fr=4567 (0.4615), cf=0.953, gamma=1.063, delta=0.027, M=-1.731e+002
1 20 -> ~88 fr=2128 (0.2150), cf=0.990, gamma=1.095, delta=0.019, M=-1.721e+002
36 79 -> ~87 fr=1609 (0.1626), cf=0.997, gamma=1.112, delta=0.016, M=-1.719e+002
47 -> ~83 fr=1976 (0.1997), cf=0.992, gamma=1.098, delta=0.018, M=-1.697e+002
35 49 -> ~85 fr=1533 (0.1549), cf=1.000, gamma=1.106, delta=0.015, M=-1.689e+002
27 -> ~83 fr=2609 (0.2636), cf=0.982, gamma=1.086, delta=0.021, M=-1.678e+002
63 74 -> ~84 fr=1405 (0.1420), cf=1.000, gamma=1.116, delta=0.015, M=-1.673e+002
21 -> ~85 fr=1859 (0.1878), cf=0.994, gamma=1.100, delta=0.017, M=-1.672e+002
73 -> ~82 fr=2690 (0.2718), cf=0.975, gamma=1.089, delta=0.022, M=-1.666e+002
31 -> ~82 fr=2264 (0.2288), cf=0.983, gamma=1.097, delta=0.020, M=-1.664e+002
48 -> ~87 fr=2856 (0.2886), cf=0.973, gamma=1.086, delta=0.023, M=-1.661e+002
27 -> ~80 fr=2596 (0.2623), cf=0.977, gamma=1.090, delta=0.022, M=-1.654e+002
55 -> ~80 fr=1895 (0.1915), cf=0.990, gamma=1.104, delta=0.018, M=-1.648e+002
20 -> ~86 fr=4067 (0.4109), cf=0.962, gamma=1.065, delta=0.025, M=-1.640e+002
37 -> ~81 fr=1965 (0.1985), cf=0.988, gamma=1.103, delta=0.018, M=-1.639e+002
41 -> ~89 fr=3483 (0.3519), cf=0.969, gamma=1.072, delta=0.024, M=-1.630e+002
36 69 -> ~87 fr=1709 (0.1727), cf=0.992, gamma=1.107, delta=0.017, M=-1.597e+002
36 -> ~87 fr=1737 (0.1755), cf=0.991, gamma=1.106, delta=0.017, M=-1.577e+002
38 -> ~89 fr=1520 (0.1536), cf=0.999, gamma=1.105, delta=0.015, M=-1.577e+002
1 76 -> ~85 fr=2059 (0.2080), cf=0.988, gamma=1.093, delta=0.018, M=-1.545e+002
56 -> ~81 fr=2836 (0.2866), cf=0.970, gamma=1.083, delta=0.022, M=-1.531e+002
1 20 50 -> ~85 fr=1546 (0.1562), cf=0.997, gamma=1.103, delta=0.015, M=-1.529e+002
20 -> ~81 fr=4034 (0.4076), cf=0.955, gamma=1.065, delta=0.025, M=-1.514e+002
39 -> ~88 fr=2409 (0.2434), cf=0.981, gamma=1.085, delta=0.019, M=-1.509e+002
41 64 -> ~81 fr=1276 (0.1289), cf=1.000, gamma=1.116, delta=0.013, M=-1.506e+002
6 -> ~87 fr=2571 (0.2598), cf=0.974, gamma=1.087, delta=0.021, M=-1.504e+002
6 -> ~85 fr=2583 (0.2610), cf=0.978, gamma=1.082, delta=0.020, M=-1.503e+002
35 -> ~85 fr=2838 (0.2868), cf=0.975, gamma=1.078, delta=0.021, M=-1.499e+002
53 71 -> ~81 fr=1416 (0.1431), cf=0.996, gamma=1.112, delta=0.014, M=-1.476e+002
63 71 -> ~81 fr=1666 (0.1683), cf=0.990, gamma=1.105, delta=0.016, M=-1.466e+002
11 79 -> ~87 fr=1746 (0.1764), cf=0.988, gamma=1.103, delta=0.016, M=-1.440e+002
20 48 -> ~88 fr=1316 (0.1330), cf=1.000, gamma=1.106, delta=0.013, M=-1.431e+002
11 -> ~86 fr=4375 (0.4421), cf=0.955, gamma=1.057, delta=0.024, M=-1.412e+002
53 -> ~87 fr=2276 (0.2300), cf=0.976, gamma=1.090, delta=0.019, M=-1.397e+002
1 -> ~88 fr=4216 (0.4260), cf=0.956, gamma=1.058, delta=0.023, M=-1.391e+002
67 -> ~80 fr=1367 (0.1381), cf=0.996, gamma=1.111, delta=0.014, M=-1.381e+002
39 -> ~86 fr=2401 (0.2426), cf=0.978, gamma=1.082, delta=0.018, M=-1.361e+002
32 -> ~86 fr=2353 (0.2377), cf=0.978, gamma=1.082, delta=0.018, M=-1.344e+002
79 -> ~87 fr=2328 (0.2352), cf=0.974, gamma=1.087, delta=0.019, M=-1.341e+002
22 71 -> ~81 fr=1384 (0.1398), cf=0.994, gamma=1.110, delta=0.014, M=-1.340e+002
59 76 -> ~85 fr=1342 (0.1356), cf=0.998, gamma=1.104, delta=0.013, M=-1.329e+002
46 78 -> ~80 fr=1126 (0.1138), cf=1.000, gamma=1.116, delta=0.012, M=-1.317e+002
48 59 -> ~81 fr=1123 (0.1135), cf=1.000, gamma=1.116, delta=0.012, M=-1.313e+002
1 29 -> ~85 fr=1286 (0.1299), cf=0.998, gamma=1.104, delta=0.012, M=-1.303e+002
20 46 -> ~85 fr=1205 (0.1218), cf=1.000, gamma=1.106, delta=0.012, M=-1.301e+002
46 -> ~81 fr=2228 (0.2251), cf=0.974, gamma=1.087, delta=0.018, M=-1.280e+002
69 71 -> ~85 fr=1186 (0.1198), cf=1.000, gamma=1.106, delta=0.012, M=-1.279e+002
46 56 -> ~85 fr=1185 (0.1197), cf=1.000, gamma=1.106, delta=0.011, M=-1.278e+002
7 -> ~86 fr=1672 (0.1689), cf=0.989, gamma=1.095, delta=0.015, M=-1.276e+002
11 45 69 -> ~87 fr=1132 (0.1144), cf=0.999, gamma=1.115, delta=0.012, M=-1.274e+002
11 54 -> ~85 fr=1294 (0.1307), cf=0.998, gamma=1.104, delta=0.012, M=-1.274e+002
17 76 -> ~85 fr=1181 (0.1193), cf=1.000, gamma=1.106, delta=0.011, M=-1.273e+002
11 71 -> ~85 fr=1280 (0.1293), cf=0.998, gamma=1.104, delta=0.012, M=-1.258e+002
22 -> ~82 fr=2375 (0.2400), cf=0.971, gamma=1.083, delta=0.018, M=-1.244e+002
11 49 -> ~85 fr=1368 (0.1382), cf=0.995, gamma=1.101, delta=0.013, M=-1.225e+002
38 -> ~80 fr=1504 (0.1520), cf=0.988, gamma=1.103, delta=0.014, M=-1.224e+002
45 -> ~87 fr=3860 (0.3900), cf=0.951, gamma=1.061, delta=0.022, M=-1.222e+002
1 20 -> ~85 fr=2105 (0.2127), cf=0.980, gamma=1.084, delta=0.016, M=-1.219e+002
64 -> ~83 fr=3254 (0.3288), cf=0.963, gamma=1.065, delta=0.020, M=-1.217e+002
46 78 -> ~85 fr=1126 (0.1138), cf=1.000, gamma=1.106, delta=0.011, M=-1.210e+002
35 40 -> ~88 fr=1296 (0.1309), cf=0.996, gamma=1.102, delta=0.012, M=-1.206e+002
66 71 -> ~81 fr=1735 (0.1753), cf=0.982, gamma=1.096, delta=0.015, M=-1.198e+002
50 69 -> ~86 fr=1961 (0.1981), cf=0.981, gamma=1.086, delta=0.016, M=-1.196e+002
66 74 -> ~85 fr=1108 (0.1120), cf=1.000, gamma=1.106, delta=0.011, M=-1.190e+002
1 13 -> ~84 fr=1113 (0.1125), cf=0.997, gamma=1.113, delta=0.011, M=-1.174e+002
5 10 31 -> ~89 fr=1319 (0.1333), cf=0.995, gamma=1.100, delta=0.012, M=-1.170e+002
29 -> ~86 fr=2382 (0.2407), cf=0.973, gamma=1.077, delta=0.017, M=-1.166e+002
10 54 -> ~88 fr=1345 (0.1359), cf=0.993, gamma=1.099, delta=0.012, M=-1.141e+002
50 60 -> ~86 fr=1621 (0.1638), cf=0.986, gamma=1.091, delta=0.014, M=-1.111e+002
69 74 -> ~84 fr=1130 (0.1142), cf=0.995, gamma=1.110, delta=0.011, M=-1.095e+002
20 25 -> ~88 fr=1812 (0.1831), cf=0.982, gamma=1.086, delta=0.014, M=-1.095e+002
38 -> ~85 fr=1504 (0.1520), cf=0.988, gamma=1.093, delta=0.013, M=-1.092e+002
78 -> ~85 fr=2116 (0.2138), cf=0.976, gamma=1.079, delta=0.016, M=-1.083e+002
74 76 -> ~85 fr=1011 (0.1022), cf=1.000, gamma=1.106, delta=0.010, M=-1.079e+002
27 31 -> ~85 fr=1076 (0.1087), cf=0.998, gamma=1.104, delta=0.010, M=-1.065e+002
10 31 -> ~89 fr=1534 (0.1550), cf=0.986, gamma=1.091, delta=0.013, M=-1.059e+002
45 48 -> ~81 fr=1441 (0.1456), cf=0.984, gamma=1.099, delta=0.013, M=-1.044e+002
68 -> ~88 fr=1791 (0.1810), cf=0.980, gamma=1.084, delta=0.014, M=-1.038e+002
11 54 -> ~88 fr=1286 (0.1299), cf=0.992, gamma=1.097, delta=0.011, M=-1.025e+002
58 -> ~86 fr=1702 (0.1720), cf=0.982, gamma=1.086, delta=0.014, M=-1.021e+002
10 21 -> ~88 fr=1342 (0.1356), cf=0.990, gamma=1.095, delta=0.012, M=-1.012e+002
38 -> ~83 fr=1500 (0.1516), cf=0.986, gamma=1.090, delta=0.013, M=-1.003e+002
35 73 -> ~80 fr=1147 (0.1159), cf=0.991, gamma=1.106, delta=0.011, M=-1.003e+002
1 16 -> ~84 fr=1122 (0.1134), cf=0.992, gamma=1.107, delta=0.011, M=-1.001e+002
20 27 -> ~85 fr=1018 (0.1029), cf=0.998, gamma=1.104, delta=0.010, M=-1.000e+002
21 54 -> ~88 fr=1050 (0.1061), cf=0.997, gamma=1.103, delta=0.010, M=-9.994e+001
60 -> ~84 fr=1917 (0.1937), cf=0.972, gamma=1.084, delta=0.015, M=-9.971e+001
27 31 -> ~88 fr=1074 (0.1085), cf=0.996, gamma=1.102, delta=0.010, M=-9.922e+001
14 -> ~80 fr=1115 (0.1127), cf=0.992, gamma=1.107, delta=0.011, M=-9.920e+001
11 20 -> ~85 fr=1043 (0.1054), cf=0.997, gamma=1.103, delta=0.010, M=-9.916e+001
5 56 71 -> ~88 fr=1122 (0.1134), cf=0.995, gamma=1.100, delta=0.010, M=-9.829e+001
25 39 -> ~85 fr=1114 (0.1126), cf=0.995, gamma=1.100, delta=0.010, M=-9.743e+001
42 50 -> ~86 fr=991 (0.1001), cf=0.998, gamma=1.104, delta=0.009, M=-9.714e+001
20 71 -> ~88 fr=1724 (0.1742), cf=0.980, gamma=1.084, delta=0.013, M=-9.711e+001
77 -> ~88 fr=1014 (0.1025), cf=0.997, gamma=1.103, delta=0.010, M=-9.597e+001
48 63 -> ~81 fr=1084 (0.1095), cf=0.992, gamma=1.107, delta=0.011, M=-9.563e+001
71 -> ~81 fr=3743 (0.3782), cf=0.945, gamma=1.055, delta=0.020, M=-9.551e+001
40 -> ~82 fr=2106 (0.2128), cf=0.966, gamma=1.079, delta=0.016, M=-9.524e+001
27 56 -> ~85 fr=1001 (0.1011), cf=0.997, gamma=1.103, delta=0.009, M=-9.455e+001
48 56 -> ~88 fr=1109 (0.1121), cf=0.994, gamma=1.099, delta=0.010, M=-9.403e+001
67 -> ~88 fr=1355 (0.1369), cf=0.987, gamma=1.092, delta=0.011, M=-9.367e+001
26 69 -> ~86 fr=2017 (0.2038), cf=0.973, gamma=1.076, delta=0.014, M=-9.298e+001
56 71 -> ~88 fr=1660 (0.1677), cf=0.979, gamma=1.083, delta=0.013, M=-9.252e+001
25 29 -> ~85 fr=1093 (0.1104), cf=0.994, gamma=1.099, delta=0.010, M=-9.232e+001
1 63 -> ~84 fr=1668 (0.1685), cf=0.974, gamma=1.087, delta=0.014, M=-9.218e+001
5 49 -> ~83 fr=1255 (0.1268), cf=0.989, gamma=1.094, delta=0.011, M=-9.204e+001
21 59 -> ~88 fr=1064 (0.1075), cf=0.994, gamma=1.100, delta=0.010, M=-9.203e+001
36 69 -> ~86 fr=1685 (0.1703), cf=0.979, gamma=1.083, delta=0.013, M=-9.180e+001
20 78 -> ~88 fr=1201 (0.1213), cf=0.990, gamma=1.095, delta=0.011, M=-9.104e+001
46 78 -> ~88 fr=1117 (0.1129), cf=0.992, gamma=1.097, delta=0.010, M=-8.956e+001
50 -> ~86 fr=4662 (0.4711), cf=0.942, gamma=1.042, delta=0.019, M=-8.866e+001
74 -> ~84 fr=2695 (0.2723), cf=0.955, gamma=1.066, delta=0.017, M=-8.825e+001
7 -> ~81 fr=1645 (0.1662), cf=0.973, gamma=1.086, delta=0.013, M=-8.816e+001
13 -> ~84 fr=2371 (0.2396), cf=0.959, gamma=1.071, delta=0.016, M=-8.669e+001
22 -> ~81 fr=2348 (0.2372), cf=0.960, gamma=1.071, delta=0.016, M=-8.661e+001
