1 5 23 27 -> ~38 fr=346 (0.5007), cf=0.822, gamma=1.262, delta=0.104, M=-7.201e+001
1 14 27 -> 37 fr=351 (0.5080), cf=0.702, gamma=1.078, delta=0.037, M=-1.208e+001
1 27 -> ~38 fr=387 (0.5601), cf=0.691, gamma=1.061, delta=0.032, M=-1.196e+001
1 27 -> 37 fr=387 (0.5601), cf=0.691, gamma=1.061, delta=0.032, M=-1.196e+001
23 32 -> ~38 fr=392 (0.5673), cf=0.689, gamma=1.058, delta=0.031, M=-1.169e+001
23 32 -> 37 fr=392 (0.5673), cf=0.689, gamma=1.058, delta=0.031, M=-1.169e+001
9 23 27 -> ~38 fr=403 (0.5832), cf=0.685, gamma=1.052, delta=0.029, M=-1.165e+001
9 23 27 -> 37 fr=403 (0.5832), cf=0.685, gamma=1.052, delta=0.029, M=-1.165e+001
1 14 -> ~38 fr=375 (0.5427), cf=0.693, gamma=1.064, delta=0.033, M=-1.136e+001
1 14 -> 37 fr=375 (0.5427), cf=0.693, gamma=1.064, delta=0.033, M=-1.136e+001
9 27 32 -> ~38 fr=368 (0.5326), cf=0.694, gamma=1.066, delta=0.033, M=-1.105e+001
9 27 32 -> 37 fr=368 (0.5326), cf=0.694, gamma=1.066, delta=0.033, M=-1.105e+001
14 19 27 32 -> ~38 fr=331 (0.4790), cf=0.704, gamma=1.081, delta=0.036, M=-1.098e+001
14 19 27 32 -> 37 fr=331 (0.4790), cf=0.704, gamma=1.081, delta=0.036, M=-1.098e+001
1 -> ~38 fr=415 (0.6006), cf=0.679, gamma=1.043, delta=0.025, M=-1.056e+001
23 27 -> ~38 fr=411 (0.5948), cf=0.680, gamma=1.045, delta=0.026, M=-1.052e+001
23 27 -> 37 fr=411 (0.5948), cf=0.680, gamma=1.045, delta=0.026, M=-1.052e+001
9 19 23 -> ~38 fr=420 (0.6078), cf=0.677, gamma=1.040, delta=0.023, M=-1.052e+001
9 19 23 -> 37 fr=420 (0.6078), cf=0.677, gamma=1.040, delta=0.023, M=-1.052e+001
9 14 19 32 -> ~38 fr=347 (0.5022), cf=0.698, gamma=1.072, delta=0.034, M=-1.042e+001
9 14 19 32 -> 37 fr=347 (0.5022), cf=0.698, gamma=1.072, delta=0.034, M=-1.042e+001
9 19 27 -> ~38 fr=404 (0.5847), cf=0.682, gamma=1.048, delta=0.027, M=-1.041e+001
9 19 27 -> 37 fr=404 (0.5847), cf=0.682, gamma=1.048, delta=0.027, M=-1.041e+001
19 23 -> ~38 fr=430 (0.6223), cf=0.673, gamma=1.033, delta=0.020, M=-1.010e+001
19 23 -> 37 fr=430 (0.6223), cf=0.673, gamma=1.033, delta=0.020, M=-1.010e+001
19 27 32 -> ~38 fr=366 (0.5297), cf=0.692, gamma=1.062, delta=0.031, M=-9.960e+000
19 27 32 -> 37 fr=366 (0.5297), cf=0.692, gamma=1.062, delta=0.031, M=-9.960e+000
9 19 32 -> ~38 fr=385 (0.5572), cf=0.686, gamma=1.054, delta=0.028, M=-9.735e+000
9 19 32 -> 37 fr=385 (0.5572), cf=0.686, gamma=1.054, delta=0.028, M=-9.735e+000
14 19 32 -> ~38 fr=354 (0.5123), cf=0.693, gamma=1.064, delta=0.031, M=-9.241e+000
14 19 32 -> 37 fr=354 (0.5123), cf=0.693, gamma=1.064, delta=0.031, M=-9.241e+000
14 27 32 -> ~38 fr=336 (0.4863), cf=0.697, gamma=1.070, delta=0.032, M=-9.224e+000
14 27 32 -> 37 fr=336 (0.4863), cf=0.697, gamma=1.070, delta=0.032, M=-9.224e+000
27 32 -> ~38 fr=374 (0.5412), cf=0.686, gamma=1.054, delta=0.028, M=-8.680e+000
27 32 -> 37 fr=374 (0.5412), cf=0.686, gamma=1.054, delta=0.028, M=-8.680e+000
9 14 32 -> ~38 fr=353 (0.5109), cf=0.691, gamma=1.061, delta=0.029, M=-8.549e+000
9 14 32 -> 37 fr=353 (0.5109), cf=0.691, gamma=1.061, delta=0.029, M=-8.549e+000
9 32 -> ~38 fr=394 (0.5702), cf=0.679, gamma=1.043, delta=0.024, M=-7.904e+000
9 32 -> 37 fr=394 (0.5702), cf=0.679, gamma=1.043, delta=0.024, M=-7.904e+000
9 27 -> ~38 fr=412 (0.5962), cf=0.674, gamma=1.035, delta=0.020, M=-7.722e+000
9 27 -> 37 fr=412 (0.5962), cf=0.674, gamma=1.035, delta=0.020, M=-7.722e+000
19 32 -> ~38 fr=393 (0.5687), cf=0.679, gamma=1.042, delta=0.023, M=-7.599e+000
19 32 -> 37 fr=393 (0.5687), cf=0.679, gamma=1.042, delta=0.023, M=-7.599e+000
14 32 -> ~38 fr=360 (0.5210), cf=0.686, gamma=1.053, delta=0.026, M=-7.468e+000
14 32 -> 37 fr=360 (0.5210), cf=0.686, gamma=1.053, delta=0.026, M=-7.468e+000
14 19 27 -> ~38 fr=374 (0.5412), cf=0.682, gamma=1.048, delta=0.025, M=-7.400e+000
14 19 27 -> 37 fr=374 (0.5412), cf=0.682, gamma=1.048, delta=0.025, M=-7.400e+000
9 23 -> ~38 fr=428 (0.6194), cf=0.669, gamma=1.027, delta=0.016, M=-7.259e+000
9 23 -> 37 fr=428 (0.6194), cf=0.669, gamma=1.027, delta=0.016, M=-7.259e+000
19 27 -> ~38 fr=412 (0.5962), cf=0.673, gamma=1.034, delta=0.019, M=-7.229e+000
19 27 -> 37 fr=412 (0.5962), cf=0.673, gamma=1.034, delta=0.019, M=-7.229e+000
9 19 -> ~38 fr=431 (0.6237), cf=0.667, gamma=1.024, delta=0.015, M=-6.925e+000
9 19 -> 37 fr=431 (0.6237), cf=0.667, gamma=1.024, delta=0.015, M=-6.925e+000
23 -> ~38 fr=438 (0.6339), cf=0.665, gamma=1.021, delta=0.013, M=-6.887e+000
32 -> ~38 fr=402 (0.5818), cf=0.672, gamma=1.032, delta=0.018, M=-5.900e+000
14 27 -> ~38 fr=379 (0.5485), cf=0.674, gamma=1.036, delta=0.019, M=-5.178e+000
14 27 -> 37 fr=379 (0.5485), cf=0.674, gamma=1.036, delta=0.019, M=-5.178e+000
14 19 -> ~38 fr=399 (0.5774), cf=0.671, gamma=1.030, delta=0.017, M=-5.104e+000
14 19 -> 37 fr=399 (0.5774), cf=0.671, gamma=1.030, delta=0.017, M=-5.104e+000
27 -> ~38 fr=420 (0.6078), cf=0.666, gamma=1.022, delta=0.013, M=-4.774e+000
9 14 -> ~38 fr=396 (0.5731), cf=0.669, gamma=1.027, delta=0.015, M=-4.392e+000
9 14 -> 37 fr=396 (0.5731), cf=0.669, gamma=1.027, delta=0.015, M=-4.392e+000
19 -> ~38 fr=441 (0.6382), cf=0.659, gamma=1.012, delta=0.008, M=-4.139e+000
9 -> ~38 fr=440 (0.6368), cf=0.659, gamma=1.011, delta=0.007, M=-3.674e+000
14 -> ~38 fr=405 (0.5861), cf=0.663, gamma=1.018, delta=0.010, M=-2.971e+000
