9 36 65 -> 103 fr=79 (0.1282), cf=0.963, gamma=7.512, delta=0.111, M=-2.215e+002
9 23 36 -> 103 fr=78 (0.1266), cf=0.788, gamma=6.143, delta=0.106, M=-1.778e+002
23 36 56 72 -> 103 fr=78 (0.1266), cf=0.780, gamma=6.082, delta=0.106, M=-1.763e+002
9 36 38 -> 103 fr=79 (0.1282), cf=0.745, gamma=5.811, delta=0.106, M=-1.752e+002
9 36 56 72 -> 103 fr=79 (0.1282), cf=0.745, gamma=5.811, delta=0.106, M=-1.752e+002
23 65 -> 103 fr=78 (0.1266), cf=0.765, gamma=5.963, delta=0.105, M=-1.734e+002
23 36 56 74 -> 103 fr=78 (0.1266), cf=0.765, gamma=5.963, delta=0.105, M=-1.734e+002
23 36 72 74 -> 103 fr=78 (0.1266), cf=0.765, gamma=5.963, delta=0.105, M=-1.734e+002
9 36 56 77 -> 103 fr=79 (0.1282), cf=0.731, gamma=5.704, delta=0.106, M=-1.725e+002
9 36 72 74 -> 103 fr=79 (0.1282), cf=0.725, gamma=5.651, delta=0.106, M=-1.712e+002
23 36 56 -> 103 fr=78 (0.1266), cf=0.750, gamma=5.848, delta=0.105, M=-1.706e+002
23 36 72 -> 103 fr=78 (0.1266), cf=0.750, gamma=5.848, delta=0.105, M=-1.706e+002
9 65 -> 103 fr=79 (0.1282), cf=0.718, gamma=5.600, delta=0.105, M=-1.700e+002
36 38 56 72 74 -> 103 fr=79 (0.1282), cf=0.718, gamma=5.600, delta=0.105, M=-1.700e+002
9 36 74 -> 103 fr=79 (0.1282), cf=0.712, gamma=5.550, delta=0.105, M=-1.687e+002
36 38 56 74 -> 103 fr=79 (0.1282), cf=0.712, gamma=5.550, delta=0.105, M=-1.687e+002
23 36 74 -> 103 fr=78 (0.1266), cf=0.736, gamma=5.738, delta=0.105, M=-1.679e+002
9 23 56 72 74 -> 103 fr=78 (0.1266), cf=0.736, gamma=5.738, delta=0.105, M=-1.679e+002
9 23 56 72 -> 103 fr=78 (0.1266), cf=0.729, gamma=5.684, delta=0.104, M=-1.666e+002
23 36 77 -> 103 fr=78 (0.1266), cf=0.722, gamma=5.632, delta=0.104, M=-1.653e+002
9 23 56 74 -> 103 fr=78 (0.1266), cf=0.722, gamma=5.632, delta=0.104, M=-1.653e+002
23 38 56 72 74 -> 103 fr=78 (0.1266), cf=0.722, gamma=5.632, delta=0.104, M=-1.653e+002
9 23 56 -> 103 fr=78 (0.1266), cf=0.716, gamma=5.580, delta=0.104, M=-1.641e+002
9 23 38 -> 103 fr=78 (0.1266), cf=0.716, gamma=5.580, delta=0.104, M=-1.641e+002
23 38 56 74 -> 103 fr=78 (0.1266), cf=0.716, gamma=5.580, delta=0.104, M=-1.641e+002
23 38 56 72 -> 103 fr=78 (0.1266), cf=0.716, gamma=5.580, delta=0.104, M=-1.641e+002
9 36 56 -> 103 fr=79 (0.1282), cf=0.687, gamma=5.357, delta=0.104, M=-1.640e+002
23 38 56 -> 103 fr=78 (0.1266), cf=0.709, gamma=5.529, delta=0.104, M=-1.628e+002
9 38 56 74 -> 103 fr=79 (0.1282), cf=0.681, gamma=5.310, delta=0.104, M=-1.628e+002
65 98 -> 103 fr=63 (0.1023), cf=1.000, gamma=7.797, delta=0.089, M=-1.628e+002
36 38 74 98 -> 103 fr=63 (0.1023), cf=1.000, gamma=7.797, delta=0.089, M=-1.628e+002
36 38 77 98 -> 103 fr=63 (0.1023), cf=1.000, gamma=7.797, delta=0.089, M=-1.628e+002
36 38 72 98 -> 103 fr=63 (0.1023), cf=1.000, gamma=7.797, delta=0.089, M=-1.628e+002
38 56 74 98 -> 103 fr=63 (0.1023), cf=1.000, gamma=7.797, delta=0.089, M=-1.628e+002
38 56 77 98 -> 103 fr=63 (0.1023), cf=1.000, gamma=7.797, delta=0.089, M=-1.628e+002
38 56 72 98 -> 103 fr=63 (0.1023), cf=1.000, gamma=7.797, delta=0.089, M=-1.628e+002
9 36 72 -> 103 fr=79 (0.1282), cf=0.675, gamma=5.265, delta=0.104, M=-1.617e+002
9 36 77 -> 103 fr=79 (0.1282), cf=0.664, gamma=5.176, delta=0.103, M=-1.595e+002
36 38 56 72 77 -> 103 fr=79 (0.1282), cf=0.664, gamma=5.176, delta=0.103, M=-1.595e+002
23 36 98 -> 103 fr=63 (0.1023), cf=0.984, gamma=7.676, delta=0.089, M=-1.586e+002
36 74 98 -> 103 fr=63 (0.1023), cf=0.984, gamma=7.676, delta=0.089, M=-1.586e+002
36 77 98 -> 103 fr=63 (0.1023), cf=0.984, gamma=7.676, delta=0.089, M=-1.586e+002
36 72 98 -> 103 fr=63 (0.1023), cf=0.984, gamma=7.676, delta=0.089, M=-1.586e+002
9 23 98 -> 103 fr=63 (0.1023), cf=0.984, gamma=7.676, delta=0.089, M=-1.586e+002
23 56 98 -> 103 fr=63 (0.1023), cf=0.984, gamma=7.676, delta=0.089, M=-1.586e+002
23 38 98 -> 103 fr=63 (0.1023), cf=0.984, gamma=7.676, delta=0.089, M=-1.586e+002
56 74 98 -> 103 fr=63 (0.1023), cf=0.984, gamma=7.676, delta=0.089, M=-1.586e+002
56 77 98 -> 103 fr=63 (0.1023), cf=0.984, gamma=7.676, delta=0.089, M=-1.586e+002
56 72 98 -> 103 fr=63 (0.1023), cf=0.984, gamma=7.676, delta=0.089, M=-1.586e+002
36 38 56 77 -> 103 fr=79 (0.1282), cf=0.658, gamma=5.133, delta=0.103, M=-1.584e+002
9 38 56 77 -> 103 fr=79 (0.1282), cf=0.658, gamma=5.133, delta=0.103, M=-1.584e+002
9 38 56 72 -> 103 fr=79 (0.1282), cf=0.658, gamma=5.133, delta=0.103, M=-1.584e+002
23 36 -> 103 fr=78 (0.1266), cf=0.678, gamma=5.289, delta=0.103, M=-1.570e+002
23 98 -> 103 fr=63 (0.1023), cf=0.969, gamma=7.558, delta=0.089, M=-1.552e+002
36 56 72 74 -> 103 fr=79 (0.1282), cf=0.637, gamma=4.968, delta=0.102, M=-1.543e+002
9 36 -> 103 fr=79 (0.1282), cf=0.627, gamma=4.889, delta=0.102, M=-1.523e+002
9 38 56 -> 103 fr=79 (0.1282), cf=0.622, gamma=4.850, delta=0.102, M=-1.513e+002
36 56 74 -> 103 fr=79 (0.1282), cf=0.617, gamma=4.813, delta=0.102, M=-1.504e+002
36 38 72 74 -> 103 fr=79 (0.1282), cf=0.608, gamma=4.738, delta=0.101, M=-1.485e+002
36 38 74 -> 103 fr=79 (0.1282), cf=0.603, gamma=4.702, delta=0.101, M=-1.476e+002
9 23 72 74 -> 103 fr=78 (0.1266), cf=0.614, gamma=4.789, delta=0.100, M=-1.447e+002
9 23 72 -> 103 fr=78 (0.1266), cf=0.609, gamma=4.752, delta=0.100, M=-1.437e+002
9 23 74 -> 103 fr=78 (0.1266), cf=0.605, gamma=4.715, delta=0.100, M=-1.428e+002
38 65 -> 103 fr=79 (0.1282), cf=0.577, gamma=4.496, delta=0.100, M=-1.422e+002
36 38 56 72 -> 103 fr=79 (0.1282), cf=0.577, gamma=4.496, delta=0.100, M=-1.422e+002
36 38 98 -> 103 fr=63 (0.1023), cf=0.900, gamma=7.018, delta=0.088, M=-1.421e+002
38 56 98 -> 103 fr=63 (0.1023), cf=0.900, gamma=7.018, delta=0.088, M=-1.421e+002
9 23 -> 103 fr=78 (0.1266), cf=0.600, gamma=4.678, delta=0.100, M=-1.419e+002
23 56 72 74 -> 103 fr=78 (0.1266), cf=0.600, gamma=4.678, delta=0.100, M=-1.419e+002
36 38 72 77 -> 103 fr=79 (0.1282), cf=0.568, gamma=4.432, delta=0.099, M=-1.406e+002
23 56 72 -> 103 fr=78 (0.1266), cf=0.591, gamma=4.608, delta=0.099, M=-1.401e+002
36 98 -> 103 fr=63 (0.1023), cf=0.887, gamma=6.919, delta=0.087, M=-1.399e+002
56 98 -> 103 fr=63 (0.1023), cf=0.887, gamma=6.919, delta=0.087, M=-1.399e+002
9 38 74 98 -> 103 fr=63 (0.1023), cf=0.887, gamma=6.919, delta=0.087, M=-1.399e+002
9 38 77 98 -> 103 fr=63 (0.1023), cf=0.887, gamma=6.919, delta=0.087, M=-1.399e+002
9 38 72 98 -> 103 fr=63 (0.1023), cf=0.887, gamma=6.919, delta=0.087, M=-1.399e+002
36 38 77 -> 103 fr=79 (0.1282), cf=0.564, gamma=4.400, delta=0.099, M=-1.397e+002
36 56 72 77 -> 103 fr=79 (0.1282), cf=0.560, gamma=4.369, delta=0.099, M=-1.389e+002
23 56 74 -> 103 fr=78 (0.1266), cf=0.582, gamma=4.539, delta=0.099, M=-1.383e+002
35 46 50 55 89 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 52 55 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 63 83 89 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 52 63 83 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 59 63 89 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 52 59 63 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 63 79 89 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 52 63 79 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 59 67 89 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 52 59 67 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 59 69 89 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 52 59 69 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 63 67 69 89 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 52 63 67 69 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 57 67 69 83 89 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 52 57 67 69 83 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 57 67 69 79 89 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
35 46 50 52 57 67 69 79 -> 113 fr=82 (0.1331), cf=0.547, gamma=4.107, delta=0.101, M=-1.380e+002
9 74 98 -> 103 fr=63 (0.1023), cf=0.875, gamma=6.823, delta=0.087, M=-1.379e+002
9 77 98 -> 103 fr=63 (0.1023), cf=0.875, gamma=6.823, delta=0.087, M=-1.379e+002
9 72 98 -> 103 fr=63 (0.1023), cf=0.875, gamma=6.823, delta=0.087, M=-1.379e+002
38 74 98 -> 103 fr=63 (0.1023), cf=0.875, gamma=6.823, delta=0.087, M=-1.379e+002
38 77 98 -> 103 fr=63 (0.1023), cf=0.875, gamma=6.823, delta=0.087, M=-1.379e+002
38 72 98 -> 103 fr=63 (0.1023), cf=0.875, gamma=6.823, delta=0.087, M=-1.379e+002
9 56 72 74 -> 103 fr=79 (0.1282), cf=0.552, gamma=4.308, delta=0.098, M=-1.373e+002
35 46 50 63 67 89 -> 113 fr=82 (0.1331), cf=0.543, gamma=4.079, delta=0.100, M=-1.372e+002
35 46 50 52 63 67 -> 113 fr=82 (0.1331), cf=0.543, gamma=4.079, delta=0.100, M=-1.372e+002
35 46 50 63 69 89 -> 113 fr=82 (0.1331), cf=0.543, gamma=4.079, delta=0.100, M=-1.372e+002
35 46 50 52 63 69 -> 113 fr=82 (0.1331), cf=0.543, gamma=4.079, delta=0.100, M=-1.372e+002
35 46 50 67 69 83 89 -> 113 fr=82 (0.1331), cf=0.543, gamma=4.079, delta=0.100, M=-1.372e+002
35 46 50 52 67 69 83 -> 113 fr=82 (0.1331), cf=0.543, gamma=4.079, delta=0.100, M=-1.372e+002
35 46 50 57 67 83 89 -> 113 fr=82 (0.1331), cf=0.543, gamma=4.079, delta=0.100, M=-1.372e+002
35 46 50 52 57 67 83 -> 113 fr=82 (0.1331), cf=0.543, gamma=4.079, delta=0.100, M=-1.372e+002
35 46 50 67 69 79 89 -> 113 fr=82 (0.1331), cf=0.543, gamma=4.079, delta=0.100, M=-1.372e+002
35 46 50 52 67 69 79 -> 113 fr=82 (0.1331), cf=0.543, gamma=4.079, delta=0.100, M=-1.372e+002
35 46 50 57 67 79 89 -> 113 fr=82 (0.1331), cf=0.543, gamma=4.079, delta=0.100, M=-1.372e+002
35 46 50 52 57 67 79 -> 113 fr=82 (0.1331), cf=0.543, gamma=4.079, delta=0.100, M=-1.372e+002
35 46 50 57 67 69 89 -> 113 fr=82 (0.1331), cf=0.543, gamma=4.079, delta=0.100, M=-1.372e+002
35 46 50 52 57 67 69 -> 113 fr=82 (0.1331), cf=0.543, gamma=4.079, delta=0.100, M=-1.372e+002
23 56 -> 103 fr=78 (0.1266), cf=0.574, gamma=4.472, delta=0.098, M=-1.366e+002
36 72 74 -> 103 fr=79 (0.1282), cf=0.549, gamma=4.278, delta=0.098, M=-1.365e+002
35 46 50 63 89 -> 113 fr=82 (0.1331), cf=0.539, gamma=4.053, delta=0.100, M=-1.364e+002
35 46 50 52 63 -> 113 fr=82 (0.1331), cf=0.539, gamma=4.053, delta=0.100, M=-1.364e+002
35 46 50 67 83 89 -> 113 fr=82 (0.1331), cf=0.539, gamma=4.053, delta=0.100, M=-1.364e+002
35 46 50 52 67 83 -> 113 fr=82 (0.1331), cf=0.539, gamma=4.053, delta=0.100, M=-1.364e+002
35 46 50 67 79 89 -> 113 fr=82 (0.1331), cf=0.539, gamma=4.053, delta=0.100, M=-1.364e+002
35 46 50 52 67 79 -> 113 fr=82 (0.1331), cf=0.539, gamma=4.053, delta=0.100, M=-1.364e+002
35 46 50 67 69 89 -> 113 fr=82 (0.1331), cf=0.539, gamma=4.053, delta=0.100, M=-1.364e+002
35 46 50 52 67 69 -> 113 fr=82 (0.1331), cf=0.539, gamma=4.053, delta=0.100, M=-1.364e+002
74 98 -> 103 fr=63 (0.1023), cf=0.863, gamma=6.729, delta=0.087, M=-1.359e+002
77 98 -> 103 fr=63 (0.1023), cf=0.863, gamma=6.729, delta=0.087, M=-1.359e+002
72 98 -> 103 fr=63 (0.1023), cf=0.863, gamma=6.729, delta=0.087, M=-1.359e+002
36 38 56 -> 103 fr=79 (0.1282), cf=0.545, gamma=4.248, delta=0.098, M=-1.357e+002
36 56 77 -> 103 fr=79 (0.1282), cf=0.545, gamma=4.248, delta=0.098, M=-1.357e+002
9 56 74 -> 103 fr=79 (0.1282), cf=0.545, gamma=4.248, delta=0.098, M=-1.357e+002
35 46 50 59 89 -> 113 fr=82 (0.1331), cf=0.532, gamma=4.000, delta=0.100, M=-1.349e+002
35 46 50 52 59 -> 113 fr=82 (0.1331), cf=0.532, gamma=4.000, delta=0.100, M=-1.349e+002
35 41 46 50 55 -> 113 fr=82 (0.1331), cf=0.529, gamma=3.974, delta=0.100, M=-1.342e+002
35 41 46 50 63 83 -> 113 fr=82 (0.1331), cf=0.529, gamma=3.974, delta=0.100, M=-1.342e+002
35 41 46 50 59 63 -> 113 fr=82 (0.1331), cf=0.529, gamma=3.974, delta=0.100, M=-1.342e+002
35 41 46 50 63 79 -> 113 fr=82 (0.1331), cf=0.529, gamma=3.974, delta=0.100, M=-1.342e+002
35 41 46 50 59 67 -> 113 fr=82 (0.1331), cf=0.529, gamma=3.974, delta=0.100, M=-1.342e+002
35 41 46 50 59 69 -> 113 fr=82 (0.1331), cf=0.529, gamma=3.974, delta=0.100, M=-1.342e+002
35 41 46 50 63 67 69 -> 113 fr=82 (0.1331), cf=0.529, gamma=3.974, delta=0.100, M=-1.342e+002
35 41 46 50 57 67 69 83 -> 113 fr=82 (0.1331), cf=0.529, gamma=3.974, delta=0.100, M=-1.342e+002
35 41 46 50 57 67 69 79 -> 113 fr=82 (0.1331), cf=0.529, gamma=3.974, delta=0.100, M=-1.342e+002
35 41 46 50 63 67 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 46 50 63 69 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 50 55 63 89 97 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 50 63 83 89 97 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 50 59 63 89 97 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 50 63 79 89 97 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 46 50 67 69 83 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 46 50 57 67 83 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 46 50 67 69 79 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 46 50 57 67 79 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 46 50 57 67 69 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 42 50 52 55 63 97 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 42 50 52 63 83 97 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 42 50 52 59 63 97 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 42 50 52 63 79 97 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 50 63 67 69 89 97 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
35 41 42 50 52 63 67 69 97 -> 113 fr=82 (0.1331), cf=0.526, gamma=3.949, delta=0.099, M=-1.334e+002
36 74 -> 103 fr=79 (0.1282), cf=0.534, gamma=4.162, delta=0.097, M=-1.334e+002
35 46 55 89 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 52 55 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 46 50 63 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 63 83 89 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 52 63 83 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 59 63 89 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 52 59 63 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 63 79 89 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 52 63 79 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 59 67 89 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 52 59 67 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 59 69 89 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 52 59 69 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 63 67 69 89 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 52 63 67 69 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 46 50 67 83 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 46 50 67 79 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 46 50 67 69 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 42 50 55 63 89 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 42 50 52 55 63 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 50 52 55 63 97 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 42 50 63 83 89 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 42 50 52 63 83 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 50 52 63 83 97 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 42 50 59 63 89 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 42 50 52 59 63 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 42 50 63 79 89 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 42 50 52 63 79 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 50 52 59 63 97 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 50 52 63 79 97 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 50 63 67 89 97 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 50 63 69 89 97 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 57 67 69 83 89 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 52 57 67 69 83 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 57 67 69 79 89 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 46 52 57 67 69 79 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 50 55 57 83 89 97 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 50 55 57 79 89 97 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 42 50 63 67 69 89 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 42 50 52 63 67 69 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 42 50 52 63 67 97 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 42 50 52 63 69 97 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 50 52 63 67 69 97 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 42 50 52 55 57 83 97 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
35 41 42 50 52 55 57 79 97 -> 113 fr=82 (0.1331), cf=0.522, gamma=3.924, delta=0.099, M=-1.327e+002
