9 36 65 -> 103 fr=79 (0.1291), cf=0.963, gamma=7.463, delta=0.112, M=-2.210e+002
35 46 48 50 52 63 83 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 46 48 50 59 63 89 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 46 48 50 52 59 63 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 46 48 50 63 79 89 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 46 48 50 52 63 79 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 46 48 50 59 67 89 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 46 48 50 52 59 67 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 46 48 50 59 69 89 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 46 48 50 52 59 69 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 55 63 89 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 52 55 63 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 46 48 50 63 67 69 89 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 46 48 50 52 63 67 69 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 63 83 89 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 52 63 83 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 59 63 89 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 52 59 63 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 63 79 89 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 52 63 79 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 55 57 83 89 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 52 55 57 83 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 55 57 79 89 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 52 55 57 79 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 63 67 69 89 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 52 63 67 69 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 46 48 50 57 67 69 83 89 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 46 48 50 52 57 67 69 83 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 46 48 50 57 67 69 79 89 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 46 48 50 52 57 67 69 79 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 57 59 67 83 89 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 52 57 59 67 83 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 57 59 69 83 89 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 52 57 59 69 83 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 57 67 69 83 89 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 52 57 67 69 83 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 57 59 67 79 89 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 52 57 59 67 79 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 57 59 69 79 89 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 52 57 59 69 79 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 57 67 69 79 89 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
35 41 48 50 52 57 67 69 79 97 -> 113 fr=76 (0.1242), cf=0.673, gamma=5.020, delta=0.099, M=-1.384e+002
36 56 72 77 -> 103 fr=79 (0.1291), cf=0.560, gamma=4.340, delta=0.099, M=-1.384e+002
36 38 72 77 -> 103 fr=79 (0.1291), cf=0.560, gamma=4.340, delta=0.099, M=-1.384e+002
23 56 74 -> 103 fr=78 (0.1275), cf=0.582, gamma=4.509, delta=0.099, M=-1.378e+002
36 38 77 -> 103 fr=79 (0.1291), cf=0.556, gamma=4.310, delta=0.099, M=-1.375e+002
9 56 72 74 -> 103 fr=79 (0.1291), cf=0.556, gamma=4.310, delta=0.099, M=-1.375e+002
35 46 48 50 63 67 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 46 48 50 52 63 67 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 46 48 50 63 69 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 46 48 50 52 63 69 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 55 63 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 52 55 63 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 55 83 89 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 52 55 83 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 55 79 89 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 52 55 79 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 55 57 89 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 52 55 57 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 63 83 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 52 63 83 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 59 63 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 52 59 63 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 63 79 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 52 63 79 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 63 67 89 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 52 63 67 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 63 69 89 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 52 63 69 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 46 48 50 67 69 83 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 46 48 50 52 67 69 83 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 46 48 50 57 67 83 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 46 48 50 52 57 67 83 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 46 48 50 67 69 79 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 46 48 50 52 67 69 79 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 46 48 50 57 67 79 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 46 48 50 52 57 67 79 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 46 48 50 57 67 69 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 46 48 50 52 57 67 69 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 55 57 83 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 52 55 57 83 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 55 57 79 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 52 55 57 79 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 63 67 69 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 52 63 67 69 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 59 67 83 89 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 52 59 67 83 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 59 69 83 89 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 52 59 69 83 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 57 67 83 89 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 52 57 67 83 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 59 67 79 89 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 52 59 67 79 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 59 69 79 89 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 52 59 69 79 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 57 67 79 89 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 48 50 52 57 67 79 97 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 57 59 67 83 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 52 57 59 67 83 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 57 59 69 83 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 52 57 59 69 83 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 57 67 69 83 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 52 57 67 69 83 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 57 59 67 79 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 52 57 59 67 79 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 57 59 69 79 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 52 57 59 69 79 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 57 67 69 79 89 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 41 42 48 50 52 57 67 69 79 -> 113 fr=76 (0.1242), cf=0.667, gamma=4.976, delta=0.099, M=-1.373e+002
35 46 48 50 63 89 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 46 48 50 52 63 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 48 50 55 63 89 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 48 50 52 55 63 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 48 50 63 83 89 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 48 50 52 63 83 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 48 50 59 63 89 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 48 50 52 59 63 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 48 50 63 79 89 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 48 50 52 63 79 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 48 50 63 89 97 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 48 50 52 63 97 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 46 48 50 67 83 89 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 46 48 50 52 67 83 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 46 48 50 67 79 89 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 46 48 50 52 67 79 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 46 48 50 67 69 89 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 46 48 50 52 67 69 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 42 48 50 55 63 89 97 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 42 48 50 52 55 63 97 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 42 48 50 55 83 89 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 42 48 50 52 55 83 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 48 50 55 57 83 89 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 48 50 52 55 57 83 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 42 48 50 55 79 89 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 42 48 50 52 55 79 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 42 48 50 55 57 89 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 42 48 50 52 55 57 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 48 50 55 57 79 89 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 48 50 52 55 57 79 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 42 48 50 63 67 89 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
35 41 42 48 50 52 63 67 -> 113 fr=76 (0.1242), cf=0.661, gamma=4.932, delta=0.099, M=-1.363e+002
