12 -> ~17 fr=2361 (0.8201), cf=0.990, gamma=1.097, delta=0.073, M=-4.488e+002
5 -> ~22 fr=729 (0.2532), cf=0.969, gamma=1.075, delta=0.018, M=-3.429e+001
1 -> ~24 fr=718 (0.2494), cf=0.965, gamma=1.077, delta=0.018, M=-3.352e+001
1 -> ~23 fr=719 (0.2497), cf=0.966, gamma=1.076, delta=0.018, M=-3.350e+001
5 12 -> ~18 fr=647 (0.2247), cf=0.974, gamma=1.078, delta=0.016, M=-3.338e+001
5 -> ~17 fr=728 (0.2529), cf=0.968, gamma=1.073, delta=0.017, M=-3.284e+001
5 -> ~18 fr=729 (0.2532), cf=0.969, gamma=1.072, delta=0.017, M=-3.282e+001
1 -> ~20 fr=719 (0.2497), cf=0.966, gamma=1.071, delta=0.017, M=-3.067e+001
1 -> ~17 fr=719 (0.2497), cf=0.966, gamma=1.071, delta=0.017, M=-3.067e+001
1 -> ~22 fr=716 (0.2487), cf=0.962, gamma=1.067, delta=0.016, M=-2.676e+001
5 -> ~23 fr=721 (0.2504), cf=0.959, gamma=1.068, delta=0.016, M=-2.646e+001
5 -> ~15 fr=719 (0.2497), cf=0.956, gamma=1.066, delta=0.015, M=-2.457e+001
5 -> ~24 fr=718 (0.2494), cf=0.955, gamma=1.066, delta=0.015, M=-2.429e+001
1 -> ~18 fr=715 (0.2484), cf=0.961, gamma=1.063, delta=0.015, M=-2.426e+001
5 -> ~16 fr=714 (0.2480), cf=0.949, gamma=1.066, delta=0.015, M=-2.306e+001
11 -> ~19 fr=480 (0.1667), cf=0.972, gamma=1.077, delta=0.012, M=-2.280e+001
5 -> ~19 fr=713 (0.2477), cf=0.948, gamma=1.051, delta=0.012, M=-1.572e+001
11 -> ~15 fr=470 (0.1633), cf=0.951, gamma=1.060, delta=0.009, M=-1.313e+001
11 -> ~21 fr=470 (0.1633), cf=0.951, gamma=1.050, delta=0.008, M=-1.027e+001
11 -> ~16 fr=464 (0.1612), cf=0.939, gamma=1.055, delta=0.008, M=-1.017e+001
11 -> ~22 fr=468 (0.1626), cf=0.947, gamma=1.050, delta=0.008, M=-9.832e+000
11 -> ~20 fr=468 (0.1626), cf=0.947, gamma=1.050, delta=0.008, M=-9.832e+000
11 -> ~24 fr=464 (0.1612), cf=0.939, gamma=1.049, delta=0.007, M=-8.670e+000
11 -> ~18 fr=465 (0.1615), cf=0.941, gamma=1.041, delta=0.006, M=-7.096e+000
11 -> ~23 fr=461 (0.1601), cf=0.933, gamma=1.039, delta=0.006, M=-6.223e+000
