25 27 29 -> ~55 fr=78 (0.5652), cf=0.963, gamma=1.208, delta=0.097, M=-1.890e+001
25 47 -> 56 fr=69 (0.5000), cf=0.945, gamma=1.186, delta=0.078, M=-1.261e+001
47 53 -> ~55 fr=64 (0.4638), cf=0.955, gamma=1.198, delta=0.077, M=-1.253e+001
47 53 -> 56 fr=64 (0.4638), cf=0.955, gamma=1.198, delta=0.077, M=-1.253e+001
25 34 53 -> ~55 fr=44 (0.3188), cf=1.000, gamma=1.255, delta=0.065, M=-1.229e+001
25 34 53 -> 56 fr=44 (0.3188), cf=1.000, gamma=1.255, delta=0.065, M=-1.229e+001
23 29 30 -> ~55 fr=80 (0.5797), cf=0.920, gamma=1.154, delta=0.077, M=-1.215e+001
23 29 30 -> 56 fr=80 (0.5797), cf=0.920, gamma=1.154, delta=0.077, M=-1.215e+001
19 25 53 -> ~55 fr=51 (0.3696), cf=0.981, gamma=1.230, delta=0.069, M=-1.201e+001
1 25 53 -> ~55 fr=51 (0.3696), cf=0.981, gamma=1.230, delta=0.069, M=-1.201e+001
19 25 53 -> 56 fr=51 (0.3696), cf=0.981, gamma=1.230, delta=0.069, M=-1.201e+001
1 25 53 -> 56 fr=51 (0.3696), cf=0.981, gamma=1.230, delta=0.069, M=-1.201e+001
25 53 -> ~55 fr=57 (0.4130), cf=0.966, gamma=1.212, delta=0.072, M=-1.192e+001
25 53 -> 56 fr=57 (0.4130), cf=0.966, gamma=1.212, delta=0.072, M=-1.192e+001
1 30 53 -> ~55 fr=57 (0.4130), cf=0.966, gamma=1.212, delta=0.072, M=-1.192e+001
1 30 53 -> 56 fr=57 (0.4130), cf=0.966, gamma=1.212, delta=0.072, M=-1.192e+001
29 30 -> ~55 fr=92 (0.6667), cf=0.893, gamma=1.121, delta=0.072, M=-1.185e+001
29 30 -> 56 fr=92 (0.6667), cf=0.893, gamma=1.121, delta=0.072, M=-1.185e+001
1 53 -> ~55 fr=62 (0.4493), cf=0.954, gamma=1.197, delta=0.074, M=-1.177e+001
1 53 -> 56 fr=62 (0.4493), cf=0.954, gamma=1.197, delta=0.074, M=-1.177e+001
34 53 -> ~55 fr=50 (0.3623), cf=0.980, gamma=1.230, delta=0.068, M=-1.166e+001
34 53 -> 56 fr=50 (0.3623), cf=0.980, gamma=1.230, delta=0.068, M=-1.166e+001
15 17 29 -> ~55 fr=71 (0.5145), cf=0.934, gamma=1.172, delta=0.076, M=-1.166e+001
15 17 29 -> 56 fr=71 (0.5145), cf=0.934, gamma=1.172, delta=0.076, M=-1.166e+001
6 54 -> 55 fr=22 (0.1594), cf=0.386, gamma=1.902, delta=0.076, M=-1.162e+001
6 54 -> ~56 fr=22 (0.1594), cf=0.386, gamma=1.902, delta=0.076, M=-1.162e+001
1 23 29 -> ~55 fr=75 (0.5435), cf=0.926, gamma=1.162, delta=0.076, M=-1.162e+001
1 23 29 -> 56 fr=75 (0.5435), cf=0.926, gamma=1.162, delta=0.076, M=-1.162e+001
11 12 19 24 -> 55 fr=14 (0.1014), cf=0.560, gamma=2.760, delta=0.065, M=-1.156e+001
11 12 19 24 -> ~56 fr=14 (0.1014), cf=0.560, gamma=2.760, delta=0.065, M=-1.156e+001
19 30 53 -> ~55 fr=56 (0.4058), cf=0.966, gamma=1.211, delta=0.071, M=-1.156e+001
19 30 53 -> 56 fr=56 (0.4058), cf=0.966, gamma=1.211, delta=0.071, M=-1.156e+001
6 14 -> 55 fr=20 (0.1449), cf=0.417, gamma=2.054, delta=0.074, M=-1.148e+001
6 14 -> ~56 fr=20 (0.1449), cf=0.417, gamma=2.054, delta=0.074, M=-1.148e+001
30 53 -> ~55 fr=66 (0.4783), cf=0.943, gamma=1.183, delta=0.074, M=-1.144e+001
30 53 -> 56 fr=66 (0.4783), cf=0.943, gamma=1.183, delta=0.074, M=-1.144e+001
12 24 -> 55 fr=19 (0.1377), cf=0.432, gamma=2.128, delta=0.073, M=-1.133e+001
12 24 -> ~56 fr=19 (0.1377), cf=0.432, gamma=2.128, delta=0.073, M=-1.133e+001
21 23 25 -> ~55 fr=49 (0.3551), cf=0.980, gamma=1.229, delta=0.066, M=-1.131e+001
21 23 25 -> 56 fr=49 (0.3551), cf=0.980, gamma=1.229, delta=0.066, M=-1.131e+001
23 29 47 -> ~55 fr=78 (0.5652), cf=0.918, gamma=1.151, delta=0.074, M=-1.129e+001
1 29 47 -> ~55 fr=78 (0.5652), cf=0.918, gamma=1.151, delta=0.074, M=-1.129e+001
23 29 47 -> 56 fr=78 (0.5652), cf=0.918, gamma=1.151, delta=0.074, M=-1.129e+001
1 29 47 -> 56 fr=78 (0.5652), cf=0.918, gamma=1.151, delta=0.074, M=-1.129e+001
23 25 -> ~55 fr=70 (0.5072), cf=0.933, gamma=1.171, delta=0.074, M=-1.127e+001
23 25 -> 56 fr=70 (0.5072), cf=0.933, gamma=1.171, delta=0.074, M=-1.127e+001
15 30 -> ~55 fr=69 (0.5000), cf=0.932, gamma=1.170, delta=0.073, M=-1.088e+001
15 30 -> 56 fr=69 (0.5000), cf=0.932, gamma=1.170, delta=0.073, M=-1.088e+001
25 30 -> ~55 fr=73 (0.5290), cf=0.924, gamma=1.159, delta=0.073, M=-1.082e+001
25 30 -> 56 fr=73 (0.5290), cf=0.924, gamma=1.159, delta=0.073, M=-1.082e+001
21 25 -> ~55 fr=53 (0.3841), cf=0.964, gamma=1.209, delta=0.066, M=-1.051e+001
21 25 -> 56 fr=53 (0.3841), cf=0.964, gamma=1.209, delta=0.066, M=-1.051e+001
15 47 -> ~55 fr=68 (0.4928), cf=0.932, gamma=1.169, delta=0.071, M=-1.051e+001
15 47 -> 56 fr=68 (0.4928), cf=0.932, gamma=1.169, delta=0.071, M=-1.051e+001
15 17 -> ~55 fr=76 (0.5507), cf=0.916, gamma=1.149, delta=0.071, M=-1.047e+001
15 17 -> 56 fr=76 (0.5507), cf=0.916, gamma=1.149, delta=0.071, M=-1.047e+001
1 29 -> ~55 fr=86 (0.6232), cf=0.896, gamma=1.124, delta=0.069, M=-1.033e+001
1 29 -> 56 fr=86 (0.6232), cf=0.896, gamma=1.124, delta=0.069, M=-1.033e+001
11 19 24 -> 55 fr=14 (0.1014), cf=0.519, gamma=2.556, delta=0.062, M=-1.030e+001
11 19 24 -> ~56 fr=14 (0.1014), cf=0.519, gamma=2.556, delta=0.062, M=-1.030e+001
13 -> ~55 fr=46 (0.3333), cf=0.979, gamma=1.228, delta=0.062, M=-1.030e+001
13 -> 56 fr=46 (0.3333), cf=0.979, gamma=1.228, delta=0.062, M=-1.030e+001
23 34 47 52 -> ~55 fr=38 (0.2754), cf=1.000, gamma=1.255, delta=0.056, M=-1.026e+001
23 29 34 52 -> ~55 fr=38 (0.2754), cf=1.000, gamma=1.255, delta=0.056, M=-1.026e+001
23 34 47 52 -> 56 fr=38 (0.2754), cf=1.000, gamma=1.255, delta=0.056, M=-1.026e+001
23 29 34 52 -> 56 fr=38 (0.2754), cf=1.000, gamma=1.255, delta=0.056, M=-1.026e+001
53 -> ~55 fr=71 (0.5145), cf=0.922, gamma=1.157, delta=0.070, M=-1.006e+001
53 -> 56 fr=71 (0.5145), cf=0.922, gamma=1.157, delta=0.070, M=-1.006e+001
15 29 -> ~55 fr=71 (0.5145), cf=0.922, gamma=1.157, delta=0.070, M=-1.006e+001
15 29 -> 56 fr=71 (0.5145), cf=0.922, gamma=1.157, delta=0.070, M=-1.006e+001
19 24 -> 55 fr=15 (0.1087), cf=0.484, gamma=2.385, delta=0.063, M=-1.003e+001
19 24 -> ~56 fr=15 (0.1087), cf=0.484, gamma=2.385, delta=0.063, M=-1.003e+001
29 47 -> ~55 fr=88 (0.6377), cf=0.889, gamma=1.115, delta=0.066, M=-9.850e+000
29 47 -> 56 fr=88 (0.6377), cf=0.889, gamma=1.115, delta=0.066, M=-9.850e+000
25 -> ~55 fr=78 (0.5652), cf=0.907, gamma=1.138, delta=0.068, M=-9.808e+000
25 -> 56 fr=78 (0.5652), cf=0.907, gamma=1.138, delta=0.068, M=-9.808e+000
15 -> ~55 fr=76 (0.5507), cf=0.905, gamma=1.135, delta=0.066, M=-9.053e+000
15 -> 56 fr=76 (0.5507), cf=0.905, gamma=1.135, delta=0.066, M=-9.053e+000
9 17 23 29 -> ~55 fr=42 (0.3043), cf=0.977, gamma=1.225, delta=0.056, M=-9.014e+000
9 17 23 29 -> 56 fr=42 (0.3043), cf=0.977, gamma=1.225, delta=0.056, M=-9.014e+000
17 23 47 -> ~55 fr=68 (0.4928), cf=0.919, gamma=1.153, delta=0.065, M=-9.004e+000
17 23 47 -> 56 fr=68 (0.4928), cf=0.919, gamma=1.153, delta=0.065, M=-9.004e+000
23 29 -> ~55 fr=86 (0.6232), cf=0.887, gamma=1.112, delta=0.063, M=-8.979e+000
23 29 -> 56 fr=86 (0.6232), cf=0.887, gamma=1.112, delta=0.063, M=-8.979e+000
30 -> ~55 fr=99 (0.7174), cf=0.861, gamma=1.080, delta=0.053, M=-8.721e+000
23 47 -> ~55 fr=80 (0.5797), cf=0.889, gamma=1.115, delta=0.060, M=-7.929e+000
23 47 -> 56 fr=80 (0.5797), cf=0.889, gamma=1.115, delta=0.060, M=-7.929e+000
23 34 52 -> ~55 fr=38 (0.2754), cf=0.974, gamma=1.222, delta=0.050, M=-7.806e+000
23 34 52 -> 56 fr=38 (0.2754), cf=0.974, gamma=1.222, delta=0.050, M=-7.806e+000
1 47 -> ~55 fr=86 (0.6232), cf=0.878, gamma=1.101, delta=0.057, M=-7.729e+000
1 47 -> 56 fr=86 (0.6232), cf=0.878, gamma=1.101, delta=0.057, M=-7.729e+000
29 -> ~55 fr=99 (0.7174), cf=0.853, gamma=1.071, delta=0.047, M=-7.429e+000
17 47 -> ~55 fr=80 (0.5797), cf=0.879, gamma=1.103, delta=0.054, M=-6.761e+000
17 47 -> 56 fr=80 (0.5797), cf=0.879, gamma=1.103, delta=0.054, M=-6.761e+000
47 -> ~55 fr=97 (0.7029), cf=0.851, gamma=1.067, delta=0.044, M=-6.448e+000
17 21 23 52 -> ~55 fr=24 (0.1739), cf=1.000, gamma=1.255, delta=0.035, M=-6.028e+000
17 21 23 52 -> 56 fr=24 (0.1739), cf=1.000, gamma=1.255, delta=0.035, M=-6.028e+000
9 17 23 -> ~55 fr=43 (0.3116), cf=0.935, gamma=1.173, delta=0.046, M=-5.880e+000
9 17 23 -> 56 fr=43 (0.3116), cf=0.935, gamma=1.173, delta=0.046, M=-5.880e+000
1 17 21 23 -> ~55 fr=42 (0.3043), cf=0.933, gamma=1.171, delta=0.044, M=-5.628e+000
1 17 21 23 -> 56 fr=42 (0.3043), cf=0.933, gamma=1.171, delta=0.044, M=-5.628e+000
17 21 23 -> ~55 fr=47 (0.3406), cf=0.922, gamma=1.156, delta=0.046, M=-5.592e+000
17 21 23 -> 56 fr=47 (0.3406), cf=0.922, gamma=1.156, delta=0.046, M=-5.592e+000
1 21 23 39 52 -> ~55 fr=22 (0.1594), cf=1.000, gamma=1.255, delta=0.032, M=-5.473e+000
1 21 23 39 52 -> 56 fr=22 (0.1594), cf=1.000, gamma=1.255, delta=0.032, M=-5.473e+000
17 23 34 -> ~55 fr=51 (0.3696), cf=0.911, gamma=1.143, delta=0.046, M=-5.393e+000
17 23 34 -> 56 fr=51 (0.3696), cf=0.911, gamma=1.143, delta=0.046, M=-5.393e+000
17 23 52 -> ~55 fr=41 (0.2971), cf=0.932, gamma=1.169, delta=0.043, M=-5.380e+000
17 23 52 -> 56 fr=41 (0.2971), cf=0.932, gamma=1.169, delta=0.043, M=-5.380e+000
1 17 23 -> ~55 fr=63 (0.4565), cf=0.887, gamma=1.113, delta=0.046, M=-5.141e+000
1 17 23 -> 56 fr=63 (0.4565), cf=0.887, gamma=1.113, delta=0.046, M=-5.141e+000
1 23 -> ~55 fr=78 (0.5652), cf=0.867, gamma=1.087, delta=0.045, M=-5.130e+000
1 23 -> 56 fr=78 (0.5652), cf=0.867, gamma=1.087, delta=0.045, M=-5.130e+000
17 23 -> ~55 fr=74 (0.5362), cf=0.871, gamma=1.092, delta=0.045, M=-5.011e+000
17 23 -> 56 fr=74 (0.5362), cf=0.871, gamma=1.092, delta=0.045, M=-5.011e+000
23 34 -> ~55 fr=57 (0.4130), cf=0.891, gamma=1.117, delta=0.043, M=-4.707e+000
23 34 -> 56 fr=57 (0.4130), cf=0.891, gamma=1.117, delta=0.043, M=-4.707e+000
18 39 -> ~55 fr=19 (0.1377), cf=1.000, gamma=1.255, delta=0.028, M=-4.660e+000
18 39 -> 56 fr=19 (0.1377), cf=1.000, gamma=1.255, delta=0.028, M=-4.660e+000
17 21 -> ~55 fr=52 (0.3768), cf=0.897, gamma=1.125, delta=0.042, M=-4.563e+000
17 21 -> 56 fr=52 (0.3768), cf=0.897, gamma=1.125, delta=0.042, M=-4.563e+000
23 52 -> ~55 fr=47 (0.3406), cf=0.904, gamma=1.134, delta=0.040, M=-4.465e+000
23 52 -> 56 fr=47 (0.3406), cf=0.904, gamma=1.134, delta=0.040, M=-4.465e+000
34 39 52 -> ~55 fr=37 (0.2681), cf=0.925, gamma=1.160, delta=0.037, M=-4.441e+000
1 34 52 -> ~55 fr=37 (0.2681), cf=0.925, gamma=1.160, delta=0.037, M=-4.441e+000
34 39 52 -> 56 fr=37 (0.2681), cf=0.925, gamma=1.160, delta=0.037, M=-4.441e+000
1 34 52 -> 56 fr=37 (0.2681), cf=0.925, gamma=1.160, delta=0.037, M=-4.441e+000
21 34 52 -> ~55 fr=25 (0.1812), cf=0.962, gamma=1.206, delta=0.031, M=-4.336e+000
21 34 52 -> 56 fr=25 (0.1812), cf=0.962, gamma=1.206, delta=0.031, M=-4.336e+000
34 52 -> ~55 fr=41 (0.2971), cf=0.911, gamma=1.143, delta=0.037, M=-4.202e+000
34 52 -> 56 fr=41 (0.2971), cf=0.911, gamma=1.143, delta=0.037, M=-4.202e+000
1 18 -> ~55 fr=17 (0.1232), cf=1.000, gamma=1.255, delta=0.025, M=-4.131e+000
1 18 -> 56 fr=17 (0.1232), cf=1.000, gamma=1.255, delta=0.025, M=-4.131e+000
6 8 11 -> 55 fr=15 (0.1087), cf=0.313, gamma=1.540, delta=0.038, M=-3.990e+000
6 8 11 -> ~56 fr=15 (0.1087), cf=0.313, gamma=1.540, delta=0.038, M=-3.990e+000
