1 -> ~85 fr=171 (0.5151), cf=0.881, gamma=1.400, delta=0.147, M=-6.888e+001
25 29 -> ~84 fr=39 (0.1175), cf=0.609, gamma=1.645, delta=0.046, M=-1.121e+001
25 35 -> 85 fr=63 (0.1898), cf=0.521, gamma=1.405, delta=0.055, M=-1.102e+001
25 35 -> ~84 fr=63 (0.1898), cf=0.521, gamma=1.405, delta=0.055, M=-1.102e+001
15 -> 85 fr=37 (0.1114), cf=0.617, gamma=1.664, delta=0.044, M=-1.100e+001
3 27 -> ~85 fr=79 (0.2380), cf=0.798, gamma=1.268, delta=0.050, M=-1.091e+001
3 27 -> 84 fr=79 (0.2380), cf=0.798, gamma=1.268, delta=0.050, M=-1.091e+001
27 -> 84 fr=83 (0.2500), cf=0.790, gamma=1.256, delta=0.051, M=-1.081e+001
5 20 47 -> 85 fr=34 (0.1024), cf=0.630, gamma=1.699, delta=0.042, M=-1.073e+001
5 20 47 -> ~84 fr=34 (0.1024), cf=0.630, gamma=1.699, delta=0.042, M=-1.073e+001
5 29 -> 85 fr=45 (0.1355), cf=0.570, gamma=1.538, delta=0.047, M=-1.042e+001
5 29 -> ~84 fr=45 (0.1355), cf=0.570, gamma=1.538, delta=0.047, M=-1.042e+001
5 47 -> 85 fr=46 (0.1386), cf=0.554, gamma=1.496, delta=0.046, M=-9.643e+000
5 47 -> ~84 fr=46 (0.1386), cf=0.554, gamma=1.496, delta=0.046, M=-9.643e+000
3 61 71 72 -> ~85 fr=44 (0.1325), cf=0.863, gamma=1.370, delta=0.036, M=-9.511e+000
3 61 71 72 -> 84 fr=44 (0.1325), cf=0.863, gamma=1.370, delta=0.036, M=-9.511e+000
3 42 -> ~85 fr=37 (0.1114), cf=0.881, gamma=1.399, delta=0.032, M=-8.999e+000
3 42 -> 84 fr=37 (0.1114), cf=0.881, gamma=1.399, delta=0.032, M=-8.999e+000
61 71 72 -> ~85 fr=45 (0.1355), cf=0.849, gamma=1.349, delta=0.035, M=-8.857e+000
61 71 72 -> 84 fr=45 (0.1355), cf=0.849, gamma=1.349, delta=0.035, M=-8.857e+000
3 61 71 -> ~85 fr=57 (0.1717), cf=0.814, gamma=1.294, delta=0.039, M=-8.699e+000
3 61 71 -> 84 fr=57 (0.1717), cf=0.814, gamma=1.294, delta=0.039, M=-8.699e+000
42 -> 84 fr=39 (0.1175), cf=0.867, gamma=1.377, delta=0.032, M=-8.648e+000
61 71 -> ~85 fr=59 (0.1777), cf=0.808, gamma=1.284, delta=0.039, M=-8.582e+000
61 71 -> 84 fr=59 (0.1777), cf=0.808, gamma=1.284, delta=0.039, M=-8.582e+000
3 46 71 -> ~85 fr=54 (0.1627), cf=0.818, gamma=1.300, delta=0.038, M=-8.481e+000
3 46 71 -> 84 fr=54 (0.1627), cf=0.818, gamma=1.300, delta=0.038, M=-8.481e+000
29 35 -> 85 fr=44 (0.1325), cf=0.543, gamma=1.466, delta=0.042, M=-8.477e+000
29 35 -> ~84 fr=44 (0.1325), cf=0.543, gamma=1.466, delta=0.042, M=-8.477e+000
3 61 72 -> ~85 fr=49 (0.1476), cf=0.831, gamma=1.319, delta=0.036, M=-8.441e+000
3 61 72 -> 84 fr=49 (0.1476), cf=0.831, gamma=1.319, delta=0.036, M=-8.441e+000
46 71 -> ~85 fr=56 (0.1687), cf=0.812, gamma=1.289, delta=0.038, M=-8.353e+000
46 71 -> 84 fr=56 (0.1687), cf=0.812, gamma=1.289, delta=0.038, M=-8.353e+000
29 -> 85 fr=47 (0.1416), cf=0.528, gamma=1.425, delta=0.042, M=-8.129e+000
61 72 -> ~85 fr=50 (0.1506), cf=0.820, gamma=1.302, delta=0.035, M=-7.929e+000
61 72 -> 84 fr=50 (0.1506), cf=0.820, gamma=1.302, delta=0.035, M=-7.929e+000
3 41 -> ~85 fr=37 (0.1114), cf=0.860, gamma=1.367, delta=0.030, M=-7.882e+000
3 41 -> 84 fr=37 (0.1114), cf=0.860, gamma=1.367, delta=0.030, M=-7.882e+000
3 36 61 -> ~85 fr=34 (0.1024), cf=0.872, gamma=1.385, delta=0.028, M=-7.814e+000
3 36 61 -> 84 fr=34 (0.1024), cf=0.872, gamma=1.385, delta=0.028, M=-7.814e+000
3 46 72 -> ~85 fr=42 (0.1265), cf=0.840, gamma=1.334, delta=0.032, M=-7.754e+000
3 46 72 -> 84 fr=42 (0.1265), cf=0.840, gamma=1.334, delta=0.032, M=-7.754e+000
3 46 -> ~85 fr=61 (0.1837), cf=0.792, gamma=1.258, delta=0.038, M=-7.739e+000
3 46 -> 84 fr=61 (0.1837), cf=0.792, gamma=1.258, delta=0.038, M=-7.739e+000
47 -> 85 fr=49 (0.1476), cf=0.516, gamma=1.392, delta=0.042, M=-7.693e+000
46 -> 84 fr=63 (0.1898), cf=0.788, gamma=1.251, delta=0.038, M=-7.673e+000
3 61 -> ~85 fr=68 (0.2048), cf=0.773, gamma=1.227, delta=0.038, M=-7.227e+000
3 61 -> 84 fr=68 (0.2048), cf=0.773, gamma=1.227, delta=0.038, M=-7.227e+000
61 -> 84 fr=70 (0.2108), cf=0.769, gamma=1.222, delta=0.038, M=-7.199e+000
5 41 -> ~85 fr=35 (0.1054), cf=0.854, gamma=1.356, delta=0.028, M=-7.138e+000
5 41 -> 84 fr=35 (0.1054), cf=0.854, gamma=1.356, delta=0.028, M=-7.138e+000
3 36 71 -> ~85 fr=52 (0.1566), cf=0.800, gamma=1.271, delta=0.033, M=-7.026e+000
3 36 71 -> 84 fr=52 (0.1566), cf=0.800, gamma=1.271, delta=0.033, M=-7.026e+000
9 35 -> 85 fr=47 (0.1416), cf=0.511, gamma=1.379, delta=0.039, M=-7.025e+000
9 35 -> ~84 fr=47 (0.1416), cf=0.511, gamma=1.379, delta=0.039, M=-7.025e+000
41 -> 84 fr=38 (0.1145), cf=0.826, gamma=1.312, delta=0.027, M=-6.362e+000
5 21 35 -> 85 fr=34 (0.1024), cf=0.540, gamma=1.457, delta=0.032, M=-6.306e+000
5 21 35 -> ~84 fr=34 (0.1024), cf=0.540, gamma=1.457, delta=0.032, M=-6.306e+000
36 71 -> ~85 fr=54 (0.1627), cf=0.783, gamma=1.243, delta=0.032, M=-6.255e+000
36 71 -> 84 fr=54 (0.1627), cf=0.783, gamma=1.243, delta=0.032, M=-6.255e+000
20 23 52 -> ~85 fr=35 (0.1054), cf=0.833, gamma=1.324, delta=0.026, M=-6.204e+000
20 23 52 -> 84 fr=35 (0.1054), cf=0.833, gamma=1.324, delta=0.026, M=-6.204e+000
20 23 45 -> ~85 fr=35 (0.1054), cf=0.833, gamma=1.324, delta=0.026, M=-6.204e+000
20 23 45 -> 84 fr=35 (0.1054), cf=0.833, gamma=1.324, delta=0.026, M=-6.204e+000
3 5 9 -> 85 fr=53 (0.1596), cf=0.482, gamma=1.301, delta=0.037, M=-6.033e+000
3 5 9 -> ~84 fr=53 (0.1596), cf=0.482, gamma=1.301, delta=0.037, M=-6.033e+000
3 57 -> ~85 fr=46 (0.1386), cf=0.793, gamma=1.260, delta=0.029, M=-5.873e+000
3 57 -> 84 fr=46 (0.1386), cf=0.793, gamma=1.260, delta=0.029, M=-5.873e+000
23 52 72 -> ~85 fr=34 (0.1024), cf=0.829, gamma=1.317, delta=0.025, M=-5.866e+000
23 52 72 -> 84 fr=34 (0.1024), cf=0.829, gamma=1.317, delta=0.025, M=-5.866e+000
3 20 45 71 72 -> ~85 fr=41 (0.1235), cf=0.804, gamma=1.277, delta=0.027, M=-5.762e+000
3 20 45 71 72 -> 84 fr=41 (0.1235), cf=0.804, gamma=1.277, delta=0.027, M=-5.762e+000
5 9 -> 85 fr=53 (0.1596), cf=0.477, gamma=1.289, delta=0.036, M=-5.743e+000
5 9 -> ~84 fr=53 (0.1596), cf=0.477, gamma=1.289, delta=0.036, M=-5.743e+000
20 23 72 -> ~85 fr=50 (0.1506), cf=0.781, gamma=1.241, delta=0.029, M=-5.728e+000
20 23 72 -> 84 fr=50 (0.1506), cf=0.781, gamma=1.241, delta=0.029, M=-5.728e+000
21 35 -> 85 fr=37 (0.1114), cf=0.514, gamma=1.387, delta=0.031, M=-5.607e+000
21 35 -> ~84 fr=37 (0.1114), cf=0.514, gamma=1.387, delta=0.031, M=-5.607e+000
