1 15 -> 31 fr=487 (0.3899), cf=0.947, gamma=1.123, delta=0.043, M=-4.235e+001
20 23 29 -> ~32 fr=579 (0.4636), cf=0.922, gamma=1.026, delta=0.012, M=-5.653e+000
11 -> ~33 fr=344 (0.2754), cf=0.991, gamma=1.021, delta=0.006, M=-5.574e+000
20 23 -> ~32 fr=681 (0.5452), cf=0.918, gamma=1.022, delta=0.012, M=-5.484e+000
23 -> ~34 fr=751 (0.6013), cf=0.993, gamma=1.008, delta=0.005, M=-5.349e+000
25 -> ~32 fr=125 (0.1001), cf=0.962, gamma=1.070, delta=0.007, M=-5.310e+000
6 12 29 -> ~32 fr=263 (0.2106), cf=0.939, gamma=1.046, delta=0.009, M=-5.277e+000
12 20 -> 31 fr=480 (0.3843), cf=0.874, gamma=1.036, delta=0.013, M=-5.261e+000
6 -> ~34 fr=423 (0.3387), cf=0.998, gamma=1.012, delta=0.004, M=-5.182e+000
23 29 -> ~32 fr=585 (0.4684), cf=0.920, gamma=1.024, delta=0.011, M=-4.999e+000
12 29 -> 31 fr=425 (0.3403), cf=0.876, gamma=1.038, delta=0.013, M=-4.968e+000
12 -> 31 fr=496 (0.3971), cf=0.872, gamma=1.033, delta=0.013, M=-4.836e+000
23 -> ~32 fr=692 (0.5540), cf=0.915, gamma=1.019, delta=0.010, M=-4.672e+000
6 12 -> ~32 fr=283 (0.2266), cf=0.934, gamma=1.040, delta=0.009, M=-4.606e+000
2 20 -> 31 fr=223 (0.1785), cf=0.892, gamma=1.057, delta=0.010, M=-4.565e+000
1 -> ~35 fr=541 (0.4331), cf=1.000, gamma=1.006, delta=0.003, M=-4.558e+000
15 -> ~34 fr=1053 (0.8431), cf=0.990, gamma=1.004, delta=0.003, M=-4.558e+000
2 -> 31 fr=232 (0.1857), cf=0.889, gamma=1.053, delta=0.009, M=-4.306e+000
12 20 29 -> ~33 fr=465 (0.3723), cf=0.985, gamma=1.014, delta=0.005, M=-4.281e+000
12 20 -> ~33 fr=540 (0.4323), cf=0.984, gamma=1.013, delta=0.005, M=-4.274e+000
12 15 -> ~35 fr=513 (0.4107), cf=1.000, gamma=1.006, delta=0.003, M=-4.247e+000
6 29 -> ~32 fr=355 (0.2842), cf=0.927, gamma=1.032, delta=0.009, M=-4.186e+000
7 18 20 -> ~32 fr=212 (0.1697), cf=0.938, gamma=1.044, delta=0.007, M=-4.139e+000
6 -> ~32 fr=392 (0.3139), cf=0.925, gamma=1.029, delta=0.009, M=-4.107e+000
2 12 20 -> ~32 fr=199 (0.1593), cf=0.939, gamma=1.045, delta=0.007, M=-4.006e+000
15 -> ~35 fr=1060 (0.8487), cf=0.996, gamma=1.003, delta=0.002, M=-3.909e+000
12 -> ~33 fr=559 (0.4476), cf=0.982, gamma=1.012, delta=0.005, M=-3.862e+000
2 12 -> ~32 fr=207 (0.1657), cf=0.937, gamma=1.043, delta=0.007, M=-3.853e+000
7 20 24 -> ~32 fr=151 (0.1209), cf=0.944, gamma=1.051, delta=0.006, M=-3.756e+000
7 -> ~35 fr=461 (0.3691), cf=1.000, gamma=1.006, delta=0.002, M=-3.698e+000
7 20 -> ~32 fr=411 (0.3291), cf=0.922, gamma=1.026, delta=0.008, M=-3.663e+000
30 -> ~34 fr=219 (0.1753), cf=1.000, gamma=1.015, delta=0.003, M=-3.496e+000
6 -> ~35 fr=424 (0.3395), cf=1.000, gamma=1.006, delta=0.002, M=-3.329e+000
7 18 -> ~32 fr=218 (0.1745), cf=0.932, gamma=1.037, delta=0.006, M=-3.325e+000
7 -> ~33 fr=453 (0.3627), cf=0.983, gamma=1.012, delta=0.004, M=-3.141e+000
12 19 -> ~34 fr=298 (0.2386), cf=0.997, gamma=1.011, delta=0.003, M=-3.052e+000
2 20 -> ~32 fr=232 (0.1857), cf=0.928, gamma=1.033, delta=0.006, M=-3.017e+000
7 -> ~32 fr=423 (0.3387), cf=0.918, gamma=1.021, delta=0.007, M=-2.982e+000
12 -> ~35 fr=568 (0.4548), cf=0.998, gamma=1.005, delta=0.002, M=-2.833e+000
12 20 29 -> ~32 fr=432 (0.3459), cf=0.915, gamma=1.019, delta=0.006, M=-2.619e+000
11 -> ~35 fr=347 (0.2778), cf=1.000, gamma=1.006, delta=0.002, M=-2.613e+000
2 -> ~32 fr=241 (0.1930), cf=0.923, gamma=1.028, delta=0.005, M=-2.535e+000
20 -> ~32 fr=1070 (0.8567), cf=0.901, gamma=1.003, delta=0.003, M=-2.414e+000
20 29 -> ~33 fr=970 (0.7766), cf=0.975, gamma=1.004, delta=0.003, M=-2.358e+000
20 -> ~37 fr=1186 (0.9496), cf=0.999, gamma=1.001, delta=0.001, M=-2.335e+000
12 -> ~34 fr=564 (0.4516), cf=0.991, gamma=1.006, delta=0.003, M=-2.327e+000
20 -> ~33 fr=1155 (0.9247), cf=0.973, gamma=1.002, delta=0.002, M=-2.316e+000
12 29 -> ~32 fr=442 (0.3539), cf=0.911, gamma=1.014, delta=0.005, M=-2.028e+000
18 -> ~33 fr=534 (0.4275), cf=0.978, gamma=1.007, delta=0.003, M=-2.007e+000
25 -> ~34 fr=130 (0.1041), cf=1.000, gamma=1.015, delta=0.001, M=-1.993e+000
7 -> ~34 fr=457 (0.3659), cf=0.991, gamma=1.006, delta=0.002, M=-1.930e+000
15 -> ~39 fr=1064 (0.8519), cf=1.000, gamma=1.001, delta=0.001, M=-1.910e+000
19 -> ~35 fr=615 (0.4924), cf=0.997, gamma=1.003, delta=0.002, M=-1.885e+000
2 -> ~35 fr=261 (0.2090), cf=1.000, gamma=1.006, delta=0.001, M=-1.881e+000
18 -> ~36 fr=546 (0.4371), cf=1.000, gamma=1.002, delta=0.001, M=-1.726e+000
1 -> ~36 fr=541 (0.4331), cf=1.000, gamma=1.002, delta=0.001, M=-1.705e+000
27 -> ~35 fr=1209 (0.9680), cf=0.994, gamma=1.001, delta=0.001, M=-1.643e+000
2 -> ~33 fr=256 (0.2050), cf=0.981, gamma=1.010, delta=0.002, M=-1.593e+000
30 -> ~35 fr=219 (0.1753), cf=1.000, gamma=1.006, delta=0.001, M=-1.547e+000
30 -> 31 fr=189 (0.1513), cf=0.863, gamma=1.023, delta=0.003, M=-1.485e+000
25 -> ~33 fr=128 (0.1025), cf=0.985, gamma=1.014, delta=0.001, M=-1.356e+000
12 -> ~32 fr=515 (0.4123), cf=0.905, gamma=1.008, delta=0.003, M=-1.330e+000
15 -> ~37 fr=1063 (0.8511), cf=0.999, gamma=1.001, delta=0.001, M=-1.293e+000
18 -> ~37 fr=546 (0.4371), cf=1.000, gamma=1.002, delta=0.001, M=-1.150e+000
1 -> ~37 fr=541 (0.4331), cf=1.000, gamma=1.002, delta=0.001, M=-1.136e+000
18 -> 31 fr=464 (0.3715), cf=0.850, gamma=1.007, delta=0.003, M=-1.097e+000
20 -> ~35 fr=1180 (0.9448), cf=0.994, gamma=1.001, delta=0.000, M=-1.093e+000
23 -> ~36 fr=755 (0.6045), cf=0.999, gamma=1.001, delta=0.001, M=-1.066e+000
11 -> ~36 fr=347 (0.2778), cf=1.000, gamma=1.002, delta=0.001, M=-9.774e-001
15 -> ~36 fr=1062 (0.8503), cf=0.998, gamma=1.001, delta=0.000, M=-9.622e-001
27 -> ~34 fr=1199 (0.9600), cf=0.986, gamma=1.000, delta=0.000, M=-9.558e-001
25 -> ~35 fr=130 (0.1041), cf=1.000, gamma=1.006, delta=0.001, M=-8.819e-001
18 -> ~34 fr=539 (0.4315), cf=0.987, gamma=1.002, delta=0.001, M=-8.345e-001
6 -> ~37 fr=424 (0.3395), cf=1.000, gamma=1.002, delta=0.001, M=-8.298e-001
3 -> ~36 fr=298 (0.2386), cf=1.000, gamma=1.002, delta=0.001, M=-8.185e-001
2 19 -> ~34 fr=125 (0.1001), cf=0.992, gamma=1.007, delta=0.001, M=-8.126e-001
29 -> ~33 fr=1001 (0.8014), cf=0.972, gamma=1.001, delta=0.001, M=-8.016e-001
2 -> ~34 fr=258 (0.2066), cf=0.989, gamma=1.003, delta=0.001, M=-7.723e-001
29 -> ~32 fr=926 (0.7414), cf=0.899, gamma=1.001, delta=0.001, M=-7.576e-001
19 -> ~39 fr=617 (0.4940), cf=1.000, gamma=1.001, delta=0.000, M=-6.812e-001
8 -> ~36 fr=245 (0.1962), cf=1.000, gamma=1.002, delta=0.000, M=-6.556e-001
11 -> ~37 fr=347 (0.2778), cf=1.000, gamma=1.002, delta=0.000, M=-6.513e-001
12 -> ~39 fr=569 (0.4556), cf=1.000, gamma=1.001, delta=0.000, M=-6.080e-001
30 -> ~36 fr=219 (0.1753), cf=1.000, gamma=1.002, delta=0.000, M=-5.789e-001
1 -> ~39 fr=541 (0.4331), cf=1.000, gamma=1.001, delta=0.000, M=-5.677e-001
3 -> ~37 fr=298 (0.2386), cf=1.000, gamma=1.002, delta=0.000, M=-5.454e-001
24 -> ~39 fr=493 (0.3947), cf=1.000, gamma=1.001, delta=0.000, M=-5.021e-001
2 -> ~37 fr=261 (0.2090), cf=1.000, gamma=1.002, delta=0.000, M=-4.690e-001
7 -> ~39 fr=461 (0.3691), cf=1.000, gamma=1.001, delta=0.000, M=-4.606e-001
23 -> ~37 fr=755 (0.6045), cf=0.999, gamma=1.000, delta=0.000, M=-4.560e-001
6 -> ~39 fr=424 (0.3395), cf=1.000, gamma=1.001, delta=0.000, M=-4.147e-001
30 -> ~37 fr=219 (0.1753), cf=1.000, gamma=1.002, delta=0.000, M=-3.857e-001
25 -> ~36 fr=130 (0.1041), cf=1.000, gamma=1.002, delta=0.000, M=-3.300e-001
11 -> ~39 fr=347 (0.2778), cf=1.000, gamma=1.001, delta=0.000, M=-3.255e-001
6 -> ~36 fr=423 (0.3387), cf=0.998, gamma=1.000, delta=0.000, M=-3.110e-001
7 24 -> ~37 fr=170 (0.1361), cf=1.000, gamma=1.002, delta=0.000, M=-2.927e-001
12 24 -> ~37 fr=161 (0.1289), cf=1.000, gamma=1.002, delta=0.000, M=-2.761e-001
3 -> ~39 fr=298 (0.2386), cf=1.000, gamma=1.001, delta=0.000, M=-2.726e-001
2 -> ~39 fr=261 (0.2090), cf=1.000, gamma=1.001, delta=0.000, M=-2.344e-001
25 -> ~37 fr=130 (0.1041), cf=1.000, gamma=1.002, delta=0.000, M=-2.199e-001
30 -> ~39 fr=219 (0.1753), cf=1.000, gamma=1.001, delta=0.000, M=-1.928e-001
25 -> ~39 fr=130 (0.1041), cf=1.000, gamma=1.001, delta=0.000, M=-1.099e-001
