11 30 33 41 45 -> 48 fr=86 (0.3162), cf=0.925, gamma=1.747, delta=0.135, M=-5.204e+001
31 33 45 -> ~51 fr=115 (0.4228), cf=0.991, gamma=1.128, delta=0.048, M=-1.651e+001
9 30 33 -> 48 fr=56 (0.2059), cf=0.800, gamma=1.511, delta=0.070, M=-1.647e+001
5 9 -> 48 fr=28 (0.1029), cf=0.966, gamma=1.824, delta=0.046, M=-1.643e+001
41 45 -> ~51 fr=100 (0.3676), cf=1.000, gamma=1.138, delta=0.045, M=-1.638e+001
9 33 -> 48 fr=57 (0.2096), cf=0.792, gamma=1.495, delta=0.069, M=-1.607e+001
9 30 -> 48 fr=57 (0.2096), cf=0.792, gamma=1.495, delta=0.069, M=-1.607e+001
9 -> 48 fr=58 (0.2132), cf=0.784, gamma=1.480, delta=0.069, M=-1.570e+001
5 11 21 30 -> 48 fr=56 (0.2059), cf=0.789, gamma=1.490, delta=0.068, M=-1.547e+001
31 41 -> ~50 fr=112 (0.4118), cf=0.991, gamma=1.123, delta=0.045, M=-1.526e+001
5 30 33 -> 48 fr=60 (0.2206), cf=0.769, gamma=1.453, delta=0.069, M=-1.502e+001
30 33 41 45 -> ~50 fr=95 (0.3493), cf=1.000, gamma=1.133, delta=0.041, M=-1.484e+001
11 30 41 45 -> ~50 fr=95 (0.3493), cf=1.000, gamma=1.133, delta=0.041, M=-1.484e+001
6 21 42 -> ~48 fr=34 (0.1250), cf=0.829, gamma=1.762, delta=0.054, M=-1.481e+001
5 33 -> 48 fr=61 (0.2243), cf=0.762, gamma=1.440, delta=0.069, M=-1.472e+001
1 5 11 21 -> 48 fr=36 (0.1324), cf=0.878, gamma=1.659, delta=0.053, M=-1.471e+001
16 21 30 41 -> ~50 fr=109 (0.4007), cf=0.991, gamma=1.123, delta=0.044, M=-1.464e+001
6 42 -> ~48 fr=37 (0.1360), cf=0.804, gamma=1.709, delta=0.056, M=-1.463e+001
5 11 21 -> 48 fr=56 (0.2059), cf=0.778, gamma=1.469, delta=0.066, M=-1.453e+001
30 31 33 -> ~51 fr=161 (0.5919), cf=0.958, gamma=1.091, delta=0.049, M=-1.449e+001
5 11 30 -> 48 fr=59 (0.2169), cf=0.766, gamma=1.447, delta=0.067, M=-1.445e+001
31 45 -> ~51 fr=117 (0.4301), cf=0.983, gamma=1.119, delta=0.046, M=-1.441e+001
30 33 45 -> ~51 fr=136 (0.5000), cf=0.971, gamma=1.106, delta=0.048, M=-1.425e+001
16 30 41 -> ~50 fr=119 (0.4375), cf=0.983, gamma=1.115, delta=0.045, M=-1.420e+001
5 21 30 -> 48 fr=57 (0.2096), cf=0.770, gamma=1.455, delta=0.066, M=-1.419e+001
5 11 -> 48 fr=60 (0.2206), cf=0.759, gamma=1.435, delta=0.067, M=-1.415e+001
21 31 33 -> ~51 fr=143 (0.5257), cf=0.966, gamma=1.100, delta=0.048, M=-1.389e+001
21 30 33 41 -> ~50 fr=128 (0.4706), cf=0.977, gamma=1.107, delta=0.046, M=-1.387e+001
11 21 30 41 -> ~50 fr=128 (0.4706), cf=0.977, gamma=1.107, delta=0.046, M=-1.387e+001
31 33 -> ~51 fr=164 (0.6029), cf=0.953, gamma=1.085, delta=0.047, M=-1.351e+001
1 5 21 -> 48 fr=36 (0.1324), cf=0.857, gamma=1.619, delta=0.051, M=-1.336e+001
5 21 -> 48 fr=57 (0.2096), cf=0.760, gamma=1.436, delta=0.064, M=-1.333e+001
30 45 -> ~51 fr=140 (0.5147), cf=0.966, gamma=1.099, delta=0.046, M=-1.323e+001
31 41 -> ~51 fr=111 (0.4081), cf=0.982, gamma=1.118, delta=0.043, M=-1.318e+001
11 30 33 -> 48 fr=139 (0.5110), cf=0.582, gamma=1.099, delta=0.046, M=-1.302e+001
33 45 -> ~51 fr=138 (0.5074), cf=0.965, gamma=1.098, delta=0.045, M=-1.281e+001
30 33 41 -> ~50 fr=141 (0.5184), cf=0.966, gamma=1.095, delta=0.045, M=-1.272e+001
30 31 -> ~51 fr=167 (0.6140), cf=0.949, gamma=1.080, delta=0.045, M=-1.261e+001
11 30 41 -> ~50 fr=140 (0.5147), cf=0.966, gamma=1.094, delta=0.044, M=-1.252e+001
1 11 16 -> ~50 fr=131 (0.4816), cf=0.970, gamma=1.100, delta=0.044, M=-1.251e+001
21 38 45 -> ~51 fr=80 (0.2941), cf=1.000, gamma=1.138, delta=0.036, M=-1.239e+001
30 41 45 -> ~50 fr=97 (0.3566), cf=0.990, gamma=1.122, delta=0.039, M=-1.231e+001
16 41 -> ~50 fr=120 (0.4412), cf=0.976, gamma=1.106, delta=0.042, M=-1.227e+001
21 38 -> ~51 fr=106 (0.3897), cf=0.981, gamma=1.117, delta=0.041, M=-1.220e+001
33 41 45 -> ~50 fr=96 (0.3529), cf=0.990, gamma=1.122, delta=0.038, M=-1.212e+001
11 41 45 -> ~50 fr=96 (0.3529), cf=0.990, gamma=1.122, delta=0.038, M=-1.212e+001
38 41 -> ~50 fr=80 (0.2941), cf=1.000, gamma=1.133, delta=0.035, M=-1.198e+001
1 11 45 -> ~50 fr=95 (0.3493), cf=0.990, gamma=1.122, delta=0.038, M=-1.194e+001
45 -> ~51 fr=142 (0.5221), cf=0.959, gamma=1.092, delta=0.044, M=-1.193e+001
21 33 41 -> ~50 fr=128 (0.4706), cf=0.970, gamma=1.099, delta=0.042, M=-1.192e+001
11 21 41 -> ~50 fr=128 (0.4706), cf=0.970, gamma=1.099, delta=0.042, M=-1.192e+001
11 30 45 -> ~50 fr=137 (0.5037), cf=0.965, gamma=1.093, delta=0.043, M=-1.191e+001
1 16 21 -> ~50 fr=118 (0.4338), cf=0.975, gamma=1.105, delta=0.041, M=-1.189e+001
31 -> ~51 fr=170 (0.6250), cf=0.944, gamma=1.075, delta=0.044, M=-1.178e+001
16 30 45 -> ~50 fr=106 (0.3897), cf=0.981, gamma=1.112, delta=0.039, M=-1.168e+001
8 11 -> 48 fr=35 (0.1287), cf=0.833, gamma=1.574, delta=0.047, M=-1.158e+001
1 33 45 -> ~50 fr=93 (0.3419), cf=0.989, gamma=1.121, delta=0.037, M=-1.157e+001
30 33 45 -> ~50 fr=135 (0.4963), cf=0.964, gamma=1.093, delta=0.042, M=-1.152e+001
1 31 -> ~50 fr=116 (0.4265), cf=0.975, gamma=1.105, delta=0.040, M=-1.151e+001
30 33 -> 48 fr=141 (0.5184), cf=0.571, gamma=1.078, delta=0.038, M=-1.145e+001
1 33 41 45 -> ~49 fr=68 (0.2500), cf=0.971, gamma=1.196, delta=0.041, M=-1.141e+001
1 16 45 -> ~50 fr=76 (0.2794), cf=1.000, gamma=1.133, delta=0.033, M=-1.127e+001
1 5 16 -> 48 fr=28 (0.1029), cf=0.875, gamma=1.653, delta=0.041, M=-1.116e+001
30 31 45 -> ~50 fr=114 (0.4191), cf=0.974, gamma=1.104, delta=0.040, M=-1.114e+001
21 30 41 -> ~50 fr=133 (0.4890), cf=0.964, gamma=1.092, delta=0.041, M=-1.113e+001
11 33 41 -> ~51 fr=138 (0.5074), cf=0.958, gamma=1.091, delta=0.042, M=-1.112e+001
5 30 -> 48 fr=60 (0.2206), cf=0.723, gamma=1.365, delta=0.059, M=-1.104e+001
23 38 -> ~51 fr=72 (0.2647), cf=1.000, gamma=1.138, delta=0.032, M=-1.092e+001
5 -> 48 fr=61 (0.2243), cf=0.718, gamma=1.356, delta=0.059, M=-1.084e+001
6 -> ~48 fr=104 (0.3824), cf=0.556, gamma=1.182, delta=0.059, M=-1.084e+001
1 16 -> ~50 fr=131 (0.4816), cf=0.963, gamma=1.092, delta=0.040, M=-1.076e+001
11 45 -> ~50 fr=139 (0.5110), cf=0.959, gamma=1.086, delta=0.041, M=-1.065e+001
30 45 -> ~50 fr=139 (0.5110), cf=0.959, gamma=1.086, delta=0.041, M=-1.065e+001
8 -> 48 fr=35 (0.1287), cf=0.814, gamma=1.537, delta=0.045, M=-1.051e+001
30 41 -> ~50 fr=146 (0.5368), cf=0.954, gamma=1.081, delta=0.040, M=-1.044e+001
33 41 -> ~51 fr=142 (0.5221), cf=0.953, gamma=1.085, delta=0.041, M=-1.036e+001
33 45 -> ~50 fr=137 (0.5037), cf=0.958, gamma=1.086, delta=0.040, M=-1.027e+001
41 45 -> ~50 fr=98 (0.3603), cf=0.980, gamma=1.111, delta=0.036, M=-1.025e+001
11 41 -> ~51 fr=141 (0.5184), cf=0.953, gamma=1.084, delta=0.040, M=-1.017e+001
1 11 16 33 -> 48 fr=86 (0.3162), cf=0.656, gamma=1.240, delta=0.061, M=-1.013e+001
16 21 42 -> ~48 fr=33 (0.1213), cf=0.750, gamma=1.594, delta=0.045, M=-1.010e+001
1 41 45 -> ~49 fr=70 (0.2574), cf=0.959, gamma=1.180, delta=0.039, M=-1.009e+001
16 45 -> ~50 fr=108 (0.3971), cf=0.973, gamma=1.103, delta=0.037, M=-1.008e+001
41 -> ~51 fr=148 (0.5441), cf=0.949, gamma=1.080, delta=0.040, M=-1.006e+001
5 31 -> ~49 fr=62 (0.2279), cf=0.969, gamma=1.192, delta=0.037, M=-9.948e+000
16 31 33 41 45 -> ~49 fr=62 (0.2279), cf=0.969, gamma=1.192, delta=0.037, M=-9.948e+000
1 45 -> ~50 fr=95 (0.3493), cf=0.979, gamma=1.110, delta=0.035, M=-9.740e+000
33 41 -> ~50 fr=142 (0.5221), cf=0.953, gamma=1.080, delta=0.039, M=-9.693e+000
16 42 -> ~48 fr=35 (0.1287), cf=0.729, gamma=1.549, delta=0.046, M=-9.662e+000
1 16 33 -> 48 fr=86 (0.3162), cf=0.652, gamma=1.231, delta=0.059, M=-9.587e+000
31 45 -> ~50 fr=115 (0.4228), cf=0.966, gamma=1.095, delta=0.037, M=-9.560e+000
21 41 -> ~50 fr=133 (0.4890), cf=0.957, gamma=1.084, delta=0.038, M=-9.554e+000
1 11 16 30 -> 48 fr=87 (0.3199), cf=0.649, gamma=1.226, delta=0.059, M=-9.522e+000
45 -> ~50 fr=141 (0.5184), cf=0.953, gamma=1.080, delta=0.038, M=-9.512e+000
11 41 -> ~50 fr=141 (0.5184), cf=0.953, gamma=1.080, delta=0.038, M=-9.512e+000
38 -> ~51 fr=120 (0.4412), cf=0.960, gamma=1.093, delta=0.037, M=-9.370e+000
21 42 -> ~48 fr=37 (0.1360), cf=0.712, gamma=1.512, delta=0.046, M=-9.311e+000
1 11 16 -> 48 fr=87 (0.3199), cf=0.644, gamma=1.217, delta=0.057, M=-9.002e+000
1 16 30 -> 48 fr=87 (0.3199), cf=0.644, gamma=1.217, delta=0.057, M=-9.002e+000
11 16 33 41 45 -> ~49 fr=72 (0.2647), cf=0.947, gamma=1.166, delta=0.038, M=-8.981e+000
1 11 33 -> 48 fr=103 (0.3787), cf=0.620, gamma=1.172, delta=0.056, M=-8.944e+000
21 30 31 -> ~50 fr=145 (0.5331), cf=0.948, gamma=1.074, delta=0.037, M=-8.829e+000
11 33 -> 48 fr=140 (0.5147), cf=0.565, gamma=1.066, delta=0.032, M=-8.761e+000
31 33 41 45 -> ~49 fr=77 (0.2831), cf=0.939, gamma=1.156, delta=0.038, M=-8.683e+000
1 38 -> ~50 fr=88 (0.3235), cf=0.978, gamma=1.108, delta=0.032, M=-8.593e+000
9 21 30 -> ~50 fr=60 (0.2206), cf=1.000, gamma=1.133, delta=0.026, M=-8.542e+000
30 31 -> ~50 fr=165 (0.6066), cf=0.938, gamma=1.063, delta=0.036, M=-8.521e+000
11 33 41 45 -> ~49 fr=88 (0.3235), cf=0.926, gamma=1.140, delta=0.040, M=-8.515e+000
1 16 -> 48 fr=87 (0.3199), cf=0.640, gamma=1.208, delta=0.055, M=-8.500e+000
1 23 33 -> 48 fr=60 (0.2206), cf=0.690, gamma=1.303, delta=0.051, M=-8.487e+000
16 31 41 45 -> ~49 fr=63 (0.2316), cf=0.955, gamma=1.175, delta=0.034, M=-8.482e+000
1 11 30 -> 48 fr=104 (0.3824), cf=0.615, gamma=1.162, delta=0.053, M=-8.450e+000
31 38 -> ~50 fr=98 (0.3603), cf=0.970, gamma=1.100, delta=0.033, M=-8.427e+000
16 38 41 45 -> ~49 fr=47 (0.1728), cf=0.979, gamma=1.205, delta=0.029, M=-8.357e+000
1 33 -> 48 fr=103 (0.3787), cf=0.613, gamma=1.158, delta=0.052, M=-7.984e+000
9 30 -> ~50 fr=71 (0.2610), cf=0.986, gamma=1.118, delta=0.027, M=-7.879e+000
41 -> ~50 fr=147 (0.5404), cf=0.942, gamma=1.068, delta=0.034, M=-7.874e+000
11 16 41 45 -> ~49 fr=73 (0.2684), cf=0.936, gamma=1.152, delta=0.035, M=-7.829e+000
38 41 45 -> ~49 fr=60 (0.2206), cf=0.952, gamma=1.172, delta=0.032, M=-7.826e+000
1 23 30 -> 48 fr=61 (0.2243), cf=0.678, gamma=1.280, delta=0.049, M=-7.790e+000
31 41 45 -> ~49 fr=78 (0.2868), cf=0.929, gamma=1.143, delta=0.036, M=-7.625e+000
16 33 41 45 -> ~49 fr=72 (0.2647), cf=0.935, gamma=1.151, delta=0.035, M=-7.621e+000
33 47 -> 49 fr=29 (0.1066), cf=0.299, gamma=1.595, delta=0.040, M=-7.589e+000
33 41 45 -> ~49 fr=89 (0.3272), cf=0.918, gamma=1.129, delta=0.037, M=-7.574e+000
11 41 45 -> ~49 fr=89 (0.3272), cf=0.918, gamma=1.129, delta=0.037, M=-7.574e+000
5 16 21 30 -> ~50 fr=53 (0.1949), cf=1.000, gamma=1.133, delta=0.023, M=-7.419e+000
1 11 30 -> ~50 fr=158 (0.5809), cf=0.935, gamma=1.060, delta=0.033, M=-7.292e+000
38 -> ~50 fr=119 (0.4375), cf=0.952, gamma=1.079, delta=0.032, M=-7.283e+000
5 11 16 30 -> ~50 fr=52 (0.1912), cf=1.000, gamma=1.133, delta=0.022, M=-7.262e+000
16 21 30 -> ~50 fr=164 (0.6029), cf=0.932, gamma=1.056, delta=0.032, M=-7.142e+000
1 9 -> ~50 fr=51 (0.1875), cf=1.000, gamma=1.133, delta=0.022, M=-7.105e+000
31 45 -> ~52 fr=119 (0.4375), cf=1.000, gamma=1.046, delta=0.019, M=-7.101e+000
1 11 -> 48 fr=104 (0.3824), cf=0.605, gamma=1.142, delta=0.048, M=-7.076e+000
1 11 21 -> ~50 fr=142 (0.5221), cf=0.940, gamma=1.066, delta=0.032, M=-7.076e+000
6 21 33 -> 49 fr=38 (0.1397), cf=0.257, gamma=1.369, delta=0.038, M=-6.930e+000
41 45 -> ~49 fr=91 (0.3346), cf=0.910, gamma=1.120, delta=0.036, M=-6.918e+000
11 30 -> 48 fr=140 (0.5147), cf=0.558, gamma=1.054, delta=0.026, M=-6.842e+000
1 23 -> 48 fr=61 (0.2243), cf=0.663, gamma=1.252, delta=0.045, M=-6.762e+000
1 30 -> 48 fr=104 (0.3824), cf=0.601, gamma=1.136, delta=0.046, M=-6.647e+000
5 38 -> ~49 fr=39 (0.1434), cf=0.975, gamma=1.200, delta=0.024, M=-6.547e+000
1 5 45 -> ~49 fr=39 (0.1434), cf=0.975, gamma=1.200, delta=0.024, M=-6.547e+000
31 -> ~50 fr=167 (0.6140), cf=0.928, gamma=1.051, delta=0.030, M=-6.527e+000
1 11 -> ~50 fr=160 (0.5882), cf=0.930, gamma=1.054, delta=0.030, M=-6.493e+000
33 45 -> ~52 fr=142 (0.5221), cf=0.993, gamma=1.039, delta=0.020, M=-6.490e+000
23 31 33 45 -> ~49 fr=60 (0.2206), cf=0.938, gamma=1.154, delta=0.029, M=-6.460e+000
38 45 -> ~49 fr=83 (0.3051), cf=0.912, gamma=1.123, delta=0.033, M=-6.413e+000
5 9 -> ~49 fr=29 (0.1066), cf=1.000, gamma=1.231, delta=0.020, M=-6.395e+000
1 5 -> ~49 fr=46 (0.1691), cf=0.958, gamma=1.179, delta=0.026, M=-6.373e+000
1 23 33 45 -> ~49 fr=46 (0.1691), cf=0.958, gamma=1.179, delta=0.026, M=-6.373e+000
1 21 33 -> ~50 fr=137 (0.5037), cf=0.938, gamma=1.063, delta=0.030, M=-6.334e+000
11 16 30 33 -> ~50 fr=172 (0.6324), cf=0.925, gamma=1.048, delta=0.029, M=-6.270e+000
16 38 41 -> ~49 fr=59 (0.2169), cf=0.937, gamma=1.153, delta=0.029, M=-6.264e+000
9 21 -> ~50 fr=60 (0.2206), cf=0.984, gamma=1.115, delta=0.023, M=-6.233e+000
9 -> ~50 fr=72 (0.2647), cf=0.973, gamma=1.103, delta=0.025, M=-6.206e+000
6 33 -> 49 fr=42 (0.1544), cf=0.239, gamma=1.273, delta=0.033, M=-6.171e+000
6 21 -> 49 fr=39 (0.1434), cf=0.247, gamma=1.316, delta=0.034, M=-6.149e+000
11 31 33 41 -> ~49 fr=97 (0.3566), cf=0.898, gamma=1.105, delta=0.034, M=-6.135e+000
1 31 33 41 -> ~49 fr=76 (0.2794), cf=0.916, gamma=1.127, delta=0.031, M=-6.131e+000
1 21 -> ~50 fr=143 (0.5257), cf=0.935, gamma=1.059, delta=0.029, M=-6.105e+000
5 21 33 -> ~51 fr=69 (0.2537), cf=0.972, gamma=1.106, delta=0.024, M=-6.075e+000
11 30 33 -> ~51 fr=216 (0.7941), cf=0.904, gamma=1.029, delta=0.022, M=-6.073e+000
23 30 -> 48 fr=82 (0.3015), cf=0.621, gamma=1.173, delta=0.045, M=-6.065e+000
16 31 33 41 -> ~49 fr=81 (0.2978), cf=0.910, gamma=1.120, delta=0.032, M=-6.046e+000
16 30 -> 48 fr=117 (0.4301), cf=0.582, gamma=1.100, delta=0.039, M=-5.952e+000
1 16 21 25 41 -> ~49 fr=36 (0.1324), cf=0.973, gamma=1.198, delta=0.022, M=-5.895e+000
16 30 33 -> ~50 fr=176 (0.6471), cf=0.921, gamma=1.044, delta=0.027, M=-5.877e+000
1 33 45 -> ~49 fr=85 (0.3125), cf=0.904, gamma=1.113, delta=0.032, M=-5.814e+000
33 -> ~52 fr=248 (0.9118), cf=0.969, gamma=1.013, delta=0.012, M=-5.805e+000
5 11 21 30 -> ~50 fr=69 (0.2537), cf=0.972, gamma=1.101, delta=0.023, M=-5.793e+000
10 21 33 -> 49 fr=29 (0.1066), cf=0.274, gamma=1.459, delta=0.034, M=-5.726e+000
31 38 -> ~52 fr=101 (0.3713), cf=1.000, gamma=1.046, delta=0.016, M=-5.718e+000
21 30 33 -> ~51 fr=194 (0.7132), cf=0.911, gamma=1.037, delta=0.025, M=-5.671e+000
5 21 30 33 -> ~50 fr=68 (0.2500), cf=0.971, gamma=1.101, delta=0.023, M=-5.657e+000
41 45 -> ~52 fr=100 (0.3676), cf=1.000, gamma=1.046, delta=0.016, M=-5.646e+000
10 33 -> 49 fr=32 (0.1176), cf=0.262, gamma=1.399, delta=0.034, M=-5.639e+000
1 33 41 -> ~49 fr=99 (0.3640), cf=0.892, gamma=1.098, delta=0.032, M=-5.622e+000
5 11 23 -> ~51 fr=40 (0.1471), cf=1.000, gamma=1.138, delta=0.018, M=-5.616e+000
11 23 33 -> ~51 fr=120 (0.4412), cf=0.938, gamma=1.067, delta=0.028, M=-5.562e+000
1 6 25 30 -> ~50 fr=55 (0.2022), cf=0.982, gamma=1.113, delta=0.021, M=-5.526e+000
16 31 33 45 -> ~49 fr=78 (0.2868), cf=0.907, gamma=1.116, delta=0.030, M=-5.515e+000
16 21 -> ~50 fr=167 (0.6140), cf=0.923, gamma=1.046, delta=0.027, M=-5.497e+000
5 11 45 -> ~49 fr=61 (0.2243), cf=0.924, gamma=1.138, delta=0.027, M=-5.490e+000
23 31 45 -> ~49 fr=61 (0.2243), cf=0.924, gamma=1.138, delta=0.027, M=-5.490e+000
1 41 -> ~49 fr=103 (0.3787), cf=0.888, gamma=1.093, delta=0.032, M=-5.483e+000
31 33 45 -> ~49 fr=103 (0.3787), cf=0.888, gamma=1.093, delta=0.032, M=-5.483e+000
16 31 41 -> ~49 fr=83 (0.3051), cf=0.902, gamma=1.110, delta=0.030, M=-5.467e+000
1 30 -> ~50 fr=160 (0.5882), cf=0.925, gamma=1.048, delta=0.027, M=-5.465e+000
1 30 33 -> ~50 fr=153 (0.5625), cf=0.927, gamma=1.051, delta=0.027, M=-5.465e+000
8 21 -> ~51 fr=39 (0.1434), cf=1.000, gamma=1.138, delta=0.017, M=-5.463e+000
5 21 23 -> ~51 fr=39 (0.1434), cf=1.000, gamma=1.138, delta=0.017, M=-5.463e+000
31 33 41 -> ~49 fr=98 (0.3603), cf=0.891, gamma=1.097, delta=0.032, M=-5.452e+000
11 31 41 -> ~49 fr=98 (0.3603), cf=0.891, gamma=1.097, delta=0.032, M=-5.452e+000
1 45 -> ~52 fr=97 (0.3566), cf=1.000, gamma=1.046, delta=0.016, M=-5.432e+000
5 11 -> ~49 fr=72 (0.2647), cf=0.911, gamma=1.122, delta=0.029, M=-5.416e+000
5 16 30 -> ~50 fr=54 (0.1985), cf=0.982, gamma=1.113, delta=0.020, M=-5.388e+000
16 38 -> ~52 fr=96 (0.3529), cf=1.000, gamma=1.046, delta=0.016, M=-5.361e+000
11 16 30 -> ~50 fr=179 (0.6581), cf=0.918, gamma=1.040, delta=0.026, M=-5.352e+000
5 -> ~49 fr=77 (0.2831), cf=0.906, gamma=1.115, delta=0.029, M=-5.343e+000
30 33 -> ~51 fr=222 (0.8162), cf=0.899, gamma=1.023, delta=0.018, M=-5.319e+000
11 16 33 41 -> ~49 fr=102 (0.3750), cf=0.887, gamma=1.092, delta=0.031, M=-5.316e+000
23 31 -> ~52 fr=95 (0.3493), cf=1.000, gamma=1.046, delta=0.015, M=-5.291e+000
1 45 -> ~49 fr=87 (0.3199), cf=0.897, gamma=1.104, delta=0.030, M=-5.274e+000
5 11 16 -> ~50 fr=53 (0.1949), cf=0.981, gamma=1.112, delta=0.020, M=-5.251e+000
5 11 33 -> ~51 fr=73 (0.2684), cf=0.961, gamma=1.093, delta=0.023, M=-5.186e+000
