1 10 15 19 28 35 -> 42 fr=4352 (0.8831), cf=0.945, gamma=1.053, delta=0.044, M=-4.819e+002
10 19 31 -> 42 fr=4367 (0.8862), cf=0.932, gamma=1.039, delta=0.033, M=-3.410e+002
19 28 38 -> 42 fr=4365 (0.8858), cf=0.932, gamma=1.039, delta=0.033, M=-3.382e+002
1 10 19 -> 42 fr=4370 (0.8868), cf=0.932, gamma=1.038, delta=0.033, M=-3.380e+002
19 31 38 -> 42 fr=4367 (0.8862), cf=0.932, gamma=1.038, delta=0.033, M=-3.362e+002
19 28 -> 42 fr=4365 (0.8858), cf=0.932, gamma=1.039, delta=0.033, M=-3.358e+002
19 31 -> 42 fr=4367 (0.8862), cf=0.932, gamma=1.038, delta=0.033, M=-3.337e+002
10 19 38 -> 42 fr=4370 (0.8868), cf=0.931, gamma=1.038, delta=0.032, M=-3.307e+002
10 19 -> 42 fr=4370 (0.8868), cf=0.931, gamma=1.037, delta=0.032, M=-3.283e+002
1 19 -> 42 fr=4370 (0.8868), cf=0.930, gamma=1.037, delta=0.032, M=-3.235e+002
19 38 -> 42 fr=4370 (0.8868), cf=0.929, gamma=1.036, delta=0.031, M=-3.115e+002
15 19 28 -> ~43 fr=4491 (0.9113), cf=0.970, gamma=1.032, delta=0.028, M=-2.917e+002
15 19 -> ~43 fr=4508 (0.9148), cf=0.969, gamma=1.031, delta=0.027, M=-2.900e+002
1 10 15 28 35 -> 42 fr=4404 (0.8937), cf=0.918, gamma=1.023, delta=0.020, M=-2.185e+002
1 15 28 31 35 -> 42 fr=4402 (0.8933), cf=0.918, gamma=1.023, delta=0.020, M=-2.172e+002
6 19 28 -> ~43 fr=4419 (0.8967), cf=0.967, gamma=1.029, delta=0.025, M=-2.171e+002
1 15 28 35 -> 42 fr=4404 (0.8937), cf=0.918, gamma=1.023, delta=0.020, M=-2.161e+002
10 15 28 35 -> 42 fr=4404 (0.8937), cf=0.918, gamma=1.022, delta=0.020, M=-2.138e+002
6 19 -> ~43 fr=4436 (0.9002), cf=0.966, gamma=1.028, delta=0.024, M=-2.130e+002
15 28 31 35 -> 42 fr=4402 (0.8933), cf=0.918, gamma=1.023, delta=0.020, M=-2.125e+002
15 28 35 -> 42 fr=4404 (0.8937), cf=0.917, gamma=1.022, delta=0.019, M=-2.115e+002
1 10 15 28 31 -> 42 fr=4404 (0.8937), cf=0.917, gamma=1.022, delta=0.019, M=-2.091e+002
1 15 28 31 -> 42 fr=4404 (0.8937), cf=0.917, gamma=1.022, delta=0.019, M=-2.068e+002
10 15 28 31 -> 42 fr=4404 (0.8937), cf=0.917, gamma=1.022, delta=0.019, M=-2.045e+002
15 28 31 -> 42 fr=4404 (0.8937), cf=0.917, gamma=1.021, delta=0.019, M=-2.021e+002
1 10 15 28 -> 42 fr=4407 (0.8943), cf=0.916, gamma=1.021, delta=0.018, M=-2.008e+002
1 10 15 35 -> 42 fr=4409 (0.8947), cf=0.915, gamma=1.020, delta=0.018, M=-1.977e+002
1 15 31 35 -> 42 fr=4407 (0.8943), cf=0.916, gamma=1.020, delta=0.018, M=-1.961e+002
1 15 35 -> 42 fr=4409 (0.8947), cf=0.915, gamma=1.020, delta=0.018, M=-1.953e+002
10 15 35 -> 42 fr=4409 (0.8947), cf=0.915, gamma=1.020, delta=0.017, M=-1.930e+002
10 15 28 38 -> 42 fr=4407 (0.8943), cf=0.915, gamma=1.020, delta=0.018, M=-1.914e+002
15 31 35 -> 42 fr=4407 (0.8943), cf=0.915, gamma=1.020, delta=0.017, M=-1.891e+002
10 15 28 -> 42 fr=4407 (0.8943), cf=0.915, gamma=1.020, delta=0.017, M=-1.891e+002
15 35 -> 42 fr=4409 (0.8947), cf=0.915, gamma=1.019, delta=0.017, M=-1.883e+002
1 10 15 31 -> 42 fr=4409 (0.8947), cf=0.915, gamma=1.019, delta=0.017, M=-1.883e+002
1 15 28 -> 42 fr=4407 (0.8943), cf=0.915, gamma=1.020, delta=0.017, M=-1.868e+002
15 -> ~43 fr=4622 (0.9379), cf=0.954, gamma=1.015, delta=0.014, M=-1.864e+002
1 15 31 -> 42 fr=4409 (0.8947), cf=0.915, gamma=1.019, delta=0.017, M=-1.860e+002
10 15 31 -> 42 fr=4409 (0.8947), cf=0.914, gamma=1.019, delta=0.017, M=-1.837e+002
19 28 -> ~43 fr=4501 (0.9134), cf=0.961, gamma=1.022, delta=0.020, M=-1.809e+002
1 10 15 -> 42 fr=4412 (0.8953), cf=0.914, gamma=1.018, delta=0.016, M=-1.805e+002
15 31 38 -> 42 fr=4409 (0.8947), cf=0.914, gamma=1.019, delta=0.016, M=-1.790e+002
19 -> ~43 fr=4518 (0.9168), cf=0.960, gamma=1.021, delta=0.019, M=-1.787e+002
15 31 -> 42 fr=4409 (0.8947), cf=0.914, gamma=1.018, delta=0.016, M=-1.767e+002
15 28 38 -> 42 fr=4407 (0.8943), cf=0.914, gamma=1.019, delta=0.016, M=-1.752e+002
15 28 -> 42 fr=4407 (0.8943), cf=0.914, gamma=1.018, delta=0.016, M=-1.729e+002
10 15 38 -> 42 fr=4412 (0.8953), cf=0.913, gamma=1.017, delta=0.015, M=-1.712e+002
10 15 -> 42 fr=4412 (0.8953), cf=0.913, gamma=1.017, delta=0.015, M=-1.689e+002
1 15 -> 42 fr=4412 (0.8953), cf=0.913, gamma=1.017, delta=0.015, M=-1.665e+002
1 19 -> ~45 fr=4679 (0.9495), cf=0.996, gamma=1.013, delta=0.012, M=-1.586e+002
15 38 -> 42 fr=4412 (0.8953), cf=0.911, gamma=1.016, delta=0.014, M=-1.527e+002
19 -> ~45 fr=4686 (0.9509), cf=0.996, gamma=1.012, delta=0.011, M=-1.524e+002
1 6 10 28 35 -> 42 fr=4337 (0.8801), cf=0.909, gamma=1.013, delta=0.012, M=-7.267e+001
1 6 28 31 35 -> 42 fr=4335 (0.8797), cf=0.909, gamma=1.013, delta=0.011, M=-7.163e+001
1 10 28 35 -> 42 fr=4414 (0.8957), cf=0.904, gamma=1.008, delta=0.007, M=-7.134e+001
1 6 28 35 -> 42 fr=4337 (0.8801), cf=0.909, gamma=1.013, delta=0.011, M=-7.104e+001
1 28 31 35 -> 42 fr=4412 (0.8953), cf=0.904, gamma=1.008, delta=0.007, M=-7.039e+001
6 10 28 35 -> 42 fr=4337 (0.8801), cf=0.909, gamma=1.013, delta=0.011, M=-6.943e+001
1 28 35 -> 42 fr=4414 (0.8957), cf=0.904, gamma=1.008, delta=0.007, M=-6.918e+001
6 28 31 35 -> 42 fr=4335 (0.8797), cf=0.909, gamma=1.013, delta=0.011, M=-6.842e+001
6 28 35 -> 42 fr=4337 (0.8801), cf=0.909, gamma=1.013, delta=0.011, M=-6.782e+001
10 28 35 -> 42 fr=4414 (0.8957), cf=0.904, gamma=1.007, delta=0.007, M=-6.703e+001
28 31 35 -> 42 fr=4412 (0.8953), cf=0.904, gamma=1.008, delta=0.007, M=-6.615e+001
28 35 -> 42 fr=4414 (0.8957), cf=0.904, gamma=1.007, delta=0.006, M=-6.488e+001
1 6 10 28 31 -> 42 fr=4336 (0.8799), cf=0.908, gamma=1.012, delta=0.011, M=-6.414e+001
1 10 28 31 -> 42 fr=4414 (0.8957), cf=0.904, gamma=1.007, delta=0.006, M=-6.274e+001
1 6 28 31 -> 42 fr=4336 (0.8799), cf=0.908, gamma=1.012, delta=0.010, M=-6.257e+001
6 10 28 31 -> 42 fr=4336 (0.8799), cf=0.908, gamma=1.012, delta=0.010, M=-6.101e+001
1 28 31 -> 42 fr=4414 (0.8957), cf=0.903, gamma=1.007, delta=0.006, M=-6.061e+001
6 28 31 -> 42 fr=4336 (0.8799), cf=0.908, gamma=1.012, delta=0.010, M=-5.946e+001
10 28 31 -> 42 fr=4414 (0.8957), cf=0.903, gamma=1.007, delta=0.006, M=-5.849e+001
1 6 10 28 -> 42 fr=4339 (0.8805), cf=0.907, gamma=1.011, delta=0.010, M=-5.777e+001
28 31 -> 42 fr=4414 (0.8957), cf=0.903, gamma=1.006, delta=0.006, M=-5.637e+001
1 10 28 -> 42 fr=4417 (0.8963), cf=0.903, gamma=1.006, delta=0.005, M=-5.470e+001
1 6 10 35 -> 42 fr=4342 (0.8811), cf=0.907, gamma=1.011, delta=0.009, M=-5.454e+001
31 -> ~44 fr=4894 (0.9931), cf=0.997, gamma=1.002, delta=0.002, M=-5.423e+001
1 6 31 35 -> 42 fr=4340 (0.8807), cf=0.907, gamma=1.011, delta=0.009, M=-5.363e+001
1 6 28 -> 42 fr=4339 (0.8805), cf=0.907, gamma=1.011, delta=0.009, M=-5.318e+001
1 6 35 -> 42 fr=4342 (0.8811), cf=0.907, gamma=1.010, delta=0.009, M=-5.302e+001
1 10 35 -> 42 fr=4419 (0.8967), cf=0.902, gamma=1.005, delta=0.005, M=-5.186e+001
6 10 28 38 -> 42 fr=4339 (0.8805), cf=0.907, gamma=1.010, delta=0.009, M=-5.168e+001
6 10 35 -> 42 fr=4342 (0.8811), cf=0.906, gamma=1.010, delta=0.009, M=-5.150e+001
10 28 35 -> ~46 fr=4799 (0.9738), cf=0.983, gamma=1.004, delta=0.004, M=-5.071e+001
35 -> ~44 fr=4889 (0.9921), cf=0.997, gamma=1.002, delta=0.002, M=-5.052e+001
1 31 35 -> 42 fr=4417 (0.8963), cf=0.902, gamma=1.005, delta=0.005, M=-5.037e+001
6 10 28 -> 42 fr=4339 (0.8805), cf=0.906, gamma=1.010, delta=0.009, M=-5.018e+001
1 35 -> 42 fr=4419 (0.8967), cf=0.902, gamma=1.005, delta=0.004, M=-4.965e+001
6 31 35 -> 42 fr=4340 (0.8807), cf=0.906, gamma=1.010, delta=0.009, M=-4.913e+001
28 31 35 -> ~46 fr=4796 (0.9732), cf=0.983, gamma=1.004, delta=0.004, M=-4.909e+001
6 35 -> 42 fr=4342 (0.8811), cf=0.906, gamma=1.010, delta=0.009, M=-4.850e+001
28 35 -> ~46 fr=4799 (0.9738), cf=0.983, gamma=1.004, delta=0.004, M=-4.747e+001
10 35 -> 42 fr=4419 (0.8967), cf=0.902, gamma=1.005, delta=0.004, M=-4.744e+001
6 28 38 -> 42 fr=4339 (0.8805), cf=0.906, gamma=1.010, delta=0.008, M=-4.723e+001
1 6 10 31 -> 42 fr=4341 (0.8809), cf=0.906, gamma=1.010, delta=0.008, M=-4.660e+001
10 28 38 -> 42 fr=4417 (0.8963), cf=0.902, gamma=1.005, delta=0.004, M=-4.607e+001
6 28 -> 42 fr=4339 (0.8805), cf=0.906, gamma=1.009, delta=0.008, M=-4.578e+001
1 6 31 -> 42 fr=4341 (0.8809), cf=0.906, gamma=1.009, delta=0.008, M=-4.514e+001
31 35 -> 42 fr=4417 (0.8963), cf=0.902, gamma=1.005, delta=0.004, M=-4.394e+001
10 28 -> 42 fr=4417 (0.8963), cf=0.902, gamma=1.005, delta=0.004, M=-4.394e+001
6 10 31 -> 42 fr=4341 (0.8809), cf=0.906, gamma=1.009, delta=0.008, M=-4.370e+001
1 10 31 -> 42 fr=4419 (0.8967), cf=0.901, gamma=1.004, delta=0.004, M=-4.305e+001
1 28 -> 42 fr=4417 (0.8963), cf=0.901, gamma=1.005, delta=0.004, M=-4.181e+001
1 31 -> 42 fr=4419 (0.8967), cf=0.901, gamma=1.004, delta=0.004, M=-4.086e+001
6 31 38 -> 42 fr=4341 (0.8809), cf=0.905, gamma=1.009, delta=0.008, M=-4.084e+001
1 6 10 -> 42 fr=4344 (0.8815), cf=0.905, gamma=1.009, delta=0.007, M=-4.060e+001
6 31 -> 42 fr=4341 (0.8809), cf=0.905, gamma=1.008, delta=0.007, M=-3.944e+001
10 31 -> 42 fr=4419 (0.8967), cf=0.901, gamma=1.004, delta=0.004, M=-3.868e+001
1 10 28 -> ~46 fr=4805 (0.9750), cf=0.982, gamma=1.003, delta=0.003, M=-3.790e+001
6 28 -> ~43 fr=4533 (0.9198), cf=0.946, gamma=1.007, delta=0.006, M=-3.782e+001
10 28 -> ~46 fr=4809 (0.9759), cf=0.982, gamma=1.003, delta=0.003, M=-3.701e+001
1 10 -> 42 fr=4422 (0.8973), cf=0.900, gamma=1.003, delta=0.003, M=-3.663e+001
1 6 -> 42 fr=4344 (0.8815), cf=0.904, gamma=1.008, delta=0.007, M=-3.640e+001
6 10 38 -> 42 fr=4344 (0.8815), cf=0.904, gamma=1.008, delta=0.007, M=-3.502e+001
31 38 -> 42 fr=4419 (0.8967), cf=0.901, gamma=1.004, delta=0.003, M=-3.435e+001
6 -> ~43 fr=4550 (0.9233), cf=0.946, gamma=1.006, delta=0.005, M=-3.423e+001
1 28 -> ~46 fr=4809 (0.9759), cf=0.981, gamma=1.003, delta=0.003, M=-3.375e+001
28 -> ~46 fr=4814 (0.9769), cf=0.981, gamma=1.002, delta=0.002, M=-3.374e+001
6 10 -> 42 fr=4344 (0.8815), cf=0.904, gamma=1.008, delta=0.007, M=-3.367e+001
28 38 -> 42 fr=4417 (0.8963), cf=0.901, gamma=1.004, delta=0.003, M=-3.132e+001
10 35 -> ~46 fr=4809 (0.9759), cf=0.981, gamma=1.002, delta=0.002, M=-3.054e+001
6 38 -> 42 fr=4344 (0.8815), cf=0.903, gamma=1.007, delta=0.006, M=-2.969e+001
1 10 -> ~44 fr=4893 (0.9929), cf=0.996, gamma=1.001, delta=0.001, M=-2.828e+001
1 31 35 -> ~46 fr=4804 (0.9748), cf=0.981, gamma=1.002, delta=0.002, M=-2.806e+001
10 38 -> 42 fr=4422 (0.8973), cf=0.900, gamma=1.002, delta=0.002, M=-2.743e+001
1 35 -> ~46 fr=4807 (0.9754), cf=0.981, gamma=1.002, delta=0.002, M=-2.639e+001
31 35 -> ~46 fr=4806 (0.9752), cf=0.981, gamma=1.002, delta=0.002, M=-2.593e+001
10 38 -> ~44 fr=4896 (0.9935), cf=0.996, gamma=1.001, delta=0.001, M=-2.528e+001
35 -> ~46 fr=4809 (0.9759), cf=0.981, gamma=1.002, delta=0.002, M=-2.428e+001
10 -> ~44 fr=4896 (0.9935), cf=0.996, gamma=1.001, delta=0.001, M=-2.052e+001
1 10 -> ~46 fr=4815 (0.9771), cf=0.980, gamma=1.001, delta=0.001, M=-1.802e+001
10 -> ~46 fr=4819 (0.9779), cf=0.980, gamma=1.001, delta=0.001, M=-1.724e+001
1 -> ~46 fr=4819 (0.9779), cf=0.980, gamma=1.001, delta=0.001, M=-1.394e+001
1 -> ~44 fr=4895 (0.9933), cf=0.995, gamma=1.001, delta=0.001, M=-1.109e+001
38 -> ~46 fr=4823 (0.9787), cf=0.979, gamma=1.001, delta=0.001, M=-1.023e+001
6 38 -> ~44 fr=4787 (0.9714), cf=0.996, gamma=1.001, delta=0.001, M=-7.975e+000
31 -> ~46 fr=4808 (0.9756), cf=0.980, gamma=1.001, delta=0.001, M=-7.266e+000
6 -> ~44 fr=4790 (0.9720), cf=0.995, gamma=1.001, delta=0.001, M=-5.836e+000
28 -> ~43 fr=4615 (0.9365), cf=0.941, gamma=1.001, delta=0.001, M=-4.764e+000
1 -> ~45 fr=4840 (0.9821), cf=0.984, gamma=1.000, delta=0.000, M=-4.532e+000
38 -> ~44 fr=4899 (0.9941), cf=0.995, gamma=1.000, delta=0.000, M=-3.866e+000
