1 10 15 19 28 35 -> 42 fr=4359 (0.8853), cf=0.946, gamma=1.053, delta=0.045, M=-4.958e+002
15 19 28 38 -> 42 fr=4361 (0.8857), cf=0.942, gamma=1.049, delta=0.041, M=-4.485e+002
1 10 15 19 -> 42 fr=4366 (0.8867), cf=0.941, gamma=1.048, delta=0.041, M=-4.484e+002
15 19 28 -> 42 fr=4361 (0.8857), cf=0.941, gamma=1.049, delta=0.041, M=-4.459e+002
10 15 19 31 -> 42 fr=4363 (0.8861), cf=0.941, gamma=1.048, delta=0.041, M=-4.438e+002
15 19 31 38 -> 42 fr=4363 (0.8861), cf=0.941, gamma=1.048, delta=0.040, M=-4.386e+002
10 15 19 38 -> 42 fr=4366 (0.8867), cf=0.940, gamma=1.047, delta=0.040, M=-4.380e+002
15 19 31 -> 42 fr=4363 (0.8861), cf=0.941, gamma=1.048, delta=0.040, M=-4.360e+002
10 15 19 -> 42 fr=4366 (0.8867), cf=0.940, gamma=1.047, delta=0.040, M=-4.354e+002
1 15 19 -> 42 fr=4366 (0.8867), cf=0.940, gamma=1.047, delta=0.040, M=-4.328e+002
15 19 38 -> 42 fr=4366 (0.8867), cf=0.939, gamma=1.046, delta=0.039, M=-4.173e+002
15 19 -> 42 fr=4366 (0.8867), cf=0.938, gamma=1.045, delta=0.038, M=-4.071e+002
1 10 19 28 35 -> 42 fr=4368 (0.8871), cf=0.936, gamma=1.043, delta=0.036, M=-3.898e+002
1 19 28 35 -> 42 fr=4368 (0.8871), cf=0.936, gamma=1.043, delta=0.036, M=-3.873e+002
10 19 28 35 -> 42 fr=4368 (0.8871), cf=0.936, gamma=1.042, delta=0.036, M=-3.848e+002
19 28 35 -> 42 fr=4368 (0.8871), cf=0.936, gamma=1.042, delta=0.036, M=-3.823e+002
1 10 19 28 31 -> 42 fr=4367 (0.8869), cf=0.935, gamma=1.042, delta=0.035, M=-3.733e+002
1 19 28 31 -> 42 fr=4367 (0.8869), cf=0.935, gamma=1.041, delta=0.035, M=-3.708e+002
1 10 19 28 -> 42 fr=4370 (0.8875), cf=0.935, gamma=1.041, delta=0.035, M=-3.703e+002
10 19 28 31 -> 42 fr=4367 (0.8869), cf=0.935, gamma=1.041, delta=0.035, M=-3.683e+002
19 28 31 -> 42 fr=4367 (0.8869), cf=0.935, gamma=1.041, delta=0.035, M=-3.658e+002
1 10 19 35 -> 42 fr=4373 (0.8881), cf=0.934, gamma=1.040, delta=0.034, M=-3.649e+002
10 19 28 38 -> 42 fr=4370 (0.8875), cf=0.934, gamma=1.040, delta=0.034, M=-3.628e+002
1 19 35 -> 42 fr=4373 (0.8881), cf=0.934, gamma=1.040, delta=0.034, M=-3.624e+002
10 19 28 -> 42 fr=4370 (0.8875), cf=0.934, gamma=1.040, delta=0.034, M=-3.603e+002
10 19 35 -> 42 fr=4373 (0.8881), cf=0.933, gamma=1.039, delta=0.034, M=-3.574e+002
1 19 28 -> 42 fr=4370 (0.8875), cf=0.933, gamma=1.040, delta=0.034, M=-3.554e+002
19 35 -> 42 fr=4373 (0.8881), cf=0.933, gamma=1.039, delta=0.033, M=-3.525e+002
1 10 19 31 -> 42 fr=4372 (0.8879), cf=0.933, gamma=1.039, delta=0.033, M=-3.485e+002
1 19 31 -> 42 fr=4372 (0.8879), cf=0.932, gamma=1.038, delta=0.033, M=-3.460e+002
1 10 19 -> 42 fr=4375 (0.8885), cf=0.932, gamma=1.038, delta=0.033, M=-3.456e+002
19 28 38 -> 42 fr=4370 (0.8875), cf=0.933, gamma=1.039, delta=0.033, M=-3.455e+002
19 28 -> 42 fr=4370 (0.8875), cf=0.932, gamma=1.038, delta=0.033, M=-3.431e+002
10 19 31 -> 42 fr=4372 (0.8879), cf=0.932, gamma=1.038, delta=0.033, M=-3.411e+002
19 31 38 -> 42 fr=4372 (0.8879), cf=0.932, gamma=1.038, delta=0.032, M=-3.362e+002
10 19 38 -> 42 fr=4375 (0.8885), cf=0.931, gamma=1.037, delta=0.032, M=-3.358e+002
19 31 -> 42 fr=4372 (0.8879), cf=0.931, gamma=1.037, delta=0.032, M=-3.338e+002
10 19 -> 42 fr=4375 (0.8885), cf=0.931, gamma=1.037, delta=0.032, M=-3.334e+002
1 19 -> 42 fr=4375 (0.8885), cf=0.931, gamma=1.037, delta=0.032, M=-3.309e+002
19 38 -> 42 fr=4375 (0.8885), cf=0.930, gamma=1.035, delta=0.030, M=-3.163e+002
15 19 -> ~43 fr=4513 (0.9165), cf=0.969, gamma=1.032, delta=0.028, M=-3.028e+002
1 10 15 28 35 -> 42 fr=4405 (0.8946), cf=0.919, gamma=1.024, delta=0.021, M=-2.301e+002
1 15 28 31 35 -> 42 fr=4403 (0.8942), cf=0.919, gamma=1.024, delta=0.021, M=-2.286e+002
1 15 28 35 -> 42 fr=4405 (0.8946), cf=0.919, gamma=1.023, delta=0.020, M=-2.277e+002
10 15 28 35 -> 42 fr=4405 (0.8946), cf=0.919, gamma=1.023, delta=0.020, M=-2.254e+002
15 28 31 35 -> 42 fr=4403 (0.8942), cf=0.919, gamma=1.023, delta=0.020, M=-2.239e+002
15 28 35 -> 42 fr=4405 (0.8946), cf=0.918, gamma=1.023, delta=0.020, M=-2.230e+002
1 10 15 28 31 -> 42 fr=4404 (0.8944), cf=0.918, gamma=1.023, delta=0.020, M=-2.163e+002
6 19 28 -> ~43 fr=4414 (0.8964), cf=0.967, gamma=1.029, delta=0.025, M=-2.140e+002
1 15 28 31 -> 42 fr=4404 (0.8944), cf=0.918, gamma=1.022, delta=0.020, M=-2.140e+002
6 19 -> ~43 fr=4433 (0.9003), cf=0.966, gamma=1.028, delta=0.024, M=-2.134e+002
1 10 15 28 -> 42 fr=4407 (0.8950), cf=0.917, gamma=1.022, delta=0.019, M=-2.128e+002
10 15 28 31 -> 42 fr=4404 (0.8944), cf=0.918, gamma=1.022, delta=0.019, M=-2.116e+002
1 10 15 35 -> 42 fr=4410 (0.8956), cf=0.917, gamma=1.021, delta=0.018, M=-2.096e+002
15 28 31 -> 42 fr=4404 (0.8944), cf=0.918, gamma=1.022, delta=0.019, M=-2.093e+002
1 15 31 35 -> 42 fr=4408 (0.8952), cf=0.917, gamma=1.021, delta=0.019, M=-2.077e+002
1 15 35 -> 42 fr=4410 (0.8956), cf=0.916, gamma=1.021, delta=0.018, M=-2.072e+002
10 15 28 38 -> 42 fr=4407 (0.8950), cf=0.917, gamma=1.021, delta=0.018, M=-2.033e+002
10 15 35 -> 42 fr=4410 (0.8956), cf=0.916, gamma=1.020, delta=0.018, M=-2.025e+002
10 15 28 -> 42 fr=4407 (0.8950), cf=0.916, gamma=1.021, delta=0.018, M=-2.010e+002
1 15 28 -> 42 fr=4407 (0.8950), cf=0.916, gamma=1.020, delta=0.018, M=-1.986e+002
15 31 35 -> 42 fr=4408 (0.8952), cf=0.916, gamma=1.020, delta=0.018, M=-1.983e+002
15 35 -> 42 fr=4410 (0.8956), cf=0.916, gamma=1.020, delta=0.017, M=-1.977e+002
15 -> ~43 fr=4619 (0.9381), cf=0.955, gamma=1.016, delta=0.014, M=-1.973e+002
1 10 15 31 -> 42 fr=4409 (0.8954), cf=0.916, gamma=1.020, delta=0.017, M=-1.956e+002
1 15 31 -> 42 fr=4409 (0.8954), cf=0.915, gamma=1.020, delta=0.017, M=-1.933e+002
1 10 15 -> 42 fr=4412 (0.8960), cf=0.915, gamma=1.019, delta=0.017, M=-1.927e+002
10 15 31 -> 42 fr=4409 (0.8954), cf=0.915, gamma=1.019, delta=0.017, M=-1.886e+002
15 28 38 -> 42 fr=4407 (0.8950), cf=0.915, gamma=1.019, delta=0.017, M=-1.869e+002
15 28 -> 42 fr=4407 (0.8950), cf=0.915, gamma=1.019, delta=0.017, M=-1.846e+002
15 31 38 -> 42 fr=4409 (0.8954), cf=0.915, gamma=1.019, delta=0.017, M=-1.839e+002
19 -> ~43 fr=4522 (0.9184), cf=0.960, gamma=1.021, delta=0.019, M=-1.837e+002
15 31 -> 42 fr=4409 (0.8954), cf=0.915, gamma=1.019, delta=0.016, M=-1.815e+002
10 15 38 -> 42 fr=4412 (0.8960), cf=0.914, gamma=1.018, delta=0.016, M=-1.809e+002
10 15 -> 42 fr=4412 (0.8960), cf=0.914, gamma=1.018, delta=0.016, M=-1.785e+002
1 15 -> 42 fr=4412 (0.8960), cf=0.914, gamma=1.018, delta=0.016, M=-1.785e+002
15 38 -> 42 fr=4412 (0.8960), cf=0.913, gamma=1.016, delta=0.014, M=-1.621e+002
1 19 -> ~45 fr=4682 (0.9509), cf=0.996, gamma=1.012, delta=0.012, M=-1.576e+002
19 -> ~45 fr=4689 (0.9523), cf=0.996, gamma=1.012, delta=0.011, M=-1.473e+002
1 10 28 35 -> 42 fr=4414 (0.8964), cf=0.905, gamma=1.008, delta=0.007, M=-7.322e+001
1 28 31 35 -> 42 fr=4412 (0.8960), cf=0.905, gamma=1.008, delta=0.007, M=-7.212e+001
1 28 35 -> 42 fr=4414 (0.8964), cf=0.905, gamma=1.008, delta=0.007, M=-7.103e+001
10 28 35 -> 42 fr=4414 (0.8964), cf=0.905, gamma=1.007, delta=0.007, M=-6.885e+001
28 31 35 -> 42 fr=4412 (0.8960), cf=0.905, gamma=1.008, delta=0.007, M=-6.782e+001
28 35 -> 42 fr=4414 (0.8964), cf=0.904, gamma=1.007, delta=0.006, M=-6.668e+001
1 10 28 31 -> 42 fr=4413 (0.8962), cf=0.904, gamma=1.007, delta=0.006, M=-6.079e+001
10 28 35 -> ~46 fr=4799 (0.9746), cf=0.983, gamma=1.004, delta=0.004, M=-5.942e+001
1 28 31 -> 42 fr=4413 (0.8962), cf=0.904, gamma=1.007, delta=0.006, M=-5.866e+001
28 31 35 -> ~46 fr=4796 (0.9740), cf=0.983, gamma=1.004, delta=0.004, M=-5.752e+001
1 10 28 -> 42 fr=4416 (0.8968), cf=0.903, gamma=1.006, delta=0.005, M=-5.703e+001
6 10 28 31 -> 42 fr=4328 (0.8790), cf=0.908, gamma=1.011, delta=0.010, M=-5.662e+001
10 28 31 -> 42 fr=4413 (0.8962), cf=0.904, gamma=1.006, delta=0.006, M=-5.653e+001
28 35 -> ~46 fr=4799 (0.9746), cf=0.983, gamma=1.004, delta=0.004, M=-5.603e+001
6 28 31 -> 42 fr=4328 (0.8790), cf=0.908, gamma=1.011, delta=0.010, M=-5.512e+001
28 31 -> 42 fr=4413 (0.8962), cf=0.903, gamma=1.006, delta=0.005, M=-5.442e+001
1 10 35 -> 42 fr=4419 (0.8974), cf=0.903, gamma=1.005, delta=0.005, M=-5.417e+001
1 31 35 -> 42 fr=4417 (0.8970), cf=0.903, gamma=1.005, delta=0.005, M=-5.227e+001
1 6 28 -> 42 fr=4331 (0.8796), cf=0.907, gamma=1.011, delta=0.009, M=-5.193e+001
1 35 -> 42 fr=4419 (0.8974), cf=0.902, gamma=1.005, delta=0.005, M=-5.191e+001
6 10 28 38 -> 42 fr=4331 (0.8796), cf=0.907, gamma=1.010, delta=0.009, M=-5.046e+001
6 10 28 -> 42 fr=4331 (0.8796), cf=0.907, gamma=1.010, delta=0.009, M=-4.900e+001
10 28 38 -> 42 fr=4416 (0.8968), cf=0.903, gamma=1.005, delta=0.005, M=-4.835e+001
10 35 -> 42 fr=4419 (0.8974), cf=0.902, gamma=1.005, delta=0.004, M=-4.742e+001
10 28 -> 42 fr=4416 (0.8968), cf=0.902, gamma=1.005, delta=0.004, M=-4.620e+001
6 28 38 -> 42 fr=4331 (0.8796), cf=0.907, gamma=1.010, delta=0.009, M=-4.611e+001
6 31 35 -> 42 fr=4332 (0.8798), cf=0.906, gamma=1.010, delta=0.008, M=-4.507e+001
6 28 -> 42 fr=4331 (0.8796), cf=0.906, gamma=1.010, delta=0.008, M=-4.468e+001
6 35 -> 42 fr=4334 (0.8802), cf=0.906, gamma=1.009, delta=0.008, M=-4.442e+001
31 -> ~44 fr=4891 (0.9933), cf=0.997, gamma=1.002, delta=0.002, M=-4.424e+001
1 28 -> 42 fr=4416 (0.8968), cf=0.902, gamma=1.005, delta=0.004, M=-4.406e+001
31 35 -> 42 fr=4417 (0.8970), cf=0.902, gamma=1.005, delta=0.004, M=-4.355e+001
1 6 10 31 -> 42 fr=4333 (0.8800), cf=0.906, gamma=1.009, delta=0.008, M=-4.262e+001
1 10 28 -> ~46 fr=4802 (0.9752), cf=0.982, gamma=1.003, delta=0.003, M=-4.127e+001
1 6 31 -> 42 fr=4333 (0.8800), cf=0.906, gamma=1.009, delta=0.008, M=-4.122e+001
35 -> ~44 fr=4886 (0.9923), cf=0.997, gamma=1.002, delta=0.002, M=-4.099e+001
1 10 31 -> 42 fr=4418 (0.8972), cf=0.902, gamma=1.004, delta=0.004, M=-4.097e+001
10 28 -> ~46 fr=4806 (0.9760), cf=0.982, gamma=1.003, delta=0.003, M=-4.045e+001
1 6 10 -> 42 fr=4336 (0.8806), cf=0.906, gamma=1.009, delta=0.008, M=-3.955e+001
1 10 -> 42 fr=4421 (0.8978), cf=0.901, gamma=1.003, delta=0.003, M=-3.903e+001
1 31 -> 42 fr=4418 (0.8972), cf=0.901, gamma=1.004, delta=0.004, M=-3.879e+001
6 10 31 -> 42 fr=4333 (0.8800), cf=0.906, gamma=1.009, delta=0.007, M=-3.846e+001
28 -> ~46 fr=4811 (0.9771), cf=0.982, gamma=1.003, delta=0.003, M=-3.727e+001
10 35 -> ~46 fr=4809 (0.9766), cf=0.982, gamma=1.003, delta=0.003, M=-3.579e+001
6 31 38 -> 42 fr=4333 (0.8800), cf=0.905, gamma=1.008, delta=0.007, M=-3.576e+001
1 6 -> 42 fr=4336 (0.8806), cf=0.905, gamma=1.008, delta=0.007, M=-3.545e+001
10 31 -> 42 fr=4418 (0.8972), cf=0.901, gamma=1.004, delta=0.003, M=-3.444e+001
6 31 -> 42 fr=4333 (0.8800), cf=0.905, gamma=1.008, delta=0.007, M=-3.442e+001
6 28 -> ~43 fr=4520 (0.9180), cf=0.946, gamma=1.007, delta=0.006, M=-3.381e+001
28 38 -> 42 fr=4416 (0.8968), cf=0.901, gamma=1.004, delta=0.003, M=-3.349e+001
6 10 38 -> 42 fr=4336 (0.8806), cf=0.905, gamma=1.008, delta=0.007, M=-3.279e+001
6 -> ~43 fr=4539 (0.9218), cf=0.945, gamma=1.006, delta=0.005, M=-3.225e+001
1 31 35 -> ~46 fr=4803 (0.9754), cf=0.982, gamma=1.003, delta=0.003, M=-3.221e+001
6 10 -> 42 fr=4336 (0.8806), cf=0.904, gamma=1.007, delta=0.006, M=-3.148e+001
31 35 -> ~46 fr=4806 (0.9760), cf=0.981, gamma=1.002, delta=0.002, M=-3.065e+001
1 35 -> ~46 fr=4806 (0.9760), cf=0.981, gamma=1.002, delta=0.002, M=-3.065e+001
31 38 -> 42 fr=4418 (0.8972), cf=0.901, gamma=1.003, delta=0.003, M=-3.014e+001
35 -> ~46 fr=4809 (0.9766), cf=0.981, gamma=1.002, delta=0.002, M=-2.917e+001
1 10 -> ~44 fr=4889 (0.9929), cf=0.996, gamma=1.001, delta=0.001, M=-2.806e+001
6 38 -> 42 fr=4336 (0.8806), cf=0.904, gamma=1.007, delta=0.006, M=-2.766e+001
10 38 -> 42 fr=4421 (0.8978), cf=0.900, gamma=1.002, delta=0.002, M=-2.749e+001
10 38 -> ~44 fr=4893 (0.9937), cf=0.996, gamma=1.001, delta=0.001, M=-2.554e+001
10 -> ~44 fr=4893 (0.9937), cf=0.996, gamma=1.001, delta=0.001, M=-2.072e+001
1 10 -> ~46 fr=4811 (0.9771), cf=0.980, gamma=1.001, delta=0.001, M=-1.757e+001
10 -> ~46 fr=4816 (0.9781), cf=0.980, gamma=1.001, delta=0.001, M=-1.730e+001
1 -> ~46 fr=4815 (0.9779), cf=0.980, gamma=1.001, delta=0.001, M=-1.340e+001
1 -> ~44 fr=4891 (0.9933), cf=0.996, gamma=1.001, delta=0.001, M=-1.089e+001
31 38 -> ~46 fr=4807 (0.9762), cf=0.980, gamma=1.001, delta=0.001, M=-1.030e+001
38 -> ~46 fr=4820 (0.9789), cf=0.980, gamma=1.001, delta=0.001, M=-1.026e+001
6 38 -> ~44 fr=4777 (0.9701), cf=0.996, gamma=1.001, delta=0.001, M=-7.902e+000
31 -> ~46 fr=4807 (0.9762), cf=0.980, gamma=1.001, delta=0.001, M=-7.727e+000
1 -> ~45 fr=4837 (0.9823), cf=0.985, gamma=1.001, delta=0.001, M=-7.422e+000
6 -> ~44 fr=4780 (0.9708), cf=0.996, gamma=1.001, delta=0.001, M=-5.769e+000
38 -> ~44 fr=4896 (0.9943), cf=0.995, gamma=1.000, delta=0.000, M=-3.904e+000
28 -> ~43 fr=4609 (0.9360), cf=0.940, gamma=1.001, delta=0.001, M=-3.083e+000
