1 10 15 19 28 35 -> 42 fr=4352 (0.8837), cf=0.944, gamma=1.051, delta=0.043, M=-4.653e+002
1 15 35 -> 42 fr=4409 (0.8952), cf=0.915, gamma=1.020, delta=0.017, M=-1.912e+002
15 -> ~43 fr=4618 (0.9377), cf=0.954, gamma=1.015, delta=0.014, M=-1.903e+002
10 15 28 -> 42 fr=4407 (0.8948), cf=0.916, gamma=1.020, delta=0.017, M=-1.897e+002
10 15 31 35 -> 42 fr=4408 (0.8950), cf=0.915, gamma=1.020, delta=0.017, M=-1.893e+002
10 15 35 -> 42 fr=4409 (0.8952), cf=0.915, gamma=1.019, delta=0.017, M=-1.889e+002
15 31 35 -> 42 fr=4408 (0.8950), cf=0.915, gamma=1.019, delta=0.017, M=-1.869e+002
15 35 -> 42 fr=4409 (0.8952), cf=0.915, gamma=1.019, delta=0.017, M=-1.842e+002
1 10 15 31 -> 42 fr=4409 (0.8952), cf=0.915, gamma=1.019, delta=0.017, M=-1.842e+002
15 28 38 -> 42 fr=4407 (0.8948), cf=0.915, gamma=1.019, delta=0.017, M=-1.827e+002
1 15 31 -> 42 fr=4409 (0.8952), cf=0.915, gamma=1.019, delta=0.017, M=-1.819e+002
15 28 -> 42 fr=4407 (0.8948), cf=0.915, gamma=1.019, delta=0.017, M=-1.804e+002
10 15 31 -> 42 fr=4409 (0.8952), cf=0.915, gamma=1.019, delta=0.016, M=-1.796e+002
15 31 38 -> 42 fr=4409 (0.8952), cf=0.914, gamma=1.018, delta=0.016, M=-1.749e+002
1 10 15 -> 42 fr=4411 (0.8956), cf=0.914, gamma=1.018, delta=0.016, M=-1.743e+002
19 -> ~43 fr=4518 (0.9174), cf=0.959, gamma=1.021, delta=0.019, M=-1.730e+002
15 31 -> 42 fr=4409 (0.8952), cf=0.914, gamma=1.018, delta=0.016, M=-1.726e+002
1 15 -> 42 fr=4411 (0.8956), cf=0.913, gamma=1.017, delta=0.015, M=-1.673e+002
10 15 38 -> 42 fr=4411 (0.8956), cf=0.913, gamma=1.017, delta=0.015, M=-1.650e+002
10 15 -> 42 fr=4411 (0.8956), cf=0.913, gamma=1.017, delta=0.015, M=-1.626e+002
15 38 -> 42 fr=4411 (0.8956), cf=0.912, gamma=1.016, delta=0.014, M=-1.534e+002
1 19 -> ~45 fr=4680 (0.9503), cf=0.996, gamma=1.012, delta=0.011, M=-1.443e+002
19 -> ~45 fr=4686 (0.9515), cf=0.995, gamma=1.011, delta=0.011, M=-1.380e+002
1 6 10 28 35 -> 42 fr=4334 (0.8800), cf=0.910, gamma=1.013, delta=0.011, M=-6.988e+001
1 6 28 31 35 -> 42 fr=4333 (0.8798), cf=0.910, gamma=1.013, delta=0.011, M=-6.938e+001
1 28 31 35 -> 42 fr=4415 (0.8964), cf=0.905, gamma=1.007, delta=0.007, M=-6.886e+001
1 10 28 35 -> 42 fr=4416 (0.8966), cf=0.904, gamma=1.007, delta=0.006, M=-6.840e+001
1 6 28 35 -> 42 fr=4334 (0.8800), cf=0.909, gamma=1.013, delta=0.011, M=-6.828e+001
6 10 28 35 -> 42 fr=4334 (0.8800), cf=0.909, gamma=1.013, delta=0.011, M=-6.828e+001
6 28 31 35 -> 42 fr=4333 (0.8798), cf=0.909, gamma=1.013, delta=0.011, M=-6.778e+001
28 31 35 -> 42 fr=4415 (0.8964), cf=0.904, gamma=1.007, delta=0.006, M=-6.668e+001
6 28 35 -> 42 fr=4334 (0.8800), cf=0.909, gamma=1.013, delta=0.011, M=-6.668e+001
1 28 35 -> 42 fr=4416 (0.8966), cf=0.904, gamma=1.007, delta=0.006, M=-6.621e+001
10 28 35 -> 42 fr=4416 (0.8966), cf=0.904, gamma=1.007, delta=0.006, M=-6.621e+001
28 35 -> 42 fr=4416 (0.8966), cf=0.904, gamma=1.007, delta=0.006, M=-6.402e+001
1 6 10 28 31 -> 42 fr=4333 (0.8798), cf=0.909, gamma=1.012, delta=0.010, M=-6.149e+001
1 6 28 31 -> 42 fr=4333 (0.8798), cf=0.908, gamma=1.012, delta=0.010, M=-5.994e+001
6 10 28 31 -> 42 fr=4333 (0.8798), cf=0.908, gamma=1.012, delta=0.010, M=-5.994e+001
1 10 28 31 -> 42 fr=4416 (0.8966), cf=0.904, gamma=1.006, delta=0.006, M=-5.967e+001
6 28 31 -> 42 fr=4333 (0.8798), cf=0.908, gamma=1.012, delta=0.010, M=-5.840e+001
1 28 31 -> 42 fr=4416 (0.8966), cf=0.903, gamma=1.006, delta=0.006, M=-5.750e+001
10 28 31 -> 42 fr=4416 (0.8966), cf=0.903, gamma=1.006, delta=0.006, M=-5.750e+001
10 28 35 -> ~46 fr=4802 (0.9750), cf=0.983, gamma=1.004, delta=0.004, M=-5.736e+001
28 31 35 -> ~46 fr=4800 (0.9746), cf=0.983, gamma=1.004, delta=0.004, M=-5.603e+001
28 31 -> 42 fr=4416 (0.8966), cf=0.903, gamma=1.006, delta=0.005, M=-5.535e+001
1 6 10 28 -> 42 fr=4335 (0.8802), cf=0.908, gamma=1.011, delta=0.009, M=-5.473e+001
28 35 -> ~46 fr=4802 (0.9750), cf=0.983, gamma=1.004, delta=0.004, M=-5.396e+001
1 6 28 -> 42 fr=4335 (0.8802), cf=0.907, gamma=1.010, delta=0.009, M=-5.173e+001
6 10 28 38 -> 42 fr=4335 (0.8802), cf=0.907, gamma=1.010, delta=0.009, M=-5.025e+001
1 10 28 -> 42 fr=4418 (0.8971), cf=0.903, gamma=1.005, delta=0.005, M=-5.009e+001
1 6 10 35 -> 42 fr=4338 (0.8808), cf=0.907, gamma=1.010, delta=0.009, M=-5.003e+001
1 6 31 35 -> 42 fr=4337 (0.8806), cf=0.907, gamma=1.010, delta=0.009, M=-4.961e+001
6 10 28 -> 42 fr=4335 (0.8802), cf=0.907, gamma=1.010, delta=0.009, M=-4.877e+001
1 6 35 -> 42 fr=4338 (0.8808), cf=0.907, gamma=1.010, delta=0.009, M=-4.855e+001
6 28 38 -> 42 fr=4335 (0.8802), cf=0.907, gamma=1.010, delta=0.009, M=-4.732e+001
6 10 35 -> 42 fr=4338 (0.8808), cf=0.907, gamma=1.010, delta=0.008, M=-4.709e+001
6 28 -> 42 fr=4335 (0.8802), cf=0.907, gamma=1.010, delta=0.008, M=-4.587e+001
1 31 35 -> 42 fr=4419 (0.8973), cf=0.902, gamma=1.005, delta=0.004, M=-4.537e+001
6 31 35 -> 42 fr=4337 (0.8806), cf=0.906, gamma=1.009, delta=0.008, M=-4.523e+001
1 10 35 -> 42 fr=4420 (0.8975), cf=0.902, gamma=1.004, delta=0.004, M=-4.519e+001
1 10 28 -> ~46 fr=4808 (0.9762), cf=0.982, gamma=1.003, delta=0.003, M=-4.452e+001
6 35 -> 42 fr=4338 (0.8808), cf=0.906, gamma=1.009, delta=0.008, M=-4.419e+001
1 28 -> 42 fr=4418 (0.8971), cf=0.902, gamma=1.005, delta=0.004, M=-4.355e+001
10 28 38 -> 42 fr=4418 (0.8971), cf=0.902, gamma=1.005, delta=0.004, M=-4.355e+001
10 28 -> ~46 fr=4811 (0.9769), cf=0.982, gamma=1.003, delta=0.003, M=-4.339e+001
1 35 -> 42 fr=4420 (0.8975), cf=0.902, gamma=1.004, delta=0.004, M=-4.296e+001
1 6 10 31 -> 42 fr=4337 (0.8806), cf=0.906, gamma=1.009, delta=0.008, M=-4.237e+001
10 28 -> 42 fr=4418 (0.8971), cf=0.902, gamma=1.004, delta=0.004, M=-4.139e+001
10 31 35 -> 42 fr=4419 (0.8973), cf=0.902, gamma=1.004, delta=0.004, M=-4.097e+001
1 6 31 -> 42 fr=4337 (0.8806), cf=0.906, gamma=1.009, delta=0.008, M=-4.096e+001
10 35 -> 42 fr=4420 (0.8975), cf=0.901, gamma=1.004, delta=0.004, M=-4.073e+001
31 -> ~44 fr=4894 (0.9937), cf=0.997, gamma=1.002, delta=0.002, M=-4.068e+001
6 10 31 -> 42 fr=4337 (0.8806), cf=0.906, gamma=1.009, delta=0.008, M=-3.956e+001
31 35 -> 42 fr=4419 (0.8973), cf=0.901, gamma=1.004, delta=0.004, M=-3.879e+001
1 28 -> ~46 fr=4809 (0.9764), cf=0.982, gamma=1.003, delta=0.003, M=-3.846e+001
6 28 -> ~43 fr=4526 (0.9190), cf=0.946, gamma=1.007, delta=0.006, M=-3.837e+001
28 -> ~46 fr=4813 (0.9773), cf=0.982, gamma=1.003, delta=0.003, M=-3.809e+001
35 -> ~44 fr=4889 (0.9927), cf=0.997, gamma=1.002, delta=0.002, M=-3.718e+001
6 31 38 -> 42 fr=4337 (0.8806), cf=0.905, gamma=1.008, delta=0.007, M=-3.681e+001
6 -> ~43 fr=4544 (0.9226), cf=0.946, gamma=1.006, delta=0.006, M=-3.674e+001
1 10 31 -> 42 fr=4420 (0.8975), cf=0.901, gamma=1.004, delta=0.003, M=-3.629e+001
1 6 10 -> 42 fr=4339 (0.8810), cf=0.905, gamma=1.008, delta=0.007, M=-3.616e+001
6 31 -> 42 fr=4337 (0.8806), cf=0.905, gamma=1.008, delta=0.007, M=-3.546e+001
28 38 -> 42 fr=4418 (0.8971), cf=0.901, gamma=1.004, delta=0.003, M=-3.496e+001
1 31 -> 42 fr=4420 (0.8975), cf=0.901, gamma=1.003, delta=0.003, M=-3.409e+001
1 6 -> 42 fr=4339 (0.8810), cf=0.905, gamma=1.008, delta=0.007, M=-3.347e+001
10 31 -> 42 fr=4420 (0.8975), cf=0.901, gamma=1.003, delta=0.003, M=-3.189e+001
6 10 38 -> 42 fr=4339 (0.8810), cf=0.904, gamma=1.007, delta=0.006, M=-3.084e+001
10 35 -> ~46 fr=4811 (0.9769), cf=0.981, gamma=1.002, delta=0.002, M=-2.981e+001
6 10 -> 42 fr=4339 (0.8810), cf=0.904, gamma=1.007, delta=0.006, M=-2.955e+001
31 38 -> 42 fr=4420 (0.8975), cf=0.900, gamma=1.003, delta=0.003, M=-2.751e+001
1 10 -> 42 fr=4422 (0.8979), cf=0.900, gamma=1.002, delta=0.002, M=-2.750e+001
1 31 35 -> ~46 fr=4807 (0.9760), cf=0.981, gamma=1.002, delta=0.002, M=-2.748e+001
6 38 -> 42 fr=4339 (0.8810), cf=0.904, gamma=1.007, delta=0.006, M=-2.702e+001
31 35 -> ~46 fr=4809 (0.9764), cf=0.981, gamma=1.002, delta=0.002, M=-2.539e+001
1 35 -> ~46 fr=4809 (0.9764), cf=0.981, gamma=1.002, delta=0.002, M=-2.539e+001
35 -> ~46 fr=4811 (0.9769), cf=0.981, gamma=1.002, delta=0.002, M=-2.332e+001
10 38 -> 42 fr=4422 (0.8979), cf=0.899, gamma=1.002, delta=0.001, M=-1.830e+001
1 10 -> ~46 fr=4816 (0.9779), cf=0.980, gamma=1.001, delta=0.001, M=-1.662e+001
10 -> ~46 fr=4820 (0.9787), cf=0.980, gamma=1.001, delta=0.001, M=-1.642e+001
1 10 -> ~44 fr=4892 (0.9933), cf=0.996, gamma=1.001, delta=0.001, M=-1.521e+001
10 38 -> ~44 fr=4895 (0.9939), cf=0.996, gamma=1.001, delta=0.001, M=-1.196e+001
1 -> ~44 fr=4894 (0.9937), cf=0.996, gamma=1.001, delta=0.001, M=-1.156e+001
1 -> ~46 fr=4817 (0.9781), cf=0.980, gamma=1.001, delta=0.001, M=-1.077e+001
31 38 -> ~46 fr=4810 (0.9766), cf=0.980, gamma=1.001, delta=0.001, M=-8.215e+000
10 -> ~44 fr=4895 (0.9939), cf=0.995, gamma=1.000, delta=0.000, M=-7.578e+000
38 -> ~46 fr=4821 (0.9789), cf=0.979, gamma=1.000, delta=0.000, M=-6.659e+000
31 -> ~46 fr=4810 (0.9766), cf=0.980, gamma=1.001, delta=0.001, M=-5.694e+000
1 -> ~45 fr=4839 (0.9825), cf=0.984, gamma=1.000, delta=0.000, M=-4.767e+000
38 -> ~44 fr=4898 (0.9945), cf=0.995, gamma=1.000, delta=0.000, M=-4.189e+000
28 -> ~43 fr=4611 (0.9362), cf=0.940, gamma=1.001, delta=0.001, M=-3.228e+000
