1 10 15 19 28 35 -> 42 fr=4354 (0.8842), cf=0.945, gamma=1.053, delta=0.044, M=-4.828e+002
10 15 19 31 -> 42 fr=4359 (0.8853), cf=0.941, gamma=1.048, delta=0.041, M=-4.377e+002
15 19 28 38 -> 42 fr=4357 (0.8848), cf=0.941, gamma=1.048, delta=0.041, M=-4.374e+002
1 10 15 19 -> 42 fr=4362 (0.8859), cf=0.941, gamma=1.048, delta=0.040, M=-4.370e+002
15 19 31 38 -> 42 fr=4359 (0.8853), cf=0.941, gamma=1.048, delta=0.040, M=-4.351e+002
15 19 28 -> 42 fr=4357 (0.8848), cf=0.941, gamma=1.048, delta=0.041, M=-4.348e+002
15 19 31 -> 42 fr=4359 (0.8853), cf=0.941, gamma=1.048, delta=0.040, M=-4.326e+002
10 15 19 38 -> 42 fr=4362 (0.8859), cf=0.940, gamma=1.047, delta=0.040, M=-4.267e+002
10 15 19 -> 42 fr=4362 (0.8859), cf=0.940, gamma=1.047, delta=0.039, M=-4.241e+002
1 15 19 -> 42 fr=4362 (0.8859), cf=0.939, gamma=1.046, delta=0.039, M=-4.216e+002
15 19 38 -> 42 fr=4362 (0.8859), cf=0.939, gamma=1.045, delta=0.039, M=-4.113e+002
15 19 -> 42 fr=4362 (0.8859), cf=0.938, gamma=1.045, delta=0.038, M=-4.037e+002
1 10 19 28 35 -> 42 fr=4364 (0.8863), cf=0.936, gamma=1.043, delta=0.037, M=-3.864e+002
1 19 28 35 -> 42 fr=4364 (0.8863), cf=0.936, gamma=1.043, delta=0.036, M=-3.839e+002
10 19 28 35 -> 42 fr=4364 (0.8863), cf=0.936, gamma=1.043, delta=0.036, M=-3.814e+002
19 28 35 -> 42 fr=4364 (0.8863), cf=0.936, gamma=1.042, delta=0.036, M=-3.789e+002
1 10 19 28 31 -> 42 fr=4364 (0.8863), cf=0.935, gamma=1.042, delta=0.036, M=-3.739e+002
1 19 28 31 -> 42 fr=4364 (0.8863), cf=0.935, gamma=1.042, delta=0.035, M=-3.714e+002
10 19 28 31 -> 42 fr=4364 (0.8863), cf=0.935, gamma=1.041, delta=0.035, M=-3.689e+002
19 28 31 -> 42 fr=4364 (0.8863), cf=0.935, gamma=1.041, delta=0.035, M=-3.665e+002
1 10 19 28 -> 42 fr=4367 (0.8869), cf=0.935, gamma=1.041, delta=0.035, M=-3.658e+002
1 10 19 35 -> 42 fr=4369 (0.8873), cf=0.934, gamma=1.040, delta=0.034, M=-3.638e+002
1 19 35 -> 42 fr=4369 (0.8873), cf=0.934, gamma=1.040, delta=0.034, M=-3.613e+002
10 19 28 38 -> 42 fr=4367 (0.8869), cf=0.934, gamma=1.040, delta=0.034, M=-3.584e+002
10 19 35 -> 42 fr=4369 (0.8873), cf=0.934, gamma=1.040, delta=0.034, M=-3.564e+002
10 19 28 -> 42 fr=4367 (0.8869), cf=0.934, gamma=1.040, delta=0.034, M=-3.559e+002
19 35 -> 42 fr=4369 (0.8873), cf=0.933, gamma=1.040, delta=0.034, M=-3.539e+002
1 10 19 31 -> 42 fr=4369 (0.8873), cf=0.933, gamma=1.039, delta=0.034, M=-3.514e+002
1 19 28 -> 42 fr=4367 (0.8869), cf=0.933, gamma=1.040, delta=0.034, M=-3.510e+002
1 19 31 -> 42 fr=4369 (0.8873), cf=0.933, gamma=1.039, delta=0.033, M=-3.490e+002
10 19 31 -> 42 fr=4369 (0.8873), cf=0.933, gamma=1.039, delta=0.033, M=-3.441e+002
19 28 38 -> 42 fr=4367 (0.8869), cf=0.933, gamma=1.039, delta=0.033, M=-3.436e+002
1 10 19 -> 42 fr=4372 (0.8879), cf=0.932, gamma=1.038, delta=0.033, M=-3.436e+002
19 31 38 -> 42 fr=4369 (0.8873), cf=0.932, gamma=1.038, delta=0.033, M=-3.416e+002
19 28 -> 42 fr=4367 (0.8869), cf=0.933, gamma=1.039, delta=0.033, M=-3.412e+002
19 31 -> 42 fr=4369 (0.8873), cf=0.932, gamma=1.038, delta=0.033, M=-3.392e+002
10 19 38 -> 42 fr=4372 (0.8879), cf=0.931, gamma=1.037, delta=0.032, M=-3.338e+002
10 19 -> 42 fr=4372 (0.8879), cf=0.931, gamma=1.037, delta=0.032, M=-3.313e+002
1 19 -> 42 fr=4372 (0.8879), cf=0.931, gamma=1.037, delta=0.032, M=-3.289e+002
19 38 -> 42 fr=4372 (0.8879), cf=0.930, gamma=1.036, delta=0.031, M=-3.192e+002
15 19 -> ~43 fr=4511 (0.9161), cf=0.970, gamma=1.032, delta=0.029, M=-3.100e+002
6 19 28 -> ~43 fr=4418 (0.8972), cf=0.968, gamma=1.030, delta=0.026, M=-2.337e+002
6 19 -> ~43 fr=4434 (0.9005), cf=0.967, gamma=1.029, delta=0.026, M=-2.317e+002
1 10 15 28 35 -> 42 fr=4403 (0.8942), cf=0.918, gamma=1.022, delta=0.019, M=-2.097e+002
1 15 28 31 35 -> 42 fr=4401 (0.8938), cf=0.918, gamma=1.022, delta=0.019, M=-2.085e+002
1 15 28 35 -> 42 fr=4403 (0.8942), cf=0.917, gamma=1.022, delta=0.019, M=-2.074e+002
10 15 28 35 -> 42 fr=4403 (0.8942), cf=0.917, gamma=1.022, delta=0.019, M=-2.051e+002
15 28 31 35 -> 42 fr=4401 (0.8938), cf=0.917, gamma=1.022, delta=0.019, M=-2.038e+002
15 28 35 -> 42 fr=4403 (0.8942), cf=0.917, gamma=1.021, delta=0.019, M=-2.027e+002
1 10 15 28 31 -> 42 fr=4403 (0.8942), cf=0.917, gamma=1.021, delta=0.019, M=-2.004e+002
19 -> ~43 fr=4521 (0.9182), cf=0.961, gamma=1.023, delta=0.020, M=-1.984e+002
1 15 28 31 -> 42 fr=4403 (0.8942), cf=0.917, gamma=1.021, delta=0.018, M=-1.981e+002
10 15 28 31 -> 42 fr=4403 (0.8942), cf=0.917, gamma=1.021, delta=0.018, M=-1.958e+002
15 28 31 -> 42 fr=4403 (0.8942), cf=0.916, gamma=1.021, delta=0.018, M=-1.934e+002
1 10 15 28 -> 42 fr=4406 (0.8948), cf=0.916, gamma=1.020, delta=0.018, M=-1.920e+002
1 10 15 35 -> 42 fr=4408 (0.8952), cf=0.915, gamma=1.020, delta=0.017, M=-1.912e+002
1 15 31 35 -> 42 fr=4406 (0.8948), cf=0.916, gamma=1.020, delta=0.017, M=-1.897e+002
1 15 35 -> 42 fr=4408 (0.8952), cf=0.915, gamma=1.019, delta=0.017, M=-1.889e+002
10 15 35 -> 42 fr=4408 (0.8952), cf=0.915, gamma=1.019, delta=0.017, M=-1.842e+002
15 -> ~43 fr=4618 (0.9379), cf=0.954, gamma=1.015, delta=0.014, M=-1.834e+002
15 31 35 -> 42 fr=4406 (0.8948), cf=0.915, gamma=1.019, delta=0.017, M=-1.827e+002
10 15 28 38 -> 42 fr=4406 (0.8948), cf=0.915, gamma=1.019, delta=0.017, M=-1.827e+002
15 35 -> 42 fr=4408 (0.8952), cf=0.915, gamma=1.019, delta=0.017, M=-1.819e+002
1 10 15 31 -> 42 fr=4408 (0.8952), cf=0.915, gamma=1.019, delta=0.017, M=-1.819e+002
10 15 28 -> 42 fr=4406 (0.8948), cf=0.915, gamma=1.019, delta=0.017, M=-1.804e+002
1 15 31 -> 42 fr=4408 (0.8952), cf=0.915, gamma=1.019, delta=0.016, M=-1.795e+002
1 15 28 -> 42 fr=4406 (0.8948), cf=0.915, gamma=1.019, delta=0.016, M=-1.781e+002
10 15 31 -> 42 fr=4408 (0.8952), cf=0.914, gamma=1.018, delta=0.016, M=-1.749e+002
1 10 15 -> 42 fr=4411 (0.8958), cf=0.914, gamma=1.018, delta=0.015, M=-1.740e+002
15 31 38 -> 42 fr=4408 (0.8952), cf=0.914, gamma=1.018, delta=0.016, M=-1.726e+002
15 31 -> 42 fr=4408 (0.8952), cf=0.914, gamma=1.018, delta=0.016, M=-1.703e+002
15 28 38 -> 42 fr=4406 (0.8948), cf=0.914, gamma=1.018, delta=0.016, M=-1.688e+002
15 28 -> 42 fr=4406 (0.8948), cf=0.914, gamma=1.018, delta=0.016, M=-1.666e+002
10 15 38 -> 42 fr=4411 (0.8958), cf=0.913, gamma=1.017, delta=0.015, M=-1.623e+002
10 15 -> 42 fr=4411 (0.8958), cf=0.912, gamma=1.016, delta=0.014, M=-1.600e+002
1 15 -> 42 fr=4411 (0.8958), cf=0.912, gamma=1.016, delta=0.014, M=-1.600e+002
15 38 -> 42 fr=4411 (0.8958), cf=0.912, gamma=1.015, delta=0.013, M=-1.485e+002
1 19 -> ~45 fr=4676 (0.9496), cf=0.996, gamma=1.012, delta=0.011, M=-1.474e+002
19 -> ~45 fr=4680 (0.9504), cf=0.995, gamma=1.011, delta=0.011, M=-1.366e+002
1 6 10 28 35 -> 42 fr=4330 (0.8794), cf=0.909, gamma=1.013, delta=0.011, M=-6.680e+001
1 6 28 31 35 -> 42 fr=4328 (0.8790), cf=0.909, gamma=1.013, delta=0.011, M=-6.585e+001
1 6 28 35 -> 42 fr=4330 (0.8794), cf=0.909, gamma=1.013, delta=0.011, M=-6.522e+001
1 10 28 35 -> 42 fr=4413 (0.8962), cf=0.904, gamma=1.007, delta=0.006, M=-6.507e+001
1 28 31 35 -> 42 fr=4411 (0.8958), cf=0.904, gamma=1.007, delta=0.007, M=-6.424e+001
6 10 28 35 -> 42 fr=4330 (0.8794), cf=0.909, gamma=1.012, delta=0.011, M=-6.366e+001
1 28 35 -> 42 fr=4413 (0.8962), cf=0.904, gamma=1.007, delta=0.006, M=-6.292e+001
6 28 31 35 -> 42 fr=4328 (0.8790), cf=0.909, gamma=1.012, delta=0.011, M=-6.273e+001
6 28 35 -> 42 fr=4330 (0.8794), cf=0.909, gamma=1.012, delta=0.011, M=-6.210e+001
10 28 35 -> 42 fr=4413 (0.8962), cf=0.904, gamma=1.007, delta=0.006, M=-6.079e+001
28 31 35 -> 42 fr=4411 (0.8958), cf=0.904, gamma=1.007, delta=0.006, M=-6.003e+001
28 35 -> 42 fr=4413 (0.8962), cf=0.904, gamma=1.007, delta=0.006, M=-5.866e+001
1 6 10 28 31 -> 42 fr=4329 (0.8792), cf=0.908, gamma=1.012, delta=0.010, M=-5.858e+001
1 6 28 31 -> 42 fr=4329 (0.8792), cf=0.908, gamma=1.011, delta=0.010, M=-5.706e+001
1 10 28 31 -> 42 fr=4413 (0.8962), cf=0.904, gamma=1.006, delta=0.006, M=-5.653e+001
6 10 28 31 -> 42 fr=4329 (0.8792), cf=0.908, gamma=1.011, delta=0.010, M=-5.555e+001
1 28 31 -> 42 fr=4413 (0.8962), cf=0.903, gamma=1.006, delta=0.005, M=-5.442e+001
6 28 31 -> 42 fr=4329 (0.8792), cf=0.908, gamma=1.011, delta=0.010, M=-5.406e+001
1 6 10 28 -> 42 fr=4332 (0.8798), cf=0.907, gamma=1.011, delta=0.009, M=-5.236e+001
10 28 31 -> 42 fr=4413 (0.8962), cf=0.903, gamma=1.006, delta=0.005, M=-5.231e+001
1 6 10 35 -> 42 fr=4335 (0.8804), cf=0.907, gamma=1.010, delta=0.009, M=-5.066e+001
31 -> ~44 fr=4892 (0.9935), cf=0.997, gamma=1.002, delta=0.002, M=-5.035e+001
28 31 -> 42 fr=4413 (0.8962), cf=0.903, gamma=1.006, delta=0.005, M=-5.022e+001
1 6 31 35 -> 42 fr=4333 (0.8800), cf=0.907, gamma=1.010, delta=0.009, M=-4.982e+001
1 6 35 -> 42 fr=4335 (0.8804), cf=0.907, gamma=1.010, delta=0.009, M=-4.918e+001
1 10 28 -> 42 fr=4416 (0.8968), cf=0.903, gamma=1.005, delta=0.005, M=-4.835e+001
1 6 28 -> 42 fr=4332 (0.8798), cf=0.907, gamma=1.010, delta=0.009, M=-4.795e+001
1 10 35 -> 42 fr=4418 (0.8972), cf=0.902, gamma=1.005, delta=0.004, M=-4.757e+001
35 -> ~44 fr=4887 (0.9925), cf=0.997, gamma=1.002, delta=0.002, M=-4.661e+001
6 10 28 38 -> 42 fr=4332 (0.8798), cf=0.907, gamma=1.010, delta=0.009, M=-4.650e+001
6 10 35 -> 42 fr=4335 (0.8804), cf=0.907, gamma=1.010, delta=0.008, M=-4.626e+001
1 31 35 -> 42 fr=4416 (0.8968), cf=0.902, gamma=1.005, delta=0.004, M=-4.620e+001
6 31 35 -> 42 fr=4333 (0.8800), cf=0.906, gamma=1.010, delta=0.008, M=-4.546e+001
1 35 -> 42 fr=4418 (0.8972), cf=0.902, gamma=1.005, delta=0.004, M=-4.536e+001
6 10 28 -> 42 fr=4332 (0.8798), cf=0.906, gamma=1.010, delta=0.008, M=-4.507e+001
10 28 35 -> ~46 fr=4797 (0.9742), cf=0.983, gamma=1.004, delta=0.003, M=-4.496e+001
6 35 -> 42 fr=4335 (0.8804), cf=0.906, gamma=1.009, delta=0.008, M=-4.482e+001
28 31 35 -> ~46 fr=4794 (0.9736), cf=0.983, gamma=1.004, delta=0.003, M=-4.343e+001
1 6 10 31 -> 42 fr=4334 (0.8802), cf=0.906, gamma=1.009, delta=0.008, M=-4.300e+001
6 28 38 -> 42 fr=4332 (0.8798), cf=0.906, gamma=1.009, delta=0.008, M=-4.224e+001
28 35 -> ~46 fr=4797 (0.9742), cf=0.982, gamma=1.003, delta=0.003, M=-4.177e+001
1 6 31 -> 42 fr=4334 (0.8802), cf=0.906, gamma=1.009, delta=0.008, M=-4.160e+001
10 35 -> 42 fr=4418 (0.8972), cf=0.902, gamma=1.004, delta=0.004, M=-4.097e+001
6 28 -> 42 fr=4332 (0.8798), cf=0.906, gamma=1.009, delta=0.008, M=-4.085e+001
31 35 -> 42 fr=4416 (0.8968), cf=0.902, gamma=1.004, delta=0.004, M=-3.980e+001
10 28 38 -> 42 fr=4416 (0.8968), cf=0.902, gamma=1.004, delta=0.004, M=-3.980e+001
6 10 31 -> 42 fr=4334 (0.8802), cf=0.906, gamma=1.009, delta=0.007, M=-3.882e+001
1 10 31 -> 42 fr=4418 (0.8972), cf=0.901, gamma=1.004, delta=0.004, M=-3.879e+001
10 28 -> 42 fr=4416 (0.8968), cf=0.902, gamma=1.004, delta=0.004, M=-3.769e+001
6 31 38 -> 42 fr=4334 (0.8802), cf=0.905, gamma=1.008, delta=0.007, M=-3.745e+001
1 6 10 -> 42 fr=4337 (0.8808), cf=0.905, gamma=1.008, delta=0.007, M=-3.716e+001
6 28 -> ~43 fr=4525 (0.9190), cf=0.946, gamma=1.007, delta=0.006, M=-3.671e+001
1 31 -> 42 fr=4418 (0.8972), cf=0.901, gamma=1.004, delta=0.003, M=-3.661e+001
6 31 -> 42 fr=4334 (0.8802), cf=0.905, gamma=1.008, delta=0.007, M=-3.610e+001
1 28 -> 42 fr=4416 (0.8968), cf=0.901, gamma=1.004, delta=0.004, M=-3.558e+001
6 -> ~43 fr=4541 (0.9222), cf=0.946, gamma=1.006, delta=0.006, M=-3.445e+001
1 6 -> 42 fr=4337 (0.8808), cf=0.905, gamma=1.008, delta=0.007, M=-3.313e+001
10 31 -> 42 fr=4418 (0.8972), cf=0.901, gamma=1.003, delta=0.003, M=-3.228e+001
1 10 28 -> ~46 fr=4803 (0.9754), cf=0.982, gamma=1.003, delta=0.003, M=-3.221e+001
1 10 -> 42 fr=4421 (0.8978), cf=0.900, gamma=1.003, delta=0.003, M=-3.210e+001
10 28 -> ~46 fr=4807 (0.9762), cf=0.981, gamma=1.002, delta=0.002, M=-3.122e+001
6 10 38 -> 42 fr=4337 (0.8808), cf=0.904, gamma=1.007, delta=0.006, M=-3.051e+001
31 38 -> 42 fr=4418 (0.8972), cf=0.901, gamma=1.003, delta=0.003, M=-3.014e+001
6 10 -> 42 fr=4337 (0.8808), cf=0.904, gamma=1.007, delta=0.006, M=-2.923e+001
1 28 -> ~46 fr=4807 (0.9762), cf=0.981, gamma=1.002, delta=0.002, M=-2.801e+001
28 38 -> 42 fr=4416 (0.8968), cf=0.901, gamma=1.003, delta=0.003, M=-2.729e+001
28 -> ~46 fr=4811 (0.9771), cf=0.981, gamma=1.002, delta=0.002, M=-2.716e+001
6 38 -> 42 fr=4337 (0.8808), cf=0.904, gamma=1.007, delta=0.006, M=-2.671e+001
10 35 -> ~46 fr=4807 (0.9762), cf=0.981, gamma=1.002, delta=0.002, M=-2.487e+001
1 10 -> ~44 fr=4891 (0.9933), cf=0.996, gamma=1.001, delta=0.001, M=-2.436e+001
31 35 -> ~46 fr=4804 (0.9756), cf=0.981, gamma=1.002, delta=0.002, M=-2.346e+001
10 38 -> ~44 fr=4895 (0.9941), cf=0.996, gamma=1.001, delta=0.001, M=-2.202e+001
35 -> ~46 fr=4807 (0.9762), cf=0.981, gamma=1.002, delta=0.002, M=-2.179e+001
10 38 -> 42 fr=4421 (0.8978), cf=0.899, gamma=1.002, delta=0.002, M=-2.060e+001
10 -> ~44 fr=4895 (0.9941), cf=0.996, gamma=1.001, delta=0.001, M=-1.715e+001
1 10 -> ~46 fr=4812 (0.9773), cf=0.980, gamma=1.001, delta=0.001, M=-1.198e+001
10 -> ~46 fr=4817 (0.9783), cf=0.980, gamma=1.001, delta=0.001, M=-1.134e+001
1 -> ~45 fr=4840 (0.9829), cf=0.985, gamma=1.001, delta=0.001, M=-8.468e+000
1 6 -> ~44 fr=4774 (0.9695), cf=0.996, gamma=1.001, delta=0.001, M=-7.793e+000
1 -> ~46 fr=4816 (0.9781), cf=0.980, gamma=1.001, delta=0.001, M=-7.682e+000
31 38 -> ~46 fr=4806 (0.9760), cf=0.980, gamma=1.001, delta=0.001, M=-7.506e+000
1 -> ~44 fr=4893 (0.9937), cf=0.995, gamma=1.000, delta=0.000, M=-7.293e+000
38 -> ~46 fr=4820 (0.9789), cf=0.979, gamma=1.000, delta=0.000, M=-6.659e+000
6 38 -> ~44 fr=4778 (0.9703), cf=0.996, gamma=1.001, delta=0.001, M=-5.710e+000
31 -> ~46 fr=4806 (0.9760), cf=0.980, gamma=1.001, delta=0.001, M=-5.155e+000
38 -> ~44 fr=4897 (0.9945), cf=0.995, gamma=1.000, delta=0.000, M=-4.189e+000
6 -> ~44 fr=4780 (0.9708), cf=0.995, gamma=1.000, delta=0.000, M=-3.775e+000
28 -> ~43 fr=4612 (0.9366), cf=0.940, gamma=1.001, delta=0.001, M=-3.546e+000
