27 52 56 -> ~96 fr=16564 (0.3768), cf=0.967, gamma=1.271, delta=0.080, M=-3.999e+003
42 56 -> 97 fr=12319 (0.2802), cf=0.969, gamma=1.274, delta=0.060, M=-2.767e+003
42 -> ~96 fr=12390 (0.2819), cf=0.967, gamma=1.271, delta=0.060, M=-2.716e+003
42 -> 97 fr=12390 (0.2819), cf=0.967, gamma=1.271, delta=0.060, M=-2.716e+003
24 51 -> 96 fr=4676 (0.1064), cf=0.545, gamma=2.279, delta=0.060, M=-2.430e+003
24 51 -> ~97 fr=4676 (0.1064), cf=0.545, gamma=2.279, delta=0.060, M=-2.430e+003
23 56 -> ~96 fr=26407 (0.6007), cf=0.853, gamma=1.121, delta=0.065, M=-2.296e+003
23 56 -> 97 fr=26407 (0.6007), cf=0.853, gamma=1.121, delta=0.065, M=-2.296e+003
52 -> ~96 fr=33005 (0.7508), cf=0.797, gamma=1.048, delta=0.034, M=-2.154e+003
23 -> ~96 fr=26695 (0.6073), cf=0.845, gamma=1.110, delta=0.060, M=-2.037e+003
23 -> 97 fr=26695 (0.6073), cf=0.845, gamma=1.110, delta=0.060, M=-2.037e+003
50 56 -> ~96 fr=12860 (0.2925), cf=0.897, gamma=1.179, delta=0.044, M=-1.206e+003
50 56 -> 97 fr=12860 (0.2925), cf=0.897, gamma=1.179, delta=0.044, M=-1.206e+003
50 -> ~96 fr=12967 (0.2950), cf=0.890, gamma=1.170, delta=0.043, M=-1.108e+003
50 -> 97 fr=12967 (0.2950), cf=0.890, gamma=1.170, delta=0.043, M=-1.108e+003
31 56 -> ~96 fr=6160 (0.1401), cf=0.955, gamma=1.255, delta=0.029, M=-1.032e+003
31 56 -> 97 fr=6160 (0.1401), cf=0.955, gamma=1.255, delta=0.029, M=-1.032e+003
31 61 -> ~96 fr=6149 (0.1399), cf=0.953, gamma=1.253, delta=0.028, M=-1.009e+003
31 61 -> 97 fr=6149 (0.1399), cf=0.953, gamma=1.253, delta=0.028, M=-1.009e+003
31 -> 97 fr=6204 (0.1411), cf=0.952, gamma=1.252, delta=0.028, M=-1.008e+003
44 56 61 -> ~96 fr=9887 (0.2249), cf=0.903, gamma=1.187, delta=0.035, M=-9.363e+002
44 56 61 -> 97 fr=9887 (0.2249), cf=0.903, gamma=1.187, delta=0.035, M=-9.363e+002
44 56 -> ~96 fr=9992 (0.2273), cf=0.902, gamma=1.186, delta=0.036, M=-9.340e+002
44 56 -> 97 fr=9992 (0.2273), cf=0.902, gamma=1.186, delta=0.036, M=-9.340e+002
44 61 -> ~96 fr=10047 (0.2286), cf=0.900, gamma=1.183, delta=0.035, M=-9.150e+002
44 61 -> 97 fr=10047 (0.2286), cf=0.900, gamma=1.183, delta=0.035, M=-9.150e+002
44 -> ~96 fr=10154 (0.2310), cf=0.899, gamma=1.182, delta=0.036, M=-9.115e+002
44 -> 97 fr=10154 (0.2310), cf=0.899, gamma=1.182, delta=0.036, M=-9.115e+002
16 56 61 -> ~96 fr=5299 (0.1205), cf=0.948, gamma=1.246, delta=0.024, M=-8.038e+002
16 56 61 -> 97 fr=5299 (0.1205), cf=0.948, gamma=1.246, delta=0.024, M=-8.038e+002
16 56 -> ~96 fr=5365 (0.1220), cf=0.947, gamma=1.245, delta=0.024, M=-8.012e+002
16 56 -> 97 fr=5365 (0.1220), cf=0.947, gamma=1.245, delta=0.024, M=-8.012e+002
16 61 -> ~96 fr=5351 (0.1217), cf=0.945, gamma=1.242, delta=0.024, M=-7.802e+002
16 61 -> 97 fr=5351 (0.1217), cf=0.945, gamma=1.242, delta=0.024, M=-7.802e+002
16 -> 97 fr=5417 (0.1232), cf=0.943, gamma=1.240, delta=0.024, M=-7.766e+002
56 -> ~96 fr=33053 (0.7519), cf=0.775, gamma=1.019, delta=0.014, M=-6.665e+002
26 61 -> ~96 fr=5316 (0.1209), cf=0.900, gamma=1.183, delta=0.019, M=-4.307e+002
26 61 -> 97 fr=5316 (0.1209), cf=0.900, gamma=1.183, delta=0.019, M=-4.307e+002
26 -> 97 fr=5378 (0.1223), cf=0.899, gamma=1.182, delta=0.019, M=-4.285e+002
17 61 -> ~96 fr=11796 (0.2683), cf=0.842, gamma=1.107, delta=0.026, M=-3.991e+002
17 61 -> 97 fr=11796 (0.2683), cf=0.842, gamma=1.107, delta=0.026, M=-3.991e+002
17 -> ~96 fr=11941 (0.2716), cf=0.841, gamma=1.105, delta=0.026, M=-3.921e+002
17 -> 97 fr=11941 (0.2716), cf=0.841, gamma=1.105, delta=0.026, M=-3.921e+002
45 66 -> 96 fr=8998 (0.2047), cf=0.259, gamma=1.084, delta=0.016, M=-1.993e+002
45 66 -> ~97 fr=8998 (0.2047), cf=0.259, gamma=1.084, delta=0.016, M=-1.993e+002
45 -> ~97 fr=9550 (0.2172), cf=0.254, gamma=1.062, delta=0.013, M=-1.723e+002
2 61 -> ~96 fr=23659 (0.5382), cf=0.783, gamma=1.029, delta=0.015, M=-1.305e+002
2 61 -> 97 fr=23659 (0.5382), cf=0.783, gamma=1.029, delta=0.015, M=-1.305e+002
2 -> ~96 fr=23832 (0.5421), cf=0.781, gamma=1.027, delta=0.014, M=-1.181e+002
2 -> 97 fr=23832 (0.5421), cf=0.781, gamma=1.027, delta=0.014, M=-1.181e+002
15 61 -> ~96 fr=7877 (0.1792), cf=0.813, gamma=1.069, delta=0.012, M=-1.024e+002
15 61 -> 97 fr=7877 (0.1792), cf=0.813, gamma=1.069, delta=0.012, M=-1.024e+002
15 -> 97 fr=7951 (0.1809), cf=0.811, gamma=1.067, delta=0.011, M=-9.620e+001
9 66 -> 96 fr=9621 (0.2189), cf=0.244, gamma=1.019, delta=0.004, M=-2.455e+001
9 66 -> ~97 fr=9621 (0.2189), cf=0.244, gamma=1.019, delta=0.004, M=-2.455e+001
66 -> ~97 fr=9623 (0.2189), cf=0.244, gamma=1.019, delta=0.004, M=-2.444e+001
61 -> ~96 fr=33050 (0.7518), cf=0.762, gamma=1.002, delta=0.001, M=-1.900e+001
