10 76 -> 84 fr=1002 (0.1012), cf=0.627, gamma=6.029, delta=0.084, M=-2.065e+003
16 -> ~86 fr=1940 (0.1960), cf=1.000, gamma=1.106, delta=0.019, M=-2.195e+002
11 76 -> ~85 fr=1983 (0.2004), cf=0.999, gamma=1.106, delta=0.019, M=-2.192e+002
16 -> ~87 fr=1936 (0.1956), cf=0.998, gamma=1.114, delta=0.020, M=-2.189e+002
21 -> ~87 fr=1867 (0.1886), cf=0.999, gamma=1.115, delta=0.019, M=-2.181e+002
64 -> ~85 fr=3316 (0.3351), cf=0.980, gamma=1.084, delta=0.026, M=-2.162e+002
16 -> ~83 fr=1939 (0.1959), cf=0.999, gamma=1.106, delta=0.019, M=-2.137e+002
36 -> ~81 fr=1746 (0.1764), cf=1.000, gamma=1.116, delta=0.018, M=-2.121e+002
21 -> ~83 fr=1869 (0.1888), cf=1.000, gamma=1.106, delta=0.018, M=-2.103e+002
31 -> ~81 fr=2299 (0.2323), cf=0.990, gamma=1.105, delta=0.022, M=-2.092e+002
79 -> ~89 fr=2362 (0.2387), cf=0.992, gamma=1.098, delta=0.021, M=-2.083e+002
56 71 -> ~80 fr=1715 (0.1733), cf=1.000, gamma=1.116, delta=0.018, M=-2.080e+002
36 -> ~84 fr=1745 (0.1763), cf=0.999, gamma=1.116, delta=0.018, M=-2.068e+002
13 -> ~80 fr=2446 (0.2471), cf=0.987, gamma=1.102, delta=0.023, M=-2.066e+002
5 64 -> ~83 fr=1918 (0.1938), cf=0.999, gamma=1.105, delta=0.018, M=-2.063e+002
64 73 -> ~82 fr=1737 (0.1755), cf=0.999, gamma=1.116, delta=0.018, M=-2.057e+002
68 -> ~85 fr=1833 (0.1852), cf=1.000, gamma=1.106, delta=0.018, M=-2.057e+002
21 -> ~81 fr=1864 (0.1883), cf=0.997, gamma=1.113, delta=0.019, M=-2.056e+002
29 -> ~84 fr=2416 (0.2441), cf=0.987, gamma=1.102, delta=0.023, M=-2.053e+002
59 -> ~87 fr=2902 (0.2932), cf=0.979, gamma=1.093, delta=0.025, M=-2.050e+002
11 -> ~83 fr=4405 (0.4451), cf=0.965, gamma=1.068, delta=0.028, M=-2.036e+002
20 74 -> ~85 fr=1814 (0.1833), cf=1.000, gamma=1.106, delta=0.018, M=-2.034e+002
45 71 -> ~88 fr=2077 (0.2099), cf=0.996, gamma=1.102, delta=0.019, M=-2.032e+002
1 74 -> ~88 fr=1889 (0.1909), cf=0.999, gamma=1.105, delta=0.018, M=-2.026e+002
20 25 -> ~89 fr=1851 (0.1870), cf=0.999, gamma=1.106, delta=0.018, M=-2.026e+002
26 -> ~89 fr=2369 (0.2394), cf=0.991, gamma=1.096, delta=0.021, M=-2.011e+002
69 -> ~89 fr=3524 (0.3561), cf=0.975, gamma=1.078, delta=0.026, M=-2.007e+002
68 -> ~83 fr=1832 (0.1851), cf=0.999, gamma=1.106, delta=0.018, M=-2.002e+002
79 -> ~86 fr=2359 (0.2384), cf=0.991, gamma=1.097, delta=0.021, M=-2.002e+002
5 31 -> ~82 fr=1769 (0.1787), cf=0.998, gamma=1.114, delta=0.018, M=-1.970e+002
36 -> ~89 fr=1746 (0.1764), cf=1.000, gamma=1.106, delta=0.017, M=-1.949e+002
36 -> ~83 fr=1746 (0.1764), cf=1.000, gamma=1.106, delta=0.017, M=-1.949e+002
45 59 -> ~88 fr=1858 (0.1877), cf=0.998, gamma=1.104, delta=0.018, M=-1.945e+002
5 22 -> ~82 fr=1649 (0.1666), cf=0.999, gamma=1.115, delta=0.017, M=-1.940e+002
68 -> ~82 fr=1826 (0.1845), cf=0.996, gamma=1.112, delta=0.019, M=-1.936e+002
56 -> ~80 fr=2894 (0.2924), cf=0.977, gamma=1.091, delta=0.024, M=-1.932e+002
20 41 -> ~89 fr=1717 (0.1735), cf=1.000, gamma=1.106, delta=0.017, M=-1.913e+002
45 -> ~88 fr=3912 (0.3953), cf=0.969, gamma=1.071, delta=0.026, M=-1.904e+002
27 -> ~81 fr=2599 (0.2626), cf=0.981, gamma=1.095, delta=0.023, M=-1.899e+002
73 -> ~83 fr=2713 (0.2741), cf=0.984, gamma=1.089, delta=0.022, M=-1.899e+002
68 -> ~80 fr=1825 (0.1844), cf=0.996, gamma=1.111, delta=0.018, M=-1.898e+002
20 56 -> ~81 fr=2062 (0.2083), cf=0.990, gamma=1.105, delta=0.020, M=-1.860e+002
23 -> ~84 fr=1713 (0.1731), cf=0.997, gamma=1.113, delta=0.018, M=-1.858e+002
58 -> ~82 fr=1711 (0.1729), cf=0.997, gamma=1.113, delta=0.018, M=-1.855e+002
64 -> ~87 fr=3283 (0.3317), cf=0.970, gamma=1.083, delta=0.025, M=-1.845e+002
54 -> ~87 fr=2395 (0.2420), cf=0.984, gamma=1.098, delta=0.022, M=-1.842e+002
49 -> ~88 fr=2627 (0.2654), cf=0.984, gamma=1.088, delta=0.022, M=-1.817e+002
48 -> ~89 fr=2880 (0.2910), cf=0.980, gamma=1.084, delta=0.023, M=-1.804e+002
7 -> ~84 fr=1721 (0.1739), cf=0.996, gamma=1.112, delta=0.017, M=-1.798e+002
17 -> ~87 fr=2028 (0.2049), cf=0.990, gamma=1.104, delta=0.019, M=-1.788e+002
36 -> ~82 fr=1738 (0.1756), cf=0.995, gamma=1.111, delta=0.018, M=-1.787e+002
55 -> ~89 fr=1900 (0.1920), cf=0.995, gamma=1.101, delta=0.018, M=-1.782e+002
35 76 -> ~85 fr=1571 (0.1587), cf=1.000, gamma=1.106, delta=0.015, M=-1.735e+002
21 -> ~85 fr=1860 (0.1879), cf=0.995, gamma=1.101, delta=0.017, M=-1.734e+002
47 -> ~83 fr=1973 (0.1994), cf=0.993, gamma=1.098, delta=0.018, M=-1.721e+002
73 -> ~82 fr=2692 (0.2720), cf=0.976, gamma=1.090, delta=0.022, M=-1.720e+002
48 -> ~87 fr=2862 (0.2892), cf=0.974, gamma=1.087, delta=0.023, M=-1.717e+002
36 79 -> ~87 fr=1607 (0.1624), cf=0.997, gamma=1.112, delta=0.016, M=-1.716e+002
50 55 -> ~85 fr=1588 (0.1605), cf=0.999, gamma=1.105, delta=0.015, M=-1.703e+002
55 -> ~85 fr=1897 (0.1917), cf=0.994, gamma=1.099, delta=0.017, M=-1.687e+002
35 49 -> ~85 fr=1520 (0.1536), cf=1.000, gamma=1.106, delta=0.015, M=-1.673e+002
22 -> ~87 fr=2386 (0.2411), cf=0.981, gamma=1.094, delta=0.021, M=-1.671e+002
63 74 -> ~84 fr=1400 (0.1415), cf=1.000, gamma=1.116, delta=0.015, M=-1.666e+002
27 -> ~83 fr=2599 (0.2626), cf=0.981, gamma=1.086, delta=0.021, M=-1.666e+002
31 -> ~82 fr=2281 (0.2305), cf=0.982, gamma=1.096, delta=0.020, M=-1.665e+002
5 -> ~82 fr=4552 (0.4599), cf=0.952, gamma=1.062, delta=0.027, M=-1.653e+002
55 -> ~80 fr=1889 (0.1909), cf=0.990, gamma=1.104, delta=0.018, M=-1.641e+002
6 -> ~85 fr=2590 (0.2617), cf=0.981, gamma=1.085, delta=0.021, M=-1.637e+002
36 -> ~87 fr=1733 (0.1751), cf=0.993, gamma=1.108, delta=0.017, M=-1.627e+002
37 -> ~81 fr=1965 (0.1985), cf=0.987, gamma=1.102, delta=0.018, M=-1.616e+002
20 -> ~86 fr=4076 (0.4118), cf=0.962, gamma=1.064, delta=0.025, M=-1.611e+002
27 -> ~80 fr=2584 (0.2611), cf=0.976, gamma=1.089, delta=0.021, M=-1.605e+002
38 -> ~89 fr=1541 (0.1557), cf=0.999, gamma=1.105, delta=0.015, M=-1.602e+002
41 -> ~89 fr=3497 (0.3533), cf=0.968, gamma=1.071, delta=0.023, M=-1.588e+002
1 20 -> ~88 fr=2116 (0.2138), cf=0.987, gamma=1.092, delta=0.018, M=-1.543e+002
79 -> ~87 fr=2329 (0.2353), cf=0.979, gamma=1.092, delta=0.020, M=-1.528e+002
1 76 -> ~85 fr=2042 (0.2063), cf=0.988, gamma=1.093, delta=0.018, M=-1.526e+002
1 20 50 -> ~85 fr=1535 (0.1551), cf=0.997, gamma=1.103, delta=0.015, M=-1.516e+002
35 -> ~85 fr=2820 (0.2849), cf=0.975, gamma=1.079, delta=0.021, M=-1.511e+002
53 71 -> ~81 fr=1397 (0.1412), cf=0.997, gamma=1.113, delta=0.014, M=-1.487e+002
63 71 -> ~81 fr=1662 (0.1679), cf=0.991, gamma=1.106, delta=0.016, M=-1.487e+002
56 -> ~81 fr=2868 (0.2898), cf=0.969, gamma=1.081, delta=0.022, M=-1.479e+002
39 -> ~88 fr=2402 (0.2427), cf=0.980, gamma=1.085, delta=0.019, M=-1.465e+002
41 64 -> ~81 fr=1270 (0.1283), cf=0.999, gamma=1.115, delta=0.013, M=-1.448e+002
20 48 -> ~88 fr=1327 (0.1341), cf=1.000, gamma=1.106, delta=0.013, M=-1.443e+002
20 -> ~81 fr=4038 (0.4080), cf=0.953, gamma=1.063, delta=0.024, M=-1.426e+002
6 -> ~87 fr=2565 (0.2592), cf=0.972, gamma=1.084, delta=0.020, M=-1.403e+002
11 -> ~86 fr=4359 (0.4404), cf=0.955, gamma=1.057, delta=0.024, M=-1.396e+002
67 -> ~80 fr=1377 (0.1391), cf=0.996, gamma=1.111, delta=0.014, M=-1.394e+002
53 -> ~87 fr=2276 (0.2300), cf=0.976, gamma=1.089, delta=0.019, M=-1.364e+002
32 -> ~86 fr=2357 (0.2382), cf=0.978, gamma=1.082, delta=0.018, M=-1.348e+002
39 -> ~86 fr=2395 (0.2420), cf=0.978, gamma=1.081, delta=0.018, M=-1.338e+002
46 78 -> ~80 fr=1128 (0.1140), cf=1.000, gamma=1.116, delta=0.012, M=-1.319e+002
22 71 -> ~81 fr=1387 (0.1401), cf=0.994, gamma=1.109, delta=0.014, M=-1.314e+002
20 46 -> ~85 fr=1215 (0.1228), cf=1.000, gamma=1.106, delta=0.012, M=-1.313e+002
48 59 -> ~81 fr=1117 (0.1129), cf=1.000, gamma=1.116, delta=0.012, M=-1.306e+002
7 -> ~86 fr=1709 (0.1727), cf=0.989, gamma=1.094, delta=0.015, M=-1.293e+002
1 29 -> ~85 fr=1275 (0.1288), cf=0.998, gamma=1.104, delta=0.012, M=-1.290e+002
1 -> ~88 fr=4195 (0.4239), cf=0.955, gamma=1.056, delta=0.023, M=-1.290e+002
59 76 -> ~85 fr=1336 (0.1350), cf=0.997, gamma=1.103, delta=0.013, M=-1.286e+002
17 76 -> ~85 fr=1174 (0.1186), cf=1.000, gamma=1.106, delta=0.011, M=-1.265e+002
11 54 -> ~85 fr=1286 (0.1299), cf=0.998, gamma=1.104, delta=0.012, M=-1.264e+002
69 71 -> ~85 fr=1173 (0.1185), cf=1.000, gamma=1.106, delta=0.011, M=-1.264e+002
50 69 -> ~86 fr=1954 (0.1974), cf=0.983, gamma=1.088, delta=0.016, M=-1.264e+002
11 71 -> ~85 fr=1282 (0.1295), cf=0.998, gamma=1.104, delta=0.012, M=-1.260e+002
11 45 69 -> ~87 fr=1117 (0.1129), cf=0.999, gamma=1.115, delta=0.012, M=-1.256e+002
46 56 -> ~85 fr=1207 (0.1220), cf=0.999, gamma=1.105, delta=0.012, M=-1.255e+002
22 -> ~82 fr=2362 (0.2387), cf=0.971, gamma=1.084, delta=0.018, M=-1.245e+002
11 49 -> ~85 fr=1368 (0.1382), cf=0.995, gamma=1.101, delta=0.013, M=-1.225e+002
38 -> ~80 fr=1524 (0.1540), cf=0.988, gamma=1.102, delta=0.014, M=-1.224e+002
46 78 -> ~85 fr=1128 (0.1140), cf=1.000, gamma=1.106, delta=0.011, M=-1.212e+002
45 -> ~87 fr=3839 (0.3879), cf=0.950, gamma=1.061, delta=0.022, M=-1.211e+002
35 40 -> ~88 fr=1293 (0.1306), cf=0.996, gamma=1.102, delta=0.012, M=-1.203e+002
5 10 31 -> ~89 fr=1321 (0.1335), cf=0.995, gamma=1.101, delta=0.012, M=-1.203e+002
77 -> ~84 fr=1031 (0.1042), cf=1.000, gamma=1.116, delta=0.011, M=-1.200e+002
66 74 -> ~85 fr=1116 (0.1128), cf=1.000, gamma=1.106, delta=0.011, M=-1.199e+002
46 -> ~81 fr=2236 (0.2259), cf=0.972, gamma=1.085, delta=0.018, M=-1.196e+002
1 20 -> ~85 fr=2099 (0.2121), cf=0.979, gamma=1.083, delta=0.016, M=-1.196e+002
66 71 -> ~81 fr=1726 (0.1744), cf=0.982, gamma=1.096, delta=0.015, M=-1.188e+002
1 13 -> ~84 fr=1114 (0.1126), cf=0.997, gamma=1.113, delta=0.011, M=-1.175e+002
10 54 -> ~88 fr=1330 (0.1344), cf=0.994, gamma=1.100, delta=0.012, M=-1.153e+002
29 -> ~86 fr=2381 (0.2406), cf=0.973, gamma=1.076, delta=0.017, M=-1.150e+002
38 -> ~85 fr=1526 (0.1542), cf=0.989, gamma=1.094, delta=0.013, M=-1.138e+002
77 -> ~87 fr=1029 (0.1040), cf=0.998, gamma=1.114, delta=0.011, M=-1.107e+002
69 74 -> ~84 fr=1129 (0.1141), cf=0.995, gamma=1.110, delta=0.011, M=-1.094e+002
74 76 -> ~85 fr=1023 (0.1034), cf=1.000, gamma=1.106, delta=0.010, M=-1.093e+002
10 31 -> ~89 fr=1542 (0.1558), cf=0.987, gamma=1.092, delta=0.013, M=-1.089e+002
45 48 -> ~81 fr=1443 (0.1458), cf=0.986, gamma=1.100, delta=0.013, M=-1.088e+002
68 -> ~88 fr=1799 (0.1818), cf=0.981, gamma=1.086, delta=0.014, M=-1.081e+002
58 -> ~86 fr=1688 (0.1706), cf=0.984, gamma=1.088, delta=0.014, M=-1.081e+002
78 -> ~85 fr=2111 (0.2133), cf=0.976, gamma=1.079, delta=0.016, M=-1.078e+002
27 31 -> ~85 fr=1082 (0.1093), cf=0.998, gamma=1.104, delta=0.010, M=-1.071e+002
60 -> ~84 fr=1912 (0.1932), cf=0.974, gamma=1.087, delta=0.015, M=-1.067e+002
14 -> ~80 fr=1132 (0.1144), cf=0.994, gamma=1.109, delta=0.011, M=-1.067e+002
64 -> ~83 fr=3246 (0.3280), cf=0.959, gamma=1.061, delta=0.019, M=-1.057e+002
50 60 -> ~86 fr=1608 (0.1625), cf=0.984, gamma=1.089, delta=0.013, M=-1.037e+002
1 16 -> ~84 fr=1113 (0.1125), cf=0.993, gamma=1.108, delta=0.011, M=-1.018e+002
5 56 71 -> ~88 fr=1145 (0.1157), cf=0.995, gamma=1.100, delta=0.011, M=-1.008e+002
11 54 -> ~88 fr=1277 (0.1290), cf=0.991, gamma=1.096, delta=0.011, M=-9.904e+001
35 73 -> ~80 fr=1112 (0.1124), cf=0.992, gamma=1.107, delta=0.011, M=-9.886e+001
11 20 -> ~85 fr=1038 (0.1049), cf=0.997, gamma=1.103, delta=0.010, M=-9.861e+001
21 54 -> ~88 fr=1036 (0.1047), cf=0.997, gamma=1.103, delta=0.010, M=-9.839e+001
38 -> ~83 fr=1519 (0.1535), cf=0.984, gamma=1.089, delta=0.013, M=-9.832e+001
10 21 -> ~88 fr=1334 (0.1348), cf=0.989, gamma=1.094, delta=0.012, M=-9.802e+001
25 39 -> ~85 fr=1117 (0.1129), cf=0.995, gamma=1.100, delta=0.010, M=-9.775e+001
77 -> ~88 fr=1028 (0.1039), cf=0.997, gamma=1.103, delta=0.010, M=-9.751e+001
67 -> ~88 fr=1366 (0.1380), cf=0.988, gamma=1.093, delta=0.012, M=-9.694e+001
36 69 -> ~86 fr=1683 (0.1701), cf=0.980, gamma=1.084, delta=0.013, M=-9.666e+001
27 31 -> ~88 fr=1079 (0.1090), cf=0.995, gamma=1.101, delta=0.010, M=-9.661e+001
56 71 -> ~88 fr=1681 (0.1698), cf=0.980, gamma=1.084, delta=0.013, M=-9.629e+001
48 56 -> ~88 fr=1125 (0.1137), cf=0.994, gamma=1.099, delta=0.010, M=-9.575e+001
20 27 -> ~85 fr=1012 (0.1023), cf=0.997, gamma=1.103, delta=0.010, M=-9.575e+001
45 71 -> ~81 fr=2019 (0.2040), cf=0.968, gamma=1.081, delta=0.015, M=-9.575e+001
20 25 -> ~88 fr=1810 (0.1829), cf=0.977, gamma=1.081, delta=0.014, M=-9.565e+001
5 49 -> ~83 fr=1243 (0.1256), cf=0.990, gamma=1.096, delta=0.011, M=-9.544e+001
50 -> ~86 fr=4667 (0.4716), cf=0.943, gamma=1.044, delta=0.020, M=-9.426e+001
40 -> ~82 fr=2095 (0.2117), cf=0.966, gamma=1.079, delta=0.015, M=-9.415e+001
48 63 -> ~81 fr=1088 (0.1099), cf=0.991, gamma=1.106, delta=0.011, M=-9.354e+001
71 -> ~81 fr=3724 (0.3763), cf=0.945, gamma=1.054, delta=0.019, M=-9.288e+001
21 59 -> ~88 fr=1067 (0.1078), cf=0.994, gamma=1.100, delta=0.010, M=-9.235e+001
27 56 -> ~85 fr=1009 (0.1020), cf=0.996, gamma=1.102, delta=0.009, M=-9.212e+001
25 29 -> ~85 fr=1091 (0.1102), cf=0.994, gamma=1.099, delta=0.010, M=-9.210e+001
1 63 -> ~84 fr=1635 (0.1652), cf=0.975, gamma=1.088, delta=0.013, M=-9.190e+001
26 69 -> ~86 fr=2016 (0.2037), cf=0.972, gamma=1.075, delta=0.014, M=-9.148e+001
20 78 -> ~88 fr=1192 (0.1204), cf=0.990, gamma=1.095, delta=0.010, M=-9.010e+001
46 78 -> ~88 fr=1119 (0.1131), cf=0.992, gamma=1.097, delta=0.010, M=-8.978e+001
13 -> ~84 fr=2378 (0.2403), cf=0.960, gamma=1.071, delta=0.016, M=-8.847e+001
49 73 -> ~80 fr=1085 (0.1096), cf=0.989, gamma=1.104, delta=0.010, M=-8.838e+001
10 73 -> ~89 fr=1399 (0.1414), cf=0.984, gamma=1.088, delta=0.011, M=-8.814e+001
20 71 -> ~88 fr=1727 (0.1745), cf=0.976, gamma=1.080, delta=0.013, M=-8.770e+001
