10 76 -> 84 fr=1004 (0.1015), cf=0.634, gamma=6.087, delta=0.085, M=-2.090e+003
10 -> ~82 fr=3920 (0.3963), cf=0.987, gamma=1.102, delta=0.037, M=-3.793e+002
50 -> ~89 fr=4877 (0.4930), cf=0.980, gamma=1.084, delta=0.038, M=-3.779e+002
25 -> ~80 fr=3015 (0.3048), cf=0.998, gamma=1.114, delta=0.031, M=-3.655e+002
25 -> ~86 fr=3021 (0.3054), cf=1.000, gamma=1.106, delta=0.029, M=-3.619e+002
59 -> ~83 fr=2974 (0.3006), cf=1.000, gamma=1.106, delta=0.029, M=-3.606e+002
59 -> ~86 fr=2973 (0.3005), cf=1.000, gamma=1.106, delta=0.029, M=-3.548e+002
66 -> ~87 fr=3029 (0.3062), cf=0.996, gamma=1.112, delta=0.031, M=-3.518e+002
35 -> ~86 fr=2897 (0.2929), cf=1.000, gamma=1.106, delta=0.028, M=-3.497e+002
71 -> ~87 fr=3891 (0.3933), cf=0.984, gamma=1.098, delta=0.035, M=-3.443e+002
48 -> ~86 fr=2955 (0.2987), cf=0.999, gamma=1.105, delta=0.028, M=-3.373e+002
74 -> ~86 fr=2834 (0.2865), cf=1.000, gamma=1.106, delta=0.027, M=-3.346e+002
74 -> ~83 fr=2834 (0.2865), cf=1.000, gamma=1.106, delta=0.027, M=-3.342e+002
41 -> ~80 fr=3574 (0.3613), cf=0.987, gamma=1.102, delta=0.033, M=-3.326e+002
74 -> ~80 fr=2826 (0.2857), cf=0.997, gamma=1.113, delta=0.029, M=-3.282e+002
71 -> ~84 fr=3883 (0.3925), cf=0.982, gamma=1.096, delta=0.034, M=-3.261e+002
6 -> ~84 fr=2643 (0.2672), cf=0.998, gamma=1.115, delta=0.027, M=-3.209e+002
76 -> ~86 fr=4233 (0.4279), cf=0.982, gamma=1.086, delta=0.034, M=-3.205e+002
56 -> ~84 fr=2903 (0.2935), cf=0.995, gamma=1.110, delta=0.029, M=-3.192e+002
49 -> ~86 fr=2664 (0.2693), cf=1.000, gamma=1.106, delta=0.026, M=-3.163e+002
50 -> ~80 fr=4822 (0.4875), cf=0.969, gamma=1.081, delta=0.037, M=-3.146e+002
54 -> ~82 fr=2420 (0.2446), cf=1.000, gamma=1.116, delta=0.025, M=-3.079e+002
41 -> ~84 fr=3564 (0.3603), cf=0.984, gamma=1.099, delta=0.032, M=-3.078e+002
10 -> ~81 fr=3890 (0.3932), cf=0.980, gamma=1.093, delta=0.034, M=-3.054e+002
79 -> ~84 fr=2397 (0.2423), cf=1.000, gamma=1.116, delta=0.025, M=-3.045e+002
79 -> ~82 fr=2397 (0.2423), cf=1.000, gamma=1.116, delta=0.025, M=-3.045e+002
79 -> ~81 fr=2397 (0.2423), cf=1.000, gamma=1.116, delta=0.025, M=-3.042e+002
49 -> ~82 fr=2655 (0.2684), cf=0.997, gamma=1.112, delta=0.027, M=-3.027e+002
26 -> ~81 fr=2404 (0.2430), cf=1.000, gamma=1.116, delta=0.025, M=-2.994e+002
66 -> ~86 fr=3023 (0.3056), cf=0.994, gamma=1.100, delta=0.028, M=-2.992e+002
53 -> ~82 fr=2301 (0.2326), cf=1.000, gamma=1.116, delta=0.024, M=-2.904e+002
46 -> ~84 fr=2271 (0.2296), cf=1.000, gamma=1.116, delta=0.024, M=-2.860e+002
26 -> ~87 fr=2401 (0.2427), cf=0.998, gamma=1.114, delta=0.025, M=-2.844e+002
26 -> ~82 fr=2400 (0.2426), cf=0.998, gamma=1.114, delta=0.025, M=-2.807e+002
79 -> ~83 fr=2397 (0.2423), cf=1.000, gamma=1.106, delta=0.023, M=-2.791e+002
5 -> ~81 fr=4615 (0.4665), cf=0.967, gamma=1.079, delta=0.034, M=-2.783e+002
20 66 -> ~88 fr=2389 (0.2415), cf=1.000, gamma=1.106, delta=0.023, M=-2.780e+002
30 -> ~84 fr=2211 (0.2235), cf=1.000, gamma=1.116, delta=0.023, M=-2.773e+002
26 -> ~83 fr=2404 (0.2430), cf=1.000, gamma=1.106, delta=0.023, M=-2.743e+002
78 -> ~84 fr=2177 (0.2201), cf=1.000, gamma=1.116, delta=0.023, M=-2.724e+002
74 -> ~89 fr=2818 (0.2849), cf=0.994, gamma=1.099, delta=0.026, M=-2.705e+002
31 -> ~87 fr=2304 (0.2329), cf=0.998, gamma=1.114, delta=0.024, M=-2.704e+002
1 -> ~89 fr=4307 (0.4354), cf=0.975, gamma=1.079, delta=0.032, M=-2.698e+002
46 -> ~83 fr=2271 (0.2296), cf=1.000, gamma=1.106, delta=0.022, M=-2.622e+002
50 74 -> ~84 fr=2651 (0.2680), cf=0.992, gamma=1.107, delta=0.026, M=-2.607e+002
10 -> ~83 fr=3886 (0.3928), cf=0.979, gamma=1.082, delta=0.030, M=-2.580e+002
22 -> ~83 fr=2443 (0.2470), cf=0.998, gamma=1.103, delta=0.023, M=-2.574e+002
46 -> ~89 fr=2270 (0.2295), cf=1.000, gamma=1.106, delta=0.022, M=-2.564e+002
76 -> ~87 fr=4181 (0.4227), cf=0.970, gamma=1.082, delta=0.032, M=-2.562e+002
45 -> ~85 fr=3963 (0.4006), cf=0.977, gamma=1.081, delta=0.030, M=-2.552e+002
29 -> ~80 fr=2441 (0.2468), cf=0.994, gamma=1.110, delta=0.024, M=-2.544e+002
6 -> ~86 fr=2632 (0.2661), cf=0.994, gamma=1.100, delta=0.024, M=-2.521e+002
59 69 -> ~87 fr=1987 (0.2009), cf=1.000, gamma=1.116, delta=0.021, M=-2.451e+002
11 50 -> ~86 fr=2244 (0.2268), cf=0.999, gamma=1.105, delta=0.022, M=-2.438e+002
40 -> ~86 fr=2154 (0.2178), cf=1.000, gamma=1.106, delta=0.021, M=-2.414e+002
17 -> ~82 fr=2048 (0.2070), cf=0.999, gamma=1.115, delta=0.021, M=-2.391e+002
73 -> ~85 fr=2729 (0.2759), cf=0.991, gamma=1.096, delta=0.024, M=-2.386e+002
55 -> ~84 fr=1927 (0.1948), cf=1.000, gamma=1.116, delta=0.020, M=-2.372e+002
16 -> ~82 fr=1963 (0.1984), cf=0.999, gamma=1.116, delta=0.021, M=-2.367e+002
30 -> ~86 fr=2207 (0.2231), cf=0.998, gamma=1.104, delta=0.021, M=-2.347e+002
40 -> ~80 fr=2147 (0.2170), cf=0.996, gamma=1.112, delta=0.022, M=-2.332e+002
39 -> ~80 fr=2426 (0.2452), cf=0.991, gamma=1.107, delta=0.024, M=-2.318e+002
40 -> ~84 fr=2146 (0.2169), cf=0.996, gamma=1.112, delta=0.022, M=-2.299e+002
78 -> ~81 fr=2167 (0.2191), cf=0.995, gamma=1.111, delta=0.022, M=-2.292e+002
54 -> ~81 fr=2399 (0.2425), cf=0.991, gamma=1.106, delta=0.023, M=-2.281e+002
17 -> ~83 fr=2050 (0.2072), cf=1.000, gamma=1.106, delta=0.020, M=-2.277e+002
21 -> ~82 fr=1857 (0.1877), cf=1.000, gamma=1.116, delta=0.020, M=-2.276e+002
34 -> ~86 fr=2046 (0.2068), cf=1.000, gamma=1.106, delta=0.020, M=-2.274e+002
66 -> ~88 fr=2997 (0.3030), cf=0.986, gamma=1.090, delta=0.025, M=-2.270e+002
47 -> ~89 fr=1998 (0.2020), cf=1.000, gamma=1.106, delta=0.019, M=-2.265e+002
11 -> ~83 fr=4430 (0.4478), cf=0.968, gamma=1.071, delta=0.030, M=-2.261e+002
45 49 -> ~88 fr=1981 (0.2003), cf=1.000, gamma=1.106, delta=0.019, M=-2.244e+002
16 -> ~87 fr=1960 (0.1981), cf=0.998, gamma=1.114, delta=0.020, M=-2.223e+002
37 -> ~89 fr=1965 (0.1986), cf=1.000, gamma=1.106, delta=0.019, M=-2.223e+002
37 -> ~83 fr=1965 (0.1986), cf=1.000, gamma=1.106, delta=0.019, M=-2.223e+002
11 76 -> ~85 fr=1985 (0.2007), cf=0.999, gamma=1.106, delta=0.019, M=-2.194e+002
29 -> ~84 fr=2429 (0.2456), cf=0.989, gamma=1.104, delta=0.023, M=-2.193e+002
31 -> ~83 fr=2296 (0.2321), cf=0.995, gamma=1.100, delta=0.021, M=-2.176e+002
59 -> ~87 fr=2918 (0.2950), cf=0.981, gamma=1.095, delta=0.026, M=-2.171e+002
16 -> ~86 fr=1963 (0.1984), cf=0.999, gamma=1.106, delta=0.019, M=-2.168e+002
16 -> ~83 fr=1963 (0.1984), cf=0.999, gamma=1.106, delta=0.019, M=-2.166e+002
21 -> ~87 fr=1855 (0.1875), cf=0.999, gamma=1.115, delta=0.019, M=-2.166e+002
79 -> ~89 fr=2381 (0.2407), cf=0.993, gamma=1.099, delta=0.022, M=-2.163e+002
36 -> ~81 fr=1768 (0.1787), cf=1.000, gamma=1.116, delta=0.019, M=-2.152e+002
45 71 -> ~88 fr=2114 (0.2137), cf=0.997, gamma=1.103, delta=0.020, M=-2.147e+002
69 -> ~89 fr=3530 (0.3569), cf=0.977, gamma=1.080, delta=0.027, M=-2.134e+002
50 -> ~84 fr=4761 (0.4813), cf=0.957, gamma=1.068, delta=0.031, M=-2.125e+002
64 -> ~85 fr=3281 (0.3317), cf=0.980, gamma=1.084, delta=0.026, M=-2.117e+002
30 -> ~80 fr=2194 (0.2218), cf=0.992, gamma=1.108, delta=0.022, M=-2.115e+002
31 -> ~81 fr=2286 (0.2311), cf=0.990, gamma=1.105, delta=0.022, M=-2.102e+002
36 -> ~84 fr=1767 (0.1786), cf=0.999, gamma=1.116, delta=0.019, M=-2.099e+002
21 -> ~83 fr=1857 (0.1877), cf=1.000, gamma=1.106, delta=0.018, M=-2.086e+002
13 -> ~80 fr=2456 (0.2483), cf=0.987, gamma=1.102, delta=0.023, M=-2.081e+002
68 -> ~85 fr=1844 (0.1864), cf=1.000, gamma=1.106, delta=0.018, M=-2.070e+002
1 74 -> ~88 fr=1883 (0.1904), cf=0.999, gamma=1.106, delta=0.018, M=-2.065e+002
26 -> ~89 fr=2385 (0.2411), cf=0.992, gamma=1.097, delta=0.021, M=-2.056e+002
79 -> ~86 fr=2377 (0.2403), cf=0.992, gamma=1.097, delta=0.021, M=-2.049e+002
21 -> ~81 fr=1852 (0.1872), cf=0.997, gamma=1.113, delta=0.019, M=-2.041e+002
56 71 -> ~80 fr=1681 (0.1699), cf=1.000, gamma=1.116, delta=0.018, M=-2.035e+002
64 73 -> ~82 fr=1718 (0.1737), cf=0.999, gamma=1.116, delta=0.018, M=-2.033e+002
5 64 -> ~83 fr=1894 (0.1915), cf=0.999, gamma=1.105, delta=0.018, M=-2.032e+002
20 74 -> ~85 fr=1804 (0.1824), cf=1.000, gamma=1.106, delta=0.017, M=-2.020e+002
68 -> ~83 fr=1843 (0.1863), cf=0.999, gamma=1.106, delta=0.018, M=-2.015e+002
73 -> ~83 fr=2714 (0.2744), cf=0.986, gamma=1.090, delta=0.023, M=-2.005e+002
20 25 -> ~89 fr=1832 (0.1852), cf=0.999, gamma=1.106, delta=0.018, M=-2.001e+002
56 -> ~80 fr=2857 (0.2888), cf=0.979, gamma=1.093, delta=0.025, M=-1.998e+002
36 -> ~89 fr=1768 (0.1787), cf=1.000, gamma=1.106, delta=0.017, M=-1.975e+002
36 -> ~83 fr=1768 (0.1787), cf=1.000, gamma=1.106, delta=0.017, M=-1.975e+002
5 31 -> ~82 fr=1764 (0.1783), cf=0.998, gamma=1.114, delta=0.018, M=-1.964e+002
45 59 -> ~88 fr=1869 (0.1889), cf=0.998, gamma=1.104, delta=0.018, M=-1.957e+002
5 22 -> ~82 fr=1660 (0.1678), cf=0.999, gamma=1.116, delta=0.017, M=-1.956e+002
68 -> ~82 fr=1837 (0.1857), cf=0.996, gamma=1.112, delta=0.019, M=-1.951e+002
27 -> ~81 fr=2600 (0.2628), cf=0.982, gamma=1.096, delta=0.023, M=-1.942e+002
45 -> ~88 fr=3929 (0.3972), cf=0.969, gamma=1.072, delta=0.027, M=-1.937e+002
20 41 -> ~89 fr=1701 (0.1720), cf=1.000, gamma=1.106, delta=0.016, M=-1.892e+002
68 -> ~80 fr=1835 (0.1855), cf=0.995, gamma=1.111, delta=0.018, M=-1.880e+002
48 -> ~89 fr=2902 (0.2934), cf=0.981, gamma=1.085, delta=0.023, M=-1.865e+002
58 -> ~82 fr=1717 (0.1736), cf=0.997, gamma=1.113, delta=0.018, M=-1.864e+002
23 -> ~84 fr=1713 (0.1732), cf=0.997, gamma=1.113, delta=0.018, M=-1.859e+002
49 -> ~88 fr=2623 (0.2652), cf=0.985, gamma=1.089, delta=0.022, M=-1.852e+002
7 -> ~84 fr=1721 (0.1740), cf=0.997, gamma=1.112, delta=0.018, M=-1.834e+002
54 -> ~87 fr=2381 (0.2407), cf=0.984, gamma=1.098, delta=0.021, M=-1.826e+002
17 -> ~87 fr=2031 (0.2053), cf=0.990, gamma=1.105, delta=0.020, M=-1.819e+002
36 -> ~82 fr=1760 (0.1779), cf=0.995, gamma=1.111, delta=0.018, M=-1.817e+002
20 56 -> ~81 fr=2041 (0.2063), cf=0.990, gamma=1.105, delta=0.020, M=-1.809e+002
64 -> ~87 fr=3248 (0.3283), cf=0.970, gamma=1.082, delta=0.025, M=-1.804e+002
55 -> ~89 fr=1918 (0.1939), cf=0.995, gamma=1.101, delta=0.018, M=-1.802e+002
73 -> ~82 fr=2692 (0.2721), cf=0.978, gamma=1.091, delta=0.023, M=-1.793e+002
5 -> ~82 fr=4549 (0.4599), cf=0.953, gamma=1.064, delta=0.028, M=-1.760e+002
35 76 -> ~85 fr=1566 (0.1583), cf=1.000, gamma=1.106, delta=0.015, M=-1.728e+002
50 55 -> ~85 fr=1599 (0.1616), cf=0.999, gamma=1.105, delta=0.015, M=-1.715e+002
22 -> ~87 fr=2403 (0.2429), cf=0.981, gamma=1.095, delta=0.021, M=-1.712e+002
55 -> ~85 fr=1915 (0.1936), cf=0.994, gamma=1.099, delta=0.017, M=-1.708e+002
47 -> ~83 fr=1983 (0.2005), cf=0.992, gamma=1.098, delta=0.018, M=-1.704e+002
36 79 -> ~87 fr=1622 (0.1640), cf=0.996, gamma=1.112, delta=0.016, M=-1.702e+002
27 -> ~80 fr=2588 (0.2616), cf=0.978, gamma=1.091, delta=0.022, M=-1.699e+002
31 -> ~82 fr=2268 (0.2293), cf=0.983, gamma=1.097, delta=0.020, M=-1.671e+002
63 74 -> ~84 fr=1402 (0.1417), cf=1.000, gamma=1.116, delta=0.015, M=-1.670e+002
35 49 -> ~85 fr=1516 (0.1533), cf=1.000, gamma=1.106, delta=0.015, M=-1.667e+002
21 -> ~85 fr=1845 (0.1865), cf=0.994, gamma=1.099, delta=0.017, M=-1.625e+002
20 -> ~86 fr=4043 (0.4087), cf=0.962, gamma=1.065, delta=0.025, M=-1.624e+002
38 -> ~89 fr=1555 (0.1572), cf=0.999, gamma=1.105, delta=0.015, M=-1.618e+002
48 -> ~87 fr=2874 (0.2905), cf=0.971, gamma=1.084, delta=0.022, M=-1.605e+002
27 -> ~83 fr=2595 (0.2623), cf=0.980, gamma=1.084, delta=0.020, M=-1.605e+002
55 -> ~80 fr=1904 (0.1925), cf=0.988, gamma=1.103, delta=0.018, M=-1.589e+002
36 69 -> ~87 fr=1723 (0.1742), cf=0.992, gamma=1.107, delta=0.017, M=-1.588e+002
1 20 -> ~88 fr=2116 (0.2139), cf=0.988, gamma=1.093, delta=0.018, M=-1.587e+002
37 -> ~81 fr=1940 (0.1961), cf=0.987, gamma=1.102, delta=0.018, M=-1.587e+002
41 -> ~89 fr=3504 (0.3542), cf=0.968, gamma=1.070, delta=0.023, M=-1.580e+002
36 -> ~87 fr=1752 (0.1771), cf=0.991, gamma=1.106, delta=0.017, M=-1.571e+002
1 20 50 -> ~85 fr=1541 (0.1558), cf=0.998, gamma=1.104, delta=0.015, M=-1.560e+002
11 79 -> ~87 fr=1757 (0.1776), cf=0.990, gamma=1.105, delta=0.017, M=-1.526e+002
1 76 -> ~85 fr=2049 (0.2071), cf=0.987, gamma=1.092, delta=0.017, M=-1.510e+002
63 71 -> ~81 fr=1680 (0.1698), cf=0.991, gamma=1.106, delta=0.016, M=-1.510e+002
6 -> ~85 fr=2589 (0.2617), cf=0.978, gamma=1.082, delta=0.020, M=-1.491e+002
39 -> ~88 fr=2400 (0.2426), cf=0.981, gamma=1.085, delta=0.019, M=-1.480e+002
56 -> ~81 fr=2828 (0.2859), cf=0.969, gamma=1.082, delta=0.022, M=-1.479e+002
41 64 -> ~81 fr=1284 (0.1298), cf=0.999, gamma=1.115, delta=0.013, M=-1.467e+002
35 -> ~85 fr=2820 (0.2851), cf=0.973, gamma=1.077, delta=0.020, M=-1.431e+002
6 -> ~87 fr=2573 (0.2601), cf=0.972, gamma=1.085, delta=0.020, M=-1.429e+002
20 48 -> ~88 fr=1313 (0.1327), cf=1.000, gamma=1.106, delta=0.013, M=-1.426e+002
20 -> ~81 fr=4004 (0.4048), cf=0.953, gamma=1.064, delta=0.024, M=-1.425e+002
79 -> ~87 fr=2339 (0.2365), cf=0.976, gamma=1.089, delta=0.019, M=-1.420e+002
11 -> ~86 fr=4372 (0.4420), cf=0.955, gamma=1.057, delta=0.024, M=-1.419e+002
53 71 -> ~81 fr=1391 (0.1406), cf=0.996, gamma=1.111, delta=0.014, M=-1.412e+002
1 -> ~88 fr=4224 (0.4270), cf=0.956, gamma=1.058, delta=0.023, M=-1.386e+002
53 -> ~87 fr=2245 (0.2270), cf=0.976, gamma=1.089, delta=0.019, M=-1.347e+002
67 -> ~80 fr=1386 (0.1401), cf=0.994, gamma=1.110, delta=0.014, M=-1.343e+002
48 59 -> ~81 fr=1139 (0.1151), cf=1.000, gamma=1.116, delta=0.012, M=-1.334e+002
22 71 -> ~81 fr=1398 (0.1413), cf=0.994, gamma=1.109, delta=0.014, M=-1.329e+002
32 -> ~86 fr=2353 (0.2379), cf=0.978, gamma=1.082, delta=0.018, M=-1.326e+002
1 29 -> ~85 fr=1303 (0.1317), cf=0.998, gamma=1.104, delta=0.012, M=-1.322e+002
39 -> ~86 fr=2391 (0.2417), cf=0.977, gamma=1.081, delta=0.018, M=-1.316e+002
7 -> ~86 fr=1709 (0.1728), cf=0.990, gamma=1.095, delta=0.015, M=-1.316e+002
22 -> ~82 fr=2381 (0.2407), cf=0.972, gamma=1.085, delta=0.019, M=-1.312e+002
46 78 -> ~80 fr=1119 (0.1131), cf=1.000, gamma=1.116, delta=0.012, M=-1.309e+002
17 76 -> ~85 fr=1198 (0.1211), cf=1.000, gamma=1.106, delta=0.012, M=-1.292e+002
59 76 -> ~85 fr=1334 (0.1349), cf=0.997, gamma=1.103, delta=0.013, M=-1.283e+002
20 46 -> ~85 fr=1184 (0.1197), cf=1.000, gamma=1.106, delta=0.011, M=-1.276e+002
69 71 -> ~85 fr=1183 (0.1196), cf=1.000, gamma=1.106, delta=0.011, M=-1.275e+002
11 45 69 -> ~87 fr=1130 (0.1142), cf=0.999, gamma=1.115, delta=0.012, M=-1.272e+002
46 -> ~81 fr=2211 (0.2235), cf=0.974, gamma=1.087, delta=0.018, M=-1.247e+002
11 49 -> ~85 fr=1356 (0.1371), cf=0.996, gamma=1.101, delta=0.013, M=-1.241e+002
35 40 -> ~88 fr=1294 (0.1308), cf=0.997, gamma=1.103, delta=0.012, M=-1.237e+002
1 13 -> ~84 fr=1133 (0.1145), cf=0.998, gamma=1.114, delta=0.012, M=-1.237e+002
11 54 -> ~85 fr=1290 (0.1304), cf=0.997, gamma=1.103, delta=0.012, M=-1.233e+002
45 -> ~87 fr=3855 (0.3897), cf=0.951, gamma=1.061, delta=0.022, M=-1.230e+002
1 20 -> ~85 fr=2099 (0.2122), cf=0.980, gamma=1.084, delta=0.016, M=-1.229e+002
11 71 -> ~85 fr=1285 (0.1299), cf=0.997, gamma=1.103, delta=0.012, M=-1.227e+002
46 56 -> ~85 fr=1180 (0.1193), cf=0.999, gamma=1.105, delta=0.011, M=-1.223e+002
50 69 -> ~86 fr=1965 (0.1986), cf=0.982, gamma=1.086, delta=0.016, M=-1.218e+002
46 78 -> ~85 fr=1119 (0.1131), cf=1.000, gamma=1.106, delta=0.011, M=-1.202e+002
38 -> ~80 fr=1536 (0.1553), cf=0.987, gamma=1.101, delta=0.014, M=-1.195e+002
5 10 31 -> ~89 fr=1313 (0.1327), cf=0.995, gamma=1.101, delta=0.012, M=-1.193e+002
66 74 -> ~85 fr=1106 (0.1118), cf=1.000, gamma=1.106, delta=0.011, M=-1.187e+002
64 -> ~83 fr=3224 (0.3259), cf=0.963, gamma=1.065, delta=0.020, M=-1.186e+002
38 -> ~85 fr=1541 (0.1558), cf=0.990, gamma=1.095, delta=0.013, M=-1.177e+002
78 -> ~85 fr=2129 (0.2152), cf=0.978, gamma=1.082, delta=0.016, M=-1.175e+002
10 54 -> ~88 fr=1321 (0.1335), cf=0.995, gamma=1.100, delta=0.012, M=-1.171e+002
66 71 -> ~81 fr=1721 (0.1740), cf=0.981, gamma=1.094, delta=0.015, M=-1.146e+002
29 56 -> ~86 fr=1117 (0.1129), cf=0.998, gamma=1.104, delta=0.011, M=-1.111e+002
50 60 -> ~86 fr=1641 (0.1659), cf=0.986, gamma=1.090, delta=0.014, M=-1.110e+002
74 76 -> ~85 fr=1013 (0.1024), cf=1.000, gamma=1.106, delta=0.010, M=-1.081e+002
29 -> ~86 fr=2384 (0.2410), cf=0.971, gamma=1.074, delta=0.017, M=-1.080e+002
10 31 -> ~89 fr=1524 (0.1541), cf=0.987, gamma=1.092, delta=0.013, M=-1.069e+002
35 73 -> ~80 fr=1131 (0.1143), cf=0.994, gamma=1.109, delta=0.011, M=-1.066e+002
45 48 -> ~81 fr=1458 (0.1474), cf=0.984, gamma=1.099, delta=0.013, M=-1.064e+002
27 31 -> ~85 fr=1071 (0.1083), cf=0.998, gamma=1.104, delta=0.010, M=-1.059e+002
56 71 -> ~88 fr=1653 (0.1671), cf=0.983, gamma=1.088, delta=0.013, M=-1.042e+002
69 74 -> ~84 fr=1133 (0.1145), cf=0.993, gamma=1.108, delta=0.011, M=-1.042e+002
1 16 -> ~84 fr=1128 (0.1140), cf=0.993, gamma=1.108, delta=0.011, M=-1.036e+002
20 25 -> ~88 fr=1796 (0.1816), cf=0.980, gamma=1.084, delta=0.014, M=-1.025e+002
27 31 -> ~88 fr=1070 (0.1082), cf=0.997, gamma=1.103, delta=0.010, M=-1.021e+002
68 -> ~88 fr=1806 (0.1826), cf=0.979, gamma=1.083, delta=0.014, M=-1.018e+002
58 -> ~86 fr=1690 (0.1708), cf=0.981, gamma=1.086, delta=0.013, M=-1.008e+002
60 -> ~84 fr=1937 (0.1958), cf=0.971, gamma=1.084, delta=0.015, M=-1.004e+002
25 39 -> ~85 fr=1113 (0.1125), cf=0.996, gamma=1.101, delta=0.010, M=-1.003e+002
11 54 -> ~88 fr=1282 (0.1296), cf=0.991, gamma=1.096, delta=0.011, M=-9.950e+001
10 21 -> ~88 fr=1324 (0.1338), cf=0.990, gamma=1.095, delta=0.012, M=-9.919e+001
48 56 -> ~88 fr=1096 (0.1108), cf=0.995, gamma=1.101, delta=0.010, M=-9.840e+001
67 -> ~88 fr=1377 (0.1392), cf=0.988, gamma=1.093, delta=0.012, M=-9.801e+001
21 54 -> ~88 fr=1030 (0.1041), cf=0.997, gamma=1.103, delta=0.010, M=-9.767e+001
38 -> ~83 fr=1532 (0.1549), cf=0.984, gamma=1.088, delta=0.013, M=-9.762e+001
14 -> ~80 fr=1100 (0.1112), cf=0.992, gamma=1.107, delta=0.011, M=-9.754e+001
20 71 -> ~88 fr=1719 (0.1738), cf=0.979, gamma=1.083, delta=0.013, M=-9.654e+001
20 27 -> ~85 fr=1009 (0.1020), cf=0.997, gamma=1.103, delta=0.010, M=-9.537e+001
77 -> ~88 fr=1003 (0.1014), cf=0.997, gamma=1.103, delta=0.009, M=-9.471e+001
40 -> ~82 fr=2083 (0.2106), cf=0.967, gamma=1.079, delta=0.015, M=-9.439e+001
25 39 -> ~89 fr=1111 (0.1123), cf=0.994, gamma=1.099, delta=0.010, M=-9.419e+001
48 63 -> ~81 fr=1089 (0.1101), cf=0.991, gamma=1.106, delta=0.011, M=-9.372e+001
11 20 -> ~85 fr=1022 (0.1033), cf=0.996, gamma=1.102, delta=0.010, M=-9.348e+001
13 -> ~84 fr=2391 (0.2417), cf=0.961, gamma=1.073, delta=0.016, M=-9.327e+001
36 69 -> ~86 fr=1700 (0.1719), cf=0.979, gamma=1.083, delta=0.013, M=-9.318e+001
10 73 -> ~89 fr=1407 (0.1422), cf=0.985, gamma=1.090, delta=0.012, M=-9.277e+001
25 29 -> ~85 fr=1091 (0.1103), cf=0.994, gamma=1.099, delta=0.010, M=-9.204e+001
26 69 -> ~86 fr=2027 (0.2049), cf=0.972, gamma=1.075, delta=0.014, M=-9.101e+001
21 59 -> ~88 fr=1053 (0.1064), cf=0.994, gamma=1.100, delta=0.010, M=-9.078e+001
27 56 -> ~85 fr=996 (0.1007), cf=0.996, gamma=1.102, delta=0.009, M=-9.065e+001
1 63 -> ~84 fr=1651 (0.1669), cf=0.974, gamma=1.087, delta=0.013, M=-9.054e+001
20 78 -> ~88 fr=1196 (0.1209), cf=0.990, gamma=1.095, delta=0.011, M=-9.045e+001
5 49 -> ~83 fr=1255 (0.1269), cf=0.988, gamma=1.093, delta=0.011, M=-8.975e+001
49 73 -> ~80 fr=1073 (0.1085), cf=0.990, gamma=1.105, delta=0.010, M=-8.945e+001
71 -> ~81 fr=3731 (0.3772), cf=0.944, gamma=1.053, delta=0.019, M=-8.923e+001
46 78 -> ~88 fr=1110 (0.1122), cf=0.992, gamma=1.097, delta=0.010, M=-8.877e+001
30 35 -> ~88 fr=1006 (0.1017), cf=0.995, gamma=1.101, delta=0.009, M=-8.866e+001
22 -> ~81 fr=2351 (0.2377), cf=0.960, gamma=1.071, delta=0.016, M=-8.814e+001
