10 76 -> 84 fr=1004 (0.1014), cf=0.633, gamma=6.083, delta=0.085, M=-2.089e+003
17 -> ~82 fr=2044 (0.2065), cf=0.999, gamma=1.115, delta=0.021, M=-2.384e+002
54 -> ~81 fr=2426 (0.2451), cf=0.992, gamma=1.107, delta=0.024, M=-2.372e+002
78 -> ~81 fr=2172 (0.2195), cf=0.996, gamma=1.112, delta=0.022, M=-2.365e+002
16 -> ~82 fr=1957 (0.1977), cf=0.999, gamma=1.116, delta=0.020, M=-2.357e+002
34 -> ~86 fr=2030 (0.2051), cf=1.000, gamma=1.106, delta=0.020, M=-2.310e+002
40 -> ~80 fr=2125 (0.2147), cf=0.996, gamma=1.112, delta=0.022, M=-2.301e+002
30 -> ~86 fr=2200 (0.2223), cf=0.998, gamma=1.104, delta=0.021, M=-2.299e+002
39 -> ~80 fr=2468 (0.2494), cf=0.990, gamma=1.105, delta=0.024, M=-2.293e+002
47 -> ~89 fr=2016 (0.2037), cf=1.000, gamma=1.106, delta=0.020, M=-2.290e+002
21 -> ~82 fr=1862 (0.1881), cf=1.000, gamma=1.116, delta=0.020, M=-2.281e+002
17 -> ~83 fr=2046 (0.2067), cf=1.000, gamma=1.106, delta=0.020, M=-2.273e+002
40 -> ~84 fr=2124 (0.2146), cf=0.996, gamma=1.111, delta=0.022, M=-2.267e+002
66 -> ~88 fr=3025 (0.3056), cf=0.985, gamma=1.090, delta=0.025, M=-2.263e+002
16 -> ~87 fr=1955 (0.1975), cf=0.998, gamma=1.114, delta=0.020, M=-2.257e+002
37 -> ~89 fr=1989 (0.2010), cf=1.000, gamma=1.106, delta=0.019, M=-2.255e+002
37 -> ~83 fr=1989 (0.2010), cf=1.000, gamma=1.106, delta=0.019, M=-2.255e+002
45 49 -> ~88 fr=1969 (0.1989), cf=1.000, gamma=1.106, delta=0.019, M=-2.229e+002
21 -> ~87 fr=1861 (0.1880), cf=0.999, gamma=1.115, delta=0.019, M=-2.221e+002
50 -> ~84 fr=4719 (0.4768), cf=0.958, gamma=1.070, delta=0.031, M=-2.214e+002
31 -> ~83 fr=2299 (0.2323), cf=0.995, gamma=1.101, delta=0.021, M=-2.212e+002
11 76 -> ~85 fr=1969 (0.1989), cf=0.999, gamma=1.106, delta=0.019, M=-2.175e+002
11 -> ~83 fr=4425 (0.4471), cf=0.967, gamma=1.069, delta=0.029, M=-2.165e+002
16 -> ~86 fr=1957 (0.1977), cf=0.999, gamma=1.106, delta=0.019, M=-2.162e+002
16 -> ~83 fr=1957 (0.1977), cf=0.999, gamma=1.106, delta=0.019, M=-2.159e+002
29 -> ~84 fr=2442 (0.2467), cf=0.989, gamma=1.104, delta=0.023, M=-2.159e+002
36 -> ~81 fr=1738 (0.1756), cf=1.000, gamma=1.116, delta=0.018, M=-2.111e+002
59 -> ~87 fr=2915 (0.2945), cf=0.980, gamma=1.094, delta=0.025, M=-2.106e+002
30 -> ~80 fr=2188 (0.2211), cf=0.992, gamma=1.107, delta=0.021, M=-2.106e+002
21 -> ~83 fr=1862 (0.1881), cf=1.000, gamma=1.106, delta=0.018, M=-2.094e+002
79 -> ~86 fr=2381 (0.2406), cf=0.992, gamma=1.098, delta=0.021, M=-2.083e+002
79 -> ~89 fr=2381 (0.2406), cf=0.992, gamma=1.097, delta=0.021, M=-2.080e+002
64 -> ~85 fr=3294 (0.3328), cf=0.979, gamma=1.083, delta=0.025, M=-2.078e+002
31 -> ~81 fr=2287 (0.2311), cf=0.990, gamma=1.105, delta=0.022, M=-2.076e+002
68 -> ~85 fr=1842 (0.1861), cf=1.000, gamma=1.106, delta=0.018, M=-2.069e+002
36 -> ~84 fr=1737 (0.1755), cf=0.999, gamma=1.116, delta=0.018, M=-2.057e+002
20 74 -> ~85 fr=1830 (0.1849), cf=1.000, gamma=1.106, delta=0.018, M=-2.054e+002
5 64 -> ~83 fr=1909 (0.1929), cf=0.999, gamma=1.105, delta=0.018, M=-2.051e+002
56 71 -> ~80 fr=1693 (0.1711), cf=1.000, gamma=1.116, delta=0.018, M=-2.050e+002
45 71 -> ~88 fr=2087 (0.2109), cf=0.996, gamma=1.102, delta=0.020, M=-2.044e+002
64 73 -> ~82 fr=1721 (0.1739), cf=0.999, gamma=1.116, delta=0.018, M=-2.036e+002
13 -> ~80 fr=2440 (0.2465), cf=0.987, gamma=1.101, delta=0.023, M=-2.035e+002
1 74 -> ~88 fr=1894 (0.1914), cf=0.999, gamma=1.105, delta=0.018, M=-2.033e+002
20 25 -> ~89 fr=1843 (0.1862), cf=0.999, gamma=1.106, delta=0.018, M=-2.016e+002
68 -> ~83 fr=1841 (0.1860), cf=0.999, gamma=1.106, delta=0.018, M=-2.014e+002
21 -> ~81 fr=1856 (0.1875), cf=0.997, gamma=1.112, delta=0.019, M=-2.008e+002
69 -> ~89 fr=3540 (0.3577), cf=0.974, gamma=1.078, delta=0.026, M=-1.993e+002
5 31 -> ~82 fr=1772 (0.1790), cf=0.998, gamma=1.114, delta=0.018, M=-1.974e+002
45 59 -> ~88 fr=1881 (0.1901), cf=0.998, gamma=1.104, delta=0.018, M=-1.973e+002
5 22 -> ~82 fr=1665 (0.1682), cf=0.999, gamma=1.115, delta=0.017, M=-1.961e+002
68 -> ~82 fr=1835 (0.1854), cf=0.996, gamma=1.112, delta=0.019, M=-1.947e+002
36 -> ~89 fr=1738 (0.1756), cf=1.000, gamma=1.106, delta=0.017, M=-1.939e+002
36 -> ~83 fr=1738 (0.1756), cf=1.000, gamma=1.106, delta=0.017, M=-1.939e+002
45 -> ~88 fr=3938 (0.3979), cf=0.969, gamma=1.072, delta=0.027, M=-1.935e+002
26 -> ~89 fr=2364 (0.2389), cf=0.990, gamma=1.095, delta=0.021, M=-1.928e+002
73 -> ~83 fr=2714 (0.2742), cf=0.984, gamma=1.089, delta=0.022, M=-1.921e+002
56 -> ~80 fr=2865 (0.2895), cf=0.977, gamma=1.091, delta=0.024, M=-1.914e+002
20 41 -> ~89 fr=1715 (0.1733), cf=1.000, gamma=1.106, delta=0.017, M=-1.911e+002
54 -> ~87 fr=2408 (0.2433), cf=0.985, gamma=1.099, delta=0.022, M=-1.901e+002
58 -> ~82 fr=1708 (0.1726), cf=0.998, gamma=1.114, delta=0.018, M=-1.889e+002
27 -> ~81 fr=2602 (0.2629), cf=0.981, gamma=1.095, delta=0.023, M=-1.883e+002
68 -> ~80 fr=1833 (0.1852), cf=0.995, gamma=1.111, delta=0.018, M=-1.876e+002
64 -> ~87 fr=3267 (0.3301), cf=0.971, gamma=1.083, delta=0.025, M=-1.873e+002
23 -> ~84 fr=1709 (0.1727), cf=0.997, gamma=1.113, delta=0.018, M=-1.853e+002
20 56 -> ~81 fr=2051 (0.2072), cf=0.990, gamma=1.105, delta=0.020, M=-1.846e+002
17 -> ~87 fr=2028 (0.2049), cf=0.991, gamma=1.106, delta=0.020, M=-1.840e+002
7 -> ~84 fr=1725 (0.1743), cf=0.996, gamma=1.112, delta=0.018, M=-1.803e+002
49 -> ~88 fr=2612 (0.2639), cf=0.984, gamma=1.088, delta=0.021, M=-1.799e+002
55 -> ~89 fr=1929 (0.1949), cf=0.995, gamma=1.100, delta=0.018, M=-1.785e+002
36 -> ~82 fr=1730 (0.1748), cf=0.995, gamma=1.111, delta=0.017, M=-1.777e+002
48 -> ~89 fr=2867 (0.2897), cf=0.980, gamma=1.084, delta=0.022, M=-1.770e+002
22 -> ~87 fr=2411 (0.2436), cf=0.982, gamma=1.096, delta=0.021, M=-1.760e+002
73 -> ~82 fr=2694 (0.2722), cf=0.977, gamma=1.091, delta=0.023, M=-1.758e+002
55 -> ~85 fr=1928 (0.1948), cf=0.994, gamma=1.100, delta=0.018, M=-1.754e+002
36 79 -> ~87 fr=1595 (0.1612), cf=0.997, gamma=1.113, delta=0.016, M=-1.738e+002
47 -> ~83 fr=2001 (0.2022), cf=0.993, gamma=1.098, delta=0.018, M=-1.727e+002
48 -> ~87 fr=2851 (0.2881), cf=0.974, gamma=1.087, delta=0.023, M=-1.720e+002
35 76 -> ~85 fr=1544 (0.1560), cf=1.000, gamma=1.106, delta=0.015, M=-1.702e+002
63 74 -> ~84 fr=1421 (0.1436), cf=1.000, gamma=1.116, delta=0.015, M=-1.694e+002
31 -> ~82 fr=2271 (0.2295), cf=0.983, gamma=1.097, delta=0.020, M=-1.693e+002
5 -> ~82 fr=4552 (0.4599), cf=0.952, gamma=1.063, delta=0.027, M=-1.688e+002
35 49 -> ~85 fr=1509 (0.1525), cf=1.000, gamma=1.106, delta=0.015, M=-1.660e+002
27 -> ~83 fr=2602 (0.2629), cf=0.981, gamma=1.085, delta=0.021, M=-1.651e+002
38 -> ~89 fr=1544 (0.1560), cf=0.999, gamma=1.105, delta=0.015, M=-1.650e+002
20 -> ~86 fr=4084 (0.4127), cf=0.962, gamma=1.065, delta=0.025, M=-1.646e+002
36 69 -> ~87 fr=1694 (0.1712), cf=0.994, gamma=1.109, delta=0.017, M=-1.635e+002
21 -> ~85 fr=1850 (0.1869), cf=0.994, gamma=1.099, delta=0.017, M=-1.632e+002
55 -> ~80 fr=1917 (0.1937), cf=0.989, gamma=1.103, delta=0.018, M=-1.627e+002
36 -> ~87 fr=1725 (0.1743), cf=0.993, gamma=1.108, delta=0.017, M=-1.617e+002
41 -> ~89 fr=3502 (0.3538), cf=0.968, gamma=1.071, delta=0.023, M=-1.594e+002
27 -> ~80 fr=2587 (0.2614), cf=0.975, gamma=1.089, delta=0.021, M=-1.592e+002
37 -> ~81 fr=1963 (0.1983), cf=0.987, gamma=1.101, delta=0.018, M=-1.591e+002
1 20 -> ~88 fr=2141 (0.2163), cf=0.987, gamma=1.092, delta=0.018, M=-1.572e+002
1 20 50 -> ~85 fr=1559 (0.1575), cf=0.997, gamma=1.103, delta=0.015, M=-1.544e+002
6 -> ~85 fr=2583 (0.2610), cf=0.979, gamma=1.083, delta=0.020, M=-1.521e+002
11 79 -> ~87 fr=1767 (0.1785), cf=0.989, gamma=1.104, delta=0.017, M=-1.513e+002
1 76 -> ~85 fr=2040 (0.2061), cf=0.987, gamma=1.092, delta=0.017, M=-1.501e+002
63 71 -> ~81 fr=1648 (0.1665), cf=0.992, gamma=1.107, delta=0.016, M=-1.496e+002
6 -> ~87 fr=2569 (0.2596), cf=0.973, gamma=1.086, delta=0.021, M=-1.486e+002
56 -> ~81 fr=2840 (0.2870), cf=0.969, gamma=1.081, delta=0.022, M=-1.476e+002
53 71 -> ~81 fr=1403 (0.1418), cf=0.996, gamma=1.112, delta=0.014, M=-1.459e+002
39 -> ~88 fr=2441 (0.2466), cf=0.980, gamma=1.084, delta=0.019, M=-1.453e+002
41 64 -> ~81 fr=1269 (0.1282), cf=0.999, gamma=1.115, delta=0.013, M=-1.447e+002
20 48 -> ~88 fr=1318 (0.1332), cf=1.000, gamma=1.106, delta=0.013, M=-1.433e+002
20 -> ~81 fr=4043 (0.4085), cf=0.953, gamma=1.063, delta=0.024, M=-1.420e+002
35 -> ~85 fr=2829 (0.2858), cf=0.973, gamma=1.076, delta=0.020, M=-1.411e+002
11 -> ~86 fr=4372 (0.4418), cf=0.955, gamma=1.057, delta=0.024, M=-1.409e+002
1 29 -> ~85 fr=1317 (0.1331), cf=0.999, gamma=1.105, delta=0.013, M=-1.382e+002
79 -> ~87 fr=2339 (0.2363), cf=0.975, gamma=1.088, delta=0.019, M=-1.369e+002
32 -> ~86 fr=2357 (0.2382), cf=0.979, gamma=1.083, delta=0.018, M=-1.365e+002
39 -> ~86 fr=2436 (0.2461), cf=0.978, gamma=1.081, delta=0.019, M=-1.364e+002
53 -> ~87 fr=2285 (0.2309), cf=0.975, gamma=1.088, delta=0.019, M=-1.358e+002
1 -> ~88 fr=4212 (0.4256), cf=0.956, gamma=1.057, delta=0.023, M=-1.352e+002
22 71 -> ~81 fr=1397 (0.1412), cf=0.994, gamma=1.109, delta=0.014, M=-1.327e+002
7 -> ~86 fr=1714 (0.1732), cf=0.990, gamma=1.095, delta=0.015, M=-1.322e+002
48 59 -> ~81 fr=1123 (0.1135), cf=1.000, gamma=1.116, delta=0.012, M=-1.313e+002
46 78 -> ~80 fr=1122 (0.1134), cf=1.000, gamma=1.116, delta=0.012, M=-1.312e+002
20 46 -> ~85 fr=1206 (0.1219), cf=1.000, gamma=1.106, delta=0.012, M=-1.302e+002
22 -> ~82 fr=2386 (0.2411), cf=0.972, gamma=1.085, delta=0.019, M=-1.301e+002
59 76 -> ~85 fr=1346 (0.1360), cf=0.997, gamma=1.103, delta=0.013, M=-1.297e+002
67 -> ~80 fr=1344 (0.1358), cf=0.994, gamma=1.109, delta=0.013, M=-1.291e+002
69 71 -> ~85 fr=1186 (0.1198), cf=1.000, gamma=1.106, delta=0.012, M=-1.279e+002
11 49 -> ~85 fr=1358 (0.1372), cf=0.996, gamma=1.102, delta=0.013, M=-1.277e+002
11 45 69 -> ~87 fr=1131 (0.1143), cf=0.999, gamma=1.115, delta=0.012, M=-1.273e+002
17 76 -> ~85 fr=1180 (0.1192), cf=1.000, gamma=1.106, delta=0.011, M=-1.272e+002
38 -> ~80 fr=1527 (0.1543), cf=0.988, gamma=1.103, delta=0.014, M=-1.251e+002
66 71 -> ~81 fr=1723 (0.1741), cf=0.983, gamma=1.098, delta=0.015, M=-1.243e+002
11 54 -> ~85 fr=1294 (0.1307), cf=0.997, gamma=1.103, delta=0.012, M=-1.238e+002
46 56 -> ~85 fr=1188 (0.1200), cf=0.999, gamma=1.105, delta=0.011, M=-1.233e+002
45 -> ~87 fr=3864 (0.3904), cf=0.951, gamma=1.061, delta=0.022, M=-1.226e+002
50 69 -> ~86 fr=1951 (0.1971), cf=0.982, gamma=1.087, delta=0.016, M=-1.223e+002
11 71 -> ~85 fr=1280 (0.1293), cf=0.997, gamma=1.103, delta=0.012, M=-1.222e+002
66 74 -> ~85 fr=1130 (0.1142), cf=1.000, gamma=1.106, delta=0.011, M=-1.215e+002
46 78 -> ~85 fr=1122 (0.1134), cf=1.000, gamma=1.106, delta=0.011, M=-1.206e+002
1 20 -> ~85 fr=2123 (0.2145), cf=0.979, gamma=1.083, delta=0.016, M=-1.204e+002
38 -> ~85 fr=1530 (0.1546), cf=0.990, gamma=1.095, delta=0.013, M=-1.190e+002
29 -> ~86 fr=2405 (0.2430), cf=0.974, gamma=1.077, delta=0.017, M=-1.189e+002
35 40 -> ~88 fr=1271 (0.1284), cf=0.996, gamma=1.102, delta=0.012, M=-1.178e+002
46 -> ~81 fr=2233 (0.2256), cf=0.971, gamma=1.084, delta=0.017, M=-1.178e+002
1 13 -> ~84 fr=1113 (0.1125), cf=0.997, gamma=1.113, delta=0.011, M=-1.174e+002
5 10 31 -> ~89 fr=1320 (0.1334), cf=0.995, gamma=1.100, delta=0.012, M=-1.171e+002
10 54 -> ~88 fr=1342 (0.1356), cf=0.994, gamma=1.100, delta=0.012, M=-1.166e+002
78 -> ~85 fr=2130 (0.2152), cf=0.977, gamma=1.081, delta=0.016, M=-1.144e+002
10 31 -> ~89 fr=1534 (0.1550), cf=0.988, gamma=1.093, delta=0.013, M=-1.124e+002
74 76 -> ~85 fr=1022 (0.1033), cf=1.000, gamma=1.106, delta=0.010, M=-1.092e+002
45 48 -> ~81 fr=1464 (0.1479), cf=0.985, gamma=1.100, delta=0.013, M=-1.091e+002
64 -> ~83 fr=3231 (0.3265), cf=0.960, gamma=1.062, delta=0.019, M=-1.088e+002
69 74 -> ~84 fr=1140 (0.1152), cf=0.994, gamma=1.109, delta=0.011, M=-1.078e+002
71 -> ~81 fr=3720 (0.3759), cf=0.948, gamma=1.059, delta=0.021, M=-1.076e+002
68 -> ~88 fr=1807 (0.1826), cf=0.981, gamma=1.085, delta=0.014, M=-1.072e+002
27 31 -> ~85 fr=1080 (0.1091), cf=0.998, gamma=1.104, delta=0.010, M=-1.069e+002
5 56 71 -> ~88 fr=1128 (0.1140), cf=0.996, gamma=1.102, delta=0.011, M=-1.052e+002
50 60 -> ~86 fr=1620 (0.1637), cf=0.984, gamma=1.089, delta=0.013, M=-1.049e+002
1 16 -> ~84 fr=1125 (0.1137), cf=0.993, gamma=1.108, delta=0.011, M=-1.032e+002
14 -> ~80 fr=1117 (0.1129), cf=0.993, gamma=1.108, delta=0.011, M=-1.021e+002
20 25 -> ~88 fr=1805 (0.1824), cf=0.979, gamma=1.083, delta=0.014, M=-1.001e+002
20 78 -> ~88 fr=1206 (0.1219), cf=0.993, gamma=1.098, delta=0.011, M=-9.904e+001
25 39 -> ~85 fr=1126 (0.1138), cf=0.995, gamma=1.100, delta=0.010, M=-9.873e+001
21 54 -> ~88 fr=1039 (0.1050), cf=0.997, gamma=1.103, delta=0.010, M=-9.872e+001
35 73 -> ~80 fr=1133 (0.1145), cf=0.991, gamma=1.106, delta=0.011, M=-9.869e+001
10 21 -> ~88 fr=1339 (0.1353), cf=0.989, gamma=1.094, delta=0.012, M=-9.855e+001
38 -> ~83 fr=1521 (0.1537), cf=0.984, gamma=1.089, delta=0.013, M=-9.852e+001
56 71 -> ~88 fr=1661 (0.1678), cf=0.981, gamma=1.085, delta=0.013, M=-9.779e+001
46 78 -> ~88 fr=1116 (0.1128), cf=0.995, gamma=1.100, delta=0.010, M=-9.764e+001
11 54 -> ~88 fr=1285 (0.1298), cf=0.990, gamma=1.095, delta=0.011, M=-9.749e+001
60 -> ~84 fr=1932 (0.1952), cf=0.970, gamma=1.083, delta=0.015, M=-9.692e+001
11 20 -> ~85 fr=1050 (0.1061), cf=0.996, gamma=1.102, delta=0.010, M=-9.659e+001
25 29 -> ~85 fr=1106 (0.1118), cf=0.995, gamma=1.100, delta=0.010, M=-9.656e+001
27 31 -> ~88 fr=1077 (0.1088), cf=0.995, gamma=1.101, delta=0.010, M=-9.640e+001
40 -> ~82 fr=2064 (0.2085), cf=0.968, gamma=1.080, delta=0.015, M=-9.637e+001
58 -> ~86 fr=1678 (0.1695), cf=0.980, gamma=1.084, delta=0.013, M=-9.616e+001
67 -> ~88 fr=1336 (0.1350), cf=0.988, gamma=1.093, delta=0.011, M=-9.600e+001
20 27 -> ~85 fr=1014 (0.1025), cf=0.997, gamma=1.103, delta=0.010, M=-9.597e+001
77 -> ~88 fr=1008 (0.1018), cf=0.997, gamma=1.103, delta=0.010, M=-9.531e+001
48 56 -> ~88 fr=1112 (0.1124), cf=0.994, gamma=1.099, delta=0.010, M=-9.436e+001
48 63 -> ~81 fr=1083 (0.1094), cf=0.991, gamma=1.106, delta=0.010, M=-9.297e+001
74 -> ~84 fr=2733 (0.2761), cf=0.956, gamma=1.067, delta=0.017, M=-9.279e+001
5 49 -> ~83 fr=1247 (0.1260), cf=0.989, gamma=1.094, delta=0.011, M=-9.122e+001
21 59 -> ~88 fr=1053 (0.1064), cf=0.994, gamma=1.100, delta=0.010, M=-9.084e+001
26 69 -> ~86 fr=2007 (0.2028), cf=0.972, gamma=1.075, delta=0.014, M=-9.064e+001
22 71 -> ~88 fr=1385 (0.1399), cf=0.985, gamma=1.090, delta=0.012, M=-9.061e+001
27 56 -> ~85 fr=995 (0.1005), cf=0.996, gamma=1.102, delta=0.009, M=-9.060e+001
50 -> ~86 fr=4642 (0.4690), cf=0.943, gamma=1.043, delta=0.019, M=-9.036e+001
36 69 -> ~86 fr=1668 (0.1685), cf=0.978, gamma=1.082, delta=0.013, M=-9.016e+001
11 69 -> ~87 fr=2245 (0.2268), cf=0.962, gamma=1.074, delta=0.016, M=-8.953e+001
7 -> ~81 fr=1685 (0.1703), cf=0.973, gamma=1.086, delta=0.013, M=-8.921e+001
20 71 -> ~88 fr=1709 (0.1727), cf=0.977, gamma=1.081, delta=0.013, M=-8.911e+001
1 39 -> ~85 fr=1208 (0.1221), cf=0.989, gamma=1.094, delta=0.010, M=-8.719e+001
49 59 -> ~85 fr=1208 (0.1221), cf=0.989, gamma=1.094, delta=0.010, M=-8.719e+001
