10 76 -> 84 fr=1000 (0.1011), cf=0.623, gamma=5.983, delta=0.084, M=-2.047e+003
59 69 -> ~87 fr=1991 (0.2014), cf=1.000, gamma=1.116, delta=0.021, M=-2.455e+002
11 50 -> ~86 fr=2254 (0.2280), cf=0.999, gamma=1.105, delta=0.022, M=-2.452e+002
17 -> ~82 fr=2040 (0.2063), cf=0.999, gamma=1.115, delta=0.021, M=-2.379e+002
55 -> ~84 fr=1928 (0.1950), cf=1.000, gamma=1.116, delta=0.020, M=-2.373e+002
40 -> ~80 fr=2150 (0.2175), cf=0.997, gamma=1.112, delta=0.022, M=-2.371e+002
16 -> ~82 fr=1958 (0.1980), cf=0.999, gamma=1.116, delta=0.021, M=-2.359e+002
66 -> ~88 fr=3008 (0.3042), cf=0.987, gamma=1.092, delta=0.026, M=-2.354e+002
30 -> ~86 fr=2208 (0.2233), cf=0.998, gamma=1.104, delta=0.021, M=-2.350e+002
78 -> ~81 fr=2156 (0.2181), cf=0.996, gamma=1.112, delta=0.022, M=-2.344e+002
16 -> ~87 fr=1957 (0.1979), cf=0.999, gamma=1.115, delta=0.020, M=-2.304e+002
31 -> ~83 fr=2291 (0.2317), cf=0.997, gamma=1.102, delta=0.022, M=-2.303e+002
40 -> ~84 fr=2148 (0.2173), cf=0.996, gamma=1.112, delta=0.022, M=-2.301e+002
17 -> ~83 fr=2042 (0.2065), cf=1.000, gamma=1.106, delta=0.020, M=-2.268e+002
21 -> ~82 fr=1852 (0.1873), cf=1.000, gamma=1.116, delta=0.019, M=-2.268e+002
54 -> ~81 fr=2390 (0.2417), cf=0.991, gamma=1.106, delta=0.023, M=-2.268e+002
34 -> ~86 fr=2039 (0.2062), cf=1.000, gamma=1.106, delta=0.020, M=-2.267e+002
39 -> ~80 fr=2446 (0.2474), cf=0.990, gamma=1.105, delta=0.024, M=-2.264e+002
47 -> ~89 fr=1987 (0.2010), cf=1.000, gamma=1.106, delta=0.019, M=-2.253e+002
45 49 -> ~88 fr=1974 (0.1997), cf=1.000, gamma=1.106, delta=0.019, M=-2.236e+002
11 -> ~83 fr=4436 (0.4487), cf=0.968, gamma=1.070, delta=0.029, M=-2.226e+002
50 -> ~84 fr=4763 (0.4817), cf=0.958, gamma=1.069, delta=0.031, M=-2.221e+002
29 -> ~84 fr=2446 (0.2474), cf=0.989, gamma=1.104, delta=0.023, M=-2.215e+002
37 -> ~89 fr=1957 (0.1979), cf=1.000, gamma=1.106, delta=0.019, M=-2.214e+002
37 -> ~83 fr=1957 (0.1979), cf=1.000, gamma=1.106, delta=0.019, M=-2.214e+002
11 76 -> ~85 fr=1997 (0.2020), cf=0.999, gamma=1.106, delta=0.019, M=-2.211e+002
30 -> ~80 fr=2197 (0.2222), cf=0.993, gamma=1.108, delta=0.022, M=-2.176e+002
16 -> ~86 fr=1958 (0.1980), cf=0.999, gamma=1.106, delta=0.019, M=-2.163e+002
16 -> ~83 fr=1958 (0.1980), cf=0.999, gamma=1.106, delta=0.019, M=-2.161e+002
21 -> ~87 fr=1850 (0.1871), cf=0.999, gamma=1.115, delta=0.019, M=-2.158e+002
59 -> ~87 fr=2932 (0.2966), cf=0.981, gamma=1.094, delta=0.026, M=-2.149e+002
36 -> ~81 fr=1759 (0.1779), cf=1.000, gamma=1.116, delta=0.018, M=-2.139e+002
31 -> ~81 fr=2278 (0.2304), cf=0.991, gamma=1.106, delta=0.022, M=-2.117e+002
36 -> ~84 fr=1758 (0.1778), cf=0.999, gamma=1.116, delta=0.018, M=-2.086e+002
68 -> ~85 fr=1854 (0.1875), cf=1.000, gamma=1.106, delta=0.018, M=-2.084e+002
21 -> ~83 fr=1852 (0.1873), cf=1.000, gamma=1.106, delta=0.018, M=-2.081e+002
64 -> ~85 fr=3280 (0.3317), cf=0.979, gamma=1.083, delta=0.025, M=-2.080e+002
5 64 -> ~83 fr=1908 (0.1930), cf=0.999, gamma=1.105, delta=0.018, M=-2.050e+002
45 71 -> ~88 fr=2088 (0.2112), cf=0.996, gamma=1.102, delta=0.020, M=-2.046e+002
56 71 -> ~80 fr=1689 (0.1708), cf=1.000, gamma=1.116, delta=0.018, M=-2.045e+002
13 -> ~80 fr=2445 (0.2473), cf=0.987, gamma=1.101, delta=0.023, M=-2.042e+002
69 -> ~89 fr=3531 (0.3571), cf=0.975, gamma=1.079, delta=0.026, M=-2.033e+002
64 73 -> ~82 fr=1718 (0.1738), cf=0.999, gamma=1.116, delta=0.018, M=-2.032e+002
79 -> ~86 fr=2362 (0.2389), cf=0.992, gamma=1.097, delta=0.021, M=-2.032e+002
68 -> ~83 fr=1853 (0.1874), cf=0.999, gamma=1.106, delta=0.018, M=-2.029e+002
20 25 -> ~89 fr=1848 (0.1869), cf=0.999, gamma=1.106, delta=0.018, M=-2.022e+002
20 74 -> ~85 fr=1801 (0.1822), cf=1.000, gamma=1.106, delta=0.017, M=-2.017e+002
1 74 -> ~88 fr=1881 (0.1902), cf=0.999, gamma=1.105, delta=0.018, M=-2.017e+002
5 31 -> ~82 fr=1765 (0.1785), cf=0.998, gamma=1.114, delta=0.018, M=-2.005e+002
79 -> ~89 fr=2361 (0.2388), cf=0.991, gamma=1.096, delta=0.021, M=-2.002e+002
45 -> ~88 fr=3927 (0.3972), cf=0.970, gamma=1.073, delta=0.027, M=-1.999e+002
21 -> ~81 fr=1846 (0.1867), cf=0.997, gamma=1.112, delta=0.019, M=-1.995e+002
5 22 -> ~82 fr=1678 (0.1697), cf=0.999, gamma=1.116, delta=0.018, M=-1.979e+002
36 -> ~89 fr=1759 (0.1779), cf=1.000, gamma=1.106, delta=0.017, M=-1.965e+002
36 -> ~83 fr=1759 (0.1779), cf=1.000, gamma=1.106, delta=0.017, M=-1.965e+002
73 -> ~83 fr=2724 (0.2755), cf=0.985, gamma=1.089, delta=0.023, M=-1.954e+002
68 -> ~82 fr=1846 (0.1867), cf=0.996, gamma=1.111, delta=0.019, M=-1.928e+002
56 -> ~80 fr=2846 (0.2879), cf=0.978, gamma=1.091, delta=0.024, M=-1.927e+002
48 -> ~89 fr=2887 (0.2920), cf=0.982, gamma=1.086, delta=0.023, M=-1.926e+002
68 -> ~80 fr=1846 (0.1867), cf=0.996, gamma=1.111, delta=0.019, M=-1.926e+002
26 -> ~89 fr=2366 (0.2393), cf=0.990, gamma=1.095, delta=0.021, M=-1.906e+002
54 -> ~87 fr=2376 (0.2403), cf=0.985, gamma=1.100, delta=0.022, M=-1.905e+002
20 41 -> ~89 fr=1702 (0.1721), cf=1.000, gamma=1.106, delta=0.017, M=-1.895e+002
23 -> ~84 fr=1712 (0.1732), cf=0.997, gamma=1.113, delta=0.018, M=-1.857e+002
64 -> ~87 fr=3252 (0.3289), cf=0.971, gamma=1.083, delta=0.025, M=-1.855e+002
20 56 -> ~81 fr=2040 (0.2063), cf=0.990, gamma=1.105, delta=0.020, M=-1.832e+002
58 -> ~82 fr=1717 (0.1737), cf=0.997, gamma=1.112, delta=0.018, M=-1.828e+002
27 -> ~81 fr=2586 (0.2616), cf=0.980, gamma=1.094, delta=0.022, M=-1.825e+002
36 -> ~82 fr=1751 (0.1771), cf=0.995, gamma=1.111, delta=0.018, M=-1.804e+002
5 -> ~82 fr=4555 (0.4607), cf=0.954, gamma=1.065, delta=0.028, M=-1.802e+002
7 -> ~84 fr=1718 (0.1738), cf=0.996, gamma=1.112, delta=0.017, M=-1.795e+002
49 -> ~88 fr=2642 (0.2672), cf=0.983, gamma=1.088, delta=0.022, M=-1.795e+002
17 -> ~87 fr=2022 (0.2045), cf=0.990, gamma=1.104, delta=0.019, M=-1.781e+002
55 -> ~89 fr=1918 (0.1940), cf=0.995, gamma=1.100, delta=0.018, M=-1.772e+002
22 -> ~87 fr=2403 (0.2430), cf=0.982, gamma=1.096, delta=0.021, M=-1.751e+002
35 76 -> ~85 fr=1568 (0.1586), cf=1.000, gamma=1.106, delta=0.015, M=-1.731e+002
50 55 -> ~85 fr=1610 (0.1628), cf=0.999, gamma=1.105, delta=0.016, M=-1.730e+002
31 -> ~82 fr=2262 (0.2288), cf=0.984, gamma=1.098, delta=0.020, M=-1.724e+002
55 -> ~85 fr=1916 (0.1938), cf=0.994, gamma=1.099, delta=0.018, M=-1.710e+002
36 79 -> ~87 fr=1611 (0.1629), cf=0.996, gamma=1.112, delta=0.016, M=-1.687e+002
35 49 -> ~85 fr=1529 (0.1546), cf=1.000, gamma=1.106, delta=0.015, M=-1.684e+002
55 -> ~80 fr=1908 (0.1930), cf=0.990, gamma=1.104, delta=0.018, M=-1.665e+002
47 -> ~83 fr=1971 (0.1994), cf=0.992, gamma=1.097, delta=0.018, M=-1.664e+002
63 74 -> ~84 fr=1393 (0.1409), cf=1.000, gamma=1.116, delta=0.015, M=-1.658e+002
21 -> ~85 fr=1841 (0.1862), cf=0.994, gamma=1.100, delta=0.017, M=-1.650e+002
36 69 -> ~87 fr=1717 (0.1737), cf=0.993, gamma=1.108, delta=0.017, M=-1.635e+002
1 20 -> ~88 fr=2145 (0.2170), cf=0.988, gamma=1.093, delta=0.018, M=-1.621e+002
36 -> ~87 fr=1745 (0.1765), cf=0.992, gamma=1.107, delta=0.017, M=-1.614e+002
73 -> ~82 fr=2694 (0.2725), cf=0.974, gamma=1.087, delta=0.022, M=-1.605e+002
38 -> ~89 fr=1542 (0.1560), cf=0.999, gamma=1.105, delta=0.015, M=-1.603e+002
37 -> ~81 fr=1933 (0.1955), cf=0.988, gamma=1.102, delta=0.018, M=-1.600e+002
27 -> ~83 fr=2586 (0.2616), cf=0.980, gamma=1.084, delta=0.020, M=-1.596e+002
20 -> ~86 fr=4062 (0.4108), cf=0.962, gamma=1.064, delta=0.025, M=-1.596e+002
27 -> ~80 fr=2574 (0.2603), cf=0.976, gamma=1.089, delta=0.021, M=-1.594e+002
48 -> ~87 fr=2853 (0.2886), cf=0.970, gamma=1.083, delta=0.022, M=-1.548e+002
41 -> ~89 fr=3484 (0.3524), cf=0.967, gamma=1.070, delta=0.023, M=-1.547e+002
1 20 50 -> ~85 fr=1558 (0.1576), cf=0.997, gamma=1.103, delta=0.015, M=-1.543e+002
35 -> ~85 fr=2838 (0.2870), cf=0.975, gamma=1.079, delta=0.021, M=-1.531e+002
6 -> ~85 fr=2544 (0.2573), cf=0.980, gamma=1.084, delta=0.020, M=-1.531e+002
11 -> ~86 fr=4388 (0.4438), cf=0.957, gamma=1.059, delta=0.025, M=-1.521e+002
1 76 -> ~85 fr=2050 (0.2073), cf=0.987, gamma=1.092, delta=0.018, M=-1.513e+002
39 -> ~88 fr=2423 (0.2451), cf=0.981, gamma=1.085, delta=0.019, M=-1.506e+002
63 71 -> ~81 fr=1651 (0.1670), cf=0.992, gamma=1.107, delta=0.016, M=-1.500e+002
56 -> ~81 fr=2820 (0.2852), cf=0.969, gamma=1.082, delta=0.021, M=-1.469e+002
41 64 -> ~81 fr=1278 (0.1293), cf=0.999, gamma=1.115, delta=0.013, M=-1.458e+002
11 79 -> ~87 fr=1744 (0.1764), cf=0.988, gamma=1.103, delta=0.016, M=-1.438e+002
20 48 -> ~88 fr=1321 (0.1336), cf=1.000, gamma=1.106, delta=0.013, M=-1.436e+002
20 -> ~81 fr=4026 (0.4072), cf=0.953, gamma=1.064, delta=0.024, M=-1.436e+002
53 71 -> ~81 fr=1393 (0.1409), cf=0.996, gamma=1.111, delta=0.014, M=-1.414e+002
53 -> ~87 fr=2259 (0.2285), cf=0.977, gamma=1.090, delta=0.019, M=-1.412e+002
1 -> ~88 fr=4220 (0.4268), cf=0.957, gamma=1.058, delta=0.024, M=-1.407e+002
6 -> ~87 fr=2524 (0.2553), cf=0.972, gamma=1.085, delta=0.020, M=-1.388e+002
79 -> ~87 fr=2323 (0.2350), cf=0.975, gamma=1.088, delta=0.019, M=-1.384e+002
32 -> ~86 fr=2353 (0.2380), cf=0.979, gamma=1.083, delta=0.018, M=-1.379e+002
59 76 -> ~85 fr=1350 (0.1365), cf=0.999, gamma=1.105, delta=0.013, M=-1.377e+002
39 -> ~86 fr=2416 (0.2444), cf=0.978, gamma=1.082, delta=0.019, M=-1.377e+002
22 71 -> ~81 fr=1407 (0.1423), cf=0.994, gamma=1.110, delta=0.014, M=-1.368e+002
67 -> ~80 fr=1357 (0.1373), cf=0.995, gamma=1.110, delta=0.014, M=-1.338e+002
1 29 -> ~85 fr=1313 (0.1328), cf=0.998, gamma=1.104, delta=0.013, M=-1.334e+002
48 59 -> ~81 fr=1131 (0.1144), cf=1.000, gamma=1.116, delta=0.012, M=-1.323e+002
7 -> ~86 fr=1707 (0.1727), cf=0.990, gamma=1.095, delta=0.015, M=-1.314e+002
46 78 -> ~80 fr=1113 (0.1126), cf=1.000, gamma=1.116, delta=0.012, M=-1.301e+002
22 -> ~82 fr=2378 (0.2405), cf=0.972, gamma=1.085, delta=0.019, M=-1.293e+002
20 46 -> ~85 fr=1195 (0.1209), cf=1.000, gamma=1.106, delta=0.012, M=-1.290e+002
69 71 -> ~85 fr=1195 (0.1209), cf=1.000, gamma=1.106, delta=0.012, M=-1.290e+002
17 76 -> ~85 fr=1179 (0.1192), cf=1.000, gamma=1.106, delta=0.011, M=-1.271e+002
11 45 69 -> ~87 fr=1128 (0.1141), cf=0.999, gamma=1.115, delta=0.012, M=-1.269e+002
11 49 -> ~85 fr=1372 (0.1388), cf=0.996, gamma=1.101, delta=0.013, M=-1.260e+002
45 -> ~87 fr=3851 (0.3895), cf=0.951, gamma=1.061, delta=0.023, M=-1.246e+002
11 71 -> ~85 fr=1291 (0.1306), cf=0.997, gamma=1.103, delta=0.012, M=-1.234e+002
11 54 -> ~85 fr=1286 (0.1301), cf=0.997, gamma=1.103, delta=0.012, M=-1.229e+002
46 56 -> ~85 fr=1182 (0.1196), cf=0.999, gamma=1.105, delta=0.011, M=-1.226e+002
46 -> ~81 fr=2211 (0.2236), cf=0.973, gamma=1.086, delta=0.018, M=-1.215e+002
35 40 -> ~88 fr=1300 (0.1315), cf=0.996, gamma=1.102, delta=0.012, M=-1.211e+002
38 -> ~80 fr=1524 (0.1541), cf=0.987, gamma=1.102, delta=0.014, M=-1.202e+002
50 69 -> ~86 fr=1963 (0.1985), cf=0.982, gamma=1.086, delta=0.016, M=-1.198e+002
46 78 -> ~85 fr=1113 (0.1126), cf=1.000, gamma=1.106, delta=0.011, M=-1.195e+002
66 74 -> ~85 fr=1106 (0.1119), cf=1.000, gamma=1.106, delta=0.011, M=-1.187e+002
1 13 -> ~84 fr=1113 (0.1126), cf=0.997, gamma=1.113, delta=0.011, M=-1.174e+002
1 20 -> ~85 fr=2123 (0.2147), cf=0.978, gamma=1.082, delta=0.016, M=-1.170e+002
5 10 31 -> ~89 fr=1314 (0.1329), cf=0.995, gamma=1.100, delta=0.012, M=-1.164e+002
29 -> ~86 fr=2405 (0.2432), cf=0.973, gamma=1.076, delta=0.017, M=-1.159e+002
66 71 -> ~81 fr=1714 (0.1734), cf=0.981, gamma=1.095, delta=0.015, M=-1.156e+002
78 -> ~85 fr=2115 (0.2139), cf=0.977, gamma=1.081, delta=0.016, M=-1.145e+002
38 -> ~85 fr=1527 (0.1544), cf=0.989, gamma=1.094, delta=0.013, M=-1.139e+002
10 54 -> ~88 fr=1324 (0.1339), cf=0.993, gamma=1.099, delta=0.012, M=-1.118e+002
64 -> ~83 fr=3218 (0.3255), cf=0.961, gamma=1.063, delta=0.019, M=-1.099e+002
1 16 -> ~84 fr=1124 (0.1137), cf=0.995, gamma=1.110, delta=0.011, M=-1.088e+002
25 39 -> ~85 fr=1127 (0.1140), cf=0.997, gamma=1.103, delta=0.011, M=-1.085e+002
68 -> ~88 fr=1819 (0.1840), cf=0.981, gamma=1.085, delta=0.014, M=-1.084e+002
27 31 -> ~85 fr=1086 (0.1098), cf=0.998, gamma=1.104, delta=0.010, M=-1.076e+002
74 76 -> ~85 fr=1000 (0.1011), cf=1.000, gamma=1.106, delta=0.010, M=-1.067e+002
69 74 -> ~84 fr=1128 (0.1141), cf=0.994, gamma=1.109, delta=0.011, M=-1.064e+002
45 48 -> ~81 fr=1455 (0.1472), cf=0.984, gamma=1.099, delta=0.013, M=-1.060e+002
10 27 31 -> ~88 fr=992 (0.1003), cf=1.000, gamma=1.106, delta=0.010, M=-1.058e+002
10 31 -> ~89 fr=1528 (0.1545), cf=0.986, gamma=1.091, delta=0.013, M=-1.053e+002
50 60 -> ~86 fr=1641 (0.1660), cf=0.984, gamma=1.088, delta=0.013, M=-1.052e+002
56 71 -> ~88 fr=1661 (0.1680), cf=0.983, gamma=1.088, delta=0.014, M=-1.051e+002
10 21 -> ~88 fr=1330 (0.1345), cf=0.991, gamma=1.096, delta=0.012, M=-1.047e+002
58 -> ~86 fr=1692 (0.1711), cf=0.982, gamma=1.086, delta=0.014, M=-1.029e+002
48 56 -> ~88 fr=1099 (0.1112), cf=0.996, gamma=1.102, delta=0.010, M=-1.020e+002
60 -> ~84 fr=1949 (0.1971), cf=0.972, gamma=1.084, delta=0.015, M=-1.016e+002
20 25 -> ~88 fr=1810 (0.1831), cf=0.979, gamma=1.083, delta=0.014, M=-1.006e+002
14 -> ~80 fr=1102 (0.1115), cf=0.993, gamma=1.108, delta=0.011, M=-1.004e+002
27 31 -> ~88 fr=1084 (0.1096), cf=0.996, gamma=1.102, delta=0.010, M=-1.003e+002
35 73 -> ~80 fr=1134 (0.1147), cf=0.991, gamma=1.106, delta=0.011, M=-9.882e+001
42 50 -> ~86 fr=1000 (0.1011), cf=0.998, gamma=1.104, delta=0.010, M=-9.814e+001
48 63 -> ~81 fr=1080 (0.1092), cf=0.993, gamma=1.108, delta=0.011, M=-9.783e+001
21 54 -> ~88 fr=1030 (0.1042), cf=0.997, gamma=1.103, delta=0.010, M=-9.773e+001
26 69 -> ~86 fr=2021 (0.2044), cf=0.974, gamma=1.078, delta=0.015, M=-9.772e+001
11 20 -> ~85 fr=1051 (0.1063), cf=0.996, gamma=1.102, delta=0.010, M=-9.670e+001
11 54 -> ~88 fr=1277 (0.1292), cf=0.990, gamma=1.095, delta=0.011, M=-9.665e+001
77 -> ~88 fr=1017 (0.1029), cf=0.997, gamma=1.103, delta=0.010, M=-9.630e+001
25 29 -> ~85 fr=1097 (0.1110), cf=0.995, gamma=1.100, delta=0.010, M=-9.559e+001
38 -> ~83 fr=1518 (0.1535), cf=0.983, gamma=1.088, delta=0.012, M=-9.440e+001
21 59 -> ~88 fr=1057 (0.1069), cf=0.995, gamma=1.101, delta=0.010, M=-9.422e+001
20 27 -> ~85 fr=994 (0.1005), cf=0.997, gamma=1.103, delta=0.009, M=-9.378e+001
50 -> ~86 fr=4689 (0.4743), cf=0.943, gamma=1.043, delta=0.020, M=-9.363e+001
40 -> ~82 fr=2084 (0.2108), cf=0.966, gamma=1.078, delta=0.015, M=-9.310e+001
20 78 -> ~88 fr=1195 (0.1209), cf=0.991, gamma=1.096, delta=0.011, M=-9.280e+001
67 -> ~88 fr=1346 (0.1361), cf=0.987, gamma=1.092, delta=0.011, M=-9.275e+001
36 69 -> ~86 fr=1692 (0.1711), cf=0.979, gamma=1.083, delta=0.013, M=-9.249e+001
22 -> ~81 fr=2352 (0.2379), cf=0.961, gamma=1.073, delta=0.016, M=-9.161e+001
20 71 -> ~88 fr=1716 (0.1736), cf=0.978, gamma=1.082, delta=0.013, M=-9.138e+001
5 49 -> ~83 fr=1258 (0.1272), cf=0.988, gamma=1.093, delta=0.011, M=-9.013e+001
74 -> ~84 fr=2691 (0.2722), cf=0.956, gamma=1.067, delta=0.017, M=-9.002e+001
71 -> ~81 fr=3730 (0.3773), cf=0.944, gamma=1.053, delta=0.019, M=-8.990e+001
49 59 -> ~85 fr=1211 (0.1225), cf=0.989, gamma=1.094, delta=0.011, M=-8.976e+001
13 -> ~84 fr=2379 (0.2406), cf=0.960, gamma=1.072, delta=0.016, M=-8.973e+001
10 73 -> ~89 fr=1407 (0.1423), cf=0.984, gamma=1.088, delta=0.012, M=-8.895e+001
46 78 -> ~88 fr=1104 (0.1117), cf=0.992, gamma=1.097, delta=0.010, M=-8.820e+001
49 73 -> ~80 fr=1083 (0.1095), cf=0.989, gamma=1.104, delta=0.010, M=-8.816e+001
