12 -> ~17 fr=2354 (0.8174), cf=0.989, gamma=1.096, delta=0.072, M=-4.370e+002
5 -> ~22 fr=724 (0.2514), cf=0.968, gamma=1.075, delta=0.017, M=-3.338e+001
1 -> ~21 fr=716 (0.2486), cf=0.973, gamma=1.070, delta=0.016, M=-3.233e+001
1 -> ~23 fr=709 (0.2462), cf=0.963, gamma=1.076, delta=0.017, M=-3.177e+001
5 -> ~18 fr=724 (0.2514), cf=0.968, gamma=1.071, delta=0.017, M=-3.147e+001
1 -> ~22 fr=709 (0.2462), cf=0.963, gamma=1.070, delta=0.016, M=-2.816e+001
5 -> ~17 fr=721 (0.2503), cf=0.964, gamma=1.068, delta=0.016, M=-2.814e+001
1 -> ~18 fr=709 (0.2462), cf=0.963, gamma=1.066, delta=0.015, M=-2.640e+001
1 -> ~17 fr=708 (0.2458), cf=0.962, gamma=1.066, delta=0.015, M=-2.581e+001
5 -> ~23 fr=715 (0.2483), cf=0.956, gamma=1.068, delta=0.016, M=-2.545e+001
11 -> ~19 fr=488 (0.1694), cf=0.974, gamma=1.080, delta=0.013, M=-2.525e+001
5 -> ~16 fr=714 (0.2479), cf=0.955, gamma=1.068, delta=0.016, M=-2.495e+001
5 -> ~15 fr=715 (0.2483), cf=0.956, gamma=1.067, delta=0.016, M=-2.482e+001
5 -> ~24 fr=712 (0.2472), cf=0.952, gamma=1.063, delta=0.015, M=-2.178e+001
5 -> ~19 fr=711 (0.2469), cf=0.951, gamma=1.054, delta=0.013, M=-1.756e+001
11 -> ~15 fr=478 (0.1660), cf=0.954, gamma=1.065, delta=0.010, M=-1.498e+001
11 -> ~21 fr=477 (0.1656), cf=0.952, gamma=1.047, delta=0.007, M=-9.702e+000
11 -> ~20 fr=473 (0.1642), cf=0.944, gamma=1.047, delta=0.007, M=-8.925e+000
11 -> ~16 fr=470 (0.1632), cf=0.938, gamma=1.049, delta=0.008, M=-8.867e+000
11 -> ~22 fr=471 (0.1635), cf=0.940, gamma=1.044, delta=0.007, M=-7.725e+000
11 -> ~24 fr=469 (0.1628), cf=0.936, gamma=1.045, delta=0.007, M=-7.717e+000
11 -> ~18 fr=472 (0.1639), cf=0.942, gamma=1.043, delta=0.007, M=-7.638e+000
11 -> ~23 fr=466 (0.1618), cf=0.930, gamma=1.039, delta=0.006, M=-6.095e+000
