12 -> ~17 fr=2353 (0.8170), cf=0.990, gamma=1.097, delta=0.072, M=-4.402e+002
3 -> ~21 fr=1182 (0.4104), cf=0.980, gamma=1.082, delta=0.031, M=-8.290e+001
3 -> ~15 fr=1172 (0.4069), cf=0.972, gamma=1.089, delta=0.033, M=-8.184e+001
10 -> ~22 fr=1201 (0.4170), cf=0.978, gamma=1.082, delta=0.031, M=-8.177e+001
10 -> ~19 fr=1199 (0.4163), cf=0.976, gamma=1.082, delta=0.031, M=-7.977e+001
10 -> ~18 fr=1200 (0.4167), cf=0.977, gamma=1.075, delta=0.029, M=-7.315e+001
7 -> ~19 fr=983 (0.3413), cf=0.982, gamma=1.088, delta=0.028, M=-7.155e+001
13 -> ~15 fr=965 (0.3351), cf=0.975, gamma=1.092, delta=0.028, M=-6.779e+001
10 -> ~20 fr=1191 (0.4135), cf=0.970, gamma=1.076, delta=0.029, M=-6.737e+001
3 -> ~20 fr=1168 (0.4056), cf=0.968, gamma=1.075, delta=0.028, M=-6.281e+001
7 -> ~23 fr=975 (0.3385), cf=0.974, gamma=1.084, delta=0.026, M=-6.047e+001
7 -> ~21 fr=978 (0.3396), cf=0.977, gamma=1.079, delta=0.025, M=-5.835e+001
1 13 -> ~21 fr=521 (0.1809), cf=1.000, gamma=1.104, delta=0.017, M=-5.732e+001
13 -> ~23 fr=963 (0.3344), cf=0.973, gamma=1.082, delta=0.025, M=-5.731e+001
1 13 -> ~20 fr=520 (0.1806), cf=0.998, gamma=1.108, delta=0.018, M=-5.594e+001
3 -> ~19 fr=1165 (0.4045), cf=0.966, gamma=1.070, delta=0.026, M=-5.574e+001
7 13 -> ~24 fr=540 (0.1875), cf=0.994, gamma=1.111, delta=0.019, M=-5.545e+001
1 13 -> ~17 fr=520 (0.1806), cf=0.998, gamma=1.106, delta=0.017, M=-5.506e+001
13 -> ~24 fr=959 (0.3330), cf=0.969, gamma=1.082, delta=0.025, M=-5.381e+001
13 -> ~17 fr=963 (0.3344), cf=0.973, gamma=1.078, delta=0.024, M=-5.328e+001
7 -> ~18 fr=977 (0.3392), cf=0.976, gamma=1.074, delta=0.023, M=-5.314e+001
7 -> ~24 fr=968 (0.3361), cf=0.967, gamma=1.080, delta=0.025, M=-5.193e+001
13 -> ~21 fr=964 (0.3347), cf=0.974, gamma=1.075, delta=0.023, M=-5.173e+001
7 13 -> ~20 fr=539 (0.1872), cf=0.993, gamma=1.102, delta=0.017, M=-4.894e+001
7 -> ~17 fr=969 (0.3365), cf=0.968, gamma=1.073, delta=0.023, M=-4.646e+001
13 -> ~18 fr=962 (0.3340), cf=0.972, gamma=1.069, delta=0.022, M=-4.525e+001
7 -> ~20 fr=967 (0.3358), cf=0.966, gamma=1.072, delta=0.023, M=-4.483e+001
13 -> ~20 fr=955 (0.3316), cf=0.965, gamma=1.071, delta=0.022, M=-4.220e+001
5 -> ~22 fr=736 (0.2556), cf=0.975, gamma=1.078, delta=0.019, M=-3.931e+001
1 -> ~15 fr=726 (0.2521), cf=0.967, gamma=1.083, delta=0.019, M=-3.811e+001
1 -> ~20 fr=728 (0.2528), cf=0.969, gamma=1.076, delta=0.018, M=-3.490e+001
1 -> ~21 fr=730 (0.2535), cf=0.972, gamma=1.073, delta=0.017, M=-3.469e+001
1 -> ~24 fr=725 (0.2517), cf=0.965, gamma=1.078, delta=0.018, M=-3.445e+001
5 -> ~17 fr=730 (0.2535), cf=0.967, gamma=1.071, delta=0.017, M=-3.145e+001
1 -> ~23 fr=723 (0.2510), cf=0.963, gamma=1.071, delta=0.017, M=-2.962e+001
5 -> ~15 fr=723 (0.2510), cf=0.958, gamma=1.073, delta=0.017, M=-2.903e+001
5 -> ~18 fr=731 (0.2538), cf=0.968, gamma=1.066, delta=0.016, M=-2.858e+001
5 -> ~23 fr=725 (0.2517), cf=0.960, gamma=1.069, delta=0.016, M=-2.748e+001
1 -> ~17 fr=723 (0.2510), cf=0.963, gamma=1.067, delta=0.016, M=-2.714e+001
5 -> ~24 fr=722 (0.2507), cf=0.956, gamma=1.068, delta=0.016, M=-2.588e+001
1 -> ~18 fr=725 (0.2517), cf=0.965, gamma=1.062, delta=0.015, M=-2.563e+001
1 -> ~22 fr=722 (0.2507), cf=0.961, gamma=1.063, delta=0.015, M=-2.483e+001
11 -> ~19 fr=489 (0.1698), cf=0.972, gamma=1.077, delta=0.012, M=-2.344e+001
5 -> ~16 fr=714 (0.2479), cf=0.946, gamma=1.064, delta=0.015, M=-2.125e+001
5 -> ~19 fr=718 (0.2493), cf=0.951, gamma=1.053, delta=0.013, M=-1.752e+001
11 -> ~15 fr=478 (0.1660), cf=0.950, gamma=1.065, delta=0.010, M=-1.454e+001
11 -> ~18 fr=479 (0.1663), cf=0.952, gamma=1.048, delta=0.008, M=-9.928e+000
11 -> ~24 fr=473 (0.1642), cf=0.940, gamma=1.050, delta=0.008, M=-9.305e+000
11 -> ~20 fr=475 (0.1649), cf=0.944, gamma=1.048, delta=0.008, M=-9.145e+000
11 -> ~21 fr=476 (0.1653), cf=0.946, gamma=1.045, delta=0.007, M=-8.557e+000
11 -> ~22 fr=475 (0.1649), cf=0.944, gamma=1.044, delta=0.007, M=-8.240e+000
11 -> ~16 fr=468 (0.1625), cf=0.930, gamma=1.047, delta=0.007, M=-7.750e+000
11 -> ~23 fr=468 (0.1625), cf=0.930, gamma=1.035, delta=0.006, M=-5.396e+000
