12 -> ~17 fr=2353 (0.8170), cf=0.991, gamma=1.100, delta=0.074, M=-4.572e+002
7 -> ~24 fr=962 (0.3340), cf=0.969, gamma=1.079, delta=0.025, M=-5.203e+001
13 -> ~21 fr=982 (0.3410), cf=0.972, gamma=1.075, delta=0.024, M=-5.135e+001
1 13 -> ~20 fr=525 (0.1823), cf=0.996, gamma=1.101, delta=0.017, M=-5.048e+001
13 -> ~18 fr=980 (0.3403), cf=0.970, gamma=1.072, delta=0.023, M=-4.775e+001
7 13 -> ~20 fr=548 (0.1903), cf=0.993, gamma=1.097, delta=0.017, M=-4.736e+001
7 -> ~17 fr=961 (0.3337), cf=0.968, gamma=1.074, delta=0.023, M=-4.696e+001
7 -> ~20 fr=960 (0.3333), cf=0.967, gamma=1.068, delta=0.021, M=-4.141e+001
1 -> ~21 fr=725 (0.2517), cf=0.977, gamma=1.080, delta=0.019, M=-4.083e+001
13 -> ~20 fr=975 (0.3385), cf=0.965, gamma=1.066, delta=0.021, M=-4.030e+001
1 -> ~15 fr=721 (0.2503), cf=0.972, gamma=1.083, delta=0.019, M=-3.981e+001
1 -> ~24 fr=719 (0.2497), cf=0.969, gamma=1.080, delta=0.018, M=-3.643e+001
5 -> ~22 fr=729 (0.2531), cf=0.968, gamma=1.075, delta=0.018, M=-3.388e+001
1 -> ~23 fr=716 (0.2486), cf=0.965, gamma=1.075, delta=0.017, M=-3.211e+001
1 -> ~20 fr=719 (0.2497), cf=0.969, gamma=1.070, delta=0.016, M=-3.113e+001
5 -> ~17 fr=726 (0.2521), cf=0.964, gamma=1.070, delta=0.016, M=-2.951e+001
1 -> ~22 fr=715 (0.2483), cf=0.964, gamma=1.070, delta=0.016, M=-2.871e+001
1 -> ~18 fr=717 (0.2490), cf=0.966, gamma=1.067, delta=0.016, M=-2.839e+001
5 12 -> ~18 fr=644 (0.2236), cf=0.970, gamma=1.071, delta=0.015, M=-2.818e+001
5 -> ~18 fr=727 (0.2524), cf=0.965, gamma=1.067, delta=0.016, M=-2.806e+001
1 -> ~17 fr=714 (0.2479), cf=0.962, gamma=1.068, delta=0.016, M=-2.722e+001
5 -> ~24 fr=722 (0.2507), cf=0.959, gamma=1.068, delta=0.016, M=-2.674e+001
5 -> ~23 fr=721 (0.2503), cf=0.958, gamma=1.067, delta=0.016, M=-2.557e+001
5 -> ~16 fr=714 (0.2479), cf=0.948, gamma=1.068, delta=0.016, M=-2.348e+001
5 -> ~15 fr=718 (0.2493), cf=0.954, gamma=1.063, delta=0.015, M=-2.245e+001
11 -> ~19 fr=490 (0.1701), cf=0.970, gamma=1.075, delta=0.012, M=-2.234e+001
5 -> ~19 fr=717 (0.2490), cf=0.952, gamma=1.055, delta=0.013, M=-1.851e+001
11 -> ~15 fr=479 (0.1663), cf=0.949, gamma=1.057, delta=0.009, M=-1.209e+001
11 -> ~20 fr=482 (0.1674), cf=0.954, gamma=1.054, delta=0.009, M=-1.207e+001
11 -> ~21 fr=480 (0.1667), cf=0.950, gamma=1.050, delta=0.008, M=-1.044e+001
11 -> ~16 fr=473 (0.1642), cf=0.937, gamma=1.055, delta=0.008, M=-1.011e+001
11 -> ~18 fr=479 (0.1663), cf=0.949, gamma=1.048, delta=0.008, M=-9.530e+000
11 -> ~22 fr=475 (0.1649), cf=0.941, gamma=1.044, delta=0.007, M=-7.945e+000
11 -> ~24 fr=473 (0.1642), cf=0.937, gamma=1.044, delta=0.007, M=-7.479e+000
11 -> ~23 fr=472 (0.1639), cf=0.935, gamma=1.041, delta=0.007, M=-6.860e+000
