1 10 15 19 28 35 -> 42 fr=4363 (0.8859), cf=0.945, gamma=1.052, delta=0.044, M=-4.801e+002
10 19 -> 42 fr=4382 (0.8897), cf=0.931, gamma=1.035, delta=0.030, M=-3.175e+002
1 19 -> 42 fr=4382 (0.8897), cf=0.930, gamma=1.035, delta=0.030, M=-3.150e+002
19 38 -> 42 fr=4382 (0.8897), cf=0.929, gamma=1.034, delta=0.029, M=-3.005e+002
15 19 28 -> ~43 fr=4499 (0.9135), cf=0.970, gamma=1.031, delta=0.027, M=-2.823e+002
15 19 -> ~43 fr=4518 (0.9174), cf=0.969, gamma=1.030, delta=0.027, M=-2.823e+002
1 10 15 28 35 -> 42 fr=4408 (0.8950), cf=0.920, gamma=1.023, delta=0.020, M=-2.209e+002
1 15 28 31 35 -> 42 fr=4406 (0.8946), cf=0.920, gamma=1.023, delta=0.020, M=-2.197e+002
1 15 28 35 -> 42 fr=4408 (0.8950), cf=0.919, gamma=1.023, delta=0.020, M=-2.186e+002
10 15 28 35 -> 42 fr=4408 (0.8950), cf=0.919, gamma=1.023, delta=0.020, M=-2.162e+002
15 28 31 35 -> 42 fr=4406 (0.8946), cf=0.919, gamma=1.023, delta=0.020, M=-2.150e+002
15 28 35 -> 42 fr=4408 (0.8950), cf=0.919, gamma=1.022, delta=0.020, M=-2.139e+002
1 10 15 28 31 -> 42 fr=4408 (0.8950), cf=0.919, gamma=1.022, delta=0.019, M=-2.091e+002
1 15 28 31 -> 42 fr=4408 (0.8950), cf=0.919, gamma=1.022, delta=0.019, M=-2.068e+002
10 15 28 31 -> 42 fr=4408 (0.8950), cf=0.918, gamma=1.022, delta=0.019, M=-2.045e+002
6 19 28 -> ~43 fr=4422 (0.8979), cf=0.966, gamma=1.027, delta=0.024, M=-2.030e+002
15 28 31 -> 42 fr=4408 (0.8950), cf=0.918, gamma=1.021, delta=0.019, M=-2.021e+002
1 10 15 28 -> 42 fr=4411 (0.8956), cf=0.918, gamma=1.021, delta=0.018, M=-2.006e+002
6 19 -> ~43 fr=4441 (0.9017), cf=0.965, gamma=1.026, delta=0.023, M=-1.998e+002
1 10 15 35 -> 42 fr=4413 (0.8960), cf=0.917, gamma=1.020, delta=0.018, M=-1.974e+002
1 15 31 35 -> 42 fr=4411 (0.8956), cf=0.917, gamma=1.020, delta=0.018, M=-1.959e+002
1 15 35 -> 42 fr=4413 (0.8960), cf=0.917, gamma=1.020, delta=0.018, M=-1.950e+002
10 15 28 38 -> 42 fr=4411 (0.8956), cf=0.917, gamma=1.020, delta=0.018, M=-1.912e+002
10 15 35 -> 42 fr=4413 (0.8960), cf=0.917, gamma=1.020, delta=0.017, M=-1.903e+002
10 15 28 -> 42 fr=4411 (0.8956), cf=0.917, gamma=1.020, delta=0.017, M=-1.889e+002
15 31 35 -> 42 fr=4411 (0.8956), cf=0.916, gamma=1.020, delta=0.017, M=-1.865e+002
1 15 28 -> 42 fr=4411 (0.8956), cf=0.916, gamma=1.020, delta=0.017, M=-1.865e+002
15 35 -> 42 fr=4413 (0.8960), cf=0.916, gamma=1.019, delta=0.017, M=-1.856e+002
1 10 15 31 -> 42 fr=4413 (0.8960), cf=0.916, gamma=1.019, delta=0.017, M=-1.856e+002
1 15 31 -> 42 fr=4413 (0.8960), cf=0.916, gamma=1.019, delta=0.017, M=-1.833e+002
15 -> ~43 fr=4622 (0.9385), cf=0.954, gamma=1.015, delta=0.013, M=-1.796e+002
10 15 31 -> 42 fr=4413 (0.8960), cf=0.916, gamma=1.019, delta=0.016, M=-1.786e+002
1 10 15 -> 42 fr=4416 (0.8966), cf=0.915, gamma=1.018, delta=0.016, M=-1.775e+002
15 28 38 -> 42 fr=4411 (0.8956), cf=0.916, gamma=1.019, delta=0.016, M=-1.749e+002
15 31 38 -> 42 fr=4413 (0.8960), cf=0.915, gamma=1.018, delta=0.016, M=-1.740e+002
15 28 -> 42 fr=4411 (0.8956), cf=0.915, gamma=1.018, delta=0.016, M=-1.726e+002
15 31 -> 42 fr=4413 (0.8960), cf=0.915, gamma=1.018, delta=0.016, M=-1.717e+002
19 28 -> ~43 fr=4510 (0.9157), cf=0.960, gamma=1.021, delta=0.019, M=-1.699e+002
19 -> ~43 fr=4529 (0.9196), cf=0.960, gamma=1.020, delta=0.018, M=-1.691e+002
10 15 38 -> 42 fr=4416 (0.8966), cf=0.914, gamma=1.017, delta=0.015, M=-1.659e+002
10 15 -> 42 fr=4416 (0.8966), cf=0.914, gamma=1.017, delta=0.015, M=-1.635e+002
1 15 -> 42 fr=4416 (0.8966), cf=0.914, gamma=1.017, delta=0.015, M=-1.635e+002
1 19 -> ~45 fr=4694 (0.9531), cf=0.997, gamma=1.012, delta=0.012, M=-1.602e+002
19 -> ~45 fr=4701 (0.9545), cf=0.996, gamma=1.012, delta=0.011, M=-1.496e+002
15 38 -> 42 fr=4416 (0.8966), cf=0.913, gamma=1.015, delta=0.013, M=-1.473e+002
1 10 28 35 -> 42 fr=4419 (0.8973), cf=0.906, gamma=1.008, delta=0.008, M=-7.851e+001
1 28 31 35 -> 42 fr=4417 (0.8969), cf=0.907, gamma=1.009, delta=0.008, M=-7.748e+001
1 28 35 -> 42 fr=4419 (0.8973), cf=0.906, gamma=1.008, delta=0.007, M=-7.632e+001
10 28 35 -> 42 fr=4419 (0.8973), cf=0.906, gamma=1.008, delta=0.007, M=-7.413e+001
28 31 35 -> 42 fr=4417 (0.8969), cf=0.906, gamma=1.008, delta=0.007, M=-7.316e+001
28 35 -> 42 fr=4419 (0.8973), cf=0.906, gamma=1.008, delta=0.007, M=-7.195e+001
1 10 28 31 -> 42 fr=4419 (0.8973), cf=0.906, gamma=1.007, delta=0.007, M=-6.760e+001
1 28 31 -> 42 fr=4419 (0.8973), cf=0.905, gamma=1.007, delta=0.006, M=-6.544e+001
10 28 31 -> 42 fr=4419 (0.8973), cf=0.905, gamma=1.007, delta=0.006, M=-6.328e+001
28 31 -> 42 fr=4419 (0.8973), cf=0.905, gamma=1.007, delta=0.006, M=-6.114e+001
1 10 28 -> 42 fr=4422 (0.8979), cf=0.904, gamma=1.006, delta=0.006, M=-5.954e+001
10 28 35 -> ~46 fr=4797 (0.9740), cf=0.984, gamma=1.004, delta=0.004, M=-5.716e+001
1 10 35 -> 42 fr=4424 (0.8983), cf=0.904, gamma=1.006, delta=0.005, M=-5.674e+001
28 31 35 -> ~46 fr=4794 (0.9734), cf=0.984, gamma=1.004, delta=0.004, M=-5.547e+001
1 31 35 -> 42 fr=4422 (0.8979), cf=0.904, gamma=1.006, delta=0.005, M=-5.515e+001
1 35 -> 42 fr=4424 (0.8983), cf=0.904, gamma=1.005, delta=0.005, M=-5.450e+001
1 6 28 -> 42 fr=4338 (0.8808), cf=0.909, gamma=1.011, delta=0.009, M=-5.442e+001
28 35 -> ~46 fr=4797 (0.9740), cf=0.983, gamma=1.004, delta=0.004, M=-5.384e+001
31 -> ~44 fr=4889 (0.9927), cf=0.997, gamma=1.002, delta=0.002, M=-5.307e+001
6 10 28 38 -> 42 fr=4338 (0.8808), cf=0.908, gamma=1.011, delta=0.009, M=-5.292e+001
6 10 28 -> 42 fr=4338 (0.8808), cf=0.908, gamma=1.010, delta=0.009, M=-5.142e+001
6 10 35 -> 42 fr=4341 (0.8814), cf=0.908, gamma=1.010, delta=0.009, M=-5.120e+001
10 28 38 -> 42 fr=4422 (0.8979), cf=0.904, gamma=1.005, delta=0.005, M=-5.079e+001
10 35 -> 42 fr=4424 (0.8983), cf=0.903, gamma=1.005, delta=0.005, M=-5.004e+001
6 31 35 -> 42 fr=4339 (0.8810), cf=0.908, gamma=1.010, delta=0.009, M=-4.888e+001
35 -> ~44 fr=4883 (0.9915), cf=0.997, gamma=1.002, delta=0.002, M=-4.875e+001
10 28 -> 42 fr=4422 (0.8979), cf=0.904, gamma=1.005, delta=0.005, M=-4.862e+001
6 28 38 -> 42 fr=4338 (0.8808), cf=0.908, gamma=1.010, delta=0.009, M=-4.847e+001
6 35 -> 42 fr=4341 (0.8814), cf=0.908, gamma=1.010, delta=0.009, M=-4.823e+001
6 28 -> 42 fr=4338 (0.8808), cf=0.908, gamma=1.010, delta=0.009, M=-4.702e+001
31 35 -> 42 fr=4422 (0.8979), cf=0.903, gamma=1.005, delta=0.004, M=-4.646e+001
1 28 -> 42 fr=4422 (0.8979), cf=0.903, gamma=1.005, delta=0.004, M=-4.646e+001
1 6 10 31 -> 42 fr=4340 (0.8812), cf=0.908, gamma=1.010, delta=0.008, M=-4.636e+001
1 10 31 -> 42 fr=4424 (0.8983), cf=0.903, gamma=1.005, delta=0.004, M=-4.560e+001
1 6 31 -> 42 fr=4340 (0.8812), cf=0.907, gamma=1.009, delta=0.008, M=-4.492e+001
1 31 -> 42 fr=4424 (0.8983), cf=0.903, gamma=1.004, delta=0.004, M=-4.339e+001
6 10 31 -> 42 fr=4340 (0.8812), cf=0.907, gamma=1.009, delta=0.008, M=-4.207e+001
1 10 28 -> ~46 fr=4803 (0.9752), cf=0.982, gamma=1.003, delta=0.003, M=-4.087e+001
1 6 10 -> 42 fr=4343 (0.8818), cf=0.907, gamma=1.009, delta=0.008, M=-4.038e+001
10 28 -> ~46 fr=4807 (0.9760), cf=0.982, gamma=1.003, delta=0.003, M=-3.996e+001
6 31 38 -> 42 fr=4340 (0.8812), cf=0.907, gamma=1.009, delta=0.008, M=-3.927e+001
1 10 -> 42 fr=4427 (0.8989), cf=0.902, gamma=1.003, delta=0.003, M=-3.920e+001
10 31 -> 42 fr=4424 (0.8983), cf=0.902, gamma=1.004, delta=0.004, M=-3.899e+001
6 31 -> 42 fr=4340 (0.8812), cf=0.906, gamma=1.008, delta=0.007, M=-3.789e+001
1 28 -> ~46 fr=4807 (0.9760), cf=0.982, gamma=1.003, delta=0.003, M=-3.667e+001
28 -> ~46 fr=4812 (0.9771), cf=0.982, gamma=1.003, delta=0.003, M=-3.664e+001
1 6 -> 42 fr=4343 (0.8818), cf=0.906, gamma=1.008, delta=0.007, M=-3.622e+001
6 28 -> ~43 fr=4526 (0.9190), cf=0.947, gamma=1.007, delta=0.006, M=-3.615e+001
28 38 -> 42 fr=4422 (0.8979), cf=0.902, gamma=1.004, delta=0.004, M=-3.578e+001
31 38 -> 42 fr=4424 (0.8983), cf=0.902, gamma=1.004, delta=0.003, M=-3.463e+001
10 35 -> ~46 fr=4808 (0.9762), cf=0.982, gamma=1.003, delta=0.003, M=-3.400e+001
6 10 38 -> 42 fr=4343 (0.8818), cf=0.906, gamma=1.008, delta=0.007, M=-3.352e+001
6 -> ~43 fr=4545 (0.9228), cf=0.946, gamma=1.006, delta=0.005, M=-3.294e+001
6 10 -> 42 fr=4343 (0.8818), cf=0.906, gamma=1.007, delta=0.006, M=-3.220e+001
1 31 35 -> ~46 fr=4802 (0.9750), cf=0.982, gamma=1.003, delta=0.002, M=-3.089e+001
31 35 -> ~46 fr=4805 (0.9756), cf=0.982, gamma=1.002, delta=0.002, M=-2.922e+001
1 35 -> ~46 fr=4805 (0.9756), cf=0.982, gamma=1.002, delta=0.002, M=-2.922e+001
6 38 -> 42 fr=4343 (0.8818), cf=0.905, gamma=1.007, delta=0.006, M=-2.831e+001
10 38 -> 42 fr=4427 (0.8989), cf=0.901, gamma=1.002, delta=0.002, M=-2.762e+001
35 -> ~46 fr=4808 (0.9762), cf=0.981, gamma=1.002, delta=0.002, M=-2.759e+001
1 10 -> ~44 fr=4887 (0.9923), cf=0.996, gamma=1.001, delta=0.001, M=-2.716e+001
10 38 -> ~44 fr=4891 (0.9931), cf=0.996, gamma=1.001, delta=0.001, M=-2.479e+001
10 -> ~44 fr=4891 (0.9931), cf=0.995, gamma=1.001, delta=0.001, M=-2.011e+001
1 10 -> ~46 fr=4813 (0.9773), cf=0.981, gamma=1.001, delta=0.001, M=-1.764e+001
10 -> ~46 fr=4818 (0.9783), cf=0.980, gamma=1.001, delta=0.001, M=-1.736e+001
1 -> ~46 fr=4817 (0.9781), cf=0.980, gamma=1.001, delta=0.001, M=-1.345e+001
1 -> ~44 fr=4889 (0.9927), cf=0.995, gamma=1.001, delta=0.001, M=-1.054e+001
38 -> ~46 fr=4822 (0.9791), cf=0.980, gamma=1.001, delta=0.001, M=-1.029e+001
1 -> ~45 fr=4841 (0.9829), cf=0.985, gamma=1.001, delta=0.001, M=-7.537e+000
6 38 -> ~44 fr=4776 (0.9697), cf=0.995, gamma=1.001, delta=0.001, M=-7.386e+000
31 -> ~46 fr=4807 (0.9760), cf=0.980, gamma=1.001, delta=0.001, M=-7.337e+000
6 -> ~44 fr=4779 (0.9704), cf=0.995, gamma=1.001, delta=0.001, M=-5.375e+000
28 -> ~43 fr=4614 (0.9369), cf=0.941, gamma=1.001, delta=0.001, M=-4.436e+000
38 -> ~44 fr=4894 (0.9937), cf=0.995, gamma=1.000, delta=0.000, M=-3.792e+000
28 -> ~45 fr=4826 (0.9799), cf=0.985, gamma=1.000, delta=0.000, M=-1.164e+000
30 -> ~42 fr=498 (0.1011), cf=0.101, gamma=1.001, delta=0.000, M=-3.199e-001
