1 15 19 28 31 35 -> 42 fr=4351 (0.8835), cf=0.945, gamma=1.053, delta=0.044, M=-4.770e+002
31 -> ~44 fr=4893 (0.9935), cf=0.997, gamma=1.002, delta=0.002, M=-5.126e+001
1 31 35 -> 42 fr=4419 (0.8973), cf=0.902, gamma=1.005, delta=0.004, M=-4.978e+001
28 35 -> ~46 fr=4803 (0.9752), cf=0.984, gamma=1.004, delta=0.004, M=-4.958e+001
6 28 -> 42 fr=4333 (0.8798), cf=0.907, gamma=1.010, delta=0.009, M=-4.942e+001
6 10 35 -> 42 fr=4336 (0.8804), cf=0.907, gamma=1.010, delta=0.009, M=-4.919e+001
1 6 10 31 -> 42 fr=4337 (0.8806), cf=0.907, gamma=1.010, delta=0.009, M=-4.814e+001
6 31 35 -> 42 fr=4336 (0.8804), cf=0.907, gamma=1.010, delta=0.009, M=-4.772e+001
1 10 35 -> 42 fr=4419 (0.8973), cf=0.902, gamma=1.005, delta=0.004, M=-4.757e+001
1 6 31 -> 42 fr=4337 (0.8806), cf=0.907, gamma=1.010, delta=0.008, M=-4.668e+001
6 35 -> 42 fr=4336 (0.8804), cf=0.907, gamma=1.010, delta=0.008, M=-4.627e+001
10 28 -> 42 fr=4417 (0.8969), cf=0.902, gamma=1.005, delta=0.004, M=-4.621e+001
35 -> ~44 fr=4887 (0.9923), cf=0.997, gamma=1.002, delta=0.002, M=-4.619e+001
1 35 -> 42 fr=4419 (0.8973), cf=0.902, gamma=1.005, delta=0.004, M=-4.537e+001
1 10 31 -> 42 fr=4421 (0.8977), cf=0.902, gamma=1.004, delta=0.004, M=-4.530e+001
10 28 -> ~46 fr=4812 (0.9771), cf=0.983, gamma=1.003, delta=0.003, M=-4.520e+001
6 10 31 -> 42 fr=4337 (0.8806), cf=0.906, gamma=1.009, delta=0.008, M=-4.379e+001
10 31 35 -> 42 fr=4419 (0.8973), cf=0.902, gamma=1.004, delta=0.004, M=-4.317e+001
1 31 -> 42 fr=4421 (0.8977), cf=0.902, gamma=1.004, delta=0.004, M=-4.303e+001
28 -> ~46 fr=4817 (0.9781), cf=0.983, gamma=1.003, delta=0.003, M=-4.218e+001
1 6 10 -> 42 fr=4338 (0.8808), cf=0.906, gamma=1.009, delta=0.008, M=-4.134e+001
31 35 -> 42 fr=4419 (0.8973), cf=0.902, gamma=1.004, delta=0.004, M=-4.097e+001
10 35 -> 42 fr=4419 (0.8973), cf=0.902, gamma=1.004, delta=0.004, M=-4.097e+001
6 31 38 -> 42 fr=4337 (0.8806), cf=0.906, gamma=1.009, delta=0.008, M=-4.096e+001
1 28 -> 42 fr=4417 (0.8969), cf=0.902, gamma=1.004, delta=0.004, M=-3.981e+001
6 31 -> 42 fr=4337 (0.8806), cf=0.906, gamma=1.009, delta=0.008, M=-3.956e+001
10 31 -> 42 fr=4421 (0.8977), cf=0.901, gamma=1.004, delta=0.003, M=-3.850e+001
6 -> ~43 fr=4542 (0.9222), cf=0.946, gamma=1.007, delta=0.006, M=-3.768e+001
1 6 -> 42 fr=4338 (0.8808), cf=0.905, gamma=1.008, delta=0.007, M=-3.717e+001
6 10 -> 42 fr=4338 (0.8808), cf=0.905, gamma=1.008, delta=0.007, M=-3.581e+001
1 10 -> 42 fr=4422 (0.8979), cf=0.901, gamma=1.003, delta=0.003, M=-3.441e+001
31 38 -> 42 fr=4421 (0.8977), cf=0.901, gamma=1.003, delta=0.003, M=-3.399e+001
6 38 -> 42 fr=4338 (0.8808), cf=0.904, gamma=1.007, delta=0.006, M=-3.052e+001
10 35 -> ~46 fr=4812 (0.9771), cf=0.982, gamma=1.002, delta=0.002, M=-2.527e+001
1 31 35 -> ~46 fr=4808 (0.9762), cf=0.982, gamma=1.002, delta=0.002, M=-2.344e+001
1 10 -> ~44 fr=4889 (0.9927), cf=0.996, gamma=1.001, delta=0.001, M=-2.335e+001
31 35 -> ~46 fr=4811 (0.9769), cf=0.982, gamma=1.002, delta=0.002, M=-2.170e+001
1 35 -> ~46 fr=4809 (0.9764), cf=0.982, gamma=1.002, delta=0.002, M=-2.086e+001
10 -> ~44 fr=4892 (0.9933), cf=0.996, gamma=1.001, delta=0.001, M=-2.031e+001
35 -> ~46 fr=4812 (0.9771), cf=0.981, gamma=1.002, delta=0.002, M=-1.910e+001
10 -> ~46 fr=4821 (0.9789), cf=0.981, gamma=1.001, delta=0.001, M=-1.754e+001
38 -> ~46 fr=4826 (0.9799), cf=0.980, gamma=1.001, delta=0.001, M=-1.175e+001
1 -> ~46 fr=4821 (0.9789), cf=0.981, gamma=1.001, delta=0.001, M=-1.093e+001
1 -> ~45 fr=4837 (0.9821), cf=0.984, gamma=1.001, delta=0.001, M=-7.964e+000
1 6 -> ~44 fr=4770 (0.9685), cf=0.995, gamma=1.001, delta=0.001, M=-7.314e+000
1 -> ~44 fr=4891 (0.9931), cf=0.995, gamma=1.000, delta=0.000, M=-6.890e+000
31 -> ~46 fr=4813 (0.9773), cf=0.980, gamma=1.001, delta=0.001, M=-5.613e+000
6 -> ~44 fr=4777 (0.9699), cf=0.995, gamma=1.001, delta=0.001, M=-5.423e+000
28 -> ~43 fr=4610 (0.9360), cf=0.940, gamma=1.000, delta=0.000, M=-1.858e+000
28 -> ~45 fr=4821 (0.9789), cf=0.983, gamma=1.000, delta=0.000, M=-1.137e+000
31 -> ~43 fr=4615 (0.9371), cf=0.940, gamma=1.000, delta=0.000, M=-4.647e-001
30 -> ~42 fr=503 (0.1021), cf=0.102, gamma=1.001, delta=0.000, M=-3.232e-001
