1 10 15 19 28 35 -> 42 fr=4354 (0.8841), cf=0.944, gamma=1.051, delta=0.043, M=-4.690e+002
15 19 31 -> 42 fr=4358 (0.8849), cf=0.939, gamma=1.046, delta=0.039, M=-4.152e+002
10 15 19 -> 42 fr=4361 (0.8855), cf=0.939, gamma=1.046, delta=0.039, M=-4.144e+002
1 15 19 -> 42 fr=4361 (0.8855), cf=0.938, gamma=1.045, delta=0.038, M=-4.093e+002
15 19 38 -> 42 fr=4361 (0.8855), cf=0.938, gamma=1.045, delta=0.038, M=-3.992e+002
15 19 -> 42 fr=4361 (0.8855), cf=0.937, gamma=1.044, delta=0.037, M=-3.916e+002
1 10 19 28 35 -> 42 fr=4364 (0.8861), cf=0.935, gamma=1.042, delta=0.035, M=-3.710e+002
1 19 28 35 -> 42 fr=4364 (0.8861), cf=0.935, gamma=1.041, delta=0.035, M=-3.685e+002
10 19 28 35 -> 42 fr=4364 (0.8861), cf=0.935, gamma=1.041, delta=0.035, M=-3.660e+002
19 28 35 -> 42 fr=4364 (0.8861), cf=0.934, gamma=1.041, delta=0.035, M=-3.635e+002
1 10 19 28 31 -> 42 fr=4364 (0.8861), cf=0.934, gamma=1.041, delta=0.035, M=-3.611e+002
1 19 28 31 -> 42 fr=4364 (0.8861), cf=0.934, gamma=1.041, delta=0.035, M=-3.586e+002
10 19 28 31 -> 42 fr=4364 (0.8861), cf=0.934, gamma=1.040, delta=0.034, M=-3.561e+002
1 10 19 28 -> 42 fr=4367 (0.8867), cf=0.934, gamma=1.040, delta=0.034, M=-3.555e+002
19 28 31 -> 42 fr=4364 (0.8861), cf=0.934, gamma=1.040, delta=0.034, M=-3.537e+002
10 19 28 38 -> 42 fr=4367 (0.8867), cf=0.933, gamma=1.039, delta=0.034, M=-3.506e+002
10 19 28 -> 42 fr=4367 (0.8867), cf=0.933, gamma=1.039, delta=0.034, M=-3.481e+002
1 19 28 -> 42 fr=4367 (0.8867), cf=0.933, gamma=1.039, delta=0.033, M=-3.432e+002
1 10 19 35 -> 42 fr=4368 (0.8869), cf=0.932, gamma=1.039, delta=0.033, M=-3.422e+002
1 19 35 -> 42 fr=4368 (0.8869), cf=0.932, gamma=1.038, delta=0.033, M=-3.398e+002
10 19 35 -> 42 fr=4368 (0.8869), cf=0.932, gamma=1.038, delta=0.033, M=-3.373e+002
19 28 38 -> 42 fr=4367 (0.8867), cf=0.932, gamma=1.038, delta=0.033, M=-3.359e+002
19 28 -> 42 fr=4367 (0.8867), cf=0.932, gamma=1.038, delta=0.032, M=-3.335e+002
19 35 -> 42 fr=4368 (0.8869), cf=0.932, gamma=1.038, delta=0.032, M=-3.325e+002
1 10 19 31 -> 42 fr=4368 (0.8869), cf=0.932, gamma=1.038, delta=0.032, M=-3.325e+002
1 19 31 -> 42 fr=4368 (0.8869), cf=0.931, gamma=1.038, delta=0.032, M=-3.301e+002
10 19 31 -> 42 fr=4368 (0.8869), cf=0.931, gamma=1.037, delta=0.032, M=-3.276e+002
1 10 19 -> 42 fr=4371 (0.8875), cf=0.931, gamma=1.037, delta=0.032, M=-3.271e+002
19 31 38 -> 42 fr=4368 (0.8869), cf=0.931, gamma=1.037, delta=0.032, M=-3.228e+002
10 19 38 -> 42 fr=4371 (0.8875), cf=0.930, gamma=1.036, delta=0.031, M=-3.222e+002
19 31 -> 42 fr=4368 (0.8869), cf=0.931, gamma=1.037, delta=0.031, M=-3.204e+002
10 19 -> 42 fr=4371 (0.8875), cf=0.930, gamma=1.036, delta=0.031, M=-3.198e+002
1 19 -> 42 fr=4371 (0.8875), cf=0.930, gamma=1.036, delta=0.031, M=-3.150e+002
19 38 -> 42 fr=4371 (0.8875), cf=0.929, gamma=1.035, delta=0.030, M=-3.054e+002
15 19 -> ~43 fr=4509 (0.9155), cf=0.969, gamma=1.031, delta=0.028, M=-2.961e+002
6 19 28 -> ~43 fr=4418 (0.8971), cf=0.967, gamma=1.029, delta=0.025, M=-2.177e+002
6 19 -> ~43 fr=4435 (0.9005), cf=0.966, gamma=1.028, delta=0.025, M=-2.163e+002
1 10 15 28 35 -> 42 fr=4404 (0.8942), cf=0.917, gamma=1.022, delta=0.019, M=-2.067e+002
1 15 28 31 35 -> 42 fr=4402 (0.8938), cf=0.917, gamma=1.022, delta=0.019, M=-2.054e+002
1 15 28 35 -> 42 fr=4404 (0.8942), cf=0.917, gamma=1.021, delta=0.019, M=-2.044e+002
10 15 28 35 -> 42 fr=4404 (0.8942), cf=0.917, gamma=1.021, delta=0.019, M=-2.020e+002
15 28 31 35 -> 42 fr=4402 (0.8938), cf=0.917, gamma=1.021, delta=0.019, M=-2.007e+002
15 28 35 -> 42 fr=4404 (0.8942), cf=0.917, gamma=1.021, delta=0.018, M=-1.997e+002
1 10 15 28 31 -> 42 fr=4404 (0.8942), cf=0.917, gamma=1.021, delta=0.018, M=-1.997e+002
1 15 28 31 -> 42 fr=4404 (0.8942), cf=0.916, gamma=1.021, delta=0.018, M=-1.974e+002
10 15 28 31 -> 42 fr=4404 (0.8942), cf=0.916, gamma=1.021, delta=0.018, M=-1.950e+002
1 10 15 28 -> 42 fr=4407 (0.8948), cf=0.916, gamma=1.020, delta=0.018, M=-1.937e+002
15 28 31 -> 42 fr=4404 (0.8942), cf=0.916, gamma=1.020, delta=0.018, M=-1.927e+002
10 15 28 38 -> 42 fr=4407 (0.8948), cf=0.915, gamma=1.019, delta=0.017, M=-1.867e+002
10 15 28 -> 42 fr=4407 (0.8948), cf=0.915, gamma=1.019, delta=0.017, M=-1.844e+002
19 -> ~43 fr=4519 (0.9176), cf=0.960, gamma=1.022, delta=0.019, M=-1.841e+002
1 15 28 -> 42 fr=4407 (0.8948), cf=0.915, gamma=1.019, delta=0.017, M=-1.821e+002
1 10 15 35 -> 42 fr=4408 (0.8950), cf=0.915, gamma=1.019, delta=0.016, M=-1.817e+002
1 15 31 35 -> 42 fr=4406 (0.8946), cf=0.915, gamma=1.019, delta=0.017, M=-1.802e+002
15 -> ~43 fr=4617 (0.9375), cf=0.953, gamma=1.015, delta=0.013, M=-1.799e+002
1 15 35 -> 42 fr=4408 (0.8950), cf=0.914, gamma=1.019, delta=0.016, M=-1.794e+002
10 15 35 -> 42 fr=4408 (0.8950), cf=0.914, gamma=1.018, delta=0.016, M=-1.770e+002
1 10 15 31 -> 42 fr=4408 (0.8950), cf=0.914, gamma=1.018, delta=0.016, M=-1.747e+002
15 31 35 -> 42 fr=4406 (0.8946), cf=0.914, gamma=1.018, delta=0.016, M=-1.733e+002
15 28 38 -> 42 fr=4407 (0.8948), cf=0.914, gamma=1.018, delta=0.016, M=-1.728e+002
15 35 -> 42 fr=4408 (0.8950), cf=0.914, gamma=1.018, delta=0.016, M=-1.724e+002
1 15 31 -> 42 fr=4408 (0.8950), cf=0.914, gamma=1.018, delta=0.016, M=-1.724e+002
15 28 -> 42 fr=4407 (0.8948), cf=0.914, gamma=1.018, delta=0.016, M=-1.705e+002
10 15 31 -> 42 fr=4408 (0.8950), cf=0.914, gamma=1.018, delta=0.016, M=-1.701e+002
1 10 15 -> 42 fr=4411 (0.8956), cf=0.913, gamma=1.017, delta=0.015, M=-1.692e+002
15 31 38 -> 42 fr=4408 (0.8950), cf=0.913, gamma=1.017, delta=0.015, M=-1.655e+002
15 31 -> 42 fr=4408 (0.8950), cf=0.913, gamma=1.017, delta=0.015, M=-1.632e+002
10 15 38 -> 42 fr=4411 (0.8956), cf=0.912, gamma=1.017, delta=0.015, M=-1.622e+002
10 15 -> 42 fr=4411 (0.8956), cf=0.912, gamma=1.016, delta=0.014, M=-1.599e+002
1 15 -> 42 fr=4411 (0.8956), cf=0.912, gamma=1.016, delta=0.014, M=-1.576e+002
1 19 -> ~45 fr=4682 (0.9507), cf=0.996, gamma=1.012, delta=0.011, M=-1.469e+002
15 38 -> 42 fr=4411 (0.8956), cf=0.911, gamma=1.015, delta=0.013, M=-1.460e+002
19 -> ~45 fr=4687 (0.9517), cf=0.996, gamma=1.011, delta=0.011, M=-1.402e+002
1 6 10 28 35 -> 42 fr=4334 (0.8800), cf=0.909, gamma=1.012, delta=0.011, M=-6.545e+001
1 6 28 31 35 -> 42 fr=4332 (0.8796), cf=0.909, gamma=1.012, delta=0.011, M=-6.449e+001
1 10 28 35 -> 42 fr=4414 (0.8962), cf=0.904, gamma=1.007, delta=0.006, M=-6.444e+001
1 6 28 35 -> 42 fr=4334 (0.8800), cf=0.909, gamma=1.012, delta=0.011, M=-6.387e+001
1 28 31 35 -> 42 fr=4412 (0.8958), cf=0.904, gamma=1.007, delta=0.006, M=-6.349e+001
6 10 28 35 -> 42 fr=4334 (0.8800), cf=0.908, gamma=1.012, delta=0.010, M=-6.230e+001
1 28 35 -> 42 fr=4414 (0.8962), cf=0.904, gamma=1.007, delta=0.006, M=-6.229e+001
6 28 31 35 -> 42 fr=4332 (0.8796), cf=0.908, gamma=1.012, delta=0.010, M=-6.137e+001
6 28 35 -> 42 fr=4334 (0.8800), cf=0.908, gamma=1.012, delta=0.010, M=-6.075e+001
10 28 35 -> 42 fr=4414 (0.8962), cf=0.904, gamma=1.007, delta=0.006, M=-6.013e+001
28 31 35 -> 42 fr=4412 (0.8958), cf=0.904, gamma=1.007, delta=0.006, M=-5.926e+001
1 6 10 28 31 -> 42 fr=4333 (0.8798), cf=0.908, gamma=1.012, delta=0.010, M=-5.874e+001
28 35 -> 42 fr=4414 (0.8962), cf=0.903, gamma=1.006, delta=0.006, M=-5.799e+001
1 10 28 31 -> 42 fr=4414 (0.8962), cf=0.903, gamma=1.006, delta=0.006, M=-5.799e+001
1 6 28 31 -> 42 fr=4333 (0.8798), cf=0.908, gamma=1.011, delta=0.010, M=-5.721e+001
1 28 31 -> 42 fr=4414 (0.8962), cf=0.903, gamma=1.006, delta=0.006, M=-5.585e+001
6 10 28 31 -> 42 fr=4333 (0.8798), cf=0.908, gamma=1.011, delta=0.010, M=-5.569e+001
6 28 31 -> 42 fr=4333 (0.8798), cf=0.907, gamma=1.011, delta=0.009, M=-5.418e+001
1 6 10 28 -> 42 fr=4336 (0.8804), cf=0.907, gamma=1.011, delta=0.009, M=-5.399e+001
10 28 31 -> 42 fr=4414 (0.8962), cf=0.903, gamma=1.006, delta=0.005, M=-5.372e+001
1 10 28 -> 42 fr=4417 (0.8969), cf=0.903, gamma=1.005, delta=0.005, M=-5.222e+001
28 31 -> 42 fr=4414 (0.8962), cf=0.903, gamma=1.006, delta=0.005, M=-5.160e+001
10 28 35 -> ~46 fr=4799 (0.9744), cf=0.982, gamma=1.004, delta=0.004, M=-4.957e+001
1 6 28 -> 42 fr=4336 (0.8804), cf=0.907, gamma=1.010, delta=0.009, M=-4.951e+001
6 10 28 38 -> 42 fr=4336 (0.8804), cf=0.907, gamma=1.010, delta=0.009, M=-4.951e+001
6 10 28 -> 42 fr=4336 (0.8804), cf=0.907, gamma=1.010, delta=0.009, M=-4.804e+001
28 31 35 -> ~46 fr=4796 (0.9738), cf=0.982, gamma=1.004, delta=0.004, M=-4.781e+001
31 -> ~44 fr=4895 (0.9939), cf=0.997, gamma=1.002, delta=0.002, M=-4.645e+001
28 35 -> ~46 fr=4799 (0.9744), cf=0.982, gamma=1.004, delta=0.003, M=-4.628e+001
1 6 10 35 -> 42 fr=4338 (0.8808), cf=0.906, gamma=1.010, delta=0.008, M=-4.594e+001
10 28 38 -> 42 fr=4417 (0.8969), cf=0.902, gamma=1.005, delta=0.004, M=-4.568e+001
6 28 38 -> 42 fr=4336 (0.8804), cf=0.906, gamma=1.009, delta=0.008, M=-4.513e+001
1 6 31 35 -> 42 fr=4336 (0.8804), cf=0.906, gamma=1.009, delta=0.008, M=-4.513e+001
1 6 35 -> 42 fr=4338 (0.8808), cf=0.906, gamma=1.009, delta=0.008, M=-4.449e+001
6 28 -> 42 fr=4336 (0.8804), cf=0.906, gamma=1.009, delta=0.008, M=-4.370e+001
10 28 -> 42 fr=4417 (0.8969), cf=0.902, gamma=1.005, delta=0.004, M=-4.351e+001
35 -> ~44 fr=4891 (0.9931), cf=0.997, gamma=1.002, delta=0.002, M=-4.332e+001
6 10 35 -> 42 fr=4338 (0.8808), cf=0.906, gamma=1.009, delta=0.008, M=-4.306e+001
10 28 -> ~46 fr=4808 (0.9762), cf=0.982, gamma=1.003, delta=0.003, M=-4.229e+001
1 28 -> 42 fr=4417 (0.8969), cf=0.902, gamma=1.004, delta=0.004, M=-4.135e+001
1 10 35 -> 42 fr=4418 (0.8971), cf=0.901, gamma=1.004, delta=0.004, M=-4.093e+001
6 31 35 -> 42 fr=4336 (0.8804), cf=0.906, gamma=1.009, delta=0.008, M=-4.087e+001
6 35 -> 42 fr=4338 (0.8808), cf=0.905, gamma=1.009, delta=0.008, M=-4.023e+001
1 6 10 31 -> 42 fr=4337 (0.8806), cf=0.905, gamma=1.009, delta=0.008, M=-3.985e+001
1 31 35 -> 42 fr=4416 (0.8966), cf=0.902, gamma=1.004, delta=0.004, M=-3.976e+001
1 35 -> 42 fr=4418 (0.8971), cf=0.901, gamma=1.004, delta=0.004, M=-3.875e+001
28 -> ~46 fr=4812 (0.9771), cf=0.981, gamma=1.003, delta=0.003, M=-3.870e+001
1 6 31 -> 42 fr=4337 (0.8806), cf=0.905, gamma=1.008, delta=0.007, M=-3.846e+001
6 10 31 -> 42 fr=4337 (0.8806), cf=0.905, gamma=1.008, delta=0.007, M=-3.709e+001
10 35 -> 42 fr=4418 (0.8971), cf=0.901, gamma=1.004, delta=0.003, M=-3.658e+001
1 6 10 -> 42 fr=4340 (0.8812), cf=0.905, gamma=1.008, delta=0.007, M=-3.544e+001
6 28 -> ~43 fr=4526 (0.9190), cf=0.946, gamma=1.007, delta=0.006, M=-3.538e+001
1 10 31 -> 42 fr=4418 (0.8971), cf=0.901, gamma=1.004, delta=0.003, M=-3.441e+001
6 31 38 -> 42 fr=4337 (0.8806), cf=0.905, gamma=1.008, delta=0.007, M=-3.438e+001
31 35 -> 42 fr=4416 (0.8966), cf=0.901, gamma=1.004, delta=0.003, M=-3.346e+001
6 -> ~43 fr=4543 (0.9224), cf=0.945, gamma=1.006, delta=0.005, M=-3.342e+001
6 31 -> 42 fr=4337 (0.8806), cf=0.904, gamma=1.008, delta=0.007, M=-3.306e+001
28 38 -> 42 fr=4417 (0.8969), cf=0.901, gamma=1.004, delta=0.003, M=-3.280e+001
1 31 -> 42 fr=4418 (0.8971), cf=0.901, gamma=1.003, delta=0.003, M=-3.225e+001
1 6 -> 42 fr=4340 (0.8812), cf=0.904, gamma=1.007, delta=0.006, M=-3.143e+001
6 10 38 -> 42 fr=4340 (0.8812), cf=0.904, gamma=1.007, delta=0.006, M=-3.143e+001
6 10 -> 42 fr=4340 (0.8812), cf=0.904, gamma=1.007, delta=0.006, M=-3.012e+001
10 31 -> 42 fr=4418 (0.8971), cf=0.901, gamma=1.003, delta=0.003, M=-3.011e+001
1 10 -> 42 fr=4421 (0.8977), cf=0.900, gamma=1.003, delta=0.002, M=-2.977e+001
6 38 -> 42 fr=4340 (0.8812), cf=0.903, gamma=1.006, delta=0.006, M=-2.631e+001
31 38 -> 42 fr=4418 (0.8971), cf=0.900, gamma=1.003, delta=0.002, M=-2.585e+001
1 10 -> ~44 fr=4894 (0.9937), cf=0.996, gamma=1.001, delta=0.001, M=-2.519e+001
10 38 -> 42 fr=4421 (0.8977), cf=0.899, gamma=1.002, delta=0.002, M=-2.288e+001
10 35 -> ~46 fr=4807 (0.9760), cf=0.980, gamma=1.002, delta=0.002, M=-2.209e+001
10 38 -> ~44 fr=4896 (0.9941), cf=0.996, gamma=1.001, delta=0.001, M=-2.155e+001
1 31 35 -> ~46 fr=4802 (0.9750), cf=0.980, gamma=1.002, delta=0.002, M=-1.994e+001
1 35 -> ~46 fr=4805 (0.9756), cf=0.980, gamma=1.002, delta=0.002, M=-1.821e+001
31 35 -> ~46 fr=4804 (0.9754), cf=0.980, gamma=1.002, delta=0.002, M=-1.783e+001
10 -> ~44 fr=4896 (0.9941), cf=0.996, gamma=1.001, delta=0.001, M=-1.674e+001
35 -> ~46 fr=4807 (0.9760), cf=0.980, gamma=1.001, delta=0.001, M=-1.611e+001
10 -> ~46 fr=4816 (0.9779), cf=0.980, gamma=1.001, delta=0.001, M=-1.457e+001
1 -> ~44 fr=4896 (0.9941), cf=0.996, gamma=1.001, delta=0.001, M=-1.209e+001
1 -> ~46 fr=4815 (0.9777), cf=0.979, gamma=1.001, delta=0.001, M=-7.625e+000
38 -> ~46 fr=4819 (0.9785), cf=0.979, gamma=1.000, delta=0.000, M=-6.621e+000
6 38 -> ~44 fr=4784 (0.9714), cf=0.996, gamma=1.001, delta=0.001, M=-5.985e+000
1 -> ~45 fr=4842 (0.9831), cf=0.985, gamma=1.000, delta=0.000, M=-5.058e+000
38 -> ~44 fr=4899 (0.9947), cf=0.995, gamma=1.000, delta=0.000, M=-4.230e+000
6 -> ~44 fr=4786 (0.9718), cf=0.996, gamma=1.001, delta=0.000, M=-3.974e+000
28 -> ~43 fr=4610 (0.9360), cf=0.940, gamma=1.001, delta=0.001, M=-3.361e+000
31 -> ~46 fr=4806 (0.9758), cf=0.979, gamma=1.000, delta=0.000, M=-3.113e+000
31 -> ~43 fr=4612 (0.9364), cf=0.939, gamma=1.000, delta=0.000, M=-4.586e-001
30 -> ~42 fr=504 (0.1023), cf=0.102, gamma=1.001, delta=0.000, M=-3.240e-001
